gene,xen_celltype,set,meta_est,meta_padj,xen_logFC,xen_p,xen_logCPM,ctrl_med,scz_med,ctrl_mean,scz_mean,ctrl_pctpos,scz_pctpos,n_ctrl,n_scz,concord,raw_up
TEF,L5 IT,highexpr_up,0.120506165362509,0.313093530046015,0.1283712847712332,0.2071654144000076,11.55,4,4,4.26,4.47,92.0,93.0,27837,25326,True,True
MTRNR2L1,L5 IT,highexpr_up,,,0.1651387569925115,0.2991880123793636,14.84,35,39,40.46,45.03,100.0,100.0,27837,25326,True,True
C14orf132,L5 IT,highexpr_up,0.0640378868302586,0.446506664004768,0.0616735519168537,0.3222408894587116,12.16,6,5,6.78,6.75,95.0,95.0,27837,25326,True,False
PDXK,L5 IT,highexpr_up,0.0636061098867376,0.522766668210214,0.0544640812125339,0.4693114814369575,11.97,5,5,5.85,6.0,96.0,96.0,27837,25326,True,True
OGA,L5 IT,highexpr_up,0.0538260060437724,0.199877153469791,0.0453604526853114,0.5355504322775211,13.09,12,12,12.79,13.04,99.0,98.0,27837,25326,True,True
KIF1A,L5 IT,highexpr_up,0.0124598509099758,0.913127788155057,0.044232137100261,0.5572732039330429,13.41,15,15,15.99,16.27,99.0,100.0,27837,25326,True,True
TMSB10,L5 IT,highexpr_up,-0.04389609972341,0.862224241130046,0.0658258576936797,0.600795435720072,13.75,16,16,19.63,19.66,100.0,100.0,27837,25326,False,True
PSMA7,L5 IT,highexpr_up,-0.0243534911633532,0.878678170164177,0.025776897702643,0.7132364042246663,12.3,7,7,7.48,7.45,98.0,97.0,27837,25326,False,False
SV2A,L5 IT,highexpr_up,0.0351732477255976,0.829387517314305,0.0318516196688288,0.7151922270295634,13.52,15,15,17.12,16.89,100.0,99.0,27837,25326,True,False
RTF2,L5 IT,highexpr_up,-0.0502877452370739,0.47551780973812,0.0137780873587275,0.8529733432656833,11.59,4,4,4.58,4.49,94.0,93.0,27837,25326,False,False
SNPH,L5 IT,highexpr_up,0.0164972167144182,0.877597364497651,0.0223123254427787,0.8594311058955635,11.64,4,4,4.62,4.67,93.0,93.0,27837,25326,True,True
KIF5A,L5 IT,highexpr_up,0.0176947799637948,0.81256959798304,0.0105676672620197,0.8852433036208196,14.07,24,24,25.49,25.65,100.0,100.0,27837,25326,True,True
MT-ND4,L5 IT,highexpr_up,,,0.0168382462446871,0.8968589478201594,15.55,66,64,70.36,67.47,100.0,100.0,27837,25326,True,False
MTRNR2L12,L5 IT,highexpr_up,,,0.0114744993102306,0.947549516600802,14.26,23,23,28.38,28.08,99.0,99.0,27837,25326,True,False
MT-ND1,L5 IT,highexpr_up,,,0.0050523932805306,0.96719400928819,15.9,87,83,91.06,87.1,100.0,100.0,27837,25326,True,False
MT-ND5,L5 IT,highexpr_up,,,0.003699973698564,0.9754543032130636,15.39,60,58,63.49,61.25,100.0,100.0,27837,25326,True,False
MBP,L5/6 NP,highexpr_up,-0.070971909388714,0.861219986709945,0.3166714353434219,0.0054059199307454,12.43,6,6,6.43,7.3,97.0,98.0,3130,3546,False,True
MT-ND6,L5/6 NP,highexpr_up,,,0.4330784672507622,0.0154737543728828,13.22,10,12,11.32,13.01,99.0,99.0,3130,3546,True,True
MTRNR2L1,L5/6 NP,highexpr_up,,,0.3099826308682033,0.1223594524417718,15.62,51,58,56.89,66.08,100.0,100.0,3130,3546,True,True
MT-ND1,L5/6 NP,highexpr_up,,,0.1646269246161606,0.2085298598110667,16.18,86,87,90.08,90.89,100.0,100.0,3130,3546,True,True
MTRNR2L12,L5/6 NP,highexpr_up,,,0.1966074861234028,0.3406820971068687,15.0,34,35,38.79,40.89,100.0,100.0,3130,3546,True,True
MT-ND4,L5/6 NP,highexpr_up,,,0.1115104580414091,0.3727402997787116,15.87,71,69,73.77,71.6,100.0,100.0,3130,3546,True,False
MT-ND5,L5/6 NP,highexpr_up,,,0.1041793574031046,0.3839823951425566,15.61,60,58,61.89,60.36,100.0,100.0,3130,3546,True,False
MT-ND2,L5/6 NP,highexpr_up,,,0.0962451982121492,0.401593753281821,16.21,90,88,94.15,91.54,100.0,100.0,3130,3546,True,False
USP22,L5/6 NP,highexpr_up,-0.0156563840367709,0.970840538074788,0.0600154774873532,0.4523749662172557,12.28,5,5,6.17,6.08,93.0,92.0,3130,3546,False,False
KIF1A,L5/6 NP,highexpr_up,0.0217685589424295,0.956595835528027,0.0457378544639776,0.4690352469185908,13.46,13,12,14.3,13.94,99.0,99.0,3130,3546,True,False
ZBTB16,L5/6 NP,highexpr_up,0.0686780570978155,0.84575843834701,0.0621166172018486,0.488014027944684,11.78,4,4,4.42,4.36,88.0,86.0,3130,3546,True,False
MT-ATP8,L5/6 NP,highexpr_up,,,0.1032654676214296,0.4934734712555355,14.37,24,23,26.34,25.12,100.0,100.0,3130,3546,True,False
MAP2K1,L5/6 NP,highexpr_up,-0.0480209172685277,0.856205945797031,0.0468013777267437,0.6540631499848293,11.66,3,3,4.15,4.11,88.0,85.0,3130,3546,False,False
TMSB10,L5/6 NP,highexpr_up,-0.046768998330474,0.956595835528027,0.0432700571164361,0.7129247272274873,12.3,5,5,6.28,5.92,95.0,96.0,3130,3546,False,False
KIF5A,L5/6 NP,highexpr_up,-0.0286700287302772,0.927250611001965,0.024437926584586,0.7133699005675667,14.15,21,20,23.12,22.42,100.0,100.0,3130,3546,False,False
NPTX1,L5/6 NP,highexpr_up,-0.0148387334209523,0.983419723952173,0.0222848003362959,0.8074423894323909,12.9,8,7,9.68,9.1,95.0,95.0,3130,3546,False,False
ENC1,L5/6 NP,highexpr_up,0.0067028964484708,0.991697894392483,0.0230223751994913,0.8272809734013772,12.97,8,7,10.0,9.82,97.0,96.0,3130,3546,True,False
SNPH,L5/6 NP,highexpr_up,0.0623395884103159,0.929900900846499,0.0141523862422373,0.8960288506116694,11.55,3,3,3.82,3.64,89.0,88.0,3130,3546,True,False
TNK2,L5/6 NP,highexpr_up,-0.0732379322613916,0.856205945797031,0.0117537507151097,0.9105048345818094,11.92,4,4,4.92,4.66,91.0,90.0,3130,3546,False,False
PDXK,L5/6 NP,highexpr_up,0.0098469881382305,0.976906457258653,0.0004409695580158783,0.9958399323348543,11.79,4,4,4.51,4.33,91.0,90.0,3130,3546,True,False
MBP,L6 CT,highexpr_up,0.0273662457870413,0.947964465026576,0.3686683283613407,0.0011260198608688,12.55,5,6,5.72,6.75,94.0,96.0,4027,4913,True,True
MT-ND6,L6 CT,highexpr_up,,,0.516268740264106,0.0112218582276236,13.07,7,8,8.06,9.23,97.0,97.0,4027,4913,True,True
CYP46A1,L6 CT,highexpr_up,0.116063539570716,0.466062425484656,0.213387680380854,0.0171970982064129,11.64,2,2,3.33,3.38,83.0,81.0,4027,4913,True,True
TMSB10,L6 CT,highexpr_up,0.162380919962567,0.663067859049202,0.3124808394024957,0.0209226063638207,12.5,5,5,5.64,5.95,93.0,94.0,4027,4913,True,True
USP22,L6 CT,highexpr_up,0.0093244658064256,0.972544475374234,0.1735709859321721,0.0356302549670966,11.91,3,3,3.99,4.18,88.0,88.0,4027,4913,True,True
MTRNR2L1,L6 CT,highexpr_up,,,0.4333236338900335,0.0434459500953809,15.72,44,50,49.96,58.97,100.0,100.0,4027,4913,True,True
MT-ND1,L6 CT,highexpr_up,,,0.2570033434298763,0.1006265292740366,16.13,66,67,71.89,72.76,100.0,100.0,4027,4913,True,True
CHST1,L6 CT,highexpr_up,0.0457711669943128,0.91373757277326,0.1745848555269048,0.1296460830925203,11.77,3,3,3.73,4.01,82.0,81.0,4027,4913,True,True
KIF5A,L6 CT,highexpr_up,-0.0006174659259045,0.998955342984213,0.1088568625727841,0.1474942636500044,13.92,14,14,16.38,16.04,99.0,100.0,4027,4913,False,False
ENC1,L6 CT,highexpr_up,-0.0449843447449863,0.909893721677072,0.1754962314123537,0.1740696350555924,13.88,13,12,16.1,16.62,99.0,99.0,4027,4913,False,True
MT-ND4,L6 CT,highexpr_up,,,0.207399990434203,0.1810018926015421,15.87,56,55,61.0,59.21,100.0,100.0,4027,4913,True,False
MT-ND2,L6 CT,highexpr_up,,,0.1804904994697406,0.1906802554765464,16.2,71,69,78.44,76.11,100.0,100.0,4027,4913,True,False
RASGRF2,L6 CT,highexpr_up,0.219441875161037,0.461845690565992,0.2489764071427133,0.199634408250528,12.04,2,2,4.45,4.76,74.0,75.0,4027,4913,True,True
MT-ND5,L6 CT,highexpr_up,,,0.1924015672567298,0.2024237602831171,15.59,46,45,51.19,49.32,100.0,100.0,4027,4913,True,False
MTRNR2L12,L6 CT,highexpr_up,,,0.2885792123079596,0.2080263053083906,15.1,29,31,35.1,36.42,100.0,100.0,4027,4913,True,True
MT-ATP8,L6 CT,highexpr_up,,,0.2124357953246328,0.2118855247544463,14.37,19,19,22.19,20.78,100.0,100.0,4027,4913,True,False
KIF1A,L6 CT,highexpr_up,0.0444738334531712,0.782996993222053,0.089616857990155,0.2617777508531582,13.19,8,8,10.22,9.89,97.0,97.0,4027,4913,True,False
TEF,L6 CT,highexpr_up,0.0499229240430706,0.858706058755782,0.100620565549008,0.2690162118686949,11.52,2,2,3.12,3.11,82.0,80.0,4027,4913,True,False
GALNT16,L6 CT,highexpr_up,-0.0008194728654949,0.998197325689975,0.1103541737522791,0.3588979258948103,12.28,4,4,5.27,5.49,86.0,85.0,4027,4913,False,True
YWHAH,L6 CT,highexpr_up,-0.0121892696347553,0.982580149640944,0.0773701556692181,0.3720489460846776,13.86,13,13,16.46,15.54,99.0,99.0,4027,4913,False,False
SNPH,L6 CT,highexpr_up,0.086462875500578,0.566487806173878,0.1028653177804594,0.4351420598239475,11.88,3,3,4.07,4.1,87.0,86.0,4027,4913,True,True
SV2A,L6 CT,highexpr_up,-0.0114444572283017,0.971154986337243,0.0260509274407701,0.7582703216305813,13.15,7,6,10.0,8.96,96.0,94.0,4027,4913,False,False
ABCA2,L6 CT,highexpr_up,-0.138469685806524,0.23327488933573,0.0279266516275465,0.7694396225207538,11.7,3,3,3.72,3.47,84.0,83.0,4027,4913,False,False
NEFL,L6 CT,highexpr_up,0.0560042136017936,0.916799183552953,0.0216556282785439,0.7974250206158408,13.85,13,11,16.57,15.06,99.0,99.0,4027,4913,True,False
NPIPA1,L6 CT,highexpr_up,-0.0429128668426777,0.90971836528335,0.0282277385599164,0.8399852993045794,12.57,5,4,7.07,6.36,87.0,85.0,4027,4913,False,False
CRYM,L6 CT,highexpr_up,-0.0608232360262647,0.785409186802927,0.0100585028004456,0.921360593468189,11.88,3,3,4.34,3.81,85.0,84.0,4027,4913,False,False
PDXK,L6 CT,highexpr_up,0.0320851148515337,0.872195247202445,0.006984610901881,0.9342265485712414,11.74,3,3,3.72,3.51,87.0,86.0,4027,4913,True,False
MT-ND4L,L6 CT,highexpr_up,,,0.0078867869282053,0.964924803167494,15.41,39,34,47.43,39.65,100.0,100.0,4027,4913,True,False
CHST1,L6 IT,highexpr_up,0.129976623644295,0.666464172161713,0.3078732905371014,0.0010264640508653,11.97,4,4,4.67,5.58,91.0,91.0,10737,11911,True,True
MBP,L6 IT,highexpr_up,-0.0330093769755186,0.834327065305519,0.2889812372499852,0.006255557401461,12.11,4,5,5.3,6.36,93.0,95.0,10737,11911,False,True
USP22,L6 IT,highexpr_up,0.0497204350777757,0.644460575828787,0.2378182168083064,0.0088649956458199,11.81,4,4,4.4,4.96,91.0,92.0,10737,11911,True,True
RASGRF2,L6 IT,highexpr_up,0.255831220529052,0.14130055251113,0.2810489316494318,0.0602273958154282,12.27,3,3,5.6,6.23,80.0,81.0,10737,11911,True,True
CYP46A1,L6 IT,highexpr_up,0.0722074154283197,0.495632607099578,0.2041792166784842,0.0798378728034518,11.72,3,3,4.1,4.24,87.0,88.0,10737,11911,True,True
MT-ND6,L6 IT,highexpr_up,,,0.3197817241482834,0.088060733652885,12.7,7,7,8.02,8.68,97.0,98.0,10737,11911,True,True
MTRNR2L1,L6 IT,highexpr_up,,,0.2717937386471703,0.1328320618677858,15.16,38,43,45.15,51.29,100.0,100.0,10737,11911,True,True
KIF1A,L6 IT,highexpr_up,0.0282113321759709,0.882711889275808,0.1116692560918495,0.1600842482168999,13.28,11,11,12.82,13.38,99.0,99.0,10737,11911,True,True
ZNF483,L6 IT,highexpr_up,0.110640114358778,0.120457864360689,0.1243725681329314,0.1815355381113659,12.27,5,5,6.15,6.52,92.0,91.0,10737,11911,True,True
OGA,L6 IT,highexpr_up,0.0785265021219757,0.769602486707826,0.1107046359217616,0.2172527045755705,13.11,9,9,10.96,11.9,97.0,97.0,10737,11911,True,True
ATP2B4,L6 IT,highexpr_up,0.0245734852408192,0.878773125536184,0.1085683080982297,0.2735776789021051,13.14,9,10,11.39,12.26,98.0,97.0,10737,11911,True,True
KIF5A,L6 IT,highexpr_up,-0.0293721520464866,0.857042713839518,0.0859555659819811,0.3102278917042868,13.93,18,17,19.97,20.55,100.0,100.0,10737,11911,False,True
MT-ND1,L6 IT,highexpr_up,,,0.1337796617917992,0.3523862694793189,15.78,65,63,72.08,71.18,100.0,100.0,10737,11911,True,False
DKK3,L6 IT,highexpr_up,0.116589018913758,0.521019117754902,0.076416446491247,0.3684846278453281,13.89,16,17,19.41,20.41,100.0,100.0,10737,11911,True,True
PSMA7,L6 IT,highexpr_up,0.0238517661364376,0.922776109604938,0.0729958441063962,0.3814244990111133,12.11,5,5,5.68,5.84,94.0,93.0,10737,11911,True,True
MTRNR2L12,L6 IT,highexpr_up,,,0.1718313352158873,0.393764759416459,14.5,25,25,30.55,30.7,99.0,99.0,10737,11911,True,True
MT-ND4,L6 IT,highexpr_up,,,0.1124935150653813,0.4170246034743856,15.47,53,51,59.28,56.26,100.0,100.0,10737,11911,True,False
MT-ND5,L6 IT,highexpr_up,,,0.0975845799711412,0.4349249789191137,15.36,50,47,55.43,53.08,100.0,100.0,10737,11911,True,False
TNK2,L6 IT,highexpr_up,-0.0574841528479473,0.6992895759606,0.0815733200015594,0.4421024968261086,11.96,4,4,5.24,5.04,91.0,91.0,10737,11911,False,False
SNPH,L6 IT,highexpr_up,0.0283550543829173,0.873149288429256,0.0945543550237582,0.4797147472964483,11.63,3,3,4.29,4.2,90.0,89.0,10737,11911,True,False
NEFL,L6 IT,highexpr_up,0.118185199105872,0.563935925901764,0.0646833051289223,0.5005766012874341,13.82,16,15,18.86,18.97,100.0,100.0,10737,11911,True,True
MT-ATP8,L6 IT,highexpr_up,,,0.1006232200473018,0.5298958857376322,14.14,20,19,23.94,21.77,100.0,100.0,10737,11911,True,False
MT-ND2,L6 IT,highexpr_up,,,0.0731835802951022,0.5727915950737186,15.83,70,65,77.34,73.66,100.0,100.0,10737,11911,True,False
SV2A,L6 IT,highexpr_up,-0.0567696123791918,0.683279930582641,0.0518530325692774,0.578013574478891,13.4,12,11,13.76,13.16,99.0,98.0,10737,11911,False,False
NPIPA1,L6 IT,highexpr_up,-0.0807304404195203,0.642715921338262,0.0727276464702003,0.6032112601673503,12.5,6,5,7.92,7.65,87.0,86.0,10737,11911,False,False
YWHAH,L6 IT,highexpr_up,0.0530201880668558,0.856760600723579,0.0380056294562257,0.6861941571565664,14.42,25,24,29.73,28.37,100.0,100.0,10737,11911,True,False
NEFM,L6 IT,highexpr_up,0.109358589731561,0.512623598955228,0.0335000563027114,0.705112861681485,14.21,19,18,23.71,23.46,100.0,99.0,10737,11911,True,False
MAP2K1,L6 IT,highexpr_up,-0.0618763586286492,0.685694869362981,0.0516856560511918,0.7270399294911456,12.11,5,4,6.16,6.06,93.0,93.0,10737,11911,False,False
ENC1,L6 IT,highexpr_up,-0.0420788900506317,0.829864411617622,0.0344444398901639,0.7760074737549942,14.61,28,26,33.71,33.1,100.0,100.0,10737,11911,False,False
RTF2,L6 IT,highexpr_up,-0.0358710453631787,0.843386160822649,0.0222566202069348,0.802084947744555,11.5,3,3,3.85,3.69,90.0,88.0,10737,11911,False,False
NPTX1,L6 IT,highexpr_up,-0.072776558664286,0.662986199650218,0.0306568187782632,0.8047807767846309,13.44,12,12,15.23,14.96,99.0,99.0,10737,11911,False,False
PDXK,L6 IT,highexpr_up,0.0337200047274791,0.877161305874626,0.0185654668945459,0.8107691568305482,11.82,4,4,4.66,4.6,92.0,92.0,10737,11911,True,False
TMSB10,L6 IT,highexpr_up,0.0576224900315311,0.8827642922386,0.0158877170548453,0.8958136563968784,13.24,11,10,13.21,12.29,99.0,99.0,10737,11911,True,False
CSMD1,L6 IT,highexpr_up,0.0094248968166356,0.971101758943479,0.0155248754122824,0.896692502350491,12.94,8,7,9.72,9.68,93.0,91.0,10737,11911,True,False
GABBR2,L6 IT,highexpr_up,-0.0489971844892294,0.709338582508308,0.0072531984514967,0.9318015868866936,12.96,9,8,10.53,10.06,98.0,97.0,10737,11911,False,False
NRXN1,L6 IT,highexpr_up,0.0426833107449872,0.867491407726808,0.0057097362618424,0.9604449157382706,14.08,18,17,21.92,21.11,99.0,99.0,10737,11911,True,False
USP22,L6 IT Car3,highexpr_up,0.0423923191771516,0.910480190410662,0.2370449823915253,0.0363731367969165,11.7,3,3,3.68,4.04,88.0,88.0,2469,3052,True,True
MBP,L6 IT Car3,highexpr_up,-0.0776904000402113,0.867382323094468,0.2052923368378115,0.0475038059906626,12.28,4,5,5.43,5.98,93.0,96.0,2469,3052,False,True
MT-ND6,L6 IT Car3,highexpr_up,,,0.3724518232067495,0.057753885065884,12.88,7,7,8.26,8.78,97.0,98.0,2469,3052,True,True
ZNF483,L6 IT Car3,highexpr_up,0.126619699279014,0.174161082995104,0.2087924200881106,0.0775925239981316,11.97,3,4,4.51,5.1,87.0,87.0,2469,3052,True,True
RASGRF2,L6 IT Car3,highexpr_up,0.0821789522772658,0.933325090998515,0.2630397922633876,0.1068662874898436,12.13,2,3,4.63,5.61,80.0,84.0,2469,3052,True,True
MTRNR2L1,L6 IT Car3,highexpr_up,,,0.1686893128926093,0.3972557113669733,15.43,41,43,48.42,51.14,100.0,100.0,2469,3052,True,True
DKK3,L6 IT Car3,highexpr_up,0.0481623666482752,0.937766372822673,0.0688380294443115,0.4645895682772072,14.16,17,18,21.06,21.99,99.0,99.0,2469,3052,True,True
MT-ND1,L6 IT Car3,highexpr_up,,,0.0960943434786584,0.4799183346484064,16.03,71,69,75.51,74.29,100.0,100.0,2469,3052,True,False
PDXK,L6 IT Car3,highexpr_up,0.0293794492121162,0.952190196183033,0.0578691966220137,0.590907079530649,11.58,3,3,3.55,3.57,86.0,87.0,2469,3052,True,True
YWHAH,L6 IT Car3,highexpr_up,0.0714065082668106,0.884283893152892,0.0530168590082344,0.611715657515126,14.04,16,17,19.61,19.69,100.0,100.0,2469,3052,True,True
KIF1A,L6 IT Car3,highexpr_up,0.0516928562795086,0.836922284762577,0.043919210603327,0.6483970037254262,13.21,9,9,11.23,11.19,98.0,98.0,2469,3052,True,False
MT-ND4,L6 IT Car3,highexpr_up,,,0.0609756561807154,0.6655043404932226,15.75,58,56,63.14,59.62,100.0,100.0,2469,3052,True,False
MT-ND2,L6 IT Car3,highexpr_up,,,0.0534563177658788,0.6969780691044268,15.97,68,65,73.86,70.61,100.0,100.0,2469,3052,True,False
OGA,L6 IT Car3,highexpr_up,0.129107035861253,0.668315166742747,0.0279494847577152,0.7786697086521277,13.34,8,9,11.83,12.41,96.0,95.0,2469,3052,True,True
KIF5A,L6 IT Car3,highexpr_up,-0.0412704874359224,0.920999511244626,0.0235215535384335,0.7835278617500022,13.96,16,16,18.23,18.73,100.0,100.0,2469,3052,False,True
MT-ND5,L6 IT Car3,highexpr_up,,,0.034049020042035,0.7984313595248458,15.52,49,48,54.59,51.61,100.0,100.0,2469,3052,True,False
ENC1,L6 IT Car3,highexpr_up,-0.103894319989113,0.538268034514452,0.0193898607495601,0.8816926686434114,13.75,13,13,16.08,16.75,99.0,99.0,2469,3052,False,True
CSMD1,L6 IT Car3,highexpr_up,0.006521742359522,0.990724896786413,0.0153031525243862,0.8999346254699302,12.85,6,6,8.78,8.83,90.0,88.0,2469,3052,True,True
TNK2,L6 IT Car3,highexpr_up,-0.0009706786644145,0.997828120481071,0.0151171217836994,0.9063961659960884,11.85,3,3,4.39,4.13,86.0,86.0,2469,3052,False,False
ATP2B4,L6 IT Car3,highexpr_up,0.0386659345713846,0.904724276586678,0.0122463689234266,0.9064146039204573,12.76,6,6,8.17,8.43,94.0,93.0,2469,3052,True,True
NEFM,L6 IT Car3,highexpr_up,0.0555005916956954,0.961100948474809,0.0122240493138719,0.9076522351314732,12.64,5,5,7.35,7.17,95.0,94.0,2469,3052,True,False
NEFL,L6 IT Car3,highexpr_up,0.0713224977347948,0.892896712141655,0.0113519375553345,0.90786151973809,13.31,10,10,11.78,11.98,98.0,99.0,2469,3052,True,True
RCAN2,L6 IT Car3,highexpr_up,0.0198167232605853,0.961136762983163,0.0095709494839982,0.9238094747060734,12.27,5,5,5.77,5.87,93.0,93.0,2469,3052,True,True
MT-ATP8,L6 IT Car3,highexpr_up,,,0.0096125981319259,0.9480260593608184,14.22,19,18,22.41,20.2,100.0,100.0,2469,3052,True,False
SV2A,L6 IT Car3,highexpr_up,-0.0353130521346086,0.925977120561416,0.0033769761727607,0.9781775448921431,12.75,7,6,8.21,7.7,95.0,94.0,2469,3052,False,False
PSMA7,L6 IT Car3,highexpr_up,-0.101982572742039,0.855481633071207,0.0021947001263305,0.9787238609482922,11.81,3,3,4.17,4.16,89.0,87.0,2469,3052,False,False
NTRK2,L6 IT Car3,highexpr_up,-0.115995885779285,0.491796622945369,0.0018544976609245,0.989435389816191,13.47,11,11,13.76,13.84,98.0,98.0,2469,3052,False,True
CHST1,L6b,highexpr_up,0.193479001942423,0.144273851859136,0.2666365584728343,0.0070114583960206,11.96,4,4,4.99,5.7,90.0,90.0,3372,4539,True,True
MBP,L6b,highexpr_up,-0.0973272931140393,0.390833312480622,0.2428088510283492,0.0173566933651541,12.61,6,7,7.66,8.49,98.0,98.0,3372,4539,False,True
NEFM,L6b,highexpr_up,0.166082414628,0.505773102466087,0.2418007144279455,0.0224006782797733,13.17,9,10,11.32,12.84,97.0,97.0,3372,4539,True,True
USP22,L6b,highexpr_up,0.160418102048615,0.317661081108611,0.1956360802590149,0.0549091620731904,12.01,4,5,5.2,5.77,94.0,95.0,3372,4539,True,True
RASGRF2,L6b,highexpr_up,0.181704280720146,0.126498422477492,0.2172904712570736,0.0586993963910935,12.36,5,5,6.6,7.24,94.0,93.0,3372,4539,True,True
TEF,L6b,highexpr_up,0.155303980316503,0.117265937808792,0.1646890687194957,0.0910445093427379,11.94,4,4,4.88,5.45,92.0,91.0,3372,4539,True,True
IRS2,L6b,highexpr_up,0.27475566172565,0.228075530923384,0.1530669379396616,0.104262436415267,11.64,3,3,4.16,4.31,90.0,88.0,3372,4539,True,True
NEFL,L6b,highexpr_up,0.151253746430656,0.442663312396026,0.1582330708241282,0.1574541917408913,13.62,14,14,16.48,17.15,100.0,99.0,3372,4539,True,True
MT-ND6,L6b,highexpr_up,,,0.2852836434097542,0.1959417198237489,12.63,6,6,7.78,8.09,97.0,96.0,3372,4539,True,True
MTRNR2L1,L6b,highexpr_up,,,0.2579520024438733,0.2044259491401694,15.34,42,48,49.76,55.64,100.0,100.0,3372,4539,True,True
CYP46A1,L6b,highexpr_up,0.0443854484451013,0.737199825240047,0.1005716667913512,0.2290875428087214,12.13,5,5,5.84,5.93,94.0,92.0,3372,4539,True,True
KIF5A,L6b,highexpr_up,-0.0038722634401348,0.97726199359324,0.0925949052624551,0.2312263785693452,13.77,16,16,17.88,18.74,100.0,100.0,3372,4539,False,True
KIF1A,L6b,highexpr_up,0.122071947221587,0.371802281013148,0.1056405026694845,0.245287648730954,13.43,12,12,14.44,14.97,99.0,99.0,3372,4539,True,True
OGA,L6b,highexpr_up,0.104810472695069,0.462961969658557,0.1102886697724119,0.2718706178588213,12.87,8,8,9.65,10.33,97.0,96.0,3372,4539,True,True
HPCAL1,L6b,highexpr_up,0.143352185741738,0.35631424987298,0.11909594962642,0.3328413663257727,13.85,16,17,19.53,20.57,100.0,100.0,3372,4539,True,True
ZNF483,L6b,highexpr_up,0.0673541661396514,0.48701144368932,0.1095596472463623,0.346430495209981,12.55,6,6,7.95,8.24,96.0,94.0,3372,4539,True,True
ABCA2,L6b,highexpr_up,-0.0571771643637949,0.647029634814208,0.1035334889846672,0.3809152249527744,12.11,5,4,5.73,5.36,93.0,93.0,3372,4539,False,False
CAMK2N1,L6b,highexpr_up,0.155742435588859,0.348816066437402,0.1088152793740707,0.4098626617384736,13.7,14,13,16.85,15.95,100.0,99.0,3372,4539,True,False
LMO4,L6b,highexpr_up,-0.0017104720988671,0.994143986208917,0.0990089418311265,0.4288339944978381,13.32,10,9,13.62,13.83,97.0,96.0,3372,4539,False,True
MT-ND1,L6b,highexpr_up,,,0.0940497490525303,0.5096261390971368,15.8,63,65,72.04,72.94,100.0,100.0,3372,4539,True,True
C14orf132,L6b,highexpr_up,0.156909890715654,0.312490191699739,0.0692859438866255,0.5202583423302112,11.72,4,3,4.49,4.5,91.0,87.0,3372,4539,True,True
GALNT16,L6b,highexpr_up,0.129967082684301,0.56296266639844,0.1013231629550214,0.5390997656294747,12.07,4,5,5.49,6.0,92.0,91.0,3372,4539,True,True
BAIAP3,L6b,highexpr_up,0.103621964240326,0.371024622454447,0.0905331022593719,0.5681328504343321,11.86,4,4,4.78,4.98,90.0,90.0,3372,4539,True,True
MTRNR2L12,L6b,highexpr_up,,,0.1194119853214523,0.5738257254639039,14.71,28,29,34.22,34.4,100.0,100.0,3372,4539,True,True
ENC1,L6b,highexpr_up,-0.0049141301620346,0.982364714127587,0.0571913165421605,0.6662683401238269,13.98,18,15,21.58,20.6,99.0,99.0,3372,4539,False,False
PSMA7,L6b,highexpr_up,0.01419114029526,0.962775254910947,0.0343987668409333,0.6747954515322123,12.06,5,5,5.58,5.65,94.0,93.0,3372,4539,True,True
MT-ND5,L6b,highexpr_up,,,0.0547637577096561,0.6818999798661691,15.36,47,48,54.3,53.33,100.0,100.0,3372,4539,True,False
MT-ND2,L6b,highexpr_up,,,0.0399702073869277,0.7561531096702129,15.99,75,74,85.02,82.55,100.0,100.0,3372,4539,True,False
YWHAH,L6b,highexpr_up,0.118968806487867,0.503465381711441,0.0252048664574215,0.7710808846424946,14.07,19,18,23.27,22.0,100.0,100.0,3372,4539,True,False
MT-ATP8,L6b,highexpr_up,,,0.0389075303610015,0.7756509257468065,14.11,20,20,23.53,22.2,100.0,100.0,3372,4539,True,False
MT-ND4,L6b,highexpr_up,,,0.0277124871846298,0.8340566955404672,15.61,56,57,64.22,62.92,100.0,100.0,3372,4539,True,False
SV2A,L6b,highexpr_up,0.0834289306105571,0.455511284278087,0.0095082805911496,0.9245163144205232,12.88,8,8,9.91,9.83,98.0,96.0,3372,4539,True,False
MBP,Lamp5,highexpr_up,0.0411641582291459,0.826987863639881,0.4131572438681338,0.00036410588157840943,11.58,2,2,2.9,3.76,78.0,83.0,7576,6706,True,True
USP22,Lamp5,highexpr_up,0.0428520752723886,0.503219063482936,0.178984537849092,0.0040011176496151,11.95,4,4,4.11,4.57,90.0,91.0,7576,6706,True,True
ADCYAP1R1,Lamp5,highexpr_up,-0.0239720046153644,0.731266355016194,0.128496419750961,0.0702519167556516,11.73,3,3,3.67,3.84,84.0,84.0,7576,6706,False,True
CCK,Lamp5,highexpr_up,-0.0689417654700774,0.730521536095758,0.2039725169927778,0.0787962427889648,12.66,5,5,6.83,7.66,85.0,87.0,7576,6706,False,True
TEF,Lamp5,highexpr_up,-0.0009600486940113,0.996420437863691,0.1233188766711669,0.1568761536430653,11.78,3,3,3.73,3.89,85.0,87.0,7576,6706,False,True
SYT2,Lamp5,highexpr_up,-0.0089892425487832,0.97583062302572,0.127968466560534,0.1847734867337983,12.15,3,4,4.88,5.03,82.0,82.0,7576,6706,False,True
