source,term_name,term_id,p_value,term_size,intersection_size,query_set,cell_type,dir
GO:BP,mRNA export from nucleus,GO:0006406,0.782415842333843,64,1,L2_3 IT|up,L2_3 IT,up
GO:BP,endocrine process,GO:0050886,0.782415842333843,64,1,L2_3 IT|up,L2_3 IT,up
GO:BP,vacuole organization,GO:0007033,0.782415842333843,204,3,L2_3 IT|up,L2_3 IT,up
GO:BP,vasoconstriction,GO:0042310,0.782415842333843,64,1,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of inflammatory response,GO:0050727,0.7826923724010849,272,4,L2_3 IT|up,L2_3 IT,up
GO:BP,positive regulation of transmembrane transport,GO:0034764,0.7846723325119431,136,2,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of synapse organization,GO:0050807,0.7855698975065128,273,4,L2_3 IT|up,L2_3 IT,up
GO:BP,miRNA-mediated post-transcriptional gene silencing,GO:0035195,0.7862955350003474,65,1,L2_3 IT|up,L2_3 IT,up
GO:BP,"regulation of synaptic transmission, glutamatergic",GO:0051966,0.7862955350003474,65,1,L2_3 IT|up,L2_3 IT,up
GO:BP,L-amino acid catabolic process,GO:0170035,0.7862955350003474,65,1,L2_3 IT|up,L2_3 IT,up
GO:BP,positive regulation of leukocyte chemotaxis,GO:0002690,0.7862955350003474,65,1,L2_3 IT|up,L2_3 IT,up
GO:BP,nucleobase-containing compound transport,GO:0015931,0.7862955350003474,206,3,L2_3 IT|up,L2_3 IT,up
GO:BP,small molecule biosynthetic process,GO:0044283,0.7862955350003474,473,7,L2_3 IT|up,L2_3 IT,up
GO:BP,B cell activation involved in immune response,GO:0002312,0.7862955350003474,65,1,L2_3 IT|up,L2_3 IT,up
GO:BP,positive regulation of autophagy,GO:0010508,0.7862955350003474,137,2,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of purine nucleotide metabolic process,GO:1900542,0.7862955350003474,65,1,L2_3 IT|up,L2_3 IT,up
GO:BP,respiratory gaseous exchange by respiratory system,GO:0007585,0.7862955350003474,65,1,L2_3 IT|up,L2_3 IT,up
GO:BP,positive regulation of neuron projection development,GO:0010976,0.7862955350003474,137,2,L2_3 IT|up,L2_3 IT,up
GO:BP,response to osmotic stress,GO:0006970,0.7887214430597039,66,1,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of muscle adaptation,GO:0043502,0.7887214430597039,66,1,L2_3 IT|up,L2_3 IT,up
GO:BP,response to hydrogen peroxide,GO:0042542,0.7887214430597039,66,1,L2_3 IT|up,L2_3 IT,up
GO:BP,transcription by RNA polymerase III,GO:0006383,0.7887214430597039,66,1,L2_3 IT|up,L2_3 IT,up
GO:BP,protein localization to cilium,GO:0061512,0.7887214430597039,66,1,L2_3 IT|up,L2_3 IT,up
GO:BP,macrophage activation,GO:0042116,0.7887214430597039,66,1,L2_3 IT|up,L2_3 IT,up
GO:BP,host-mediated perturbation of viral process,GO:0044788,0.7887214430597039,66,1,L2_3 IT|up,L2_3 IT,up
GO:BP,lens development in camera-type eye,GO:0002088,0.7887214430597039,66,1,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of nucleotide metabolic process,GO:0006140,0.7887214430597039,66,1,L2_3 IT|up,L2_3 IT,up
GO:BP,cell surface receptor protein tyrosine kinase signaling pathway,GO:0007169,0.7887214430597039,540,8,L2_3 IT|up,L2_3 IT,up
GO:BP,macroautophagy,GO:0016236,0.7887214430597039,342,5,L2_3 IT|up,L2_3 IT,up
GO:BP,double-strand break repair via nonhomologous end joining,GO:0006303,0.7887214430597039,66,1,L2_3 IT|up,L2_3 IT,up
GO:BP,export across plasma membrane,GO:0140115,0.7887214430597039,66,1,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of cell growth,GO:0001558,0.7887214430597039,343,5,L2_3 IT|up,L2_3 IT,up
GO:BP,cell cycle G1/S phase transition,GO:0044843,0.7891920187370973,208,3,L2_3 IT|up,L2_3 IT,up
GO:BP,ameboidal-type cell migration,GO:0001667,0.7918810294141251,209,3,L2_3 IT|up,L2_3 IT,up
GO:BP,embryonic placenta development,GO:0001892,0.7918810294141251,67,1,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of non-canonical NF-kappaB signal transduction,GO:1901222,0.7918810294141251,67,1,L2_3 IT|up,L2_3 IT,up
GO:BP,production of molecular mediator involved in inflammatory response,GO:0002532,0.7918810294141251,67,1,L2_3 IT|up,L2_3 IT,up
GO:BP,alpha-amino acid catabolic process,GO:1901606,0.7918810294141251,67,1,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of anatomical structure size,GO:0090066,0.7918810294141251,412,6,L2_3 IT|up,L2_3 IT,up
GO:BP,extrinsic apoptotic signaling pathway via death domain receptors,GO:0008625,0.7918810294141251,67,1,L2_3 IT|up,L2_3 IT,up
GO:BP,lipid transport,GO:0006869,0.7918810294141251,345,5,L2_3 IT|up,L2_3 IT,up
GO:BP,biogenic amine metabolic process,GO:0006576,0.7918810294141251,67,1,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of body fluid levels,GO:0050878,0.7918810294141251,277,4,L2_3 IT|up,L2_3 IT,up
GO:BP,positive regulation of DNA recombination,GO:0045911,0.7918810294141251,67,1,L2_3 IT|up,L2_3 IT,up
GO:BP,negative regulation of lipid metabolic process,GO:0045833,0.7918810294141251,67,1,L2_3 IT|up,L2_3 IT,up
GO:BP,terpenoid metabolic process,GO:0006721,0.7918810294141251,67,1,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of insulin secretion,GO:0050796,0.7926291491804097,140,2,L2_3 IT|up,L2_3 IT,up
GO:BP,muscle organ development,GO:0007517,0.7948301418943745,279,4,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of carbohydrate metabolic process,GO:0006109,0.7957648240996182,141,2,L2_3 IT|up,L2_3 IT,up
GO:BP,energy homeostasis,GO:0097009,0.7957648240996182,68,1,L2_3 IT|up,L2_3 IT,up
GO:BP,mechanoreceptor differentiation,GO:0042490,0.7957648240996182,68,1,L2_3 IT|up,L2_3 IT,up
GO:BP,mitotic spindle assembly,GO:0090307,0.7957648240996182,68,1,L2_3 IT|up,L2_3 IT,up
GO:BP,neural precursor cell proliferation,GO:0061351,0.7957648240996182,141,2,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of response to cytokine stimulus,GO:0060759,0.7957648240996182,141,2,L2_3 IT|up,L2_3 IT,up
GO:BP,protein-DNA complex organization,GO:0071824,0.7957648240996182,141,2,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of synapse structure or activity,GO:0050803,0.7959852430885631,280,4,L2_3 IT|up,L2_3 IT,up
GO:BP,biological process involved in symbiotic interaction,GO:0044403,0.7987196661681927,142,2,L2_3 IT|up,L2_3 IT,up
GO:BP,vesicle-mediated transport to the plasma membrane,GO:0098876,0.7987196661681927,142,2,L2_3 IT|up,L2_3 IT,up
GO:BP,establishment of organelle localization,GO:0051656,0.799249788177045,349,5,L2_3 IT|up,L2_3 IT,up
GO:BP,negative regulation of protein ubiquitination,GO:0031397,0.7994761955337232,69,1,L2_3 IT|up,L2_3 IT,up
GO:BP,pyrimidine-containing compound metabolic process,GO:0072527,0.7994761955337232,69,1,L2_3 IT|up,L2_3 IT,up
GO:BP,maintenance of location in cell,GO:0051651,0.7994761955337232,69,1,L2_3 IT|up,L2_3 IT,up
GO:BP,fatty acid beta-oxidation,GO:0006635,0.7994761955337232,69,1,L2_3 IT|up,L2_3 IT,up
GO:BP,nerve development,GO:0021675,0.7994761955337232,69,1,L2_3 IT|up,L2_3 IT,up
GO:BP,neutrophil migration,GO:1990266,0.7994761955337232,69,1,L2_3 IT|up,L2_3 IT,up
GO:BP,response to reactive oxygen species,GO:0000302,0.8010407946456384,143,2,L2_3 IT|up,L2_3 IT,up
GO:BP,regionalization,GO:0003002,0.8023923708621818,283,4,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of angiogenesis,GO:0045765,0.8023923708621818,214,3,L2_3 IT|up,L2_3 IT,up
GO:BP,myeloid cell development,GO:0061515,0.8030613846040382,70,1,L2_3 IT|up,L2_3 IT,up
GO:BP,positive regulation of epithelial cell proliferation,GO:0050679,0.8030613846040382,144,2,L2_3 IT|up,L2_3 IT,up
GO:BP,alpha-amino acid metabolic process,GO:1901605,0.8030613846040382,144,2,L2_3 IT|up,L2_3 IT,up
GO:BP,lymphocyte activation involved in immune response,GO:0002285,0.8030613846040382,144,2,L2_3 IT|up,L2_3 IT,up
GO:BP,gluconeogenesis,GO:0006094,0.8030613846040382,70,1,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of striated muscle cell differentiation,GO:0051153,0.8030613846040382,70,1,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of system process,GO:0044057,0.8030613846040382,419,6,L2_3 IT|up,L2_3 IT,up
GO:BP,nervous system development,GO:0007399,0.8034246884085078,2155,33,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of ERK1 and ERK2 cascade,GO:0070372,0.8059873933212534,216,3,L2_3 IT|up,L2_3 IT,up
GO:BP,small molecule catabolic process,GO:0044282,0.8059873933212534,285,4,L2_3 IT|up,L2_3 IT,up
GO:BP,gastrulation,GO:0007369,0.8059873933212534,145,2,L2_3 IT|up,L2_3 IT,up
GO:BP,developmental growth involved in morphogenesis,GO:0060560,0.8059873933212534,216,3,L2_3 IT|up,L2_3 IT,up
GO:BP,peptide transport,GO:0015833,0.8059873933212534,216,3,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of calcium-mediated signaling,GO:0050848,0.8067815187301387,71,1,L2_3 IT|up,L2_3 IT,up
GO:BP,forebrain generation of neurons,GO:0021872,0.8067815187301387,71,1,L2_3 IT|up,L2_3 IT,up
GO:BP,positive regulation of TOR signaling,GO:0032008,0.8067815187301387,71,1,L2_3 IT|up,L2_3 IT,up
GO:BP,vacuolar transport,GO:0007034,0.8084624459389603,146,2,L2_3 IT|up,L2_3 IT,up
GO:BP,leukocyte chemotaxis,GO:0030595,0.8084624459389603,146,2,L2_3 IT|up,L2_3 IT,up
GO:BP,negative regulation of cell growth,GO:0030308,0.8084624459389603,146,2,L2_3 IT|up,L2_3 IT,up
GO:BP,receptor localization to synapse,GO:0097120,0.8101231457569471,72,1,L2_3 IT|up,L2_3 IT,up
GO:BP,developmental growth,GO:0048589,0.8101231457569471,557,8,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of fibroblast proliferation,GO:0048145,0.8101231457569471,72,1,L2_3 IT|up,L2_3 IT,up
GO:BP,nucleoside monophosphate metabolic process,GO:0009123,0.8101231457569471,72,1,L2_3 IT|up,L2_3 IT,up
GO:BP,maintenance of location,GO:0051235,0.8101231457569471,72,1,L2_3 IT|up,L2_3 IT,up
GO:BP,segmentation,GO:0035282,0.8101231457569471,72,1,L2_3 IT|up,L2_3 IT,up
GO:BP,SMAD protein signal transduction,GO:0060395,0.8101231457569471,72,1,L2_3 IT|up,L2_3 IT,up
GO:BP,DNA-templated DNA replication,GO:0006261,0.810574319193373,147,2,L2_3 IT|up,L2_3 IT,up
GO:BP,response to hypoxia,GO:0001666,0.8122538908903746,219,3,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of vasculature development,GO:1901342,0.8122538908903746,219,3,L2_3 IT|up,L2_3 IT,up
GO:BP,cellular response to radiation,GO:0071478,0.8130882879629828,148,2,L2_3 IT|up,L2_3 IT,up
GO:BP,primary alcohol metabolic process,GO:0034308,0.8130882879629828,73,1,L2_3 IT|up,L2_3 IT,up
GO:BP,lipid localization,GO:0010876,0.8130882879629828,358,5,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of phagocytosis,GO:0050764,0.8130882879629828,73,1,L2_3 IT|up,L2_3 IT,up
GO:BP,hexose biosynthetic process,GO:0019319,0.8130882879629828,73,1,L2_3 IT|up,L2_3 IT,up
GO:BP,sphingolipid metabolic process,GO:0006665,0.8130882879629828,148,2,L2_3 IT|up,L2_3 IT,up
GO:BP,positive regulation of lipid localization,GO:1905954,0.8130882879629828,73,1,L2_3 IT|up,L2_3 IT,up
GO:BP,hair follicle development,GO:0001942,0.8130882879629828,73,1,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of cell cycle G1/S phase transition,GO:1902806,0.8154224908630637,149,2,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of synapse assembly,GO:0051963,0.8154224908630637,149,2,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of cell division,GO:0051302,0.8154224908630637,149,2,L2_3 IT|up,L2_3 IT,up
GO:BP,hippocampus development,GO:0021766,0.816455729194311,74,1,L2_3 IT|up,L2_3 IT,up
GO:BP,response to radiation,GO:0009314,0.816455729194311,360,5,L2_3 IT|up,L2_3 IT,up
GO:BP,regulatory ncRNA-mediated post-transcriptional gene silencing,GO:0035194,0.816455729194311,74,1,L2_3 IT|up,L2_3 IT,up
GO:BP,RNA methylation,GO:0001510,0.816455729194311,74,1,L2_3 IT|up,L2_3 IT,up
GO:BP,dendritic spine organization,GO:0097061,0.816455729194311,74,1,L2_3 IT|up,L2_3 IT,up
GO:BP,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,GO:0032436,0.816455729194311,74,1,L2_3 IT|up,L2_3 IT,up
GO:BP,response to glucose,GO:0009749,0.8172818547291612,150,2,L2_3 IT|up,L2_3 IT,up
GO:BP,fertilization,GO:0009566,0.8172818547291612,150,2,L2_3 IT|up,L2_3 IT,up
GO:BP,growth,GO:0040007,0.8172818547291612,762,11,L2_3 IT|up,L2_3 IT,up
GO:BP,defense response to bacterium,GO:0042742,0.8181586779558713,151,2,L2_3 IT|up,L2_3 IT,up
GO:BP,sodium ion transmembrane transport,GO:0035725,0.8181586779558713,151,2,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of Rho protein signal transduction,GO:0035023,0.8181586779558713,75,1,L2_3 IT|up,L2_3 IT,up
GO:BP,monosaccharide biosynthetic process,GO:0046364,0.8181586779558713,75,1,L2_3 IT|up,L2_3 IT,up
GO:BP,cell adhesion mediated by integrin,GO:0033627,0.8181586779558713,75,1,L2_3 IT|up,L2_3 IT,up
GO:BP,protein localization to vacuole,GO:0072665,0.8181586779558713,75,1,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of potassium ion transport,GO:0043266,0.8181586779558713,75,1,L2_3 IT|up,L2_3 IT,up
GO:BP,myeloid leukocyte migration,GO:0097529,0.8181586779558713,151,2,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,GO:0090092,0.8181586779558713,223,3,L2_3 IT|up,L2_3 IT,up
GO:BP,carbohydrate derivative transport,GO:1901264,0.8181586779558713,75,1,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of cytokinesis,GO:0032465,0.8181586779558713,75,1,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of axon extension,GO:0030516,0.8181586779558713,75,1,L2_3 IT|up,L2_3 IT,up
GO:BP,intracellular chemical homeostasis,GO:0055082,0.8195979840779362,499,7,L2_3 IT|up,L2_3 IT,up
GO:BP,molting cycle process,GO:0022404,0.8210635225368355,76,1,L2_3 IT|up,L2_3 IT,up
GO:BP,protein import into nucleus,GO:0006606,0.8210635225368355,152,2,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of biomineral tissue development,GO:0070167,0.8210635225368355,76,1,L2_3 IT|up,L2_3 IT,up
GO:BP,RNA splicing,GO:0008380,0.8210635225368355,433,6,L2_3 IT|up,L2_3 IT,up
GO:BP,amine metabolic process,GO:0009308,0.8210635225368355,76,1,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of miRNA metabolic process,GO:2000628,0.8210635225368355,76,1,L2_3 IT|up,L2_3 IT,up
GO:BP,hair cycle process,GO:0022405,0.8210635225368355,76,1,L2_3 IT|up,L2_3 IT,up
GO:BP,RNA modification,GO:0009451,0.8210635225368355,152,2,L2_3 IT|up,L2_3 IT,up
GO:BP,negative regulation of protein modification by small protein conjugation or removal,GO:1903321,0.8210635225368355,76,1,L2_3 IT|up,L2_3 IT,up
GO:BP,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",GO:0000377,0.8221966070076525,296,4,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of chemotaxis,GO:0050920,0.8221966070076525,153,2,L2_3 IT|up,L2_3 IT,up
GO:BP,"mRNA splicing, via spliceosome",GO:0000398,0.8221966070076525,296,4,L2_3 IT|up,L2_3 IT,up
GO:BP,response to hexose,GO:0009746,0.8221966070076525,153,2,L2_3 IT|up,L2_3 IT,up
GO:BP,glycoprotein biosynthetic process,GO:0009101,0.8232539855644558,226,3,L2_3 IT|up,L2_3 IT,up
GO:BP,D-glucose transmembrane transport,GO:1904659,0.8243404389427886,77,1,L2_3 IT|up,L2_3 IT,up
GO:BP,postsynapse assembly,GO:0099068,0.8243404389427886,77,1,L2_3 IT|up,L2_3 IT,up
GO:BP,nucleotide-excision repair,GO:0006289,0.8243404389427886,77,1,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,GO:0051896,0.8254033016319421,227,3,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of microtubule cytoskeleton organization,GO:0070507,0.827496220699049,155,2,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of exocytosis,GO:0017157,0.827496220699049,155,2,L2_3 IT|up,L2_3 IT,up
GO:BP,ribonucleoprotein complex biogenesis,GO:0022613,0.827496220699049,437,6,L2_3 IT|up,L2_3 IT,up
GO:BP,cytokinesis,GO:0000910,0.827496220699049,155,2,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of glucose metabolic process,GO:0010906,0.8275322945981233,78,1,L2_3 IT|up,L2_3 IT,up
GO:BP,negative regulation of extrinsic apoptotic signaling pathway,GO:2001237,0.8275322945981233,78,1,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of stress fiber assembly,GO:0051492,0.8275322945981233,78,1,L2_3 IT|up,L2_3 IT,up
GO:BP,"RNA splicing, via transesterification reactions",GO:0000375,0.8294953390071834,300,4,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of ubiquitin-dependent protein catabolic process,GO:2000058,0.8299480824806672,156,2,L2_3 IT|up,L2_3 IT,up
GO:BP,post-transcriptional gene silencing,GO:0016441,0.8301038656370452,79,1,L2_3 IT|up,L2_3 IT,up
GO:BP,positive regulation of myeloid cell differentiation,GO:0045639,0.8301038656370452,79,1,L2_3 IT|up,L2_3 IT,up
GO:BP,membrane depolarization,GO:0051899,0.8301038656370452,79,1,L2_3 IT|up,L2_3 IT,up
GO:BP,xenobiotic metabolic process,GO:0006805,0.8301038656370452,79,1,L2_3 IT|up,L2_3 IT,up
GO:BP,cell junction assembly,GO:0034329,0.8301038656370452,439,6,L2_3 IT|up,L2_3 IT,up
GO:BP,lamellipodium organization,GO:0097581,0.8301038656370452,79,1,L2_3 IT|up,L2_3 IT,up
GO:BP,negative regulation of post-translational protein modification,GO:1901874,0.8301038656370452,79,1,L2_3 IT|up,L2_3 IT,up
GO:BP,negative regulation of response to wounding,GO:1903035,0.8301038656370452,79,1,L2_3 IT|up,L2_3 IT,up
GO:BP,response to decreased oxygen levels,GO:0036293,0.8301166329729995,230,3,L2_3 IT|up,L2_3 IT,up
GO:BP,import into nucleus,GO:0051170,0.830279665561021,157,2,L2_3 IT|up,L2_3 IT,up
GO:BP,response to monosaccharide,GO:0034284,0.830279665561021,157,2,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of peptide hormone secretion,GO:0090276,0.830279665561021,157,2,L2_3 IT|up,L2_3 IT,up
GO:BP,intracellular calcium ion homeostasis,GO:0006874,0.830279665561021,157,2,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of carbohydrate biosynthetic process,GO:0043255,0.8316038778783517,80,1,L2_3 IT|up,L2_3 IT,up
GO:BP,neurogenesis,GO:0022008,0.8316038778783517,1497,22,L2_3 IT|up,L2_3 IT,up
GO:BP,rRNA metabolic process,GO:0016072,0.8316038778783517,231,3,L2_3 IT|up,L2_3 IT,up
GO:BP,negative regulation of monoatomic ion transport,GO:0043271,0.8316038778783517,80,1,L2_3 IT|up,L2_3 IT,up
GO:BP,stem cell population maintenance,GO:0019827,0.8316038778783517,158,2,L2_3 IT|up,L2_3 IT,up
GO:BP,cerebellum development,GO:0021549,0.8316038778783517,80,1,L2_3 IT|up,L2_3 IT,up
GO:BP,immunoglobulin production,GO:0002377,0.8316038778783517,80,1,L2_3 IT|up,L2_3 IT,up
GO:BP,cellular senescence,GO:0090398,0.8316038778783517,80,1,L2_3 IT|up,L2_3 IT,up
GO:BP,L-amino acid transport,GO:0015807,0.8316038778783517,80,1,L2_3 IT|up,L2_3 IT,up
GO:BP,associative learning,GO:0008306,0.8331399865644014,81,1,L2_3 IT|up,L2_3 IT,up
GO:BP,positive regulation of macroautophagy,GO:0016239,0.8331399865644014,81,1,L2_3 IT|up,L2_3 IT,up
GO:BP,vascular endothelial growth factor signaling pathway,GO:0038084,0.8331399865644014,81,1,L2_3 IT|up,L2_3 IT,up
GO:BP,protein localization to chromosome,GO:0034502,0.8331399865644014,81,1,L2_3 IT|up,L2_3 IT,up
GO:BP,positive regulation of protein serine/threonine kinase activity,GO:0071902,0.8331399865644014,81,1,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of BMP signaling pathway,GO:0030510,0.8331399865644014,81,1,L2_3 IT|up,L2_3 IT,up
GO:BP,cellular component disassembly,GO:0022411,0.8331399865644014,375,5,L2_3 IT|up,L2_3 IT,up
GO:BP,ephrin receptor signaling pathway,GO:0048013,0.8331399865644014,81,1,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of peptide secretion,GO:0002791,0.8331399865644014,159,2,L2_3 IT|up,L2_3 IT,up
GO:BP,response to retinoic acid,GO:0032526,0.8331399865644014,81,1,L2_3 IT|up,L2_3 IT,up
GO:BP,artery development,GO:0060840,0.8331399865644014,81,1,L2_3 IT|up,L2_3 IT,up
GO:BP,RNA export from nucleus,GO:0006405,0.8331399865644014,81,1,L2_3 IT|up,L2_3 IT,up
GO:BP,negative regulation of small molecule metabolic process,GO:0062014,0.8331399865644014,81,1,L2_3 IT|up,L2_3 IT,up
GO:BP,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,GO:0051897,0.8351526025743714,160,2,L2_3 IT|up,L2_3 IT,up
GO:BP,isoprenoid metabolic process,GO:0006720,0.8359345230219163,82,1,L2_3 IT|up,L2_3 IT,up
GO:BP,neural tube closure,GO:0001843,0.8359345230219163,82,1,L2_3 IT|up,L2_3 IT,up
GO:BP,organelle transport along microtubule,GO:0072384,0.8359345230219163,82,1,L2_3 IT|up,L2_3 IT,up
GO:BP,negative regulation of developmental growth,GO:0048640,0.8359345230219163,82,1,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of neural precursor cell proliferation,GO:2000177,0.8359345230219163,82,1,L2_3 IT|up,L2_3 IT,up
GO:BP,positive regulation of cold-induced thermogenesis,GO:0120162,0.8359345230219163,82,1,L2_3 IT|up,L2_3 IT,up
GO:BP,mitophagy,GO:0000423,0.8359345230219163,82,1,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of peptide transport,GO:0090087,0.8363445790867032,161,2,L2_3 IT|up,L2_3 IT,up
GO:BP,visual perception,GO:0007601,0.8363445790867032,161,2,L2_3 IT|up,L2_3 IT,up
GO:BP,inner ear morphogenesis,GO:0042472,0.8378618984168037,83,1,L2_3 IT|up,L2_3 IT,up
GO:BP,animal organ morphogenesis,GO:0009887,0.8378618984168037,720,10,L2_3 IT|up,L2_3 IT,up
GO:BP,exocytic process,GO:0140029,0.8378618984168037,83,1,L2_3 IT|up,L2_3 IT,up
GO:BP,ERK1 and ERK2 cascade,GO:0070371,0.8378618984168037,236,3,L2_3 IT|up,L2_3 IT,up
GO:BP,tube closure,GO:0060606,0.8378618984168037,83,1,L2_3 IT|up,L2_3 IT,up
GO:BP,neuron projection organization,GO:0106027,0.8378618984168037,83,1,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of heart contraction,GO:0008016,0.8378618984168037,162,2,L2_3 IT|up,L2_3 IT,up
GO:BP,nuclear receptor-mediated signaling pathway,GO:0141193,0.8378618984168037,162,2,L2_3 IT|up,L2_3 IT,up
GO:BP,glycolytic process,GO:0006096,0.8378618984168037,83,1,L2_3 IT|up,L2_3 IT,up
GO:BP,establishment of protein localization,GO:0045184,0.8384079973212072,1445,21,L2_3 IT|up,L2_3 IT,up
GO:BP,protein polyubiquitination,GO:0000209,0.8387923052931999,237,3,L2_3 IT|up,L2_3 IT,up
GO:BP,sensory perception of light stimulus,GO:0050953,0.8388590715047696,163,2,L2_3 IT|up,L2_3 IT,up
GO:BP,establishment of localization in cell,GO:0051649,0.8388590715047696,1705,25,L2_3 IT|up,L2_3 IT,up
GO:BP,pallium development,GO:0021543,0.8388590715047696,163,2,L2_3 IT|up,L2_3 IT,up
GO:BP,maintenance of cell number,GO:0098727,0.8388590715047696,163,2,L2_3 IT|up,L2_3 IT,up
GO:BP,negative regulation of cell projection organization,GO:0031345,0.8388590715047696,163,2,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of cell size,GO:0008361,0.8388590715047696,163,2,L2_3 IT|up,L2_3 IT,up
GO:BP,cardiac conduction,GO:0061337,0.8391304836685891,84,1,L2_3 IT|up,L2_3 IT,up
GO:BP,positive regulation of cell motility,GO:2000147,0.8391304836685891,451,6,L2_3 IT|up,L2_3 IT,up
GO:BP,positive regulation of mitotic cell cycle phase transition,GO:1901992,0.8391304836685891,84,1,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of heart rate,GO:0002027,0.8391304836685891,84,1,L2_3 IT|up,L2_3 IT,up
GO:BP,hexose transmembrane transport,GO:0008645,0.8391304836685891,84,1,L2_3 IT|up,L2_3 IT,up
GO:BP,protein localization to synapse,GO:0035418,0.8391304836685891,84,1,L2_3 IT|up,L2_3 IT,up
GO:BP,cellular homeostasis,GO:0019725,0.8401935452643868,589,8,L2_3 IT|up,L2_3 IT,up
GO:BP,positive regulation of protein localization to nucleus,GO:1900182,0.841704150175104,85,1,L2_3 IT|up,L2_3 IT,up
GO:BP,ADP catabolic process,GO:0046032,0.841704150175104,85,1,L2_3 IT|up,L2_3 IT,up
GO:BP,proteoglycan metabolic process,GO:0006029,0.841704150175104,85,1,L2_3 IT|up,L2_3 IT,up
GO:BP,mitotic cytokinesis,GO:0000281,0.841704150175104,85,1,L2_3 IT|up,L2_3 IT,up
GO:BP,fibroblast proliferation,GO:0048144,0.841704150175104,85,1,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of transcription elongation by RNA polymerase II,GO:0034243,0.841704150175104,85,1,L2_3 IT|up,L2_3 IT,up
GO:BP,hormone secretion,GO:0046879,0.8418665793633368,240,3,L2_3 IT|up,L2_3 IT,up
GO:BP,insulin secretion,GO:0030073,0.8418665793633368,165,2,L2_3 IT|up,L2_3 IT,up
GO:BP,embryonic organ development,GO:0048568,0.8428086776022954,313,4,L2_3 IT|up,L2_3 IT,up
GO:BP,hair cycle,GO:0042633,0.8446525250986288,86,1,L2_3 IT|up,L2_3 IT,up
GO:BP,molting cycle,GO:0042303,0.8446525250986288,86,1,L2_3 IT|up,L2_3 IT,up
GO:BP,protein tetramerization,GO:0051262,0.8446525250986288,86,1,L2_3 IT|up,L2_3 IT,up
GO:BP,regulation of actomyosin structure organization,GO:0110020,0.8477749514507732,87,1,L2_3 IT|up,L2_3 IT,up
GO:BP,pyridine nucleotide catabolic process,GO:0019364,0.8477749514507732,87,1,L2_3 IT|up,L2_3 IT,up
GO:BP,monosaccharide transmembrane transport,GO:0015749,0.8477749514507732,87,1,L2_3 IT|up,L2_3 IT,up
