pathway,pval,padj,log2err,ES,NES,size,cell_type
Fatty acid metabolism,0.6426773688864703,0.8569877255289415,0.010781610317040852,0.1932853411962985,0.9320529949145194,234,L6b
Lipid transport,0.4025504205480691,0.8051008410961382,0.019068428616040117,0.4327661027726762,1.0493498405884896,9,L6b
Mevalonate / isoprenoid,0.00893189430591738,0.044659471529586894,0.17031005651094305,-0.4506554761877331,-1.6696762669826868,34,L6b
Phospholipid metabolism,0.24536663980660758,0.613416599516519,0.04006840859576112,-0.19875987250914548,-1.0691554131004712,276,L6b
SREBP regulation,0.7712889529760474,0.8569877255289415,0.010588868073582329,0.21293876026091474,0.8307073105123438,59,L6b
Sphingolipid metabolism,7.480934394954894e-4,0.007480934394954894,0.47727081536286214,-0.3383097573831257,-1.6131789127493872,114,L6b
Steroid metabolism,0.8732726659925851,0.8732726659925851,0.017251855401090425,-0.1681181652417885,-0.8530078924354519,171,L6b
Sterol biosynthesis,0.75941475826972,0.8569877255289415,0.015641604507793727,-0.21187628634162842,-0.8392564376343604,45,L6b
Cholesterol biosynthesis,0.1497870326549929,0.4178446418955304,0.03925092305612875,0.38108467186373585,1.2725326271260369,23,Lamp5
Cholesterol homeostasis,0.018023858921161824,0.18023858921161823,0.12216302120096947,0.3599659371926019,1.503629968465185,59,Lamp5
Fatty acid metabolism,0.8164891835777912,0.8164891835777912,0.008165238408908959,-0.17512588642466395,-0.8798691890535304,342,Lamp5
Lipid transport,0.07675244010647737,0.38376220053238685,0.04799512969150878,-0.529636709660493,-1.4318089936792715,13,Lamp5
Mevalonate / isoprenoid,0.32486887020231453,0.4828250401284109,0.020722290402001898,-0.3039169915470023,-1.087941957491318,39,Lamp5
Phospholipid metabolism,0.16713785675821216,0.4178446418955304,0.027098904945375268,-0.2248960943001619,-1.1270331172662644,335,Lamp5
SREBP regulation,0.21058286328229922,0.42116572656459844,0.0349822985051456,0.26551828330607863,1.1438676557539436,70,Lamp5
Sphingolipid metabolism,0.3379775280898876,0.4828250401284109,0.018901893871666714,-0.23387517032523428,-1.0572065588017077,140,Lamp5
Steroid metabolism,0.562177058215639,0.6246411757951544,0.023102081415055747,0.18467976434418504,0.9685791043069399,236,Lamp5
Sterol biosynthesis,0.53439672801636,0.6246411757951544,0.01464758262764183,-0.24740287194026117,-0.9550161577560842,56,Lamp5
