X,cell_type,genes,estimate,se,pval,ci.lb,ci.ub,k,tau2,I2,padj,direction
4423,Astro,PM20D2,0.213630196197908,0.0513156829127904,3.14012706768718e-05,0.113053305846761,0.314207086549054,6,0.0005025698687523,2.72576664908122,0.0037896375611614,up
5277,Astro,SYNE2,0.266408861860984,0.0643807221915465,3.50312383841728e-05,0.140224965066875,0.392592758655094,6,4.45453098066319e-07,0.0015656154438016,0.004098297429332,up
958,Astro,CA8,0.287930496630206,0.070156343923268,4.05845702693639e-05,0.150426589253595,0.425434404006817,7,0.0046767358462674,13.3092588005472,0.004537635284806,up
7807,Astro,SLC16A6,0.506805038041298,0.12358498176142,4.11612795132869e-05,0.264582924758875,0.749027151323721,5,0.0,0.0,0.004537635284806,up
4863,Astro,TMPRSS3,0.460450716785418,0.11269838881186,4.39459597476746e-05,0.239565933598481,0.681335499972355,6,0.0035109180295059,4.2606296903927,0.0047087890514681,up
5686,Astro,SERPING1,0.507892192799225,0.12457178694617,4.56000025532877e-05,0.263735976894934,0.752048408703516,6,1.79009656038631e-07,0.000169176945002,0.0047963672410407,up
4644,Astro,ROR2,0.409175694849383,0.100469568160567,4.64846080598297e-05,0.21225895971238,0.606092429986385,5,0.0,0.0,0.0048013155982517,up
4826,Astro,RNF32,0.287860559471758,0.0708442964627144,4.83869131198579e-05,0.149008289894759,0.426712829048757,5,2.39399837943344e-06,0.008033765900281,0.0049093447691962,up
5818,Astro,ADAMTSL2,0.353035297081346,0.0871693636047307,5.12192035443431e-05,0.182186483860798,0.523884110301895,6,0.0,0.0,0.0051511242862797,up
4476,Astro,IL1R1,0.585735542331183,0.144799832602246,5.22919459803492e-05,0.301933085463352,0.869537999199014,5,0.0,0.0,0.0051868066401355,up
5058,Astro,CRISPLD1,0.600741203194088,0.148540074521052,5.24788111867179e-05,0.309608006871932,0.891874399516245,5,0.0,0.0,0.0051868066401355,up
4575,Astro,ARRDC3,0.525517434966393,0.130171614653095,5.4113154506473e-05,0.2703857584369,0.780649111495886,6,0.0149657798464772,14.4577627165875,0.0053026266360402,up
5048,Astro,COL4A6,0.346640731604429,0.0866592455240073,6.33309037330862e-05,0.176791731449961,0.516489731758897,5,0.0,0.0,0.0058096066135115,up
2194,Astro,ANTXR2,0.287827486466934,0.0719969599969373,6.39412869421902e-05,0.146716037876566,0.428938935057302,7,0.005261673427708,14.3628114661613,0.0058100030597628,up
4525,Astro,IFNLR1,0.339558082671251,0.0853773891218357,6.97482339275129e-05,0.172221474898391,0.506894690444111,5,9.36476086369283e-07,0.0021671489794368,0.0060125075336762,up
5452,Astro,PLSCR1,0.537970124520124,0.135242359325551,6.95492043263322e-05,0.272899971057819,0.803040277982429,6,0.0,0.0,0.0060125075336762,up
7158,Astro,C3orf20,0.360331876139326,0.0908743205373314,7.33445141976587e-05,0.182221480766608,0.538442271512044,6,4.12762665395314e-06,0.0072998684147599,0.0061830504064423,up
5711,Astro,CIITA,0.468088920233635,0.118706364843991,8.03846491352813e-05,0.23542872040374,0.70074912006353,5,0.0,0.0,0.0065829285881142,up
4503,Astro,SYBU,0.286946123820639,0.0729181848108976,8.31346440211404e-05,0.144029107773244,0.429863139868034,6,0.005931794587237,18.6550893055429,0.0066452671902788,up
5026,Astro,FAP,0.539879654897733,0.13720290511454,8.32314859382479e-05,0.270966902298969,0.808792407496497,6,0.0192107449121574,16.8630403448096,0.0066452671902788,up
6078,Astro,TCEA3,0.236612800381098,0.0601421080011739,8.34643240645573e-05,0.118736434744479,0.354489166017717,6,4.07586147250885e-07,0.0015596650863464,0.0066452671902788,up
3460,Astro,TEX9,0.210291900018264,0.0536344238212482,8.82414829742467e-05,0.10517036099706,0.315413439039468,7,2.31898702953715e-08,9.88926479649265e-05,0.0068206223425082,up
4868,Astro,CD226,0.249446450401872,0.0636383769913331,8.86413195842766e-05,0.124717523464277,0.374175377339468,5,3.06258081255463e-06,0.0132988375748268,0.0068206223425082,up
7003,Astro,ASAH2B,0.348570201762171,0.0888929781276781,8.80965230721909e-05,0.174343166153415,0.522797237370927,5,0.0,0.0,0.0068206223425082,up
7659,Astro,BST2,0.473305117802812,0.12073781512652,8.85097732380545e-05,0.236663348582778,0.709946887022846,5,0.0,0.0,0.0068206223425082,up
8784,Astro,DRICH1,0.299880534042399,0.0765394495835166,8.92916870180058e-05,0.149865969462187,0.449895098622611,5,0.0,0.0,0.0068248612777429,up
4794,Astro,UGCG,0.317281775950652,0.081187562998763,9.30596078417262e-05,0.1581570764805,0.476406475420804,6,0.0,0.0,0.0069733882608195,up
4544,Astro,RARS2,0.125666076450031,0.0324870890582932,0.0001096483836246,0.0619925519332309,0.189339600966831,5,0.0,0.0,0.0077123847745774,up
162,Astro,PPP3CC,0.233935976431175,0.0605418561951163,0.0001115282862747,0.115276118731544,0.352595834130806,7,0.004017861919888,15.6507182548142,0.0077967792813438,up
5494,Astro,APOL6,0.421073884067301,0.109159601452738,0.0001145925093881,0.207124996653188,0.635022771481413,6,0.0,0.0,0.0078091320110218,up
2019,Astro,CAMK2D,0.217555252120307,0.0568313634185299,0.0001291445078848,0.106167826627681,0.328942677612933,7,0.0058224683440301,27.339017482909,0.0084593419367305,up
5029,Astro,CREB3L4,0.262191469332195,0.0685241546860965,0.0001301030446946,0.127886594076394,0.396496344587995,5,4.59456109196047e-06,0.0158104469864554,0.0084593419367305,up
5947,Astro,FLOT2,0.228672218051966,0.059800150559569,0.0001313356183809,0.111466076685137,0.345878359418794,6,6.71386136341805e-06,0.027159436081913,0.0084593419367305,up
5700,Astro,CEBPD,0.481031304982108,0.126192969111371,0.0001379189175237,0.233697630421644,0.728364979542571,6,0.0,0.0,0.0087361347481194,up
6808,Astro,LAMA2,0.297666252312338,0.0784393238458801,0.000147726791806,0.143928002602739,0.451404502021937,6,7.58072974255912e-07,0.0018291059340108,0.0092048242829138,up
4584,Astro,EMP1,0.645304739585202,0.17172630801372,0.000171447223463,0.308727360680279,0.981882118490124,6,0.0340602758658103,19.24470298983,0.0102913215549912,up
7436,Astro,CSRP2,0.365133420680734,0.0973848558878312,0.0001772680175179,0.174262610500962,0.556004230860507,6,0.0042268716987292,6.91997109652703,0.010530455030278,up
4616,Astro,COLEC12,0.478426488256597,0.127728889285459,0.0001799341791569,0.228082465471794,0.7287705110414,6,0.0175249901729192,17.8661027790558,0.0106337389898703,up
4991,Astro,MEGF6,0.433738873345601,0.116008731345471,0.0001848663414097,0.206365938016295,0.661111808674906,5,0.0096404580493672,13.6920615291261,0.0108691928423725,up
2372,Astro,MKLN1-AS,0.237745277571561,0.0636878446219982,0.0001892296626458,0.112919395859462,0.362571159283661,5,0.0,0.0,0.011068969807322,up
5045,Astro,ECT2L,0.285854873754699,0.0766380238238641,0.0001915289126067,0.135647107213602,0.436062640295795,6,1.51040273474106e-06,0.0038272267751267,0.0111360050341631,up
1728,Astro,THAP9,0.182752753616925,0.0491189448460814,0.0001987370855843,0.0864813907599962,0.279024116473854,7,0.0,0.0,0.011224239833619,up
432,Astro,HOPX,0.246315855169489,0.0663580571324772,0.0002056923227533,0.116256453105783,0.376375257233196,7,3.57068703632082e-06,0.0103333873866647,0.01143855011829,up
5292,Astro,TMEM176A,0.349100856915352,0.0942813286944212,0.0002132690739081,0.164312848259704,0.533888865571001,5,0.0,0.0,0.0117554323671027,up
4782,Astro,LMOD1,0.343745011204482,0.0928871400286356,0.0002150276936679,0.161689562121427,0.525800460287537,6,0.0,0.0,0.011795657932551,up
4083,Astro,KANSL1L,0.158505804635233,0.0430133198956354,0.0002286667193138,0.0742012467842872,0.242810362486178,7,0.0030828569611198,25.6402755712222,0.0124249475684057,up
6051,Astro,GADD45A,0.55027275520989,0.149843372075895,0.0002403588004512,0.256585142619102,0.843960367800679,5,0.0,0.0,0.0129376227566837,up
6973,Astro,EPS8L2,0.586195526671562,0.160744523622951,0.0002655752866514,0.27114204965853,0.901249003684594,5,0.0393524697255458,31.7136730728192,0.0134726577940681,up
4744,Astro,CSGALNACT2,0.176880679708763,0.0485814295661573,0.0002716746452003,0.0816628274416256,0.272098531975901,6,0.0,0.0,0.013601527542453,up
6134,Astro,TRIM21,0.387763151695964,0.106585293031148,0.0002747048355453,0.178859816073266,0.596666487318661,5,0.0,0.0,0.0136623388294037,up
8135,Astro,LRRC37A,0.382780041370128,0.105295271842137,0.0002776559046882,0.176405100817186,0.589154981923071,5,4.95237856521386e-06,0.0079238318418253,0.0136623388294037,up
4524,Astro,ZNF442,0.418569945557405,0.115424567214406,0.0002874550350357,0.192341950886047,0.644797940228762,5,0.013493168138236,19.9700697851185,0.013964711765613,up
5685,Astro,ADGRF3,0.191916238973638,0.0529118482234039,0.0002866291406095,0.0882109221003172,0.29562155584696,6,1.49257699918969e-06,0.0077480416737988,0.013964711765613,up
4768,Astro,ERBB2,0.239612428255231,0.0661198851999313,0.0002901840583395,0.110019834601443,0.369205021909019,6,0.0050606709881267,19.3708919004692,0.0139788244910204,up
5851,Astro,POLE2,0.257942070152974,0.0712099610053412,0.000292023294485,0.118373111242003,0.397511029063944,6,1.96076003039692e-06,0.0054391671492582,0.0140085651517599,up
6461,Astro,MIR210HG,0.381740636810564,0.10553889150276,0.0002979667920191,0.174888210496874,0.588593063124254,5,0.0,0.0,0.0141597309135413,up
1483,Astro,PARG,0.130936641968095,0.0363477832716644,0.0003153799207802,0.0596962958377658,0.202176988098425,7,0.0,0.0,0.0143485348878804,up
2236,Astro,ZNF337,0.11187068930099,0.0310433065787766,0.0003137220424385,0.0510269264455529,0.172714452156428,7,0.0,0.0,0.0143485348878804,up
3189,Astro,LRP2BP,0.160506839173093,0.044529311154593,0.000312729109263,0.0732309930537132,0.247782685292473,7,0.0,0.0,0.0143485348878804,up
5451,Astro,ABI3BP,0.380746863234739,0.105686685366573,0.0003150500178994,0.17360476627084,0.587888960198637,5,0.0046362564905779,7.72038159742697,0.0143485348878804,up
7262,Astro,STK32A,0.474766144884226,0.131747659042742,0.000313837347455,0.216545478112989,0.732986811655463,5,0.0,0.0,0.0143485348878804,up
7278,Astro,ASS1,0.286741579278749,0.079518392235566,0.000310979389405,0.13088839438851,0.442594764168988,5,0.0,0.0,0.0143485348878804,up
4570,Astro,IL13RA1,0.569574045219748,0.159798548016909,0.0003647929914976,0.256374646324812,0.882773444114683,5,0.014537969635097,10.4328310619878,0.0158374462803744,up
6797,Astro,APOL3,0.425168162310916,0.119411535429302,0.0003701092878315,0.191125853530856,0.659210471090977,5,0.0,0.0,0.0158925205430281,up
3672,Astro,HMGB1,0.163296518060939,0.0459987603971229,0.00038520192785,0.073140604349091,0.253452431772788,7,6.01879654402404e-06,0.0364602544759815,0.0164176212000016,up
2571,Astro,TUBA1C,0.204385007092509,0.0580531320350474,0.0004304835010858,0.0906029591140679,0.318167055070951,7,0.0043645453765979,18.8506825279769,0.0178822222461923,up
5024,Astro,INTS12,0.175288891300452,0.049893592252507,0.0004426531380155,0.0774992474262115,0.273078535174692,6,0.0,0.0,0.0181900294887032,up
5112,Astro,BNIP2,0.127522738141172,0.0363724125664144,0.0004548454301438,0.0562341194801676,0.198811356802176,6,0.0,0.0,0.0184346412088704,up
9236,Astro,HMGB2,0.25726718146777,0.0734000495317581,0.0004566070996219,0.113405727922068,0.401128635013472,6,0.0021383723925475,6.09529024214967,0.0184346412088704,up
4960,Astro,CEP135,0.16387401901105,0.0470168397088667,0.0004913422545069,0.0717227065147786,0.256025331507321,6,3.21021440472232e-06,0.0209724587319146,0.0193610782859339,up
4452,Astro,WWP1,0.140130430647809,0.0402283463109846,0.0004951335997476,0.0612843207206743,0.218976540574943,6,0.001515965877709,15.3984088096519,0.019374425669307,up
1044,Astro,CSTF3,0.134463706117861,0.038771058846619,0.0005240618061954,0.058473827136005,0.210453585099718,7,0.0015278159498632,14.3463533921095,0.0200948782877282,up
2017,Astro,HSPA4L,0.226032939965797,0.0652320894352547,0.0005301181463018,0.0981803940364021,0.353885485895192,7,3.21850620561322e-06,0.0092675872336489,0.0201210681483794,up
4353,Astro,LINC01600,0.386242570485626,0.111442352216788,0.0005285564158473,0.167819573788295,0.604665567182957,5,0.0271314889319172,47.6949991455815,0.0201210681483794,up
5719,Astro,LINC01524,0.250825453664935,0.0724045274348415,0.0005317648189235,0.108915187575003,0.392735719754866,5,0.0,0.0,0.0201210681483794,up
4640,Astro,LITAF,0.2623015111614,0.0757657448279287,0.0005361639407522,0.113803380036808,0.410799642285992,6,0.0037357767004206,9.96302589742973,0.0201393852885975,up
8612,Astro,PIWIL2,0.226490596099425,0.0654342170755268,0.000537477549052,0.0982418872748169,0.354739304924034,5,0.0,0.0,0.0201393852885975,up
5233,Astro,ADAMTSL4,0.357520979114941,0.103632031834881,0.00056077755893,0.154405929073865,0.560636029156017,5,2.07988791454e-06,0.0034822097845017,0.0206067779267093,up
1238,Astro,CEP112,0.158192042039183,0.0459388910601522,0.0005741686130771,0.068153470071576,0.248230614006791,7,0.0039048408421321,29.3579948138956,0.0207808016500168,up
5281,Astro,TMEM116,0.128764779576826,0.03740230416017,0.0005759453942781,0.0554576104840799,0.202071948669572,6,0.0,0.0,0.0207808016500168,up
9457,Astro,LAMA4,0.285921515237939,0.0830532830457322,0.0005760922543663,0.123140071670493,0.448702958805385,6,4.087126073263e-06,0.0084932605274739,0.0207808016500168,up
4893,Astro,DNMBP-AS1,0.278477101937694,0.0810117296651264,0.0005871299547825,0.119697029468751,0.437257174406637,5,0.0,0.0,0.0208403867850843,up
5314,Astro,DSC2,0.286369982718641,0.0833491848591867,0.0005908369428534,0.123008582253864,0.449731383183418,5,0.0,0.0,0.0209072393512802,up
5363,Astro,NOD1,0.280920255510493,0.081805326677167,0.0005947237128334,0.120584761479712,0.441255749541274,6,0.0,0.0,0.0209206184641579,up
653,Astro,P4HA1,0.27480285600863,0.0802598661927483,0.0006172621807493,0.11749640886684,0.432109303150421,7,0.0136594992859153,32.7871470109391,0.0214451845523977,up
9107,Astro,NMI,0.258908620623304,0.0756975259319928,0.000625509799809,0.110544196077811,0.407273045168796,6,0.0,0.0,0.0216660720689131,up
4709,Astro,RASGRP1,0.186340767156266,0.0546224343436919,0.0006462241496723,0.0792827630947257,0.293398771217805,5,5.76327595328372e-07,0.0035111840555094,0.0219996575848238,up
4982,Astro,MAP1LC3B2,0.412185135828242,0.121089021852306,0.000664105572325,0.174855014074539,0.649515257581945,6,0.0,0.0,0.0224600896363013,up
491,Astro,ITGB3BP,0.177377663603892,0.0524129988733687,0.0007137808178626,0.0746500734903509,0.280105253717433,7,0.0012191568508657,5.73373284294745,0.0236734841346353,up
7081,Astro,LGALS8,0.143354548534559,0.0423663620070843,0.000715192383045,0.0603180048446878,0.22639109222443,6,2.99259680605302e-07,0.0023191465105806,0.0236734841346353,up
7139,Astro,PLB1,0.286645968700704,0.0846527345862324,0.0007088333973325,0.12072965771886,0.452562279682547,5,1.91736524657486e-06,0.0044883544971375,0.0236734841346353,up
8549,Astro,PARP9,0.260263327184432,0.0770978468027726,0.0007361383756551,0.109154324165411,0.411372330203453,6,0.0015900776918398,3.94238998619708,0.0239767797638823,up
2668,Astro,FANK1,0.144764281715405,0.0430978037857465,0.0007823322011571,0.0602941384825681,0.229234424948242,7,0.0,0.0,0.0248460905436754,up
2889,Astro,EIF2A,0.145573033249137,0.0434461382444119,0.0008062058965062,0.0604201670227412,0.230725899475532,7,0.0,0.0,0.0249169719582669,up
4335,Astro,SLC44A3,0.350759129653028,0.104596396387412,0.0007980988322071,0.145753959821026,0.555764299485031,6,0.0231053335414919,38.1150692431316,0.0249169719582669,up
4393,Astro,ELL2,0.352481019435721,0.105198620854475,0.000806297130093,0.146295511337666,0.558666527533776,6,0.003741350554652,5.15482016655599,0.0249169719582669,up
5353,Astro,NRP2,0.411359889287565,0.122586884129055,0.0007917587572151,0.171094011417632,0.651625767157497,5,0.0,0.0,0.0249169719582669,up
5930,Astro,ACTA2,0.405000072299974,0.120841288638493,0.0008037385367501,0.16815549872312,0.641844645876829,5,0.0,0.0,0.0249169719582669,up
8179,Astro,PCOLCE-AS1,0.239974694192114,0.071476263924417,0.000786780606694,0.0998837911507773,0.380065597233451,5,0.0,0.0,0.0249169719582669,up
7706,Astro,NMRK1,0.202745395780034,0.0606361072577898,0.0008268655752294,0.0839008093920585,0.32158998216801,6,4.22373206085233e-07,0.0017085846870843,0.0252608253268799,up
5210,Astro,TMEM176B,0.229581703558854,0.0687676416254465,0.0008422792142103,0.0947996026712219,0.364363804446487,6,0.0,0.0,0.0256146715939554,up
6494,Astro,B4GALT4-AS1,0.306867505549905,0.0924328357724821,0.0009005062601574,0.125702476446934,0.488032534652875,5,0.0,0.0,0.0265332898016612,up
4144,Astro,UGP2,0.221506519447802,0.0668477984124783,0.0009210486699215,0.0904872421135509,0.352525796782053,7,0.0118557005983735,44.9545812609431,0.0270072199505138,up
6652,Astro,TNFRSF11B,0.467051506110533,0.141056163541434,0.0009292894987239,0.19058650577193,0.743516506449136,6,0.0363677907422573,32.930791340109,0.0271239601867704,up
5456,Astro,PHF11,0.133943693746084,0.0405013652386132,0.000942537011671,0.0545624765536998,0.213324910938469,6,0.0,0.0,0.0272196142035474,up
6230,Astro,CD99,0.240619177418714,0.0727336522324433,0.0009388984769306,0.0980638385790637,0.383174516258364,6,0.0,0.0,0.0272196142035474,up
3908,Astro,TLN2,0.200541599333428,0.0607030449282516,0.0009543498310527,0.0815658175221378,0.319517381144718,7,0.0092559676835792,41.0235746130032,0.0272858374389523,up
2714,Astro,AQP4-AS1,0.193802041782641,0.0586875914526721,0.0009590704971454,0.078776476196003,0.308827607369279,7,1.03267999834301e-06,0.0037259090611485,0.0273525951486888,up
632,Astro,DENND4A,0.167757372188113,0.0509460380707378,0.0009917937391346,0.0679049724144605,0.267609771961765,7,0.0009926763654497,5.01010447049854,0.0280071803428035,up
4725,Astro,PCAT1,0.221725321344264,0.0674526739150325,0.0010121615812542,0.0895205098098756,0.353930132878651,6,0.0,0.0,0.0285121192360673,up
4802,Astro,VSX1,0.213887225960572,0.065627952687,0.0011177127524256,0.0852588023149536,0.342515649606191,6,0.0,0.0,0.030366295513176,up
2206,Astro,CAST,0.14725154156466,0.0453456265938066,0.0011649930037659,0.0583757465843974,0.236127336544923,7,0.0,0.0,0.0312801985671572,up
4757,Astro,PSMD6-AS2,0.238570164398129,0.0735366201011904,0.0011776604890068,0.0944410374549918,0.382699291341267,5,0.0078314942561491,30.3016536855007,0.0313023052293633,up
7182,Astro,IAH1,0.137730724621331,0.0424683151792098,0.0011821978337823,0.0544943563859839,0.220967092856678,6,0.0018453869619197,16.7384767504769,0.0313023052293633,up
8977,Astro,FCHSD1,0.194259877224612,0.0598629000607944,0.0011741778673606,0.0769307490953339,0.311589005353889,5,2.90370661722554e-06,0.0138073231112583,0.0313023052293633,up
7506,Astro,TRIM22,0.417661894451866,0.128996377446494,0.0012046365325779,0.164833640520602,0.67049014838313,6,0.0,0.0,0.0316044801968098,up
4716,Astro,ITGA9,0.197673787256687,0.0612105162449171,0.0012404638574825,0.0777033799415459,0.317644194571829,6,7.60103769340609e-06,0.0295413643658463,0.0322492474513314,up
4280,Astro,TPD52L1,0.33123603412675,0.102652012398372,0.001251892317983,0.130041786885381,0.532430281368119,7,0.0398381127044639,58.2859311980655,0.0324727272074099,up
4014,Astro,LGI4,0.153690531627854,0.0476878834882939,0.0012692537885415,0.0602239974918556,0.247157065763852,7,0.0,0.0,0.0327118892622357,up
77,Astro,RAB11A,0.209284615015704,0.065339768118474,0.0013599431256096,0.0812210227452964,0.337348207286111,7,3.69897909973096e-06,0.010133646546296,0.0342041773690554,up
3326,Astro,BMT2,0.190347689382007,0.0594644647027348,0.0013693604371911,0.0737994802046933,0.30689589855932,5,0.0,0.0,0.0342041773690554,up
5234,Astro,LAMA3,0.367956876108428,0.114842077418776,0.0013552075346875,0.142870540457867,0.593043211758989,6,0.0388546349808825,58.4984024085621,0.0342041773690554,up
5418,Astro,ANXA5,0.173827952854049,0.0543738586957629,0.0013891162334704,0.0672571481098841,0.280398757598215,6,0.0,0.0,0.034472332503763,up
4749,Astro,PGM3,0.113883270443746,0.0356833900570076,0.0014153980347589,0.043945111085716,0.183821429801775,6,0.0,0.0,0.0349731432511011,up
1542,Astro,PARP8,0.225681494639544,0.0707795775030668,0.0014300733678717,0.0869560718925715,0.364406917386516,7,0.0,0.0,0.035184101207402,up
3659,Astro,PAM,0.2023639410228,0.0635060780827982,0.0014399119632474,0.0778943151811266,0.326833566864472,7,0.0,0.0,0.035274766364598,up
5101,Astro,NAA20,0.11302900347647,0.0354994431735774,0.0014527230935773,0.043451373385032,0.182606633567908,6,0.0,0.0,0.0354997595654495,up
4532,Astro,GMPR,0.371854987579949,0.117492901523407,0.0015512852924182,0.141573132154959,0.602136843004938,6,0.0225123903841773,28.2666368111913,0.0371998850346426,up
6358,Astro,BCO1,0.282804881691257,0.0893450351279255,0.001549169167954,0.107691830643057,0.457917932739457,6,0.0,0.0,0.0371998850346426,up
5398,Astro,CCDC18,0.191676373057341,0.0607013306275919,0.0015902107840051,0.0727039512136023,0.310648794901079,6,0.0,0.0,0.0379828471637896,up
1402,Astro,PDCD4,0.137267635510706,0.0435630616030597,0.0016270701186407,0.051885603712409,0.222649667309002,7,3.74396686800246e-07,0.002235742171499,0.0387019894402814,up
2140,Astro,PATJ,0.0941732083612015,0.0299357198495136,0.0016560635178253,0.0355002756048742,0.152846141117529,7,0.0,0.0,0.0392288599831981,up
6290,Astro,SFR1,0.268862052684911,0.0857023508366187,0.0017059255827745,0.100888531654722,0.436835573715099,5,0.0007876219603785,1.81740707182004,0.0400787639477656,up
7778,Astro,RCAN3,0.279579626303582,0.0891394143807855,0.0017101764913011,0.10486958451425,0.454289668092913,5,0.0,0.0,0.0400964692694642,up
1529,Astro,ECI2,0.158155347735907,0.0505753293634981,0.0017652520198711,0.0590295236771992,0.257281171794614,6,1.13861379424643e-06,0.006141927510263,0.0408036580802878,up
4619,Astro,LRAT,0.337777274884266,0.107993981034257,0.0017615493242389,0.126112961510022,0.549441588258511,5,0.0,0.0,0.0408036580802878,up
3751,Astro,AFF1,0.188528027907794,0.0603201658878464,0.0017752959104254,0.0703026752261334,0.306753380589454,7,0.0101116662754648,46.320219745001,0.0408544266529032,up
6495,Astro,GSTO2,0.162390557281948,0.0520216644983097,0.0017987432591516,0.0604299684494348,0.264351146114461,6,8.3629664401309e-07,0.0044703352930338,0.0411628572179113,up
10629,Astro,CD200,0.236123926561051,0.0756981629467466,0.0018129228244194,0.0877582534895828,0.384489599632518,5,0.0027919643881362,8.95183053825663,0.0414047015577064,up
5943,Astro,BANP,0.184999287114749,0.0594107592799165,0.001846307510104,0.0685563386319341,0.301442235597564,6,0.0004357581537755,1.8438561656593,0.041833825303049,up
4194,Astro,SLC14A1,0.526871050646432,0.16937265183639,0.0018663123554929,0.194906753081066,0.858835348211799,7,0.0901508496237114,51.2537638224086,0.0422036906424578,up
8540,Astro,LINC00877,0.192197841389057,0.061875833724752,0.0018951753927961,0.0709234357751543,0.31347224700296,5,0.0,0.0,0.0426042860360931,up
5828,Astro,MOCOS,0.292118476482558,0.0941345746906303,0.001914397760745,0.107618100388927,0.476618852576189,5,0.0,0.0,0.0427929274084907,up
5289,Astro,B3GNT5,0.215967031305836,0.0696564502533519,0.0019322036987187,0.0794428975183606,0.352491165093312,5,0.0,0.0,0.0428812065586356,up
11181,Astro,SYCP2,0.14686352149279,0.0473651392791954,0.0019308533807646,0.0540295543828441,0.239697488602737,6,0.0,0.0,0.0428812065586356,up
4392,Astro,PDE8B,0.309883013419731,0.100109818698765,0.0019652724356566,0.113671374271318,0.506094652568145,6,0.0145093845244781,25.2281130102509,0.0433304778361613,up
989,Astro,ST8SIA1,0.265579698943638,0.085852851756845,0.0019785790905098,0.0973112015301654,0.43384819635711,7,0.0177756404101612,37.8074156328096,0.0434642577172794,up
7846,Astro,MRC2,0.280906231343778,0.0909677668675928,0.0020152511453365,0.10261268452926,0.459199778158296,5,1.60218216734786e-06,0.0032288042107128,0.0441303933499633,up
