sample_id,x,y,subclass,supertype,layer,qc_pass
Br1139,6289.949224,2605.224524,Endothelial,Endo_1,L2/3,True
Br1139,6235.608628,2573.069032,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,6286.294176,2572.117024,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,6279.953212,2583.35404,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,6235.013716,2538.712032,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,6003.643696,2606.414548,Astrocyte,Astro_6-SEAAD,L2/3,True
Br1139,6108.941716,2624.137056,Sst,Sst_11,L2/3,True
Br1139,6110.14866,2613.58856,Vip,Vip_1,L2/3,True
Br1139,6046.492196,2608.35256,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,5856.610688,2713.157552,L2/3 IT,L2/3 IT_8,L2/3,True
Br1139,5883.377212,2759.134088,L2/3 IT,L2/3 IT_7,L2/3,True
Br1139,5882.068172,2772.25808,L2/3 IT,L2/3 IT_7,L2/3,True
Br1139,5847.549628,2719.745044,L2/3 IT,L2/3 IT_12,L2/3,True
Br1139,5882.960676,2919.894568,Astrocyte,Astro_2,L2/3,True
Br1139,5872.6077,2931.709604,Vip,Vip_13,L2/3,True
Br1139,5887.015212,2925.317592,Astrocyte,Astro_5,L2/3,True
Br1139,5874.690212,2863.675564,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,5899.289164,2903.744572,Astrocyte,Astro_5,L2/3,True
Br1139,5902.25566,2897.4886,Astrocyte,Astro_2,L2/3,True
Br1139,5886.513688,2898.950564,L2/3 IT,L2/3 IT_12,L2/3,True
Br1139,5860.257252,2956.427564,Endothelial,Endo_2,L2/3,True
Br1139,5847.855656,2993.887116,Endothelial,Endo_2,L2/3,True
Br1139,5867.023184,2975.365572,L2/3 IT,L2/3 IT_2,L2/3,True
Br1139,5851.29822,2969.670576,Endothelial,Endo_2,L2/3,True
Br1139,5887.703736,2968.07254,L2/3 IT,L2/3 IT_10,L2/3,True
Br1139,5891.350156,2749.367588,Unassigned,Unassigned,L2/3,False
Br1139,5892.795228,2738.496056,Endothelial,Endo_1,L2/3,True
Br1139,5894.665192,2726.17108,Endothelial,Endo_2,L2/3,True
Br1139,5900.096744,2717.917552,Endothelial,Endo_2,L2/3,True
Br1139,5943.540276,2555.202012,Sst,Sst_11,L2/3,True
Br1139,5924.755164,2581.679532,L2/3 IT,L2/3 IT_8,L2/3,True
Br1139,5920.811188,2565.232032,Sst,Sst_2,L2/3,True
Br1139,5936.323692,2535.04852,OPC,OPC_2_1-SEAAD,L2/3,True
Br1139,5985.878696,2578.177528,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,5980.787172,2567.102024,L2/3 IT,L2/3 IT_7,L2/3,True
Br1139,5918.720196,2613.631044,Vip,Vip_13,L2/3,True
Br1139,5995.373244,2624.392096,Sst,Sst_25,L2/3,True
Br1139,5953.451216,2621.221532,L2/3 IT,L2/3 IT_12,L2/3,True
Br1139,5882.484712,2648.132576,L2/3 IT,L2/3 IT_2,L2/3,True
Br1139,5888.120216,2690.564572,Astrocyte,Astro_5,L2/3,True
Br1139,5853.559172,2688.431092,Astrocyte,Astro_2,L2/3,True
Br1139,5858.446692,2649.926064,Endothelial,Endo_2,L2/3,True
Br1139,5893.832164,2611.795056,L2/3 IT,L2/3 IT_12,L2/3,True
Br1139,5911.809648,2617.447568,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,5905.689692,2602.75954,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,5905.93618,2640.797072,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,5859.560304,2590.315528,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,5850.03166,2549.107524,Sst,Sst_25,L2/3,True
Br1139,5870.465688,2539.094536,Lamp5,Lamp5_1,L2/3,True
Br1139,5858.497748,2629.789548,Astrocyte,Astro_2,L2/3,True
Br1139,5857.4182,2611.914028,OPC,OPC_2_1-SEAAD,L2/3,True
Br1139,5850.09126,2592.202524,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,5728.260684,2532.88104,Astrocyte,Astro_2,L2/3,True
Br1139,5752.49414,2534.198536,Astrocyte,Astro_2,L2/3,True
Br1139,5766.03474,2560.659028,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,5755.962196,2566.354032,L2/3 IT,L2/3 IT_7,L2/3,True
Br1139,5765.18478,2580.795524,L2/3 IT,L2/3 IT_2,L2/3,True
Br1139,5774.262716,2593.834532,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,5753.352728,2581.356516,Chandelier,Chandelier_2,L2/3,True
Br1139,5838.259188,2538.63552,Astrocyte,Astro_5,L2/3,True
Br1139,5786.630208,2590.791544,L2/3 IT,L2/3 IT_6,L2/3,False
Br1139,5827.098676,2587.45104,Lamp5,Lamp5_3,L2/3,True
Br1139,5820.196756,2621.918568,Vip,Vip_12,L2/3,True
Br1139,7047.13778,2876.910036,Astrocyte,Astro_5,L1,True
Br1139,7045.463196,2915.950564,Lamp5,Lamp5_5,L1,True
Br1139,7045.463204,2894.037568,Astrocyte,Astro_5,L1,True
Br1139,7050.690792,2889.014112,Astrocyte,Astro_2,L1,True
Br1139,7011.10612,2887.722048,Vip,Vip_5,L1,True
Br1139,7055.09372,2884.517564,Astrocyte,Astro_5,L1,True
Br1139,6974.250208,3014.788588,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,6995.729744,3019.098064,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,6986.116252,3018.707068,L2/3 IT,L2/3 IT_7,L2/3,True
Br1139,6992.423152,2898.304544,Endothelial,Endo_2,L1,True
Br1139,6991.768676,2997.37204,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,6978.653184,2989.858084,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,7017.523788,3029.79106,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,7009.96726,3063.714568,Vip,Vip_18,L2/3,True
Br1139,6962.350084,3046.179048,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,6985.130196,3031.984084,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,7014.06412,3099.542096,Vip,Vip_1,L2/3,True
Br1139,7018.943188,3144.218072,Endothelial,Endo_1,L2/3,True
Br1139,7012.466224,3134.247568,Endothelial,Endo_1,L2/3,True
Br1139,6986.651704,3082.287048,Lamp5,Lamp5_3,L2/3,True
Br1139,6988.04576,3090.217568,Microglia-PVM,Micro-PVM_2_3-SEAAD,L2/3,True
Br1139,7008.241708,3123.750072,VLMC,Pericyte_2-SEAAD,L2/3,True
Br1139,7026.151212,3082.261548,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,7027.587688,3134.732084,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,7038.629156,3107.217612,Astrocyte,Astro_2,L2/3,True
Br1139,7035.382152,3061.810544,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,7036.776196,3076.15858,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,7032.628264,3088.007568,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,7043.321188,3048.958564,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,7044.579216,3074.730556,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,7058.009204,3075.164056,L2/3 IT,L2/3 IT_2,L2/3,True
Br1139,7063.746656,3068.670044,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,7055.510168,3060.960556,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,7054.864104,3049.443068,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,6777.959724,2967.248052,OPC,OPC_2_1-SEAAD,L2/3,True
Br1139,6770.07172,3020.594056,VLMC,Pericyte_2-SEAAD,L2/3,True
Br1139,6777.016212,3017.661576,Microglia-PVM,Micro-PVM_2_1-SEAAD,L2/3,True
Br1139,6770.947204,2982.607548,Endothelial,Endo_2,L2/3,True
Br1139,6807.701156,2882.902592,OPC,OPC_2_1-SEAAD,L2/3,True
Br1139,6795.240224,2888.66556,Microglia-PVM,Micro-PVM_2_1-SEAAD,L2/3,True
Br1139,6819.414164,2886.608568,Lamp5,Lamp5_3,L2/3,True
Br1139,6810.863184,2900.047072,Sst,Sst_10,L2/3,True
Br1139,6789.536676,3008.923588,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,6808.449208,2978.816556,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,6796.583268,2937.481056,Vip,Vip_1,L2/3,True
Br1139,6817.569676,2912.185076,Microglia-PVM,Micro-PVM_2_1-SEAAD,L2/3,True
Br1139,6817.637704,2904.382028,Microglia-PVM,Micro-PVM_2_1-SEAAD,L2/3,True
Br1139,6780.960172,2918.857544,Astrocyte,Astro_2,L2/3,True
Br1139,6772.39222,2941.663052,Microglia-PVM,Micro-PVM_3-SEAAD,L2/3,True
Br1139,6783.263704,2934.506076,Microglia-PVM,Micro-PVM_2_3-SEAAD,L2/3,True
Br1139,6793.769752,3126.861092,Astrocyte,Astro_6-SEAAD,L2/3,True
Br1139,6806.03528,3164.677572,Astrocyte,Astro_2,L2/3,True
Br1139,6808.024248,3177.954568,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,6791.330184,3234.794032,L2/3 IT,L2/3 IT_12,L2/3,True
Br1139,6801.972116,3213.110596,Pvalb,Pvalb_5,L2/3,False
Br1139,6793.863124,3194.342576,Microglia-PVM,Micro-PVM_3-SEAAD,L2/3,True
Br1139,6802.11676,3192.149568,Microglia-PVM,Micro-PVM_2_3-SEAAD,L2/3,True
Br1139,6881.93166,3122.28806,L2/3 IT,L2/3 IT_2,L2/3,True
Br1139,6867.294712,3156.288052,Endothelial,Endo_2,L2/3,True
Br1139,6861.795196,3140.503584,Endothelial,Endo_2,L2/3,True
Br1139,6820.714632,3221.500072,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,6819.057256,3123.554564,Unassigned,Unassigned,L2/3,False
Br1139,6824.633144,3204.45758,Astrocyte,Astro_5,L2/3,True
Br1139,6821.68366,3191.087056,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,6821.9472,3162.059568,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,6984.81562,3311.625588,Endothelial,Endo_2,L2/3,True
Br1139,6994.42924,3332.365548,L2/3 IT,L2/3 IT_7,L2/3,True
Br1139,6987.756732,3320.261592,Endothelial,Endo_2,L2/3,True
Br1139,7023.235728,3357.08356,Vip,Vip_18,L2/3,True
Br1139,7025.292676,3366.969104,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,6890.312688,3353.49656,Chandelier,Chandelier_2,L2/3,True
Br1139,6901.481748,3352.6891,Vip,Vip_1,L2/3,True
Br1139,6897.469732,3361.860544,L2/3 IT,L2/3 IT_12,L2/3,True
Br1139,6928.197184,3325.982056,L2/3 IT,L2/3 IT_8,L2/3,True
Br1139,6931.843696,3317.125052,L2/3 IT,L2/3 IT_12,L2/3,False
Br1139,6920.742764,3207.424052,Vip,Vip_13,L2/3,True
Br1139,6979.350184,3213.093596,L2/3 IT,L2/3 IT_7,L2/3,True
Br1139,6927.245164,3222.987576,OPC,OPC_2_1-SEAAD,L2/3,True
Br1139,6911.596696,3217.590064,Chandelier,Chandelier_2,L2/3,True
Br1139,6929.157688,3215.456552,OPC,OPC_2_1-SEAAD,L2/3,True
Br1139,6959.715304,3285.403048,Unassigned,Unassigned,L2/3,False
Br1139,6998.34774,3299.530048,Astrocyte,Astro_2,L2/3,True
Br1139,6986.983196,3296.155576,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,6983.812688,3287.621596,Sst,Sst_20,L2/3,True
Br1139,6935.464652,3289.636072,Endothelial,Endo_2,L2/3,True
Br1139,6953.272176,3239.817548,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,6963.463748,3262.71658,L2/3 IT,L2/3 IT_8,L2/3,True
Br1139,7055.578168,3259.146548,OPC,OPC_2_1-SEAAD,L2/3,True
Br1139,6995.814692,3250.884584,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,6916.849692,3270.655556,Astrocyte,Astro_2,L2/3,True
Br1139,6944.355696,3260.226052,Vip,Vip_13,L2/3,True
Br1139,6944.32166,3243.158072,Microglia-PVM,Micro-PVM_3-SEAAD,L2/3,True
Br1139,6923.581664,3236.519584,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,6845.755716,3180.632064,Sst,Sst_20,L2/3,True
Br1139,6876.908176,3218.457084,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,6844.659156,3215.839068,L2/3 IT,L2/3 IT_8,L2/3,True
Br1139,6871.81672,3205.8941,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,6845.228636,3353.989568,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,6846.418716,3312.441552,Microglia-PVM,Monocyte,L2/3,True
Br1139,6866.172684,3350.385568,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,6856.040728,3366.63754,Astrocyte,Astro_2,L2/3,True
Br1139,6846.792672,3362.149576,L2/3 IT,L2/3 IT_8,L2/3,True
Br1139,6814.875232,3328.872076,Vip,Vip_19,L2/3,True
Br1139,6837.017628,3314.881088,Microglia-PVM,Micro-PVM_2_3-SEAAD,L2/3,True
Br1139,6879.19464,3255.381036,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,6866.283188,3276.367536,Chandelier,Chandelier_2,L2/3,True
Br1139,6870.711612,3271.981584,Chandelier,Chandelier_2,L2/3,True
Br1139,6887.456748,2953.920044,Microglia-PVM,Micro-PVM_2_1-SEAAD,L2/3,True
Br1139,6874.596208,2975.697056,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,6864.336676,2957.30308,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,6891.043692,2984.477564,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,6865.025192,3101.369576,Endothelial,Endo_2,L2/3,True
Br1139,6868.450724,3091.093052,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,6857.519776,3078.870104,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,6885.476188,2997.7631,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,6852.17328,2987.274068,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,6937.385596,2956.66558,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,6917.062224,3034.245088,Lamp5,Lamp5_2,L2/3,True
Br1139,6909.199652,3016.148552,Astrocyte,Astro_2,L2/3,True
Br1139,6924.219188,2974.42208,Pax6,Pax6_1,L2/3,True
Br1139,6910.97626,2971.795596,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,6932.345172,2961.323564,L2/3 IT,L2/3 IT_6,L2/3,False
Br1139,6799.59216,3043.603564,Astrocyte,Astro_2,L2/3,True
Br1139,6804.122664,3054.891568,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,6823.630276,3028.218556,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,6816.056696,3026.068064,Microglia-PVM,Micro-PVM_2_3-SEAAD,L2/3,True
Br1139,6824.871152,3061.173056,L2/3 IT,L2/3 IT_2,L2/3,True
Br1139,6822.312692,3052.724104,Astrocyte,Astro_5,L2/3,True
Br1139,6825.908236,3069.970592,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,6817.510164,3093.022588,L2/3 IT,L2/3 IT_2,L2/3,False
Br1139,6810.701788,3079.26956,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,6802.958204,3066.290064,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,6804.318188,3091.271584,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,6791.2282,3075.640088,Sst,Sst_20,L2/3,True
Br1139,6943.522704,3026.977576,Astrocyte,Astro_5,L2/3,True
Br1139,6954.173192,3019.948024,Endothelial,Endo_2,L2/3,True
Br1139,6950.688204,3010.759568,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,6942.009768,3011.099544,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,6928.01024,3144.498556,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,6950.263184,3130.329096,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,6905.86772,3183.794092,Endothelial,Endo_1,L2/3,True
Br1139,6934.988688,3164.125056,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,6928.375772,3036.829056,Astrocyte,Astro_5,L2/3,True
Br1139,6940.335196,3042.396572,Astrocyte,Astro_2,L2/3,True
Br1139,6935.082176,3046.451068,Astrocyte,Astro_2,L2/3,True
Br1139,6519.57668,2532.01404,VLMC,Pericyte_2-SEAAD,L2/3,False
Br1139,6649.856168,2533.748032,OPC,OPC_2_1-SEAAD,L1,True
Br1139,6650.017728,2540.199516,OPC,OPC_2_2-SEAAD,L1,True
Br1139,6531.14522,2582.427536,Astrocyte,Astro_5,L2/3,True
Br1139,6509.512632,2625.607572,Pax6,Pax6_2,L2/3,True
Br1139,6523.954236,2612.220064,Vip,Vip_16,L2/3,True
Br1139,6516.414664,2586.28652,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,6595.048204,2594.608028,Astrocyte,Astro_5,L2/3,True
Br1139,6675.194616,2619.37704,Endothelial,Endo_2,L1,True
Br1139,6600.131168,2576.690016,Endothelial,Endo_2,L1,True
Br1139,6650.306704,2566.719536,Oligodendrocyte,Oligo_2_1-SEAAD,L1,True
Br1139,6521.149256,2562.809516,OPC,OPC_2_1-SEAAD,L2/3,True
Br1139,6520.851672,2577.965028,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,6513.89876,2573.638516,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,6636.87664,2545.274032,OPC,OPC_2_1-SEAAD,L1,True
Br1139,6671.361244,2559.401028,Lamp5,Lamp5_3,L1,True
Br1139,6653.7153,2552.78804,Endothelial,Endo_3,L1,True
Br1139,6650.187676,2545.724532,VLMC,Pericyte_1,L1,True
Br1139,6566.301212,1862.273548,VLMC,SMC-SEAAD,Vascular,True
Br1139,6564.091224,2462.841048,Oligodendrocyte,Oligo_4,L1,True
Br1139,6562.17874,2418.054536,Astrocyte,Astro_5,L1,True
Br1139,6563.079688,2270.435028,Astrocyte,Astro_5,L2/3,True
Br1139,6564.320696,1924.978044,VLMC,SMC-SEAAD,Vascular,True
Br1139,6850.192688,2664.988072,OPC,OPC_2_1-SEAAD,L1,True
Br1139,6857.81714,2744.055076,OPC,OPC_2_1-SEAAD,L1,True
Br1139,6856.907712,2715.792588,Microglia-PVM,Micro-PVM_2_1-SEAAD,L1,True
Br1139,6869.895732,2676.888044,Microglia-PVM,Micro-PVM_2_1-SEAAD,L1,True
Br1139,6856.066204,2667.699556,Sncg,Sncg_5,L1,True
Br1139,6849.0622,2847.321592,Microglia-PVM,Micro-PVM_2_1-SEAAD,L1,True
Br1139,6888.051692,2921.79856,Astrocyte,Astro_5,L2/3,True
Br1139,6868.272176,2895.278556,Oligodendrocyte,Oligo_4,L2/3,True
Br1139,6953.918232,2841.065568,Oligodendrocyte,Oligo_4,L1,True
Br1139,6969.362648,3000.304552,L2/3 IT,L2/3 IT_6,L2/3,True
Br1139,6964.3307,2881.423564,Lamp5,Lamp5_5,L1,True
Br1139,6957.938724,2890.87554,Astrocyte,Astro_5,L2/3,True
Br1139,7042.632652,2705.958056,Lamp5,Lamp5_4,L2/3,True
Br1139,6999.733232,2866.95658,Sncg,Sncg_6,L1,True
Br1139,6998.976708,2854.93756,Microglia-PVM,Micro-PVM_2_1-SEAAD,L1,True
Br1139,7045.692744,2718.308576,Lamp5,Lamp5_5,L2/3,True
Br1139,7052.8073,2712.027068,OPC,OPC_2_1-SEAAD,L2/3,True
Br1139,6793.531684,2618.272076,Astrocyte,Astro_5,L1,True
Br1139,6694.608632,2613.17204,Sncg,Sncg_5,L1,True
Br1139,6762.948796,2626.372544,Astrocyte,Astro_5,L1,True
Br1139,6690.197132,2624.791552,Microglia-PVM,Micro-PVM_2_1-SEAAD,L1,True
Br1139,6780.926236,2583.294532,Astrocyte,Astro_5,L1,True
Br1139,6696.997232,2602.683036,Astrocyte,Astro_5,L1,True
Br1139,6825.72968,2592.704028,Microglia-PVM,Micro-PVM_2_1-SEAAD,L1,True
Br1139,6821.85372,2584.884028,Microglia-PVM,Micro-PVM_2_1-SEAAD,L1,True
Br1139,6793.081284,2592.338544,Pax6,Pax6_1,L1,True
Br1139,6798.631752,2627.231092,Astrocyte,Astro_5,L1,True
Br1139,6824.004228,2612.126556,Astrocyte,Astro_5,L1,True
Br1139,6821.734728,2667.86958,Microglia-PVM,Micro-PVM_2_1-SEAAD,L1,True
Br1139,6845.067208,2755.929576,Lamp5,Lamp5_6,L1,True
Br1139,6808.304812,2749.172064,Astrocyte,Astro_4,L1,True
Br1139,6803.136688,2636.649068,Astrocyte,Astro_5,L1,True
Br1139,6767.2752,2566.51554,Astrocyte,Astro_4,L1,True
Br1139,6726.747208,2541.406548,Astrocyte,Astro_5,L1,True
Br1139,6717.6862,2539.298536,Astrocyte,Astro_4,L1,True
Br1139,6760.75572,2559.681524,Astrocyte,Astro_4,L1,True
Br1139,6789.069192,2703.306088,Astrocyte,Astro_5,L1,True
Br1139,6771.448776,2837.104584,Astrocyte,Astro_2,L2/3,True
Br1139,6781.538188,2708.975536,Astrocyte,Astro_4,L1,True
Br1139,6902.493116,2545.04452,Microglia-PVM,Micro-PVM_2_1-SEAAD,Vascular,False
Br1139,6999.920244,2536.646512,VLMC,Pericyte_2-SEAAD,Vascular,True
Br1139,6920.878668,2537.335044,Oligodendrocyte,Oligo_3,Vascular,True
Br1139,7038.331768,2569.082528,Astrocyte,Astro_5,Vascular,True
Br1139,7053.699728,2636.589568,OPC,OPC_2_1-SEAAD,L2/3,True
Br1139,7039.198756,2617.62606,Microglia-PVM,Monocyte,Vascular,True
Br1139,7013.911196,2578.262532,VLMC,Pericyte_2-SEAAD,Vascular,True
Br1139,6992.482676,2589.32104,VLMC,Pericyte_2-SEAAD,Vascular,True
Br1139,7006.295192,2565.096024,VLMC,Pericyte_2-SEAAD,Vascular,True
Br1139,7004.612196,2575.143028,VLMC,Pericyte_2-SEAAD,Vascular,True
Br1139,6999.43566,2585.887028,VLMC,Pericyte_2-SEAAD,Vascular,True
Br1139,7015.160672,2540.862536,VLMC,Pericyte_2-SEAAD,Vascular,True
Br1139,7019.18116,2552.864524,VLMC,Pericyte_2-SEAAD,Vascular,True
Br1139,7029.032688,2550.476016,VLMC,Pericyte_2-SEAAD,Vascular,True
Br1139,7050.223224,2538.729048,VLMC,Pericyte_2-SEAAD,Vascular,True
Br1139,7025.284272,2538.720512,VLMC,Pericyte_2-SEAAD,Vascular,True
Br1139,7039.241108,2534.52154,VLMC,Pericyte_2-SEAAD,Vascular,True
Br1139,4273.893632,2562.418544,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,4244.12662,2618.858556,Lamp5,Lamp5_2,L4,True
Br1139,4262.85202,2577.149028,L2/3 IT,L2/3 IT_2,L2/3,True
Br1139,4243.021664,2565.699524,Astrocyte,Astro_2,L2/3,True
Br1139,4248.47864,2681.180604,L5 IT,L5 IT_6,L4,True
Br1139,4242.86868,2669.53558,L5 IT,L5 IT_6,L4,True
Br1139,4283.362536,2716.311064,L5/6 NP,L5/6 NP_3,L4,True
Br1139,4271.284136,2721.258096,L5 IT,L5 IT_6,L4,True
Br1139,4286.745636,2665.58312,Pvalb,Pvalb_15,L4,True
Br1139,4258.857064,2654.728528,L4 IT,L4 IT_3,L4,True
Br1139,4262.503664,2686.042544,L6 IT,L6 IT_2,L4,True
Br1139,4263.396144,2665.098564,L5 IT,L5 IT_6,L4,True
Br1139,4415.393092,2551.130524,Endothelial,Endo_2,L2/3,True
Br1139,4476.46556,2543.948028,L2/3 IT,L2/3 IT_12,L2/3,True
Br1139,4596.094636,2558.96752,Microglia-PVM,Micro-PVM_3-SEAAD,L2/3,True
Br1139,4617.650584,2564.968532,VLMC,Pericyte_1,L2/3,True
Br1139,4601.704564,2642.165596,L2/3 IT,L2/3 IT_1,L2/3,True
Br1139,4613.358116,2575.31304,L2/3 IT,L2/3 IT_5,L2/3,True
Br1139,4595.134004,2588.53052,Endothelial,Endo_2,L2/3,True
Br1139,4599.520072,2596.537512,Endothelial,Endo_2,L2/3,True
Br1139,4454.807588,2611.50606,L5 IT,L5 IT_6,L2/3,True
Br1139,4559.663568,2640.882072,L6 IT,L6 IT_2,L2/3,True
Br1139,4557.86152,2629.823608,Unassigned,Unassigned,L2/3,False
Br1139,4497.613544,2641.409052,Vip,Vip_18,L2/3,True
Br1139,4461.437576,2620.065548,Astrocyte,Astro_4,L2/3,True
Br1139,4437.161604,2584.493024,Oligodendrocyte,Oligo_4,L2/3,True
Br1139,4424.530608,2655.50208,L5 IT,L5 IT_1,L2/3,True
Br1139,4432.665092,2596.42704,OPC,OPC_2_1-SEAAD,L2/3,True
Br1139,4439.703156,2604.544556,L5 IT,L5 IT_6,L2/3,True
Br1139,4446.88564,2606.56754,L5 IT,L5 IT_6,L2/3,True
Br1139,4449.469576,2581.297052,Astrocyte,Astro_2,L2/3,True
Br1139,4312.237052,2535.55854,L2/3 IT,L2/3 IT_13,L2/3,True
Br1139,4320.550096,2547.69654,L2/3 IT,L2/3 IT_8,L2/3,True
Br1139,4330.316656,2545.809524,L2/3 IT,L2/3 IT_2,L2/3,True
Br1139,4313.877684,2566.286024,Endothelial,Endo_1,L2/3,True
Br1139,4382.200596,2597.251516,Astrocyte,Astro_2,L2/3,True
Br1139,4388.915556,2588.64102,Astrocyte,Astro_2,L2/3,True
Br1139,4390.267096,2576.171528,Sst,Sst_3,L2/3,True
Br1139,4404.29214,2615.73906,Microglia-PVM,Micro-PVM_2_1-SEAAD,L2/3,True
Br1139,4398.41004,2626.364076,Endothelial,Endo_1,L2/3,True
Br1139,4374.006572,2644.588088,Endothelial,Endo_2,L2/3,True
Br1139,4361.707052,2626.65308,Unassigned,Unassigned,L2/3,False
Br1139,4429.052612,2669.246564,Astrocyte,Astro_5,L2/3,True
Br1139,4295.492072,2672.536104,Unassigned,Unassigned,L4,False
Br1139,4357.414572,2675.970056,Oligodendrocyte,Oligo_2_1-SEAAD,L2/3,True
Br1139,4463.92812,2667.988568,Endothelial,Endo_2,L2/3,True
Br1139,4396.021616,2704.028596,Unassigned,Unassigned,L2/3,False
Br1139,4461.208056,2724.573048,L6 IT,L6 IT_2,L2/3,False
Br1139,4404.615164,2717.492572,L2/3 IT,L2/3 IT_7,L2/3,True
Br1139,4395.80912,2684.75056,Astrocyte,Astro_2,L2/3,True
Br1139,4368.090556,2722.932564,L5 IT,L5 IT_7,L2/3,True
Br1139,4346.40712,2723.859072,L6 IT,L6 IT_2,L4,False
Br1139,4380.381604,2718.623064,Astrocyte,Astro_5,L2/3,False
Br1139,4379.565688,2706.060076,Unassigned,Unassigned,L2/3,False
Br1139,4313.104152,2706.170568,L5 IT,L5 IT_6,L4,True
Br1139,4329.509044,2707.080076,Microglia-PVM,Micro-PVM_2_3-SEAAD,L4,True
Br1139,4305.148132,2741.199048,Endothelial,Endo_2,L4,True
Br1139,4312.840616,2737.144576,Microglia-PVM,Micro-PVM_2_1-SEAAD,L4,True
Br1139,4300.643136,2725.83106,Oligodendrocyte,Oligo_3,L4,True
Br1139,4608.258184,2635.578048,Microglia-PVM,Micro-PVM_2_1-SEAAD,L2/3,True
Br1139,4606.889604,2548.521024,Endothelial,Endo_2,L2/3,True
Br1139,4620.4981,2581.195028,L5 IT,L5 IT_6,L2/3,True
Br1139,4623.660052,2660.51706,Sst,Sst_22,L2/3,True
Br1139,4598.738104,2684.716596,Astrocyte,Astro_2,L2/3,True
