"","CellType","estimate","padj","neglogP","sig_label","Cohort","pval","se","n"
"101","Lamp5_2",0.0224612055215013,0.930074742383669,0.0314821494025397,"","MtSinai",0.898778439897494,0.175346055530496,35
"102","Vip_11",-0.0307649303968346,0.930074742383669,0.0314821494025397,"","MtSinai",0.907442385424653,0.262772671956039,35
"103","Vip_23",0.0248579487002626,0.930074742383669,0.0314821494025397,"","MtSinai",0.912359033004933,0.224284986619914,35
"104","Vip_13",-0.0229915564980253,0.941777612603344,0.0260516375696527,"","MtSinai",0.932808302007122,0.270814424441304,35
"105","Sncg_1",-0.0189704289931328,0.946892856127227,0.0236991599885278,"","MtSinai",0.946892856127227,0.28284242327189,35
"106","L5/6 NP_6",1.00451094215242,0.154664226336808,0.810610126514906,"+","McLean",0.00276669862924398,0.310117966514861,32
"107","Pvalb_7",0.650935125950395,0.154664226336808,0.810610126514906,"+","McLean",0.00289092011844501,0.201998359824156,32
"108","L5/6 NP_2",0.864075382971012,0.288504229912853,0.539847815040853,".","McLean",0.00808890364241644,0.306223937064901,32
"109","Pvalb_14",0.437838876280397,0.426511123272095,0.370069638089193,".","McLean",0.0183385845648844,0.1762678756321,32
"110","L6b_3",1.0881734271436,0.426511123272095,0.370069638089193,".","McLean",0.019930426321126,0.444446960577535,32
"111","Lamp5_1",0.801360604090741,0.571047816006349,0.243327525102204,".","McLean",0.0320213728601691,0.357657095025376,32
"112","L2/3 IT_3",-0.595115952328718,0.572333741960951,0.242350649486546,".","McLean",0.037442394333894,0.274263319388275,32
"113","Sst Chodl_2",0.604024919734652,0.599476154997601,0.222228086891934,"","McLean",0.0543268844995309,0.302544417886709,32
"114","L6b_1",0.743409068308614,0.599476154997601,0.222228086891934,"","McLean",0.0580460437263134,0.378362728891431,32
"115","L6 CT_1",0.512307578582732,0.599476154997601,0.222228086891934,"","McLean",0.0643773975472631,0.267562049281546,32
"116","Sst_2",-0.31688208751429,0.599476154997601,0.222228086891934,"","McLean",0.0692624690795977,0.168651514305922,32
"117","Pvalb_1",0.365300192171784,0.599476154997601,0.222228086891934,"","McLean",0.069841817485843,0.194845981436802,32
"118","L5/6 NP_4",0.669395208355466,0.599476154997601,0.222228086891934,"","McLean",0.0779758889277213,0.367777080058829,32
"119","Sst Chodl_1",0.39101296306242,0.599476154997601,0.222228086891934,"","McLean",0.0784361324295927,0.215177555544944,32
"120","Pax6_4",0.400512671791469,0.63574603923178,0.196716336846537,"","McLean",0.0891232765278196,0.228531463819786,32
"121","L4 IT_2",-0.212313743199306,0.658441564420875,0.181482761895312,"","McLean",0.121121705427809,0.133378649444672,32
"122","Sst_5",-0.407127048191808,0.658441564420875,0.181482761895312,"","McLean",0.121172385533515,0.255799429368839,32
"123","L4 IT_1",-0.220214311066167,0.658441564420875,0.181482761895312,"","McLean",0.121899632185524,0.138642048879223,32
"124","L6 IT_1",0.349435444340542,0.658441564420875,0.181482761895312,"","McLean",0.125549301510337,0.222225752073191,32
"125","Sncg_6",-0.409282502233801,0.658441564420875,0.181482761895312,"","McLean",0.127302057159609,0.261536165749534,32
"126","Vip_4",-0.24365139915656,0.658441564420875,0.181482761895312,"","McLean",0.131185190978073,0.157340717947931,32
"127","L5 ET_1",0.539016527968317,0.658441564420875,0.181482761895312,"","McLean",0.135380508572516,0.351994373681091,32
"128","Sncg_2",0.480752391098416,0.665201254155382,0.177046940642764,"","McLean",0.150276659638989,0.326287523737915,32
"129","L6 IT Car3_1",0.733860080802019,0.665201254155382,0.177046940642764,"","McLean",0.155227413493527,0.504312363281979,32
"130","Vip_2",-0.326733483521504,0.665201254155382,0.177046940642764,"","McLean",0.157554319419016,0.225838045469092,32
"131","L6 IT Car3_3",0.207543443184725,0.665201254155382,0.177046940642764,"","McLean",0.161637687925607,0.144908523242589,32
"132","Vip_12",-0.395856210302639,0.744968870053543,0.127861874696586,"","McLean",0.187982798985473,0.294339764625892,32
"133","L2/3 IT_2",0.544424519068147,0.767662231123488,0.114829826096498,"","McLean",0.206198934996351,0.422064813478788,32
"134","Sst_12",-0.371898429636611,0.767662231123488,0.114829826096498,"","McLean",0.21027928357745,0.290977035049822,32
"135","L2/3 IT_7",0.524050693787428,0.767662231123488,0.114829826096498,"","McLean",0.216249733272237,0.415538068537692,32
"136","Sst_25",-0.390488636691695,0.767662231123488,0.114829826096498,"","McLean",0.224112664243016,0.31508155767407,32
"137","Pvalb_9",0.196972479511599,0.767662231123488,0.114829826096498,"","McLean",0.230736148827826,0.161268836982791,32
"138","Pvalb_5",-0.243459631484312,0.767662231123488,0.114829826096498,"","McLean",0.236755641374534,0.201970259152268,32
"139","Sst_10",0.208135184284434,0.780034331684626,0.10788628226713,"","McLean",0.247861376423152,0.176875638385061,32
"140","Sst_20",-0.31549936210366,0.791152398231767,0.101739851096403,"","McLean",0.258788167645905,0.27448862773373,32
"141","Sst_22",-0.361737057312301,0.804874539421352,0.0942718104189343,"","McLean",0.275149698516774,0.325884880640534,32
"142","L6 IT Car3_2",0.598569771031564,0.804874539421352,0.0942718104189343,"","McLean",0.299660258954839,0.567895044178291,32
"143","Vip_1",-0.145154825630747,0.804874539421352,0.0942718104189343,"","McLean",0.300623103843141,0.137995376109985,32
"144","Vip_16",0.312948862220478,0.804874539421352,0.0942718104189343,"","McLean",0.307071075523594,0.301573819664825,32
"145","Sst_1",0.224341489372529,0.804874539421352,0.0942718104189343,"","McLean",0.309244029902636,0.217176277909658,32
"146","Lamp5_Lhx6_1",0.135864105401948,0.804874539421352,0.0942718104189343,"","McLean",0.316264316883801,0.133477787234205,32
"147","Pvalb_15",0.110770189152548,0.804874539421352,0.0942718104189343,"","McLean",0.329204119779914,0.1118200664178,32
"148","L6 IT_2",0.168590754344409,0.804874539421352,0.0942718104189343,"","McLean",0.334768108220033,0.172187689843379,32
"149","L5 IT_3",0.143693481097593,0.804874539421352,0.0942718104189343,"","McLean",0.359580461044137,0.154620922834206,32
"150","L5/6 NP_1",-0.141633610681381,0.804874539421352,0.0942718104189343,"","McLean",0.362724700482593,0.1534187310187,32
"151","Vip_21",0.257625725866282,0.804874539421352,0.0942718104189343,"","McLean",0.36475526256382,0.280261350870766,32
"152","L2/3 IT_5",-0.123370284331375,0.804874539421352,0.0942718104189343,"","McLean",0.367939918744895,0.135116121435768,32
"153","Vip_5",0.16967635885306,0.804874539421352,0.0942718104189343,"","McLean",0.371123645779846,0.187086693936502,32
"154","Lamp5_4",0.183376849130637,0.804874539421352,0.0942718104189343,"","McLean",0.378213298899264,0.205254213150901,32
"155","L4 IT_4",-0.162493773512206,0.804874539421352,0.0942718104189343,"","McLean",0.380416783773615,0.182732768001366,32
"156","Pvalb_10",0.22059465590585,0.804874539421352,0.0942718104189343,"","McLean",0.388171928180548,0.252198629759954,32
"157","L6 CT_2",0.161927557326413,0.804874539421352,0.0942718104189343,"","McLean",0.39415058764208,0.187505051416047,32
"158","Pvalb_6",0.125903159769572,0.804874539421352,0.0942718104189343,"","McLean",0.402376787289111,0.148383893739766,32
"159","Vip_19",0.118950338592439,0.804874539421352,0.0942718104189343,"","McLean",0.41627561512975,0.144457775878972,32
"160","Pax6_2",0.175013947625738,0.804874539421352,0.0942718104189343,"","McLean",0.422444998348953,0.2154111685756,32
"161","Pvalb_8",0.191435530801562,0.804874539421352,0.0942718104189343,"","McLean",0.428298330380659,0.238651600503636,32
"162","L6b_2",0.204768277706158,0.804874539421352,0.0942718104189343,"","McLean",0.436229518051087,0.259752372239169,32
"163","Pvalb_12",-0.200718220265413,0.804874539421352,0.0942718104189343,"","McLean",0.436287133518116,0.254647080302716,32
"164","L6 CT_3",0.159778194010746,0.810578095027117,0.0912051367618439,"","McLean",0.448661390856292,0.208332403680477,32
"165","Sncg_4",-0.148180806472176,0.810578095027117,0.0912051367618439,"","McLean",0.459452367270045,0.197927361571321,32
"166","L5 IT_5",-0.122504815010997,0.810578095027117,0.0912051367618439,"","McLean",0.467103112259014,0.166479101445853,32
"167","Pvalb_3",0.143872235042588,0.810578095027117,0.0912051367618439,"","McLean",0.469680765342815,0.196662257043958,32
"168","Sst_7",0.142107286149677,0.814728563517648,0.0889870575194256,"","McLean",0.48056819294609,0.199138205098772,32
"169","L5 IT_1",-0.0980756601296683,0.814728563517648,0.0889870575194256,"","McLean",0.487314280982519,0.139589580294601,32
"170","Vip_9",-0.12229618602018,0.853972793109641,0.0685559653655287,"","McLean",0.518768519178754,0.187469742947745,32
"171","Vip_11",-0.108944111633861,0.856904341228169,0.0670676569513757,"","McLean",0.535002797961979,0.173736262832881,32
"172","Sncg_8",-0.147643348616355,0.856904341228169,0.0670676569513757,"","McLean",0.53739876462353,0.236847452972727,32
"173","Vip_23",-0.105513445134755,0.856904341228169,0.0670676569513757,"","McLean",0.544775775357126,0.172396367228063,32
"174","Chandelier_1",0.0988632295112491,0.856904341228169,0.0670676569513757,"","McLean",0.558961328513754,0.167429756096274,32
"175","Lamp5_5",-0.104987454477305,0.856904341228169,0.0670676569513757,"","McLean",0.56059162510254,0.178545349468121,32
"176","L6b_4",0.123950140830917,0.864723848765062,0.063122563177449,"","McLean",0.57738702295374,0.220208374549585,32
"177","Vip_6",-0.13884784963467,0.864723848765062,0.063122563177449,"","McLean",0.581870253374621,0.249624079470951,32
"178","L2/3 IT_12",-0.184516087326057,0.871602189322968,0.0596816875472942,"","McLean",0.594644484304455,0.343337700821257,32
"179","L4 IT_3",0.133012428700709,0.879107807183609,0.055957863044541,"","McLean",0.607981100295206,0.256787455117199,32
"180","Pvalb_2",0.0639911256615446,0.933820118678646,0.0297367736510937,"","McLean",0.654546812157929,0.141692555788398,32
"181","Vip_14",0.142778210233011,0.934784861566345,0.029288329432824,"","McLean",0.669781346351292,0.331767870826353,32
"182","L2/3 IT_10",-0.136334083220949,0.934784861566345,0.029288329432824,"","McLean",0.692576629087162,0.34177167279001,32
"183","Vip_18",-0.103425258079614,0.934784861566345,0.029288329432824,"","McLean",0.695926086980559,0.262289461773458,32
"184","Sst_19",-0.060084350064835,0.934784861566345,0.029288329432824,"","McLean",0.704011539742836,0.156763677907207,32
"185","Sncg_1",-0.0927015154628571,0.934784861566345,0.029288329432824,"","McLean",0.705517806554141,0.243164965296833,32
"186","Sst_11",0.109465348451281,0.934784861566345,0.029288329432824,"","McLean",0.70764087651284,0.289329855836945,32
"187","L2/3 IT_13",0.0836429780022235,0.941342344076579,0.0262524051543371,"","McLean",0.729442413722928,0.239756045776036,32
"188","Sst_3",-0.0478934716277666,0.941342344076579,0.0262524051543371,"","McLean",0.730963951687603,0.13809241133202,32
"189","Sst_9",-0.0553261005166537,0.941342344076579,0.0262524051543371,"","McLean",0.738997728060118,0.16463751275942,32
"190","Sst_4",-0.0683586159033805,0.942042281165462,0.0259296045693669,"","McLean",0.761263044334787,0.223108144589354,32
"191","Chandelier_2",0.0937045093462189,0.942042281165462,0.0259296045693669,"","McLean",0.769640783324973,0.317312679275827,32
"192","Sst_13",0.047810846687132,0.942042281165462,0.0259296045693669,"","McLean",0.77161861265216,0.163347052406224,32
"193","L6b_5",0.111295652240674,0.942042281165462,0.0259296045693669,"","McLean",0.777884324817121,0.391287226703951,32
"194","L2/3 IT_8",0.0971211320189516,0.942042281165462,0.0259296045693669,"","McLean",0.797279786694983,0.375001735365962,32
"195","Pvalb_13",0.0502450238108764,0.942042281165462,0.0259296045693669,"","McLean",0.823789734431899,0.223826684080197,32
"196","L6b_6",0.0370649617846228,0.942042281165462,0.0259296045693669,"","McLean",0.832966787519938,0.174339287735752,32
"197","L5 IT_2",0.0288442744087401,0.942042281165462,0.0259296045693669,"","McLean",0.83563467198707,0.137908709279783,32
"198","Lamp5_6",-0.0430948042258608,0.942042281165462,0.0259296045693669,"","McLean",0.84351506320119,0.216572006201575,32
"199","Lamp5_3",-0.0407140163141979,0.942042281165462,0.0259296045693669,"","McLean",0.843718904821143,0.204877938529109,32
"200","L5 IT_6",0.0404045140564058,0.942042281165462,0.0259296045693669,"","McLean",0.84768036617249,0.208679698959287,32
"201","L2/3 IT_6",-0.0446541038079678,0.942042281165462,0.0259296045693669,"","McLean",0.848190988646458,0.231413600605268,32
"202","Pax6_3",-0.0404158670639079,0.942042281165462,0.0259296045693669,"","McLean",0.854000946477101,0.217889750063406,32
"203","Sncg_3",-0.0352557616527316,0.952026504677171,0.0213509605705614,"","McLean",0.877567974736606,0.227056912313869,32
"204","Sncg_5",0.0314309630083602,0.952026504677171,0.0213509605705614,"","McLean",0.880846952925606,0.208040389726169,32
"205","Vip_13",-0.0242131739527595,0.965577576483293,0.0152128283732662,"","McLean",0.902408949984386,0.195929009903083,32
"206","Pax6_1",-0.0196967834926284,0.970462769682794,0.0130211209984065,"","McLean",0.917975182851247,0.189776370582796,32
"207","Lamp5_2",-0.0106823440702634,0.970462769682794,0.0130211209984065,"","McLean",0.933824121252735,0.127655585736975,32
"208","Vip_15",0.0107101354015889,0.970462769682794,0.0130211209984065,"","McLean",0.940236964891711,0.141752831571363,32
"209","L5 IT_7",0.0199039991165661,0.970462769682794,0.0130211209984065,"","McLean",0.943253533149632,0.277467994727545,32
"210","L2/3 IT_1",0.0104665838934049,0.972522429903413,0.012100373476859,"","McLean",0.954344440559424,0.181408715645774,32
"211","L5 ET_2",0.00769519853557821,0.978614837891749,0.00938820369394579,"","McLean",0.96946890482734,0.199508602051676,32
"212","Sst_23",0.000495506598183836,0.998325535899168,0.000727820043603586,"","McLean",0.998325535899168,0.234297921218874,32
"213","L6 CT_2",0.914078469348414,0.254922599279274,0.59359166195237,".","Batiuk",0.00332216077462636,0.256207606919841,15
"214","Sncg_2",1.55709793367933,0.254922599279274,0.59359166195237,".","Batiuk",0.00467747888585823,0.459131851340789,15
"215","L6b_5",1.11933103594028,0.429294433252527,0.367244743068161,".","Batiuk",0.011815443117042,0.384035161188745,15
"216","Lamp5_3",-0.880201859926784,0.48312818384029,0.315937626704559,".","Batiuk",0.0177294746363409,0.325448931802976,15
"217","L5/6 NP_6",-1.48927502772916,0.49398392180472,0.306287186268911,".","Batiuk",0.022659812926822,0.577999137726874,15
"218","L6b_1",1.88774193130067,0.518424031541383,0.28531487495399,".","Batiuk",0.0285371026536541,0.768814087487832,15
"219","L6 IT Car3_3",0.574627240150893,0.738841772429596,0.13144855851764,".","Batiuk",0.0474485541927263,0.263144469632029,15
"220","Sst_23",-0.590020132777517,0.784878455541097,0.105197591885018,"","Batiuk",0.0842751681176058,0.316247746064955,15
"221","Pvalb_2",-0.38456301472989,0.784878455541097,0.105197591885018,"","Batiuk",0.0857580088616685,0.207223747880863,15
"222","L6 IT_2",0.61809554136499,0.784878455541097,0.105197591885018,"","Batiuk",0.086122957143482,0.333497693680454,15
"223","Sncg_4",-0.536616785275535,0.784878455541097,0.105197591885018,"","Batiuk",0.0883206081825236,0.291793401695351,15
"224","Vip_21",-0.57846305940651,0.784878455541097,0.105197591885018,"","Batiuk",0.0917249220384307,0.318285856080491,15
"225","Lamp5_5",-0.572147917312418,0.784878455541097,0.105197591885018,"","Batiuk",0.0995080050454148,0.323132265312585,15
"226","L5 IT_5",0.50817290877655,0.784878455541097,0.105197591885018,"","Batiuk",0.105629406587477,0.292716678054484,15
"227","L5/6 NP_1",0.431095819499535,0.784878455541097,0.105197591885018,"","Batiuk",0.108010796634096,0.250188357442963,15
"228","L5/6 NP_3",0.640378642476112,0.807002541745856,0.0931250974161435,"","Batiuk",0.118708094365239,0.383977332805518,15
"229","Sst_25",-0.741179288073336,0.807002541745856,0.0931250974161435,"","Batiuk",0.129381853400199,0.458444670790139,15
"230","Pvalb_3",-0.533020110264673,0.807002541745856,0.0931250974161435,"","Batiuk",0.133266474783719,0.333333454664189,15
"231","L2/3 IT_3",0.48670903460306,0.860570571300362,0.0652135094507554,"","Batiuk",0.151515083486537,0.319873778030466,15
"232","Sncg_6",-0.523055557109393,0.860570571300362,0.0652135094507554,"","Batiuk",0.157902857119332,0.349562059426159,15
"233","Pax6_1",-0.497349185549954,0.915982474103693,0.0381128358003508,"","Batiuk",0.176473687671354,0.348404567757934,15
"234","Sst_19",-0.400768327343658,0.927486280756291,0.0326925056869381,"","Batiuk",0.195486764581224,0.294026808800856,15
"235","Pvalb_5",-0.437094841787452,0.927486280756291,0.0326925056869381,"","Batiuk",0.217280709758639,0.337484069908638,15
"236","Sst Chodl_2",0.342812086199134,0.927486280756291,0.0326925056869381,"","Batiuk",0.218540599744132,0.265456878635704,15
"237","Vip_6",0.513189602062791,0.927486280756291,0.0326925056869381,"","Batiuk",0.225186175630677,0.40348580536148,15
"238","L2/3 IT_2",-0.689437690096564,0.927486280756291,0.0326925056869381,"","Batiuk",0.238908200071254,0.559153113527938,15
"239","Sst_5",0.320755714441575,0.927486280756291,0.0326925056869381,"","Batiuk",0.241867517800839,0.26187363003637,15
"240","L2/3 IT_10",0.469022659495601,0.927486280756291,0.0326925056869381,"","Batiuk",0.268448254008182,0.406118408530778,15
"241","Pvalb_12",0.28200739371583,0.927486280756291,0.0326925056869381,"","Batiuk",0.270448735825791,0.245256579276933,15
"242","Sncg_5",-0.460525261801105,0.927486280756291,0.0326925056869381,"","Batiuk",0.303344355391807,0.430123527659153,15
"243","L5 IT_2",0.324382189483721,0.927486280756291,0.0326925056869381,"","Batiuk",0.307160307409943,0.305467362084826,15
"244","L6b_6",0.433228058962363,0.927486280756291,0.0326925056869381,"","Batiuk",0.313892240699094,0.413914774911179,15
"245","L6b_4",0.55513978797614,0.927486280756291,0.0326925056869381,"","Batiuk",0.315034279554821,0.531694683724208,15
"246","Vip_5",0.375242572804058,0.927486280756291,0.0326925056869381,"","Batiuk",0.320585646784196,0.363704819407312,15
"247","L5 IT_3",0.318142458186652,0.927486280756291,0.0326925056869381,"","Batiuk",0.335152936437152,0.318148311628765,15
"248","Pvalb_9",0.279191508963705,0.927486280756291,0.0326925056869381,"","Batiuk",0.366005490033178,0.298319745587899,15
"249","Vip_4",-0.234692648919394,0.927486280756291,0.0326925056869381,"","Batiuk",0.38942739604886,0.263790067054193,15
"250","Pvalb_6",-0.306154185006639,0.927486280756291,0.0326925056869381,"","Batiuk",0.389558009304919,0.344209025376046,15
"251","Lamp5_4",-0.331480290064774,0.927486280756291,0.0326925056869381,"","Batiuk",0.398346519957805,0.379873896074659,15
"252","L6 CT_4",0.418715338001409,0.927486280756291,0.0326925056869381,"","Batiuk",0.409854596959798,0.49206637139359,15
"253","Sst Chodl_1",0.398298630915605,0.927486280756291,0.0326925056869381,"","Batiuk",0.410603091632767,0.468841951553927,15
"254","Pvalb_15",-0.200255169133364,0.927486280756291,0.0326925056869381,"","Batiuk",0.41502027729867,0.23802058794055,15
"255","Vip_13",0.371204871760781,0.927486280756291,0.0326925056869381,"","Batiuk",0.422711109778192,0.44875314180355,15
"256","L6 IT Car3_2",0.46545727849988,0.927486280756291,0.0326925056869381,"","Batiuk",0.423947990363202,0.564236605198902,15
"257","L6b_2",0.77825245408828,0.927486280756291,0.0326925056869381,"","Batiuk",0.424673796373647,0.944929214152744,15
"258","Pvalb_1",-0.19300690562855,0.927486280756291,0.0326925056869381,"","Batiuk",0.463374704561921,0.255623578741819,15
"259","Vip_14",0.271783248060511,0.927486280756291,0.0326925056869381,"","Batiuk",0.463478335007921,0.36004228906394,15
"260","Sst_9",-0.168173702782816,0.927486280756291,0.0326925056869381,"","Batiuk",0.480987685725903,0.231954754337274,15
"261","Vip_1",-0.208250878998196,0.927486280756291,0.0326925056869381,"","Batiuk",0.495203464373745,0.296955495268349,15
"262","L4 IT_1",0.311923254371372,0.927486280756291,0.0326925056869381,"","Batiuk",0.496136936516573,0.445769007626662,15
"263","L5/6 NP_2",0.227442496837527,0.927486280756291,0.0326925056869381,"","Batiuk",0.497885345896372,0.326384951411678,15
"264","L5 IT_1",0.181149283176879,0.927486280756291,0.0326925056869381,"","Batiuk",0.50036095023439,0.261483934479273,15
"265","L2/3 IT_5",0.183670091685558,0.927486280756291,0.0326925056869381,"","Batiuk",0.500414365631801,0.265156290466429,15
"266","L4 IT_2",-0.255803358409241,0.927486280756291,0.0326925056869381,"","Batiuk",0.500761909100896,0.369596906645216,15
"267","L5 IT_7",0.269503509932353,0.927486280756291,0.0326925056869381,"","Batiuk",0.502558227555698,0.391059038366762,15
"268","Sst_12",0.17343810507164,0.927486280756291,0.0326925056869381,"","Batiuk",0.514597964584048,0.259040350115961,15
"269","Sst_7",-0.232478715792253,0.927486280756291,0.0326925056869381,"","Batiuk",0.516668214646374,0.348965569863349,15
"270","Sncg_1",-0.245908267117173,0.927486280756291,0.0326925056869381,"","Batiuk",0.52257464144116,0.374467951272938,15
"271","Sst_13",0.168994011316807,0.927486280756291,0.0326925056869381,"","Batiuk",0.52452609721738,0.258574723988665,15
"272","Sst_20",-0.246291284522145,0.927486280756291,0.0326925056869381,"","Batiuk",0.524667713380482,0.376976662914861,15
"273","L5 ET_2",0.323649157313121,0.927486280756291,0.0326925056869381,"","Batiuk",0.531361210286792,0.503610490433306,15
"274","Sst_2",-0.203074755151826,0.927486280756291,0.0326925056869381,"","Batiuk",0.536157412295706,0.319775002788486,15
"275","L5 IT_6",0.387075637419329,0.927486280756291,0.0326925056869381,"","Batiuk",0.559075961507169,0.645945467403678,15
"276","L2/3 IT_1",-0.291197449573499,0.927486280756291,0.0326925056869381,"","Batiuk",0.564429229397459,0.492728794709323,15
"277","Pvalb_14",-0.211918885225844,0.927486280756291,0.0326925056869381,"","Batiuk",0.567499977906333,0.361465975682469,15
"278","Pax6_3",0.171256796382221,0.927486280756291,0.0326925056869381,"","Batiuk",0.583573761779786,0.304823273511633,15
"279","Pax6_2",0.229974847483186,0.927486280756291,0.0326925056869381,"","Batiuk",0.585332752624343,0.411279795502401,15
"280","L2/3 IT_8",-0.208028598010171,0.927486280756291,0.0326925056869381,"","Batiuk",0.597398025669981,0.384475175257237,15
"281","Pvalb_13",0.181118907445648,0.927486280756291,0.0326925056869381,"","Batiuk",0.605660296138954,0.342518554477839,15
"282","Lamp5_6",-0.20815668501366,0.927486280756291,0.0326925056869381,"","Batiuk",0.60914786445895,0.397530127684742,15
"283","Sncg_8",-0.159896554649621,0.927486280756291,0.0326925056869381,"","Batiuk",0.61756501087512,0.312768627967039,15
"284","L4 IT_3",0.322400103407251,0.927486280756291,0.0326925056869381,"","Batiuk",0.621291434209166,0.637446248293754,15
"285","L2/3 IT_7",-0.22849659954594,0.927486280756291,0.0326925056869381,"","Batiuk",0.642308497501262,0.48078557990592,15
"286","Sst_11",0.211121465605331,0.927486280756291,0.0326925056869381,"","Batiuk",0.658957794219101,0.467687896732137,15
"287","L2/3 IT_6",0.196050169177519,0.927486280756291,0.0326925056869381,"","Batiuk",0.660475319164648,0.436388657791359,15
"288","Sst_1",-0.154327609985165,0.927486280756291,0.0326925056869381,"","Batiuk",0.664756758654796,0.348231468732112,15
"289","Sst_4",-0.180949985449106,0.927486280756291,0.0326925056869381,"","Batiuk",0.683861823151342,0.434715983922133,15
"290","Vip_19",-0.100312731907918,0.927486280756291,0.0326925056869381,"","Batiuk",0.687559998715997,0.244025987259773,15
"291","Sst_3",-0.107079847415156,0.927486280756291,0.0326925056869381,"","Batiuk",0.688346967935132,0.261186735270677,15
"292","Vip_15",-0.0985797446303932,0.927486280756291,0.0326925056869381,"","Batiuk",0.718791872672715,0.268012243965961,15
"293","Pax6_4",-0.133161626190185,0.927486280756291,0.0326925056869381,"","Batiuk",0.735642000374328,0.386214482624408,15
"294","L6 CT_1",0.215637718264426,0.927486280756291,0.0326925056869381,"","Batiuk",0.736684037956737,0.628005895115582,15
"295","Pvalb_10",-0.1152856993497,0.927486280756291,0.0326925056869381,"","Batiuk",0.738645807026625,0.338377164815055,15
"296","Chandelier_1",-0.150613287159544,0.927486280756291,0.0326925056869381,"","Batiuk",0.751108257866069,0.465117950145472,15
"297","Vip_16",0.0973824922911951,0.927486280756291,0.0326925056869381,"","Batiuk",0.756124732258072,0.307152841718801,15
"298","L6 IT_1",-0.176660739643235,0.927486280756291,0.0326925056869381,"","Batiuk",0.759624230418478,0.565610323517621,15
"299","Vip_2",0.0899741914291116,0.927486280756291,0.0326925056869381,"","Batiuk",0.768935131607654,0.300080119159958,15
"300","L5 ET_1",0.222896078953823,0.927486280756291,0.0326925056869381,"","Batiuk",0.771256135767672,0.751187056169779,15
"301","Vip_23",-0.0726204879904273,0.927486280756291,0.0326925056869381,"","Batiuk",0.780222293427649,0.255037614894042,15
"302","Vip_11",-0.107043631858759,0.927486280756291,0.0326925056869381,"","Batiuk",0.784421817137949,0.383465842442813,15
"303","Sst_10",0.0753707342887121,0.927486280756291,0.0326925056869381,"","Batiuk",0.787285212921104,0.273739700266295,15
"304","L6b_3",0.0946550500685622,0.927486280756291,0.0326925056869381,"","Batiuk",0.789848886593553,0.348087101973232,15
"305","Vip_12",0.0835902717776077,0.927486280756291,0.0326925056869381,"","Batiuk",0.802301063710423,0.327262191024215,15
"306","L5/6 NP_4",0.0640713314109616,0.927486280756291,0.0326925056869381,"","Batiuk",0.812892157886519,0.265369207459333,15
"307","L6 CT_3",0.110202694392825,0.927486280756291,0.0326925056869381,"","Batiuk",0.824532821960838,0.487333659398969,15
"308","L2/3 IT_12",0.104625190119119,0.927486280756291,0.0326925056869381,"","Batiuk",0.82711576529453,0.469708285446296,15
"309","Pvalb_7",0.0738123337462986,0.927486280756291,0.0326925056869381,"","Batiuk",0.830380669341723,0.337867604028204,15
"310","Vip_9",0.0843317450598841,0.927486280756291,0.0326925056869381,"","Batiuk",0.833886747835931,0.394305543832287,15
"311","L6 IT Car3_1",-0.143137430112554,0.950107628852009,0.022227194743886,"","Batiuk",0.86294179134265,0.813270507768958,15
"312","L4 IT_4",-0.0579470278578492,0.952477608845129,0.021145225068936,"","Batiuk",0.873832668665256,0.357964921565641,15
"313","Pvalb_8",-0.0619190087533347,0.955434537741115,0.0197990635767669,"","Batiuk",0.887897704246898,0.430919677846278,15
"314","Lamp5_1",-0.0292550306206872,0.955434537741115,0.0197990635767669,"","Batiuk",0.898157355386491,0.224253426569559,15
"315","Lamp5_Lhx6_1",-0.0295529703203055,0.955434537741115,0.0197990635767669,"","Batiuk",0.90284181089298,0.237524961242826,15
"316","Lamp5_2",-0.0276260328900618,0.965260647215248,0.0153553992337476,"","Batiuk",0.920982635875099,0.273269960324433,15
"317","Sst_22",-0.0361309646348872,0.974086997233467,0.0114022538696575,"","Batiuk",0.945308046785254,0.516852327026042,15
"318","Chandelier_2",0.0369732383668435,0.974086997233467,0.0114022538696575,"","Batiuk",0.947277263364656,0.548689704469419,15
"319","Sncg_3",0.01607113637655,0.981458366602461,0.00812811841579295,"","Batiuk",0.963449956206086,0.344175152304517,15
"320","L2/3 IT_13",0.00445165492084431,0.990369800540844,0.004202611113165,"","Batiuk",0.989728322985862,0.339357317771118,15
"321","Vip_18",-0.00523888691205297,0.990369800540844,0.004202611113165,"","Batiuk",0.990369800540844,0.425973363976099,15
"322","Sst_3",-0.434680321721619,0.0940465141788413,1.02665729688074,"*","Fröhlich",0.00146413166707669,0.130303305063036,61
"323","Sst_20",-0.609096277279714,0.0940465141788413,1.02665729688074,"*","Fröhlich",0.00210864822318137,0.189502939335093,61
"324","Lamp5_1",-0.618265639117752,0.0940465141788413,1.02665729688074,"*","Fröhlich",0.00279467434921146,0.19826673487008,61
"325","Sst_11",-0.490721168558541,0.0940465141788413,1.02665729688074,"*","Fröhlich",0.00358372603056527,0.161831050221446,61
"326","Sst_22",-0.606251851000304,0.0940465141788413,1.02665729688074,"*","Fröhlich",0.00431406028343309,0.204318855915442,61
"327","Sst_2",-0.379271816443999,0.124619437797416,0.90441421233363,"+","Fröhlich",0.00685978556683025,0.135431216193029,61
