gene,logFC,logCPM,PValue,F,FDR,n_scz,n_ctrl,n_samples,n_genes_tested,celltype,cell_class
ABCA2,0.12926144674310563,10.881907204500058,0.08101204856455582,3.3420925977815337,0.37288108891783056,12,12,24,300,Astrocyte,Non-neuronal
DCC,0.12380052795322734,6.78507656262764,0.08203383956192271,3.3181786219264913,0.37288108891783056,12,12,24,300,Astrocyte,Non-neuronal
AIF1,0.3321737328114812,5.245425334508853,0.08848743452233221,3.1746893696410354,0.396212393383577,12,12,24,300,Astrocyte,Non-neuronal
HLA-B,0.35810083436445694,10.449482680218521,0.09741312392039767,2.9950079833300753,0.4251894417739082,12,12,24,300,Astrocyte,Non-neuronal
FGFR3,-0.12780707615006998,14.072476236434685,0.0977935716079989,2.9877796930424525,0.4251894417739082,12,12,24,300,Astrocyte,Non-neuronal
NRG1,0.16849898739203317,6.872243307373939,0.1022764948510382,2.9049972650146776,0.4360782263265279,12,12,24,300,Astrocyte,Non-neuronal
HLA-E,0.3288514316295912,9.890044391561375,0.10513253521490984,2.8544325060983753,0.4360782263265279,12,12,24,300,Astrocyte,Non-neuronal
KIF1A,0.11500238964507875,12.568410827562149,0.10604659670294322,2.838588020704498,0.4360782263265279,12,12,24,300,Astrocyte,Non-neuronal
ZNF804A,0.21325591622778653,5.37428812248876,0.1063353871125137,2.8336314371602627,0.4360782263265279,12,12,24,300,Astrocyte,Non-neuronal
GABBR2,0.13160494776593412,9.525866757620964,0.10817519551593471,2.802301612345062,0.4360782263265279,12,12,24,300,Astrocyte,Non-neuronal
TXNIP,0.5202871371052159,10.204507348988221,0.11083614525349268,2.7580986682306166,0.4360782263265279,12,12,24,300,Astrocyte,Non-neuronal
PECAM1,0.20226638450770898,5.478045571335135,0.11094046545038813,2.756404949624839,0.4360782263265279,12,12,24,300,Astrocyte,Non-neuronal
NUPR1,0.2651740306077696,7.4882988878703,0.11192674475714215,2.740340744667302,0.4360782263265279,12,12,24,300,Astrocyte,Non-neuronal
SOX2-OT,-0.16151910375010198,9.164875152218691,0.11457984029653481,2.6979735489090824,0.44069169344821085,12,12,24,300,Astrocyte,Non-neuronal
DIRAS2,0.16636419269064012,9.550885125913592,0.11770599092426608,2.6495086391816596,0.44698477566176986,12,12,24,300,Astrocyte,Non-neuronal
KANSL1-AS1,-0.3286317843846604,4.801091403521864,0.1241268736720263,2.554587029408745,0.4607854172664133,12,12,24,300,Astrocyte,Non-neuronal
CD68,0.2598770840129354,6.7844085218895875,0.1244120626619316,2.5504760866655767,0.4607854172664133,12,12,24,300,Astrocyte,Non-neuronal
HPCAL1,0.14371185595213717,10.106620755639504,0.13483535600325142,2.4084511767844234,0.48859415221125957,12,12,24,300,Astrocyte,Non-neuronal
LZTS3,0.1244916530148968,8.94061019717038,0.13517771544511514,2.40400938702936,0.48859415221125957,12,12,24,300,Astrocyte,Non-neuronal
MEPE,0.21148418803094135,5.416575148214167,0.14692132045995926,2.259300145111769,0.514242137735108,12,12,24,300,Astrocyte,Non-neuronal
SYT2,0.12359834231333058,8.571831053344532,0.1480648104006959,2.245940763399278,0.514242137735108,12,12,24,300,Astrocyte,Non-neuronal
MRPL27,-0.13252771913877978,8.423015614530403,0.1482695967124237,2.2435632445185947,0.514242137735108,12,12,24,300,Astrocyte,Non-neuronal
GSTM5,0.5889294036452705,9.870602678259285,0.14994285460003998,2.224283446345754,0.514242137735108,12,12,24,300,Astrocyte,Non-neuronal
IRS2,-0.14324549977608478,10.905803968479447,0.15084436040229832,2.2140027917491985,0.514242137735108,12,12,24,300,Astrocyte,Non-neuronal
TSC22D3,0.20991975072820782,9.6962404439888,0.1526615168657057,2.1935028047116507,0.5145893826933899,12,12,24,300,Astrocyte,Non-neuronal
ERBB4,-0.13068928237866337,9.972772960837624,0.16027603952264993,2.1106885322934357,0.5342534650754998,12,12,24,300,Astrocyte,Non-neuronal
CLDN11,-0.2209491538679392,6.824395074185341,0.16397825981909642,2.072123272846711,0.5405876697332849,12,12,24,300,Astrocyte,Non-neuronal
KLF2,-0.25889372085036133,5.914216313902945,0.16624503826768974,2.0490310883538605,0.54210338565551,12,12,24,300,Astrocyte,Non-neuronal
LATS1,-0.12827792604626306,9.636397572238701,0.17502217665653305,1.9630774408709455,0.5494060439175391,12,12,24,300,Astrocyte,Non-neuronal
CAMK2N1,-0.09584135766026948,13.669285411045564,0.17600959559215273,1.953737709259071,0.5494060439175391,12,12,24,300,Astrocyte,Non-neuronal
BLCAP,-0.1427939647794744,9.329012134584003,0.17708764342744834,1.9436135585526813,0.5494060439175391,12,12,24,300,Astrocyte,Non-neuronal
SYTL4,0.5154808364616,8.929251486569237,0.17889009066590617,1.9268535938890303,0.5494060439175391,12,12,24,300,Astrocyte,Non-neuronal
NR4A2,-0.7277481969749557,8.231363369532398,0.182142454593757,1.897128831147155,0.5494060439175391,12,12,24,300,Astrocyte,Non-neuronal
C3,0.4159426716206929,8.328423939239547,0.18579479641978466,1.8645140727161729,0.5494060439175391,12,12,24,300,Astrocyte,Non-neuronal
ENPP2,-0.19471339419059402,7.426104949621092,0.18743338049748096,1.8501373784608317,0.5494060439175391,12,12,24,300,Astrocyte,Non-neuronal
CSMD1,0.0956088668582146,8.525929511002163,0.18763961140925006,1.8483384888448449,0.5494060439175391,12,12,24,300,Astrocyte,Non-neuronal
EGR3,-0.13643787651073624,9.130762451575885,0.18773506943046472,1.8475068182561607,0.5494060439175391,12,12,24,300,Astrocyte,Non-neuronal
ENC1,0.1282931905102652,11.649895961807301,0.18785045842012324,1.8465022005035485,0.5494060439175391,12,12,24,300,Astrocyte,Non-neuronal
CD52,0.27436639551470415,1.7096302249092665,0.18862940841168843,1.8406183731817236,0.5494060439175391,12,12,24,300,Astrocyte,Non-neuronal
ABCG2,-0.16588952520597877,6.543459068744771,0.19100510175836516,1.8193291363648898,0.5509762550722072,12,12,24,300,Astrocyte,Non-neuronal
SOD2,0.1640054252687613,11.41132045387787,0.19834649302204513,1.758179928546714,0.5614517928845151,12,12,24,300,Astrocyte,Non-neuronal
MRPL57,-0.10824447591187823,9.019191148789231,0.2001529674562928,1.7435623943663192,0.5614517928845151,12,12,24,300,Astrocyte,Non-neuronal
CD74,0.2643445163541645,8.287716067125167,0.20025113946214373,1.7427727240970958,0.5614517928845151,12,12,24,300,Astrocyte,Non-neuronal
PFN1,0.1951862481854898,7.95712392855376,0.202897347820294,1.7216663924078788,0.5636037439452611,12,12,24,300,Astrocyte,Non-neuronal
EVI2A,-0.18205989895755045,5.766806475794935,0.20952974018819018,1.6702429922123194,0.5727185198732668,12,12,24,300,Astrocyte,Non-neuronal
SNPH,0.095104311965549,10.684696432662628,0.20999679062019785,1.6666944736305433,0.5727185198732668,12,12,24,300,Astrocyte,Non-neuronal
SST,-0.2356451675328354,7.67586383342241,0.2169182532620574,1.6152944137891827,0.5862655493569119,12,12,24,300,Astrocyte,Non-neuronal
BCL6,0.28318111117595574,10.595204858197668,0.22439891738533635,1.5620106369027826,0.5886544538760675,12,12,24,300,Astrocyte,Non-neuronal
GATD3A,-0.12131923904848277,10.059854437796366,0.22502023860322629,1.5576861382154688,0.5886544538760675,12,12,24,300,Astrocyte,Non-neuronal
LMO4,-0.08153228432310887,11.577010747459433,0.22669970556598057,1.546071996526778,0.5886544538760675,12,12,24,300,Astrocyte,Non-neuronal
GATD3B,-0.137817478319757,9.675999914908083,0.2274581499085696,1.5408627357187632,0.5886544538760675,12,12,24,300,Astrocyte,Non-neuronal
CYBB,0.25187030503250757,5.9903945169295145,0.2276130554987461,1.5398034901968747,0.5886544538760675,12,12,24,300,Astrocyte,Non-neuronal
HMGB2,0.20256324616211158,9.214215985334269,0.2334665043045006,1.500359448663415,0.5986320623192324,12,12,24,300,Astrocyte,Non-neuronal
RNASE1,-0.1446444918113347,7.952666156441667,0.2381607232121071,1.4696273799421162,0.6040695359462791,12,12,24,300,Astrocyte,Non-neuronal
KLK6,0.3279336598325402,0.9394990957452577,0.23961424925869074,1.4602973777727413,0.6040695359462791,12,12,24,300,Astrocyte,Non-neuronal
HIF3A,0.20710327424421485,12.553841688150548,0.24564268741292528,1.4222125835561632,0.6141067185323132,12,12,24,300,Astrocyte,Non-neuronal
SLC2A1,-0.1932545294933077,9.732273433259357,0.2502283794315392,1.3940597841408138,0.6194755623916658,12,12,24,300,Astrocyte,Non-neuronal
KCNK1,-0.11378794141131429,9.01354392703766,0.2519200620392774,1.3838416129913065,0.6194755623916658,12,12,24,300,Astrocyte,Non-neuronal
ACO1,-0.13362490935064314,10.062150492035311,0.25700924142314613,1.3536292591785977,0.6268518083491369,12,12,24,300,Astrocyte,Non-neuronal
ELMSAN1,0.10514038255349589,7.9913766489763445,0.2600087794886626,1.3361834193894486,0.6290534987628934,12,12,24,300,Astrocyte,Non-neuronal
LINC02714,-0.2866806479348354,5.257577376818471,0.2643470466776664,1.3114152302154176,0.6298685995117606,12,12,24,300,Astrocyte,Non-neuronal
CTIF,0.10123394327651151,9.894588076037161,0.26454481179493944,1.3102928147165622,0.6298685995117606,12,12,24,300,Astrocyte,Non-neuronal
AQP4,0.13456010537543403,14.642160933801994,0.26912715494977196,1.2847201884726835,0.6338220492357962,12,12,24,300,Astrocyte,Non-neuronal
SCN1B,-0.11280878253418382,9.803891182708663,0.2711962026263843,1.2733597523412747,0.6338220492357962,12,12,24,300,Astrocyte,Non-neuronal
ZNF483,0.08771727132715704,10.205592340986776,0.2725434811713924,1.2660233293240517,0.6338220492357962,12,12,24,300,Astrocyte,Non-neuronal
NEFM,0.09471405044768094,11.006011222858907,0.2838771570731814,1.206143666430241,0.6551011317073416,12,12,24,300,Astrocyte,Non-neuronal
MTRNR2L12,-0.11596902218638264,16.348490714129433,0.28950266406679376,1.1775872846805644,0.6573594993517471,12,12,24,300,Astrocyte,Non-neuronal
RPS26,-0.1582515015891834,9.298457049295175,0.297742461712304,1.1370727993152479,0.6573594993517471,12,12,24,300,Astrocyte,Non-neuronal
DACH1,-0.12623156610837238,6.048588295098466,0.2980312532076887,1.1356816148572866,0.6573594993517471,12,12,24,300,Astrocyte,Non-neuronal
BAIAP3,0.319709268649274,9.18163648557816,0.29987337508000844,1.1268397521997988,0.6573594993517471,12,12,24,300,Astrocyte,Non-neuronal
CLDND1,-0.06211779859207103,10.32451738302431,0.3006101480111079,1.1233244033103338,0.6573594993517471,12,12,24,300,Astrocyte,Non-neuronal
GAD2,-0.16667230510970024,7.260087083152296,0.3017920970384709,1.117709412553829,0.6573594993517471,12,12,24,300,Astrocyte,Non-neuronal
HTR2C,0.1607057383422696,4.603740912042234,0.30208957173814627,1.1163089301696052,0.6573594993517471,12,12,24,300,Astrocyte,Non-neuronal
XRRA1,-0.22132474755156162,8.906960686637555,0.3023853697018037,1.1149019099702298,0.6573594993517471,12,12,24,300,Astrocyte,Non-neuronal
P2RY13,-0.18870412372717432,4.43830665681785,0.30683670285084375,1.0940843739738009,0.6622374881672887,12,12,24,300,Astrocyte,Non-neuronal
BDNF,-0.19827334506184002,5.530120864103212,0.3101114748574422,1.0790133825816168,0.6645245889802334,12,12,24,300,Astrocyte,Non-neuronal
CASC3,0.06759787294194725,10.326153837968167,0.316374361305052,1.0507984339850005,0.6728250419413376,12,12,24,300,Astrocyte,Non-neuronal
ITGAM,-0.1701797995240617,3.247839442625602,0.3184705198522332,1.0415742803867283,0.6728250419413376,12,12,24,300,Astrocyte,Non-neuronal
KIF5A,0.11182649553482686,13.24381072477663,0.3221266346135568,1.0255522797704617,0.6757901425459233,12,12,24,300,Astrocyte,Non-neuronal
ACY3,-0.15023384631260234,5.471559727480127,0.3289206501252976,0.9965255477805887,0.6796156033081086,12,12,24,300,Astrocyte,Non-neuronal
HSPA8,-0.13580918072159315,13.53171968469443,0.3304282490609448,0.9901936937027289,0.6796156033081086,12,12,24,300,Astrocyte,Non-neuronal
GRIN2A,0.13944067978495092,6.6475769614947815,0.3307462602766128,0.9888640664989612,0.6796156033081086,12,12,24,300,Astrocyte,Non-neuronal
OLR1,-0.20674974936217974,4.328792300234633,0.3343964692333933,0.9737349737546882,0.6824417739457006,12,12,24,300,Astrocyte,Non-neuronal
FLT1,0.1146409855030359,6.890190541523595,0.34323204856031364,0.9380172290228109,0.6939921432490415,12,12,24,300,Astrocyte,Non-neuronal
TEF,-0.0831893479264507,10.945765064751152,0.3472768375664732,0.9220991231125986,0.6939921432490415,12,12,24,300,Astrocyte,Non-neuronal
MAP2K1,0.08369773893457953,9.27112298315171,0.34781183767798285,0.9200132936387846,0.6939921432490415,12,12,24,300,Astrocyte,Non-neuronal
MT1M,-0.20869136359621124,8.731195010520468,0.35181445486679463,0.9045510875699186,0.6939921432490415,12,12,24,300,Astrocyte,Non-neuronal
ITGB2,0.17250411457076797,5.260278778844651,0.354534785462835,0.8941872902771699,0.6939921432490415,12,12,24,300,Astrocyte,Non-neuronal
CLDN5,-0.1805747208825477,6.456119023679104,0.3567814677133536,0.8857081774625679,0.6939921432490415,12,12,24,300,Astrocyte,Non-neuronal
MT1E,-0.2451354414495504,8.782195572525175,0.3623091817883227,0.8651735511008967,0.6939921432490415,12,12,24,300,Astrocyte,Non-neuronal
ANLN,-0.13794945098120687,6.000749504355894,0.36762884703249665,0.84583434080397,0.6939921432490415,12,12,24,300,Astrocyte,Non-neuronal
NPTX2,-0.19633105936474665,7.498939185770841,0.3686222103530037,0.8422667384297061,0.6939921432490415,12,12,24,300,Astrocyte,Non-neuronal
HNRNPH3,-0.06033342815438792,10.417175090021091,0.37174288311540105,0.8311518205840814,0.6939921432490415,12,12,24,300,Astrocyte,Non-neuronal
CALB1,0.1196310589098446,7.166486729890678,0.3728151848642741,0.827364013221305,0.6939921432490415,12,12,24,300,Astrocyte,Non-neuronal
PMP22,-0.15342518223825172,10.463946457001885,0.3753940614721907,0.8183185990447912,0.6939921432490415,12,12,24,300,Astrocyte,Non-neuronal
CORT,-0.0877299068273526,6.508427307314168,0.37754602031360907,0.8108402184252637,0.6939921432490415,12,12,24,300,Astrocyte,Non-neuronal
NTRK2,-0.10934829972581595,14.738140741935311,0.3800639574010788,0.8021681427755054,0.6939921432490415,12,12,24,300,Astrocyte,Non-neuronal
FILIP1,0.12565057426905354,7.242268265660769,0.38139292024867133,0.7976252558937346,0.6939921432490415,12,12,24,300,Astrocyte,Non-neuronal
VGF,-0.1703384973460873,8.947725929985216,0.3823726035013124,0.7942910278925881,0.6939921432490415,12,12,24,300,Astrocyte,Non-neuronal
SAMSN1,-0.15794525913714602,4.367651475375989,0.3824183259004187,0.7941429834800384,0.6939921432490415,12,12,24,300,Astrocyte,Non-neuronal
MYL6,0.0711583586763788,9.703995331152194,0.38255722354506927,0.7936641223973809,0.6939921432490415,12,12,24,300,Astrocyte,Non-neuronal
SSBP1,-0.0706912709004522,9.98336821309835,0.38503197062980676,0.7853036247326528,0.6939921432490415,12,12,24,300,Astrocyte,Non-neuronal
MT1X,0.20716614800442962,8.235481566421255,0.38632229307529975,0.7809759136464475,0.6939921432490415,12,12,24,300,Astrocyte,Non-neuronal
NEFL,0.10199683701652482,11.829694835519671,0.3916393328358566,0.763366226857085,0.6993559514926011,12,12,24,300,Astrocyte,Non-neuronal
ITGB4,0.24929747996230103,9.680695340181382,0.3949486730159588,0.7525845305469262,0.6998120954768691,12,12,24,300,Astrocyte,Non-neuronal
C14orf132,-0.06398620097642757,10.922665566503296,0.3985573946554072,0.7409804420927845,0.6998120954768691,12,12,24,300,Astrocyte,Non-neuronal
DKK3,0.06592278220427383,13.13197157643508,0.3988928944218154,0.7399096299896917,0.6998120954768691,12,12,24,300,Astrocyte,Non-neuronal
EDIL3,0.10783138227976125,8.279731965216364,0.4038926907827374,0.7241109092397926,0.7008433942028057,12,12,24,300,Astrocyte,Non-neuronal
PLAAT3,0.0723299801383869,9.927401477999384,0.40415302399028463,0.7232963730286831,0.7008433942028057,12,12,24,300,Astrocyte,Non-neuronal
NDUFB2,-0.22917719881198653,7.927410198198993,0.4100867197489202,0.7049442677525792,0.7044282322233094,12,12,24,300,Astrocyte,Non-neuronal
ACTA2,0.11370795922354415,9.23182788596746,0.41392001858318017,0.6933020536802197,0.7044282322233094,12,12,24,300,Astrocyte,Non-neuronal
FABP3,0.09594313856302675,8.534096547032847,0.41550484539493493,0.6885368560950211,0.7044282322233094,12,12,24,300,Astrocyte,Non-neuronal
AK5,0.07019005710558236,10.85868369620183,0.41567564696505555,0.6880249566553073,0.7044282322233094,12,12,24,300,Astrocyte,Non-neuronal
GPR6,-0.2286584894391891,9.069693524322723,0.418761953732833,0.6788306509442077,0.7044282322233094,12,12,24,300,Astrocyte,Non-neuronal
CCNI,-0.07338876004137729,12.70278848435091,0.42030884522657463,0.6742615560713013,0.7044282322233094,12,12,24,300,Astrocyte,Non-neuronal
FURIN,0.0992891827319273,7.622318812255188,0.4263189452537799,0.6567536768130611,0.7105315754229665,12,12,24,300,Astrocyte,Non-neuronal
C1QL2,-0.16149024773770562,7.919328565649198,0.42991049386447233,0.6464735058270645,0.7125588296096227,12,12,24,300,Astrocyte,Non-neuronal
RASGRF2,0.05542451079580988,9.935789114441224,0.4332666119644507,0.6369880331401655,0.7126830333188463,12,12,24,300,Astrocyte,Non-neuronal
ADCYAP1,-0.12688728222077933,6.917875761849427,0.4387054589925721,0.6218594713088683,0.7126830333188463,12,12,24,300,Astrocyte,Non-neuronal
LAPTM5,-0.17435332593040564,6.598884466917352,0.439057887222727,0.6208895246534581,0.7126830333188463,12,12,24,300,Astrocyte,Non-neuronal
PPM1K,-0.11930611539221316,9.178929004847543,0.44313412366231975,0.6097585044202288,0.7126830333188463,12,12,24,300,Astrocyte,Non-neuronal
TNFSF10,-0.12735057409562567,4.877000026695269,0.4438771898511281,0.6077498467216588,0.7126830333188463,12,12,24,300,Astrocyte,Non-neuronal
GJB1,-0.13610262210159202,5.039244987065001,0.4469921931920645,0.599375187896439,0.7126830333188463,12,12,24,300,Astrocyte,Non-neuronal
HLA-DRB1,0.151979562338992,9.308974584951915,0.4476777042189045,0.5975425864430529,0.7126830333188463,12,12,24,300,Astrocyte,Non-neuronal
AKT1,0.0501919452948252,10.11443929882808,0.4491538697658408,0.5936164589018185,0.7126830333188463,12,12,24,300,Astrocyte,Non-neuronal
ARPP19,-0.1627800063979726,9.144555158751587,0.45136592110193596,0.5877718580687703,0.7126830333188463,12,12,24,300,Astrocyte,Non-neuronal
