genes,logFC,AveExpr,t,P.Value,adj.P.Val,B,cell_type,cohort
SST,-0.906639108980151,0.685095842056159,-2.55564044742933,0.0130800800667353,0.29305207139069,-2.88537642900094,L2_3 IT,Frohlich
PVALB,-0.345968866286493,-0.224113610005909,-1.28667814257601,0.203017238808122,0.612990930371651,-4.70396175162188,L2_3 IT,Frohlich
SST,1.10871670413987,0.281695340991523,2.12897791282716,0.0410366586541858,0.437109992977394,-3.70055209976298,L2_3 IT,MSSM1
PVALB,-0.92113668427177,-1.13382520730565,-2.67229396584514,0.0118851501192528,0.546322875821423,-3.18843516996194,L2_3 IT,McLean
SST,-0.772650835019098,1.23650109385204,-1.76380035659438,0.0875864555829328,0.757383862181237,-4.16178597384151,L2_3 IT,McLean
SST,-0.04263942069604,0.656257629572336,-0.209791993982615,0.834074938747707,0.958470998782091,-4.89288398980708,L2_3 IT,MSSM2
PVALB,-0.190376963696063,-1.22490049060691,-0.7287496677071,0.467509321070884,0.79713189992395,-5.04461286910025,L2_3 IT,HBCC
SST,-0.252993229618681,0.774237353853546,-1.06618210087461,0.288383317905758,0.676169615883143,-5.06572429956131,L2_3 IT,HBCC
PVALB,-1.27154540218961,1.21717863186679,-1.74288549472025,0.10203441101726,0.999992364422395,-4.55157664113991,L4 IT,Batiuk
SST,-1.4708206289438,3.19574223173001,-1.07334333144307,0.300265084077259,0.999992364422395,-4.59053026371329,L4 IT,Batiuk
SST,-0.667766272518446,1.22501753412386,-1.97295381792943,0.0529011449863837,0.48739178055349,-3.86685455434621,L4 IT,Frohlich
PVALB,-0.451677475689606,0.119121952714304,-1.89997204462943,0.0620250042953547,0.503553185518183,-3.96317525458723,L4 IT,Frohlich
SST,-0.917574979940943,1.78889078302861,-2.05376064158404,0.0481681657213097,0.711337287114935,-3.78524786523764,L4 IT,McLean
PVALB,-0.132842766770379,-0.688674540564363,-0.282383675355727,0.779451059176514,0.983324900367983,-4.99141094593387,L4 IT,McLean
SST,-0.152124179445558,0.692491409577129,-0.60845141481802,0.543672212593686,0.998761684300541,-4.73057071702285,L4 IT,MSSM2
SST,-0.306500298163521,0.913675920003792,-1.33591207815416,0.183991659988302,0.599194069049156,-4.68244443330536,L4 IT,HBCC
SST,0.374884115197251,3.15936597977505,0.503430323733343,0.621544783926357,0.942491399075134,-4.61571855843277,L5 ET,Batiuk
PVALB,-1.16875493159347,0.755961108172805,-1.67071700949431,0.116153563674428,0.991827646435505,-4.55866986654925,L5 IT,Batiuk
SST,0.0115000930146165,2.96371450961956,0.0109276100686048,0.99142971475224,0.999797680182731,-4.65501755066921,L5 IT,Batiuk
SST,-0.687016779111224,0.927229285354946,-2.30596967424879,0.0244242941234209,0.279668280784579,-3.36060146493199,L5 IT,Frohlich
PVALB,0.190384168661448,-1.18653766397053,0.386991347985041,0.701342964736848,0.962326026367275,-5.00075298511879,L5 IT,McLean
SST,-0.0992406058999134,1.51819894344758,-0.234781707644174,0.81588489034696,0.978685205529755,-5.45817129667833,L5 IT,McLean
SST,-0.453103775938418,0.629037201526505,-1.68887036534594,0.0937834395314336,0.502131105137794,-4.27721053838929,L5 IT,HBCC
PVALB,-0.521410843270939,1.33721802161334,-0.750633369436256,0.463016257562834,0.840245004222216,-4.60222416327597,L5_6 NP,Batiuk
SST,0.392787090165971,3.49138410251886,0.352775264158835,0.728541622950235,0.93576992315176,-4.62897591961477,L5_6 NP,Batiuk
SST,-0.633568615754417,1.64703293491914,-1.25056657587315,0.219343165613967,0.790475999044088,-4.6225191520504,L5_6 NP,McLean
PVALB,-0.0575999946849883,0.956636467255656,-0.0949313582137664,0.925534345374061,0.984035232988666,-4.61423032096202,L6 CT,Batiuk
SST,0.405831248564646,3.06234778097965,0.38761348514352,0.703350428406172,0.926434452109951,-4.63167951760814,L6 CT,Batiuk
SST,-0.619617714312568,1.57155299545227,-1.28006024357042,0.2092936529247,0.738329219649622,-4.60245333287275,L6 CT,McLean
PVALB,0.414365670373006,0.87099285966592,0.733634672654631,0.473386210069401,0.799701193281439,-4.6046292603072,L6 IT,Batiuk
SST,0.487421341078096,2.91920456156573,0.428229762988559,0.673977493790997,0.893151808244072,-4.62896442168881,L6 IT,Batiuk
SST,-0.495655801971903,1.38085449212102,-1.16806251665561,0.251404111622495,0.758956485707757,-4.77705599410019,L6 IT,McLean
PVALB,0.0515248463668484,-0.883537585111155,0.096960837090252,0.923361770348483,0.991103272357676,-4.97055354081376,L6 IT,McLean
SST,1.56848544558896,3.37811617388405,1.45200532616806,0.161653131314893,0.69440510306085,-4.5353372541101,L6 IT Car3,Batiuk
PVALB,0.905184052098875,1.32327767505031,1.04709394059572,0.307261064329831,0.760437540928025,-4.5934643623198,L6 IT Car3,Batiuk
SST,-0.0760814045042836,1.52912400080579,-0.110107392453329,0.912965971134978,0.996430726435537,-4.99343766989872,L6 IT Car3,McLean
PVALB,-1.39963831669605,0.866613784195233,-2.12541130284277,0.0493020827135265,0.999668832712177,-4.55467749077208,L6b,Batiuk
SST,0.314630069371687,3.21908751876829,0.38343763838981,0.706389695473387,0.999668832712177,-4.62621763870697,L6b,Batiuk
PVALB,-0.00582101751670343,-0.571816051454569,-0.0113428770290273,0.99101988876236,0.998037876325664,-5.0754660762363,L6b,McLean
SST,-0.111227771417951,1.70428143327285,-0.271240223511476,0.787937969416298,0.938088113491619,-5.31040442731851,L6b,McLean
PVALB,-0.972795898307939,1.71071723934067,-1.55532649384098,0.139694721582371,0.999871848958162,-4.5675731524195,Lamp5,Batiuk
SST,-0.637845074045117,5.8824719194219,-1.06321850907487,0.303684223388491,0.999871848958162,-4.59370345784268,Lamp5,Batiuk
SST,-0.307322298790524,6.32014194448572,-0.970781511898864,0.335209257053942,0.792234769721012,-5.62401562116559,Lamp5,Frohlich
SST,-0.36359116951411,5.5209105909003,-0.65717295498545,0.51515265607963,0.955532637232823,-4.89937347118047,Lamp5,MSSM1
SST,-1.09101281432177,4.91532608202973,-2.75670357067999,0.00914922201118101,0.566187711658638,-2.57909056625516,Lamp5,McLean
SST,-0.0824834551715436,4.04006195481289,-0.341276458202389,0.73329881495546,0.999209666645135,-4.96127319441795,Lamp5,MSSM2
SST,-0.180477552920279,4.3673808322235,-0.720904277136574,0.472287218058617,0.832696828129546,-5.68630262487062,Lamp5,HBCC
SST,0.48768128740445,3.83048809296509,0.446989714558086,0.661566692281251,0.999706599530349,-4.61933114073729,Lamp5,Multiome
PVALB,-0.414376966423245,1.3787295162084101,-0.629851388748382,0.537019208144082,0.95798087620129,-4.60465268385459,Lamp5_Lhx6,Batiuk
SST,-0.221672896316998,3.65904142019315,-0.203024894402718,0.841483328559796,0.98385901455996,-4.63313834007206,Lamp5_Lhx6,Batiuk
SST,-0.652523361205693,2.088025550099,-1.45923863507641,0.152937572192958,0.853995647988987,-4.41824257712397,Lamp5_Lhx6,McLean
SST,-0.978582487327273,3.78443927432857,-3.31495823706733,0.00150141918081588,0.197451942881174,-1.30955327942705,Micro-PVM,Frohlich
SST,0.303635339714227,3.18454304906926,1.18288645699303,0.238441641750766,0.671242698238269,-4.89911880541392,Micro-PVM,MSSM2
SST,-0.1864900588504,3.58968860147724,-0.865200645232523,0.388540458661732,0.82410253410149,-5.3078281960734,Micro-PVM,HBCC
SST,-1.2113471159357,3.43566242872333,-4.08966515500256,1.2195502472715e-4,0.0438660609179325,0.83932435449718,Oligo,Frohlich
PVALB,-0.507822730589736,2.47595265704512,-1.85928104488456,0.0675400171479685,0.543758531861061,-4.03975989335449,Oligo,Frohlich
SST,-0.301220787133642,2.42992002622631,-0.529083472338613,0.600104562997801,0.974984476796744,-4.94326014203025,Oligo,MSSM1
SST,-0.476241318095205,3.68904493786233,-1.18690241691229,0.243607460749801,0.999437828988673,-4.56533785772879,Oligo,McLean
PVALB,-0.458807817310859,1.12916071807392,-1.16455303371967,0.252418994962077,0.999437828988673,-4.57495700016909,Oligo,McLean
PVALB,0.28038720085136,0.230516500155025,1.76888203564388,0.0786504299092042,0.250048180694143,-4.39773417363275,Oligo,MSSM2
SST,0.162521648020003,2.65895784547421,0.74020378503686,0.460165339204649,0.671507315139372,-5.99187550305825,Oligo,MSSM2
SST,-0.56562566243512,2.8130655206221,-2.62362319715671,0.00976105000112668,0.319206490597317,-2.71422973884864,Oligo,HBCC
PVALB,-0.0927917649260913,0.262129376497759,-0.58713438099336,0.558151213251766,0.920349553286187,-5.23523461961506,Oligo,HBCC
SST,-0.916018992314301,2.62470418964528,-2.28963244166462,0.025273588757892,0.40014559511838,-3.37540061182928,OPC,Frohlich
PVALB,-0.396463153535036,1.61497475842194,-1.22418072453265,0.225269908477001,0.718894610266383,-4.74036691263896,OPC,Frohlich
SST,0.277511569403489,2.87068737202173,0.640955465014769,0.525618619586996,0.97393251105528,-4.88322770338291,OPC,McLean
SST,0.220489239925095,2.1314430646098,0.912912880516436,0.362543270383418,0.815615618226478,-4.87032259560644,OPC,MSSM2
SST,-0.611793466407599,2.35476233310813,-2.55748861639812,0.0117055572135196,0.391825724476955,-2.82164879584998,OPC,HBCC
SST,-1.27911532004404,4.66608954982653,-1.61593744195937,0.124156657114617,0.998429506811257,-4.52198355608929,Pax6,Batiuk
PVALB,-1.31106546223592,1.44377541813276,-1.31171083577107,0.206721642959985,0.998429506811257,-4.58710720632881,Pax6,Batiuk
SST,-0.271453679597249,5.5226884429521,-0.885910992983688,0.378664115423487,0.892661882726665,-5.15498088577409,Pax6,Frohlich
SST,-0.683963383600081,3.65042670298377,-1.68228697715906,0.100350389273676,0.991247096897669,-4.28048473039889,Pax6,McLean
PVALB,-0.776806730271916,6.09860551800191,-1.77488629794482,0.0952370327070654,0.68281777356486,-4.22488873286634,Pvalb,Batiuk
SST,-0.446486023347107,4.67738004521448,-0.572867932018706,0.574819927691423,0.843099567075991,-5.2553422736084,Pvalb,Batiuk
SST,-0.504268305417355,4.69925058815496,-1.72861005601776,0.0887161019691399,0.448229513574331,-4.658879704088,Pvalb,Frohlich
PVALB,-0.0597135347276779,5.8676034497175,-0.342399984388539,0.733175415578598,0.911966099736634,-6.19393872242388,Pvalb,Frohlich
PVALB,0.165163563797115,5.44659100429173,0.33809886972592,0.73731346785675,0.994252207273095,-5.37995092706405,Pvalb,MSSM1
SST,-0.539243678414911,3.59024374717262,-1.31144931161106,0.198663828889256,0.782761695711022,-4.84836077039809,Pvalb,McLean
PVALB,-0.329691363594533,4.86991236424107,-1.24108863887966,0.223232637048821,0.79645858932026,-5.07325804118904,Pvalb,McLean
SST,0.206868465638169,2.79386722928527,0.934338566013007,0.351407039449352,0.807682657319314,-4.8910628576490804,Pvalb,MSSM2
PVALB,-0.0540044892080739,4.49859631671996,-0.383506886529288,0.701805968426546,0.938569760307796,-5.30158836297146,Pvalb,MSSM2
SST,-0.303198574980582,3.09798574650402,-1.7931356207738,0.0753643359663277,0.580507594129735,-4.28826036362379,Pvalb,HBCC
PVALB,0.150154361818972,4.65505811294846,1.22210054500271,0.22396438503272,0.751794881823058,-5.28267714268537,Pvalb,HBCC
PVALB,-0.495172897885837,3.84750083179848,-1.08576450212792,0.301773364122832,0.999851651104933,-4.58968764477181,Pvalb,Multiome
SST,0.541992673999808,2.82972360670876,0.588392575223154,0.568653090099925,0.999851651104933,-4.61599114495082,Pvalb,Multiome
PVALB,-0.948403699507205,2.46305767257904,-1.30580030575876,0.208440716503629,0.999891605035148,-4.58371587976223,Sncg,Batiuk
SST,-0.431534569320703,6.1532626063186,-0.658786102450487,0.518564370775405,0.999891605035148,-4.6556003957521,Sncg,Batiuk
SST,-0.282965462981878,5.30465028719606,-1.04853562680436,0.298026219988239,0.75637544334986,-5.2610462538179,Sncg,Frohlich
SST,-0.711563520172073,5.23449075782023,-1.49362130561715,0.142933857887267,0.993087456068863,-4.50789920220643,Sncg,MSSM1
SST,-0.674468327110845,4.40726044452262,-2.00076726987381,0.0522289006004205,0.926286532006549,-3.83954926436786,Sncg,McLean
SST,0.0566491947752489,4.34537278617392,0.241749628562283,0.809250221165138,0.998344039384833,-4.90701095495609,Sncg,MSSM2
SST,-0.137302236246828,4.86933077478754,-0.645077305999347,0.520063903988271,0.896826945064951,-5.51170405151346,Sncg,HBCC
SST,-1.42797028741452,3.3169119864404,-1.45280462882688,0.163808415766151,0.993452993294945,-4.58068488174451,Sncg,Multiome
PVALB,-0.347880450313872,1.90662612360965,-0.525276252530147,0.606662314701234,0.950563831492494,-4.61716981149278,Sst,Batiuk
SST,-0.327940582744391,8.39404567482248,-0.448612016168919,0.659784306972271,0.958761186487733,-4.72443789206052,Sst,Batiuk
SST,-0.574800071741061,9.30757809960537,-2.46988908933102,0.0161231778917654,0.234240820284122,-3.5970168474972,Sst,Frohlich
SST,-0.127543929702953,8.20556602732767,-0.230612242175914,0.818852883390234,0.982657353909729,-5.27354706315176,Sst,MSSM1
SST,-0.848136054991636,7.75462925821228,-2.33127339168592,0.02574803291003,0.74058033744002,-3.47221921859785,Sst,McLean
PVALB,0.663807270311285,0.211748267203563,1.48140387678688,0.147627721301579,0.819944351442535,-4.4167081081312896,Sst,McLean
SST,-0.0320781727514438,6.8346208191997,-0.125227012783465,0.90048676797157,0.994637966216218,-5.30817515803545,Sst,MSSM2
SST,-0.6120715727839,7.5371963388945,-3.34923982314714,0.00107263617756402,0.0941715016977334,-0.983440056248101,Sst,HBCC
SST,0.381911365619765,7.0528452032223,0.367179950110962,0.719481466202415,0.99983949592719,-4.72128060257167,Sst,Multiome
SST,-0.337199019769381,10.8544187164704,-0.638098466320008,0.530183864131071,0.998687319785255,-4.64353832635925,Sst Chodl,Batiuk
SST,-0.637182492221681,10.1290712251601,-1.47382959512432,0.144894375208769,0.990242931969214,-4.45061153070686,Sst Chodl,Frohlich
SST,-0.806834892257021,10.9535642739905,-1.06994417062436,0.294504364960996,0.998724847055363,-4.59221385811229,Sst Chodl,MSSM1
SST,0.156452894281746,9.26884059131135,0.280079597777705,0.78069869053743,0.995873714670216,-4.68455442234908,Sst Chodl,McLean
SST,-0.155738582747321,9.04674770365367,-0.339821328752053,0.73462999336953,0.993445979463971,-5.18124066549644,Sst Chodl,MSSM2
SST,-0.236240922500158,8.78786154175032,-0.601144871103462,0.549065671454219,0.998923230277045,-4.86877138017736,Sst Chodl,HBCC
SST,-2.18627425680608,6.73466489989977,-1.79309752262059,0.0913024863912984,0.672845617358933,-4.32028998534569,Sst Chodl,Multiome
PVALB,-0.737083822257454,2.08916071311384,-1.21193277502293,0.244196970721676,0.999935428893336,-4.58016089565936,Vip,Batiuk
SST,-0.85720906870907,4.47970031608826,-0.861293942273044,0.402571945922809,0.999935428893336,-4.62948483447538,Vip,Batiuk
SST,-0.71021354019256,3.38477792232356,-2.29902216864371,0.0247573905432034,0.288531141173562,-3.41928066067864,Vip,Frohlich
PVALB,-0.192479860721875,0.939434694708593,-0.694358294832567,0.489954772384637,0.784251038305443,-5.00877293650522,Vip,Frohlich
SST,0.021913494771935,2.56196095177098,0.040582889091593403,0.967859115156343,0.995129712780521,-5.11979499698642,Vip,MSSM1
SST,-0.559755092059202,2.88240825008669,-1.5470665252781,0.130979529163845,0.781649195624557,-4.35458564059395,Vip,McLean
PVALB,-0.253220066559687,0.124791955562623,-0.490602549214086,0.626816069910166,0.935500117108026,-4.740913100679,Vip,McLean
SST,0.0673363023602048,1.66518533268436,0.326555739716183,0.74439297609287,0.977228221155002,-4.84380017937204,Vip,MSSM2
SST,-0.289402879822276,2.00006317216182,-1.38378492983561,0.16885360124454,0.58923214131501,-4.68914939797856,Vip,HBCC
PVALB,-0.051092525163298,-0.1915027457825,-0.21370071490709,0.831123441298769,0.950890642371532,-5.14489973334722,Vip,HBCC
SST,0.695263407362804,1.14930567880105,0.907734764801523,0.380276982779611,0.996216330545019,-4.59881583789088,Vip,Multiome
SST,-0.411507750456637,4.29278866621942,-1.36735256441501,0.176160697946034,0.83802410798236,-4.592789608838,VLMC,Frohlich
PVALB,0.121511367965542,3.27225259119939,0.388686119388248,0.698761365390772,0.966544938632354,-5.08472622492303,VLMC,Frohlich
SST,-0.386307166747724,3.38605910586638,-1.48566031937235,0.139779193425841,0.658616101308768,-4.56711464596385,VLMC,HBCC
