celltype,donor,gene,count
Astrocyte,Br2039,EGR3,584
Astrocyte,Br2039,ELMSAN1,270
Astrocyte,Br2039,ELOC,1033
Astrocyte,Br2039,ENC1,3265
Astrocyte,Br2039,ENPP2,204
Astrocyte,Br2039,EPAS1,1616
Astrocyte,Br2039,ERBB4,1347
Astrocyte,Br2039,EVI2A,63
Astrocyte,Br2039,FABP3,460
Astrocyte,Br2039,FGFR3,22367
Astrocyte,Br2039,FILIP1,116
Astrocyte,Br2039,FKBP5,1062
Astrocyte,Br2039,FLT1,171
Astrocyte,Br2039,FREM3,116
Astrocyte,Br2039,FSCN1,564
Astrocyte,Br2039,FSTL4,140
Astrocyte,Br2039,FURIN,228
Astrocyte,Br2039,GABBR2,775
Astrocyte,Br2039,GABPB1-AS1,399
Astrocyte,Br2039,GAD1,354
Astrocyte,Br2039,GAD2,196
Astrocyte,Br2039,GADD45G,74
Astrocyte,Br2039,GALNT16,316
Astrocyte,Br2039,GATD3A,1414
Astrocyte,Br2039,GATD3B,996
Astrocyte,Br2039,GFAP,6799
Astrocyte,Br2039,GJA1,38657
Astrocyte,Br2039,GJB1,31
Astrocyte,Br2039,GNAL,429
Astrocyte,Br2039,GPR34,26
Astrocyte,Br2039,GPR6,999
Astrocyte,Br2039,GPX3,267
Astrocyte,Br2039,GRIN2A,137
Astrocyte,Br2039,GSTM5,1178
Astrocyte,Br2039,HBA1,163
Astrocyte,Br2039,HHIP,77
Astrocyte,Br2039,HIF3A,6603
Astrocyte,Br2039,HLA-B,1621
Astrocyte,Br2039,HLA-DPA1,70
Astrocyte,Br2039,HLA-DRB1,682
Astrocyte,Br2039,HLA-E,984
Astrocyte,Br2039,HMGB2,494
Astrocyte,Br2039,HNRNPH3,1598
Astrocyte,Br2039,HPCAL1,1301
Astrocyte,Br2039,HSPA8,10374
Astrocyte,Br2039,HTR2C,35
Astrocyte,Br2039,IFITM3,1648
Astrocyte,Br2039,IGFBP5,444
Astrocyte,Br2039,IGFBP6,74
Astrocyte,Br2039,IGSF6,117
Astrocyte,Br2039,IRS2,2270
Astrocyte,Br2039,ISLR,144
Astrocyte,Br2039,ITGAM,10
Astrocyte,Br2039,ITGAX,22
Astrocyte,Br2039,ITGB2,49
Astrocyte,Br2039,ITGB4,745
Astrocyte,Br2039,ITM2A,204
Astrocyte,Br2039,KANSL1-AS1,17
Astrocyte,Br2039,KCNK1,636
Astrocyte,Br2039,KIF1A,7292
Astrocyte,Br2039,KIF5A,11788
Astrocyte,Br2039,KLF2,65
Astrocyte,Br2039,KLK6,2
Astrocyte,Br2039,KRT17,22
Astrocyte,Br2039,LAMP5,298
Astrocyte,Br2039,LAPTM5,143
Astrocyte,Br2039,LATS1,960
Astrocyte,Br2039,LGALS1,1092
Astrocyte,Br2039,LILRB4,41
Astrocyte,Br2039,LINC02714,36
Astrocyte,Br2039,LMO4,3159
Astrocyte,Br2039,LPAR6,111
Astrocyte,Br2039,LST1,39
Astrocyte,Br2039,LY86,23
Astrocyte,Br2039,LZTS3,686
Astrocyte,Br2039,MAG,92
Astrocyte,Br2039,MAP2K1,657
Astrocyte,Br2039,MAPK3,756
Astrocyte,Br2039,MBP,5010
Astrocyte,Br2039,MEIS2,1240
Astrocyte,Br2039,MEPE,46
Astrocyte,Br2039,MOBP,450
Astrocyte,Br2039,MOG,215
Astrocyte,Br2039,MRPL27,397
Astrocyte,Br2039,MRPL57,739
Astrocyte,Br2039,MT-ATP8,32349
Astrocyte,Br2039,MT-ND1,114196
Astrocyte,Br2039,MT-ND2,100284
Astrocyte,Br2039,MT-ND4,99358
Astrocyte,Br2039,MT-ND4L,74957
Astrocyte,Br2039,MT-ND5,78557
Astrocyte,Br2039,MT-ND6,14280
Astrocyte,Br2039,MT1E,809
Astrocyte,Br2039,MT1M,444
Astrocyte,Br2039,MT1X,358
Astrocyte,Br2039,MT2A,3915
Astrocyte,Br2039,MTRNR2L1,117757
Astrocyte,Br2039,MTRNR2L12,97372
Astrocyte,Br2039,MTURN,5783
Astrocyte,Br2039,MYL6,1033
Astrocyte,Br2039,MYL9,225
Astrocyte,Br2039,NDUFB2,370
Astrocyte,Br2039,NDUFB9,1299
Astrocyte,Br2039,NEFH,281
Astrocyte,Br2039,NEFL,4820
Astrocyte,Br2039,NEFM,2051
Astrocyte,Br2039,NORAD,6479
Astrocyte,Br2039,NOS1,53
Astrocyte,Br2039,NOTCH1,4212
Astrocyte,Br2039,NPIPA1,5706
Astrocyte,Br2039,NPTX1,1106
Astrocyte,Br2039,NPTX2,118
Astrocyte,Br2039,NPY,34
Astrocyte,Br2039,NR4A2,108
Astrocyte,Br2039,NRG1,118
Astrocyte,Br2039,NRXN1,11216
Astrocyte,Br2039,NTRK2,34376
Astrocyte,Br2039,NUDT14,22
Astrocyte,Br2039,NUPR1,151
Astrocyte,Br2039,NXPH4,8
Astrocyte,Br2039,OGA,4212
Astrocyte,Br2039,OLFML3,47
Astrocyte,Br2039,OLR1,30
Astrocyte,Br2039,OSBPL1A,3441
Astrocyte,Br2039,OTOS,38
Astrocyte,Br2039,P2RY12,147
Astrocyte,Br2039,P2RY13,27
Astrocyte,Br2039,PAQR6,1889
Astrocyte,Br2039,PCP4,404
Astrocyte,Br2039,PDXK,2623
Astrocyte,Br2039,PECAM1,57
Astrocyte,Br2039,PFN1,293
Astrocyte,Br2039,PLAAT3,1323
Astrocyte,Br2039,PLD4,72
Astrocyte,Br2039,PLEC,5186
Astrocyte,Br2039,PLP1,1035
Astrocyte,Br2039,PMP22,1694
Astrocyte,Br2039,PPM1K,654
Astrocyte,Br2039,PSMA7,1812
Astrocyte,Br2039,PVALB,218
Astrocyte,Br2039,PWP2,283
Astrocyte,Br2039,RANBP1,539
Astrocyte,Br2039,RASD1,417
Astrocyte,Br2039,RASGRF2,1327
Astrocyte,Br2039,RCAN2,1040
Astrocyte,Br2039,RELN,120
Astrocyte,Br2039,RERGL,52
Astrocyte,Br2039,RGS10,122
Astrocyte,Br2039,RIPOR2,573
Astrocyte,Br2039,RNASE1,314
Astrocyte,Br2039,RORB,2269
Astrocyte,Br2039,RPL36AL,1337
Astrocyte,Br2039,RPS26,751
Astrocyte,Br2039,RTF2,2160
Astrocyte,Br2039,S100A6,651
Astrocyte,Br2039,S100B,7468
Astrocyte,Br2039,SAMSN1,25
Astrocyte,Br2039,SCG3,8278
Astrocyte,Br2039,SCN1B,1045
Astrocyte,Br2039,SELPLG,35
Astrocyte,Br2039,SERPINA3,121
Astrocyte,Br2039,SERPING1,706
Astrocyte,Br2039,SESN1,562
Astrocyte,Br2039,SLC14A1,3682
Astrocyte,Br2039,SLC2A1,943
Astrocyte,Br2039,SLC32A1,74
Astrocyte,Br2039,SLC39A8,293
Astrocyte,Br2039,SLC44A1,801
Astrocyte,Br2039,SLN,29
Astrocyte,Br2039,SMAD1,454
Astrocyte,Br2039,SMIM32,16
Astrocyte,Br2039,SMPX,41
Astrocyte,Br2039,SMYD2,238
Astrocyte,Br2039,SNPH,1790
Astrocyte,Br2039,SOD2,3536
Astrocyte,Br2039,SOX2-OT,756
Astrocyte,Br2039,SPRY2,2697
Astrocyte,Br2039,SSBP1,1291
Astrocyte,Br2039,SST,176
Astrocyte,Br2039,SV2A,1524
Astrocyte,Br2039,SVBP,183
Astrocyte,Br2039,SYK,47
Astrocyte,Br2039,SYT2,457
Astrocyte,Br2039,SYTL4,200
Astrocyte,Br2039,TAGLN,213
Astrocyte,Br2039,TEF,2618
Astrocyte,Br2039,TF,537
Astrocyte,Br2039,THEMIS,39
Astrocyte,Br2039,TIMP1,127
Astrocyte,Br2039,TMEM119,45
Astrocyte,Br2039,TMEM144,1054
Astrocyte,Br2039,TMSB10,3636
Astrocyte,Br2039,TNFSF10,37
Astrocyte,Br2039,TNK2,2530
Astrocyte,Br2039,TRABD2A,35
Astrocyte,Br2039,TREM2,25
Astrocyte,Br2039,TSC22D3,936
Astrocyte,Br2039,TTC9B,1186
Astrocyte,Br2039,TXNIP,581
Astrocyte,Br2039,TYROBP,36
Astrocyte,Br2039,UGT8,30
Astrocyte,Br2039,UQCRFS1,2264
Astrocyte,Br2039,USP22,1876
Astrocyte,Br2039,VAMP1,1271
Astrocyte,Br2039,VGF,449
Astrocyte,Br2039,VIM,12204
Astrocyte,Br2039,VIP,63
Astrocyte,Br2039,XRRA1,701
Astrocyte,Br2039,YWHAH,3997
Astrocyte,Br2039,ZBTB16,1060
Astrocyte,Br2039,ZNF483,1604
Astrocyte,Br2039,ZNF804A,59
Astrocyte,Br2039,ZP3,98
Astrocyte,Br2421,A2M,755
Astrocyte,Br2421,ABCA2,13964
Astrocyte,Br2421,ABCG2,457
Astrocyte,Br2421,ACO1,5840
Astrocyte,Br2421,ACTA2,4338
Astrocyte,Br2421,ACY3,216
Astrocyte,Br2421,ADAM28,1295
Astrocyte,Br2421,ADCYAP1,915
Astrocyte,Br2421,ADCYAP1R1,24943
Astrocyte,Br2421,ADIRF,890
Astrocyte,Br2421,AIF1,179
Astrocyte,Br2421,AJ009632.2,581
Astrocyte,Br2421,AK5,15934
Astrocyte,Br2421,AKAP8L,2919
Astrocyte,Br2421,AKT1,6431
Astrocyte,Br2421,ALCAM,6530
Astrocyte,Br2421,ALDH1A1,2632
Astrocyte,Br2421,ALOX5AP,107
Astrocyte,Br2421,ANLN,371
Astrocyte,Br2421,APOLD1,891
Astrocyte,Br2421,AQP1,21164
Astrocyte,Br2421,AQP4,197957
Astrocyte,Br2421,ARPC1B,344
Astrocyte,Br2421,ARPP19,3841
Astrocyte,Br2421,ARRDC3,1147
Astrocyte,Br2421,ATP2B4,18994
Astrocyte,Br2421,BAIAP3,5866
Astrocyte,Br2421,BCAS1,3805
Astrocyte,Br2421,BCL6,8483
Astrocyte,Br2421,BDNF,353
Astrocyte,Br2421,BLCAP,3814
Astrocyte,Br2421,C14orf132,11837
Astrocyte,Br2421,C1QA,1358
Astrocyte,Br2421,C1QB,801
Astrocyte,Br2421,C1QL2,962
Astrocyte,Br2421,C1orf61,42507
Astrocyte,Br2421,C3,1500
Astrocyte,Br2421,C4A,43394
Astrocyte,Br2421,CABP1,9841
Astrocyte,Br2421,CACNA1C,2464
Astrocyte,Br2421,CALB1,1118
Astrocyte,Br2421,CALB2,1349
Astrocyte,Br2421,CAMK2N1,79321
Astrocyte,Br2421,CAPN3,1625
Astrocyte,Br2421,CAPZB,8323
Astrocyte,Br2421,CARTPT,731
Astrocyte,Br2421,CASC3,8983
Astrocyte,Br2421,CCK,5971
Astrocyte,Br2421,CCNI,38500
Astrocyte,Br2421,CD52,18
Astrocyte,Br2421,CD53,238
Astrocyte,Br2421,CD68,601
Astrocyte,Br2421,CD74,1978
Astrocyte,Br2421,CFAP36,6956
Astrocyte,Br2421,CHI3L1,22781
Astrocyte,Br2421,CHST1,19399
Astrocyte,Br2421,CLDN11,606
Astrocyte,Br2421,CLDN5,607
Astrocyte,Br2421,CLDND1,8004
Astrocyte,Br2421,CNDP1,712
Astrocyte,Br2421,CNN3,45840
Astrocyte,Br2421,CNP,10395
Astrocyte,Br2421,COMT,3751
Astrocyte,Br2421,CORT,475
Astrocyte,Br2421,COX5A,4042
Astrocyte,Br2421,CRHBP,282
Astrocyte,Br2421,CRYM,2513
Astrocyte,Br2421,CSF1R,394
Astrocyte,Br2421,CSMD1,2605
Astrocyte,Br2421,CTIF,6521
Astrocyte,Br2421,CUX2,1691
Astrocyte,Br2421,CX3CR1,431
Astrocyte,Br2421,CXCL14,13378
Astrocyte,Br2421,CXCR4,1790
Astrocyte,Br2421,CYBA,81
Astrocyte,Br2421,CYBB,404
Astrocyte,Br2421,CYP46A1,9205
Astrocyte,Br2421,DACH1,473
Astrocyte,Br2421,DBNDD2,3946
Astrocyte,Br2421,DCC,706
Astrocyte,Br2421,DDIT4,7972
Astrocyte,Br2421,DEAF1,2961
Astrocyte,Br2421,DIRAS2,5748
Astrocyte,Br2421,DISC1,394
Astrocyte,Br2421,DKK3,62327
Astrocyte,Br2421,EDIL3,2300
Astrocyte,Br2421,EGR1,873
Astrocyte,Br2421,EGR3,3661
Astrocyte,Br2421,ELMSAN1,1554
Astrocyte,Br2421,ELOC,3705
Astrocyte,Br2421,ENC1,27449
Astrocyte,Br2421,ENPP2,1014
Astrocyte,Br2421,EPAS1,7334
Astrocyte,Br2421,ERBB4,6411
Astrocyte,Br2421,EVI2A,282
Astrocyte,Br2421,FABP3,2589
Astrocyte,Br2421,FGFR3,106674
Astrocyte,Br2421,FILIP1,1224
Astrocyte,Br2421,FKBP5,4130
Astrocyte,Br2421,FLT1,752
Astrocyte,Br2421,FREM3,549
Astrocyte,Br2421,FSCN1,2193
Astrocyte,Br2421,FSTL4,933
Astrocyte,Br2421,FURIN,1536
Astrocyte,Br2421,GABBR2,5377
Astrocyte,Br2421,GABPB1-AS1,862
Astrocyte,Br2421,GAD1,1625
Astrocyte,Br2421,GAD2,1153
Astrocyte,Br2421,GADD45G,643
Astrocyte,Br2421,GALNT16,3503
Astrocyte,Br2421,GATD3A,5184
Astrocyte,Br2421,GATD3B,3954
Astrocyte,Br2421,GFAP,75342
Astrocyte,Br2421,GJA1,190987
Astrocyte,Br2421,GJB1,155
Astrocyte,Br2421,GNAL,2038
Astrocyte,Br2421,GPR34,101
Astrocyte,Br2421,GPR6,2354
Astrocyte,Br2421,GPX3,2057
Astrocyte,Br2421,GRIN2A,645
Astrocyte,Br2421,GSTM5,5947
Astrocyte,Br2421,HBA1,1282
Astrocyte,Br2421,HHIP,430
Astrocyte,Br2421,HIF3A,31854
Astrocyte,Br2421,HLA-B,9353
Astrocyte,Br2421,HLA-DPA1,392
Astrocyte,Br2421,HLA-DRB1,4095
Astrocyte,Br2421,HLA-E,6706
Astrocyte,Br2421,HMGB2,3522
Astrocyte,Br2421,HNRNPH3,8573
Astrocyte,Br2421,HPCAL1,9516
Astrocyte,Br2421,HSPA8,67882
Astrocyte,Br2421,HTR2C,162
Astrocyte,Br2421,IFITM3,831
Astrocyte,Br2421,IGFBP5,1669
Astrocyte,Br2421,IGFBP6,495
Astrocyte,Br2421,IGSF6,381
Astrocyte,Br2421,IRS2,10357
Astrocyte,Br2421,ISLR,858
Astrocyte,Br2421,ITGAM,40
Astrocyte,Br2421,ITGAX,157
Astrocyte,Br2421,ITGB2,176
Astrocyte,Br2421,ITGB4,7403
Astrocyte,Br2421,ITM2A,894
Astrocyte,Br2421,KANSL1-AS1,104
Astrocyte,Br2421,KCNK1,3701
Astrocyte,Br2421,KIF1A,45966
Astrocyte,Br2421,KIF5A,85029
Astrocyte,Br2421,KLF2,259
Astrocyte,Br2421,KLK6,9
Astrocyte,Br2421,KRT17,164
Astrocyte,Br2421,LAMP5,1829
Astrocyte,Br2421,LAPTM5,332
Astrocyte,Br2421,LATS1,4791
Astrocyte,Br2421,LGALS1,5105
Astrocyte,Br2421,LILRB4,107
Astrocyte,Br2421,LINC02714,267
Astrocyte,Br2421,LMO4,22346
Astrocyte,Br2421,LPAR6,354
Astrocyte,Br2421,LST1,171
Astrocyte,Br2421,LY86,97
Astrocyte,Br2421,LZTS3,3307
Astrocyte,Br2421,MAG,467
Astrocyte,Br2421,MAP2K1,4656
Astrocyte,Br2421,MAPK3,5037
Astrocyte,Br2421,MBP,36768
Astrocyte,Br2421,MEIS2,5670
Astrocyte,Br2421,MEPE,295
Astrocyte,Br2421,MOBP,2686
Astrocyte,Br2421,MOG,1348
Astrocyte,Br2421,MRPL27,2060
Astrocyte,Br2421,MRPL57,3118
Astrocyte,Br2421,MT-ATP8,150676
Astrocyte,Br2421,MT-ND1,542372
Astrocyte,Br2421,MT-ND2,513711
Astrocyte,Br2421,MT-ND4,489907
Astrocyte,Br2421,MT-ND4L,237531
Astrocyte,Br2421,MT-ND5,417207
Astrocyte,Br2421,MT-ND6,80387
Astrocyte,Br2421,MT1E,1402
Astrocyte,Br2421,MT1M,1860
Astrocyte,Br2421,MT1X,942
Astrocyte,Br2421,MT2A,7572
Astrocyte,Br2421,MTRNR2L1,826592
Astrocyte,Br2421,MTRNR2L12,561968
Astrocyte,Br2421,MTURN,33647
Astrocyte,Br2421,MYL6,5632
Astrocyte,Br2421,MYL9,2057
Astrocyte,Br2421,NDUFB2,889
Astrocyte,Br2421,NDUFB9,5491
Astrocyte,Br2421,NEFH,1617
Astrocyte,Br2421,NEFL,28043
Astrocyte,Br2421,NEFM,15201
Astrocyte,Br2421,NORAD,28638
Astrocyte,Br2421,NOS1,427
Astrocyte,Br2421,NOTCH1,20132
Astrocyte,Br2421,NPIPA1,33488
Astrocyte,Br2421,NPTX1,6089
Astrocyte,Br2421,NPTX2,846
Astrocyte,Br2421,NPY,273
Astrocyte,Br2421,NR4A2,1018
Astrocyte,Br2421,NRG1,803
Astrocyte,Br2421,NRXN1,46884
Astrocyte,Br2421,NTRK2,158983
Astrocyte,Br2421,NUDT14,121
Astrocyte,Br2421,NUPR1,875
Astrocyte,Br2421,NXPH4,96
Astrocyte,Br2421,OGA,25849
Astrocyte,Br2421,OLFML3,223
Astrocyte,Br2421,OLR1,91
Astrocyte,Br2421,OSBPL1A,17467
Astrocyte,Br2421,OTOS,284
Astrocyte,Br2421,P2RY12,298
Astrocyte,Br2421,P2RY13,98
Astrocyte,Br2421,PAQR6,10140
Astrocyte,Br2421,PCP4,1724
Astrocyte,Br2421,PDXK,17490
Astrocyte,Br2421,PECAM1,275
Astrocyte,Br2421,PFN1,1256
Astrocyte,Br2421,PLAAT3,6878
Astrocyte,Br2421,PLD4,311
Astrocyte,Br2421,PLEC,53499
Astrocyte,Br2421,PLP1,3749
Astrocyte,Br2421,PMP22,6895
Astrocyte,Br2421,PPM1K,3401
Astrocyte,Br2421,PSMA7,10370
Astrocyte,Br2421,PVALB,827
Astrocyte,Br2421,PWP2,1342
Astrocyte,Br2421,RANBP1,2598
Astrocyte,Br2421,RASD1,3469
Astrocyte,Br2421,RASGRF2,7832
Astrocyte,Br2421,RCAN2,7371
Astrocyte,Br2421,RELN,921
Astrocyte,Br2421,RERGL,124
Astrocyte,Br2421,RGS10,359
Astrocyte,Br2421,RIPOR2,3611
Astrocyte,Br2421,RNASE1,1582
Astrocyte,Br2421,RORB,8576
Astrocyte,Br2421,RPL36AL,6059
Astrocyte,Br2421,RPS26,4090
Astrocyte,Br2421,RTF2,12212
Astrocyte,Br2421,S100A6,3127
Astrocyte,Br2421,S100B,26013
Astrocyte,Br2421,SAMSN1,87
Astrocyte,Br2421,SCG3,35647
Astrocyte,Br2421,SCN1B,5285
Astrocyte,Br2421,SELPLG,104
Astrocyte,Br2421,SERPINA3,11719
Astrocyte,Br2421,SERPING1,6675
Astrocyte,Br2421,SESN1,2744
Astrocyte,Br2421,SLC14A1,15424
Astrocyte,Br2421,SLC2A1,2921
Astrocyte,Br2421,SLC32A1,507
Astrocyte,Br2421,SLC39A8,704
Astrocyte,Br2421,SLC44A1,2774
Astrocyte,Br2421,SLN,148
Astrocyte,Br2421,SMAD1,2657
Astrocyte,Br2421,SMIM32,237
Astrocyte,Br2421,SMPX,291
Astrocyte,Br2421,SMYD2,1053
Astrocyte,Br2421,SNPH,12106
Astrocyte,Br2421,SOD2,20644
Astrocyte,Br2421,SOX2-OT,3166
Astrocyte,Br2421,SPRY2,12436
Astrocyte,Br2421,SSBP1,6123
Astrocyte,Br2421,SST,1208
Astrocyte,Br2421,SV2A,6904
Astrocyte,Br2421,SVBP,768
Astrocyte,Br2421,SYK,224
Astrocyte,Br2421,SYT2,2567
Astrocyte,Br2421,SYTL4,3921
Astrocyte,Br2421,TAGLN,2586
Astrocyte,Br2421,TEF,11911
Astrocyte,Br2421,TF,2855
Astrocyte,Br2421,THEMIS,100
Astrocyte,Br2421,TIMP1,1024
Astrocyte,Br2421,TMEM119,109
Astrocyte,Br2421,TMEM144,4856
Astrocyte,Br2421,TMSB10,16595
Astrocyte,Br2421,TNFSF10,179
Astrocyte,Br2421,TNK2,16499
Astrocyte,Br2421,TRABD2A,131
Astrocyte,Br2421,TREM2,103
Astrocyte,Br2421,TSC22D3,4510
Astrocyte,Br2421,TTC9B,4010
Astrocyte,Br2421,TXNIP,8953
Astrocyte,Br2421,TYROBP,118
Astrocyte,Br2421,UGT8,103
Astrocyte,Br2421,UQCRFS1,12085
Astrocyte,Br2421,USP22,10479
Astrocyte,Br2421,VAMP1,7139
Astrocyte,Br2421,VGF,2817
Astrocyte,Br2421,VIM,88390
Astrocyte,Br2421,VIP,392
Astrocyte,Br2421,XRRA1,2105
Astrocyte,Br2421,YWHAH,25903
Astrocyte,Br2421,ZBTB16,6815
Astrocyte,Br2421,ZNF483,9215
Astrocyte,Br2421,ZNF804A,340
Astrocyte,Br2421,ZP3,599
Astrocyte,Br2719,A2M,496
Astrocyte,Br2719,ABCA2,6874
Astrocyte,Br2719,ABCG2,352
Astrocyte,Br2719,ACO1,3567
Astrocyte,Br2719,ACTA2,1522
Astrocyte,Br2719,ACY3,227
Astrocyte,Br2719,ADAM28,781
Astrocyte,Br2719,ADCYAP1,561
Astrocyte,Br2719,ADCYAP1R1,10858
Astrocyte,Br2719,ADIRF,341
Astrocyte,Br2719,AIF1,125
Astrocyte,Br2719,AJ009632.2,532
Astrocyte,Br2719,AK5,7310
Astrocyte,Br2719,AKAP8L,1600
Astrocyte,Br2719,AKT1,4096
Astrocyte,Br2719,ALCAM,4758
Astrocyte,Br2719,ALDH1A1,2041
Astrocyte,Br2719,ALOX5AP,113
Astrocyte,Br2719,ANLN,321
Astrocyte,Br2719,APOLD1,329
Astrocyte,Br2719,AQP1,1575
Astrocyte,Br2719,AQP4,82881
Astrocyte,Br2719,ARPC1B,284
Astrocyte,Br2719,ARPP19,2562
Astrocyte,Br2719,ARRDC3,663
Astrocyte,Br2719,ATP2B4,10443
Astrocyte,Br2719,BAIAP3,1118
Astrocyte,Br2719,BCAS1,1701
Astrocyte,Br2719,BCL6,4745
Astrocyte,Br2719,BDNF,226
Astrocyte,Br2719,BLCAP,1834
Astrocyte,Br2719,C14orf132,8728
Astrocyte,Br2719,C1QA,1716
Astrocyte,Br2719,C1QB,514
Astrocyte,Br2719,C1QL2,546
Astrocyte,Br2719,C1orf61,35392
Astrocyte,Br2719,C3,822
Astrocyte,Br2719,C4A,7296
Astrocyte,Br2719,CABP1,6801
Astrocyte,Br2719,CACNA1C,952
Astrocyte,Br2719,CALB1,766
Astrocyte,Br2719,CALB2,516
Astrocyte,Br2719,CAMK2N1,66555
Astrocyte,Br2719,CAPN3,915
Astrocyte,Br2719,CAPZB,3729
Astrocyte,Br2719,CARTPT,233
Astrocyte,Br2719,CASC3,5065
Astrocyte,Br2719,CCK,3154
Astrocyte,Br2719,CCNI,36628
Astrocyte,Br2719,CD52,19
Astrocyte,Br2719,CD53,186
Astrocyte,Br2719,CD68,488
Astrocyte,Br2719,CD74,1052
Astrocyte,Br2719,CFAP36,3614
Astrocyte,Br2719,CHI3L1,2044
Astrocyte,Br2719,CHST1,10133
Astrocyte,Br2719,CLDN11,518
Astrocyte,Br2719,CLDN5,698
Astrocyte,Br2719,CLDND1,4817
Astrocyte,Br2719,CNDP1,594
Astrocyte,Br2719,CNN3,19556
Astrocyte,Br2719,CNP,5718
Astrocyte,Br2719,COMT,2363
Astrocyte,Br2719,CORT,352
Astrocyte,Br2719,COX5A,3011
Astrocyte,Br2719,CRHBP,235
Astrocyte,Br2719,CRYM,1211
Astrocyte,Br2719,CSF1R,235
Astrocyte,Br2719,CSMD1,1704
Astrocyte,Br2719,CTIF,3718
Astrocyte,Br2719,CUX2,833
Astrocyte,Br2719,CX3CR1,305
Astrocyte,Br2719,CXCL14,12517
Astrocyte,Br2719,CXCR4,1235
Astrocyte,Br2719,CYBA,61
Astrocyte,Br2719,CYBB,197
Astrocyte,Br2719,CYP46A1,5425
Astrocyte,Br2719,DACH1,319
Astrocyte,Br2719,DBNDD2,2131
Astrocyte,Br2719,DCC,492
Astrocyte,Br2719,DDIT4,9864
Astrocyte,Br2719,DEAF1,1203
Astrocyte,Br2719,DIRAS2,2718
Astrocyte,Br2719,DISC1,215
Astrocyte,Br2719,DKK3,28974
Astrocyte,Br2719,EDIL3,1374
Astrocyte,Br2719,EGR1,674
Astrocyte,Br2719,EGR3,2304
Astrocyte,Br2719,ELMSAN1,950
Astrocyte,Br2719,ELOC,2925
Astrocyte,Br2719,ENC1,11808
Astrocyte,Br2719,ENPP2,770
Astrocyte,Br2719,EPAS1,4275
Astrocyte,Br2719,ERBB4,4142
Astrocyte,Br2719,EVI2A,212
Astrocyte,Br2719,FABP3,1453
Astrocyte,Br2719,FGFR3,67619
Astrocyte,Br2719,FILIP1,648
Astrocyte,Br2719,FKBP5,3035
Astrocyte,Br2719,FLT1,542
Astrocyte,Br2719,FREM3,335
Astrocyte,Br2719,FSCN1,1441
Astrocyte,Br2719,FSTL4,361
Astrocyte,Br2719,FURIN,652
Astrocyte,Br2719,GABBR2,2296
Astrocyte,Br2719,GABPB1-AS1,1057
Astrocyte,Br2719,GAD1,709
Astrocyte,Br2719,GAD2,648
Astrocyte,Br2719,GADD45G,355
Astrocyte,Br2719,GALNT16,1167
Astrocyte,Br2719,GATD3A,5629
Astrocyte,Br2719,GATD3B,3236
Astrocyte,Br2719,GFAP,19183
Astrocyte,Br2719,GJA1,144263
Astrocyte,Br2719,GJB1,133
Astrocyte,Br2719,GNAL,1405
Astrocyte,Br2719,GPR34,69
Astrocyte,Br2719,GPR6,3488
Astrocyte,Br2719,GPX3,686
Astrocyte,Br2719,GRIN2A,260
Astrocyte,Br2719,GSTM5,4153
Astrocyte,Br2719,HBA1,198
Astrocyte,Br2719,HHIP,313
Astrocyte,Br2719,HIF3A,34665
Astrocyte,Br2719,HLA-B,2922
Astrocyte,Br2719,HLA-DPA1,405
Astrocyte,Br2719,HLA-DRB1,4191
Astrocyte,Br2719,HLA-E,2784
Astrocyte,Br2719,HMGB2,1986
Astrocyte,Br2719,HNRNPH3,5210
Astrocyte,Br2719,HPCAL1,3384
Astrocyte,Br2719,HSPA8,47294
Astrocyte,Br2719,HTR2C,118
Astrocyte,Br2719,IFITM3,616
Astrocyte,Br2719,IGFBP5,874
Astrocyte,Br2719,IGFBP6,281
Astrocyte,Br2719,IGSF6,698
Astrocyte,Br2719,IRS2,8367
Astrocyte,Br2719,ISLR,649
Astrocyte,Br2719,ITGAM,35
Astrocyte,Br2719,ITGAX,135
Astrocyte,Br2719,ITGB2,136
Astrocyte,Br2719,ITGB4,3569
Astrocyte,Br2719,ITM2A,508
Astrocyte,Br2719,KANSL1-AS1,106
Astrocyte,Br2719,KCNK1,2387
Astrocyte,Br2719,KIF1A,18703
Astrocyte,Br2719,KIF5A,32754
Astrocyte,Br2719,KLF2,211
Astrocyte,Br2719,KLK6,5
Astrocyte,Br2719,KRT17,70
Astrocyte,Br2719,LAMP5,853
Astrocyte,Br2719,LAPTM5,279
Astrocyte,Br2719,LATS1,2643
Astrocyte,Br2719,LGALS1,2808
Astrocyte,Br2719,LILRB4,122
Astrocyte,Br2719,LINC02714,118
Astrocyte,Br2719,LMO4,12476
Astrocyte,Br2719,LPAR6,268
Astrocyte,Br2719,LST1,154
Astrocyte,Br2719,LY86,145
Astrocyte,Br2719,LZTS3,1484
Astrocyte,Br2719,MAG,282
Astrocyte,Br2719,MAP2K1,2122
Astrocyte,Br2719,MAPK3,1978
Astrocyte,Br2719,MBP,12129
Astrocyte,Br2719,MEIS2,3502
Astrocyte,Br2719,MEPE,255
Astrocyte,Br2719,MOBP,1032
Astrocyte,Br2719,MOG,848
Astrocyte,Br2719,MRPL27,1270
Astrocyte,Br2719,MRPL57,2158
Astrocyte,Br2719,MT-ATP8,114489
Astrocyte,Br2719,MT-ND1,436539
Astrocyte,Br2719,MT-ND2,443877
