pathway,source,NES_depleted,NES_intermediate,NES_non_depleted,padj_depleted,padj_intermediate,padj_non_depleted,family
GOBP_KIDNEY_EPITHELIUM_DEVELOPMENT,C5:GO:BP,-1.170140144418736,-1.0690962267664033,-1.3415363790811476,0.6511974474764424,0.7610929713009107,0.616369649107308,Other
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY,C5:GO:BP,1.100540226741498,-1.1217766761508103,-1.089172637348696,0.6511974474764424,0.674113357668095,0.7787393107686005,Other
GOMF_CELL_ADHESION_MEDIATOR_ACTIVITY,C5:GO:MF,1.1722198481336064,1.3996223822353215,1.2232275609165415,0.6512558199788157,0.49495833761017743,0.7143415354076099,Other
GOBP_VASOCONSTRICTION,C5:GO:BP,-1.198467669246843,0.8378142469621657,-1.1852693107387993,0.6515781553279245,0.9247107275946792,0.746464019365149,Synaptic
GOBP_NUCLEAR_TRANSPORT,C5:GO:BP,-1.1134981704026417,-0.979146630769887,-1.1593765872293622,0.6516519863383067,0.830100432900433,0.7006305483749967,Other
GOBP_OSTEOBLAST_DIFFERENTIATION,C5:GO:BP,1.129354278091482,1.0532487572041274,0.8167308231107946,0.6516519863383067,0.7536007682708117,0.980636627952824,Other
GOBP_PROTEIN_K11_LINKED_UBIQUITINATION,C5:GO:BP,1.1892978107735095,0.8568229644462478,-0.7223410876100494,0.6516519863383067,0.9004183194674552,0.9834487007797676,Other
GOBP_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS,C5:GO:BP,-1.207842904877299,-1.1376955814161225,-0.9356327750587672,0.6516519863383067,0.7226852396852039,0.9155012598600568,Other
GOBP_SYNAPTIC_VESICLE_CLUSTERING,C5:GO:BP,1.2111445744330396,1.0203312103377786,-1.0305570234427877,0.6516519863383067,0.8002218037586948,0.8674420305635115,Other
GOBP_TELOMERE_ORGANIZATION,C5:GO:BP,-1.14052577834031,0.8879447474151472,-0.854438744858542,0.6516519863383067,0.9250617058972348,0.9700100665879148,Other
GOMF_TRANSMEMBRANE_TRANSPORTER_BINDING,C5:GO:MF,-1.1488127902382952,-1.1655332031992982,-1.0557773735735942,0.6516519863383067,0.6529312940492054,0.8304947894563941,Other
REACTOME_MTORC1_MEDIATED_SIGNALLING,C2:CP:REACTOME,-1.212215255997249,-1.114046283226416,-0.9887194851202328,0.6516519863383067,0.7434107507731904,0.8950403266105506,Other
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS,C2:CP:REACTOME,-1.1415110355051623,-1.257666745821251,-1.1626472247798425,0.6516519863383067,0.5497337749091454,0.7281072494147807,Other
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING,C5:GO:BP,-1.2104924690467866,0.8276490521670021,1.145817558480455,0.6518059316313262,0.919237795315672,0.7823760746295957,Synaptic
GOBP_PURINE_NUCLEOBASE_METABOLIC_PROCESS,C5:GO:BP,1.2259965485213995,1.1088782179017256,1.3816402557163376,0.6518059316313262,0.7480622381701517,0.6713651900748675,Other
GOBP_REGULATION_OF_TUBE_SIZE,C5:GO:BP,-1.1654165153320937,-1.0695314621698784,-1.189507753089112,0.6518059316313262,0.7610929713009107,0.7264162786702552,Other
GOMF_ALANINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,C5:GO:MF,1.2362636272831091,1.0571680011802096,-0.6885723614940148,0.6518059316313262,0.7805606025431701,0.980941387842414,Other
GOMF_MICROTUBULE_MINUS_END_BINDING,C5:GO:MF,-1.2360399693603603,-0.8866055817221029,-1.3052842165379068,0.6518059316313262,0.8732642764162598,0.704932445133771,Other
GOMF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_ACTIVITY,C5:GO:MF,1.168390708888144,1.6040999037100938,-1.093996899055499,0.6518059316313262,0.30020244866480283,0.8075227622467298,Other
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,C2:CP:REACTOME,-1.1775697880018936,1.034788082456667,1.108298491444271,0.6518059316313262,0.7821117499535742,0.8010697199644227,Other
REACTOME_RAS_PROCESSING,C2:CP:REACTOME,-1.2112876111025477,-1.262773677185944,0.7578296928559424,0.6518059316313262,0.6419234194434278,0.9783283642124672,Synaptic
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS,C2:CP:REACTOME,1.2220316297488447,-0.8354964244313642,0.925753450651756,0.6518059316313262,0.8999190012427344,0.9155012598600568,Other
GOBP_MITOCHONDRIAL_DEPOLARIZATION,C5:GO:BP,-1.2210983120164256,-1.6847576762683545,-1.1730583131084364,0.6521183223408354,0.2971829839950027,0.7659089825173895,Other
GOBP_REGULATION_OF_TISSUE_REMODELING,C5:GO:BP,1.1904800102611357,1.26945029187087,1.0688961219945918,0.6524480410213904,0.6167492536539735,0.8304947894563941,Other
REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION,C2:CP:REACTOME,1.220183755534522,0.8136809388920163,1.4839114759795418,0.6524480410213904,0.9124386921182012,0.5869441673788062,Other
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,C2:CP:REACTOME,-1.1678689779776812,-1.1127434013546758,-0.7970411568741013,0.6527187165424188,0.7227560064357222,0.9783283642124672,Synaptic
GOBP_RESPONSE_TO_RADIATION,C5:GO:BP,-1.1111588576407292,-1.0535484851152157,-0.9377915571329064,0.6529012231851988,0.7526780107771469,0.9306465222369952,Other
GOBP_LOCOMOTORY_EXPLORATION_BEHAVIOR,C5:GO:BP,-1.2325836214330397,-1.2643684056623008,NA,0.6531137404305865,0.6529312940492054,NA,Synaptic
GOCC_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE,C5:GO:CC,1.143427096071306,1.0827031279306405,1.493526427770764,0.6531137404305865,0.7307927939506886,0.41053611314170185,Other
GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,C5:GO:BP,-1.11689319402978,-1.476648595048886,-1.3615968365530775,0.6533576532682278,0.148944072117089,0.43384117455860693,Other
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING,C5:GO:BP,-1.2160231090627676,-0.9591017641176434,0.9441998326605042,0.6537087104072399,0.8326532565028039,0.9128543469927164,Other
GOCC_ESCRT_COMPLEX,C5:GO:CC,-1.2092265127295103,-0.6753345321524814,-1.1538990157710118,0.6537087104072399,0.97684741525819,0.7758865938407064,Other
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1,C2:CP:REACTOME,-1.2230857013351466,-1.3298258994290149,-1.4817774476216874,0.6537087104072399,0.6055697963717509,0.5815632387124503,Other
GOBP_CELLULAR_HOMEOSTASIS,C5:GO:BP,-1.0931719901586454,-1.1023220584761808,-1.0093058907108097,0.6540798750460309,0.6645489494379869,0.8760635818103543,Other
GOBP_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM,C5:GO:BP,1.1016768389516596,-0.9427190585194162,-1.0419002453840105,0.6540798750460309,0.8672273991400409,0.8361420132186933,Other
GOBP_CELLULAR_RESPONSE_TO_CHOLESTEROL,C5:GO:BP,-1.232093850699244,-1.237556677308933,NA,0.6540798750460309,0.674113357668095,NA,Other
GOBP_CENTRIOLE_ASSEMBLY,C5:GO:BP,1.177649175842799,0.8159727720694727,-1.188614185725797,0.6540798750460309,0.9341821215495036,0.7427666474085604,Other
GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION,C5:GO:BP,-1.202946962540571,-1.109220144452485,-0.7382879086150642,0.6540798750460309,0.7456350572357456,0.980636627952824,Other
GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS,C5:GO:BP,1.1646825313908558,1.3405264313432554,-1.374325010956854,0.6540798750460309,0.5436113828385322,0.6174203293263211,Other
GOBP_POLYOL_BIOSYNTHETIC_PROCESS,C5:GO:BP,-1.1910632695176335,-0.7978016469325764,-0.900897995277906,0.6540798750460309,0.9345065207721532,0.9282875985663082,Other
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,C5:GO:BP,-1.2337854119782892,0.8582825763834007,1.1197485324305678,0.6540798750460309,0.88476141463305,0.8094365860641132,Other
GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,C5:GO:BP,-1.1655635526615171,-1.0523768713531183,-1.0617992004435255,0.6540798750460309,0.773492575240213,0.8358923601248333,Other
GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION,C5:GO:BP,-1.1567119081025228,-1.077458824684835,-0.861832439120199,0.6540798750460309,0.7507528706374795,0.9564151971517052,Other
GOBP_REGULATION_OF_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,C5:GO:BP,1.197529050755067,0.7885387824047274,-1.0394698314980453,0.6540798750460309,0.9388571692256796,0.8600252528260534,Other
GOBP_REGULATION_OF_PROTEOLYSIS,C5:GO:BP,-1.11065104076983,-1.1190945983785563,-1.0107170586308032,0.6540798750460309,0.674113357668095,0.8722044929738334,Other
GOBP_SYNAPTIC_MEMBRANE_ADHESION,C5:GO:BP,1.18714139096562,0.926337365081784,-0.9984722955744522,0.6540798750460309,0.8523434782408341,0.8939556830059211,Other
GOCC_AUTOPHAGOSOME_MEMBRANE,C5:GO:CC,-1.1822132543846144,-0.8635650369850183,0.6586213702205219,0.6540798750460309,0.9025195086884948,0.9980893650724948,Other
GOCC_COP9_SIGNALOSOME,C5:GO:CC,-1.1976367261280203,-0.7651375884878651,0.8483900224674308,0.6540798750460309,0.951012058851614,0.9464505315279904,Other
GOMF_STEROID_BINDING,C5:GO:MF,-1.164763799230353,-0.92332010644245,-1.0730951938930842,0.6540798750460309,0.8617427173343218,0.8220592817760368,Other
REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT,C2:CP:REACTOME,-1.1436152793933094,-1.1473916477187736,-1.2328670052763238,0.6540798750460309,0.674113357668095,0.67389902839022775,Other
GOBP_TELOMERASE_RNA_LOCALIZATION,C5:GO:BP,-1.221635347131582,0.7382206809467133,0.6628743471496332,0.6541899331773673,0.9573130327617104,0.989622022243702,Other
GOBP_TRICARBOXYLIC_ACID_METABOLIC_PROCESS,C5:GO:BP,-1.2287722801348977,-1.373613011445432,NA,0.6545773881040765,0.5780346636827055,NA,Other
GOMF_EXTRACELLULAR_LIGAND_GATED_MONOATOMIC_ION_CHANNEL_ACTIVITY,C5:GO:MF,1.1712766709288882,1.4770287827175894,-1.2164691729988966,0.6545773881040765,0.44270557579910097,0.7227732875091964,Other
GOBP_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM,C5:GO:BP,-1.2300398503435674,-0.986718475666302,1.2340330529910664,0.6552459172867315,0.8207506598316765,0.7374034449195979,Synaptic
GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,C5:GO:BP,1.1423845950560827,-1.0579694893166554,-0.9401165328853658,0.6552642703242978,0.7705847452830958,0.9155012598600568,Other
GOBP_REGULATION_OF_MITOCHONDRIAL_GENE_EXPRESSION,C5:GO:BP,-1.1953800840246744,-0.5545257584449227,-0.764064563150756,0.6552886056889484,0.9988263359826454,0.9783283642124672,Other
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS,C2:CP:REACTOME,-1.201270769884893,-1.2966374140779982,-1.3882130164456588,0.6552886056889484,0.6154313830596024,0.6353664309382755,Synaptic
GOCC_PHAGOPHORE_ASSEMBLY_SITE_MEMBRANE,C5:GO:CC,-1.2150994433545677,-0.9739320832562314,-1.215954339421471,0.6555662204119788,0.8262714576271186,0.7448045681803943,Other
GOMF_PROTEASOME_BINDING,C5:GO:MF,-1.2192668418546064,-0.5362720956565502,-0.8483907032349557,0.6558511484283808,0.998298990159981,0.9432908033522764,Other
GOBP_POSITIVE_REGULATION_OF_AXONOGENESIS,C5:GO:BP,-1.160215340631756,-1.1561573063974908,-1.4784752257399871,0.6570363128454866,0.6867040326584831,0.5116698124361169,Other
REACTOME_NEUREXINS_AND_NEUROLIGINS,C2:CP:REACTOME,1.1527183829676226,1.3932778065510596,-0.8682018805864835,0.6588008668432458,0.48354511102216374,0.9487668199878304,Other
REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS,C2:CP:REACTOME,-1.1812703525262978,-0.9662471089312752,-1.2530901451003669,0.6588008668432458,0.8326532565028039,0.7089153022327102,Other
GOBP_MYOBLAST_FUSION,C5:GO:BP,-1.2010095282398747,-0.8877910815268222,-0.4982628954137445,0.6590201563142739,0.8738320044296788,0.9981067484213518,Synaptic
GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,C5:GO:BP,-1.1334503941773804,-1.3590406247865134,-0.656240661110525,0.6595847413909472,0.4452655634105114,0.9980893650724948,Other
GOBP_HETEROCHROMATIN_FORMATION,C5:GO:BP,1.1250775878088413,0.9804908447440486,1.0114798517548755,0.6595978643300298,0.8232806794144576,0.8683273070941556,Other
GOBP_PROTEIN_DEACYLATION,C5:GO:BP,-1.189449659128616,-1.4250753035186163,-1.390192911377662,0.6595978643300298,0.5204530647461746,0.6146789207356217,Other
GOCC_ADHERENS_JUNCTION,C5:GO:CC,-1.1338600921390287,-1.1105304785082832,-1.4237376415916028,0.6595978643300298,0.7061308232370969,0.444299997764426,Other
GOCC_RNAI_EFFECTOR_COMPLEX,C5:GO:CC,-1.208717624740677,-1.0957952904912582,-1.4974461551322973,0.6595978643300298,0.7575829721768822,0.5504038713515895,Other
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,C2:CP:REACTOME,-1.1700716732670362,-1.110338406177313,-1.1493922688644085,0.6595978643300298,0.7237635455438375,0.761489265568194,Other
GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS,C5:GO:BP,-1.1889144072319051,-1.0471165582045143,-1.9110422055433047,0.6599767122256854,0.7821710744685431,0.24682308416530252,Other
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY,C2:CP:REACTOME,-1.160143376577586,-0.9298394349690352,-1.3879603791899953,0.6599767122256854,0.8546771843389059,0.5815632387124503,Other
GOBP_POSITIVE_REGULATION_OF_CELL_KILLING,C5:GO:BP,1.2092310347892772,-0.7842653617838563,-0.9829934876101852,0.6605506854704507,0.9315169503913526,0.9007026541800307,Other
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,C2:CP:REACTOME,-1.200987131915496,-0.9111643413971412,0.6961413262155467,0.6606609999743202,0.8546771843389059,0.9866028844321582,Translation
REACTOME_LYSOSOME_VESICLE_BIOGENESIS,C2:CP:REACTOME,-1.187333723119081,-1.283287529473157,-0.8603485175153882,0.6617649013049267,0.6154313830596024,0.94279868611257,Other
GOBP_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY,C5:GO:BP,-1.2131640139298476,-1.0914267976649357,-0.8332899758205652,0.6618298808584832,0.7621709085981245,0.9502207684583917,Synaptic
GOBP_NUTRIENT_STORAGE,C5:GO:BP,-1.1658485235705731,-1.200176471570293,-1.2736930201679904,0.6621391104210047,0.6472156180819002,0.67389902839022775,Other
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_BINDING,C5:GO:BP,-1.1908739773352168,-1.1796230933737426,-0.94365327065655,0.6624952934778061,0.6924430840968541,0.9128543469927164,Other
GOMF_CARBON_OXYGEN_LYASE_ACTIVITY,C5:GO:MF,-1.1647387800859654,-1.030308097063134,-1.0592861338349508,0.6624952934778061,0.7939362899367213,0.8361420132186933,Other
GOMF_CARBOXY_LYASE_ACTIVITY,C5:GO:MF,-1.1908368367339883,-1.062328005032167,0.9296606815116972,0.6624952934778061,0.7763039282957371,0.9155012598600568,Synaptic
GOMF_NUCLEIC_ACID_CONFORMATION_ISOMERASE_ACTIVITY,C5:GO:MF,-1.1301869627953929,-0.9854452019932384,-0.9481303610438804,0.6624952934778061,0.8265675741736475,0.9155012598600568,Other
REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION,C2:CP:REACTOME,-1.20966831969037,-1.6083123044302483,-1.27907671869082,0.6624952934778061,0.37454638951351343,0.7136987723278261,Synaptic
GOBP_RESPONSE_TO_CAMP,C5:GO:BP,-1.1644236049299252,-0.9071325006598664,-1.092828093693405,0.6626681836040097,0.8741275748726428,0.8075227622467298,Synaptic
GOMF_HISTONE_UBIQUITIN_LIGASE_ACTIVITY,C5:GO:MF,-1.2238601487664225,1.1051326454364658,-0.8590370667800804,0.6627884278210843,0.7522425195767212,0.93370085781174,Other
GOBP_CELLULAR_RESPONSE_TO_GLUCOCORTICOID_STIMULUS,C5:GO:BP,1.1785694654223424,0.7971812433606953,-0.988021304354909,0.6631933854118038,0.9382441558441558,0.8966981132075472,Other
GOBP_INTERFERON_BETA_PRODUCTION,C5:GO:BP,-1.186469655649992,0.9158930278967692,1.189067622469704,0.6631933854118038,0.8552833072316418,0.7381882369029962,Other
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,C5:GO:BP,1.137202351952645,-0.8259613132982041,-1.1098255648819402,0.6631933854118038,0.9397810883552964,0.7933331046625963,Other
GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION,C5:GO:BP,-1.2047203849806225,0.7741937916245119,1.0350655898348475,0.6631933854118038,0.9432462560534238,0.8600252528260534,Other
GOCC_GABA_ERGIC_SYNAPSE,C5:GO:CC,-1.1396393303687598,-0.9851202230529268,-1.66292579239105,0.6631933854118038,0.8256547105032244,0.256746229250939,Synaptic
GOCC_HETEROCHROMATIN,C5:GO:CC,-1.1573685273936456,-0.9139889175255648,0.8308606993959466,0.6631933854118038,0.8734684221378561,0.9700100665879148,Other
GOCC_U2_SNRNP,C5:GO:CC,-1.210651597721004,-0.7081550975298477,-0.5792625401278584,0.6631933854118038,0.9684792591640852,0.9980893650724948,Other
GOMF_ACETYLTRANSFERASE_ACTIVITY,C5:GO:MF,-1.148404855110951,-1.3437242114870849,-1.3860079200062587,0.6631933854118038,0.5066379253974661,0.5566487624288105,Other
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,C2:CP:REACTOME,1.2026414080699486,0.8691384268182377,-1.050979840822557,0.6631933854118038,0.8816474656587548,0.8600252528260534,Other
REACTOME_CYTOPROTECTION_BY_HMOX1,C2:CP:REACTOME,-1.175769749961105,-1.2672754129620245,0.546310521002275,0.6631933854118038,0.607540077460738,0.9984149779100284,OxPhos/mito
GOBP_REGULATION_OF_DNA_REPAIR,C5:GO:BP,-1.1239943371749137,-1.1330954183517583,-0.6352241994897614,0.6632152209027876,0.6662594813502105,0.9991347244348612,Other
GOCC_SPINDLE_MIDZONE,C5:GO:CC,-1.203388688968156,0.9826407704002396,-0.7116125631963416,0.6635080030526046,0.8226475666910125,0.980636627952824,Other
GOCC_LATE_ENDOSOME_MEMBRANE,C5:GO:CC,-1.1294806225551326,0.8317036834704644,-1.2038139180453813,0.6637387094915519,0.9674370544156012,0.6831374897757595,Other
GOMF_POLYPEPTIDE_N_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY,C5:GO:MF,1.2040203116016943,-1.3846416602539922,-1.5656571797451002,0.6637387094915519,0.5650016305624925,0.5116698124361169,Other
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2,C2:CP:REACTOME,-1.1579012339086532,-1.1127888904974597,-1.0125967056348344,0.6637387094915519,0.7234726775711683,0.8722044929738334,Other
GOCC_SPECIFIC_GRANULE_LUMEN,C5:GO:CC,-1.1963390927593711,0.7422393112514226,-0.8605291880090461,0.6652426232232495,0.9598822732145812,0.9362035866856532,Other
GOBP_AMIDE_TRANSPORT,C5:GO:BP,-1.116167686348062,-1.4115129427008002,-1.4252601881779852,0.6652948057453086,0.3307329235653032,0.3907446793325435,Other
GOBP_ORGANIC_HYDROXY_COMPOUND_TRANSPORT,C5:GO:BP,-1.1264244342294714,-1.1793828496322152,-1.2945911546376034,0.6652948057453086,0.6329145501562689,0.5961940946270441,Other
GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS,C5:GO:BP,-1.212715985672404,-1.2774389747307544,-1.8706346640184337,0.6652948057453086,0.6419234194434278,0.26892161485726723,Other
GOBP_REGULATION_OF_HORMONE_SECRETION,C5:GO:BP,-1.1273207612432,-1.010214463355061,-1.1727580422273771,0.6652948057453086,0.8072236473085878,0.7185052413975748,Other
GOBP_VESICLE_LOCALIZATION,C5:GO:BP,-1.116472041162883,-1.2975302760301015,-1.7025957379673908,0.6652948057453086,0.47226035193074695,0.17507060769193775,Other
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE,C2:CP:REACTOME,1.1910785107806432,1.0002252523319928,0.9417204241027368,0.6652948057453086,0.8107987251936922,0.9128543469927164,Other
GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS,C5:GO:BP,1.1870839447959332,-1.190677236888232,-1.1538942368356948,0.6656621954094555,0.6970265796088323,0.7838208274298369,Other
GOBP_IRON_ION_TRANSMEMBRANE_TRANSPORT,C5:GO:BP,-1.2164733589595536,-0.922973123830457,1.0236314942535312,0.6656621954094555,0.8513704633886406,0.875560991867249,OxPhos/mito
GOBP_LEUKOCYTE_CHEMOTAXIS,C5:GO:BP,-1.148231798321991,-1.3288785289593412,-1.2693985977755329,0.6656621954094555,0.5260532310823325,0.6726140369202914,Other
GOCC_CELL_CELL_JUNCTION,C5:GO:CC,-1.099448239383356,-1.3274862597191457,-1.2386573872815223,0.6656621954094555,0.36255888698102406,0.5869441673788062,Other
GOMF_TRANSLATION_FACTOR_ACTIVITY,C5:GO:MF,-1.148527861651332,-1.0511110215734651,-1.0986910676353685,0.6656621954094555,0.7724064896005423,0.7968812650763869,Other
REACTOME_G2_M_CHECKPOINTS,C2:CP:REACTOME,-1.141120880604151,0.854415071654661,1.1319918355705425,0.6656621954094555,0.9388571692256796,0.7522177105426664,Other
GOBP_GRANULOCYTE_CHEMOTAXIS,C5:GO:BP,-1.1775433889278084,-0.9653746149834824,-1.6123579058567343,0.6658451176807917,0.8328265068594918,0.4002019640144627,Other
REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA,C2:CP:REACTOME,-1.211305562904887,0.65085766222668,0.6376850416722778,0.6659112976820588,0.9800213310903484,0.9920677258989644,Other
GOBP_REGULATION_OF_MICROTUBULE_DEPOLYMERIZATION,C5:GO:BP,1.1758514156737867,0.9077135661873824,-1.0438443638880788,0.6660185156218038,0.8674608174089008,0.8600252528260534,Other
GOBP_POSITIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT,C5:GO:BP,-1.211377894456123,-1.7640484355544457,-0.8628789211067888,0.6663214975535441,0.25147110057152106,0.9356662156348292,Synaptic
GOBP_POSITIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,C5:GO:BP,1.1519180606509514,-0.9200854527705676,0.6423691256246555,0.6663214975535441,0.8619241413067906,0.9980893650724948,Other
GOBP_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,C5:GO:BP,-1.087424888730755,-0.9649590153215412,-0.8903229737239631,0.6663214975535441,0.8546771843389059,0.9782558674470442,Other
GOBP_TRNA_DECAY,C5:GO:BP,1.2090797542557277,-0.7887744886934005,-0.4410668087842743,0.6663214975535441,0.9260762265353122,0.9986922917020996,Other
GOBP_WNT_SIGNALING_PATHWAY,C5:GO:BP,1.082397803163806,-1.1571875800523843,-1.1724630172223944,0.6663214975535441,0.6154313830596024,0.6726140369202914,Other
GOMF_ACYL_COA_HYDROLASE_ACTIVITY,C5:GO:MF,1.1930986921307811,1.2704446854591225,1.0369522220129932,0.666497701638052,0.6369845211967194,0.8600252528260534,Other
GOCC_PLASMA_MEMBRANE_RAFT,C5:GO:CC,1.1388083683537402,-1.256499789637184,-1.1801323836531643,0.6665111301807186,0.6055697963717509,0.7299515371111821,Other
GOMF_SEQUENCE_SPECIFIC_MRNA_BINDING,C5:GO:MF,-1.2170949738391477,NA,0.7236798108077912,0.6665111301807186,NA,0.9787164142793376,Other
REACTOME_SENSORY_PROCESSING_OF_SOUND,C2:CP:REACTOME,-1.1658814796034778,-1.2845685767542,-1.119740303982069,0.6665111301807186,0.5887837079863658,0.7885240940257806,Synaptic
GOCC_AUTOPHAGOSOME,C5:GO:CC,-1.1315302876934334,-1.0199567388211996,-1.128020567082568,0.66661188869422,0.7999519999999999,0.7612408002233442,Other
GOMF_LIPID_KINASE_ACTIVITY,C5:GO:MF,-1.180538001764737,-0.6392226046991509,-1.0534185349534153,0.66661188869422,0.989113030377096,0.8375881975181816,Other
REACTOME_RAB_REGULATION_OF_TRAFFICKING,C2:CP:REACTOME,-1.135149432468139,-1.6040027570887183,-0.9293443935202684,0.6678488435147014,0.148944072117089,0.9267856755243176,Other
GOBP_HYPEROSMOTIC_RESPONSE,C5:GO:BP,-1.1998313653321284,-1.4490078523119925,-1.1065264579794265,0.6680519587885659,0.5204530647461746,0.8126255701005877,Other
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT,C5:GO:BP,-1.1744077994360786,-1.4581015755624511,-1.5760224154000946,0.6680519587885659,0.4549957981460653,0.4418167666114868,Synaptic
HALLMARK_APICAL_SURFACE,H:,-1.1891246573472047,-1.072392767589325,-1.1336872698811709,0.6680519587885659,0.7681681859693127,0.8010697199644227,Synaptic
GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,C5:GO:BP,-1.1521948613793844,-0.9005386159131261,-0.8980015352991467,0.6682133876257795,0.8805239895716451,0.9332738141658868,Other
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,C2:CP:REACTOME,-1.191983007567181,-0.7724097280712413,1.2919474759087648,0.6682354762556726,0.9423503895652438,0.7022063652849444,Other
GOBP_SOMATIC_STEM_CELL_POPULATION_MAINTENANCE,C5:GO:BP,1.1642530015724857,0.8865921566886005,0.8216663597409204,0.6683049491370443,0.8837482268477992,0.96444084123687,Other
GOBP_TELENCEPHALON_GLIAL_CELL_MIGRATION,C5:GO:BP,-1.18723341592676,-1.2207003445940785,-1.158385058746141,0.6686461907909541,0.674113357668095,0.7659089825173895,Other
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,C5:GO:BP,-1.151734232785743,-1.235746137258941,-0.6758233078230644,0.669450276723004,0.61943426836815485,0.9980893650724948,Other
GOBP_RESPONSE_TO_INTERLEUKIN_4,C5:GO:BP,-1.2126678407840894,-1.600870294380889,-1.1502995598636725,0.669450276723004,0.400157545159962,0.7988521550318584,Other
GOBP_SODIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,C5:GO:BP,1.19288900336594,-0.7753826213986734,0.9267666167823622,0.669450276723004,0.935734726454972,0.9155012598600568,Other
GOMF_GLUTAMATE_GATED_RECEPTOR_ACTIVITY,C5:GO:MF,1.1854833660354145,1.2684871266132902,-0.9757371998283018,0.669450276723004,0.6395310006211549,0.9007572984955616,Other
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_HEME_GROUP_OF_DONORS,C5:GO:MF,-1.2120559299738685,-1.514370009504037,1.1004039090873363,0.669450276723004,0.48190848355518257,0.8252076620826687,OxPhos/mito
GOBP_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY,C5:GO:BP,-1.1780963261932356,0.7384537770241657,-0.8548341055182873,0.6701499454336158,0.9665645959368636,0.9452672137227944,Other
