pathway,source,NES_depleted,NES_intermediate,NES_non_depleted,padj_depleted,padj_intermediate,padj_non_depleted,family
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,C2:CP:REACTOME,-2.63971434580918,-2.2754205715334788,1.5778117320062992,9.674170580026442e-11,1.853024918988711e-6,0.26892161485726723,Translation
GOCC_RIBOSOMAL_SUBUNIT,C5:GO:CC,-2.5657358606663805,-1.967457722451188,1.28219460018176,1.820228282017327e-10,4.4993215412416824e-4,0.5815632387124503,Translation
REACTOME_TRANSLATION,C2:CP:REACTOME,-2.305379367342301,-1.609011938749772,1.0908173958954266,6.755449539374848e-10,0.04165405753243596,0.7487316258011842,Translation
GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME,C5:GO:MF,-2.547429727106018,-2.0598225830056696,1.4204428122984396,9.127319933749851e-10,1.7989250926417122e-4,0.4487879311337594,Translation
HALLMARK_OXIDATIVE_PHOSPHORYLATION,H:,-2.39685023697841,-1.447962658456874,-1.1379806494457811,9.127319933749851e-10,0.2902374236206485,0.7287007517123312,OxPhos/mito
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,C2:CP:REACTOME,-2.592851993361282,-2.5539276311739507,1.6743372811940729,4.417688710785712e-9,6.550071173015468e-9,0.256746229250939,Translation
GOCC_RIBOSOME,C5:GO:CC,-2.313169845209026,-1.7741613559597418,1.1749622846115104,1.058722546924379e-8,0.00558127061360983,0.6726140369202914,Translation
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,C2:CP:REACTOME,-2.5164185447939764,-2.4274475436328933,1.7084167606159808,1.738862296458003e-8,1.93973548417704e-7,0.256746229250939,Translation
REACTOME_CELLULAR_RESPONSE_TO_STARVATION,C2:CP:REACTOME,-2.4265445228880664,-2.3353739932345214,1.3898313648926734,2.5372242575778512e-8,1.93973548417704e-7,0.4755075665985742,Translation
REACTOME_NONSENSE_MEDIATED_DECAY_NMD,C2:CP:REACTOME,-2.4628330557980096,-2.46909018426728,1.3660793944992558,2.5372242575778512e-8,9.148601552884732e-9,0.5124921369345989,Translation
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,C2:CP:REACTOME,-2.3639917709490854,-2.26401966614508,1.3267308169046477,2.5372242575778512e-8,3.6722977517541154e-7,0.5302373473404324,Translation
GOCC_CYTOSOLIC_RIBOSOME,C5:GO:CC,-2.4482678288887674,-2.333635739170131,1.5543349412575036,2.723665040250637e-8,1.0126065387475591e-6,0.26892161485726723,Translation
GOBP_CYTOPLASMIC_TRANSLATION,C5:GO:BP,-2.3025948583235167,-1.963749088960245,1.2701737592267968,3.796709332763553e-8,3.127191202736975e-4,0.5806991877530957,Translation
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT,C2:CP:REACTOME,-1.9598783284434265,-1.8549209727625664,0.9515603164936308,3.796709332763553e-8,1.7913242650525615e-6,0.93370085781174,Other
REACTOME_SELENOAMINO_ACID_METABOLISM,C2:CP:REACTOME,-2.4721904302483737,-2.363835704572629,1.53565141290761,4.725503476951219e-8,8.194271548474114e-7,0.31257756497840905,Translation
REACTOME_SIGNALING_BY_ROBO_RECEPTORS,C2:CP:REACTOME,-2.2350109118418477,-2.095686080988095,1.299992459142926,6.932525147042957e-8,2.5576677864050553e-6,0.5116698124361169,Translation
REACTOME_INFLUENZA_INFECTION,C2:CP:REACTOME,-2.300206954976113,-2.222210349112568,1.1078245509441234,1.1597390790072274e-7,8.194271548474114e-7,0.7487316258011842,Translation
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,C2:CP:REACTOME,-2.3990371421490333,-2.2435120129515713,1.4706674866208562,1.7215213762397636e-7,3.173683545531636e-6,0.371385777546236,Translation
GOMF_STRUCTURAL_MOLECULE_ACTIVITY,C5:GO:MF,-1.9914632074935168,-1.5093463918870225,-0.7924129306770437,1.9955804856747714e-7,0.05294244251495744,0.9980893650724948,Translation
GOCC_MITOCHONDRIAL_ENVELOPE,C5:GO:CC,-1.8468536528765271,-1.386690415517382,-0.9460012945937144,2.4139183997905957e-7,0.113552622745881,0.93370085781174,Other
GOCC_ORGANELLE_INNER_MEMBRANE,C5:GO:CC,-1.9065903852191293,-1.1338622131747091,-0.8194361607225543,1.5807512058797016e-6,0.6349707635939345,0.9980893650724948,OxPhos/mito
GOCC_LARGE_RIBOSOMAL_SUBUNIT,C5:GO:CC,-2.377869638513856,-1.9350935332772383,1.4507719659290763,2.6983711248866543e-6,0.0107965661746735,0.4586067163944061,Translation
REACTOME_RRNA_PROCESSING,C2:CP:REACTOME,-2.1447715850179567,-1.9908029880084956,1.192500030859304,4.449566028518566e-6,2.114553663211094e-4,0.6726140369202914,Translation
GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX,C5:GO:CC,-2.2171466871298855,-0.859279829000302,-0.7189471336777279,8.333256736289703e-6,0.9341821215495036,0.9980893650724948,Other
GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT,C5:GO:CC,-2.3787408789478466,-2.300686183731465,1.711516434962831,1.0571456369298123e-5,8.165745850812614e-5,0.29658393146639656,Translation
GOCC_CELL_SUBSTRATE_JUNCTION,C5:GO:CC,-1.8305752561176656,-1.61424743671231,-1.2220680240117487,9.846017034505232e-5,0.02771865451002998,0.6005284167600012,Other
GOCC_RIBONUCLEOPROTEIN_COMPLEX,C5:GO:CC,-1.6970563181466158,-1.2089209706536057,0.9059134362139618,1.0750121378012286e-4,0.4671073632687806,0.9802252095711612,Translation
GOBP_AEROBIC_RESPIRATION,C5:GO:BP,-2.032885303838853,-1.7932584019652271,-1.1479460566159343,1.9225541978600485e-4,0.01353678593242051,0.7264162786702552,OxPhos/mito
GOBP_OXIDATIVE_PHOSPHORYLATION,C5:GO:BP,-2.1085225792483326,-1.7869407734107643,-0.7165570475520092,1.943003885706267e-4,0.02455988364147756,0.9980893650724948,OxPhos/mito
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,C2:CP:REACTOME,-1.949349652469272,-1.3654229026585092,0.8346968894670507,2.0348291215883265e-4,0.37454638951351343,0.9894347350349892,OxPhos/mito
GOCC_SMALL_RIBOSOMAL_SUBUNIT,C5:GO:CC,-2.1685115090588645,-1.556170793010326,0.7764384672735156,3.2703325823965645e-4,0.2971829839950027,0.9808719768109356,Translation
GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX,C5:GO:CC,-2.251299557450277,-2.0248822934720683,-1.0934249377333634,3.6512900668066373e-4,0.02325084505179085,0.8083631649031457,OxPhos/mito
GOBP_CELLULAR_RESPIRATION,C5:GO:BP,-1.9599802535327784,-1.677101129935725,-1.0643381143859316,3.940296285653692e-4,0.0344270556516001,0.8083631649031457,OxPhos/mito
GOBP_ATP_METABOLIC_PROCESS,C5:GO:BP,-1.9363823127576112,-1.884885466147968,-1.3685264173774183,5.536355992938512e-4,0.00174434579894829,0.47256576773544057,Other
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,C5:GO:BP,-2.055593937308241,-1.7812757866747702,0.7076599470025032,5.536355992938512e-4,0.06612402995945915,0.9980893650724948,OxPhos/mito
GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,C5:GO:BP,-1.8668628986102251,-1.869187940108344,-1.1904581129105394,5.536355992938512e-4,7.999747797115985e-4,0.67389902839022775,Other
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,C2:CP:REACTOME,-2.0932506948051617,-1.8233527335614257,-1.4869598985073893,5.536355992938512e-4,0.0312303635369709,0.4522049405306496,Other
REACTOME_SARS_COV_1_HOST_INTERACTIONS,C2:CP:REACTOME,-2.081330708117474,-1.763561478787144,-0.5809772008455834,5.536355992938512e-4,0.08218192542811985,0.9984149779100284,Translation
GOCC_RESPIRATORY_CHAIN_COMPLEX,C5:GO:CC,-2.105363200394884,-1.7738160106444492,-0.6297405513617479,6.661157804490048e-4,0.04387850082433778,0.9980893650724948,OxPhos/mito
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,C2:CP:REACTOME,-1.8290307421333516,-1.8351785071683369,1.118778717029155,8.046131463521394e-4,9.048560916729216e-4,0.7225793421580605,Translation
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,C5:GO:BP,-1.7356144336578427,-1.528282402642573,-1.0268734002669615,8.4188644898198e-4,0.06662426638133835,0.8497633006366115,OxPhos/mito
GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT,C5:GO:CC,-2.182804232842492,-2.0225447825157974,1.0507166209304173,9.07361868740746e-4,0.01369075743742402,0.8380429925115359,Translation
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,C5:GO:BP,-1.933107553264084,-1.6988821864528356,0.806003473670199,0.001083008198443,0.04387850082433778,0.9894347350349892,OxPhos/mito
GOCC_SECRETORY_VESICLE,C5:GO:CC,-1.5757231950334822,NA,-1.0848515360944444,0.001083008198443,NA,0.7395271063610226,Other
REACTOME_MRNA_SPLICING,C2:CP:REACTOME,-1.8275091969257204,-1.0670824900512978,-0.8679500397635278,0.00141755343640397,0.7454957429853244,0.9749302812553826,Other
GOBP_INTRACELLULAR_PROTEIN_TRANSPORT,C5:GO:BP,-1.5970930439174236,-1.4409341506147546,-1.270911806367797,0.00177904947577419,0.05240193085011305,0.444299997764426,Other
GOCC_PRESYNAPSE,C5:GO:CC,-1.5543400418376945,-1.4729847284199986,-1.2766410177872416,0.00251073705698986,0.02771553497127851,0.4369520285974874,Synaptic
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,C2:CP:REACTOME,-2.1487381590781425,-1.494348669177418,0.6215761569178427,0.00277027430149959,0.42447422680412367,0.9980893650724948,OxPhos/mito
GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS,C5:GO:BP,-1.7856630014986872,-1.42734616282055,-1.033227257891382,0.00279602963259131,0.25654173264181895,0.8375881975181816,OxPhos/mito
GOBP_TRANSLATION,C5:GO:BP,-1.5911244969202676,-1.2882590068144013,0.9982506696464756,0.00281310674513465,0.33075789781481607,0.8922993796325088,Translation
REACTOME_CRISTAE_FORMATION,C2:CP:REACTOME,-2.149060879540642,-1.583790925307596,-1.305955131999,0.00369945479947403,0.37454638951351343,0.6726140369202914,OxPhos/mito
GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING,C5:GO:BP,-1.604577582003896,-1.5670591060615655,-1.4749572054114264,0.00374475657866654,0.01190693871061487,0.24682308416530252,Synaptic
GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,C5:GO:BP,-1.600205123125935,-1.5315139371526043,-1.0928932700166676,0.00502770255395301,0.04594574637883945,0.752264064172841,Other
GOCC_ANCHORING_JUNCTION,C5:GO:CC,-1.5220137399914442,-1.4994678129611936,-1.1550676584043214,0.00542885496172796,0.01483991778931293,0.6458760756513565,Other
REACTOME_AUTOPHAGY,C2:CP:REACTOME,-1.7740734148191066,-1.6655412197011523,-1.0279523285115064,0.00596351408707228,0.08218192542811985,0.8600252528260534,Other
GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS,C5:GO:BP,-1.9480266867832423,-1.7465233223166994,-0.9260810407559558,0.00684999585549652,0.13031505312459807,0.9246941827156936,OxPhos/mito
GOMF_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,C5:GO:MF,-1.827325081859438,-1.7309474026538598,0.8326868396176902,0.00684999585549652,0.0408659519834072,0.980636627952824,OxPhos/mito
GOCC_VACUOLE,C5:GO:CC,-1.5297505639743714,-1.519649637511585,-1.246081099074593,0.00691964349512241,0.01135880802414317,0.49102347764904336,Other
GOMF_UNFOLDED_PROTEIN_BINDING,C5:GO:MF,-1.9532018487827807,-0.8261655540415251,1.0709712422874265,0.00733040477847829,0.9434154933768136,0.8108723966859275,Other
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,C2:CP:REACTOME,-1.62489614081268,-1.4358547865359292,-1.2261251872536585,0.00733040477847829,0.13201496259351622,0.5820906905375502,Other
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,C2:CP:REACTOME,-1.6714296097258678,-0.94298055675366,-0.9505118148552276,0.00826930604509178,0.8716706041265296,0.9241706578351234,Other
GOCC_MOTILE_CILIUM,C5:GO:CC,1.765244628053749,1.4727015190979813,1.484347624810426,0.00833358606408739,0.23244949915138607,0.3294422424059295,Other
GOBP_ELECTRON_TRANSPORT_CHAIN,C5:GO:BP,-1.9050373161508585,-1.5328541811539378,0.7764786535591699,0.00874742157537894,0.2748012392833139,0.9914932913181028,OxPhos/mito
GOCC_SECRETORY_GRANULE,C5:GO:CC,-1.5349713446189217,-1.3276625997470484,-1.0577934670638278,0.00874742157537894,0.2828972681800692,0.8043499239328072,Other
REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY,C2:CP:REACTOME,-2.0775492005238534,-2.0423750556049787,1.1559512237158207,0.00874742157537894,0.01353678593242051,0.7593313201420374,Translation
GOCC_TRANSPORTER_COMPLEX,C5:GO:CC,-1.6256629749326537,-1.3804346659377404,-1.1018416385552612,0.008953707742659,0.24425991625714571,0.745167953344494,Other
GOBP_PROTEIN_TRANSMEMBRANE_IMPORT_INTO_INTRACELLULAR_ORGANELLE,C5:GO:BP,-2.0415692040237694,-1.5665627714127788,-1.3114788160754758,0.00980386841584636,0.381591071526747,0.6726140369202914,Other
GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY,C5:GO:BP,1.887849039769216,1.4270465017506724,1.3983284913928808,0.00991829169566363,0.37454638951351343,0.524296669878279,Other
GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS,C5:GO:BP,-1.6379971475116863,-1.5696828200141335,-0.975711037558846,0.01036188228355084,0.04594574637883945,0.9123077985975516,Other
GOBP_PROTEIN_LOCALIZATION_TO_CELL_CELL_JUNCTION,C5:GO:BP,-2.083739425482358,-1.1365030000053304,-0.6679553311510895,0.01083067146276732,0.7339782716334465,0.989368521115848,Other
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,C2:CP:REACTOME,-1.8321691578304744,-1.3816478591089176,0.8127465070515812,0.01252671318402374,0.41936549670993134,0.9830564988776628,OxPhos/mito
GOBP_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX,C5:GO:BP,-2.049168859469031,-1.5890881124149083,-0.7396960185631346,0.01279199326219692,0.4103284700629833,0.9783283642124672,Other
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION,C5:GO:BP,-1.905093254196797,-1.4577531495435172,-1.3243602019006362,0.01390929332328842,0.4119258538583645,0.6327016368972577,Other
GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_INHIBITOR_ACTIVITY,C5:GO:MF,-2.0447106839962372,-1.6011119277838546,-0.8946130540652116,0.01390929332328842,0.4046893700359047,0.9277247361468726,Other
GOBP_CILIUM_MOVEMENT,C5:GO:BP,1.8483431318507864,1.3364010331762852,1.3354115442570196,0.01505888248402404,0.4343917228501754,0.5758982105214439,Other
GOCC_CILIARY_PLASM,C5:GO:CC,1.855661217238808,1.4182955870577374,1.0676995130087146,0.01579104715392624,0.3808072039197799,0.8075227622467298,Other
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,C2:CP:REACTOME,-2.045120796484574,-1.6881112622993235,-1.6881400677588414,0.01594583435110736,0.2828972681800692,0.371385777546236,Synaptic
GOBP_NEGATIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,C5:GO:BP,-1.8948218404637944,-1.3586436462885745,-1.188746276244134,0.01669508670301684,0.4974938374906714,0.7247636708953054,Other
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42,C2:CP:REACTOME,-1.98547291341561,-1.6890246445173585,-1.4952629418717438,0.01706847143204934,0.3331496283474188,0.5806991877530957,Synaptic
GOBP_PROTEIN_TRANSMEMBRANE_TRANSPORT,C5:GO:BP,-1.9020461981785528,-1.2750305870319996,-1.075967338898882,0.01714215931580345,0.5892256948188205,0.8208389923508845,Other
GOCC_VACUOLAR_MEMBRANE,C5:GO:CC,-1.5635647746548351,-1.5401545887986496,-1.3386942810393478,0.01746837087317605,0.02870060052174336,0.4064733663854884,Other
REACTOME_SARS_COV_1_INFECTION,C2:CP:REACTOME,-1.827888018354147,-1.5179983127587513,0.690700657377948,0.0180350892241495,0.25654173264181895,0.9980893650724948,Translation
GOBP_CELL_SUBSTRATE_ADHESION,C5:GO:BP,-1.6740790173238431,-1.3747421128554744,-0.977671981426704,0.01854415018701348,0.3674185662612737,0.9030888770248896,Other
GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION,C5:GO:BP,-1.7203617033919838,-1.311017700769203,-1.0553606491714254,0.01854415018701348,0.479436469053154,0.8220592817760368,Other
GOCC_TRANSPORT_VESICLE,C5:GO:CC,-1.540842070954452,-1.467612509595884,-1.1763306580104402,0.01969923001094093,0.07830723356765777,0.6713889434636579,Synaptic
REACTOME_ADAPTIVE_IMMUNE_SYSTEM,C2:CP:REACTOME,-1.48272457042535,-1.2857877547722756,-1.2267577124097442,0.0199302421523939,0.3453360177383288,0.5566487624288105,Other
REACTOME_IRON_UPTAKE_AND_TRANSPORT,C2:CP:REACTOME,-1.9713880972267877,-1.6642285506877414,-1.074333422952908,0.02078420900084738,0.25212596047940566,0.8220592817760368,Other
GOBP_EXPORT_FROM_CELL,C5:GO:BP,-1.4736490161736164,-1.413869262555501,-1.440000345528797,0.02170013443687511,0.08108737301656786,0.24682308416530252,Synaptic
GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE,C5:GO:BP,-1.616820619910334,-1.6333216493508531,-1.515132296801102,0.02301034562537262,0.0344270556516001,0.256746229250939,Synaptic
GOBP_MITOCHONDRION_ORGANIZATION,C5:GO:BP,-1.5842746681257618,-1.1205609330673945,-0.9709635962447208,0.02513945098532661,0.6635546819416497,0.9128543469927164,Other
GOCC_OUTER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX,C5:GO:CC,-1.9923278420607924,-1.365366733789224,-1.0887591968908912,0.02513945098532661,0.5730886070370615,0.8251425241600852,Other
GOMF_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,C5:GO:MF,-1.728465994821757,-1.978925807005316,-1.1679940828201272,0.02513945098532661,0.00217627781816332,0.7232454740880605,OxPhos/mito
REACTOME_SARS_COV_INFECTIONS,C2:CP:REACTOME,-1.5545258366022667,-1.449749802641265,-0.9683549042194344,0.02668605703948794,0.13234054323758804,0.9144652276485848,Other
GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS,C5:GO:BP,-1.4655085986505545,-1.340317642609688,-1.0017875560787828,0.03069260555863256,0.25737570420609307,0.887487536642661,Other
REACTOME_SELECTIVE_AUTOPHAGY,C2:CP:REACTOME,-1.8410390043281288,-1.9786850492117871,-1.0808103317071485,0.03069260555863256,0.01394737521447731,0.8075227622467298,Other
GOCC_ATPASE_DEPENDENT_TRANSMEMBRANE_TRANSPORT_COMPLEX,C5:GO:CC,-1.944789101804916,-2.146420355110148,-1.2504606997188503,0.03158148277835593,0.0109528797207248,0.7136987723278261,Synaptic
GOMF_ACTIVE_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,C5:GO:MF,-1.776187567835248,-1.7515087722754914,-1.02648790543957,0.03213408769139374,0.07054918728231817,0.8600252528260534,OxPhos/mito
GOCC_TRANSPORT_VESICLE_MEMBRANE,C5:GO:CC,-1.652814803255602,-1.818899302764054,-1.3923537638004606,0.03217979301081532,0.00538381525646785,0.41053611314170185,Synaptic
GOBP_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,C5:GO:BP,-1.6316034341925203,-1.3191967829295033,-1.1250047851313223,0.03329969214436047,0.4355820596717137,0.7380878768487428,Other
GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX,C5:GO:CC,-1.9651662174910751,-1.7261006801294532,-1.1276740440744382,0.03405527661173377,0.2748012392833139,0.8044157098837623,OxPhos/mito
GOMF_GTPASE_ACTIVITY,C5:GO:MF,-1.4521522703987602,-1.4364632535641262,-1.2598135874956968,0.03405527661173377,0.04718830312743333,0.45683512034596424,Other
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,C2:CP:REACTOME,-1.9651662174910751,-1.7261006801294532,-1.1276740440744382,0.03405527661173377,0.2748012392833139,0.8044157098837623,OxPhos/mito
GOCC_EXOCYTIC_VESICLE,C5:GO:CC,-1.607201964775151,-1.5337966575409254,-1.0631170168883552,0.03454510365024462,0.109513562752277,0.8091712162941479,Synaptic
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,C2:CP:REACTOME,-1.8457147443307176,-1.625577020890901,1.2141348865340515,0.04002088529410587,0.25147110057152106,0.7102309214656936,Translation
GOMF_KINASE_BINDING,C5:GO:MF,-1.4448236348283745,-1.4137535635268703,-1.133417442233114,0.04145486260516101,0.082983486892698,0.6773395253621143,Other
GOCC_SECONDARY_LYSOSOME,C5:GO:CC,-1.9473411328858263,-1.0322944790536701,0.7967558369574682,0.04309425342180663,0.7955914530914491,0.9648097274981332,Other
REACTOME_DEVELOPMENTAL_CELL_LINEAGES,C2:CP:REACTOME,-1.9741510885886544,-1.565207060913188,-1.396311355818262,0.04309425342180663,0.4119258538583645,0.6453497564741298,Other
REACTOME_HEMOSTASIS,C2:CP:REACTOME,-1.4991327101157057,-1.5237476841970798,-1.396930803627112,0.04309425342180663,0.0373766098376188,0.3054226604694641,Other
GOCC_SYNAPTIC_VESICLE_MEMBRANE,C5:GO:CC,-1.7098224005789435,-1.683027711368728,-1.2364810280661922,0.04328940819164431,0.06612402995945915,0.6713651900748675,Synaptic
REACTOME_INNATE_IMMUNE_SYSTEM,C2:CP:REACTOME,-1.4327572910839543,-1.0877538814699064,0.87294385385514806,0.0444934564550543,0.6811592552092826,0.9940302409691054,Other
GOBP_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS,C5:GO:BP,-1.9211106590427625,-1.1151670007706227,-1.1661432022023703,0.04459744944119327,0.7374990097127889,0.7612408002233442,Other
GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,C5:GO:BP,-1.7598829528100957,-1.6321731294720652,-0.8777143005251202,0.04528502717051372,0.148944072117089,0.9516548641189352,OxPhos/mito
GOBP_PURINE_NUCLEOTIDE_CATABOLIC_PROCESS,C5:GO:BP,-1.7449075413732191,-1.6880041798264906,-1.4036044058395267,0.04528502717051372,0.08218192542811985,0.5116698124361169,Other
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING,C2:CP:REACTOME,-1.9223588546406096,-1.778661646258176,-1.1865060829705918,0.04528502717051372,0.17582901360798409,0.7612408002233442,Synaptic
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS,C2:CP:REACTOME,-1.9595505460773983,-1.34524722400141,-0.962496517342596,0.04582055924114783,0.5878323499406729,0.9070720582935966,Other
GOMF_MOLECULAR_FUNCTION_INHIBITOR_ACTIVITY,C5:GO:MF,-1.543615296802518,-1.190423190764608,-0.889548243894834,0.04738371201617834,0.5650016305624925,0.9709050872166792,Other
REACTOME_MITOCHONDRIAL_TRANSLATION,C2:CP:REACTOME,-1.7833865498995238,0.6991135324946902,-1.0131138579541783,0.05204436595718358,0.991229713208986,0.8771465746515041,Translation
GOBP_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS,C5:GO:BP,-1.7104266582878829,-1.6208071480322148,-1.3189651437952792,0.05381191512038817,0.13085846223552705,0.5934534203466523,Other
REACTOME_PROTEIN_FOLDING,C2:CP:REACTOME,-1.7647393106256386,-1.274678073935725,-1.300375374231572,0.05493175960362517,0.5730886070370615,0.6458760756513565,Other
REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY,C2:CP:REACTOME,-1.8545717229139531,-1.8417572975553171,1.2407435453460451,0.06004349377720011,0.09742877354590512,0.7006305483749967,Translation
GOBP_NUCLEOTIDE_METABOLIC_PROCESS,C5:GO:BP,-1.4770251958005949,-1.504903703135136,-0.9392918134777872,0.06684506876436581,0.07081966343623299,0.9307991128174532,Other
GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS,C5:GO:BP,-1.5241918330883064,-1.1376159075625276,-0.8942477701743531,0.06956356268178084,0.6450208789404395,0.963239056293715,Other
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION,C5:GO:BP,-1.5427903734934925,-1.5858731860045945,-1.057700148482358,0.06984211949429518,0.06444803209665793,0.8119928617358698,Other
GOBP_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION,C5:GO:BP,-1.783126076918409,-1.7747844040748797,-1.313356681417176,0.06984211949429518,0.15282110368206195,0.6704385952475472,Other
GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX,C5:GO:CC,-1.7006207916094622,-1.261015342621273,1.0024392655662928,0.07013328423720193,0.5497337749091454,0.8826448956316683,Other
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,C2:CP:REACTOME,-1.5415014632038666,-1.495335550951462,-1.1264950438217916,0.07013328423720193,0.13492573242082084,0.731571533751441,Other
GOMF_GUANYL_NUCLEOTIDE_BINDING,C5:GO:MF,-1.4374479316467894,-1.4887692026108097,-1.143388474926934,0.07300670713542776,0.04296720653460202,0.6778267925304565,Other
HALLMARK_MYC_TARGETS_V1,H:,-1.6056349410857087,-1.0277172917555637,0.972804504161022,0.07487362710441527,0.787669304080362,0.912470749753442,Other
GOCC_9PLUS2_MOTILE_CILIUM,C5:GO:CC,1.6207445195055927,1.3772156203832828,1.6828638630934971,0.0770639401027551,0.3912670630713994,0.256746229250939,Other
GOCC_CYTOCHROME_COMPLEX,C5:GO:CC,-1.9035944621740293,-1.4613435588260764,1.0818629414654364,0.0770639401027551,0.4975584021398768,0.8267699881834903,OxPhos/mito
GOBP_NUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS,C5:GO:BP,-1.763112822243485,-1.6139351997495093,-1.280003928203904,0.07759765750209725,0.24425991625714571,0.6710469572717346,Other
GOMF_ENZYME_INHIBITOR_ACTIVITY,C5:GO:MF,-1.5487383241841284,-1.0377867042989375,-0.8220334003657744,0.08027883059955748,0.7737718409913397,0.9866028844321582,Other
GOBP_MITOPHAGY,C5:GO:BP,-1.7120538867554524,-1.65263524057221,-1.2661708647230865,0.08095948902874238,0.18441762031666403,0.6726140369202914,Other
GOBP_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,C5:GO:BP,-1.6824606927080517,-1.482342205804053,-1.1186482888456586,0.08095948902874238,0.3336009426897493,0.7641470393681375,Other
REACTOME_SIGNALING_BY_GPCR,C2:CP:REACTOME,-1.5238109855491684,-1.7144488375981544,-1.4199096520220755,0.08095948902874238,0.00544204152797489,0.35571576572533475,Other
GOCC_FICOLIN_1_RICH_GRANULE,C5:GO:CC,-1.634887183370928,-1.3093563863745208,-0.9536924780781716,0.08356021329550324,0.505045568835789,0.9155012598600568,Other
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,C2:CP:REACTOME,-1.5975841456206947,-1.2335287919640407,-1.0009563423191887,0.08356021329550324,0.5634345862470862,0.8878882383107258,Other
