gene,specificity,gwas_zstat,gwas_p,contribution,is_scz_gwas
IRX1,0.6500753,3.0914,0.00099612,2.0096427824200003,False
NAT8,0.24756362,3.56,0.00018545,0.8813264872000001,True
AMBN,0.3630727,1.9915,0.023214,0.72305928205,False
SCGN,0.07964307,4.3195,7.8176e-06,0.34401824086499994,False
LMAN1L,0.10010931,3.3207,0.000449,0.33243298571700003,False
KRTAP2-3,0.6237069,0.5273,0.29899,0.32888064837,False
CILP2,0.04081631,6.6107,1.9124e-11,0.269824380517,False
MTRNR2L3,0.16904075,1.5709,0.058106,0.26554611417499996,False
TMPRSS11E,0.16984615,1.5286,0.063178,0.25962682489,False
FSHB,0.1130872,2.2637,0.011796,0.25599549464,False
LRRC52,0.1498803,1.6531,0.049154,0.24776712393,False
WNT1,0.12990853,1.7706,0.038318,0.23001604321799998,False
TAF1L,0.09690726,2.3375,0.0097056,0.22652072024999997,False
SULT6B1,0.052654125,4.1468,1.6858e-05,0.21834612555,False
GNAT1,0.16067159,1.3275,0.092179,0.21329153572499998,False
SP7,0.05222818,3.6755,0.00011868,0.19196467559,True
FAM180B,0.063017,3.03,0.0012227,0.19094151,False
GAL,0.07282277,2.6031,0.0046186,0.18956495258699999,False
YJEFN3,0.026638415,7.0115,1.1793e-12,0.1867752467725,False
SERINC4,0.037218932,4.6648,1.5444e-06,0.1736188739936,False
SYNDIG1L,0.05586044,2.8852,0.0019556,0.161168541488,False
MYL2,0.10138282,1.5714,0.058042,0.159312963348,False
SP8,0.098186016,1.6131,0.053366,0.1583838624096,False
NT5DC2,0.021937821,7.1536,4.2277e-13,0.1569343963056,False
PBX4,0.026151996,5.8749,2.1153e-09,0.1536403613004,False
LGSN,0.035801493,4.2485,1.0762e-05,0.15210264301049997,False
C22orf15,0.07032975,2.1204,0.016986,0.1491272019,False
TRPC4,0.025011864,5.8463,2.5131e-09,0.14622686050320002,False
HIST2H2AB,0.08170476,1.7864,0.03702,0.145957383264,False
HHLA1,0.048945397,2.9347,0.0016695,0.1436400565759,False
NR1H4,0.08122633,1.7441,0.040571,0.141666842153,False
DYNAP,0.39581212,0.3528,0.36212,0.139642515936,False
SLC17A8,0.040308304,3.4466,0.00028383,0.13892660056640002,False
STAC,0.066218086,2.0732,0.019077,0.13728333589519998,False
ADM5,0.022137798,6.1727,3.3562e-10,0.1366499857146,True
CHRNB4,0.022226326,6.1094,5e-10,0.1357895160644,True
CYP19A1,0.03531083,3.7771,7.9343e-05,0.133372535993,False
ADRA2C,0.036971282,3.54,0.00020003,0.13087833828,False
SGCD,0.020669654,6.183,3.1442e-10,0.12780047068199998,True
TNFAIP8L3,0.039484877,3.1837,0.00072715,0.1257080029049,False
PCDHA8,0.023418516,5.3659,4.0273e-08,0.1256614150044,True
PBX3,0.037686512,3.2841,0.00051161,0.1237662740592,False
SYT6,0.087115735,1.3455,0.089238,0.11721422144249999,False
IGF2BP3,0.039665367,2.93,0.0016946,0.11621952531,False
PCDHA3,0.020862868,5.5012,1.8863e-08,0.1147708094416,True
SLC22A31,0.051542856,2.216,0.013347,0.114218968896,False
TLR9,0.022330707,5.0642,2.0504e-07,0.1130871663894,False
HTR3A,0.03914025,2.8696,0.0020548,0.11231686140000001,False
PTGER2,0.057925332,1.9286,0.026888,0.11171479529520001,False
FOXJ1,0.07285334,1.5248,0.063658,0.111086772832,False
HCN4,0.027748486,3.9752,3.5153e-05,0.1103057815472,False
SEC14L3,0.047693387,2.3105,0.01043,0.1101955706635,False
FAM25A,0.10022837,1.0718,0.1419,0.10742476696600001,False
CDH15,0.03262039,3.285,0.00050994,0.10715798115,False
KCNH6,0.032095753,3.323,0.0004453,0.106654187219,False
FLRT1,0.019325275,5.5186,1.7087e-08,0.106648462615,False
CLEC18C,0.04846274,2.182,0.014555,0.10574569867999999,False
GJD2,0.023095189,4.5078,3.2745e-06,0.10410849297419998,False
LACC1,0.02290128,4.5354,2.8747e-06,0.103866465312,False
SLC6A2,0.06529843,1.5871,0.056242,0.103635138253,False
KCNG1,0.021635069,4.7774,8.8775e-07,0.1033593786406,False
SORCS3,0.020214645,5.0411,2.3145e-07,0.1019040469095,True
CPLX3,0.031787876,3.2026,0.00068104,0.10180385167759999,False
C20orf78,0.08006811,1.2621,0.10345,0.101053961631,False
PCDHA11,0.019115362,5.2593,7.2302e-08,0.1005334233666,True
VWC2L,0.02061043,4.6134,1.981e-06,0.09508415776200001,False
TMEM97,0.055173457,1.7182,0.042876,0.0947990338174,False
MAPK7,0.01867621,4.9609,3.5093e-07,0.09265081018899998,False
PCDHA2,0.016585534,5.5175,1.7193e-08,0.091510683845,True
MDGA1,0.045045678,2.0157,0.021915,0.09079857314459999,False
SLC32A1,0.015767748,5.7089,5.6871e-09,0.09001649655720001,False
CYP2D6,0.013914548,6.3878,8.4132e-11,0.08888334971440001,False
HARBI1,0.012287301,7.2106,2.7861e-13,0.08859881259060001,False
TMC5,0.028786907,3.0673,0.0010799,0.0882980798411,False
BMP3,0.06541062,1.3492,0.088635,0.088252008504,False
LAG3,0.035146203,2.5004,0.006203,0.0878795659812,False
APOBR,0.05483134,1.6003,0.054762,0.087746593402,False
KRTAP5-2,0.027554313,3.1631,0.00078047,0.08715704745030001,False
RELN,0.03273057,2.6471,0.0040589,0.086641091847,False
LPAR2,0.016215729,5.285,6.2844e-08,0.08570012776500001,False
ABCD2,0.022757348,3.7181,0.00010038,0.08461409559880001,False
UBE2Q2L,0.014069014,5.9407,1.4192e-09,0.08357979146979999,False
GPR33,0.04277695,1.9234,0.027216,0.08227718563,False
CACNA1I,0.010834369,7.5912,1.5844e-14,0.0822458619528,True
OR1M1,0.051556442,1.5913,0.055775,0.0820417661546,False
CCDC85A,0.022201011,3.6852,0.00011424,0.0818151657372,False
ZNF679,0.048074063,1.6997,0.044591,0.0817114848811,False
KIF18A,0.027419096,2.9701,0.0014885,0.0814374570296,False
SLCO2A1,0.0395117,2.0582,0.019787,0.08132298093999998,False
STAB2,0.017394558,4.672,1.4913e-06,0.08126737497599999,False
DLX1,0.014730988,5.4558,2.4377e-08,0.0803693243304,True
TPSD1,0.04995895,1.594,0.055472,0.0796345663,False
ST8SIA6,0.02499841,3.1772,0.00074342,0.079424948252,False
CRH,0.057893477,1.3598,0.086948,0.07872355002459999,False
DNAH2,0.054400153,1.4459,0.074109,0.0786571812227,False
RGS21,0.041374385,1.8989,0.028787,0.0785658196765,False
B3GALT1,0.0262335,2.9681,0.0014982,0.07786365135000001,False
PCDHA7,0.014011686,5.5381,1.5286e-08,0.0775981182366,True
KLHL30,0.04143578,1.8579,0.031593,0.076983535662,False
ADAMTS6,0.02810915,2.7333,0.003135,0.076830739695,False
ASCL1,0.025198262,2.9806,0.0014384,0.07510593971719999,False
CACNA1C,0.008900763,8.3922,2.3851e-17,0.07469698324860001,True
INAFM2,0.015224489,4.8418,6.4321e-07,0.0737139308402,False
ERBB4,0.010800731,6.8222,4.482e-12,0.07368474702819999,True
KRT32,0.06671925,1.0974,0.13623,0.07321770494999999,False
TCF4,0.008654293,8.4365,1.6346e-17,0.07301194289450001,True
SMDT1,0.010427338,6.9623,1.6742e-12,0.0725982553574,False
HIRIP3,0.009733832,7.4121,6.2172e-14,0.07214813616719999,True
NPAS3,0.012938283,5.5702,1.2721e-08,0.0720688239666,False
PPP1R13B,0.010163159,7.0888,6.7635e-13,0.0720446015192,True
BTBD18,0.011916882,6.0238,8.5197e-10,0.0717849137916,True
HYPK,0.013583583,5.2736,6.6895e-08,0.0716343833088,False
C1QL4,0.03541739,2.0211,0.021633,0.071582086929,False
CHRNA6,0.038465384,1.85,0.032154,0.0711609604,False
