gene,spearman_rho,pval,n_expressing,pval_fdr,abs_rho
BID,-0.16174668672742318,0.06188399585071412,109,0.32048701996397516,0.16174668672742318
PTP4A3,0.16174336722787871,0.06188941747684665,65,0.32048701996397516,0.16174336722787871
SCNN1B,0.16173615528799518,0.06190119783318513,43,0.32048701996397516,0.16173615528799518
CD72,0.16172722755018004,0.06191578340382551,38,0.32048701996397516,0.16172722755018004
DEF6,-0.16172434025685295,0.06192050108181075,58,0.32048701996397516,0.16172434025685295
CNTN2,0.16169604346749836,0.06196675204023219,75,0.32065816518521006,0.16169604346749836
LOC105378854,0.16163712389846688,0.062063146466404116,18,0.32108865884054766,0.16163712389846688
LOC339803,-0.1615823134453894,0.06215292832913262,35,0.32148476603420556,0.1615823134453894
PLA2G16,-0.16155055733267218,0.06220499478327812,70,0.3216325338354168,0.16155055733267218
NRBF2,-0.16154304849852,0.06221731127572821,85,0.3216325338354168,0.16154304849852
ARAF,-0.16153871241351037,0.062224424520997704,74,0.3216325338354168,0.16153871241351037
EDN1,-0.1615302874348211,0.062238247401624675,19,0.3216325338354168,0.1615302874348211
LOC105373184,0.16152328840610933,0.0622497326326971,16,0.3216325338354168,0.16152328840610933
FAM216A,-0.16151651865424438,0.06226084327524124,67,0.3216325338354168,0.16151651865424438
LINC01049,0.16150430383597306,0.06228089456500472,12,0.32166779288925035,0.16150430383597306
LOC105371063,0.1614721321134523,0.06233373147355274,17,0.32183965717625496,0.1614721321134523
AP5B1,-0.1614594169947138,0.0623546241264153,72,0.32183965717625496,0.1614594169947138
TLE6,0.16145124787199322,0.06236805011656025,38,0.32183965717625496,0.16145124787199322
HDAC8,0.16144297388669374,0.062381650858364335,128,0.32183965717625496,0.16144297388669374
BAIAP2-AS1,-0.1614371012580788,0.06239130573180308,32,0.32183965717625496,0.1614371012580788
SESN3,0.16142822084814967,0.062405907857884815,110,0.32183965717625496,0.16142822084814967
ABHD8,-0.16142767732804944,0.062406801662892905,61,0.32183965717625496,0.16142767732804944
NUP62,-0.16141595693731803,0.06242607809467553,65,0.32187081732893863,0.16141595693731803
ACTR3C,0.16139784394115836,0.0624558779685936,120,0.32195621196993746,0.16139784394115836
ZC3H12A,-0.16137211317855552,0.062498230745358235,47,0.322106266149154,0.16137211317855552
RPL7AP6,-0.1613520372640177,0.06253129196087705,40,0.322153127844084,0.1613520372640177
LOC102724766,0.16134279196516957,0.0625465220188351,40,0.322153127844084,0.16134279196516957
LOC105376609,0.16133838806452294,0.06255377776268682,18,0.322153127844084,0.16133838806452294
LOC101929251,0.1613344255700054,0.06256030684624846,57,0.322153127844084,0.1613344255700054
LOC105374187,0.1613135909521585,0.0625946456406241,47,0.3222489814566053,0.1613135909521585
UPF2,0.16130705523738453,0.06260542072211094,131,0.3222489814566053,0.16130705523738453
RPL7A,-0.1612813021936236,0.06264789314081716,115,0.3223769221439612,0.1612813021936236
SLC25A25,0.16127591137287456,0.06265678676758786,117,0.3223769221439612,0.16127591137287456
N6AMT1,0.16126071737221065,0.06268185896323482,43,0.32240009171509826,0.16126071737221065
PPAT,-0.1612571165291928,0.06268780205257594,72,0.32240009171509826,0.1612571165291928
LOC105372848,-0.16122457142739496,0.06274153771881177,13,0.32259732242468625,0.16122457142739496
LOC105378962,0.16121782588464045,0.06275268008680525,19,0.32259732242468625,0.16121782588464045
KLK4,0.16120250688712276,0.0627779901972331,14,0.32265923490847553,0.16120250688712276
LAT2,-0.16112308026648722,0.06290935300463694,71,0.32313024182962863,0.16112308026648722
SDCCAG3,-0.16111713330698527,0.06291919764801454,73,0.32313024182962863,0.16111713330698527
LINC00882,0.16111640358794893,0.06292040571734675,101,0.32313024182962863,0.16111640358794893
LPPR1,0.16111173661867928,0.06292813245779676,81,0.32313024182962863,0.16111173661867928
OSBPL8,0.1611069478510309,0.0629360616564677,132,0.32313024182962863,0.1611069478510309
NCOR1,0.1610526867072574,0.06302596382813414,131,0.32352352601605117,0.1610526867072574
ARHGAP35,0.16103022270717918,0.06306321384255417,121,0.32357242148958026,0.16103022270717918
GABRG1,0.1610258415236911,0.06307048085788337,39,0.32357242148958026,0.1610258415236911
C3orf18,-0.1610145637539697,0.06308919030401156,42,0.32357242148958026,0.1610145637539697
CEP97,0.16100258127506198,0.06310907380798021,92,0.32357242148958026,0.16100258127506198
NDUFA1,-0.16100116159181824,0.06311142994334085,125,0.32357242148958026,0.16100116159181824
SMC1A,-0.16099882096785795,0.06311531464769413,112,0.32357242148958026,0.16099882096785795
TMEM161A,-0.16098679311154282,0.0631352802123576,75,0.32357953962442765,0.16098679311154282
STMN2,0.16097717082220658,0.06315125638647562,116,0.32357953962442765,0.16097717082220658
LOC105378678,0.1609718578866645,0.06316007902722215,17,0.32357953962442765,0.1609718578866645
AIFM3,-0.16095975660597597,0.0631801781276191,36,0.32357953962442765,0.16095975660597597
AKT3,0.16095792196073946,0.06318322575866152,131,0.32357953962442765,0.16095792196073946
MRPS2,-0.16091993042834288,0.06324636260289594,55,0.32383469155053307,0.16091993042834288
FBXO17,0.16090406332185195,0.06327274686557181,100,0.3238393165135906,0.16090406332185195
RALGDS,0.16090337218785647,0.06327389630659029,102,0.3238393165135906,0.16090337218785647
RASSF5,-0.16089007479395803,0.06329601483330727,98,0.3238843628783644,0.16089007479395803
KPNA4,-0.16083992122412055,0.06337949577654217,122,0.32424331442601645,0.16083992122412055
USP32P1,0.1607999076468953,0.06344616311880369,76,0.3244630385097796,0.1607999076468953
NFKBIE,-0.16079020916920897,0.0634623305485046,54,0.3244630385097796,0.16079020916920897
ERICH1,0.16079012697133427,0.06346246758731226,119,0.3244630385097796,0.16079012697133427
C12orf50,0.16076913849754718,0.06349746710169912,25,0.3245737489240068,0.16076913849754718
UPF3AP3,-0.16074615803214093,0.06353580645836067,10,0.324647261302675,0.16074615803214093
EPHA3,0.16074339345147584,0.06354042000793035,67,0.324647261302675,0.16074339345147584
LOC100506944,0.16073651866540237,0.06355189388026955,35,0.324647261302675,0.16073651866540237
ZNF714,0.16068032321868822,0.06364574635209452,119,0.3250584202077469,0.16068032321868822
CEP68,-0.16066205734929906,0.06367627669191256,103,0.32513575188465166,0.16066205734929906
PSTPIP2,-0.16065526977955774,0.06368762476783359,105,0.32513575188465166,0.16065526977955774
LOC105377857,0.1606321672846896,0.06372626199549508,58,0.3252647257067022,0.1606321672846896
UBE4B,0.16059504600963379,0.06378838468880296,128,0.3255134922401126,0.16059504600963379
LOC101929563,0.16057893488308841,0.06381536214634553,112,0.3255828451355716,0.16057893488308841
LMBR1L,0.16055964830029584,0.06384766903237553,60,0.32565624900204077,0.16055964830029584
PPM1B,0.1605543602265618,0.06385652939808117,127,0.32565624900204077,0.1605543602265618
SLC19A1,-0.16052460479500683,0.06390640445769878,58,0.3258422773198516,0.16052460479500683
LOC105369421,0.1604967550756855,0.06395311403505288,24,0.32601209105984513,0.1604967550756855
TMEM47,0.1604784587754456,0.063983815775464,79,0.3260928611333326,0.1604784587754456
NSUN5,-0.16046726668813296,0.06400260236408611,73,0.3260928611333326,0.16046726668813296
AAK1,0.1604633474232846,0.06400918214919328,134,0.3260928611333326,0.1604633474232846
ZNF322,0.16041175015223239,0.06409585676937081,64,0.3264250656555863,0.16041175015223239
IL10RB,-0.16040855093599657,0.06410123405991038,108,0.3264250656555863,0.16040855093599657
NRN1L,-0.16037217584399202,0.06416239975821013,31,0.32665575145784026,0.16037217584399202
EHD1,-0.16035924367251006,0.06418415702863385,57,0.32665575145784026,0.16035924367251006
KIAA2013,-0.1603576565216915,0.064186827688706,76,0.32665575145784026,0.1603576565216915
SF3B4,-0.1603463386180719,0.06420587467928793,85,0.32668432595710495,0.1603463386180719
CDHR4,0.16032832354932056,0.06423620189756254,11,0.3267702711463331,0.16032832354932056
NCOA1,0.1602788064689086,0.06431962097627979,133,0.32712620279466764,0.1602788064689086
BCKDHA,-0.1602548237401791,0.06436005530879547,111,0.3272634131643769,0.1602548237401791
LOC105378753,-0.16019557029337317,0.06446004420400617,17,0.3277033309125489,0.16019557029337317
CCDC132,0.1601862063317809,0.06447585727624132,119,0.3277152193971714,0.1601862063317809
CYP51A1,0.1601078810891425,0.06460825037114148,118,0.3283195272203368,0.1601078810891425
NEURL4,0.16009665756664695,0.0646272396363895,64,0.3283247138598079,0.16009665756664695
SEZ6L,-0.16009132097632567,0.06463627029977222,104,0.3283247138598079,0.16009132097632567
TBC1D19,0.16008139365880059,0.06465307220375935,119,0.3283414844576386,0.16008139365880059
CCDC171,0.1600427204400025,0.06471856029059657,117,0.32860544985962403,0.1600427204400025
FKBP1A,-0.16003256210659453,0.06473577108284352,93,0.32862423053764084,0.16003256210659453
ATP6V0E2-AS1,0.16000264713765042,0.06478647631166318,33,0.328812998826369,0.16000264713765042
HCN2,-0.15998814571885422,0.06481106755996568,52,0.32886917882869293,0.15998814571885422
LOC102724355,-0.15997343196766595,0.06483602665870013,47,0.32889966067373855,0.15997343196766595
LOC105374659,0.159968661080417,0.06484412125038347,12,0.32889966067373855,0.159968661080417
ZNF747,-0.15994944764620453,0.06487672833291977,32,0.3289095947985653,0.15994944764620453
C8orf37,0.15994248158980515,0.06488855371664536,26,0.3289095947985653,0.15994248158980515
TTC1,0.15993665495215192,0.06489844620488895,128,0.3289095947985653,0.15993665495215192
LOC101927180,-0.15993069484830705,0.0649085665651136,43,0.3289095947985653,0.15993069484830705
TIAF1,-0.15992479957374167,0.06491857811024712,14,0.3289095947985653,0.15992479957374167
LOC105372615,-0.15991971027577548,0.06492722193281164,11,0.3289095947985653,0.15991971027577548
LINC01055,-0.1599013123069516,0.06495847744761547,14,0.32899940233308117,0.1599013123069516
LOC439994,-0.15988657336364792,0.06498352565365963,42,0.3290420160338748,0.15988657336364792
UCK1,-0.15987669069998445,0.06500032523033909,69,0.3290420160338748,0.15987669069998445
PLCB3,-0.1598649738049299,0.06502024741232104,37,0.3290420160338748,0.1598649738049299
HES4,0.15985523449821729,0.06503681089943034,109,0.3290420160338748,0.15985523449821729
RPS20P6,-0.1598478236176847,0.06504941677350481,12,0.3290420160338748,0.1598478236176847
LOC105377483,0.15984562396489235,0.06505315875633115,31,0.3290420160338748,0.15984562396489235
RPL19P4,-0.15983208625393228,0.06507619256560424,18,0.3290420160338748,0.15983208625393228
SERINC1,0.15982992306637242,0.06507987374857696,133,0.3290420160338748,0.15982992306637242
COG8,-0.15981223416212637,0.06510998203759005,49,0.3290420160338748,0.15981223416212637
LRFN2,0.15980423927051848,0.06512359387119628,85,0.3290420160338748,0.15980423927051848
ZNF33B,0.15980050034970905,0.06512996042829527,74,0.3290420160338748,0.15980050034970905
MYO6,0.1597958069113351,0.06513795303654303,131,0.3290420160338748,0.1597958069113351
LINC00379,-0.15979297855688776,0.06514276991912779,25,0.3290420160338748,0.15979297855688776
ARRB1,0.1597790183379571,0.06516654938905858,125,0.3290937806667969,0.1597790183379571
CLEC4A,-0.1597561670058039,0.06520548902154182,43,0.32922206736411014,0.1597561670058039
C2orf88,0.15973060837822434,0.06524906447256666,107,0.3292987933537986,0.15973060837822434
DDB1,0.15972064067790454,0.0652660650518114,124,0.3292987933537986,0.15972064067790454
ANAPC11,-0.15971851852990596,0.06526968498331154,118,0.3292987933537986,0.15971851852990596
LOC105377842,0.15971197337430487,0.06528085065261743,23,0.3292987933537986,0.15971197337430487
MTX1P1,-0.15970755808708564,0.06528838376514193,38,0.3292987933537986,0.15970755808708564
LOC642355,0.1596932372043527,0.06531282211984187,18,0.32934203032445003,0.1596932372043527
BEGAIN,0.1596794242113862,0.06533640083373249,71,0.32934203032445003,0.1596794242113862
VTI1BP2,-0.15967873321701814,0.06533758054008763,11,0.32934203032445003,0.15967873321701814
OGFR,-0.15965270970556367,0.06538202205718878,90,0.32936926326456145,0.15965270970556367
MAGED1,0.159649855817264,0.06538689726913981,128,0.32936926326456145,0.159649855817264
TLDC1,-0.15964485176695126,0.06539544625381075,76,0.32936926326456145,0.15964485176695126
STX2,0.15964385246493898,0.06539715358351085,89,0.32936926326456145,0.15964385246493898
CALM1,-0.1596354069252734,0.06541158442699901,134,0.3293737359935907,0.1596354069252734
PADI2,-0.15962146721647338,0.06543540880252176,71,0.32942549730617504,0.15962146721647338
LOC285762,-0.15956591480103685,0.0655304237827753,17,0.3298355622559764,0.15956591480103685
LOC105379299,-0.1595398299835581,0.06557507715653205,22,0.329958314821939,0.1595398299835581
GGT3P,0.15952157426565464,0.06560634301105259,11,0.329958314821939,0.15952157426565464
SLC16A3,-0.15952146809208603,0.06560652488590231,40,0.329958314821939,0.15952146809208603
CTDNEP1,-0.15951997709251148,0.06560907900492977,109,0.329958314821939,0.15951997709251148
TMEM191B,-0.159497406086209,0.06564775359482157,20,0.33007759664648395,0.159497406086209
ATP6V0A4,0.1594828036855676,0.06567278416812465,56,0.33007759664648395,0.1594828036855676
PDE9A,-0.15947937799277045,0.06567865741469521,81,0.33007759664648395,0.15947937799277045
ETFA,-0.15947255750873848,0.06569035220253328,126,0.33007759664648395,0.15947255750873848
DEAF1,0.15946654930098308,0.06570065562129965,120,0.33007759664648395,0.15946654930098308
CTSV,0.15944919948084915,0.06573041605653958,18,0.33015891138188747,0.15944919948084915
SNRPD1,0.15937984174808784,0.06584949628045952,108,0.33068874644580964,0.15937984174808784
LCAT,-0.15935515993408655,0.0658919148446687,23,0.3308334560151089,0.15935515993408655
PSG3,0.1593305870060491,0.06593416838871749,25,0.3309772774782246,0.1593305870060491
MMP24,0.1593142918532182,0.06596220033643366,116,0.3309883764764285,0.1593142918532182
LOC105375902,-0.1593103504312696,0.06596898207662279,18,0.3309883764764285,0.1593103504312696
INO80B,0.15930557075555937,0.06597720690587251,31,0.3309883764764285,0.15930557075555937
RPS15AP10,-0.15929314970365974,0.06599858486300661,27,0.3309951883785745,0.15929314970365974
TCERG1,0.15928896780392163,0.0660057836288017,132,0.3309951883785745,0.15928896780392163
APBB2,0.15927415920429136,0.06603128044979327,124,0.33105478701699076,0.15927415920429136
NPY,-0.15925601891617128,0.06606252456450057,68,0.33114316981311176,0.15925601891617128
RABEP1,0.15923220605046517,0.06610355718186656,131,0.3312415521755914,0.15923220605046517
LOC105377310,0.15922882153203044,0.06610939082522596,21,0.3312415521755914,0.15922882153203044
MCM8,0.1592128240702535,0.0661369701391263,56,0.3313114831624492,0.1592128240702535
MDH2,-0.15919444472031813,0.06616866734978008,116,0.331402009599259,0.15919444472031813
SGPL1,-0.15918139514904522,0.06619118028154972,114,0.3314465092912437,0.15918139514904522
LIG3,0.15915630138403988,0.06623448921535398,75,0.33159510337723835,0.15915630138403988
SLC5A9,0.15913391551895806,0.0662731441025651,11,0.33172034116453714,0.15913391551895806
LOC105377188,0.15911522701646375,0.06630542862305795,20,0.33181364805378444,0.15911522701646375
GAB4,-0.15905231032136383,0.06641421181509409,12,0.33228966170641916,0.15905231032136383
LOC254028,0.15900879616892805,0.06648953292254535,14,0.3325980934202438,0.15900879616892805
DHX9,-0.15898926583742756,0.06652336168521503,117,0.33269888536831477,0.15898926583742756
LOC105372834,0.15896732656493245,0.06656137972038303,10,0.3328119887029317,0.15896732656493245
NR1I3,0.1589604237766517,0.06657334505323641,30,0.3328119887029317,0.1589604237766517
MARCH6,0.15893793657443578,0.06661233664426504,131,0.33291470329463285,0.15893793657443578
LOC105376947,0.15893278715274892,0.06662126807840871,16,0.33291470329463285,0.15893278715274892
KIAA0754,0.1589136188006161,0.06665452326973226,43,0.33301246106063237,0.1589136188006161
LOC105370112,-0.15890075474169366,0.06667684871415357,14,0.33305558381124023,0.15890075474169366
LOC105375770,0.158876973094703,0.0667181375517972,18,0.33316329761655644,0.158876973094703
IFI35,-0.158872555273982,0.06672580990461932,58,0.33316329761655644,0.158872555273982
LOC102724528,-0.15885434197205192,0.06675744821555206,15,0.3332528526376112,0.15885434197205192
LOC100996662,0.1588327542962617,0.06679496396186307,17,0.33328477584172406,0.1588327542962617
