type,source,old_beta,old_fdr,rbh_beta,rbh_fdr
L4 IT_2,SEA-AD,8.810894848396808,0.0028257982494235,8.414753273437904,0.0051341199697528
L4 IT_3,SEA-AD,18.869778240114645,3.536401258392719e-05,18.703626625726013,6.44557740109887e-05
L4 IT_4,SEA-AD,2.7923354601874855,0.3618219096153395,2.896745625565617,0.3611793421897923
L5 ET_1,SEA-AD,6.549945451027405,0.0020196940345199,6.901494289365473,0.0014340080628527
L5 ET_2,SEA-AD,6.4424954077331815,0.1812651824795995,7.051001625921172,0.1677802052274099
L5 IT_1,SEA-AD,0.6675983210981071,0.5877749451815591,0.734101325234871,0.552550983706636
L5 IT_2,SEA-AD,4.634802859105639,0.1731864075512838,4.820950118594147,0.1632183843478395
L5 IT_3,SEA-AD,8.95747895144166,0.0445848677290814,10.286169292258815,0.0282170199633078
L5 IT_5,SEA-AD,1.3756616958198655,0.3759276986380945,1.3723220256713715,0.3750932580799082
L5 IT_6,SEA-AD,14.890552365108208,0.0042453336268008,14.64852453766018,0.0064751859329843
L5 IT_7,SEA-AD,15.647291474746504,0.0141113325281775,16.50942184768067,0.0124475749239294
L5/6 NP_1,SEA-AD,1.8728723815925092,0.4469004541867549,3.458193515619289,0.2554100205469539
L5/6 NP_2,SEA-AD,5.991991901309362,0.155870643571879,10.341072346812862,0.0362711002054789
L5/6 NP_3,SEA-AD,0.5406419225403643,0.6978011963772102,1.229056164383317,0.6343772978437293
L5/6 NP_4,SEA-AD,4.016654101143698,0.1632492090399315,6.825853522600472,0.0642448746104246
L5/6 NP_6,SEA-AD,3.7412732247516263,0.3421654017344449,4.584655917458017,0.2681085903059254
L6 CT_1,SEA-AD,3.6870820183879673,0.3688820281737819,3.1426370206903536,0.4238001238654698
L6 CT_2,SEA-AD,7.00800495945724,0.1645734835837824,6.726650966874706,0.1885312592872427
L6 CT_3,SEA-AD,-0.8741431396150798,0.9298351739165048,-1.1583744707186343,0.9581205222769792
L6 CT_4,SEA-AD,4.793202462978024,0.2560206845384099,4.857725205542852,0.2595015021868291
L6 IT Car3_1,SEA-AD,2.8107319949527305,0.3963185225728621,3.006125040876338,0.3750932580799082
L6 IT Car3_2,SEA-AD,-1.746436447478643,0.999999998490552,-1.810900720110176,0.9999999946160404
L6 IT Car3_3,SEA-AD,1.629884255469195,0.4354853636644535,1.540787962856377,0.4563073303601194
L6 IT_1,SEA-AD,23.994738065327542,5.5294063230071355e-05,31.467523835386316,4.309556650393033e-06
L6 IT_2,SEA-AD,3.192351537540826,0.0562349487683562,3.07915993366882,0.0641105343732169
L6b_1,SEA-AD,1.019415554707765,0.6051146487286926,0.9293452185318806,0.625084462028897
L6b_2,SEA-AD,-2.192783318069777,0.999999998490552,-2.615328482608906,0.9999999946160404
L6b_3,SEA-AD,3.4580152750137914,0.2654778828257768,3.648538274743861,0.2554100205469539
L6b_4,SEA-AD,7.729772632893391,0.050396785741466,7.640237583209256,0.0577216673690837
L6b_5,SEA-AD,7.04271067191814,0.0612762630259817,7.365108485335238,0.0638940702063903
L6b_6,SEA-AD,3.202442591744146,0.4224140699823761,3.8476549645212863,0.3924249434913549
Lamp5_1,SEA-AD,19.383301617540372,1.3991025751195572e-06,18.582256933886903,4.309556650393033e-06
Lamp5_2,SEA-AD,7.713462412243472,0.0115695414072132,7.513086070357137,0.0146428429908692
Lamp5_3,SEA-AD,15.195335445682574,0.0008738838052388,18.626404610543737,0.0002749983496405
Lamp5_4,SEA-AD,11.822428743998946,0.0012891475959913,11.667897275851445,0.0017724159314646
Lamp5_5,SEA-AD,40.05274332245898,3.089313989808792e-10,40.00475107814242,6.429456522738519e-10
Lamp5_6,SEA-AD,17.015645307138662,0.0009607742788315,16.64286825749204,0.0015505954606945
Lamp5_Lhx6_1,SEA-AD,7.053085429037811,0.0707962595820487,14.102523653286886,0.0070960442742514
Micro-PVM_1,SEA-AD,-2.1730790032554888,0.999999998490552,-1.954831435825128,0.9999999946160404
Micro-PVM_1_1-SEAAD,SEA-AD,-1.4666119838103429,0.999999998490552,-1.3586200024487978,0.9999999946160404
Micro-PVM_2,SEA-AD,-1.8374154980637152,0.999999998490552,-1.9017785610245308,0.9999999946160404
Micro-PVM_2_1-SEAAD,SEA-AD,-0.963285414194932,0.999999998490552,-0.9145468084128072,0.9999999946160404
Micro-PVM_2_3-SEAAD,SEA-AD,-1.71665937495752,0.999999998490552,-1.7093699898623649,0.9999999946160404
Micro-PVM_3-SEAAD,SEA-AD,-3.286147733322463,0.999999998490552,-3.279394788070706,0.9999999946160404
OPC_1,SEA-AD,1.611969223585415,0.5086457377223219,1.3317749376776074,0.5497052233687603
OPC_2,SEA-AD,1.1931230139504767,0.6421736106498475,0.9025739102983518,0.6682626411724872
OPC_2_1-SEAAD,SEA-AD,6.631352910071609,0.1031813935794626,5.940927615790148,0.1378829877588695
OPC_2_2-SEAAD,SEA-AD,-0.6514586487259021,0.9156331766289212,-0.7471526352790919,0.927336494037654
Oligo_1,SEA-AD,-2.1095671341570053,0.999999998490552,-2.4890823625947247,0.9999999946160404
Oligo_2,SEA-AD,0.755085559301185,0.6864964072335039,0.0226744964083261,0.7662272736442428
Oligo_2_1-SEAAD,SEA-AD,0.7658645248964736,0.6620904245322121,0.2633074758811553,0.7291487631312523
Oligo_3,SEA-AD,0.5450058109558924,0.690622871601532,-0.1852396897923306,0.8003851463413573
Oligo_4,SEA-AD,-0.8004266857130062,0.8786326208107724,-1.3942499834475697,0.9529138230653058
Pax6_1,SEA-AD,18.812398602310587,3.762319264579541e-05,18.34484445682135,8.30266423221613e-05
Pax6_2,SEA-AD,12.280467021733976,0.0004875785402931,11.774100457747965,0.0009068174590838
Pax6_3,SEA-AD,19.885695454440373,2.901861872835983e-05,17.10670418694969,0.0002714817038096
Pax6_4,SEA-AD,18.38105256044394,3.762319264579541e-05,17.474594420385035,9.709378757852888e-05
Pvalb_1,SEA-AD,29.948208621992325,1.822590434130689e-07,29.93098162380851,4.0051802264555e-07
Pvalb_10,SEA-AD,23.61825919914932,0.0001132192204203,23.59282239502182,0.0002020504185769
Pvalb_12,SEA-AD,18.59734215102659,5.2055512576641304e-05,18.29000506724477,9.709378757852888e-05
Pvalb_13,SEA-AD,5.898428200681698,0.0720270857902719,5.35581124958521,0.1011066259123093
Pvalb_14,SEA-AD,4.4038841108054125,0.0798735799799189,4.242579981718842,0.0993214454822423
Pvalb_15,SEA-AD,1.65378059809876,0.3125705575042115,1.5128605198204463,0.3397999714946215
Pvalb_2,SEA-AD,0.6819921832972222,0.605042657936555,0.5413003541057211,0.6343772978437293
Pvalb_3,SEA-AD,46.65649954154667,2.6241758765976897e-10,47.22157909082747,4.845742418435606e-10
Pvalb_5,SEA-AD,8.069168221519192,0.0413384726383946,7.20639436433723,0.0669267891766062
Pvalb_6,SEA-AD,15.609239653523431,6.292935613239723e-05,15.046312760686895,0.0001573651969501
Pvalb_7,SEA-AD,14.17511456423512,0.0050509770202003,13.610421323380034,0.008633821975343
Pvalb_8,SEA-AD,20.131063024770793,0.0001223075581263,19.80578984226775,0.0002697515372487
Pvalb_9,SEA-AD,17.674060969034027,0.0002843961495089,17.949627323774077,0.0003836600791595
Sncg_1,SEA-AD,20.88090525251271,0.0001860360374505,20.418653227310703,0.0003439284480498
Sncg_2,SEA-AD,9.359900864781752,0.0071459519675535,9.164387469109474,0.0098427642446762
Sncg_3,SEA-AD,13.762111120228106,6.292935613239723e-05,13.89591769095949,8.829381408257985e-05
Sncg_4,SEA-AD,20.579628822066717,3.18963648664646e-05,20.595067667645065,5.2891035960971104e-05
Sncg_5,SEA-AD,16.276520955521047,0.0004996080182694,15.784214241867566,0.0009068174590838
Sncg_6,SEA-AD,24.255836473758205,4.432242851922415e-06,24.710087446794095,5.570333118992687e-06
Sncg_8,SEA-AD,25.057344825991297,1.9227128264520665e-06,25.61960711021833,2.47075713352859e-06
Sst Chodl_1,SEA-AD,3.2233967497492024,0.2167039014876904,3.0668755005106076,0.2404195679791511
Sst Chodl_2,SEA-AD,23.060818841073527,4.200850687242709e-05,23.60381961930918,5.940109797527941e-05
Sst_1,SEA-AD,16.81131329668842,5.2055512576641304e-05,17.939838348218778,5.2891035960971104e-05
Sst_10,SEA-AD,8.607561767131847,0.0188000326245053,8.243906135672555,0.0262538591147375
Sst_11,SEA-AD,26.28470119997253,5.092222422134474e-06,25.779510206748963,1.1259516430343112e-05
Sst_12,SEA-AD,15.500263303950032,0.0008116056205347,14.971030867855855,0.0014340080628527
Sst_13,SEA-AD,10.681342001368268,0.0021868784873219,11.945960173757769,0.001554926024925
Sst_19,SEA-AD,30.222439309176433,1.3991025751195572e-06,30.33220361778976,2.47075713352859e-06
Sst_2,SEA-AD,38.39813518262317,1.086622042345553e-09,38.35006887489004,2.7519153146725122e-09
Sst_20,SEA-AD,38.527456518454066,1.829738286810804e-08,39.15650351814478,2.64289910401061e-08
Sst_22,SEA-AD,14.485336382336362,0.0122425934431589,14.464389316910674,0.0146703831794296
Sst_23,SEA-AD,15.46111368657636,0.0005850054927258,17.20612676812452,0.0003836600791595
Sst_25,SEA-AD,33.74959879130411,6.307229953872451e-07,33.712378406895425,1.0885040779543924e-06
Sst_3,SEA-AD,18.251921031609047,2.333190379838187e-05,20.411309188465214,1.1259516430343112e-05
Sst_4,SEA-AD,9.34979420120288,0.0161487348056048,6.957427905654126,0.0468770274414934
Sst_5,SEA-AD,6.044366751277009,0.040437837744085,5.882403087486011,0.0498524508707965
Sst_7,SEA-AD,10.068216438628795,0.0294269897557309,9.557288007903113,0.0413546160494729
Sst_9,SEA-AD,20.137885714059273,4.9944822921712613e-05,19.56380347460659,0.0001006473122251
VLMC_1,SEA-AD,-4.806594775244123,0.999999998490552,-4.728391322668425,0.9999999946160404
VLMC_2,SEA-AD,0.4737213745177963,0.6421736106498475,0.3050798934654997,0.6724284411303001
VLMC_2_1-SEAAD,SEA-AD,0.2012332215326395,0.690622871601532,0.1885284243385185,0.699928556664069
VLMC_2_2-SEAAD,SEA-AD,-0.6643358013597006,0.9937859748221975,-0.7931048877252066,0.9999999946160404
Vip_1,SEA-AD,19.814754792199174,5.972121875657772e-06,20.896774405795217,5.997450493709446e-06
Vip_11,SEA-AD,1.8771806093708332,0.3683641309850532,1.7393266969102688,0.3944812710550602
Vip_12,SEA-AD,2.9596045345334705,0.1376671625692299,2.9556370730034476,0.1443065887832421
Vip_13,SEA-AD,20.235813617760456,2.555257440894909e-05,21.07229118666471,1.7873915435839827e-05
Vip_14,SEA-AD,13.598390642417138,0.0010151536978653,12.738136215007335,0.0019901842751796
Vip_15,SEA-AD,12.719790783635752,0.0002843961495089,12.713113152824569,0.0003804706512852
Vip_16,SEA-AD,30.834094916492205,3.6049390176688217e-07,30.85273945621377,6.524199804249274e-07
Vip_18,SEA-AD,7.479249692563207,0.0135084200749347,7.19655944345257,0.0188161461573381
Vip_19,SEA-AD,5.724233566919715,0.0230405764298335,5.457757228958581,0.0307787008376632
Vip_2,SEA-AD,1.0871827688510165,0.4471036711878276,0.961295571019188,0.4963717518587157
Vip_21,SEA-AD,24.27700626192122,7.345309385478869e-07,24.82205856384422,1.00173788896469e-06
Vip_23,SEA-AD,10.767079678593229,0.0087238400219965,10.490450371579085,0.013065486916685
Vip_4,SEA-AD,3.762581264633054,0.2319285723032472,10.70044005383713,0.0203529233489292
Vip_5,SEA-AD,19.62682121028632,0.0005595350356494,20.03058905685488,0.0006786148983727
Vip_6,SEA-AD,5.257145648739189,0.1981769278984252,4.7443479804122655,0.2494833305226389
Vip_9,SEA-AD,1.4138809700896415,0.4858456508131988,1.2074350401139822,0.5306759110001612
