supertype,beta,se,t_stat,p_value,n_genes,p_bonferroni,p_fdr,source
DLNP_94,17.517867498443717,4.709673357048026,3.719550416851782,0.00010011183443792149,16897,0.046151555675881806,0.0007957164771703758,Reprocessed
MSN_427,18.50097309488103,5.095148543304681,3.6310959214707044,0.0001415273820510876,16897,0.06524412312555139,0.0011058325953483285,Reprocessed
EMSN_231,17.89883608957366,4.942823414360686,3.6211765197945534,0.00014706232223216098,16897,0.06779573054902621,0.0011299288424837703,Reprocessed
CGE_277,11.05071471323465,3.086714084297324,3.580090157832125,0.00017221943983503074,16897,0.07939316176394917,0.0013015272420319535,Reprocessed
MGE_243,11.961670407175491,3.3746265203602683,3.5445908858377866,0.0001971426322255887,16897,0.09088275345599639,0.00146585086219349,Reprocessed
Splat_367,18.860617306739453,5.451616062045945,3.4596378563866113,0.000271118565715045,16897,0.12498565879463575,0.0019697503918793147,Reprocessed
Misc_177,12.40074438803994,3.5868063159383747,3.4573220006153793,0.00027345775505482894,16897,0.12606402508027614,0.0019697503918793147,Reprocessed
MSN_207,15.586200779525717,4.575861326288343,3.406178567952426,0.00033016244720196486,16897,0.1522048881601058,0.0023416136640016278,Reprocessed
CA13_185,16.316443542829607,4.7976736835861,3.4009073186139687,0.00033659049990097945,16897,0.15516822045435152,0.0023510336432477504,Reprocessed
CBI_306,11.845748902135309,3.4887411756986753,3.3954221037228454,0.00034340287368739286,16897,0.1583087247698881,0.00236281678761027,Reprocessed
MGE_251,13.062404537702152,3.8784288558359754,3.3679629105602396,0.00037947442694163946,16897,0.1749377108200958,0.0025726133944131736,Reprocessed
EMSN_225,12.163347531764135,3.657886202322745,3.3252394577065987,0.0004426538755313292,16897,0.20406343661994275,0.0029574411104339527,Reprocessed
ULIT_120,17.1342949871978,5.271796371626096,3.2501814902066664,0.0005777855213402461,16897,0.26635912533785344,0.003805130361969335,Reprocessed
Splat_238,14.759424107498402,4.5547688479426665,3.2404331811843874,0.0005978962403839772,16897,0.27563016681701347,0.0038821150255917386,Reprocessed
Midi_437,15.466694844664177,4.802759437458153,3.2203767534211294,0.0006413220403845843,16897,0.29564946061729336,0.004106242508573519,Reprocessed
Thex_454,15.193697241516544,4.7599143640847466,3.1920106286277785,0.0007077241266728596,16897,0.32626082239618825,0.00446932633419436,Reprocessed
CGE_296,10.831219623493151,3.4845587357901753,3.108347554094826,0.0009422454305952899,16897,0.43437514350442863,0.005869934371681468,Reprocessed
MGE_245,10.728520365233877,3.4613060615683966,3.0995584251721846,0.0009706392474380099,16897,0.44746469306892256,0.005966195907585634,Reprocessed
MGE_256,11.025360114971736,3.578340184154338,3.081138054954755,0.0010327128278543318,16897,0.476080613640847,0.006264218600537459,Reprocessed
Splat_403,7.614180051535438,2.5369372255957807,3.001327732792957,0.0013459885230160396,16897,0.6205007091103942,0.007998696822194442,Reprocessed
Splat_428,11.43686358763226,3.812715155705795,2.999663788289244,0.0013533586814125087,16897,0.6238983521311665,0.007998696822194442,Reprocessed
DLNP_88,13.283979333420257,4.500869243293818,2.951425294839003,0.0015837282866468794,16897,0.7300987401442114,0.009226082924605241,Reprocessed
Splat_352,12.663895509788441,4.295668892143767,2.9480613677998084,0.001601055605137569,16897,0.7380866339684193,0.009226082924605241,Reprocessed
LLC_275,8.882144807427162,3.055723519640837,2.9067239723543934,0.001828550294595277,16897,0.8429616858084227,0.010406934392696576,Reprocessed
ULIT_131,14.367281485821236,4.971110748357238,2.890155181227671,0.0019277095285347157,16897,0.8886740926545039,0.010837488934811023,Reprocessed
URL_310,6.561469262445303,2.2898376569656818,2.8654735598767562,0.002084499543586027,16897,0.9609542895931584,0.011577762525218777,Reprocessed
MSN_206,9.268612945268002,3.2658474993678706,2.838042176513757,0.0022722642295250894,16897,1.0,0.012411094788161334,Reprocessed
MGE_253,9.884484475260495,3.4856259939607206,2.835784588589421,0.0022883797331750833,16897,1.0,0.012411094788161334,Reprocessed
DLNP_86,8.975543823198812,3.228065674864515,2.7804712565445326,0.0027170072093601894,16897,1.0,0.014452810403019486,Reprocessed
MGE_250,6.134651357234402,2.207332781555123,2.7792145382412077,0.0027275368873377337,16897,1.0,0.014452810403019486,Reprocessed
ULIT_128,12.160504270543546,4.406380516351804,2.759749010648688,0.002895405403786744,16897,1.0,0.015167976035746464,Reprocessed
DLIT_148,15.919117764672059,5.792239489059947,2.7483528253172516,0.00299795481222187,16897,1.0,0.015368192749116329,Reprocessed
Midi_436,9.069117739181213,3.3001452162788736,2.748096566916297,0.003000297933666962,16897,1.0,0.015368192749116329,Reprocessed
DLCT6b_109,14.309321161902583,5.314896869721683,2.692304575733357,0.003551503039058268,16897,1.0,0.017991680230833643,Reprocessed
LLC_265,10.632556890325121,3.9740270080518036,2.6755119853947704,0.0037343565315715033,16897,1.0,0.018712373489722423,Reprocessed
MGE_247,11.33367401625325,4.27198782584237,2.6530211410465396,0.003992474306464655,16897,1.0,0.019790652207314043,Reprocessed
LLC_272,4.331134063348118,1.6436326301184514,2.6350986126601703,0.004209481500166756,16897,1.0,0.020644372038051858,Reprocessed
URL_311,3.3544806802626477,1.293971108749074,2.592392254805085,0.004769655999859124,16897,1.0,0.02314538332563217,Reprocessed
EMSN_223,7.456108870107157,2.8948035261063625,2.5756873662980335,0.005006262998585198,16897,1.0,0.024040492107789337,Reprocessed
Splat_369,10.073621009871646,3.987969005776677,2.5260028338434286,0.0057729587735447785,16897,1.0,0.02721043959745642,Reprocessed
Midi_441,12.284675222985308,4.864630335453852,2.525304982262171,0.005784431845012428,16897,1.0,0.02721043959745642,Reprocessed
Splat_393,11.417614002204614,4.530698562104947,2.520055979380811,0.005871378844293784,16897,1.0,0.027340461083024594,Reprocessed
MGE_244,8.823948439506129,3.566674367855468,2.473998893487913,0.006685381507588795,16897,1.0,0.030819608749984344,Reprocessed
LLC_271,6.130152253936859,2.4855547178484425,2.466311527932594,0.00683055500487495,16897,1.0,0.031177087695518337,Reprocessed
ULIT_134,10.225716445680602,4.154092220819778,2.4616007305833563,0.006920886809139382,16897,1.0,0.03127969430405152,Reprocessed
EMSN_234,12.604461866557768,5.129344403260106,2.4573241481984778,0.007003804182462492,16897,1.0,0.031347123573934065,Reprocessed
Splat_389,7.564148282256214,3.097030932884485,2.4423870623762824,0.007300336036856425,16897,1.0,0.03236014339414243,Reprocessed
Splat_425,11.259471938383845,4.62689480708212,2.433483450099108,0.007482308972986851,16897,1.0,0.032850899395685126,Reprocessed
ULIT_124,7.394700840266111,3.10178137124765,2.384017425861221,0.008567883130646936,16897,1.0,0.036836470803478696,Reprocessed
MGE_255,10.062822817237008,4.223509725140839,2.3825736110744833,0.008601544526076643,16897,1.0,0.036836470803478696,Reprocessed
MSN_210,9.214042586061176,3.8692267098488093,2.3813653934021395,0.008629802270663123,16897,1.0,0.036836470803478696,Reprocessed
URL_309,7.7458081767065,3.3821985060369655,2.2901695932041912,0.011011876864244985,16897,1.0,0.046439537037871154,Reprocessed
CA4_195,10.859382439743834,4.748626407042319,2.2868470814295114,0.011108531155936241,16897,1.0,0.046439537037871154,Reprocessed
Thex_450,6.711814605568282,2.9425408651024045,2.2809588424644365,0.011281637629790175,16897,1.0,0.046439537037871154,Reprocessed
CGE_281,5.378799632392843,2.3581607386227,2.2809300249542646,0.011282490560176939,16897,1.0,0.046439537037871154,Reprocessed
MSN_208,9.750814119427796,4.3000884229904655,2.2675845611208763,0.01168355779878949,16897,1.0,0.04766478004638898,Reprocessed
Misc_167,6.475725238317839,2.865641690505388,2.2597819049651573,0.011923736349135572,16897,1.0,0.04791417737121309,Reprocessed
Mmb_324,6.265503596960164,2.773752398814978,2.2588546835099472,0.011952560515595456,16897,1.0,0.04791417737121309,Reprocessed
Splat_394,5.2191369024189065,2.35341977504618,2.2176820972435713,0.013294885017339997,16897,1.0,0.052835706836152914,Reprocessed
ULIT_129,8.960945817679045,4.118765376079989,2.175638813932046,0.014798047255891178,16897,1.0,0.0578590460324729,Reprocessed
EMSN_229,4.986084096776301,2.2921131236273102,2.175321996710936,0.014809907661240351,16897,1.0,0.0578590460324729,Reprocessed
L5ET_118,5.906279954184311,2.7719275895752795,2.1307482837563168,0.016562143135730567,16897,1.0,0.06373111127842733,Reprocessed
Splat_422,7.865421059419942,3.692536074446117,2.1300864502995442,0.016589443282887806,16897,1.0,0.06373111127842733,Reprocessed
CGE_295,5.889293275393063,2.814337056896441,2.0926041040327927,0.018199696952168054,16897,1.0,0.06930199570164855,Reprocessed
CGE_282,3.704544898178456,1.7739125331269427,2.088346989492382,0.018390741251511633,16897,1.0,0.06930199570164855,Reprocessed
COP_41,6.833779657656064,3.275804557911828,2.0861377829000514,0.01849055416768497,16897,1.0,0.06930199570164855,Reprocessed
Splat_421,6.063667131951611,2.94609896001251,2.058202122282363,0.01979302011993478,16897,1.0,0.07358534092975752,Reprocessed
Midi_443,5.016602172012254,2.4496604825216988,2.0478765150540887,0.020293764671921233,16897,1.0,0.0748434041100455,Reprocessed
MSN_218,7.33871213348815,3.5929701813801986,2.0425196322305874,0.020557753165053705,16897,1.0,0.07521527150071237,Reprocessed
Splat_357,4.002107007073473,1.9877703079365812,2.013364920028355,0.022046042013071365,16897,1.0,0.08002539659862913,Reprocessed
Thex_453,7.701608888411917,3.89541108008973,1.9770978543898663,0.024023401907489417,16897,1.0,0.08652178343244235,Reprocessed
ULIT_138,6.117332719572606,3.1035279845358246,1.9710899176852557,0.024364944959452517,16897,1.0,0.0870716250101365,Reprocessed
Thex_447,7.407251168816825,3.7694139564434295,1.9650935807023484,0.024709884734029464,16897,1.0,0.08762505278759679,Reprocessed
CGE_285,7.612701927916741,3.8845308199808493,1.9597481087701274,0.025020828746803114,16897,1.0,0.08805039734562012,Reprocessed
Splat_370,8.664665968408487,4.476485946493527,1.9355954809141307,0.026466965498126993,16897,1.0,0.09243387192906471,Reprocessed
URL_312,2.0315132098351634,1.0530139995725931,1.9292366584487313,0.02685910970931904,16897,1.0,0.09309811711275247,Reprocessed
Thex_449,7.207463213218253,3.752220991813243,1.9208525374554979,0.027383556834837064,16897,1.0,0.0942076097079096,Reprocessed
EMSN_233,4.530153081737794,2.37265056135175,1.909321648762668,0.028118767692349,16897,1.0,0.09602038449016954,Reprocessed
Splat_387,3.012365606945159,1.5864122172196293,1.8988542664054098,0.02880033134096771,16897,1.0,0.09699979178230181,Reprocessed
MSN_430,4.827530645618354,2.5428693696157625,1.8984579795177652,0.028826402330098366,16897,1.0,0.09699979178230181,Reprocessed
Amex_173,5.046208614456094,2.684025264337726,1.8800898342889587,0.03005651485031413,16897,1.0,0.10040618366662908,Reprocessed
Splat_359,4.5845316999178,2.484058626115602,1.845581119430652,0.03248526936071594,16897,1.0,0.10773891493014424,Reprocessed
CA4_198,3.446044184527711,1.8708548620825287,1.841962331963994,0.032749088972592766,16897,1.0,0.10783807154546618,Reprocessed
L5ET_115,3.68838182743601,2.0176363860776583,1.8280706339789639,0.033778289664050276,16897,1.0,0.1104382378377814,Reprocessed
MGE_241,4.131664911677854,2.3281981288324722,1.7746191187559157,0.03798940220931635,16897,1.0,0.1222408892177702,Reprocessed
EMSN_222,4.497859856499277,2.536189211878912,1.7734717249928997,0.038084293316029694,16897,1.0,0.1222408892177702,Reprocessed
Misc_401,5.260761928858505,2.9702905455488415,1.7711270490834887,0.038278802639890586,16897,1.0,0.1222408892177702,Reprocessed
MGE_236,5.636850695602513,3.186308650030265,1.7690849552660166,0.03844886971057848,16897,1.0,0.1222408892177702,Reprocessed
Amex_162,6.973896462477709,3.960902727182934,1.7606835973570276,0.03915503168842993,16897,1.0,0.12313245218621617,Reprocessed
DLNP_87,6.817007848986695,3.8746116517173514,1.7594041575663926,0.03926349343031188,16897,1.0,0.12313245218621617,Reprocessed
Thex_456,8.400093905042402,4.797133006822177,1.7510654578675062,0.03997639255152119,16897,1.0,0.12452106058277883,Reprocessed
Splat_385,3.35532606133375,1.929827235148897,1.7386665501561687,0.04105582621190085,16897,1.0,0.12702507304487445,Reprocessed
MGE_248,6.140375048129804,3.5394754056451574,1.7348263074060173,0.041394907560976746,16897,1.0,0.12722034923740186,Reprocessed
DLNP_90,7.4207293813780835,4.315529837747484,1.7195407424761024,0.04276713710376434,16897,1.0,0.13056721989957193,Reprocessed
Amex_156,7.3602989127981395,4.356113383634316,1.6896481483816255,0.04555687094193006,16897,1.0,0.13794819903897196,Reprocessed
DLIT_147,8.401579239798089,4.9793396899249265,1.6872878258933885,0.04578324176347659,16897,1.0,0.13794819903897196,Reprocessed
CBI_304,4.121302194542824,2.449196450788515,1.6827160570218762,0.046224276317525126,16897,1.0,0.1380430413374361,Reprocessed
Mmb_331,5.326705036853867,3.173653070131641,1.6784144073545249,0.04664236210480488,16897,1.0,0.1380430413374361,Reprocessed
Splat_411,3.174341497730762,1.89209038293208,1.6776902025217422,0.04671304652633412,16897,1.0,0.1380430413374361,Reprocessed
DLNP_92,7.823915338308916,4.689732259566435,1.6683074651754717,0.047636620254418394,16897,1.0,0.13987568112921578,Reprocessed
Midi_440,7.290425124177109,4.426644932165522,1.6469414728076284,0.04979433869071337,16897,1.0,0.14528601352163836,Reprocessed
EMSN_230,4.2950585051019665,2.62843145851444,1.6340766624097116,0.05113069476841681,16897,1.0,0.14824685715874308,Reprocessed
Mmb_332,6.082669417661554,3.8141248030847583,1.594774615854746,0.055390676795976646,16897,1.0,0.1595943875184077,Reprocessed
Amex_153,3.0224000497083936,1.923847751822776,1.5710183130888498,0.058098562309738644,16897,1.0,0.16635675294900318,Reprocessed
MSN_221,4.1640103338205705,2.6615869766388127,1.5644840354152523,0.058861335805568404,16897,1.0,0.16750046794053727,Reprocessed
CA13_163,3.948813669121742,2.548088359524386,1.5497161447960182,0.06061419760939857,16897,1.0,0.17143033802412724,Reprocessed
Splat_371,5.055308880636069,3.2844085075403173,1.5391839562679654,0.06188906202515443,16897,1.0,0.17373375636176358,Reprocessed
EMSN_426,4.389025101738984,2.8559788501858043,1.5367848755089493,0.06218236399065291,16897,1.0,0.17373375636176358,Reprocessed
Splat_350,2.4236706995324084,1.5826836462624425,1.5313677532815755,0.06284862770346644,16897,1.0,0.17453745404396404,Reprocessed
Misc_178,3.309966456059161,2.171461021596947,1.5243038779599773,0.06372576974246869,16897,1.0,0.17591365180406027,Reprocessed
Midi_435,2.1322396269617636,1.4022554507957397,1.5205785976811708,0.06419216899773872,16897,1.0,0.1761463684997473,Reprocessed
Amex_161,3.7705198748849083,2.5096945235035397,1.5023819989140563,0.06650858776459623,16897,1.0,0.18066846363909814,Reprocessed
Splat_420,6.1992188143601314,4.1287148459536205,1.5014887309148328,0.06662394537667393,16897,1.0,0.18066846363909814,Reprocessed
MSN_212,5.852242560904687,3.944371965575961,1.4836943908889528,0.06895433627811398,16897,1.0,0.18501177251300646,Reprocessed
Amex_154,2.3249320112768146,1.5696327136148005,1.4811949261191113,0.06928664493222203,16897,1.0,0.18501177251300646,Reprocessed
DLCT6b_98,4.270430839696781,2.8851870966439206,1.4801226737303068,0.06942958057429527,16897,1.0,0.18501177251300646,Reprocessed
CBI_307,3.6813863148669426,2.5085417828824363,1.4675403614911493,0.07112386807445614,16897,1.0,0.18843737461105908,Reprocessed
MGE_246,2.430352233703097,1.6809809978482404,1.4457939957763342,0.07412677145389801,16897,1.0,0.19527109508712562,Reprocessed
Splat_386,3.6097504349901266,2.502680195590291,1.4423538578163073,0.07461055710352704,16897,1.0,0.19542878877685207,Reprocessed
DLIT_139,3.1313866441024896,2.212746363993108,1.4151584180898207,0.0785202438544863,16897,1.0,0.20450752777919878,Reprocessed
Mmb_333,3.0793627634687386,2.187566074223764,1.4076661728087092,0.07962417209052175,16897,1.0,0.20551514352585842,Reprocessed
Thex_448,1.6676355026333323,1.1901687262029514,1.4011757038463484,0.08058995448788031,16897,1.0,0.20551514352585842,Reprocessed
CGE_276,4.333531734589279,3.0946757338957327,1.4003185170984012,0.08071816264423237,16897,1.0,0.20551514352585842,Reprocessed
Splat_378,4.854855493389429,3.476775724963624,1.3963671739108863,0.08131115142918832,16897,1.0,0.20551514352585842,Reprocessed
DLIT_146,4.802840414042947,3.449004384725496,1.3925295181743302,0.08189021920474016,16897,1.0,0.20551514352585842,Reprocessed
CA4_194,3.509928714604794,2.5213147158169913,1.3921025775108198,0.08195483235558787,16897,1.0,0.20551514352585842,Reprocessed
Splat_417,3.9198541934804245,2.816753803965921,1.391621159066641,0.08202773624459425,16897,1.0,0.20551514352585842,Reprocessed
COP_42,4.3667912661913615,3.2117343896904424,1.3596364880634626,0.08698156674274138,16897,1.0,0.21674866091029069,Reprocessed
Splat_375,3.87197374924066,2.900698202422509,1.334841985976684,0.09097302936121254,16897,1.0,0.22438522480459674,Reprocessed
Mmb_323,3.7821906682052604,2.837595588654907,1.332885730203054,0.09129364152689601,16897,1.0,0.22438522480459674,Reprocessed
Mmb_327,5.042542053530896,3.7868557553699875,1.3315907389343442,0.09150633896586591,16897,1.0,0.22438522480459674,Reprocessed
MSN_216,6.910113154891785,5.20230174772041,1.3282799595236316,0.09205179153880583,16897,1.0,0.22452844391211368,Reprocessed
Splat_391,3.560542224128424,2.9270619603036905,1.2164218839286232,0.1119206241892271,16897,1.0,0.27155477763807206,Reprocessed
DLNP_89,5.721457318185902,4.718401425191716,1.2125838398655175,0.11265296431195693,16897,1.0,0.2719006101979693,Reprocessed
Midi_442,2.1179179465884617,1.7843238818015572,1.1869582468683255,0.11763039111782636,16897,1.0,0.28105905907285444,Reprocessed
ULIT_127,1.615147453645558,1.3610449336444326,1.186696642939423,0.11768199445193406,16897,1.0,0.28105905907285444,Reprocessed
DLIT_137,4.0745074308769675,3.443335396683928,1.1833025138361146,0.11835296481172863,16897,1.0,0.28105905907285444,Reprocessed
CBI_305,2.477107745864292,2.0981502366649507,1.1806150496647472,0.11888615297007943,16897,1.0,0.28105905907285444,Reprocessed
Thex_457,2.561244456255191,2.1988942541039793,1.164787461459289,0.1220607422320158,16897,1.0,0.28709184780081265,Reprocessed
DLNP_91,3.368842833824058,2.981472991172053,1.129925658826688,0.1292617975542497,16897,1.0,0.30248572930207673,Reprocessed
CA4_193,3.6979327471692516,3.3139069469635745,1.1158830970065552,0.1322440257752463,16897,1.0,0.30790149435549774,Reprocessed
Amex_155,6.074680544862563,5.550104918562786,1.0945163441046475,0.13687209472720907,16897,1.0,0.31475815702209003,Reprocessed
Thex_451,2.9607376872121858,2.7141274520033645,1.0908617003327505,0.13767465084932162,16897,1.0,0.31475815702209003,Reprocessed
Misc_170,4.165306522127836,3.827711509899824,1.0881976113808136,0.1382617022767072,16897,1.0,0.31475815702209003,Reprocessed
DLNP_85,4.0723063699920115,3.745714188694535,1.0871908973416098,0.13848398272272333,16897,1.0,0.31475815702209003,Reprocessed
DLNP_83,2.2457222331824314,2.0666414019755814,1.086653074420971,0.13860283270170126,16897,1.0,0.31475815702209003,Reprocessed
CA13_119,3.8240906191147555,3.539713619453563,1.0803389850801242,0.1400033397112862,16897,1.0,0.3163800961122693,Reprocessed
COP_43,2.7590512356727523,2.563949568936114,1.0760941904241876,0.14095025117718885,16897,1.0,0.3169661745984588,Reprocessed
DLIT_144,3.963763173256755,3.705568322406457,1.0696775307822746,0.1423898840142973,16897,1.0,0.3186492064591799,Reprocessed
Splat_400,1.4098064349750832,1.3383953052858324,1.053355783158549,0.14609651411918712,16897,1.0,0.3253647005263056,Reprocessed
Splat_388,2.400007646897208,2.288368148851707,1.0487856370931927,0.1471458972197769,16897,1.0,0.326126243357294,Reprocessed
CBI_301,2.14722624837704,2.119994966197198,1.0128449749240156,0.15557436085688958,16897,1.0,0.3431568438039526,Reprocessed
Mmb_330,2.917843542663984,2.971006352205206,0.9821061272717366,0.1630308164954123,16897,1.0,0.3578914590685003,Reprocessed
