gene,specificity,gwas_zstat,gwas_p,contribution,is_scz_gwas
GPR25,0.81625205,2.9627,0.0015247,2.418309948535,False
KRTAP11-1,0.36365664,2.2735,0.011498,0.8267733710399999,False
ABHD16B,0.374515,1.7025,0.044334,0.6376117874999999,False
LYPD2,0.6107775,0.86319,0.19402,0.527217030225,False
IL31,0.13908462,3.4745,0.00025588,0.48324951218999995,False
C11orf94,0.07217193,3.9811,3.4298e-05,0.287323670523,False
TGM5,0.050741866,4.8131,7.4303e-07,0.2442256752446,False
FAM83C,0.11632966,1.9205,0.027395,0.22341111203000003,False
TAS2R40,0.08836687,2.1134,0.017283,0.186754543058,False
WFDC9,0.068363786,2.4722,0.0067136,0.1690089517492,False
KRTAP7-1,0.109430835,1.5333,0.062597,0.16779029930550002,False
EYS,0.031918354,5.2061,9.6434e-08,0.1661701427594,False
C16orf92,0.023769662,6.9554,1.7577e-12,0.1653275070748,True
KCNS3,0.032961465,4.8609,5.8441e-07,0.16022238521850002,False
WNT16,0.09998602,1.5596,0.059427,0.155938196792,False
PDF,0.03965412,3.7904,7.5208e-05,0.150304976448,False
HS3ST6,0.05893559,2.5455,0.005456,0.150020544345,False
TM6SF2,0.021457078,6.7792,6.0442e-12,0.1454618231776,False
CCNB2,0.031560764,4.3657,6.3355e-06,0.1377848273948,False
LIPF,0.10039372,1.3664,0.085901,0.13717797900800002,False
TRPC4,0.023450121,5.8463,2.5131e-09,0.1370964424023,False
PLCH2,0.022542298,5.8941,1.8842e-09,0.1328665586418,True
CYP19A1,0.034907423,3.7771,7.9343e-05,0.1318488274133,False
ECM1,0.034793805,3.7846,7.6984e-05,0.13168063440299999,False
GFI1,0.031306658,4.1341,1.7819e-05,0.1294248548378,False
CFHR5,0.07388358,1.7374,0.041158,0.128365331892,False
GPR182,0.097626604,1.2938,0.097876,0.1263093002552,False
HOXB7,0.19079527,0.65328,0.25679,0.12464273398559998,False
SPERT,0.077042885,1.5616,0.059195,0.12031016921600002,False
STRA8,0.063672885,1.8779,0.030194,0.11957131074149999,False
TMPRSS11E,0.077023625,1.5286,0.063178,0.117738313175,False
DKK1,0.02942822,3.9603,3.7428e-05,0.11654457966600001,True
MLN,0.022481896,5.1454,1.3347e-07,0.11567834767840002,False
OPRD1,0.025894273,4.3441,6.9933e-06,0.1124873113393,False
GPC5,0.023939852,4.6647,1.5451e-06,0.1116722276244,False
PCDHA3,0.0201105,5.5012,1.8863e-08,0.1106318826,True
ZPBP2,0.07886192,1.3985,0.080975,0.11028839512000001,False
GLDC,0.035218116,3.0862,0.0010136,0.1086901495992,False
RPEL1,0.024903072,4.3343,7.3104e-06,0.1079373849696,True
CHRNB4,0.017292958,6.1094,5e-10,0.1056495976052,True
EPPIN,0.037985098,2.7721,0.002785,0.10529849016580001,False
CYP17A1,0.01481188,7.0952,6.4587e-13,0.105093250976,False
ERBB4,0.015324128,6.8222,4.482e-12,0.10454426604159998,True
DPEP1,0.018480238,5.4849,2.0683e-08,0.10136225740619999,False
SULF1,0.0557353,1.815,0.034763,0.1011595695,False
SLCO6A1,0.018026035,5.6097,1.0133e-08,0.1011206485395,True
C8orf87,0.031188166,3.2161,0.00064973,0.1003042606726,False
UGT2A1,0.24797294,0.39834,0.34519,0.0987775409196,False
SPATA25,0.037775155,2.6138,0.004477,0.09873670013899999,False
CDT1,0.031510495,3.0888,0.0010047,0.097329616956,False
