supertype,beta,se,t_stat,p_value,n_genes,p_bonferroni,p_fdr,source
Misc_404,24.931144623304096,5.13024940074221,4.859635989567529,5.934586172484657e-07,16363,0.0002735844225515427,1.052247779044395e-05,Conti
DLNP_93,27.32424140086624,5.688201806046371,4.803669478080308,7.858228326940164e-07,16363,0.00036226432587194157,1.3417197254516354e-05,Conti
DLIT_149,24.09833293962948,5.055863187890349,4.766413180908272,9.457367274867678e-07,16363,0.0004359846313714,1.530841386244746e-05,Conti
MGE_249,27.211061229004294,5.713296782163364,4.762759973183243,9.630021735596017e-07,16363,0.0004439440020109764,1.530841386244746e-05,Conti
LLC_271,25.973887815093818,5.479801586829173,4.739932167895028,1.0779468240240675e-06,16363,0.0004969334858750951,1.656444952916984e-05,Conti
LLC_270,22.53021103845019,4.817096580315863,4.677135005039251,1.4661842244745316e-06,16363,0.000675910927482759,2.1803578305895455e-05,Conti
CGE_286,23.392504944484305,5.084191808085106,4.601027228611736,2.1178420369638573e-06,16363,0.0009763251790403382,3.036979096907958e-05,Conti
ULIT_130,31.098649437299837,6.767094705395021,4.595568821063883,2.1739763600425732e-06,16363,0.0010022031019796263,3.036979096907958e-05,Conti
ULIT_125,28.222029123648994,6.274475442980242,4.497910523376618,3.4548382402688205e-06,16363,0.0015926804287639262,4.614874413615728e-05,Conti
CGE_293,16.043797331498865,3.5693182460525796,4.49491926062973,3.5037007478644355e-06,16363,0.0016152060447655048,4.614874413615728e-05,Conti
EMSN_231,19.04336952956928,4.291462594208024,4.437500994479406,4.580194471248689e-06,16363,0.0021114696512456455,5.8651934756823484e-05,Conti
LLC_274,22.744101328616793,5.146239349449309,4.419557619497547,4.9769678824862496e-06,16363,0.002294382193826161,6.201032956286922e-05,Conti
MGE_257,25.459305117929006,5.81319848364256,4.379569214704701,5.982645938096276e-06,16363,0.0027579997774623832,7.257894151216797e-05,Conti
Misc_177,18.69696517344012,4.303961406450345,4.344129374724176,7.033560885272294e-06,16363,0.0032424715681105276,8.314029661821866e-05,Conti
DLIT_140,22.566654003294307,5.305654241239431,4.253321640880731,1.0589642264857702e-05,16363,0.0048818250840994,0.00012084820720758573,Conti
Splat_423,28.474396094995402,6.6998631026963595,4.2499967026991765,1.0747888276596562e-05,16363,0.004954776495511015,0.00012084820720758573,Conti
CGE_284,18.821498188667352,4.434636499522562,4.244203147359134,1.1029017841446276e-05,16363,0.005084377224906733,0.00012105660059301745,Conti
MGE_252,16.783181633104657,3.9682137086875477,4.229404680590036,1.177922809736387e-05,16363,0.005430224152884744,0.0001262842826252266,Conti
MSN_217,28.472819895046054,6.777555108104862,4.201045869918071,1.3354639599061358e-05,16363,0.006156488855167286,0.00013992020125380196,Conti
Splat_238,19.776087713083232,5.029590936685015,3.93194754047286,4.230386698789168e-05,16363,0.019502082681418065,0.00042449382876538885,Conti
EMSN_224,24.712861652699473,6.285630785069795,3.9316438552833426,4.235730178570041e-05,16363,0.019526716123207888,0.00042449382876538885,Conti
Splat_355,26.913212924001165,6.896120191235414,3.9026600722833056,4.7761232246479324e-05,16363,0.022017928065626968,0.00046846655458780787,Conti
Splat_428,19.201735619064177,4.9289621164508155,3.8956955167045835,4.915350314904643e-05,16363,0.022659764951710404,0.00047207843649396675,Conti
MGE_243,16.58707756835211,4.28229378451546,3.8734095330708223,5.387059801864602e-05,16363,0.024834345686595816,0.0005068233813590983,Conti
EMSN_426,30.122919439492,7.8553273961578345,3.834712153974079,6.30913791426213e-05,16363,0.029085125784748422,0.0005817025156949684,Conti
ULIT_131,21.73916308105747,5.700157636136589,3.813782787907543,6.867919607922435e-05,16363,0.031661109392522424,0.0006208060665200475,Conti
CGE_292,17.880535837762423,4.741209396122535,3.7713027086265196,8.1484652470043e-05,16363,0.03756442478868982,0.0007223927843978812,Conti
MGE_241,12.818875060158314,3.4571579679540823,3.7079228600434533,0.00010482828217106555,16363,0.048325838080861216,0.0009118082656766267,Conti
LLC_275,16.034147273911195,4.332926803532186,3.7005349965386483,0.00010792539250714661,16363,0.04975360594579459,0.0009213630730702701,Conti
MGE_256,15.273260898656183,4.154699783091696,3.676140683091829,0.00011877313142427681,16363,0.05475441358659161,0.0009955347924834837,Conti
EMSN_233,16.784028040787344,4.603745198181957,3.6457334883380264,0.00013372837268565974,16363,0.06164877980808914,0.001084839672628267,Conti
MSN_220,21.684044817820073,5.949059121031451,3.6449536601781967,0.00013413418945729116,16363,0.06183586133981123,0.001084839672628267,Conti
CBI_306,8.765142048030649,2.430166773185719,3.606806802209865,0.00015545566712849013,16363,0.07166506254623395,0.0012356045266592058,Conti
Splat_390,19.725528006994626,5.5702985228333874,3.5411976442801203,0.00019971119324013742,16363,0.09206686008370335,0.0015604552556559889,Conti
Splat_421,11.202259613547028,3.1830949081012347,3.519298021883158,0.0002169328283025962,16363,0.10000603384749684,0.001666767230791614,Conti
EMSN_225,14.152957656314362,4.094030735921419,3.456973962636614,0.0002738328787690314,16363,0.12623695711252347,0.0020694583133200567,Conti
CGE_296,12.297903204796627,3.56947988189145,3.4452927630117443,0.00028593627829032187,16363,0.13181662429183838,0.002126074585352232,Conti
DLCT6b_108,23.339094047331628,6.797095233556744,3.433686485972462,0.000298453935031584,16363,0.13758726404956023,0.002183924826183496,Conti
Splat_367,19.33605552893102,5.713421377694294,3.3843216263412153,0.00035760950240748546,16363,0.1648579806098508,0.0025759059470289187,Conti
MSN_206,12.173432133266923,3.6032534846436377,3.3784556610151664,0.0003653211862780781,16363,0.168413066874194,0.0025909702596029847,Conti
CGE_291,16.835621725252363,5.019780431212344,3.3538562006757604,0.00039937351193142234,16363,0.1841111890003857,0.0027895634697028136,Conti
EMSN_234,21.94381509127304,6.6280078197568,3.310770851214569,0.00046620354262805197,16363,0.21491983315153196,0.0032077587037542083,Conti
MGE_253,12.441493844226471,3.805444689031281,3.269392899097318,0.0005400058067603908,16363,0.24894267691654015,0.003660921719360885,Conti
ULIT_129,18.45352783873456,5.666173800226123,3.256788176528952,0.0005645497100789099,16363,0.26025741634637745,0.003771846613715615,Conti
