gene,specificity,gwas_zstat,gwas_p,contribution,is_scz_gwas
KRTAP9-6,0.50601816,1.2567,0.10443,0.6359130216719999,False
ZNF705B,0.59190917,0.88204,0.18888,0.5220875643068,False
SEBOX,0.2734337,1.2421,0.10711,0.33963199877,False
OR6C6,0.5073827,0.59919,0.27452,0.304018640013,False
EYS,0.04997241,5.2061,9.6434e-08,0.260161363701,False
LHX8,0.088477746,2.6191,0.0044075,0.2317320645486,False
F2,0.03207913,6.9543,1.772e-12,0.22308789375899998,False
SPINT3,0.071985744,2.7673,0.0028265,0.19920614937120001,False
KCNS3,0.038662862,4.8609,5.8441e-07,0.1879363058958,False
OVOL1,0.045803595,3.9791,3.4584e-05,0.1822570848645,False
OR2A5,0.06857147,2.4661,0.0068294,0.16910410216699998,False
PRAMEF20,0.08319235,1.9694,0.024456,0.16383901409,False
TSSK6,0.024225002,6.5712,2.4949e-11,0.1591873331424,False
TGM7,0.030885268,5.1398,1.3754e-07,0.1587441004664,False
TMIGD1,0.048608802,3.1951,0.00069901,0.1553099832702,False
NOS1,0.03326651,4.6558,1.6139e-06,0.154882217258,False
MC5R,0.0827392,1.7718,0.038212,0.14659731456,False
C14orf177,0.074904256,1.9225,0.027275,0.14400343216,False
INHBE,0.03928963,3.6158,0.00014973,0.142063444154,False
TRPC4,0.024056155,5.8463,2.5131e-09,0.1406394989765,False
NR0B2,0.06680598,2.0893,0.018338,0.139577734014,False
WFDC8,0.05301072,2.6018,0.0046365,0.13792329129599998,False
OPRD1,0.03157677,4.3441,6.9933e-06,0.13717264655699998,False
CYP17A1,0.019074485,7.0952,6.4587e-13,0.13533728597199998,False
KCNJ11,0.028517019,4.639,1.7502e-06,0.13229045114100002,False
NGF,0.0249441,5.2015,9.8853e-08,0.12974673615,False
KRT6A,0.24343374,0.53131,0.2976,0.1293387803994,False
LRRC71,0.053354472,2.3542,0.0092809,0.1256070979824,False
HAPLN4,0.01854016,6.6596,1.373e-11,0.123470049536,False
COX8C,0.073620796,1.668,0.047662,0.12279948772799999,False
POTEI,0.047426056,2.5743,0.0050217,0.1220888959608,False
CXCR5,0.03424018,3.559,0.0001861,0.12186080062000001,False
PLCH2,0.020395359,5.8941,1.8842e-09,0.1202122854819,True
CHRNB4,0.019647503,6.1094,5e-10,0.1200344548282,True
SPATA19,0.027697753,4.2082,1.2871e-05,0.11655768417459998,False
NUDT1,0.016177079,6.7787,6.0637e-12,0.1096595654173,False
TM6SF2,0.01616345,6.7792,6.0442e-12,0.10957526024,False
BANF2,0.04681308,2.3268,0.0099882,0.108924674544,False
SERPINC1,0.023572411,4.3951,5.5371e-06,0.10360310358610002,False
PLCL1,0.014015217,7.3519,9.7691e-14,0.1030384738623,False
HTR3D,0.056104854,1.8158,0.0347,0.1018751938932,False
ERBB4,0.014477763,6.8222,4.482e-12,0.09877019473859999,True
ZNF804A,0.021153618,4.608,2.0332e-06,0.09747587174399999,True
ACTC1,0.023335356,4.1629,1.5712e-05,0.0971427534924,False
NMU,0.057204947,1.6958,0.044963,0.0970081491226,False
LMX1B,0.037199408,2.6075,0.0045596,0.09699745636000001,False
DEFB135,0.036300436,2.6644,0.0038566,0.0967188816784,False
OASL,0.02705564,3.5107,0.00022348,0.09498423534799999,False
OR4K2,0.20408307,0.45833,0.32336,0.0935373934731,False
STATH,0.20565295,0.45356,0.32507,0.093275952002,False
HOXD3,0.04707716,1.966,0.024648,0.09255369656,False
TCF23,0.03958534,2.3073,0.01052,0.091335254982,False
NXPH1,0.022139788,4.1152,1.9341e-05,0.0911096555776,False
SMCO3,0.07060656,1.2848,0.099438,0.090715308288,False
GLDC,0.029305164,3.0862,0.0010136,0.0904415971368,False
SERINC4,0.019266551,4.6648,1.5444e-06,0.0898746071048,False
EPPIN,0.032349486,2.7721,0.002785,0.08967601014059999,False
SULF1,0.049354594,1.815,0.034763,0.08957858811,False
PDCL2,0.0551946,1.6183,0.052796,0.08932142118000001,False
PRSS22,0.05868986,1.4985,0.067003,0.08794675521,False
URAD,0.05322158,1.6422,0.050276,0.087400478676,False
ASPDH,0.02022897,4.3082,8.2278e-06,0.087150448554,False
SPATS2L,0.012435972,6.9331,2.058e-12,0.0862198374732,False
AS3MT,0.014100634,6.1094,5e-10,0.08614641335960001,False
SPHK1,0.026739543,3.2173,0.00064693,0.0860291316939,False
EPN3,0.032500982,2.6071,0.0045658,0.0847333101722,False
DKK1,0.021259002,3.9603,3.7428e-05,0.0841920256206,True
TLR9,0.01641328,5.0642,2.0504e-07,0.08312013257599998,False
BCL11B,0.012694169,6.5211,3.489e-11,0.08277994546589999,True
C1orf189,0.031395324,2.6302,0.0042665,0.0825759811848,False
ZNF536,0.0161618,5.0807,1.8799e-07,0.08211325726,True
TM4SF20,0.021898817,3.7001,0.00010776,0.0810278127817,False
PCDHAC2,0.01488353,5.4012,3.3091e-08,0.08038892223600001,True
IL17B,0.040409245,1.9889,0.023358,0.0803699473805,False
ACTR5,0.010049354,7.9681,8.0552e-16,0.0800742576074,True
SUGP1,0.011564161,6.9237,2.2001e-12,0.0800667815157,True
FSCN2,0.023635218,3.3837,0.00035761,0.0799744871466,False
SLC32A1,0.013780226,5.7089,5.6871e-09,0.07866993221139999,False
CDH13,0.017385982,4.4073,5.2327e-06,0.0766252384686,False
CDT1,0.024678925,3.0888,0.0010047,0.07622826354000001,False
HNF1A,0.01963924,3.8778,5.27e-05,0.076157044872,False
LRRC38,0.063836925,1.1778,0.11944,0.075187130265,False
GABRR3,0.038398508,1.925,0.027114,0.0739171279,False
HCN1,0.010382284,6.9862,1.4126e-12,0.07253271248080001,True
TMPRSS11E,0.04734007,1.5286,0.063178,0.07236403100199999,False
HIRIP3,0.00966397,7.4121,6.2172e-14,0.07163031203699999,True
MYO5B,0.047691204,1.5017,0.066583,0.0716178810468,False
SLC22A7,0.0154165095,4.6061,2.0513e-06,0.07100998440794999,False
RBMS3,0.012678281,5.5807,1.1975e-08,0.0707536827767,True
FURIN,0.009096133,7.7496,4.6074e-15,0.0704913922968,True
KCNAB3,0.024425276,2.883,0.0019696,0.07041807070799999,False
H3F3C,0.117330424,0.59725,0.27517,0.07007559573399999,False
MAP1A,0.012436846,5.6251,9.2723e-09,0.0699585024346,True
HSPD1,0.009684341,7.2149,2.6978e-13,0.06987155188090001,True
MYO16,0.022607276,3.0659,0.0010851,0.0693116474884,False
LETM2,0.013339828,5.178,1.1211e-07,0.069073629384,True
TBX10,0.048993405,1.3965,0.081281,0.0684192900825,False
SEMA6D,0.014640231,4.6726,1.4869e-06,0.06840794337060001,False
TCF4,0.00806008,8.4365,1.6346e-17,0.06799886492000001,True
WFDC13,0.04432588,1.5296,0.063063,0.067800866048,False
FAM187B,0.042420276,1.5971,0.055122,0.0677494227996,False
CRYBA1,0.020335045,3.3314,0.00043201,0.067744168913,False
BCL11A,0.015668204,4.3197,7.8133e-06,0.06768194081880001,False
WFDC9,0.02724949,2.4722,0.0067136,0.067366189178,False
EPO,0.016250134,4.1379,1.7523e-05,0.0672414294786,False
CPLX1,0.01913278,3.4972,0.00023508,0.066911158216,True
C1orf116,0.018607916,3.5721,0.00017704,0.06646933674359999,False
NDUFA13,0.0091175595,7.2838,1.6231e-13,0.06641047988610001,False
TENM3,0.01584118,4.1906,1.3909e-05,0.066384048908,False
C12orf65,0.009488369,6.9748,1.5319e-12,0.06617947610120001,False
ZNF385D,0.014932777,4.4203,4.9276e-06,0.0660073541731,False
SOX5,0.013133562,5.0115,2.7006e-07,0.065818845963,False
CNTN4,0.011509728,5.7036,5.8647e-09,0.0656468846208,True
ZMAT4,0.014658955,4.4636,4.0298e-06,0.065431711538,False
LACC1,0.014397092,4.5354,2.8747e-06,0.0652965710568,False
MAP7D1,0.013306235,4.8855,5.1591e-07,0.0650076110925,True
MMP16,0.012126634,5.3521,4.3474e-08,0.0649029578314,True
YPEL4,0.011792163,5.4818,2.1047e-08,0.0646422791334,False
TBX6,0.010582715,6.0925,5.559e-10,0.0644751911375,False
CCNB2,0.014747431,4.3657,6.3355e-06,0.0643828595167,False
ABCB9,0.011354557,5.6684,7.2082e-09,0.0643621708988,False
C17orf98,0.02473986,2.5923,0.0047662,0.06413313907799999,False
MPHOSPH9,0.008587935,7.4431,4.9188e-14,0.0639208589985,True
RBFOX1,0.009937335,6.4192,6.8502e-11,0.06378974083200001,False
NDUFA6,0.009396056,6.7787,6.0612e-12,0.06369304480719999,False
GCOM1,0.018636651,3.4059,0.00032976,0.0634745696409,False
CACNA1C,0.007540525,8.3922,2.3851e-17,0.063281593905,True
MYZAP,0.017647997,3.5572,0.0001874,0.06277745492839999,False
GPR75,0.01427935,4.3933,5.5834e-06,0.062733468355,False
CMTM8,0.02122191,2.9543,0.0015667,0.062695888713,False
SPOCK3,0.012613812,4.9685,3.3729e-07,0.062671724922,True
KIRREL3,0.015728058,3.9791,3.4584e-05,0.0625835155878,False
YPEL3,0.009812615,6.3671,9.6289e-11,0.0624779009665,False
PLEKHO1,0.011301265,5.5123,1.7712e-08,0.0622959630595,True
MAU2,0.008708235,7.1487,4.3804e-13,0.0622525595445,True
CDHR4,0.023044972,2.6962,0.0035067,0.0621338535064,False
BTBD18,0.0102215195,6.0238,8.5197e-10,0.061572389164099996,True
OTOP3,0.03496509,1.7543,0.039689,0.061339257386999996,False
CDC20,0.012589065,4.8423,6.4167e-07,0.0609600294495,False
CACNA1I,0.008029059,7.5912,1.5844e-14,0.0609501926808,True
SEZ6L2,0.010603239,5.7341,4.902e-09,0.0608000327499,True
NWD2,0.021122374,2.8621,0.0021043,0.060454346625399995,False
CNNM2,0.009081492,6.6393,1.5761e-11,0.06029474983560001,True
IFT81,0.009703257,6.2134,2.5921e-10,0.0602902170438,True
NHLRC4,0.030888038,1.9512,0.025515,0.0602687397456,False
MOB4,0.007862974,7.6424,1.0658e-14,0.0600919924976,True
GFRA4,0.020397851,2.9449,0.0016155,0.06006963140990001,False
SLC16A10,0.0131390635,4.5654,2.493e-06,0.0599850805029,False
SGCZ,0.015740298,3.8106,6.9322e-05,0.0599799795588,False
PACSIN3,0.01319806,4.5427,2.7768e-06,0.059954827162,False
PLCD3,0.018380644,3.2572,0.0005626,0.05986943363680001,False
OR1M1,0.037370775,1.5913,0.055775,0.0594681142575,False
C10orf82,0.021059979,2.8221,0.0023857,0.059433366735899995,False
OGFOD2,0.00968506,6.1308,4.3712e-10,0.059377165848,False
VPREB3,0.040904675,1.4458,0.074122,0.059139979115,False
GPR84,0.023654686,2.4968,0.0062667,0.0590610200048,False
PPP1R13B,0.008316758,7.0888,6.7635e-13,0.0589558341104,True
DNAJC19,0.008515513,6.9156,2.3301e-12,0.05888988170280001,True
HTR7,0.031815793,1.8508,0.032097,0.0588846696844,False
BOLA2B,0.014273733,4.118,1.9108e-05,0.05877923249400001,False
ASPHD1,0.010361861,5.6699,7.1456e-09,0.0587507156839,True
KCNJ13,0.00983285,5.9732,1.1633e-09,0.058733579620000004,False
MCHR1,0.014511693,4.0288,2.8033e-05,0.05846470875840001,False
HSBP1L1,0.013212115,4.4145,5.0621e-06,0.0583248816675,False
TSNARE1,0.008460437,6.8912,2.7657e-12,0.0583025634544,True
SDK1,0.010700171,5.4384,2.6888e-08,0.05819180996639999,False
HYPK,0.011032699,5.2736,6.6895e-08,0.0581820414464,False
ELF5,0.037828147,1.5335,0.062582,0.0580094634245,False
STAR,0.012960338,4.4652,3.9998e-06,0.05787050123760001,False
CD3G,0.028276443,2.045,0.020427,0.057825325935,False
SPCS1,0.007965048,7.2499,2.0861e-13,0.057745801495200005,True
FOXE3,0.051468972,1.1212,0.1311,0.0577070114064,False
ENOX1,0.011623837,4.962,3.4877e-07,0.05767747919399999,False
SDR42E1,0.058377583,0.98637,0.16198,0.057581896543709994,False
KCNK3,0.018682636,3.0781,0.0010415,0.0575070218716,False
WDR76,0.013356092,4.2991,8.574e-06,0.0574191751172,False
LRRC4,0.011658353,4.9211,4.3038e-07,0.0573719209483,False
PITPNM2,0.008269492,6.9347,2.0361e-12,0.0573464461724,True
HS6ST3,0.012134391,4.7094,1.2421e-06,0.05714570097539999,False
PTGIS,0.01025164,5.5613,1.3385e-08,0.057012445531999995,True
WDR73,0.009002704,6.329,1.2341e-10,0.056978113616,True
PCDHA9,0.010589734,5.3692,3.9546e-08,0.0568583997928,True
NEK4,0.008403146,6.7421,7.8031e-12,0.0566548506466,True
GLT8D1,0.0076528904,7.3905,7.3164e-14,0.0565586865012,True
FAM216A,0.010486624,5.3767,3.794e-08,0.0563834312608,False
HUNK,0.020678448,2.7266,0.0031991,0.0563818563168,False
HSPE1,0.008026355,7.0197,1.1116e-12,0.056342604193500005,True
OPCML,0.00995967,5.6385,8.5793e-09,0.056157599295,True
PROM1,0.028990867,1.9355,0.026466,0.0561118230785,False
SOX6,0.021641338,2.5885,0.0048201,0.056018603412999995,False
TMX2,0.009161757,6.1068,5.0822e-10,0.0559490176476,True
COQ10B,0.0077646356,7.1568,4.1295e-13,0.05556994406208,True
WBP2NL,0.0075760237,7.3101,1.3345e-13,0.05538149084937,True
YJEFN3,0.007855256,7.0115,1.1793e-12,0.055077127444,False
POSTN,0.019701242,2.7851,0.0026757,0.0548699290942,False
KCNRG,0.03192708,1.7165,0.043037,0.054802832819999994,False
CFHR1,0.027860647,1.9606,0.024962,0.05462358450819999,False
PEX10,0.009738096,5.6014,1.0632e-08,0.0545469709344,True
CRHBP,0.035995457,1.5142,0.064991,0.0545043209894,False
MTFP1,0.024347825,2.2372,0.012636,0.05447095409,False
KCTD13,0.0077372687,7.0317,1.0204e-12,0.05440615231779,True
SFMBT1,0.007079997,7.6704,8.5725e-15,0.0543064089888,False
PCCB,0.008793152,6.1627,3.5767e-10,0.054189557830400005,False
RAB3C,0.012368591,4.3695,6.226e-06,0.05404455837450001,False
XKR5,0.03496931,1.5454,0.061126,0.05404157167400001,False
CKAP5,0.008391742,6.4145,7.063e-11,0.05382882905900001,False
SFN,0.028570503,1.8808,0.029997,0.0537354020424,False
EPB41,0.014393771,3.729,9.6124e-05,0.053674372059,False
AMBRA1,0.0076173428,7.0365,9.8549e-13,0.0535994326122,True
SMDT1,0.0076828026,6.9623,1.6742e-12,0.05348997654198,False
FLT3,0.029322855,1.8233,0.034131,0.0534643615215,False
IRF3,0.008503206,6.2805,1.6871e-10,0.053404385283,True
ITIH4,0.008728614,6.1094,5e-10,0.053326594371600006,True
GSX2,0.011202103,4.7546,9.9424e-07,0.053261518923799996,False
DCST1,0.013816055,3.853,5.8351e-05,0.053233259915000004,False
ARL6IP4,0.00841929,6.3162,1.3401e-10,0.053177919498,False
NCR3LG1,0.013260602,4.0102,3.0335e-05,0.0531776661404,False
DLX2,0.011404631,4.6606,1.5763e-06,0.0531524232386,True
PHF7,0.012820042,4.1458,1.6934e-05,0.05314933012360001,False
CHRNA3,0.007422303,7.1477,4.4131e-13,0.0530523951531,True
CEMIP,0.016053554,3.301,0.00048173,0.052992781754000004,False
VPS9D1,0.010347891,5.0964,1.7304e-07,0.052736991692399995,False
TRANK1,0.010891971,4.8414,6.4448e-07,0.052732388399400004,True
NDST3,0.019495977,2.7043,0.003422,0.052722970601100004,False
SRPK2,0.007832943,6.7271,8.6554e-12,0.0526929908553,False
PRSS27,0.020297388,2.5948,0.0047325,0.052667662382400005,False
PCDHA4,0.0095168445,5.5322,1.5809e-08,0.052649087142899995,True
PRKG1,0.012207359,4.3122,8.0819e-06,0.052640573479799994,True
TMEM219,0.007078673,7.4057,6.5226e-14,0.0524225286361,True
ANP32E,0.011582983,4.5241,3.0322e-06,0.052402573390299995,True
MED19,0.008666638,6.0405,7.6838e-10,0.052350826839000004,False
INAFM2,0.010806534,4.8418,6.4321e-07,0.0523230763212,False
THOC7,0.008823267,5.9214,1.5962e-09,0.0522460932138,True
GAS8,0.010909403,4.7854,8.5313e-07,0.0522058571162,False
MAN2A2,0.006815358,7.65,1.0048e-14,0.0521374887,True
TMEM82,0.052151375,0.99767,0.15922,0.05202986229625,False
