gene,specificity,gwas_zstat,gwas_p,contribution,is_scz_gwas
HTR3A,0.48666763,2.8696,0.0020548,1.3965414310480002,False
TSPO2,0.78054243,1.6666,0.047801,1.300852013838,False
CHRM4,0.111978054,7.0128,1.1682e-12,0.7852796970912,True
RNF148,0.22941838,3.1646,0.00077647,0.7260174053480001,False
LENEP,0.5024895,1.4252,0.077045,0.7161480354,False
OR5AU1,0.21207441,2.6866,0.0036091,0.569759109906,False
DPEP3,0.14226642,3.775,8.0006e-05,0.5370557355,False
VWA5B1,0.21132617,2.2574,0.011992,0.477047696158,False
C1QL4,0.23206715,2.0211,0.021633,0.46903091686500004,False
P2RX3,0.111118875,3.0391,0.0011866,0.33770137301250003,False
TNFAIP8L3,0.09625066,3.1837,0.00072715,0.306433226242,False
RAB25,0.09678144,3.1084,0.00094063,0.300835428096,False
DRD2,0.0360859,7.6432,1.0593e-14,0.27581175088,True
POU4F1,0.2863349,0.92777,0.17676,0.265652930173,False
LGSN,0.060062375,4.2485,1.0762e-05,0.2551750001875,False
OR2V2,0.16568607,1.5071,0.065892,0.249705476097,False
AMHR2,0.07211271,3.3177,0.00045373,0.23924833796699999,True
OR2T1,0.114443295,1.8526,0.031972,0.212017648317,False
KRTAP2-3,0.3762931,0.5273,0.29899,0.19841935163,False
OR2A25,0.08138821,2.3956,0.0082977,0.194973595876,False
LRRC71,0.079580665,2.3542,0.0092809,0.187348801543,False
CDC20,0.036546085,4.8423,6.4167e-07,0.17696710739549998,False
ANKRD1,0.05209138,3.2852,0.00050953,0.17113060157600002,False
PROX2,0.04736805,3.52,0.00021575,0.16673553600000002,False
CHRNA6,0.08920265,1.85,0.032154,0.1650249025,False
APOF,0.09447249,1.6811,0.046368,0.15881770293900002,False
PCDHA7,0.02686346,5.5381,1.5286e-08,0.148772527826,True
KCNG1,0.030742288,4.7774,8.8775e-07,0.1468682066912,False
TRPV4,0.028440475,5.0668,2.0233e-07,0.14410219873,False
LMX1B,0.053419992,2.6075,0.0045596,0.13929262913999998,False
CALB2,0.033105686,4.1345,1.7786e-05,0.13687545876700002,False
CRYBA1,0.040848933,3.3314,0.00043201,0.13608413539619998,False
TSSK6,0.020133393,6.5712,2.4949e-11,0.1323005520816,False
CREB3L4,0.027294371,4.7718,9.1313e-07,0.1302432795378,False
ACSM2B,0.08439582,1.5189,0.064398,0.12818881099799997,False
PLEKHN1,0.10083332,1.2562,0.10452,0.126666816584,False
DPEP1,0.023072876,5.4849,2.0683e-08,0.1265524175724,False
ZAR1,0.032650687,3.8645,5.5656e-05,0.1261785799115,False
NT5DC2,0.017315,7.1536,4.2277e-13,0.123864584,False
C7orf57,0.040239632,3.0707,0.0010679,0.12356383798239999,False
PCDHA2,0.022175945,5.5175,1.7193e-08,0.1223557765375,True
VSIG2,0.0179875,6.7823,5.9144e-12,0.12199662125,True
CDC42BPG,0.03462294,3.3447,0.00041187,0.115803347418,False
FLRT1,0.020963952,5.5186,1.7087e-08,0.1156916655072,False
EPB42,0.030160593,3.8125,6.8782e-05,0.11498726081249999,False
