gene,specificity,gwas_zstat,gwas_p,contribution,is_scz_gwas
SCGN,0.41543055,4.3195,7.8176e-06,1.794452260725,False
SLC17A4,0.29667115,5.2361,8.1989e-08,1.553399808515,False
WFDC5,0.3518558,3.2139,0.00065484,1.13082935562,False
AADACL3,0.24096702,2.3533,0.0093031,0.567067688166,False
BHLHE22,0.13111469,3.9509,3.8927e-05,0.518021028721,False
CLLU1,0.17273584,2.7946,0.0025981,0.482727578464,False
FAM71E2,0.14928392,2.7381,0.0030898,0.40875430135199997,False
LGSN,0.07903718,4.2485,1.0762e-05,0.33578945923,False
SPATA19,0.07824786,4.2082,1.2871e-05,0.329282644452,False
OR2A25,0.11926549,2.3956,0.0082977,0.285712407844,False
DEFB136,0.11608828,2.2772,0.011386,0.264356231216,False
KLRG2,0.10075527,2.5908,0.0047879,0.26103675351600003,False
DEFB108B,0.21958815,1.1303,0.12917,0.24820048594500002,False
RIPK4,0.13631931,1.8082,0.035288,0.246492576342,False
F13B,0.10103112,2.3019,0.010671,0.232563535128,False
SIRPD,0.061310045,3.5981,0.00016028,0.2205996729145,False
C17orf77,0.10193593,2.1306,0.016562,0.21718469245799996,False
KCNG1,0.044736043,4.7774,8.8775e-07,0.21372197182820002,False
SP8,0.1308129,1.6131,0.053366,0.21101428899000002,False
CD79B,0.0964031,2.1765,0.014758,0.20982134715,False
SPHKAP,0.046958663,4.4073,5.2323e-06,0.2069609154399,False
NUTM2B,0.08886516,2.221,0.013175,0.19736952036,False
ASCL2,0.10965381,1.7748,0.037964,0.194613581988,False
NTF3,0.14432228,1.337,0.090605,0.19295888836,False
SLC17A8,0.055977855,3.4466,0.00028383,0.192933275043,False
GJD2,0.041110724,4.5078,3.2745e-06,0.18531892164719999,False
PPP1R14D,0.09128169,2.0298,0.021191,0.185283574362,False
FOXE3,0.16224413,1.1212,0.1311,0.18190811855599998,False
CDH23,0.06695045,2.6187,0.004413,0.175323143415,False
RIMBP3C,0.0991415,1.7533,0.039775,0.17382479195,False
SLC22A31,0.07802984,2.216,0.013347,0.17291412544,False
CDH15,0.05259346,3.285,0.00050994,0.17276951610000002,False
PRDM7,0.044339944,3.8364,6.2418e-05,0.17010576116159998,False
LMNTD2,0.081160106,2.0464,0.020358,0.1660860409184,False
DYNAP,0.46749145,0.3528,0.36212,0.16493098356,False
IL17F,0.10916,1.4974,0.067144,0.163456184,False
RAPSN,0.067232475,2.4116,0.0079404,0.16213783671,False
RELN,0.060991418,2.6471,0.0040589,0.1614503825878,False
LACC1,0.034914415,4.5354,2.8747e-06,0.15835083779099998,False
IL11,0.062234193,2.4223,0.0077112,0.1507498857039,False
