gene,spearman_rho_sag,pval_sag,pval_fdr_sag,spearman_rho_tau,pval_tau,pval_fdr_tau,combined_score,is_scz
GDPD1,0.8176470588235294,0.00010936308081986552,0.0331186159608047,-0.7970588235294117,0.0002180980699057476,0.013038803983682543,1.6147058823529412,False
NCOR2,0.8529411764705882,2.679074057724726e-05,0.021702509173113574,-0.7617647058823529,0.0006053428380705889,0.02134376929488715,1.6147058823529412,False
CPEB2-DT,0.8147058823529412,0.00012130950572235612,0.03418079925149135,-0.7999999999999999,0.00019857097280000065,0.012373644676227733,1.6147058823529412,False
RARA,0.7941176470588236,0.00023919092762563114,0.04212230232528981,-0.8176470588235294,0.00010936308081986552,0.009228364343245058,1.611764705882353,False
RIN2,0.7382352941176471,0.0010928508118481525,0.07226866297207282,-0.8705882352941177,1.1498934802741624e-05,0.003802040657277927,1.6088235294117648,False
KIRREL3-AS1,0.7000000000000001,0.002535094604431934,0.10229722349614939,-0.9088235294117648,1.1005852200187758e-06,0.0011503955769118837,1.6088235294117648,False
KLF3-AS1,0.7705882352941176,0.00047682239536332553,0.05440308477802055,-0.8352941176470589,5.637132062814421e-05,0.007191338198085657,1.6058823529411765,False
AC005908.3,0.7617647058823529,0.0006053428380705889,0.05855201188657102,-0.8441176470588234,3.930242737399882e-05,0.006122675741344633,1.6058823529411763,False
PTGFRN,0.7617647058823529,0.0006053428380705889,0.05855201188657102,-0.8441176470588234,3.930242737399882e-05,0.006122675741344633,1.6058823529411763,False
TXNIP,0.7205882352941175,0.0016381911638796128,0.08493169325310575,-0.8823529411764707,6.095619569194933e-06,0.0028216622985803345,1.6029411764705883,False
C8orf37,0.8264705882352942,7.923548582249701e-05,0.031310578623248424,-0.7764705882352941,0.0004043508405454708,0.017899153396441107,1.6029411764705883,False
S100A1,0.7058823529411764,0.0022459006010513297,0.09550382831478509,-0.8970588235294116,2.4923759658858707e-06,0.001835464964149997,1.6029411764705879,False
CD101,0.8470588235294119,3.468046484915084e-05,0.023909597925681588,-0.7529411764705882,0.0007610810731946066,0.023781398278423183,1.6,False
GP6,0.823529411764706,8.83913936384215e-05,0.03147413547325024,-0.7764705882352941,0.0004043508405454708,0.017899153396441107,1.6,False
BPTF,0.7382352941176471,0.0010928508118481525,0.07226866297207282,-0.8617647058823529,1.780518441981504e-05,0.004370768111782324,1.6,False
RAB30-DT,0.6764705882352942,0.004008252390209358,0.12310843810422165,-0.9235294117647058,3.3439000100406933e-07,0.0010327428471325168,1.6,False
