gene,specificity,gwas_zstat,gwas_p,contribution,is_scz_gwas
TFAP2B,0.8256062,3.7127,0.00010252,3.0652281387399998,False
BARX1,0.48172063,2.1572,0.015494,1.039167743036,False
SPPL2C,0.16985302,5.7104,5.634e-09,0.9699286854079999,False
CHRNA3,0.10023309,7.1477,4.4131e-13,0.716436057393,True
OR2K2,0.3079928,1.8245,0.034038,0.5619328636,False
MTRNR2L3,0.2426897,1.5709,0.058106,0.38124124973,False
RLN2,0.2555843,1.4661,0.071306,0.37471214223,False
CPA3,0.16575152,1.8815,0.029953,0.31186148488000004,False
POTEI,0.11870191,2.5743,0.0050217,0.30557432691299996,False
CLLU1,0.09296014,2.7946,0.0025981,0.259786407244,False
STAC,0.12499126,2.0732,0.019077,0.259131880232,False
TPH2,0.069481194,3.4988,0.00023368,0.2431008015672,True
MSR1,0.059978526,3.8014,7.1938e-05,0.2280023687364,False
NPY,0.19847418,1.1321,0.12879,0.224692619178,False
TRHR,0.17563474,1.171,0.1208,0.20566828054000003,False
RLN1,0.13947293,1.4686,0.070966,0.20482994499799997,False
CHRNB4,0.031280987,6.1094,5e-10,0.19110806197780003,True
GFRA4,0.062061027,2.9449,0.0016155,0.18276351841229999,False
C1orf116,0.05079917,3.5721,0.00017704,0.181459715157,False
HTR1B,0.2065463,0.82996,0.20328,0.171425167148,False
CRISP2,0.09364806,1.8093,0.035202,0.169437434958,False
TM6SF2,0.024651218,6.7792,6.0442e-12,0.1671155370656,False
CACNA1I,0.021246307,7.5912,1.5844e-14,0.16128496569839998,True
NPY2R,0.10490455,1.4567,0.072597,0.152814457985,False
KIF18A,0.05023679,2.9701,0.0014885,0.14920828997900001,False
GULP1,0.047963418,2.9986,0.0013559,0.14382310521480002,False
DRD3,0.11206685,1.2792,0.10042,0.14335591452,False
KLHL30,0.07672424,1.8579,0.031593,0.14254596549600002,False
PROX2,0.039469548,3.52,0.00021575,0.13893280896000001,False
TSPAN2,0.03369995,4.0789,2.262e-05,0.137458726055,False
POSTN,0.048181094,2.7851,0.0026757,0.1341891648994,False
MYO1A,0.054902557,2.4175,0.0078142,0.13272693154749998,False
NOS1,0.028448906,4.6558,1.6139e-06,0.1324524165548,False
WNT3,0.026291605,4.981,3.1635e-07,0.130958484505,False
CCDC63,0.03650206,3.5856,0.00016818,0.130881786336,False
CCL27,0.051063653,2.562,0.005204,0.130825078986,False
LHX1,0.054972887,2.3384,0.0096837,0.1285485989608,False
QPCT,0.023922887,5.3033,5.6851e-08,0.1268702466271,True
CLDN23,0.08039666,1.5309,0.062894,0.12307924679399998,False
DNAH10,0.02951022,4.1309,1.8065e-05,0.12190376779799998,True
AOX1,0.13464242,0.88488,0.18811,0.11914238460960001,False
BCL11B,0.018166851,6.5211,3.489e-11,0.1184678520561,True
LRRC72,0.037426412,3.1477,0.00082294,0.11780711705239999,False
OR5B3,0.3583237,0.32681,0.37191,0.117103768397,False
IGSF9B,0.013465374,8.6466,2.6536e-18,0.1164297028284,True
C2orf66,0.035356734,3.2857,0.0005086,0.1161716209038,False
KRT81,0.051794346,2.2229,0.013111,0.1151336517234,False
AMN,0.03026922,3.7556,8.6453e-05,0.113679082632,False
SHISA3,0.057912614,1.9508,0.025541,0.1129759273912,False
GALNT10,0.020953739,5.3116,5.4348e-08,0.1112978800724,True
KLF5,0.054236177,2.0293,0.021214,0.11006147398610001,False
CEMP1,0.10029199,1.0901,0.13782,0.10932829829900001,False
FURIN,0.014024265,7.7496,4.6074e-15,0.108682444044,True
MCOLN2,0.06714421,1.6108,0.053606,0.10815589346799999,False
NAT2,0.115745366,0.9278,0.17676,0.1073885505748,False
FUT5,0.08404176,1.2642,0.10307,0.106245592992,False
CRHBP,0.06776905,1.5142,0.064991,0.10261589551,False
KCNK7,0.02647028,3.8742,5.3494e-05,0.102551158776,False
PCDHA11,0.018996358,5.2593,7.2302e-08,0.0999075456294,True
C3orf84,0.026924206,3.6611,0.00012559,0.0985722105866,False
PENK,0.0663808,1.4823,0.069127,0.09839625984,False
CALB1,0.058529444,1.6213,0.052476,0.0948937875572,False
NMBR,0.043844167,2.159,0.015424,0.094659556553,False
MIP,0.037352167,2.5181,0.0058996,0.0940564917227,False
MMP13,0.12874573,0.72996,0.23271,0.09397923307080001,False
KDF1,0.055945866,1.6687,0.047587,0.0933568665942,False
C4orf17,0.1723428,0.53578,0.29606,0.092337825384,False
SAMD3,0.027225435,3.3582,0.00039219,0.091428455817,False
BEST2,0.07083404,1.2704,0.10197,0.089987564416,False
GPR45,0.04225959,2.1286,0.016644,0.089953763274,False
C4BPB,0.026108522,3.4273,0.00030481,0.0894817374506,False
EMB,0.018959431,4.7125,1.2233e-06,0.0893463185875,False
ZP2,0.08011822,1.1113,0.13322,0.089035377886,False
SH3RF2,0.06641499,1.3251,0.092569,0.08800650324899999,False
MAD1L1,0.010733102,8.1192,2.3461e-16,0.08714420175839999,True
TBX6,0.014242034,6.0925,5.559e-10,0.086769592145,False
EVPLL,0.113538414,0.75706,0.22451,0.08595539170284,False
MIXL1,0.038070988,2.2351,0.012705,0.0850924652788,False
NXPH2,0.033165324,2.5478,0.0054205,0.0844986124872,False
TMEM233,0.032489076,2.5601,0.0052316,0.08317528346759999,False
SEC14L4,0.04585728,1.8092,0.035211,0.08296499097599999,False
CCDC33,0.039823055,2.0802,0.018752,0.082839919011,False
NHLH1,0.019956032,4.1372,1.758e-05,0.0825620955904,False
TSPAN16,0.02138075,3.8559,5.7655e-05,0.082442033925,False
WFDC8,0.031642143,2.6018,0.0046365,0.08232652765739999,False
CDHR1,0.039015427,2.0925,0.018198,0.0816397809975,False
PCDHB1,0.022302786,3.6518,0.00013019,0.0814453139148,True
OR1M1,0.051175017,1.5913,0.055775,0.0814348045521,False
PCDHA9,0.015119719,5.3692,3.9546e-08,0.0811807952548,True
ADAM7,0.026132964,3.0896,0.0010022,0.0807404055744,False
GBP6,0.023463396,3.4257,0.0003066,0.08037855567720001,False
NXPH1,0.019473083,4.1152,1.9341e-05,0.0801356311616,False
DSG3,0.031210536,2.5538,0.0053275,0.07970546683679999,False
LEMD1,0.054044325,1.4689,0.070925,0.0793857089925,False
PCDHA5,0.014089017,5.6148,9.8367e-09,0.0791070126516,True
TCF4,0.009325859,8.4365,1.6346e-17,0.07867760945350001,True
PLA2G1B,0.03977221,1.9636,0.02479,0.07809671155600001,False
AKAP5,0.02668343,2.9189,0.0017565,0.077886263827,False
TPSB2,0.05561209,1.3885,0.082496,0.07721738696500001,False
NMB,0.012238522,6.3049,1.442e-10,0.0771626573578,True
C8orf87,0.023911662,3.2161,0.00064973,0.0769022961582,False
VGF,0.027086321,2.8332,0.0023045,0.0767409646572,False
TMTC1,0.019249845,3.9865,3.3526e-05,0.0767395070925,False
PLEK2,0.07660785,1.0008,0.15847,0.07666913628,False
CD101,0.029186357,2.6157,0.0044519,0.0763427540049,False
SPATS2L,0.010965138,6.9331,2.058e-12,0.0760223982678,False
DPYSL5,0.0155290635,4.8293,6.85e-07,0.07499450636055001,False
OR5B2,0.10975931,0.68168,0.24772,0.0748207264408,False
CACNA1C,0.0089108525,8.3922,2.3851e-17,0.0747816563505,True
CMTM8,0.025309127,2.9543,0.0015667,0.0747707538961,False
KCNJ5,0.062388837,1.1967,0.11572,0.0746607212379,False
PPM1M,0.014883496,5.0132,2.6771e-07,0.0746139421472,False
BCL11A,0.017222174,4.3197,7.8133e-06,0.0743946250278,False
ITIH4,0.012160723,6.1094,5e-10,0.0742947210962,True
ACTR5,0.009299603,7.9681,8.0552e-16,0.0741001666643,True
PCDH7,0.012783343,5.7828,3.6737e-09,0.0739235159004,True
C12orf65,0.010585328,6.9748,1.5319e-12,0.0738305457344,False
SMPD3,0.020454785,3.5913,0.0001645,0.0734592693705,False
CD300E,0.057047468,1.2762,0.10095,0.0728039786616,False
RBFOX1,0.011302824,6.4192,6.8502e-11,0.0725550878208,False
DKK1,0.018304758,3.9603,3.7428e-05,0.07249233310740001,True
PAX3,0.038570907,1.8778,0.030202,0.0724284491646,False
LHFPL3,0.021667957,3.3166,0.00045561,0.07186394618620001,True
HCN1,0.01026263,6.9862,1.4126e-12,0.07169678570600001,True
DEPDC1,0.02764128,2.5593,0.0052442,0.070742327904,False
SOX6,0.027152747,2.5885,0.0048201,0.0702848856095,False
RBMS3,0.012540174,5.5807,1.1975e-08,0.0699829490418,True
LRP8,0.025955396,2.6798,0.003683,0.0695552702008,False
DKK2,0.058466032,1.1831,0.11838,0.0691711624592,False
FAM83G,0.03142536,2.2005,0.013885,0.06915150467999999,False
PPTC7,0.012819133,5.3849,3.6246e-08,0.0690297492917,False
NAT16,0.02288461,3.0142,0.0012885,0.068978791462,False
CDK2AP1,0.011717456,5.8706,2.1705e-09,0.06878849719359999,True
SPCS1,0.009375759,7.2499,2.0861e-13,0.06797331517409999,True
TRPC4,0.011554048,5.8463,2.5131e-09,0.0675484308224,False
MKX,0.025408486,2.6437,0.0041,0.0671724144382,False
PSCA,0.018935112,3.5376,0.00020193,0.0669848522112,False
SIRPG,0.021104256,3.1649,0.00077567,0.06679285981439999,False
VTCN1,0.037439026,1.7765,0.037827,0.066510429689,False
SLC16A10,0.014356581,4.5654,2.493e-06,0.0655435348974,False
NEK4,0.009686049,6.7421,7.8031e-12,0.0653043109629,True
HIRIP3,0.008796163,7.4121,6.2172e-14,0.06519803977229999,True
MAP1A,0.011588351,5.6251,9.2723e-09,0.0651856332101,True
