gene,specificity,gwas_zstat,gwas_p,contribution,is_scz_gwas
KRTAP20-2,1.0,1.073,0.14164,1.073,False
KRTAP19-7,1.0,0.88352,0.18848,0.88352,False
KBTBD13,0.82674414,1.0466,0.14765,0.865270416924,False
CHRNA3,0.09502483,7.1477,4.4131e-13,0.6792089773910001,True
KRTAP19-5,0.3398059,1.2973,0.09726,0.44083019406999996,False
OSR2,0.19185187,1.6472,0.049763,0.316018400264,False
KRTAP7-1,0.19787788,1.5333,0.062597,0.303406153404,False
KRTAP8-1,0.31489316,0.96272,0.16784,0.3031539429952,False
OR2V1,0.156152,1.4572,0.072531,0.22754469440000002,False
C11orf94,0.056100138,3.9811,3.4298e-05,0.2233402593918,False
SPHKAP,0.04951882,4.4073,5.2323e-06,0.21824429538600001,False
BHLHA15,0.15872353,1.3236,0.092819,0.21008646430800001,False
GIMD1,0.12285783,1.5485,0.060748,0.190245349755,False
IFNA5,0.049386032,3.4975,0.00023485,0.17272764692,False
SHOX2,0.1121551,1.5387,0.061939,0.17257305236999998,False
FAM205A,0.059395075,2.8717,0.0020415,0.17056483687750001,False
RBP3,0.15640262,1.0875,0.13842,0.17008784924999998,False
TPH2,0.048536588,3.4988,0.00023368,0.1698198140944,True
CYP19A1,0.04254606,3.7771,7.9343e-05,0.160700723226,False
NOTO,0.04649107,3.1141,0.0009226,0.144777841087,False
KRTAP20-3,0.12092394,1.1701,0.12098,0.141493102194,False
QPCT,0.025709365,5.3033,5.6851e-08,0.1363444754045,True
MLN,0.025849048,5.1454,1.3347e-07,0.1330036915792,False
BOD1L2,0.0683291,1.9284,0.026903,0.13176583644,False
C16orf92,0.01763441,6.9554,1.7577e-12,0.122654375314,True
IGSF9B,0.0135597335,8.6466,2.6536e-18,0.11724559168109999,True
RNASE13,0.19788477,0.59236,0.2768,0.1172190223572,False
NGF,0.021570839,5.2015,9.8853e-08,0.11220071905850001,False
ESRP2,0.024441494,4.4407,4.4831e-06,0.1085373424058,False
SPATS2L,0.015577478,6.9331,2.058e-12,0.10800021272179999,False
CACNB2,0.012856878,8.3879,2.4747e-17,0.1078422069762,True
SPINT3,0.038591735,2.7673,0.0028265,0.1067949082655,False
ANKRD1,0.032067254,3.2852,0.00050953,0.10534734284080001,False
BMP3,0.07596991,1.3492,0.088635,0.102498602572,False
C8orf87,0.031326734,3.2161,0.00064973,0.1007499092174,False
TRHDE,0.032650854,3.0563,0.0011203,0.0997908050802,False
MAD1L1,0.012118446,8.1192,2.3461e-16,0.09839208676319999,True
F2,0.014044591,6.9543,1.772e-12,0.0976702991913,False
EPPIN,0.03509292,2.7721,0.002785,0.097281083532,False
RSPO3,0.043723453,2.184,0.014483,0.09549202135200001,False
OR13C8,0.4519299,0.20866,0.41736,0.094299692934,False
EPYC,0.093109645,1.0024,0.15807,0.093333108148,False
TLL2,0.041410834,2.2317,0.012816,0.0924165582378,False
PRDM7,0.024079287,3.8364,6.2418e-05,0.0923777766468,False
RGS5,0.028629823,3.1893,0.00071298,0.09130909449389998,False
TEDDM1,0.05067312,1.7968,0.036182,0.091049462016,False
CTSW,0.036778647,2.3993,0.0082126,0.0882430077471,False
OR10AD1,0.08401973,1.0429,0.1485,0.087624176417,False
PCDH7,0.015079594,5.7828,3.6737e-09,0.08720227618319999,True
PTPRT,0.020231355,4.2581,1.0311e-05,0.0861471327255,True
NXPH1,0.020908287,4.1152,1.9341e-05,0.0860417826624,False
LGALS7B,0.10865695,0.78456,0.21635,0.085247896692,False
PDF,0.022478154,3.7904,7.5208e-05,0.0852011949216,False
EYS,0.016357543,5.2061,9.6434e-08,0.0851590046123,False
PCDHA6,0.015160322,5.5498,1.4297e-08,0.0841367550356,True
CYP17A1,0.011762384,7.0952,6.4587e-13,0.08345646695680001,False
TSSK6,0.012677947,6.5712,2.4949e-11,0.08330932532640001,False
SLCO4C1,0.016580423,5.0217,2.5604e-07,0.08326191017910001,True
PTGIS,0.014570495,5.5613,1.3385e-08,0.0810308938435,True
TTC29,0.06470838,1.251,0.10547,0.08095018337999998,False
FLT3,0.044259988,1.8233,0.034131,0.0806992361204,False
MITF,0.02106473,3.7853,7.6751e-05,0.079736322469,False
OPRD1,0.018191464,4.3441,6.9933e-06,0.07902553876240001,False
HNF1A,0.02022916,3.8778,5.27e-05,0.078444636648,False
MOGAT3,0.04459224,1.7528,0.039816,0.07816127827199999,False
ACTR5,0.009804188,7.9681,8.0552e-16,0.0781207504028,True
CACNA1C,0.0092848195,8.3922,2.3851e-17,0.0779200622079,True
ZMAT4,0.017382046,4.4636,4.0298e-06,0.0775865005256,False
DRD2,0.009944446,7.6432,1.0593e-14,0.0760073896672,True
TSNARE1,0.011018252,6.8912,2.7657e-12,0.0759289781824,True
TCF4,0.008957702,8.4365,1.6346e-17,0.075571652923,True
PRKG2,0.04013829,1.8729,0.030539,0.075175003341,False
