cluster,conti_beta,conti_pvalue,conti_fdr,conti_sig,repro_beta,repro_pvalue,repro_fdr,repro_sig,both_sig
MGE_246,1.7808718662262704,0.1344866867783412,0.2966428832766282,False,2.430352233703097,0.074126771453898,0.1952710950871256,False,False
DLCT6b_106,4.877022983018727,0.1370261178213214,0.299853787219063,False,0.9831674095155468,0.3985652817599776,0.6586777063817266,False,False
CA4_191,2.4213339476365143,0.1372432735427815,0.299853787219063,False,-0.1081500578584416,0.5208837440857997,0.7977654685167896,False,False
DLIT_137,3.564473366304061,0.13819225019014,0.3005029591398799,False,4.0745074308769675,0.1183529648117286,0.2810590590728544,False,False
CA4_194,3.0752967586561453,0.1421579359231037,0.307675157091788,False,3.509928714604794,0.0819548323555878,0.2055151435258584,False,False
Splat_420,2.9990621254005365,0.142971626029516,0.307990278502836,False,6.1992188143601314,0.0666239453766739,0.1806684636390981,False,False
Midi_444,2.1353229090228307,0.1442809653069542,0.3093652325883995,False,1.6765011294327832,0.2176715963881361,0.4401166926970647,False,False
Mmb_324,3.426914632379347,0.1499391274631627,0.3185363504427063,False,6.265503596960164,0.0119525605155954,0.047914177371213,True,False
L5ET_115,2.2614537742188836,0.1500147486910594,0.3185363504427063,False,3.68838182743601,0.0337782896640502,0.1104382378377814,False,False
Splat_353,3.651653363736523,0.1512292457222274,0.3185363504427063,False,3.292324468805853,0.1646957410957007,0.3582411431784554,False,False
DLCT6b_84,5.323941522112624,0.1513220406658409,0.3185363504427063,False,-0.7252158426876472,0.5633081292409363,0.8323238704489476,False,False
DLCT6b_102,4.524590529048056,0.154272890283837,0.3228309728735388,False,-1.4027525445984292,0.7002181899539822,0.9237163355547248,False,False
CA4_193,3.8758511808095215,0.154762787429614,0.3228309728735388,False,3.697932747169251,0.1322440257752463,0.3079014943554977,False,False
CA13_188,1.951104979061726,0.1608268977442343,0.3303065325957797,False,0.5870007761436775,0.3634615685038957,0.6313616216403735,False,False
Splat_386,2.589034874226547,0.1609604473707843,0.3303065325957797,False,3.6097504349901266,0.074610557103527,0.195428788776852,False,False
DLIT_145,3.595209345349018,0.1610941539294526,0.3303065325957797,False,2.78840650246788,0.1715808921947951,0.3696205201018717,False,False
Amex_156,4.532145259135261,0.1612125159090031,0.3303065325957797,False,7.3602989127981395,0.04555687094193,0.1379481990389719,False,False
Midi_433,1.6352444973254368,0.1620970270767981,0.3306492454973627,False,0.2753062101273059,0.4204461067221607,0.6873250184358727,False,False
COP_38,1.859309591111463,0.1741680395065354,0.353706899614594,False,0.1189646204209889,0.4798250889678952,0.7601352783993117,False,False
Misc_116,2.538759345672443,0.1781167606468727,0.3601395906061769,False,-0.8204491088196071,0.7156073006977111,0.9345466448205234,False,False
Mmb_323,2.908060124361911,0.1812252219095413,0.3648245733637492,False,3.782190668205261,0.091293641526896,0.2243852248045967,False,False
CA13_184,1.20653091224335,0.1866944442068325,0.3742006033884774,False,-0.2615834850340809,0.5913628417211607,0.8466405901660096,False,False
Splat_395,1.5263143207163763,0.1887620581060494,0.3767069644454059,False,-0.5064041162987822,0.6275537473418727,0.8740250076272004,False,False
MGE_254,1.3160480337010574,0.2039973764662364,0.4053568558229955,False,1.5513333493237844,0.1680112489254195,0.3636299800686309,False,False
DLCT6b_99,2.5226184364832016,0.2049979791800161,0.4055968600943667,False,0.699940631045011,0.3373304345385256,0.6091473299651703,False,False
Splat_371,2.6634567195712298,0.2077150647395632,0.4089920062972673,False,5.055308880636069,0.0618890620251544,0.1737337563617635,False,False
DLCT6b_107,1.2489478547783683,0.2084883329281081,0.4089920062972673,False,1.005654366503674,0.2555122220936281,0.5012388697240959,False,False
Thex_452,1.8981958606669864,0.2127201086570324,0.4155252969953047,False,-0.1730875729808123,0.547430851042536,0.8247242559823826,False,False
Splat_334,0.9465844442511564,0.2215709900919957,0.4309882971831648,False,1.1962251797787309,0.2126871279590605,0.4319328898199422,False,False
Splat_361,1.7036005053442116,0.2259177072486702,0.4355702927426116,False,1.8809216871628296,0.1953249975919934,0.404129587582899,False,False
Misc_401,2.207876294200686,0.2267271386646983,0.4355702927426116,False,5.260761928858505,0.0382788026398905,0.1222408892177702,False,False
CBI_303,0.9789024647473742,0.2267611068508173,0.4355702927426116,False,1.6147573181190966,0.2103624926950452,0.4310093739218483,False,False
CA13_163,1.9669294428053703,0.2317166527742596,0.4432422279208867,False,3.948813669121742,0.0606141976093985,0.1714303380241272,False,False
Splat_415,1.8333372068559393,0.2375722690141524,0.4525653554360506,False,-0.3227510154024512,0.5432794116599864,0.8211534713942745,False,False
Splat_418,1.2529154006869616,0.2429931104049713,0.4609869296160155,False,0.9920369022665836,0.2876367728283466,0.5479361664209413,False,False
Splat_377,2.423429781519617,0.2486858479097643,0.4695349338241033,False,2.087331608906778,0.2697986982469549,0.5225932768564966,False,False
Splat_359,1.248779586333821,0.250081721979559,0.4695349338241033,False,4.5845316999178,0.0324852693607159,0.1077389149301442,False,False
COP_43,1.5530575660889216,0.2505544332336863,0.4695349338241033,False,2.7590512356727523,0.1409502511771888,0.3169661745984588,False,False
DLCT6b_101,1.0838298046516346,0.252413232507058,0.4711032396184362,False,-0.3867063504073128,0.5869000705940864,0.8428689487348096,False,False
Splat_366,1.288959766270786,0.2644565932406216,0.4908556586878081,False,1.4425020452232618,0.3066201934273229,0.5692052321444144,False,False
DLNP_89,2.860447114935232,0.265125941460443,0.4908556586878081,False,5.721457318185902,0.1126529643119569,0.2719006101979693,False,False
Splat_429,1.893612542819591,0.2702278352370111,0.4983001281770484,False,1.2379736404568715,0.3436742127469814,0.61171356014038,False,False
Amex_154,0.9890639753616548,0.274180335329943,0.5035742413828834,False,2.3249320112768146,0.069286644932222,0.1850117725130064,False,False
Mmb_326,2.2000616868623264,0.2810297406675026,0.5141059938401537,False,1.266282975878973,0.3008406818923282,0.5614880743010661,False,False
Thex_445,0.9056619269998012,0.2912151339453503,0.5304564591039024,False,0.775067874259296,0.2986294125457746,0.559626663347976,False,False
ULIT_135,0.770285828774107,0.292268851653777,0.5304564591039024,False,0.6882225367659848,0.307444908468458,0.5692052321444144,False,False
OPC_35,1.6443192859967637,0.2945639466498305,0.5309477045206993,False,0.9761662888614184,0.3302431350516761,0.6041352589635822,False,False
Mmb_328,1.9854823427113537,0.2948429769138807,0.5309477045206993,False,2.560199758799306,0.1931180235446039,0.4028389540907802,False,False
Splat_341,1.08790751710709,0.298303334092652,0.5350888599872085,False,0.8254248099302577,0.3380174094431872,0.6091473299651703,False,False
Mmb_329,2.188210755074943,0.3048929572698519,0.5418230116201944,False,-1.4050317439537008,0.7384218177096591,0.9535362968183552,False,False
Oligo_40,1.271826009438065,0.305010263975259,0.5418230116201944,False,2.5611868739403043,0.1747651973046515,0.373500557706763,False,False
DG_199,0.6849821550115953,0.3058502063842484,0.5418230116201944,False,0.6762931845643435,0.2819883808235552,0.539405159998585,False,False
DLNP_95,1.994768466020027,0.3067587983359452,0.5418230116201944,False,-0.0165332724793635,0.5016563648334984,0.77866526662708,False,False
Mmb_325,1.976941407306099,0.3111209582526933,0.5445670591264034,False,0.7907582390970644,0.4112232564606191,0.6770497186726622,False,False
Splat_351,1.2666306569490435,0.3123194920047443,0.5445670591264034,False,1.530788785841705,0.2917816782073212,0.5533356824893816,False,False
CA4_195,1.0210953774393456,0.3126566174996216,0.5445670591264034,False,10.859382439743834,0.0111085311559362,0.0464395370378711,True,False
Splat_338,0.9161192799251336,0.3130374634891473,0.5445670591264034,False,0.4822833462303016,0.3893434815734737,0.6526812545649869,False,False
Midi_439,1.056252793941334,0.3149192654269044,0.5457811329391088,False,1.3253942236818506,0.2792155489083074,0.5363265335280406,False,False
Misc_166,1.7108863916932933,0.3242167961293423,0.55897033672174,False,-1.41896503593968,0.6933657302050491,0.9237163355547248,False,False
CGE_276,1.3205386893518951,0.3249545558382349,0.55897033672174,False,4.333531734589279,0.0807181626442323,0.2055151435258584,False,False
CBI_300,0.8981985345011899,0.3265685198671336,0.559514845199892,False,0.783221999551327,0.3817002561683027,0.646881006876977,False,False
Splat_392,1.7265542435460464,0.32882819907487,0.559514845199892,False,3.3920383604799533,0.1835075650969104,0.3875256590043956,False,False
Amex_171,1.0869995031090995,0.3293978182244224,0.559514845199892,False,1.858897088787572,0.211437112286275,0.4312942865662513,False,False
DG_201,2.2414054980005504,0.330125895649394,0.559514845199892,False,4.533017247190327,0.1767483479833507,0.3754884259001137,False,False
Splat_383,1.0295179450564131,0.3368372654079625,0.5687984591687573,False,-0.377882957273392,0.6066994898589516,0.8553164061925893,False,False
Misc_168,0.6637293442869966,0.3415727645535342,0.5746899432816762,False,0.799763380938853,0.3164633307873726,0.5812334481791984,False,False
Splat_380,1.2600294225837818,0.3439228827571454,0.576539814367433,False,2.03278874901079,0.2192755961475581,0.4414237983581846,False,False
Splat_381,0.9201466762155828,0.3465777005385484,0.5788852172038798,False,0.9137248500261536,0.3403993417278721,0.6100607292266351,False,False
Mmb_327,1.6101237079025097,0.359111963667035,0.5976556507238381,False,5.042542053530896,0.0915063389658659,0.2243852248045967,False,False
Amex_159,1.501602102957986,0.3622885751775968,0.6007735005642884,False,-0.2614721580043657,0.5286385918639451,0.8042983196345832,False,False
DLCT6b_105,1.3954294695066145,0.3655535591731826,0.6040150207126781,False,-3.012992498387385,0.8565013651263477,0.9999999979724754,False,False
Mmb_330,1.048062470890086,0.3677191658260302,0.6044343423664601,False,2.917843542663984,0.1630308164954123,0.3578914590685003,False,False
Splat_358,1.6115246708138415,0.3684296099891004,0.6044343423664601,False,0.9794356096670922,0.3827069494060219,0.646881006876977,False,False
Splat_379,1.2405004707646536,0.3732134788195046,0.609534328994569,False,1.4791187857626966,0.3470108652082937,0.6152769571577823,False,False
Splat_235,0.315701484602956,0.3746697041519209,0.609534328994569,False,0.3032120417994869,0.3810948920778345,0.646881006876977,False,False
URL_297,0.1471381839431843,0.3755048794673701,0.609534328994569,False,0.3121008271284458,0.2697441656009991,0.5225932768564966,False,False
DLCT6b_103,0.7823512109828548,0.3781734916985049,0.6117122093789851,False,0.2861207458129644,0.4490425816380066,0.718779965746948,False,False
Splat_345,0.4893864058563695,0.3804150604665106,0.6131865135491658,False,0.5714825233421819,0.3642997643304541,0.6313616216403735,False,False
ULIT_121,0.7926869344157486,0.3940284700007475,0.6329168106980647,False,-0.2722268034004446,0.5766741904820047,0.8386334442025368,False,False
L5ET_117,0.47616789883431,0.3976754395055248,0.6365568667084964,False,-0.0225298340676246,0.5058074196159137,0.7824738941038129,False,False
CBI_299,0.847268800922398,0.4010768167927701,0.6389805489047118,False,-1.6968657903006354,0.6926663630112369,0.9237163355547248,False,False
Splat_410,0.4752475263705752,0.401961733584309,0.6389805489047118,False,1.6491839450886132,0.1954900174207949,0.404129587582899,False,False
Splat_340,0.284409940147316,0.4043730551081599,0.6390852172739218,False,0.3692317839117514,0.3803842886603474,0.646881006876977,False,False
CA13_187,1.0272156106963746,0.405491372010858,0.6390852172739218,False,1.26027438784854,0.3531732456323208,0.6190603278954369,False,False
MSN_213,1.136876508292112,0.4061864829962236,0.6390852172739218,False,-2.935724173623254,0.8250185517057437,0.99563757156112,False,False
Thex_372,0.8006914370926617,0.4085681134168684,0.6404491029785478,False,1.8784679191517624,0.2980507779420027,0.559626663347976,False,False
DLNP_96,0.4485035582900373,0.4098318554851878,0.6404491029785478,False,-0.299260599413017,0.5675096825715578,0.8358529190590674,False,False
Splat_364,0.3486589077305136,0.4147752726259497,0.643920098916386,False,0.4954847990058495,0.3836947165579355,0.646881006876977,False,False
CA13_119,0.2761688000343323,0.4148465713192335,0.643920098916386,False,3.824090619114755,0.1400033397112862,0.3163800961122693,False,False
MGE_255,0.6110533063447048,0.4187009193216706,0.6477218919707725,False,10.062822817237008,0.0086015445260766,0.0368364708034786,True,False
LRL_322,0.3095541156166436,0.4277642063495801,0.6595294285189178,False,0.5265115265052912,0.3724338049831013,0.6406417317060064,False,False
CA13_183,0.5846480423032099,0.4391229920401966,0.6699381342053246,False,-0.9291729940685448,0.6163543399502843,0.8659553372782288,False,False
CA4_196,0.4966265272672651,0.439442587692219,0.6699381342053246,False,-1.369882466788555,0.7850230337120923,0.979881363942214,False,False
OPC_36,0.4754383726795317,0.4410280345157884,0.6699381342053246,False,0.3051302706774297,0.4635256756672468,0.7393956279674767,False,False
CBI_301,0.35814589133674,0.4414840301693066,0.6699381342053246,False,2.14722624837704,0.1555743608568895,0.3431568438039526,False,False
CA13_180,0.1942439178115525,0.4417813292807346,0.6699381342053246,False,0.3570365880261937,0.3935546633635565,0.657350361632607,False,False
CA4_190,0.4392924119405115,0.4449114307168191,0.6724726870834545,False,0.4782706294719747,0.4256479250160228,0.6933699414571961,False,False
Splat_360,0.2700478311726376,0.4469401420307957,0.6733313904450876,False,1.21860190984313,0.2928718145930783,0.5533356824893816,False,False
Amex_406,0.1770153366516898,0.4506094082237257,0.6734897548569581,False,0.2953892230910407,0.417400524726508,0.6847745263306768,False,False
Amex_408,0.2084304585777784,0.4510878861116829,0.6734897548569581,False,1.314026334984445,0.2223067859616732,0.445580123166658,False,False
L5ET_114,0.2577009391580269,0.4514280569431671,0.6734897548569581,False,-0.0484850546201956,0.5126807791034318,0.7881932184631143,False,False
Amex_174,0.3162150011302042,0.4612488437658224,0.6859216676646585,False,-1.095674167893717,0.6634375807569142,0.907551111955304,False,False
Splat_343,0.1087198991609358,0.4706764524935271,0.6976908186479613,False,-1.029716670011614,0.7238312289928402,0.9395825514243816,False,False
Splat_396,0.1287726876954571,0.4736350341949202,0.6998261242431354,False,-0.8903332797081029,0.7474623167186951,0.9596607752740012,False,False
DG_204,0.1431844486368952,0.4751721801111472,0.6998542333266418,False,0.6898989712680949,0.3665164954910784,0.6328243611287908,False,False
Splat_399,0.0500980534330172,0.4807220356586807,0.7057734345179995,False,-0.2541080521664555,0.5982619466623249,0.8506246726786341,False,False
DLCT6b_104,0.1169185024939448,0.4822935010208409,0.7058327110178021,False,-1.262584985309698,0.7002087366950023,0.9237163355547248,False,False
Bgl_51,0.0158380544700711,0.4930662997626658,0.7193150765524966,False,0.1702973497742654,0.4286786053576041,0.6958480178516039,False,False
COP_37,0.0152311004053102,0.496424465815927,0.721929585934203,False,-0.3053868388420225,0.5522478838665656,0.8292712523208037,False,False
Splat_376,-0.0039694318708308,0.5004105118959562,0.7254378804529429,False,-4.708167208782764,0.8879464343304801,0.9999999979724754,False,False
Splat_382,-0.0096397578472972,0.5020876619583318,0.7255874989429183,False,0.0095267928623977,0.4979561120182342,0.777110906471461,False,False
Splat_409,-0.0233357063027131,0.5081826918741206,0.7306680055832258,False,0.1591583235278965,0.4365161576745955,0.7020884578152966,False,False
Splat_344,-0.0599009273561043,0.5097336791602605,0.7306680055832258,False,-1.0978616153799734,0.6787305087472919,0.9220513837139356,False,False
Splat_356,-0.1365004629813279,0.5104531801700576,0.7306680055832258,False,0.8526704582479311,0.4350302881176224,0.7020884578152966,False,False
Splat_397,-0.0715736097749591,0.5135244689310206,0.7306680055832258,False,0.0054758267531246,0.4989692588189858,0.777110906471461,False,False
Epen_68,-0.0315141214173932,0.5135280559847399,0.7306680055832258,False,-0.3586374721180779,0.6472098123739431,0.8906379806101129,False,False
MSN_215,-0.0596649322267099,0.5168034296883584,0.7320898654801973,False,-3.2672411631405063,0.8013346512065394,0.979881363942214,False,False
MSN_214,-0.184110775209581,0.5177034623569291,0.7320898654801973,False,-0.9133806262950332,0.5862676543893061,0.8428689487348096,False,False
DG_200,-0.0821887298679243,0.5231327164031598,0.7375051445316719,False,0.5822114916164491,0.338268365447036,0.6091473299651703,False,False
Oligo_48,-0.1047685080349821,0.5253145698664843,0.7383232216721014,False,-0.6783771593455871,0.6670414930719226,0.9097814446927702,False,False
Oligo_47,-0.1917670132220085,0.5322871912491582,0.7458492254281518,False,-0.0837847915655419,0.5129240033382523,0.7881932184631143,False,False
Amex_157,-0.1551333976478899,0.5430919066045193,0.7586829361960102,False,0.4207965182955391,0.3844802513759039,0.646881006876977,False,False
Amex_172,-0.4897852467322667,0.546293851572152,0.7608503491684655,False,-0.6016168382918016,0.5597022906307225,0.8323238704489476,False,False
L5ET_113,-0.1970441364224008,0.5547086389392584,0.76972022238209,False,-1.3303057550495472,0.8326757584299396,0.9978057349815346,False,False
CA13_181,-0.4267578048336465,0.5560018092261084,0.76972022238209,False,1.0924561711362863,0.3585282949161721,0.6260664543801339,False,False
Oligo_45,-0.2698858304401748,0.560287622543222,0.7733311197378003,False,0.501580459990141,0.3348102751786113,0.6091473299651703,False,False
Oligo_46,-0.3937196858170527,0.5677840821753622,0.7813386921875881,False,-0.6079945539748073,0.5952800750686207,0.8496102619400437,False,False
DLCT6b_110,-0.2780785449168373,0.5760909774104241,0.790410537458945,False,-0.9513939618788132,0.7450093263833562,0.9593555850914168,False,False
Splat_335,-0.3762312411405552,0.5804794774762219,0.7940683653309741,False,-0.5506875822015065,0.6180028328948748,0.8659553372782288,False,False
Misc_164,-0.5691214247226828,0.5826913192579721,0.7947357934258141,False,2.4146301818829374,0.2581936805443859,0.5043529098769574,False,False
Per_21,-0.254232849817309,0.588667410796303,0.7980225921331352,False,-0.276931174154679,0.5865450400665231,0.8428689487348096,False,False
CA13_189,-0.5921263515103995,0.5895814809232188,0.7980225921331352,False,-2.289020217016338,0.8731909628511209,0.9999999979724754,False,False
OPC_34,-0.6946469287063499,0.5902943685843798,0.7980225921331352,False,0.1875504430267575,0.4757554007738618,0.7562870336439664,False,False
DLIT_143,-1.0563229152442282,0.5954155593972623,0.8025923183688243,False,-0.8352805355551162,0.5753124697315356,0.8386334442025368,False,False
MSN_219,-0.5063132499137738,0.6035475816445952,0.8111820266418612,False,-0.6475743519913943,0.6355820165360055,0.8825400892262005,False,False
Splat_363,-0.4767316165243965,0.6134910831266135,0.8221493875621187,False,-0.8659432137438501,0.6960503413829329,0.9237163355547248,False,False
Misc_165,-0.9518809564854456,0.6172357827125694,0.824770132842013,False,-2.5335065360777724,0.856668588505906,0.9999999979724754,False,False
Splat_349,-0.6371815134569854,0.6324196847342045,0.8426169787932609,False,-0.8697192342533749,0.6943769990181878,0.9237163355547248,False,False
Thex_453,-1.0861439860488429,0.6392404506792817,0.8477877304325027,False,7.701608888411917,0.0240234019074894,0.0865217834324423,False,False
Splat_348,-0.4237258505864538,0.6399785904349478,0.8477877304325027,False,-0.1851127725895676,0.5581894756375152,0.8323238704489476,False,False
Splat_413,-0.562843309444192,0.6448637994070361,0.8508392331120672,False,-2.204965944650254,0.7917301046452158,0.979881363942214,False,False
Amex_161,-0.4825326689971203,0.6468611619476552,0.8508392331120672,False,3.770519874884908,0.0665085877645962,0.1806684636390981,False,False
Thex_446,-1.2848267490445169,0.6483826170607687,0.8508392331120672,False,-2.786956363350257,0.8204442438008505,0.9930930440811028,False,False
Amex_175,-2.0257694616232125,0.6496646638946804,0.8508392331120672,False,-3.588005909344727,0.8991798609001538,0.9999999979724754,False,False
Astro_56,-0.9416403093823538,0.6517456556058313,0.8511465927316947,False,-0.9110412151050996,0.6800378968822953,0.9220513837139356,False,False
Splat_432,-0.4281629239877996,0.6559760258957471,0.8542512653614107,False,-0.86600695886038,0.8000884667088415,0.979881363942214,False,False
CA13_169,-1.1661153467746272,0.6587188969728779,0.8554067929704133,False,-0.9725329593492972,0.6604862712762309,0.9062028900545906,False,False
Oligo_49,-0.8204491190027765,0.6730597089775543,0.8715745107827317,False,-0.9962936984265996,0.8624785242200449,0.9999999979724754,False,False
CA13_182,-0.6471011536961122,0.6758289989462793,0.8727091555020582,False,-0.9288371459132668,0.7494097160491114,0.9596607752740012,False,False
MSN_209,-0.6734677938242563,0.685281453070714,0.8824434353787686,False,-0.8278508716593324,0.725577848822299,0.9395825514243816,False,False
Astro_52,-1.1431153884282534,0.6882504326450267,0.883797909329686,False,-1.315431149645348,0.7013030747161684,0.9237163355547248,False,False
OPC_33,-1.397137148586762,0.6903125559646877,0.8839835786103362,False,-1.252877170227125,0.6968611763796042,0.9237163355547248,False,False
Splat_412,-0.9542160486946796,0.6977256706901673,0.8910014797456154,False,-0.2970404016025145,0.5804692188883237,0.8414978298978529,False,False
Thex_455,-1.492778976523599,0.701005276719052,0.8927166645510579,False,0.0442091283142708,0.4940785762961088,0.7767440914143973,False,False
URL_308,-1.031074990266129,0.7038298862834202,0.893844566326878,False,-0.3484381657906097,0.5694232297903643,0.8360003469215221,False,False
ULIT_126,-0.553922783064712,0.7063827754324616,0.8946221414130902,False,-0.1853088127261078,0.5627923682731091,0.8323238704489476,False,False
Vsmc_19,-0.5048129220786225,0.7159621649312408,0.9024234926122726,False,-0.7945051216216097,0.8007651284500875,0.979881363942214,False,False
DG_203,-2.1274803863267477,0.7164576969546459,0.9024234926122726,False,-0.7831711447929668,0.5761838472491483,0.8386334442025368,False,False
LRL_315,-2.3682575667196835,0.7353154052497906,0.9236523210358404,False,-0.4668650955007336,0.5564933377850974,0.8323238704489476,False,False
Vsmc_20,-0.5926812429625806,0.7413903682150649,0.928752608008546,False,-0.5673643156657873,0.7130737420912772,0.9338835088184056,False,False
Splat_374,-2.1815577025961383,0.7518970160744906,0.9393618547705695,False,-0.8572663301934584,0.5996811683743082,0.8506246726786341,False,False
Splat_313,-0.8723043379580177,0.7548750002830966,0.9405334462986692,False,-0.7217036664944332,0.706410451099337,0.9277926437515508,False,False
DLCT6b_100,-1.0248405815816182,0.764068360844005,0.9494218715608794,False,-0.7153436041675563,0.7011264925216487,0.9237163355547248,False,False
Oligo_50,-0.7467359001373859,0.766751615725739,0.9501948786278648,False,-0.8911798904440336,0.8333084771537762,0.9978057349815346,False,False
Epen_69,-0.9348667552061138,0.7703897660439044,0.9505368753624922,False,-1.039218017927405,0.7788764465679099,0.979881363942214,False,False
Amex_160,-1.051464590706037,0.7740730222347518,0.9505368753624922,False,-0.1353823322160636,0.5391228128040364,0.8175513707324367,False,False
Oligo_44,-1.7731902866291611,0.7751815356973537,0.9505368753624922,False,-1.817314031316356,0.7821817278006586,0.979881363942214,False,False
Splat_368,-0.907631922768493,0.7762339047992147,0.9505368753624922,False,-1.8589796731614645,0.9073112196919336,0.9999999979724754,False,False
COP_39,-0.8242905291527547,0.781962887442087,0.9505368753624922,False,-0.5074932328283076,0.6935067971389186,0.9237163355547248,False,False
DLIT_142,-0.7476472295684137,0.7828017144656245,0.9505368753624922,False,-0.7577558588098263,0.7865058547741121,0.979881363942214,False,False
Splat_342,-1.4561539829434995,0.7829449222242132,0.9505368753624922,False,-0.4609653890756975,0.6066556681148639,0.8553164061925893,False,False
DLIT_150,-1.5207617751042797,0.7835228039864361,0.9505368753624922,False,-2.543061202510294,0.9108161735455582,0.9999999979724754,False,False
Astro_55,-1.7683952247295214,0.7861159672454945,0.9511796874020289,False,-3.053761375082213,0.9112528669617792,0.9999999979724754,False,False
DLIT_152,-0.9782213312368518,0.7996061966866367,0.9649697818652866,False,-0.9244524152692656,0.7851799828028276,0.979881363942214,False,False
LRL_321,-3.049272887863437,0.8122139865824619,0.9776257123094384,False,-3.4417616438755254,0.8468132749591497,0.9999999979724754,False,False
DLIT_151,-2.073221770504871,0.8184336825814802,0.9825466866407876,False,-1.9850279636345367,0.9481732611507264,0.9999999979724754,False,False
DG_205,-3.907645697074809,0.8290510692497032,0.9920685658881384,False,-3.571866047295646,0.8171342956021074,0.9930930440811028,False,False
Thex_460,-0.5730126104818447,0.8325353402270976,0.9920685658881384,False,-0.4997263887745004,0.8134408244826478,0.9920534922923298,False,False
LRL_316,-1.326271523143106,0.8351773631101784,0.9920685658881384,False,-0.9623069020825524,0.7594777792199527,0.9698594355135683,False,False
Epen_71,-1.694246860589366,0.8381429794188212,0.9920685658881384,False,-3.352538950015846,0.9666885001299458,0.9999999979724754,False,False
Splat_346,-1.283904491009389,0.8405147891910318,0.9920685658881384,False,-0.9393545339677876,0.7748765325544795,0.979881363942214,False,False
MSN_211,-1.4062685528456669,0.8408783665246191,0.9920685658881384,False,-1.4812713313274994,0.856297123560724,0.9999999979724754,False,False
Splat_347,-2.547218109646341,0.8414290873367943,0.9920685658881384,False,-0.924998227815268,0.6459816765626483,0.8906379806101129,False,False
Splat_431,-2.3018554475265156,0.8472877490050574,0.9952134870347068,False,-1.8188453956481312,0.7842344633306364,0.979881363942214,False,False
CA13_186,-1.8308589450930857,0.8484141006608237,0.9952134870347068,False,-1.2528353787852304,0.8361287017153705,0.9985889416859736,False,False
Epen_70,-1.7767026580201155,0.8511837056711007,0.9959281429298918,False,-1.6259781176554045,0.8207558563880698,0.9930930440811028,False,False
DLCT6b_111,-3.2777437278056367,0.8583831163486058,0.999999989108692,False,-1.4506071345380034,0.8499601680725297,0.9999999979724754,False,False
Astro_60,-2.3760485368206896,0.8723578185295262,0.999999989108692,False,-1.875393149204555,0.7913596649154875,0.979881363942214,False,False
CBI_298,-2.708772888185231,0.8737208039652072,0.999999989108692,False,-2.7566566277052886,0.8315186849431745,0.9978057349815346,False,False
Splat_337,-3.314935258659063,0.8855517862217941,0.999999989108692,False,-0.9494766033059088,0.6392716457371841,0.8849976837382638,False,False
CA4_197,-4.452601371382936,0.8904276168007083,0.999999989108692,False,-1.9659570449727737,0.9254707620934748,0.9999999979724754,False,False
Astro_58,-2.586704332760855,0.8929737240160843,0.999999989108692,False,0.0209084670608949,0.4953639107935635,0.7767440914143973,False,False
VendAC_14,-1.2229982795164749,0.8953423980467362,0.999999989108692,False,-1.5666168064888044,0.9190136482121052,0.9999999979724754,False,False
Astro_59,-2.249058311678272,0.904261269928731,0.999999989108692,False,-2.38949781420441,0.8946047548838862,0.9999999979724754,False,False
Misc_314,-1.0559317587138557,0.9122529642901464,0.999999989108692,False,-0.5030383983173128,0.7637363226599108,0.9726034385254664,False,False
Per_23,-1.753628008189957,0.9143175399269652,0.999999989108692,False,-1.3467909796859507,0.8498854379876364,0.9999999979724754,False,False
Astro_62,-3.1079272804393896,0.9318193921905632,0.999999989108692,False,-1.8642097948771996,0.7883721641152278,0.979881363942214,False,False
Bcell_0,-0.5808999795159991,0.9341340550752912,0.999999989108692,False,-0.689716671406248,0.9514502118042488,0.9999999979724754,False,False
Splat_398,-2.308574554339567,0.9367667715861396,0.999999989108692,False,-2.1651476422830207,0.9325380574360492,0.9999999979724754,False,False
Epen_66,-1.702335457383392,0.9388025085987004,0.999999989108692,False,-1.994376428739771,0.9447936312672038,0.9999999979724754,False,False
Astro_57,-4.381143006258297,0.9397807892647412,0.999999989108692,False,-4.441089309912121,0.9317064395496087,0.9999999979724754,False,False
Astro_63,-2.183586584167462,0.9468141289973072,0.999999989108692,False,-1.5445304373784872,0.896219342956612,0.9999999979724754,False,False
LRL_319,-4.915135781316306,0.9472559355797856,0.999999989108692,False,-2.9578202023576603,0.8769287124856855,0.9999999979724754,False,False
Epen_67,-2.1664467362193824,0.9491562749933604,0.999999989108692,False,-1.877985058314645,0.9256784479983604,0.9999999979724754,False,False
Epen_73,-2.8186376807609235,0.9543347596456186,0.999999989108692,False,-2.307709867740144,0.8965668390127727,0.9999999979724754,False,False
CA4_192,-3.476685286132984,0.9555915439173708,0.999999989108692,False,-3.538652886485045,0.9696366873583768,0.9999999979724754,False,False
Astro_54,-5.0063628004053164,0.9560077018059904,0.999999989108692,False,-4.916922455752684,0.947655366837847,0.9999999979724754,False,False
Splat_414,-1.9345934187181155,0.9567723092057574,0.999999989108692,False,-1.5955763628763904,0.8997120130453775,0.9999999979724754,False,False
Astro_53,-3.939195812781429,0.9579298243254674,0.999999989108692,False,-3.924247352343496,0.960586831658664,0.9999999979724754,False,False
Per_22,-2.158001019099296,0.9588168289523532,0.999999989108692,False,-1.5638516665297035,0.8719740531906094,0.9999999979724754,False,False
