cluster,conti_beta,conti_pvalue,conti_fdr,conti_sig,repro_beta,repro_pvalue,repro_fdr,repro_sig,both_sig
Misc_170,8.673236151197573,0.0496475888861186,0.1457804998503229,False,4.165306522127836,0.1382617022767072,0.31475815702209,False,False
Splat_389,5.217438405438027,0.0501013204303196,0.1461817007492238,False,7.564148282256214,0.0073003360368564,0.0323601433941424,True,False
Thex_447,5.184659647784247,0.0509427405367812,0.1470665724354745,False,7.407251168816825,0.0247098847340294,0.0876250527875967,False,False
Amex_153,3.23202422999634,0.0510426281771712,0.1470665724354745,False,3.0224000497083936,0.0580985623097386,0.1663567529490031,False,False
Amex_162,7.237567277155463,0.0547176360738606,0.1566759641617996,False,6.973896462477709,0.0391550316884299,0.1231324521862161,False,False
Misc_178,4.347634533649671,0.05573426721404,0.1586018344794597,False,3.309966456059161,0.0637257697424686,0.1759136518040602,False,False
DLCT6b_97,3.915762255132055,0.0568772225322458,0.1608613471617504,False,1.4759896953499885,0.2329473724628123,0.4628824944196401,False,False
URL_312,1.7799193614594304,0.0586099395306801,0.1638691935169749,False,2.0315132098351634,0.026859109709319,0.0930981171127524,False,False
Amex_173,4.551492922649994,0.0586516636232122,0.1638691935169749,False,5.046208614456094,0.0300565148503141,0.100406183666629,False,False
Thex_457,4.016215821513745,0.0609747341640333,0.1693334484916829,False,2.561244456255191,0.1220607422320158,0.2870918478008126,False,False
MGE_248,5.112241387235412,0.0615147654002008,0.1698102206556442,False,6.140375048129804,0.0413949075609767,0.1272203492374018,False,False
DLIT_139,4.529146878786593,0.0631417010509189,0.1732638344313908,False,3.1313866441024896,0.0785202438544863,0.2045075277791987,False,False
DLNP_83,4.787027944824661,0.0637910478437533,0.1740098997394691,False,2.2457222331824314,0.1386028327017012,0.31475815702209,False,False
