gene,specificity,gwas_zstat,gwas_p,contribution,is_scz_gwas
HIST1H2BA,1.0,4.442,4.4563e-06,4.442,False
REG3A,1.0,3.568,0.00017986,3.568,True
IFNA7,1.0,2.6859,0.0036166,2.6859,False
OR6Q1,1.0,1.7728,0.038128,1.7728,False
TPD52L3,1.0,1.6436,0.050132,1.6436,False
PRAMEF10,0.46004483,1.7171,0.042985,0.789942977593,False
FGF4,1.0,0.61968,0.26773,0.61968,False
ANKRD66,0.19016343,3.0882,0.0010068,0.587262704526,False
IL17REL,0.21907853,2.3887,0.008455,0.523312884611,False
EVX1,0.24929422,1.6675,0.047707,0.41569811185,False
OR8B2,0.15166882,2.0117,0.022124,0.305112165194,False
OR52B2,0.17987297,1.6673,0.047728,0.299902202881,False
TPSG1,0.15940636,1.3013,0.096584,0.20743549626799998,False
NEUROG3,0.16580845,1.1014,0.13536,0.18262142683,False
LRCOL1,0.081065774,2.2156,0.01336,0.17960932887439998,False
OR2F2,0.15804617,1.0886,0.13816,0.17204906066200001,False
KCNS1,0.03944435,4.0175,2.9404e-05,0.158467676125,False
STRA6,0.05585514,2.7566,0.0029207,0.153970278924,False
OR8B12,0.051702634,2.78,0.0027176,0.14373332251999998,False
SATB2,0.023347793,6.0285,8.2759e-10,0.1407521701005,False
DPYD,0.013958604,10.018,6.3659e-24,0.139837294872,False
FEZF1,0.05015795,2.7343,0.0031258,0.137146882685,False
NRGN,0.01941804,6.9384,1.9831e-12,0.134730128736,True
ANKRD63,0.022155287,6.0154,8.9695e-10,0.1332729134198,True
C11orf86,0.03771345,3.5298,0.00020794,0.13312093581,False
TMEM233,0.051323365,2.5601,0.0052316,0.1313929467365,False
OR9I1,0.058327276,2.2501,0.012222,0.1312422037276,False
NGEF,0.020735025,6.2412,2.1707e-10,0.12941143803,True
IFNA5,0.036614195,3.4975,0.00023485,0.1280581470125,False
PSMB11,0.08830602,1.4417,0.074689,0.127310789034,False
KIR2DL3,0.04775306,2.5911,0.0047836,0.12373295376599999,False
NPTX1,0.026156008,4.5007,3.3872e-06,0.11772034520560001,False
P2RX2,0.057756968,1.9761,0.024073,0.1141335444648,False
OR11L1,0.21871111,0.50427,0.30704,0.1102894514397,False
DNAJC5G,0.035037655,3.1385,0.00084914,0.1099656802175,False
TRIM42,0.03904083,2.7417,0.0030566,0.10703824361099999,False
CACNA1I,0.014045134,7.5912,1.5844e-14,0.1066194212208,True
OR8B3,0.046476,2.2772,0.011386,0.10583514720000001,False
TRIM54,0.031783268,3.3186,0.00045234,0.1054759531848,False
IGSF9B,0.012172103,8.6466,2.6536e-18,0.10524730579979999,True
XRCC3,0.0147945145,6.9499,1.8276e-12,0.10282039632355,True
DOC2A,0.015360204,6.6745,1.2402e-11,0.102521681598,True
RTN4RL2,0.039983343,2.5627,0.0051933,0.10246531310609999,False
TLX2,0.091460206,1.1201,0.13134,0.10244457674060001,False
AQP12B,0.216372,0.47253,0.31827,0.10224226116,False
NKX2-5,0.060133524,1.6712,0.047343,0.10049514530880001,False
S100A9,0.16921014,0.59287,0.27663,0.10031961570180001,False
ADAMTS2,0.026147187,3.7852,7.6778e-05,0.0989723322324,False
BDNF,0.027708432,3.5317,0.00020642,0.0978578692944,False
NEUROD2,0.025862603,3.6285,0.00014256,0.0938424549855,False
SNTB2,0.022176256,4.1946,1.3666e-05,0.0930205234176,False
SLC30A3,0.027681826,3.3313,0.00043226,0.09221646695380001,False
IL33,0.033810273,2.726,0.003205,0.09216680419800001,False
DGKZ,0.012342915,7.3272,1.1752e-13,0.090439006788,True
PLA2G7,0.029334115,3.0515,0.0011383,0.0895130519225,False
ZNF365,0.014396314,6.0891,5.6765e-10,0.08766059557740001,False
F2,0.012583791,6.9543,1.772e-12,0.0875114577513,False
PPP1R16B,0.010040054,8.5995,4.0048e-18,0.08633944437300001,True
DUOXA2,0.10290907,0.83038,0.20316,0.0854536335466,False
PITPNM2,0.012314122,6.9347,2.0361e-12,0.08539474183340001,True
FOXP1,0.010864224,7.8486,2.1043e-15,0.0852689484864,True
CA10,0.024184428,3.5029,0.00023009,0.0847156328412,False
EFNA5,0.015074625,5.5905,1.132e-08,0.08427469106249999,True
AQP2,0.08433593,0.99921,0.15885,0.08426930461530001,False
ITIH1,0.011869062,7.0889,6.7601e-13,0.0841385936118,True
PTX4,0.27386996,0.30168,0.38145,0.08262108953280001,False
SEMA3A,0.021184979,3.8572,5.7355e-05,0.0817147009988,False
SLCO4C1,0.016265389,5.0217,2.5604e-07,0.08167990394130001,True
KERA,0.090927795,0.89439,0.18556,0.08132491057005001,False
SNTG2,0.026795197,3.0271,0.0012347,0.0811117408387,False
CACNB2,0.009583811,8.3879,2.4747e-17,0.0803880482869,True
BARHL2,0.01902744,4.2164,1.2409e-05,0.080227298016,False
PNMT,0.024945797,3.1671,0.00076997,0.0790058336787,False
PAX4,0.025283217,3.1075,0.00094328,0.0785675968275,False
ZFYVE21,0.011582381,6.7637,6.7234e-12,0.07833975036969999,True
SLC39A2,0.054553587,1.4325,0.075997,0.0781480133775,False
HYKK,0.012779136,6.108,5.0459e-10,0.078054962688,True
DRD2,0.010201709,7.6432,1.0593e-14,0.0779737022288,True
PTK2B,0.01996456,3.8871,5.073e-05,0.077604241176,False
BANK1,0.016030664,4.8364,6.6118e-07,0.07753070336960001,False
ARC,0.024373943,3.1768,0.00074457,0.0774311421224,False
EVX2,0.075282395,1.0281,0.15195,0.07739783029950001,False
LY6D,0.039597064,1.9342,0.026543,0.0765886411888,False
NDFIP2,0.013860172,5.5136,1.7576e-08,0.0764194443392,False
BOLL,0.012959448,5.8263,2.8342e-09,0.0755056318824,False
TESPA1,0.038892668,1.9363,0.026416,0.07530787304839999,False
AMPD1,0.019059068,3.9506,3.8983e-05,0.0752947540408,False
CABP1,0.018602204,3.9989,3.1815e-05,0.0743883535756,False
OR1S1,0.063887805,1.1614,0.12274,0.074199296727,False
ELOVL3,0.04010828,1.8305,0.033591,0.07341820654,False
