gene,specificity,gwas_zstat,gwas_p,contribution,is_scz_gwas
HAND2,0.24690863,3.0707,0.0010678,0.758182330141,False
NMBR,0.20422085,2.159,0.015424,0.44091281514999997,False
CCL21,0.15468003,2.7431,0.0030434,0.424302790293,False
TSHB,0.16266763,2.5646,0.0051653,0.417177403898,False
NPBWR1,0.21276459,1.547,0.060933,0.32914682073,False
GPHA2,0.06961601,4.6476,1.6791e-06,0.323547368076,False
C11orf94,0.07932606,3.9811,3.4298e-05,0.315804977466,False
GJD2,0.04942695,4.5078,3.2745e-06,0.22280680520999996,False
RELN,0.07237234,2.6471,0.0040589,0.191576821214,False
TNNI3,0.06409754,2.983,0.001427,0.19120296182,False
NOTO,0.058813766,3.1141,0.0009226,0.1831519487006,False
OR9I1,0.07610104,2.2501,0.012222,0.171234950104,False
CPLX3,0.053218883,3.2026,0.00068104,0.1704387946958,False
PDCD1,0.12978923,1.2689,0.10223,0.164689553947,False
PRDM7,0.039789908,3.8364,6.2418e-05,0.1526500030512,False
CABP7,0.04994064,3.055,0.0011252,0.15256865520000001,False
SLCO2A1,0.07214184,2.0582,0.019787,0.148482335088,False
C15orf56,0.026774488,5.2621,7.1196e-08,0.1408900333048,False
C22orf15,0.06461668,2.1204,0.016986,0.137013208272,False
FLRT1,0.024610844,5.5186,1.7087e-08,0.1358174036984,False
BMP6,0.055654038,2.3633,0.0090563,0.1315271880054,False
DLX1,0.023884648,5.4558,2.4377e-08,0.13030986255840002,True
DSPP,0.0831404,1.54,0.061779,0.128036216,False
ADRA1D,0.08989477,1.3872,0.082695,0.124702024944,False
KLF1,0.048574165,2.555,0.0053089,0.12410699157500002,False
SLC10A4,0.030832509,3.8908,4.996e-05,0.11996312601720001,False
HAPLN4,0.017799001,6.6596,1.373e-11,0.1185342270596,False
BCL11B,0.017600963,6.5211,3.489e-11,0.1147776398193,True
LMAN1L,0.03413021,3.3207,0.000449,0.113336188347,False
PCDHAC2,0.020708507,5.4012,3.3091e-08,0.11185078800840001,True
F2,0.015047956,6.9543,1.772e-12,0.1046480004108,False
MDK,0.013772649,7.5474,2.2204e-14,0.10394769106259999,True
SLC32A1,0.018184284,5.7089,5.6871e-09,0.10381225892759999,False
ERBB4,0.014888411,6.8222,4.482e-12,0.1015717175242,True
B3GALT1,0.034206204,2.9681,0.0014982,0.1015274340924,False
CACNA1I,0.013350812,7.5912,1.5844e-14,0.10134868405439999,True
CDH15,0.029436793,3.285,0.00050994,0.096699865005,False
TMEM102,0.048498586,1.9937,0.023094,0.0966916309082,False
GOLGA6D,0.04563248,2.0895,0.018333,0.09534906696,False
YJEFN3,0.013307111,7.0115,1.1793e-12,0.0933028087765,False
PLCH2,0.01578188,5.8941,1.8842e-09,0.09301997890800001,True
NPTXR,0.01823997,5.0925,1.7665e-07,0.092887047225,True
SLC25A48,0.03727541,2.4777,0.0066113,0.09235728335700001,False
PPP1R27,0.04307771,2.1414,0.016121,0.09224660819399999,False
TEKT2,0.019392032,4.7374,1.0825e-06,0.0918678123968,True
SPCS1,0.012429674,7.2499,2.0861e-13,0.0901138935326,True
DEFB136,0.03954177,2.2772,0.011386,0.090044518644,False
HS3ST5,0.032641,2.7546,0.0029382,0.08991289860000001,False
ZAR1,0.023214072,3.8645,5.5656e-05,0.08971078124399999,False
NAGA,0.013189085,6.7953,5.4027e-12,0.0896237893005,True
PCDHA8,0.016503165,5.3659,4.0273e-08,0.0885543330735,True
LGALS7,0.07759395,1.1408,0.12698,0.08851917816,False
NPB,0.036189955,2.4369,0.0074067,0.08819130133950001,False
DLX2,0.018042559,4.6606,1.5763e-06,0.0840891504754,True
INPP4B,0.019600358,4.2888,8.9819e-06,0.0840620153904,False
TMEM52,0.03452965,2.4289,0.0075718,0.08386906688500001,False
HCN4,0.021085812,3.9752,3.5153e-05,0.0838203198624,False
ZNF536,0.016473906,5.0807,1.8799e-07,0.0836989742142,True
CYP2D6,0.013081914,6.3878,8.4132e-11,0.0835646502492,False
