gene,specificity,gwas_zstat,gwas_p,contribution,is_scz_gwas
TGM7,0.10115055,5.1398,1.3754e-07,0.51989359689,False
KLRG2,0.19394897,2.5908,0.0047879,0.5024829914760001,False
MCOLN2,0.30418336,1.6108,0.053606,0.489978556288,False
SPATA19,0.08678435,4.2082,1.2871e-05,0.36520590166999994,False
MSR1,0.08786538,3.8014,7.1938e-05,0.334011455532,False
MCOLN3,0.22116593,1.1883,0.11736,0.262811474619,False
FCAMR,0.09777286,2.4087,0.0080048,0.23550548788200001,False
NGF,0.03315207,5.2015,9.8853e-08,0.172440492105,False
KRTAP5-1,0.046800595,3.3524,0.00040062,0.156894314678,False
OR4D10,0.18470351,0.82378,0.20503,0.15215505746779998,False
TEKT2,0.029682398,4.7374,1.0825e-06,0.14061739228519998,True
GABRR3,0.07039771,1.925,0.027114,0.13551559175,False
RLN1,0.08940781,1.4686,0.070966,0.131304309766,False
CCL23,0.25154397,0.51183,0.30438,0.1287477501651,False
GHSR,0.1459982,0.86778,0.19276,0.126694317996,False
SNTG2,0.04077116,3.0271,0.0012347,0.123418378436,False
KCNS3,0.025262667,4.8609,5.8441e-07,0.1227992980203,False
TM6SF2,0.01777885,6.7792,6.0442e-12,0.12052637992,False
CALB1,0.07070532,1.6213,0.052476,0.114634535316,False
CEACAM18,0.2491691,0.45828,0.32338,0.11418921514800001,False
SLC25A47,0.12710302,0.89571,0.1852,0.11384744604420001,False
MC5R,0.06313353,1.7718,0.038212,0.11185998845399998,False
CMTM8,0.037798926,2.9543,0.0015667,0.11166936708179999,False
BCL11B,0.017054541,6.5211,3.489e-11,0.1112143673151,True
NXPH2,0.043271165,2.5478,0.0054205,0.110246274187,False
TRPC4,0.018772481,5.8463,2.5131e-09,0.10974955567030001,False
SPINT3,0.039238427,2.7673,0.0028265,0.1085844990371,False
FURIN,0.0139411865,7.7496,4.6074e-15,0.1080386189004,True
NUDT1,0.01587526,6.7787,6.0637e-12,0.10761362496199998,False
PTGIS,0.019282563,5.5613,1.3385e-08,0.1072361176119,True
