gene,gwas_zstat,gwas_p,upper_sst_spec,deep_sst_spec,total_sst_spec,upper_fraction,upper_gwas_score,is_scz_gwas
POC5,1.4247,0.077126,0.0326167481,0.0446855966,0.08649413880000001,0.37709778434142865,0.046469081018070006,False
PCDHGC5,1.7874,0.036933,0.0259899676,0.0414616022,0.07286631929999998,0.3566801212093062,0.046454468088240004,False
TTLL7,0.77763,0.21839,0.059716542000000004,0.0743146625,0.15032760950000001,0.3972426768350893,0.04643737455546001,False
ALG10B,0.93458,0.175,0.0496705603,0.059744689700000006,0.12410660840000001,0.40022494321905905,0.046421112245174,False
SNAP29,1.0241,0.15289,0.0453076416,0.0592837609,0.1160072521,0.3905587002521543,0.046399555762559996,False
MAN2B1,0.86202,0.19434,0.0538152999,0.0541062256,0.1209454932,0.44495498324198823,0.046389864819798,False
NOL9,0.94163,0.17319,0.04926214990000001,0.06814603300000001,0.1327903908,0.37097676724361306,0.046386718210337005,False
PNPLA7,0.873,0.19133,0.053124824699999997,0.0746670657,0.1469637364,0.3614825398519196,0.0463779719631,False
GNPDA2,0.81535,0.20744,0.056880269500000004,0.0694560856,0.1412456351,0.40270461780804445,0.04637732773682501,False
CPEB2,0.76211,0.223,0.060853117799999995,0.0699413758,0.15034283959999997,0.40476232830179965,0.046376769606557997,False
DHRS7,0.96513,0.16724,0.04804443630000001,0.0588368119,0.1197902326,0.4010714000400063,0.04636912680621901,False
METTL2B,0.78285,0.21686,0.059196458599999995,0.07412406559999998,0.15235993420000002,0.38853035025792226,0.046341947615009996,False
FAM163B,1.0534,0.14608,0.043982078099999995,0.0685513085,0.13135527460000002,0.3348329805097906,0.04633072107053999,False
TIGD7,1.1522,0.12461,0.0401825454,0.05752909900000001,0.110389407,0.364007258413844,0.046298328809879996,False
DHCR24,1.3979,0.081075,0.03311163550000001,0.0747711459,0.1351557674,0.24498869812935567,0.04628675526545001,False
GUCY1A2,1.3625,0.086516,0.033971847799999996,0.0573549974,0.1102516982,0.30812992774382497,0.0462866426275,False
PLA2G10,0.75308,0.2257,0.061457679200000004,0.042501438,0.11959224460000001,0.5138935171386523,0.046282549051936,False
ARSG,0.72208,0.23512,0.0640844717,0.0643114926,0.1456613173,0.4399553216178418,0.046274115325136006,False
LRRC45,0.76578,0.2219,0.060427362299999995,0.07197309199999999,0.14430020629999998,0.4187614408143781,0.046274065502093994,False
DDX17,0.97358,0.16513,0.0475211967,0.0598300244,0.12116893110000002,0.3921896171616883,0.046265686683185994,False
ZNF791,0.84771,0.1983,0.0545768133,0.061929895400000004,0.128177806,0.42578988518495936,0.046265310402542996,False
PDZD3,1.4514,0.07333,0.031875607,0.05744178,0.089317387,0.3568802007161271,0.046264255999800004,False
GORAB,1.0944,0.13689,0.0422634528,0.0683966738,0.1242138246,0.3402475765970417,0.046253122744319995,False
WASF3,0.80989,0.209,0.0571024153,0.10988093900000001,0.18381820779999997,0.3106461323033311,0.046246675127317,False
CDKN2C,1.8068,0.035393,0.025585946,0.0278101488,0.05866388629999999,0.4361447495850612,0.0462286872328,False
CD5,1.0322,0.15098,0.0447668754,0.06640289099999999,0.1165708241,0.3840315597460034,0.046208368787880004,False
NPFF,1.2256,0.11017,0.0376445637,0.0545026926,0.10489075390000001,0.35889306063992354,0.04613717727072,False
ACIN1,0.92801,0.1767,0.0496949124,0.0612024105,0.1246916809,0.3985423248873694,0.046117375656324,False
MYO18B,1.3704,0.085281,0.0336522175,0.0478930589,0.09292393160000001,0.3621480163458774,0.046116998862,False
SYNJ1,0.80342,0.21087,0.0573832885,0.07809076499999999,0.15242538949999998,0.3764680456991714,0.04610288164667,False
RAB3GAP2,0.95294,0.17031,0.048373663,0.06844830939999999,0.1317460807,0.3671734501928147,0.04609719841922,False
SEC14L6,2.321,0.010144,0.0198576223,0.030479106500000002,0.1235013068,0.16078876260117433,0.0460895413583,False
AP2A1,0.87213,0.19157,0.052846995699999996,0.0631218752,0.12983779959999997,0.4070231924971717,0.046089450359840994,False
BEGAIN,2.1944,0.014102,0.02099164713,0.0535646404,0.08913915722999999,0.23549299524827919,0.046064070462072,False
IGF1,0.45091,0.32603,0.102110977,0.0861713212,0.21245854420000002,0.48061600621661416,0.04604286063907,False
NEK5,1.0513,0.14656,0.0437916577,0.0638278618,0.12224961349999999,0.3582151014326111,0.046038169740009995,False
TTF2,1.327,0.092251,0.0346867744,0.054318919800000004,0.09811258540000001,0.35354051937968806,0.0460293496288,False
ZNF709,1.0521,0.14638,0.043748906,0.07309337529999999,0.1312778513,0.3332542814097689,0.046028224002599996,False
EXD2,0.87194,0.19162,0.052787364100000005,0.06969215449999999,0.1392681776,0.3790339258377716,0.04602741425335401,False
PCDH12,1.3829,0.083352,0.033280601,0.0483550448,0.0872693283,0.38135507226082316,0.0460237431229,False
CLK1,0.98099,0.1633,0.04690529,0.05958587640000001,0.12207681699999999,0.38422766216127674,0.0460136204371,False
GPR84,2.4968,0.0062667,0.018426978,0.0430206155,0.06569279,0.28050228952066125,0.0460084786704,False
PTTG1IP,1.6479,0.049684,0.027916479,0.0473927873,0.08880595529999999,0.31435368163873584,0.0460035657441,False
GLB1L3,1.4676,0.071111,0.0313353849,0.0792654861,0.127405775,0.24594948619872214,0.04598781087924,False
ALKBH1,0.89588,0.18516,0.0513182287,0.067781999,0.1355233401,0.3786670890942718,0.045974974727756,False
RAB11FIP3,0.77183,0.22011,0.0594913025,0.0672909494,0.1426304975,0.4171008553062083,0.045917172008575,False
STRADB,1.1658,0.12185,0.0393857567,0.05759766920000001,0.1093702659,0.3601139338548504,0.04591591516086,False
NIPBL,0.97303,0.16527,0.047182603,0.0596332069,0.1193690895,0.39526650657748374,0.04591008819708999,False
CPS1,1.8784,0.030164,0.0244387357,0.0728312443,0.10311993030000001,0.23699333027962682,0.04590572113888,False
OR51D1,0.69432,0.24374,0.066097856,0.06092560633,0.13538028833,0.488238404684745,0.04589306337792,False
UBR5,0.81089,0.20872,0.056553509099999996,0.0686641581,0.1399122138,0.40420709217596557,0.045858674994099,False
WDSUB1,0.82437,0.20487,0.0556233385,0.0784799075,0.14720491000000002,0.377863336895488,0.045854211559245,False
C16orf95,0.9246,0.17759,0.0495761476,0.0685717733,0.1339669719,0.3700624631346168,0.04583810607096,False
LYRM1,0.98993,0.1611,0.0463036414,0.0694465952,0.12972398870000001,0.35693969838594697,0.045837363731102,False
PPP1R27,2.1414,0.016121,0.021394668,0.029140221,0.07776666900000001,0.2751135965460986,0.0458145420552,False
VAMP2,0.96581,0.16707,0.047430315,0.0686861316,0.1285810836,0.3688747494736465,0.045808672530149995,False
B2M,1.1348,0.12824,0.0403571848,0.026108499799999994,0.0879151012,0.4590472427278512,0.04579733331104,False
CRYGD,2.1617,0.015321,0.0211840562,0.10133390119999999,0.16355050140000002,0.12952608532938437,0.04579357428754,False
COL17A1,1.2765,0.10089,0.03586882560000001,0.0374173167,0.0824050453,0.43527462996249344,0.04578655587840001,False
ABI2,0.85242,0.19699,0.053691984000000005,0.0674568561,0.1352953164,0.3968502785511059,0.04576812100128,False
RHOBTB1,1.7053,0.044071,0.026827025900000002,0.0402575425,0.0701289632,0.38253846450705836,0.045748127267270004,False
CCDC78,2.0147,0.021969,0.0227067208,0.0405456644,0.0704885118,0.32213363880381995,0.04574723039576,False
ADM2,0.52794,0.29877,0.08664099,0.017513385,0.104154375,0.8318516624961746,0.0457412442606,False
SLC9A5,1.2703,0.10198,0.03600549409999999,0.08391641420000001,0.13317193559999999,0.2703684822014406,0.04573777915522999,False
MYL12B,1.2028,0.11452,0.0380186044,0.054433831,0.10475342710000002,0.36293422995800007,0.045728777372320006,False
KIF7,1.5676,0.058482,0.02917060346,0.048294635030000005,0.08938237009000001,0.3263574621105686,0.045727837983896,False
OR2B11,0.72923,0.23293,0.0627052185,0.09126843359999999,0.16286313009999998,0.38501788871120324,0.04572652648675501,False
PPP1R16A,0.77874,0.21807,0.058717814699999996,0.055306273600000004,0.13629397329999998,0.4308173962377249,0.045725911019478,False
ZNF624,0.69662,0.24302,0.065630804,0.0859808293,0.17079009480000004,0.3842775781397364,0.04571973068248,False
FIZ1,0.9801,0.16352,0.0466255162,0.057875361199999996,0.11281936310000001,0.41327583243554045,0.04569766842762,False
TDRD9,2.9799,0.0014418,0.01531957477,0.0535326938,0.07483034587,0.20472409410767836,0.045650800857123,False
DYRK3,0.91481,0.18014,0.0498955528,0.0428325156,0.10472736440000001,0.4764328128169718,0.045644950656968,False
GNAS,0.98805,0.16156,0.0461764428,0.082723144,0.14457270349999998,0.3193994556517372,0.04562463430854,False
CD8A,0.77381,0.21952,0.058947310499999996,0.0802915508,0.1704884483,0.3457554519838984,0.045614018338005,False
EIF2S1,0.96837,0.16643,0.047101917400000005,0.0596399972,0.11961312789999999,0.3937855169156563,0.045612083752638005,False
ZNF773,0.85342,0.19671,0.05344446700000001,0.05970041400000001,0.1266748313,0.4219028077758332,0.045610577027140005,False
RP9,0.84288,0.19965,0.0541072248,0.075085022,0.1419054454,0.3812906872423657,0.045605897639424,False
TM2D1,0.99433,0.16003,0.045863417100000005,0.0588967263,0.1172480486,0.3911657178744722,0.045603371525043006,False
WDR66,1.2511,0.10545,0.0364441676,0.0672795506,0.11952555759999996,0.3049069030237263,0.045595298084360004,False
MRPL45,0.87675,0.19031,0.0520021816,0.0644395489,0.12920811280000002,0.4024683936100334,0.045592912717800006,False
QDPR,1.1413,0.12688,0.039945319300000004,0.06639036699999999,0.12049864129999999,0.33150016356242523,0.045589592917090006,False
GPAM,1.3272,0.09222,0.0343476192,0.04716067849999999,0.0936413544,0.36679968396527163,0.045586160202239996,False
RNF11,0.76189,0.22306,0.0598113407,0.0733393082,0.1499763519,0.39880514455959376,0.045569662365923,False
MFSD3,1.118,0.13178,0.0407537553,0.06150074619999999,0.11557040379999999,0.35263141738715637,0.045562698425400006,False
ZNF566,0.88149,0.18903,0.0516707343,0.06420317639999999,0.1294246593,0.39923407625304064,0.045547235578107,False
RAB11FIP1,0.90468,0.18282,0.050326713800000006,0.0908556688,0.1610702396,0.3124519707984591,0.045529571440584005,False
SHISA4,1.4353,0.075605,0.0317183252,0.0441142607,0.08761386289999999,0.3620240467676035,0.04552531215956,False
SVIP,0.88651,0.18767,0.0513363382,0.061816371800000006,0.12562492700000003,0.40864770572165177,0.045510177177682,False
PITPNM1,0.96293,0.16779,0.0472235871,0.0789046595,0.1405867939,0.33590343580628446,0.045473008726202996,False
VSIG10,1.0625,0.14401,0.0427795546,0.049786160600000004,0.1024560786,0.41754042497581983,0.0454532767625,False
FAM110B,0.53302,0.29701,0.085219007,0.0952812606,0.21376271759999999,0.39866169347390445,0.045423435111140005,False
ZNF841,0.98918,0.16129,0.0459117422,0.061193219300000004,0.1192109635,0.3851301998746114,0.045414977149396,False
MAP1S,1.0893,0.138,0.04168679580000001,0.061726949600000004,0.11485643740000002,0.36294696878696675,0.04540942666494001,False
AVEN,1.1979,0.11548,0.0379020688,0.09277591939999999,0.14489040420000002,0.26159129729310254,0.04540288821552,False
NEURL3,1.7394,0.040984,0.026100042900000002,0.0636388104,0.0906892401,0.28779646704747286,0.04539841462026001,False
ABCF2,0.92908,0.17642,0.0488469547,0.0645681624,0.12506995910000002,0.39055705344034125,0.045382728672676,False
MRPS35,0.96844,0.16641,0.04682343250000001,0.0598356606,0.1194111157,0.3921195462040224,0.04534568497030001,False
FBXO48,0.70099,0.24166,0.06466111050000001,0.07261020630000001,0.14695798550000003,0.43999725690306224,0.045326791849395004,False
FN3K,1.1111,0.13325,0.0407924746,0.0680027094,0.12086930269999997,0.33749242933292783,0.04532451852806,False
HTT,0.80903,0.20925,0.056018340800000004,0.075116863,0.14745894329999998,0.3798911042379619,0.045320518257424,False
CHSY3,1.5916,0.055739,0.028474315200000006,0.0654666284,0.10393530050000001,0.27396192692010357,0.045319720072320005,False
C8orf86,2.218,0.013279,0.020413308800000002,0.019974651099999997,0.055951391540000006,0.36484005559372723,0.0452767189184,False
VPS13A,1.1127,0.13291,0.0406895253,0.06144055069999999,0.11681135249999999,0.34833536663313613,0.04527523480131,False
PLEKHM2,0.97258,0.16538,0.04653038889999999,0.0797023495,0.14326796639999997,0.32477873504596627,0.04525452563636199,False
GCHFR,0.86457,0.19364,0.0523283859,0.0763742567,0.15546317759999995,0.3365966572138303,0.045241552597563,False
GOLGA4,0.7901,0.21473,0.057257205000000005,0.0624406928,0.1355916482,0.4222767829737172,0.045238917670500006,False
LAPTM4B,0.89719,0.18481,0.05038843199999999,0.056727236199999996,0.1224227332,0.41159375128213516,0.045207997306079994,False
KCNN3,5.3426,4.5823e-08,0.00846172612,0.01903889666,0.03552247428000001,0.23820767813924923,0.045207617968712005,False
SURF6,1.111,0.13329,0.0406823305,0.0527466449,0.10356207879999998,0.3928303774064451,0.045198069185500005,False
ATP6V0A4,1.2051,0.11409,0.037494631699999996,0.07400179870000001,0.1358564961,0.2759870361473278,0.04518478066167,False
KARS,0.9164,0.17973,0.049306539499999996,0.06122471509999999,0.12242127490000002,0.40276119931177085,0.045184512797799996,False
PLK1,0.83752,0.20115,0.0539497191,0.0706852394,0.147683923,0.36530529528254746,0.045183968740632005,False
HIBADH,0.87574,0.19058,0.0515844444,0.0684534377,0.1352979518,0.3812655233410562,0.045174561338855994,False
TMPRSS5,1.829,0.033699,0.0246869317,0.027203048700000003,0.056215612100000006,0.43914725425537077,0.0451523980793,False
SPICE1,1.1668,0.12164,0.0386885613,0.0577397656,0.11225873189999999,0.34463743394557267,0.045141813324840005,False
CHPT1,1.0453,0.14794,0.0431831751,0.06374021860000001,0.1223928614,0.35282429551892147,0.04513937293202999,False
FBXW2,0.84677,0.19856,0.0532823025,0.06734736,0.1346466909,0.3957193611209646,0.045117855287925,False
MTR,0.9242,0.17769,0.0487916648,0.0701250558,0.1368963491,0.35641319232230717,0.04509325660816,False
RNF141,0.88109,0.18914,0.0511617715,0.0584709096,0.12558212710000002,0.40739691770995645,0.045078125250935006,False
BHLHE41,2.1739,0.014857,0.020716445899999998,0.024994551,0.04939327840000001,0.4194183210969044,0.04503548174201,False
C8orf82,1.0259,0.15246,0.0438946214,0.0662388307,0.12560612649999997,0.3494624237138625,0.04503149209426,False
FAM53B,1.2661,0.10274,0.0355630788,0.0431759726,0.0909162642,0.39116300161396206,0.04502641406868,False
C9orf24,0.73998,0.22966,0.0608359326,0.0917493525,0.17011993709999998,0.3576061315155519,0.045017373405348,False
TMEM161A,0.95563,0.16963,0.047097157199999996,0.0604949145,0.11941948229999998,0.39438420174762395,0.04500745633503599,False
GUCY2D,1.8528,0.031955,0.02428764467,0.0863269632,0.13098420687,0.1854242221285895,0.045000148044576,False
RNASET2,0.48055,0.31542,0.0935804685,0.1405670575,0.26208971300000006,0.3570550992972394,0.044970094137675,False
SPSB2,0.92572,0.1773,0.0485311568,0.0480645138,0.10763696489999999,0.4508781610953804,0.044926262472896,False
DESI2,1.0174,0.15448,0.044154607400000004,0.08096839469999999,0.1367640914,0.3228523433893116,0.04492289756876001,False
DNAJC18,0.90964,0.1815,0.049371789699999995,0.0758560843,0.13862769190000002,0.3561466617767441,0.044910554782707994,False
AUP1,0.97519,0.16473,0.0460473618,0.0491825327,0.10891702450000001,0.4227746948779343,0.044904926753742,False
CCDC50,0.98209,0.16303,0.0457193994,0.0697182128,0.12939208419999998,0.3533400028500353,0.044900564956746,False
ALG3,1.001,0.1584,0.04484885980000001,0.056688216799999996,0.11435218280000001,0.39219942026327465,0.044893708659800004,False
PROKR2,0.20851,0.41741,0.215298448,0.013678035500000001,0.2744330981,0.7845207064694067,0.04489187939248,False
DDC,1.8526,0.031972,0.0242315917,0.10980342939999999,0.6624881210999998,0.03657664330609536,0.04489144678342,False
LETM1,1.089,0.13807,0.0412126505,0.05816629589999999,0.11188920050000001,0.36833448014493586,0.0448805763945,False
NUBPL,0.78683,0.21569,0.0570185507,0.06811164859999999,0.1397787872,0.40791991290077523,0.044863906247280996,False
MRPS17,0.96211,0.168,0.0466045966,0.0712392133,0.1250633644,0.37264787192947135,0.044838748434826,False
BLCAP,0.84705,0.19848,0.052923190200000005,0.060449989499999995,0.1330927067,0.39764155010606606,0.04482858825891,False
UCN2,1.8997,0.028735,0.023596663,0.10535688850000001,0.1453374615,0.1623577483496917,0.0448265807011,False
MRPL4,0.98912,0.1613,0.0453136091,0.05830439649999999,0.11392259860000001,0.39775786066031676,0.044820597032992,False
HNRNPM,0.96556,0.16713,0.0464103941,0.0599480446,0.11905552700000001,0.38982141585077357,0.044812020127196,False
ECHDC1,1.0392,0.14937,0.0431195077,0.0461684993,0.09923694069999998,0.43451065093142277,0.04480979240183999,False
CITED2,1.3269,0.092265,0.0337238105,0.11167798100000001,0.15630446489999997,0.21575717956346113,0.04474812415245,False
SLC34A3,1.1601,0.123,0.038565874,0.022205716,0.06077159,0.6346036692474231,0.044740270427399996,False
H2AFJ,2.0939,0.018133,0.0213627749,0.0149381891,0.04056554240000001,0.5266236721143902,0.04473151436311,False
FXR2,0.79905,0.21213,0.05597337610000001,0.0809269325,0.15420641459999998,0.362976963346115,0.044725526172705005,False
MXD4,1.3671,0.085803,0.0327138144,0.0464689185,0.0906260659,0.36097577529292263,0.04472305566624,False
JAK3,0.889,0.187,0.0503044507,0.0856989397,0.1540908524,0.32645968217124355,0.044720656672300005,False
NOL4L,1.2864,0.099143,0.0347596056,0.05980032600000001,0.10852702189999999,0.3202852616008254,0.04471475664384,False
PARVG,2.4515,0.0071128,0.0182394379,0.0347356238,0.062499943100000004,0.2918312720831901,0.04471398201184999,False
DHX36,0.94184,0.17314,0.0474622246,0.0643898674,0.12452105769999998,0.381158219153161,0.044701821617264,False
C1orf167,1.4316,0.076124,0.0312188174,0.0738207494,0.11520036279999998,0.27099582537078615,0.044692858989840004,False
HDGF,0.79512,0.21327,0.056196005099999995,0.0657465619,0.13580462780000002,0.4138003690327848,0.044682567575112,False
SERPINA10,0.427,0.33469,0.10462234499999999,0.14452084,0.263366301,0.39725031107909275,0.044673741314999994,False
GPR68,0.88782,0.18732,0.050314552500000005,0.06314538889999999,0.1339598939,0.37559415012346475,0.044670266000550005,False
EDC3,0.77331,0.21967,0.0577597124,0.07022688070000001,0.1447262561,0.399096293626848,0.044666163196044,False
PTP4A1,1.879,0.030124,0.0237673447,0.0650127106,0.1014993543,0.23416252116985145,0.0446588406913,False
OR4K17,1.1379,0.12758,0.03924177,0.1057709081,0.1661686051,0.23615634238720584,0.044653210083,False
ACAP2,1.0379,0.14966,0.0430176486,0.0501554527,0.10645757810000002,0.40408254036731645,0.04464801748194,False
INPP1,1.1808,0.11884,0.037809384300000005,0.056136729200000006,0.10571913119999998,0.35763994530443144,0.04464532098144001,False
STK32C,1.2459,0.1064,0.0358326028,0.04634875459999999,0.09196178019999997,0.3896466849822902,0.04464383982852,False
GLIS3,2.2722,0.011538,0.0196446126,0.0655086438,0.09020744130000002,0.21777153100561333,0.04463648874972,False
LRIT3,0.90163,0.18363,0.049420903800000006,0.0719879898,0.14462929789999998,0.3417074169451528,0.04455936949319401,False
GJD2,4.5078,3.2745e-06,0.0098798581,0.08813906229999999,0.1017420589,0.09710692123609069,0.044536424343179996,False
PEX1,0.69613,0.24317,0.063938212,0.0659144356,0.14489233260000003,0.44128085215186863,0.04450930751956,False
GHRHR,1.1154,0.13234,0.0398974132,0.1076662705,0.15387787609999995,0.259279723708118,0.04450157468328,False
PPIL4,1.0505,0.14675,0.042361641699999994,0.057442224199999996,0.11240004020000001,0.376882798481419,0.044500904605849996,False
ZNF837,1.2064,0.11383,0.0368823135,0.053647216799999994,0.10270521479999999,0.35910847927071377,0.044494823006399994,False
SMIM23,0.42611,0.33501,0.10437363,0.071286788,0.17566041799999998,0.5941784221417485,0.044474647479299995,False
RTL1,0.96859,0.16638,0.0459080538,0.07276632369999998,0.1358890805,0.3378347519247509,0.044466081830142,False
CCNI2,1.3349,0.090958,0.033305355499999995,0.0534648488,0.0906366547,0.3674601143459898,0.04445931905694999,False
TATDN3,0.80675,0.20991,0.05508595249999999,0.068029309,0.1395067925,0.394862153396581,0.044440592179374995,False
MIEN1,1.4928,0.067747,0.0297598299,0.04958989640000001,0.0887938533,0.3351564189860426,0.044425474074719994,False
TP53BP2,3.2867,0.00050678,0.013515250999999999,0.0213015874,0.0401143753,0.3369178978589254,0.0444205754617,False
ZFP1,0.90099,0.1838,0.0493001293,0.0662982493,0.12941069100000002,0.380958705336022,0.044418923498007,False
WDR87,0.5693,0.28458,0.07802078800000001,0.0892050389,0.1782591254,0.4376818736484164,0.044417234608400004,False
UNC13D,1.6626,0.048199,0.026711444799999998,0.02108248347,0.054094222670000004,0.4937947803215932,0.04441044812448,False
C9orf78,0.90913,0.18164,0.0488409636,0.0668894595,0.1290788045,0.37838097268711535,0.044402785237668004,False
TTLL9,1.2884,0.098803,0.03446247,0.052810647,0.10007527969999998,0.3443654627127663,0.044401446348,False
MED10,1.0942,0.13692,0.0405692395,0.06216792300000001,0.11996160089999999,0.33818521256496503,0.0443908618609,False
EIF4EBP1,1.9194,0.027469,0.0231262722,0.0459759423,0.08438251749999999,0.2740647338472688,0.04438856686068,False
RSRC1,0.89978,0.18412,0.0493201445,0.0646515283,0.12800042960000002,0.38531233570172324,0.04437727961821,False
RIN1,1.2347,0.10847,0.0359394252,0.0626423734,0.10734537700000003,0.33480179775231483,0.04437440829444,False
CDON,0.76304,0.22272,0.05814185129999999,0.08771490800000001,0.1691522573,0.34372495069269166,0.044364558215952,False
KDM5A,0.88631,0.18773,0.050036352,0.06106604269999999,0.12427348319999999,0.40263096126044695,0.04434771914112,False
MRPS15,1.0667,0.14306,0.041568054900000005,0.06360548440000001,0.1174829228,0.35382210375174633,0.044340644161830006,False
MOCS3,0.94983,0.1711,0.0466711281,0.0592546093,0.1172817014,0.39794040794841334,0.044329637603223,False
AGPAT5,0.84416,0.19929,0.052508354199999996,0.0685474005,0.135415195,0.38775821428311646,0.044325452281472,False
SIVA1,0.90446,0.18287,0.048979879999999996,0.0638673471,0.1211984145,0.40412970913905805,0.0443003422648,False
ATP1A3,0.65058,0.25766,0.068067184,0.07569418630000001,0.1582683173,0.4300746047042228,0.044283148566720006,False
GPR157,1.8984,0.028822,0.023321939200000003,0.0483276654,0.08498562910000002,0.27442215168587836,0.04427436937728001,False
ALDH18A1,1.0085,0.1566,0.043874835699999996,0.07037203669999999,0.1296884154,0.3383095981601453,0.04424777180344999,False
UROC1,1.4757,0.070008,0.0299754872,0.0130672657,0.04606696009999999,0.6506938407685383,0.04423482646104,False
SMAD1,1.1717,0.12066,0.0377397601,0.0835031495,0.1321709379,0.2855375069559826,0.044219676909169996,False
CTSD,1.1119,0.13308,0.0397435047,0.0578690874,0.1106920578,0.3590456758136084,0.04419080287593,False
MTHFR,1.0798,0.14013,0.0409014946,0.06676334589999999,0.1222626172,0.3345380259044544,0.04416543386908,False
ATP6V1D,0.91364,0.18045,0.048333419,0.06774034329999999,0.1306745683,0.36987624775646577,0.04415934493516,False
SLCO4A1,1.0941,0.13695,0.0403517524,0.06267020150000001,0.11618060870000001,0.34731916841816307,0.04414885230084001,False
GDF5,0.79292,0.21391,0.0556778833,0.0740782325,0.1616912808,0.3443468505198457,0.044148107226236,False
ADGRL1,0.68001,0.24825,0.064918862,0.07711431249999999,0.157665687,0.41175009753390407,0.04414547534862,False
CCDC97,1.3047,0.096001,0.0338341037,0.0595213266,0.10649045,0.3177196049035383,0.04414335509739,False
PLEKHG3,1.7543,0.039693,0.025161462600000004,0.02058419186,0.05333797976000001,0.4717363258454242,0.04414075383918001,False
RUSC1-AS1,1.7101,0.043628,0.0258105692,0.0378234381,0.0852568381,0.30273899167743124,0.04413865438892,False
MRPL12,1.1018,0.13528,0.0400525031,0.05581490879999999,0.10419490290000001,0.38439983132802547,0.044129847915579994,False
MYL2,1.5714,0.058042,0.028072577,0.12745216199999998,0.155524739,0.18050232509954575,0.0441132474978,False
RLF,0.8789,0.18973,0.0501846775,0.0667363074,0.13117779919999997,0.38256989983103795,0.04410731305475,False
CMTR2,1.2583,0.10414,0.035052562499999995,0.0408868488,0.08817812469999999,0.39751993614352743,0.044106639393749994,False
SRD5A3,0.65096,0.25754,0.067747482,0.085947148,0.16915658479999998,0.4005015948985984,0.04410090088272,False
SNX11,1.2499,0.10567,0.035279719200000004,0.0562486596,0.10316767760000002,0.34196484810665156,0.044096121028080006,False
CACNA1H,1.5771,0.057384,0.0279592406,0.0665726819,0.1062920638,0.26304165711382116,0.04409451835026,False
SCUBE3,0.95248,0.17043,0.046268217900000005,0.05194937630000001,0.11456899089999999,0.40384590574237145,0.044069552185392005,False
ZNF555,0.78386,0.21656,0.05620528319999999,0.061734384700000006,0.1334444896,0.421188490948374,0.04405707328915199,False
ACSM2B,1.5189,0.064398,0.0289849,0.117890276,0.157857765,0.18361402747593694,0.04402516461,False
MYADML2,0.70285,0.24107,0.0626288549,0.11132295950000001,0.18618478000000005,0.33638009992009005,0.044018690666465,False
ALKBH2,1.102,0.13523,0.0399265258,0.04582785960000001,0.0953937641,0.41854440043004865,0.04399903143160001,False
SH2B2,0.68558,0.24649,0.0641652842,0.0913625486,0.17424541980000002,0.36824660455149594,0.043990435541836,False
ZNF331,0.88689,0.18757,0.0495517358,0.0730639372,0.139641429,0.35484981896024564,0.043946938963662,False
TOR3A,1.4794,0.069513,0.0297025296,0.059986581100000005,0.10087900139999999,0.2944371889866864,0.04394192229024,False
PHTF2,0.8898,0.18679,0.049362393100000006,0.08608853949999999,0.14682578609999997,0.33619702922196726,0.04392265738038001,False
CCDC178,0.52708,0.29907,0.0832906048,0.1040591308,0.19461336280000002,0.42797988587040636,0.043900811977984,False
MED16,1.0471,0.14752,0.041907125999999996,0.0669465744,0.12465474080000001,0.33618557730778253,0.04388095163459999,False
INPP5F,0.73384,0.23152,0.059789271899999996,0.104554896,0.18486853490000002,0.3234150794365385,0.043875759291096,False
PRPF4,1.0227,0.15321,0.042884468700000004,0.06322963679999999,0.11650358280000002,0.36809570718197687,0.043857946139490005,False
ROR1,1.2299,0.10936,0.03563666544,0.011668081490000001,0.08046215592999999,0.44289970891412583,0.043829534824656,False
INTS12,1.028,0.15198,0.042631578700000006,0.0530300339,0.11055056599999999,0.38562967375490426,0.043825262903600004,False
NOA1,0.67235,0.25068,0.065174571,0.0681079778,0.1479164022,0.4406176058276247,0.04382012281185,False
HINT2,1.1879,0.11744,0.0368805842,0.0565672159,0.10666574270000001,0.34575847189971326,0.043810445971179994,False
PXN,1.4909,0.067997,0.029377209600000002,0.034627968099999996,0.07266492649999998,0.40428320807563206,0.04379848179264,False
PEX13,0.78195,0.21712,0.0559939926,0.060881504200000006,0.1311890392,0.4268191377988231,0.04378450251357,False
BNIP3,1.0902,0.13782,0.0401498529,0.0554019535,0.10632717679999999,0.3776066863462512,0.04377136963158,False
UNC5CL,1.4258,0.076966,0.030690950600000003,0.0330225618,0.07453441104000001,0.4117688752317268,0.04375915736548,False
ZNF263,0.89644,0.18501,0.048783004600000006,0.0722436594,0.1350015547,0.36135142819951543,0.04373103664362401,False
UQCC3,0.74104,0.22934,0.058943838900000003,0.07660188270000001,0.1494762003,0.3943359463359332,0.043679742378456,False
PHF11,1.1765,0.11969,0.0371212296,0.07299533999999999,0.13067254009999998,0.284078273611213,0.043673126624400004,False
EHBP1L1,2.0046,0.022503,0.0217848005,0.028097797400000003,0.05485059099999999,0.39716619461766606,0.043669811082299996,False
HNMT,0.36378,0.35801,0.120037332,0.04491656630000001,0.1918711688,0.6256142220362604,0.04366718063496,False
PIK3CD,0.54843,0.2917,0.07961118749999999,0.11546511699999999,0.22552980549999993,0.35299630274367444,0.04366116356062499,False
ZNF862,1.132,0.12881,0.038565060899999996,0.0557253725,0.1052365687,0.3664606455379421,0.043655648938799994,False
