gene,spearman_rho,pval,n_expressing,pval_fdr,abs_rho
NGLY1,-0.23219187902678093,0.0069415995123792455,117,0.19347278218776345,0.23219187902678093
VTRNA1-3,-0.23216799489912662,0.006947558839016918,27,0.19347278218776345,0.23216799489912662
AQP1,-0.23214763577599254,0.0069526422282021804,20,0.19347278218776345,0.23214763577599254
PRMT2,-0.23197840079893517,0.00699502583106826,122,0.1944297408427556,0.23197840079893517
GABRR1,-0.23192756690443386,0.0070078015113070645,40,0.19456248921974784,0.23192756690443386
TCHP,0.23186754683573912,0.007022912545155615,108,0.1947596989860088,0.23186754683573912
LOC105375483,-0.23178079958550105,0.007044803699934095,42,0.19504968951886872,0.23178079958550105
TBCE,-0.23173312059177895,0.0070568615388656355,118,0.19504968951886872,0.23173312059177895
TLR1,0.23173087916329232,0.0070574288383127536,46,0.19504968951886872,0.23173087916329232
COL9A1,-0.23162077405142475,0.0070853460262276366,55,0.19549514829578116,0.23162077405142475
ZNF777,-0.23157958491018843,0.007095814711867152,64,0.19549514829578116,0.23157958491018843
IGF2BP2,-0.23157232582097267,0.0070976611136538284,67,0.19549514829578116,0.23157232582097267
HSBP1L1,0.23151678781783983,0.007111801723236973,70,0.19564237244705834,0.23151678781783983
TP63,-0.23148818297353266,0.007119094593793292,59,0.19564237244705834,0.23148818297353266
LOC101927759,0.23139808492541916,0.007142108691980188,60,0.19596349516986092,0.23139808492541916
RSPO3,0.23137938144609912,0.007146894462220576,83,0.19596349516986092,0.23137938144609912
LOC105374199,-0.23134321503876967,0.00715615664783094,11,0.1959964930539373,0.23134321503876967
NIPAL3,-0.2312941875805017,0.007168729543921626,90,0.19609086404503193,0.2312941875805017
TP53I3,0.23124065823871467,0.007182479310294004,31,0.19609086404503193,0.23124065823871467
TRPM3,-0.23123555980507274,0.007183790134621251,110,0.19609086404503193,0.23123555980507274
MMP17,0.23115665729802717,0.007204103312274364,77,0.19642488414554352,0.23115665729802717
