specimen_id,donor,brain_region,cortical_layer,subclass_scANVI,subclass_conf_scANVI,supertype_scANVI,supertype_conf_scANVI,sag,tau_ms,figure_exemplar
760677048,H18.03.317,TemL,5_6,Sst,0.9997838139533995,Sst_1,0.5493968725204468,0.071479104,28.333258999999998,False
797048104,H18.06.371,MTG,5,Sst,1.0,Sst_1,0.9999996423721312,0.035901506,50.156975,True
873805878,H19.06.355,MTG,5_6,Sst,0.9999927282333374,Sst_1,0.9999045133590698,0.277844965,44.323648,False
893412652,H19.03.314,MTG,5,Sst,1.0,Sst_1,0.9999631643295288,0.09047351,39.632723,False
893455915,H19.03.314,MTG,6,Sst,1.0,Sst_1,0.8245297074317932,0.139679492,28.267112,False
910352585,H19.03.316,PaCG,5_6,Sst,1.0,Sst_1,0.9999994039535522,0.140155375,23.102520000000002,False
914712108,H19.06.360,FroL,6,Sst,0.9875749945640564,Sst_1,0.999998927116394,0.137417495,20.977246,False
1026553729,H20.26.402,FroL,5,Sst,1.0,Sst_1,0.9979944229125975,0.02425506,29.212959,False
1067628255,H20.03.310,CgGr,6,Sst,0.999968647956848,Sst_1,0.999696969985962,0.099559493,30.868998,False
1069738388,H20.26.412,AOrG,4,Sst,0.9997212290763856,Sst_1,0.9959533214569092,0.051727932,28.93349,False
1076094187,H21.26.401,MTG,5,Sst,0.9999979734420776,Sst_1,0.998598039150238,0.163499728,27.055898,False
868073962,H19.03.311,TemL,5,Sst,1.0,Sst_10,1.0,,,False
893605869,H19.03.314,MTG,5,Sst,1.0,Sst_10,0.9911202788352966,,,False
893606027,H19.03.314,MTG,5,Sst,0.9999818801879884,Sst_10,0.861413300037384,0.310001105,26.343508,False
819191383,h19.03.002,MTG,2,Sst,0.9995383024215698,Sst_11,0.8507242202758789,0.369077325,25.70743,False
819891764,H19.03.004,TemL,2,Sst,0.9993910789489746,Sst_11,0.5560697317123413,0.318321496,24.407242,False
851826399,H19.03.307,SFG,2,Sst,1.0,Sst_11,0.9999903440475464,0.274347395,14.168718,False
855973761,H19.03.309,SFG,3,Sst,0.9873484373092652,Sst_11,0.5177280902862549,0.341078281,9.406601,False
1037916856,H20.03.305,MTG,4,Sst,0.9932457804679872,Sst_11,0.8452800512313843,0.287440002,11.229801,False
1069242387,H20.26.411,SFG,3,Sst,0.9954496026039124,Sst_11,0.938306987285614,0.395229757,16.39916,False
875493779,H19.06.355,MTG,6,Sst,1.0,Sst_12,0.9999974966049194,0.130097523,73.869612,False
960863748,H19.26.405,MFG,5_6,Sst,0.9999998807907104,Sst_12,0.9981811046600342,0.113921501,42.282657,False
1005669099,H20.03.303,MTG,6,Sst,0.999972939491272,Sst_12,0.999945878982544,0.190375656,48.134512,False
1005674411,H20.03.303,MTG,5,Sst,1.0,Sst_12,0.7840180993080139,0.127520397,21.993436000000003,False
1037666387,H20.03.305,MTG,6,Sst,0.9999970197677612,Sst_12,0.9973958730697632,0.166402727,43.884122999999995,False
1037700641,H20.03.305,MTG,5,Sst,0.9999942779541016,Sst_12,0.9972213506698608,0.181773782,46.637252999999994,False
1059241121,H20.26.409,ParL,6,Sst,1.0,Sst_12,0.9999890327453612,0.09247835,33.857357,False
1059710235,H20.26.408,MTG,5,Sst,1.0,Sst_12,0.9999984502792358,0.063796997,52.282492,False
1065914798,H20.03.310,CgGr,5,Sst,1.0,Sst_12,0.9302260279655457,,,False
868106617,H19.03.311,TemL,5,Sst,1.0,Sst_13,0.9999994039535522,0.075989127,33.872367,False
893758012,H19.03.314,MTG,5,Sst,1.0,Sst_13,0.9997935891151428,0.260007024,31.839900999999998,False
906709265,H19.03.315,TemL,3,Sst,1.0,Sst_13,0.999961256980896,0.501820385,36.47787,False
906766526,H19.03.315,TemL,4,Sst,1.0,Sst_13,0.981586754322052,0.160294563,19.690106,False
1065922963,H20.03.310,CgGr,3,Sst,1.0,Sst_13,0.9949368238449096,0.276024431,38.268119000000006,False
832691277,H19.03.305,MTG,4,Sst,1.0,Sst_19,1.0,0.300749749,18.661914000000003,False
855488261,H19.03.308,ITG,5,Sst,0.9999992847442628,Sst_19,0.7230504155158997,0.050148033,25.983777999999997,False
868145983,H19.03.311,TemL,5,Sst,1.0,Sst_19,0.5444433689117432,0.107147522,25.877323,False
889787076,H19.03.314,MTG,4,Sst,1.0,Sst_19,0.9999842643737792,0.205498517,25.157212,False
1069676443,H20.26.412,AOrG,3,Sst,1.0,Sst_19,0.999104917049408,0.300321281,42.602537000000005,False
1069706722,H20.26.412,AOrG,3,Sst,0.9999997615814208,Sst_19,0.9305534362792968,0.247371316,41.211013,False
728418445,H18.29.127,SPL,2,Sst,0.989594340324402,Sst_2,0.4004569947719574,,,False
819116654,h19.03.002,MTG,3,Sst,0.9999998807907104,Sst_2,0.917066216468811,0.428155214,18.374872,False
852537511,H19.03.307,SFG,5_6,Sst,1.0,Sst_2,0.9189889430999756,0.304844439,26.604775,False
856304468,H19.03.309,SFG,3,Sst,0.967319905757904,Sst_2,0.9999955892562866,0.230947122,21.411337,False
910352713,H19.03.316,PaCG,2,Sst,0.5736315846443176,Sst_2,0.8329561948776245,0.17955175,7.5130099999999995,False
928357681,H19.03.318,MTG,3,Sst,0.9999212026596068,Sst_2,0.447435200214386,0.278051555,27.829351,False
937468024,H19.03.320,MTG,3,Sst,0.928906500339508,Sst_2,0.9993658661842346,0.40659672,7.346582,False
1037668805,H20.03.305,MTG,5,Sst,0.9979422688484192,Sst_2,0.913975715637207,0.097459652,41.666716,False
717044970,H18.26.404,MTG,3,Sst,1.0,Sst_20,0.8371855020523071,0.608124554,17.265579,False
1001482602,H20.03.301,MTG,3,Sst,1.0,Sst_20,0.9993021488189696,0.144244179,15.459557,False
1079568285,H21.03.302,MTG,2,Sst,0.9934159517288208,Sst_20,0.858974039554596,0.281600952,33.621314999999996,False
819219148,h19.03.002,MTG,3,Sst,1.0,Sst_22,0.9781770706176758,0.292970806,19.894241,False
855884510,H19.03.308,ITG,2,Sst,0.9999939203262328,Sst_22,0.9957846999168396,0.409787387,24.032022,False
894528079,H19.03.314,MTG,3,Sst,0.9995902180671692,Sst_22,0.9872120022773744,0.509011567,27.874115,False
907585117,H19.03.316,PaCG,3,Sst,1.0,Sst_22,0.9899296164512634,0.363064945,27.399535999999998,True
925319497,H19.03.318,MTG,5,Sst,0.9990500807762146,Sst_22,0.8331112265586853,0.316343129,35.025102000000004,False
1001520358,H20.03.301,MTG,3,Sst,0.9999998807907104,Sst_22,0.9994164705276488,0.311222523,19.063509,False
1002953846,H20.03.302,MTG,3,Sst,1.0,Sst_22,0.5180448293685913,0.395454258,22.195895,False
681573981,H18.29.124,ITG,3,Sst,0.9999947547912598,Sst_23,0.9999493360519408,,,False
759960718,H18.28.026,TemL,2,Sst,1.0,Sst_23,0.968319833278656,,,False
848629140,H19.06.352,MTG,3,Sst,0.9999737739562988,Sst_23,0.4995036423206329,,,False
848653390,H19.06.352,MTG,2,Sst,0.999998927116394,Sst_23,0.9999957084655762,0.376351684,20.78792,False
855465998,H19.03.308,ITG,2,Sst,0.9999990463256836,Sst_23,0.9196731448173524,0.360916495,16.310074,False
873817757,H19.06.355,MTG,3,Sst,1.0,Sst_23,0.9739239811897278,0.386188537,21.051236,False
893714311,H19.03.314,MTG,3,Sst,0.9995087385177612,Sst_23,0.397474467754364,0.520933568,18.014464,False
954180988,H19.06.362,TemL,3,Sst,0.9974638223648072,Sst_23,0.994994342327118,0.201285675,9.720941999999999,False
967517108,H19.26.407,AOrG,5,Sst,0.9758196473121644,Sst_23,0.4710492491722107,0.228040859,21.042370000000002,False
1003299699,H20.03.302,MTG,2,Sst,1.0,Sst_23,0.9986440539360046,,,False
1005683610,H20.03.303,MTG,3,Sst,1.0,Sst_23,0.4243159890174866,0.352707118,14.690861,False
1036864801,H20.03.305,MTG,5,Sst,1.0,Sst_23,0.7246687412261963,0.332234681,22.299405,False
1059677200,H20.26.408,MTG,2,Sst,0.9999980926513672,Sst_23,0.9986876845359802,0.478190035,42.959421999999996,False
1072170652,H20.06.356,SFG,3,Sst,0.9999691247940063,Sst_23,0.6946526169776917,0.334808141,23.119049999999998,False
1086233130,H21.03.304,ITG,2,Sst,0.999990701675415,Sst_23,0.9659439325332642,,,False
652080528,H17.06.015,TemL,3,Sst,0.9999641180038452,Sst_25,0.9999830722808838,0.558592796,17.743787,False
681546151,H18.29.123,TemL,3,Sst,0.9999957084655762,Sst_25,0.9999995231628418,,,False
689306781,H18.03.009,MTG,2,Sst,1.0,Sst_25,0.9981672763824464,0.376401275,22.859149,False
700858446,H18.03.012,PRG,3,Sst,0.7290034890174866,Sst_25,0.9126529693603516,0.371434569,20.451878,False
735000632,H18.03.314,MTG,2,Sst,0.9999977350234984,Sst_25,0.9636459946632384,,,False
766791643,H18.06.366,MTG,3,Sst,0.9999983310699464,Sst_25,0.9999979734420776,0.576013744,13.338109000000001,False
808920264,H18.29.135,SFG,3,Sst,0.9999995231628418,Sst_25,0.999996542930603,,,False
819194697,h19.03.002,MTG,3,Sst,1.0,Sst_25,0.9975728392601012,0.482347518,19.908756999999998,False
819770858,H19.03.004,TemL,2,Sst,0.9999997615814208,Sst_25,0.9999991655349731,0.564402938,12.946974,True
820022943,H19.03.004,TemL,3,Sst,0.9999994039535522,Sst_25,0.9999576807022096,,,False
847678482,H19.06.352,MTG,3,Sst,0.9999934434890748,Sst_25,0.999853491783142,0.391153246,20.174464,False
848656903,H19.06.352,MTG,2,Sst,0.9999996423721312,Sst_25,0.5517992377281189,0.434994489,21.240505,False
855775470,H19.03.308,ITG,2,Sst,0.9999974966049194,Sst_25,0.9999983310699464,0.451048285,20.254927,False
855783147,H19.03.308,ITG,2,Sst,0.9996271133422852,Sst_25,0.9999402761459352,0.464791656,17.759465,False
855827363,H19.03.308,ITG,2,Sst,1.0,Sst_25,0.999997854232788,0.389428645,26.856674,False
872139724,H19.03.311,TemL,3,Sst,0.9999542236328124,Sst_25,0.7089472413063049,0.538159847,9.604495,False
886367811,H19.06.356,TemL,3,Sst,0.9999896287918092,Sst_25,0.9999998807907104,0.386583894,15.067992,False
893647190,H19.03.314,MTG,2,Sst,0.9999997615814208,Sst_25,0.9999998807907104,0.481467903,15.446899,False
894198050,H19.03.314,MTG,6,Sst,0.999792754650116,Sst_25,0.9969925880432128,0.383152038,24.793261,False
894438630,H19.03.314,MTG,2,Sst,0.9999947547912598,Sst_25,0.9999948740005492,0.528876007,13.03286,False
894467531,H19.03.314,MTG,5,Sst,0.9999902248382568,Sst_25,0.9999939203262328,0.532860398,19.519703,False
894610619,H19.03.314,MTG,3,Sst,0.9999998807907104,Sst_25,0.999996781349182,0.543536842,15.449475000000001,False
925586664,H19.03.318,MTG,2,Sst,0.7784461975097656,Sst_25,0.9692174196243286,0.247305751,26.821771000000002,False
941707648,H19.06.361,TemL,2,Sst,0.9998084902763368,Sst_25,0.9950792789459229,0.420775801,21.481409,False
966553887,H19.06.363,OccL,3,Sst,0.9999046325683594,Sst_25,0.9999113082885742,0.560446322,10.802314,False
966905488,H19.06.363,OccL,2,Sst,0.9999994039535522,Sst_25,0.9999778270721436,0.572767794,12.439103,False
1001424628,H20.03.301,MTG,3,Sst,0.9999991655349731,Sst_25,0.9999889135360718,,,False
1001443352,H20.03.301,MTG,3,Sst,0.99999737739563,Sst_25,0.999975562095642,,,False
1002482616,H20.03.302,MTG,2,Sst,0.9992094039916992,Sst_25,0.8876429200172424,,,False
1002946758,H20.03.302,MTG,2,Sst,0.9999938011169434,Sst_25,0.9998806715011596,0.389544815,15.588780999999999,False
1002962250,H20.03.302,MTG,2,Sst,1.0,Sst_25,0.9994226694107056,0.455465406,13.998455,False
1002969911,H20.26.401,TemL,2,Sst,0.9999996423721312,Sst_25,0.9993938207626344,0.336675942,17.721647,False
1002995498,H20.26.401,TemL,3,Sst,1.0,Sst_25,0.9998890161514282,0.431251317,14.021571,False
1003259854,H20.03.302,MTG,2,Sst,1.0,Sst_25,0.9971377849578856,0.404576868,19.08734,False
1025615047,H20.26.402,FroL,2,Sst,0.9999933242797852,Sst_25,0.9999940395355223,,,False
1037452707,H20.03.305,MTG,3,Sst,0.9999996423721312,Sst_25,0.9989263415336608,0.412328333,11.42872,False
1037485766,H20.03.305,MTG,3,Sst,0.9999986886978148,Sst_25,0.99855774641037,0.464585245,10.829913,False
1040830966,H20.03.307,STG,3,Sst,0.999992847442627,Sst_25,0.999996781349182,0.448207051,21.913959000000002,False
1060105621,H20.26.409,ParL,3,Sst,0.9999629259109496,Sst_25,0.9959087371826172,0.426387936,21.805993,False
