gene,specificity,gwas_zstat,gwas_p,contribution,is_scz_gwas
UNCX,0.9371559,1.9313,0.026725,1.80992918967,False
LGALS9B,0.61246675,2.5131,0.0059845,1.539190189425,False
BOD1L2,0.2696185,1.9284,0.026903,0.5199323154,False
OR56A5,0.48074797,0.95549,0.16966,0.4593498778553,False
MSR1,0.09466973,3.8014,7.1938e-05,0.359877511622,False
ZPBP2,0.23730616,1.3985,0.080975,0.33187266476,False
SPINT3,0.105083756,2.7673,0.0028265,0.29079827797880003,False
PRR35,0.13060637,1.926,0.027054,0.25154786862,False
OR2A12,0.12776983,1.9634,0.0248,0.250863284222,False
PDZD3,0.16445725,1.4514,0.07333,0.23869325265,False
ANKRD66,0.07587225,3.0882,0.0010068,0.23430868245,False
C16orf92,0.028817525,6.9554,1.7577e-12,0.200437413385,True
GPR182,0.1390413,1.2938,0.097876,0.17989163394000002,False
OSM,0.054516815,3.2223,0.00063581,0.17566953297450003,False
CHRNA3,0.023624271,7.1477,4.4131e-13,0.1688592018267,True
C8B,0.09052513,1.8374,0.033072,0.166330873862,False
KCNS3,0.033940054,4.8609,5.8441e-07,0.16497920848859998,False
EYS,0.031620715,5.2061,9.6434e-08,0.1646206043615,False
FAM71E2,0.0568199,2.7381,0.0030898,0.15557856819000002,False
HAPLN4,0.021754077,6.6596,1.373e-11,0.1448734511892,False
ESRP2,0.03205332,4.4407,4.4831e-06,0.14233917812400002,False
TSSK6,0.020873185,6.5712,2.4949e-11,0.137161873272,False
KLRG2,0.051714808,2.5908,0.0047879,0.1339827245664,False
NMB,0.020865055,6.3049,1.442e-10,0.1315520852695,True
FSCN2,0.038059022,3.3837,0.00035761,0.1287803127414,False
RGS5,0.039867863,3.1893,0.00071298,0.1271505754659,False
TRPC4,0.021651363,5.8463,2.5131e-09,0.1265803635069,False
LRRC71,0.053403113,2.3542,0.0092809,0.1257216086246,False
ECM1,0.032763235,3.7846,7.6984e-05,0.12399573918100001,False
INHBC,0.031157764,3.9127,4.5627e-05,0.1219109832028,False
TMPRSS11E,0.07567879,1.5286,0.063178,0.115682598394,False
PLCH2,0.018138763,5.8941,1.8842e-09,0.10691168299829999,True
WFDC6,0.03794029,2.7878,0.0026535,0.105769940462,False
CPA3,0.055885535,1.8815,0.029953,0.1051486341025,False
CALB1,0.06483664,1.6213,0.052476,0.105119644432,False
EPPIN,0.037894733,2.7721,0.002785,0.1050479893493,False
C22orf15,0.048260458,2.1204,0.016986,0.1023314751432,False
ZNF804A,0.021698011,4.608,2.0332e-06,0.09998443468799999,True
DEFB136,0.043894522,2.2772,0.011386,0.0999566054984,False
PCDHA2,0.018081415,5.5175,1.7193e-08,0.0997642072625,True
SLC32A1,0.01708315,5.7089,5.6871e-09,0.097525995035,False
ERBB4,0.014203045,6.8222,4.482e-12,0.09689601359899999,True
STAR,0.021496113,4.4652,3.9998e-06,0.09598444376760001,False
OR13G1,0.045099124,2.1007,0.017834,0.09473972978679998,False
AS3MT,0.015455842,6.1094,5e-10,0.0944259211148,False
GSX2,0.01974237,4.7546,9.9424e-07,0.093867072402,False
GPR84,0.036753353,2.4968,0.0062667,0.0917657717704,False
RNF224,0.08090455,1.1309,0.12904,0.09149495559500001,False
WFDC13,0.059260976,1.5296,0.063063,0.0906455888896,False
NXPH1,0.021903265,4.1152,1.9341e-05,0.09013631612800001,False
NGF,0.016989734,5.2015,9.8853e-08,0.088372101401,False
TM6SF2,0.012921632,6.7792,6.0442e-12,0.08759832765440001,False
AGRP,0.025820857,3.3892,0.00035053,0.0875120485444,False
