gene,specificity,gwas_zstat,gwas_p,contribution,is_scz_gwas
KRTAP11-1,0.63634336,2.2735,0.011498,1.44672662896,False
CSF3,0.5552757,0.96007,0.16851,0.5331035412990001,False
HS3ST6,0.15547094,2.5455,0.005456,0.39575127777,False
AMIGO3,0.16423884,2.213,0.013448,0.36346055292,False
MCOLN2,0.16076773,1.6108,0.053606,0.258964659484,False
NGF,0.03930115,5.2015,9.8853e-08,0.204424931725,False
TSPAN2,0.0499011,4.0789,2.262e-05,0.20354159678999997,False
PRDM7,0.0512184,3.8364,6.2418e-05,0.19649426975999998,False
OR2K2,0.10680344,1.8245,0.034038,0.19486287628,False
OR2T35,0.17302006,1.0966,0.1364,0.189733797796,False
PENK,0.12264254,1.4823,0.069127,0.18179303704199998,False
OVOL1,0.043399196,3.9791,3.4584e-05,0.1726897408036,False
SLC39A2,0.11317513,1.4325,0.075997,0.16212337372500002,False
GSX2,0.032222923,4.7546,9.9424e-07,0.1532071096958,False
MSMB,0.13022022,1.1176,0.13186,0.145534117872,False
EPO,0.033587635,4.1379,1.7523e-05,0.1389822748665,False
GPBAR1,0.098448,1.4016,0.080515,0.1379847168,False
RLN1,0.08597867,1.4686,0.070966,0.12626827476199998,False
CFHR1,0.06389094,1.9606,0.024962,0.12526457696399998,False
PTGIS,0.022215923,5.5613,1.3385e-08,0.1235494125799,True
DEPDC1,0.04821312,2.5593,0.0052442,0.123391838016,False
GFRA3,0.047831777,2.5293,0.005714,0.1209809135661,False
C16orf92,0.017060898,6.9554,1.7577e-12,0.11866536994920002,True
KRTAP5-2,0.037199087,3.1631,0.00078047,0.1176644320897,False
SLC22A31,0.05234295,2.216,0.013347,0.11599197720000001,False
NXPH2,0.04534182,2.5478,0.0054205,0.115521888996,False
ZP4,0.20894796,0.54135,0.29413,0.113113978146,False
NUTM2B,0.05040597,2.221,0.013175,0.11195165937000001,False
NXPH1,0.026843533,4.1152,1.9341e-05,0.11046650700159999,False
BCL11B,0.01669823,6.5211,3.489e-11,0.108890827653,True
PCDHAC1,0.01967101,5.5045,1.8515e-08,0.10827907454499999,True
OSM,0.033276152,3.2223,0.00063581,0.10722574458960002,False
QPCT,0.019381763,5.3033,5.6851e-08,0.1027873037179,True
