gene,spearman_rho,pval,pval_fdr,abs_rho
AP002833.2,0.8429860904706278,4.12127596709841e-05,0.024821280663560524,0.8429860904706278
ITPR1-DT,-0.8411764705882352,4.44290429431383e-05,0.024821280663560524,0.8411764705882352
STRADA,0.8411764705882352,4.44290429431383e-05,0.024821280663560524,0.8411764705882352
INPP5F,-0.8411764705882352,4.44290429431383e-05,0.024821280663560524,0.8411764705882352
VAT1,-0.8411764705882352,4.44290429431383e-05,0.024821280663560524,0.8411764705882352
TMEM268,0.8411764705882352,4.44290429431383e-05,0.024821280663560524,0.8411764705882352
FOLR3,-0.8394238220000528,4.7741586161624815e-05,0.026185502433620497,0.8394238220000528
PXMP2,-0.8382352941176471,5.010342100683488e-05,0.026185502433620497,0.8382352941176471
CPPED1,-0.8382352941176471,5.010342100683488e-05,0.026185502433620497,0.8382352941176471
HYMAI,-0.8382352941176471,5.010342100683488e-05,0.026185502433620497,0.8382352941176471
APPBP2,0.8352941176470589,5.637132062814421e-05,0.02726268510916055,0.8352941176470589
FAT2,-0.8352941176470589,5.637132062814421e-05,0.02726268510916055,0.8352941176470589
AL122125.1,-0.8352941176470589,5.637132062814421e-05,0.02726268510916055,0.8352941176470589
CUX2,0.8352941176470589,5.637132062814421e-05,0.02726268510916055,0.8352941176470589
AZIN1,-0.8352941176470589,5.637132062814421e-05,0.02726268510916055,0.8352941176470589
PXYLP1,-0.8323529411764706,6.328124573232546e-05,0.02847919729811864,0.8323529411764706
AC139491.4,-0.8323529411764706,6.328124573232546e-05,0.02847919729811864,0.8323529411764706
ZNF491,-0.8323529411764706,6.328124573232546e-05,0.02847919729811864,0.8323529411764706
AC092745.5,0.8323529411764706,6.328124573232546e-05,0.02847919729811864,0.8323529411764706
IFI27L2,-0.8323529411764706,6.328124573232546e-05,0.02847919729811864,0.8323529411764706
RABIF,-0.8294117647058824,7.088454064639912e-05,0.030624956940870272,0.8294117647058824
PHTF2,-0.8294117647058824,7.088454064639912e-05,0.030624956940870272,0.8294117647058824
AC006043.1,-0.8294117647058824,7.088454064639912e-05,0.030624956940870272,0.8294117647058824
OR14J1,0.8289121610235042,7.224882549679895e-05,0.03080366700753653,0.8289121610235042
LINC00836,0.8264705882352942,7.923548582249701e-05,0.031310578623248424,0.8264705882352942
PTPRJ,0.8264705882352942,7.923548582249701e-05,0.031310578623248424,0.8264705882352942
