cell_type,beta,se,t_stat,p_value,n_genes,p_bonferroni,p_fdr,source,supercluster
EMSN_226,-1.0349521546494715,1.453280165629533,-0.7121490949414767,0.7618088466545933,16870,1.0,0.9901546508197944,Siletti,Eccentric medium spiny neuron
DLCT6b_84,-3.470499456050962,4.824197949432238,-0.7193940821726453,0.7640459449193011,16870,1.0,0.990502861583527,Siletti,Deep-layer corticothalamic and 6b
URL_308,-1.480911095494978,1.99953797567502,-0.7406266415095419,0.7705349196292235,16870,1.0,0.9947108530695392,Siletti,Upper rhombic lip
Epen_68,-1.0222382528283245,1.375868205552781,-0.7429768699521774,0.7712469834932808,16870,1.0,0.9947108530695392,Siletti,Ependymal
DLCT6b_104,-1.6196063284282098,2.137345316477933,-0.7577653998826499,0.775698986569545,16870,1.0,0.9978940926968826,Siletti,Deep-layer corticothalamic and 6b
Amex_159,-2.8542703728088763,3.680262723779515,-0.7755615799835154,0.7809906163198768,16870,1.0,0.9999999946160404,Siletti,Amygdala excitatory
Splat_347,-2.036763721420975,2.574163630517348,-0.7912331979500589,0.7855904753091976,16870,1.0,0.9999999946160404,Siletti,Splatter
Astro_56,-1.6580075486691752,2.0931004057400515,-0.7921299638193697,0.7858519791111241,16870,1.0,0.9999999946160404,Siletti,Astrocyte
OPC_34,-2.6374866613754655,3.304237772536795,-0.7982133378224056,0.7876210310172016,16870,1.0,0.9999999946160404,Siletti,Oligodendrocyte precursor
Splat_346,-1.001424566077139,1.2476833899341244,-0.8026271521736076,0.7888992100133358,16870,1.0,0.9999999946160404,Siletti,Splatter
Oligo_49,-0.6599516484205982,0.819643636871389,-0.8051690011767294,0.7896332434414093,16870,1.0,0.9999999946160404,Siletti,Oligodendrocyte
DLCT6b_102,-2.0908913447676065,2.570305883886322,-0.8134795776159384,0.7920226825654216,16870,1.0,0.9999999946160404,Siletti,Deep-layer corticothalamic and 6b
DG_203,-3.2350595886742086,3.951037103993569,-0.8187874483396586,0.7935403686869492,16870,1.0,0.9999999946160404,Siletti,Hippocampal dentate gyrus
LRL_316,-1.159855868424276,1.3879832670075984,-0.8356411031703932,0.7983156618621361,16870,1.0,0.9999999946160404,Siletti,Lower rhombic lip
VLMC_2_2-SEAAD,-0.7931048877252066,0.935309540780532,-0.8479597963507856,0.801763802421378,16870,1.0,0.9999999946160404,SEA-AD,
Mmb_329,-1.6816958504349782,1.9673055465604925,-0.8548218924991822,0.8036690504014912,16870,1.0,0.9999999946160404,Siletti,Mammillary body
Epen_69,-1.3013201612093563,1.5094956607031436,-0.8620893687121854,0.8056747006314986,16870,1.0,0.9999999946160404,Siletti,Ependymal
Vsmc_20,-0.9278040353444428,1.074344086384339,-0.8636004489650326,0.8060901505891332,16870,1.0,0.9999999946160404,Siletti,Vascular
Splat_342,-2.0693029129745963,2.346458808431408,-0.8818833322532993,0.8110737650479407,16870,1.0,0.9999999946160404,Siletti,Splatter
Thex_460,-0.4854591650023688,0.5481886309953575,-0.8855695604648175,0.81206892675181,16870,1.0,0.9999999946160404,Siletti,Thalamic excitatory
Splat_343,-1.5137635977030774,1.6848879618442376,-0.8984357607055061,0.8155169475793544,16870,1.0,0.9999999946160404,Siletti,Splatter
CA13_183,-2.812745390087313,3.129168545533559,-0.8988794784167523,0.815635153498756,16870,1.0,0.9999999946160404,Siletti,Hippocampal CA1-3
Splat_432,-0.9704865938150532,1.0555965790110038,-0.9193726212378496,0.8210430731341998,16870,1.0,0.9999999946160404,Siletti,Splatter
L6b_2,-2.615328482608906,2.7036541400261407,-0.9673310072802505,0.833303770502007,16870,1.0,0.9999999946160404,SEA-AD,
Oligo_1,-2.4890823625947247,2.5099139222754845,-0.9917002892027972,0.8393210111639241,16870,1.0,0.9999999946160404,SEA-AD,
CA13_182,-1.4057152723080963,1.3589540727807594,-1.0344096982112514,0.8495202477228578,16870,1.0,0.9999999946160404,Siletti,Hippocampal CA1-3
Splat_339,-2.2933360504368867,2.198287438968948,-1.0432375720222096,0.8515733851836348,16870,1.0,0.9999999946160404,Siletti,Splatter
Splat_431,-2.205561182714587,2.1023540454285716,-1.0490912258619962,0.8529244164024536,16870,1.0,0.9999999946160404,Siletti,Splatter
Splat_396,-1.4165014946595964,1.3455842070728006,-1.052703715764523,0.8537540563664943,16870,1.0,0.9999999946160404,Siletti,Splatter
Splat_413,-2.494473049609379,2.309802604830298,-1.0799507474763836,0.859910221532407,16870,1.0,0.9999999946160404,Siletti,Splatter
Misc_165,-2.613833649824809,2.405110454972726,-1.0867832054950053,0.86142591807391,16870,1.0,0.9999999946160404,Siletti,Miscellaneous
CBI_298,-3.103742744988445,2.8089202129630664,-1.104959382849247,0.8654035237099674,16870,1.0,0.9999999946160404,Siletti,Cerebellar inhibitory
Astro_59,-2.847656803199266,2.487518534605245,-1.1447781246989472,0.8738413374704617,16870,1.0,0.9999999946160404,Siletti,Astrocyte
DLCT6b_111,-1.362004676880206,1.1518239620087012,-1.1824764215748422,0.8814833068911703,16870,1.0,0.9999999946160404,Siletti,Deep-layer corticothalamic and 6b
Splat_397,-2.3307241375679535,1.9635386388744211,-1.187001921644902,0.8823782091366159,16870,1.0,0.9999999946160404,Siletti,Splatter
CA13_186,-1.5930752500801555,1.2963645788672329,-1.2288790329894617,0.8904328449701159,16870,1.0,0.9999999946160404,Siletti,Hippocampal CA1-3
DG_205,-5.219616744450081,4.230598328815556,-1.233777432591059,0.8913484778476304,16870,1.0,0.9999999946160404,Siletti,Hippocampal dentate gyrus
Splat_412,-1.5996195927703163,1.2963573074625483,-1.233934181233849,0.891377686918592,16870,1.0,0.9999999946160404,Siletti,Splatter
Splat_376,-4.903813150489174,3.973235477342584,-1.2342115584271858,0.8914293604786385,16870,1.0,0.9999999946160404,Siletti,Splatter
MSN_215,-4.48634836000086,3.619686391614838,-1.2394301258787728,0.8923982512585238,16870,1.0,0.9999999946160404,Siletti,Medium spiny neuron
LRL_321,-4.3576806974776305,3.5129442470775705,-1.240463950175924,0.8925894516240386,16870,1.0,0.9999999946160404,Siletti,Lower rhombic lip
MSN_211,-1.8047052961332355,1.4079415069067147,-1.2818041710399046,0.9000355141449605,16870,1.0,0.9999999946160404,Siletti,Medium spiny neuron
Astro_3,-1.2950307399611114,1.006920672426834,-1.2861298565257258,0.9007922988556578,16870,1.0,0.9999999946160404,SEA-AD,
L5ET_113,-1.764873179983503,1.3616355960057822,-1.2961420699933055,0.902527860122852,16870,1.0,0.9999999946160404,Siletti,Miscellaneous
DLIT_152,-1.3835972567048531,1.0529143361285516,-1.31406441077836,0.9055787989465546,16870,1.0,0.9999999946160404,Siletti,Deep-layer intratelencephalic
DLCT6b_105,-3.6327652695046697,2.6783514260618575,-1.3563437695874527,0.9124960138318186,16870,1.0,0.9999999946160404,Siletti,Deep-layer corticothalamic and 6b
OPC_33,-3.973279541482149,2.89880802621548,-1.3706597696534732,0.914750358588544,16870,1.0,0.9999999946160404,Siletti,Oligodendrocyte precursor
CA13_189,-2.961948242317956,2.1378521639915653,-1.385478515402921,0.9170377401291174,16870,1.0,0.9999999946160404,Siletti,Hippocampal CA1-3
Astro_55,-3.1179328522930625,2.2383726815693152,-1.3929462586664034,0.91817279854437,16870,1.0,0.9999999946160404,Siletti,Astrocyte
Splat_362,-3.32867911238397,2.3702331459260724,-1.4043678015832588,0.9198861153236964,16870,1.0,0.9999999946160404,Siletti,Splatter
Splat_368,-1.9955767628358456,1.4025621692824382,-1.4228080626592106,0.9225948501949464,16870,1.0,0.9999999946160404,Siletti,Splatter
Epen_73,-2.798671162418132,1.9636954929566992,-1.4252062870522892,0.922941957307168,16870,1.0,0.9999999946160404,Siletti,Ependymal
Astro_60,-4.538869742811583,3.072374922984844,-1.4773163616379292,0.9301952365253964,16870,1.0,0.9999999946160404,Siletti,Astrocyte
Astro_57,-5.140596268274214,3.3791014396828354,-1.5212908993808465,0.9358971996639628,16870,1.0,0.9999999946160404,Siletti,Astrocyte
Endo_1,-1.4587456820442068,0.9442258147022528,-1.544911883715232,0.9388068292596436,16870,1.0,0.9999999946160404,SEA-AD,
Epen_74,-2.948777042846302,1.8953601236249569,-1.5557872121983023,0.9401112679916552,16870,1.0,0.9999999946160404,Siletti,Ependymal
VendA_18,-1.4636568193123296,0.9401761287714347,-1.5567900253167966,0.94023044491832,16870,1.0,0.9999999946160404,Siletti,Vascular
LRL_319,-3.966056107684558,2.518411702828148,-1.5748243637967223,0.9423421258475136,16870,1.0,0.9999999946160404,Siletti,Lower rhombic lip
Epen_67,-2.3366013433354116,1.4424820739482644,-1.6198477509948004,0.947358158649164,16870,1.0,0.9999999946160404,Siletti,Ependymal
Amex_175,-4.62950325732873,2.837638764052113,-1.6314632137030214,0.9485943564530722,16870,1.0,0.9999999946160404,Siletti,Amygdala excitatory
L6 IT Car3_2,-1.810900720110176,1.1085462681243907,-1.6335815402402074,0.9488172936843696,16870,1.0,0.9999999946160404,SEA-AD,
Astro_53,-4.000465544945862,2.407382108906913,-1.6617493044186071,0.9517091818230928,16870,1.0,0.9999999946160404,Siletti,Astrocyte
CA4_197,-2.3114696270087847,1.371767163738858,-1.6850305854447591,0.9539994140011452,16870,1.0,0.9999999946160404,Siletti,Hippocampal CA4
Splat_398,-2.52847440332517,1.490585541682964,-1.696296074675704,0.9550758607672372,16870,1.0,0.9999999946160404,Siletti,Splatter
Thex_459,-3.1311981724944102,1.8395091155692276,-1.7021922566148715,0.9556311184383534,16870,1.0,0.9999999946160404,Siletti,Thalamic excitatory
Micro-PVM_2_1-SEAAD,-0.9145468084128072,0.5306950180782924,-1.7233001578279104,0.9575737057851584,16870,1.0,0.9999999946160404,SEA-AD,
Splat_414,-3.4563995405249504,1.923775162700504,-1.796675415890608,0.9637974743575348,16870,1.0,0.9999999946160404,Siletti,Splatter
Micro-PVM_2_3-SEAAD,-1.7093699898623649,0.9454588481669444,-1.807979261261864,0.964686232409953,16870,1.0,0.9999999946160404,SEA-AD,
COP_75,-3.934470532965765,2.160993245808343,-1.8206769227980784,0.9656631526109568,16870,1.0,0.9999999946160404,Siletti,Committed oligodendrocyte precursor
Oligo_50,-2.1805646140745285,1.1771372835513738,-1.8524301664253269,0.968009231462074,16870,1.0,0.9999999946160404,Siletti,Oligodendrocyte
Epen_66,-2.741657019566462,1.409086259520316,-1.9456984986141177,0.974146221103268,16870,1.0,0.9999999946160404,Siletti,Ependymal
Epen_72,-4.3451263045900745,2.221762088338871,-1.9557117872322525,0.9747421987998204,16870,1.0,0.9999999946160404,Siletti,Ependymal
Epen_71,-3.907740422213509,1.9921127464344384,-1.9616060532757176,0.975087603949654,16870,1.0,0.9999999946160404,Siletti,Ependymal
Bcell_0,-0.9218801621118708,0.4675128118245434,-1.9718821362650711,0.9756803106179752,16870,1.0,0.9999999946160404,Siletti,Miscellaneous
Astro_63,-3.6927371020221536,1.8441415680875963,-2.002415197360135,0.9773719622548068,16870,1.0,0.9999999946160404,Siletti,Astrocyte
VendV_17,-1.642025447541021,0.8109743982462018,-2.024756208200943,0.9785459355276954,16870,1.0,0.9999999946160404,Siletti,Vascular
Astro_62,-5.891473359211253,2.7252685503898504,-2.1617955259376096,0.9846760194647404,16870,1.0,0.9999999946160404,Siletti,Astrocyte
Micro-PVM_1_1-SEAAD,-1.3586200024487978,0.6271603729719106,-2.166303964663354,0.9848490358885936,16870,1.0,0.9999999946160404,SEA-AD,
Micro-PVM_2,-1.9017785610245308,0.8708567057998827,-2.1838019370566197,0.9855047325723943,16870,1.0,0.9999999946160404,SEA-AD,
Endo_2,-2.169516740074173,0.9780558252480872,-2.2181931583750525,0.9867225331906389,16870,1.0,0.9999999946160404,SEA-AD,
MSN_213,-8.807440371046832,3.967528415717759,-2.2198808548302464,0.9867799488867324,16870,1.0,0.9999999946160404,Siletti,Medium spiny neuron
Micro-PVM_1,-1.954831435825128,0.8654672371929415,-2.258700678451368,0.9880426359770256,16870,1.0,0.9999999946160404,SEA-AD,
CA4_192,-4.525880032232022,1.9091135866729976,-2.3706709039346636,0.9911164954939692,16870,1.0,0.9999999946160404,Siletti,Hippocampal CA4
LRL_318,-7.983391531864146,3.3576279853967748,-2.3776879292721107,0.991283678768359,16870,1.0,0.9999999946160404,Siletti,Lower rhombic lip
Epen_65,-5.710515474156193,2.3345090508787054,-2.446131220612216,0.992775006435366,16870,1.0,0.9999999946160404,Siletti,Ependymal
Chrp_82,-2.9671217722840786,1.186597969444312,-2.5005282738462733,0.9937948816670024,16870,1.0,0.9999999946160404,Siletti,Choroid plexus
LRL_320,-8.102375186305002,3.193940673054657,-2.536795769144942,0.9944019222420416,16870,1.0,0.9999999946160404,Siletti,Lower rhombic lip
Endo_3,-2.5398648764142937,0.9915524044466564,-2.561503421326163,0.994784681424266,16870,1.0,0.9999999946160404,SEA-AD,
Splat_336,-6.81870025812279,2.622710596025105,-2.5998675829719797,0.995332949074596,16870,1.0,0.9999999946160404,Siletti,Splatter
LRL_317,-6.309658969629169,2.2254263615664236,-2.8352584828679537,0.997707845530847,16870,1.0,0.9999999946160404,Siletti,Lower rhombic lip
Fbl_29,-2.3573138414638173,0.8015383505703345,-2.9409869656099064,0.9983619361320382,16870,1.0,0.9999999946160404,Siletti,Fibroblast
Fbl_24,-3.1294052736467592,1.0507860845634704,-2.978156372280865,0.9985479979904656,16870,1.0,0.9999999946160404,Siletti,Fibroblast
Chrp_79,-5.747242714418834,1.910322427011527,-3.0085197310957157,0.9986854440744052,16870,1.0,0.9999999946160404,Siletti,Choroid plexus
Micro-PVM_3-SEAAD,-3.279394788070706,1.0884149333659312,-3.0130005455999704,0.9987046885516068,16870,1.0,0.9999999946160404,SEA-AD,
OPC_32,-7.6552260097064195,2.4667202644314976,-3.1034025706480795,0.99904187227557,16870,1.0,0.9999999946160404,Siletti,Oligodendrocyte precursor
Mgl_9,-4.006926542145278,1.290949164129442,-3.1038608285147844,0.9990433541433508,16870,1.0,0.9999999946160404,Siletti,Microglia
Mgl_4,-2.8130443718048013,0.8888494439801204,-3.1648153586151273,0.9992227142375998,16870,1.0,0.9999999946160404,Siletti,Microglia
Chrp_76,-5.851533897754133,1.810916003990119,-3.231256383433044,0.9993825810834334,16870,1.0,0.9999999946160404,Siletti,Choroid plexus
VendPLVAP_13,-3.2355794374316806,0.9744345119018448,-3.320468844147016,0.9995497146341796,16870,1.0,0.9999999946160404,Siletti,Vascular
Chrp_80,-6.926782875419267,2.0016644082756723,-3.4605115856490265,0.9997297580459384,16870,1.0,0.9999999946160404,Siletti,Choroid plexus
Tcell_1,-1.645845345562462,0.4613030719089513,-3.567817874595266,0.9998195176443728,16870,1.0,0.9999999946160404,Siletti,Miscellaneous
Chrp_81,-7.200255310958726,2.0046431921444783,-3.5917889723089385,0.9998353252365249,16870,1.0,0.9999999946160404,Siletti,Choroid plexus
VLMC_1,-4.728391322668425,1.2807026972987474,-3.6920288624686486,0.9998884132150926,16870,1.0,0.9999999946160404,SEA-AD,
Astro_64,-4.199119138553752,1.130656464620376,-3.713877088177821,0.9998976170746672,16870,1.0,0.9999999946160404,Siletti,Astrocyte
Mgl_6,-4.1847556477361545,1.0916790048696292,-3.8333206272808256,0.999936557946424,16870,1.0,0.9999999946160404,Siletti,Microglia
Mgl_10,-5.829331331502514,1.496542737111621,-3.895198704952005,0.999950751603969,16870,1.0,0.9999999946160404,Siletti,Microglia
Mgl_8,-5.800433388798046,1.4840765788109849,-3.908446148678694,0.9999533726770146,16870,1.0,0.9999999946160404,Siletti,Microglia
Fbl_31,-4.27845158810142,1.0838483707029245,-3.9474632280220634,0.9999603479415312,16870,1.0,0.9999999946160404,Siletti,Fibroblast
Nkcell_2,-1.5126084449520505,0.3796863616083586,-3.983836655455867,0.9999659518191998,16870,1.0,0.9999999946160404,Siletti,Miscellaneous
Chrp_78,-8.205440618495027,2.0469134471986457,-4.008689585641633,0.9999693403883172,16870,1.0,0.9999999946160404,Siletti,Choroid plexus
Chrp_77,-8.533153525789073,1.961437851836944,-4.350458271108374,0.9999931674367364,16870,1.0,0.9999999946160404,Siletti,Choroid plexus
Mgl_7,-6.442219091322654,1.4647130194952105,-4.3982807591502535,0.9999945109982342,16870,1.0,0.9999999946160404,Siletti,Microglia
Fbl_28,-7.298611354940123,1.583032199530135,-4.610526151714695,0.999997977006998,16870,1.0,0.9999999946160404,Siletti,Fibroblast
Mgl_5,-5.190677065348928,1.089781995791777,-4.763041677503272,0.9999990385865448,16870,1.0,0.9999999946160404,Siletti,Microglia
Fbl_25,-8.49679276292775,1.657562622160402,-5.126076474777987,0.9999998504438976,16870,1.0,0.9999999946160404,Siletti,Fibroblast
Fbl_30,-8.962857884779828,1.6040019856761407,-5.587809718952238,0.999999988324616,16870,1.0,0.9999999946160404,Siletti,Fibroblast
Fbl_26,-10.307878928906026,1.8017539612167728,-5.721024707471624,0.9999999946160404,16870,1.0,0.9999999946160404,Siletti,Fibroblast
