cell_type,beta,se,t_stat,p_value,n_genes,p_bonferroni,p_fdr,source,supercluster
ULIT_131,5.1026917395475255,3.8248556781334098,1.3340873928183663,0.0910966154687619,16870,1.0,0.2399036522554305,Siletti,Upper-layer intratelencephalic
EMSN_426,3.712879452640161,2.7938965945514544,1.3289251505874875,0.0919453219146977,16870,1.0,0.2404195679791511,Siletti,Eccentric medium spiny neuron
Sst Chodl_1,3.0668755005106076,2.310978022153764,1.3270898602715266,0.0922484624651613,16870,1.0,0.2404195679791511,SEA-AD,
DLNP_90,5.510345028307941,4.211175035045524,1.308505341727828,0.0953598976765164,16870,1.0,0.2459671452988335,Siletti,Deep-layer near-projecting
DLIT_148,7.169028406451024,5.482167928101068,1.307699526988816,0.0954965345993112,16870,1.0,0.2459671452988335,Siletti,Deep-layer intratelencephalic
Splat_386,3.129736334585257,2.3970644032868313,1.3056538365401418,0.0958440566174381,16870,1.0,0.2459671452988335,Siletti,Splatter
Vip_6,4.7443479804122655,3.664264839073015,1.2947612109861824,0.0977101711987273,16870,1.0,0.2494833305226389,SEA-AD,
Thex_448,1.5346637341049556,1.193434890298073,1.28592162553724,0.0992440351842344,16870,1.0,0.2521199479680299,Siletti,Thalamic excitatory
Misc_401,4.010714986299701,3.1440267506060535,1.275661851645054,0.1010463246307732,16870,1.0,0.2554085491923564,Siletti,Miscellaneous
L2/3 IT_5,1.579478490359682,1.24266859886934,1.2710375813767187,0.1018664048837154,16870,1.0,0.2554100205469539,SEA-AD,
L5/6 NP_1,3.458193515619289,2.725593785101752,1.2687853687229431,0.1022675680928029,16870,1.0,0.2554100205469539,SEA-AD,
L6b_3,3.648538274743861,2.879461630922794,1.2670904295309526,0.1025702269393333,16870,1.0,0.2554100205469539,SEA-AD,
Amex_173,3.386288329378938,2.684113190730627,1.261604145858385,0.1035543561775751,16870,1.0,0.2558207122355696,Siletti,Amygdala excitatory
MGE_245,4.392434563843939,3.4846624609484715,1.2605050311381911,0.1037523365726763,16870,1.0,0.2558207122355696,Siletti,MGE interneuron
CA13_163,3.195717526806738,2.5528846437510513,1.251806474933841,0.1053288756914258,16870,1.0,0.2584410949892057,Siletti,Hippocampal CA1-3
L6 CT_4,4.857725205542852,3.896714635090047,1.2466207203881117,0.1062769571580254,16870,1.0,0.2595015021868291,SEA-AD,
L5/6 NP_6,4.584655917458017,3.743205247216898,1.224794157591744,0.1103349467064146,16870,1.0,0.2681085903059254,SEA-AD,
Amex_153,2.2754681426852583,1.8907701628655031,1.2034609956171178,0.1144074343193503,16870,1.0,0.2766679781857365,Siletti,Amygdala excitatory
Misc_178,2.3715306928677564,1.9869886205699112,1.1935300828182651,0.116339313223482,16870,1.0,0.2799936581407247,Siletti,Miscellaneous
Splat_371,4.634098824017382,3.9712987119177248,1.1668975718473702,0.1216341177932798,16870,1.0,0.2899417703202667,Siletti,Splatter
MSN_221,3.047181951265338,2.61774872402213,1.1640467716792124,0.1222107624020901,16870,1.0,0.2899417703202667,Siletti,Medium spiny neuron
Splat_391,3.564714072129679,3.066735486527205,1.1623806773652947,0.1225486583683966,16870,1.0,0.2899417703202667,Siletti,Splatter
MGE_246,1.885218883523101,1.6234405489201646,1.1612491044264348,0.1227785230183237,16870,1.0,0.2899417703202667,Siletti,MGE interneuron
Splat_388,3.161162538210565,2.7456692531017493,1.1513267793050594,0.1248070730445487,16870,1.0,0.2933549427168599,Siletti,Splatter
Amex_162,4.484040876757066,3.9266654728438466,1.1419462410964043,0.1267462893778146,16870,1.0,0.2965273653815849,Siletti,Amygdala excitatory
Mmb_323,3.0946670844476603,2.802371673796226,1.1043028708092375,0.1347387664869851,16870,1.0,0.3137666645507107,Siletti,Mammillary body
CBI_302,1.6115309046569175,1.4765742751415043,1.0913984699499657,0.1375565884344389,16870,1.0,0.3188523685830544,Siletti,Cerebellar inhibitory
CA4_194,2.5329451206692353,2.342434436219694,1.0813302099319348,0.1397828577376232,16870,1.0,0.3225265020276352,Siletti,Hippocampal CA4
Mmb_331,3.477548261205074,3.2289576680932397,1.0769878761707743,0.1407505435361276,16870,1.0,0.3232763625510145,Siletti,Mammillary body
ULIT_120,3.359581814798731,3.1557244123512627,1.0645992411915268,0.1435362824920575,16870,1.0,0.3281761367886588,Siletti,Upper-layer intratelencephalic
CGE_295,2.7789421185373304,2.620448716903769,1.0604833060121217,0.1444699837427622,16870,1.0,0.3288162978398615,Siletti,CGE interneuron
Pvalb_15,1.5128605198204463,1.459461576967338,1.036588111462357,0.149971359188481,16870,1.0,0.3397999714946215,SEA-AD,
Mmb_325,4.643293109257941,4.604281861296372,1.0084728192445165,0.1566209991618999,16870,1.0,0.3532751685131645,Siletti,Mammillary body
L4 IT_4,2.896745625565617,2.92297320526487,0.9910270885644756,0.1608432855875019,16870,1.0,0.3611793421897923,SEA-AD,
L5 IT_5,1.3723220256713715,1.4307882073311953,0.9591370816727104,0.1687517207747142,16870,1.0,0.3750932580799082,SEA-AD,
Splat_417,2.85099876292638,2.9741815912106517,0.958582613567274,0.1688913981215148,16870,1.0,0.3750932580799082,Siletti,Splatter
Splat_420,3.816737474000397,3.992302376430593,0.95602414700182,0.1695368691841041,16870,1.0,0.3750932580799082,Siletti,Splatter
L6 IT Car3_1,3.006125040876338,3.1507316851579503,0.9541037896172476,0.1700223913364196,16870,1.0,0.3750932580799082,SEA-AD,
L6b_6,3.8476549645212863,4.1798979951633655,0.9205140816769876,0.1786586720865214,16870,1.0,0.3924249434913549,SEA-AD,
Midi_433,1.4028458666908192,1.5353863431498955,0.9136761395264432,0.1804500533809427,16870,1.0,0.3944812710550602,Siletti,Midbrain-derived inhibitory
Vip_11,1.7393266969102688,1.9093228944178549,0.9109651918988708,0.1811633670252861,16870,1.0,0.3944812710550602,SEA-AD,
Misc_176,1.249243386210687,1.3984127832027615,0.8933294955653693,0.1858467469551876,16870,1.0,0.4025505285921836,Siletti,Miscellaneous
MSN_212,3.4807382891294303,3.9107563835847934,0.8900422188760356,0.186727956338297,16870,1.0,0.4025505285921836,Siletti,Medium spiny neuron
Amex_408,1.7485310363424988,1.969011404506502,0.8880248394400424,0.1872700272178349,16870,1.0,0.4025505285921836,Siletti,Amygdala excitatory
EMSN_230,2.343977100181918,2.654251866158128,0.883102741705777,0.1885966752535779,16870,1.0,0.4036771389470199,Siletti,Eccentric medium spiny neuron
COP_43,2.3595267952058685,2.702017897822884,0.8732461754257907,0.1912706722107694,16870,1.0,0.4076658818729535,Siletti,Committed oligodendrocyte precursor
Splat_373,2.4169149701572183,2.7860835378061406,0.867495513813768,0.1928414557506581,16870,1.0,0.4083494045633966,Siletti,Splatter
Splat_421,3.2119948280076502,3.708435331471051,0.8661320856129169,0.1932150264136946,16870,1.0,0.4083494045633966,Siletti,Splatter
Amex_407,2.3428770795591705,2.720242105272358,0.8612752059892828,0.1945493663126025,16870,1.0,0.4094490847499543,Siletti,Amygdala excitatory
L6 CT_1,3.1426370206903536,3.7809242086437105,0.8311822314517321,0.2029412291262896,16870,1.0,0.4238001238654698,SEA-AD,
Splat_385,1.828165375283883,2.2005268225516574,0.830785317655889,0.2030533396651654,16870,1.0,0.4238001238654698,Siletti,Splatter
Splat_361,1.4863650889037348,1.8131587643969425,0.819765548439494,0.206180679672592,16870,1.0,0.4285490986583214,Siletti,Splatter
Midi_442,1.4281800276697374,1.7999125567184269,0.7934718952533858,0.2137570502736422,16870,1.0,0.4424682974800084,Siletti,Midbrain-derived inhibitory
Splat_402,1.9228863494389752,2.4902686647435504,0.7721601996855209,0.2200151854380925,16870,1.0,0.4535558945711497,Siletti,Splatter
L6 IT Car3_3,1.540787962856377,2.015127411915095,0.7646106909895464,0.2222570495789846,16870,1.0,0.4563073303601194,SEA-AD,
L2/3 IT_13,1.0502286058810917,1.409168284981949,0.7452826018537203,0.2280556413059581,16870,1.0,0.4663088925890119,SEA-AD,
Splat_334,1.1505058947513749,1.572040788606753,0.7318549894440268,0.2321336253091653,16870,1.0,0.4722663841985519,Siletti,Splatter
DLIT_145,1.72271478300187,2.3614376767848233,0.72951947872171,0.2328470442967015,16870,1.0,0.4722663841985519,Siletti,Deep-layer intratelencephalic
Splat_354,3.770516105376043,5.445499547135555,0.6924095893753975,0.24434483932867,16870,1.0,0.4935962015354257,Siletti,Splatter
Vip_2,0.961295571019188,1.4035393593656609,0.6849081677721187,0.2467056420768965,16870,1.0,0.4963717518587157,SEA-AD,
EMSN_222,1.1399724672686569,1.6735281097943502,0.6811791571333339,0.2478837437139108,16870,1.0,0.4967550720641321,Siletti,Eccentric medium spiny neuron
MSN_216,3.49357477883584,5.205707050389674,0.671104759645345,0.2510814930241603,16870,1.0,0.4995008551733121,Siletti,Medium spiny neuron
Amex_161,0.9619965955902554,1.434515784323759,0.6706071875282623,0.2512399927611292,16870,1.0,0.4995008551733121,Siletti,Amygdala excitatory
L2/3 IT_1,0.9464852533175064,1.4227676144678922,0.6652423373239958,0.252952301181818,16870,1.0,0.5009252263561199,SEA-AD,
Mmb_327,2.621030792158882,4.037237700233913,0.6492138899839913,0.2581044878913617,16870,1.0,0.5091237545464901,Siletti,Mammillary body
CGE_276,1.916131146254907,3.0246826588241342,0.6334982417625974,0.2632084596628647,16870,1.0,0.5154094301836708,Siletti,CGE interneuron
URL_297,0.3283089566044504,0.5185784871532726,0.6330940537211572,0.263340404686289,16870,1.0,0.5154094301836708,Siletti,Upper rhombic lip
Vip_9,1.2074350401139822,1.9918150513602275,0.6061983713243929,0.2721955964971005,16870,1.0,0.5306759110001612,SEA-AD,
CBI_301,1.2154912948160517,2.0440019151297393,0.5946625029159528,0.2760385344059628,16870,1.0,0.5360902811050166,Siletti,Cerebellar inhibitory
DLNP_83,1.2460557859930192,2.152333278052155,0.5789325466921601,0.2813212099409785,16870,1.0,0.5442483407704315,Siletti,Deep-layer near-projecting
CA13_188,1.0127666525373968,1.785783683702089,0.5671272852251853,0.2853176272356563,16870,1.0,0.5497052233687603,Siletti,Hippocampal CA1-3
OPC_1,1.3317749376776074,2.370587747010332,0.5617910323535487,0.2871329340913029,16870,1.0,0.5497052233687603,SEA-AD,
DLIT_146,1.2181671742849651,2.1716246124260383,0.5609473973147161,0.287420424942314,16870,1.0,0.5497052233687603,Siletti,Deep-layer intratelencephalic
L5 IT_1,0.734101325234871,1.3265884310244327,0.5533753408869813,0.2900068781283338,16870,1.0,0.552550983706636,SEA-AD,
Misc_170,2.1006689834148022,3.862889342361613,0.5438077038289011,0.2932904976663735,16870,1.0,0.5553252478666694,Siletti,Miscellaneous
Thex_458,1.4300702686467266,2.6350919451143966,0.5427022276388322,0.2936710058300875,16870,1.0,0.5553252478666694,Siletti,Thalamic excitatory
CA13_180,1.472841706628304,2.9924138929638837,0.4921918422085337,0.3112950687612089,16870,1.0,0.5864472643703674,Siletti,Hippocampal CA1-3
DLNP_89,2.2198668775100705,4.615972220557533,0.4809099300086228,0.3152933767876582,16870,1.0,0.5917633153887765,Siletti,Deep-layer near-projecting
Splat_400,0.606004282118096,1.2917372318249862,0.4691389759370207,0.3194881828151852,16870,1.0,0.5974072712120378,Siletti,Splatter
MGE_236,1.451178115130073,3.118817836522616,0.4652974912917938,0.3208622194777141,16870,1.0,0.5977544311010748,Siletti,MGE interneuron
Splat_380,1.1726744676447416,2.5594769470301366,0.4581695760164758,0.323418259530577,16870,1.0,0.600292931896237,Siletti,Splatter
Thex_445,0.6861797914830269,1.5835873207883595,0.4333072022459898,0.3323985740918721,16870,1.0,0.6146929513537194,Siletti,Thalamic excitatory
Amex_154,0.5874735614968132,1.392709635967352,0.4218205621078827,0.3365806862604621,16870,1.0,0.6201468321941848,Siletti,Amygdala excitatory
L6b_1,0.9293452185318806,2.260646281744602,0.4110971389184689,0.340503265598246,16870,1.0,0.625084462028897,SEA-AD,
Amex_419,1.106253515781994,2.78200354749967,0.3976463354175953,0.345447966503796,16870,1.0,0.6317993564083129,Siletti,Amygdala excitatory
Splat_351,1.149082403285999,2.9140522523571777,0.394324570658095,0.3466732055043625,16870,1.0,0.6317993564083129,Siletti,Splatter
CA4_193,1.2608662902351997,3.305611915656488,0.381432038123808,0.3514437484114137,16870,1.0,0.6343772978437293,Siletti,Hippocampal CA4
L5/6 NP_3,1.229056164383317,3.2275821881019517,0.3807977900343073,0.3516790477612959,16870,1.0,0.6343772978437293,SEA-AD,
Pvalb_2,0.5413003541057211,1.4234269845934782,0.3802796771204341,0.3518713043705774,16870,1.0,0.6343772978437293,SEA-AD,
DLNP_85,1.223345740204559,3.3906731915192188,0.3607973022184509,0.3591277492846727,16870,1.0,0.6451473496078228,Siletti,Deep-layer near-projecting
CBI_300,0.9053285953785688,2.545689944267609,0.3556319171614713,0.3610603428395683,16870,1.0,0.6463108628053483,Siletti,Cerebellar inhibitory
DLCT6b_107,0.5036421735037845,1.474597263523943,0.3415455771972595,0.3663485774592585,16870,1.0,0.6534074240860116,Siletti,Deep-layer corticothalamic and 6b
Splat_410,0.780589704198366,2.308334349902855,0.3381614557835682,0.3676228648436208,16870,1.0,0.6534074240860116,Siletti,Splatter
Splat_360,0.7322170960789799,2.228558194775608,0.3285609044428415,0.3712458409169334,16870,1.0,0.6575234435958364,Siletti,Splatter
Oligo_46,0.9388033680715792,2.914666004177928,0.3220963797312912,0.3736918365308618,16870,1.0,0.6595333114913104,Siletti,Oligodendrocyte
CBI_303,0.674862298021521,2.156128341693913,0.312997276169252,0.3771433009402682,16870,1.0,0.6632974838215208,Siletti,Cerebellar inhibitory
Splat_384,0.8781544186399464,2.869380648889278,0.30604319401815,0.3797877680548189,16870,1.0,0.6635163592742069,Siletti,Splatter
DG_200,0.4193511968094916,1.3716270624691624,0.3057326647190731,0.3799059870198242,16870,1.0,0.6635163592742069,Siletti,Hippocampal dentate gyrus
OPC_2,0.9025739102983518,3.0629961150928673,0.2946702758945506,0.3841246993702142,16870,1.0,0.6682626411724872,SEA-AD,
DLIT_143,1.0213227386850874,3.501932509391338,0.2916454660237301,0.38528064799209,16870,1.0,0.6682626411724872,Siletti,Deep-layer intratelencephalic
Splat_353,0.7468935956975874,2.614401154856931,0.2856843886830596,0.3875616855868842,16870,1.0,0.6699090304130679,Siletti,Splatter
Splat_341,0.5456932788956976,1.976524458557784,0.2760872887421161,0.3912422031981464,16870,1.0,0.6724284411303001,Siletti,Splatter
VLMC_2,0.3050798934654997,1.1097292062887492,0.2749138183771641,0.3916929090480674,16870,1.0,0.6724284411303001,SEA-AD,
DLCT6b_97,0.5249258983643899,1.9656642014080996,0.2670475954073744,0.3947178903339865,16870,1.0,0.6748806104941408,Siletti,Deep-layer corticothalamic and 6b
Amex_160,0.8510701394192656,3.2210003983671083,0.2642254064453755,0.3958047318007387,16870,1.0,0.6748806104941408,Siletti,Amygdala excitatory
Midi_439,0.5315720128502482,2.1775280643829724,0.244117181103186,0.4035715179757444,16870,1.0,0.6857988971006739,Siletti,Midbrain-derived inhibitory
Splat_338,0.4027509038734721,1.71248978516576,0.2351844124048237,0.4070342296211766,16870,1.0,0.689354267674922,Siletti,Splatter
Splat_416,0.3409962817918987,1.5523435646758592,0.2196654719685724,0.4130671778769702,16870,1.0,0.6972241291010605,Siletti,Splatter
Splat_340,0.2403033426710378,1.15063849771355,0.2088434752952799,0.4172864767041206,16870,1.0,0.699928556664069,Siletti,Splatter
VLMC_2_1-SEAAD,0.1885284243385185,0.9218204432227632,0.2045175128460018,0.4189757879368674,16870,1.0,0.699928556664069,SEA-AD,
Mmb_328,0.5225261942435707,2.567424314461691,0.2035215571108775,0.4193649267880559,16870,1.0,0.699928556664069,Siletti,Mammillary body
Splat_345,0.3294223264717392,1.677142006065242,0.1964188633284547,0.4221423498422598,16870,1.0,0.699928556664069,Siletti,Splatter
Amex_155,1.0712425544222393,5.484917428495388,0.1953069610231307,0.4225775003447483,16870,1.0,0.699928556664069,Siletti,Amygdala excitatory
Splat_418,0.3004283681528176,1.547160478442986,0.1941804824636933,0.423018451741306,16870,1.0,0.699928556664069,Siletti,Splatter
CA13_119,0.6550025817721474,3.4832879315798166,0.1880414696223738,0.425423202632728,16870,1.0,0.7015995768008597,Siletti,Hippocampal CA1-3
CA4_196,0.5733238572879198,3.1330407048593747,0.1829927892091185,0.4274029380676123,16870,1.0,0.7025610387189837,Siletti,Hippocampal CA4
Astro_5,0.3942218197545571,2.2117019546291914,0.178243645772177,0.4292668874958403,16870,1.0,0.7031974554936727,SEA-AD,
Oligo_48,0.2704605341207302,1.5465065663946809,0.1748848275188677,0.4305861158887698,16870,1.0,0.7031974554936727,Siletti,Oligodendrocyte
Splat_364,0.2378569833926492,1.6841592008847748,0.1412318878569738,0.4438442212490751,16870,1.0,0.7222785639603461,Siletti,Splatter
DG_204,0.2257992199067064,1.6368513548680137,0.1379472969461626,0.4451418585043882,16870,1.0,0.7222785639603461,Siletti,Hippocampal dentate gyrus
Splat_381,0.2644355468507628,2.251264495294314,0.1174608969330333,0.4532481139803879,16870,1.0,0.7291487631312523,Siletti,Splatter
DG_201,0.592490937176745,5.076547947357817,0.1167113840587515,0.4535450792304691,16870,1.0,0.7291487631312523,Siletti,Hippocampal dentate gyrus
Oligo_2_1-SEAAD,0.2633074758811553,2.264857115504289,0.1162578752004528,0.453724777057817,16870,1.0,0.7291487631312523,SEA-AD,
Splat_377,0.371090464519318,3.3197810357118476,0.1117816086444829,0.4554989502840598,16870,1.0,0.7296687006142742,Siletti,Splatter
DG_199,0.1169820741444492,1.1201687175314143,0.1044325486987798,0.4584136678080537,16870,1.0,0.7298473894824078,Siletti,Hippocampal dentate gyrus
Thex_455,0.3505801661548494,3.365025153370188,0.104183520234234,0.4585124753010753,16870,1.0,0.7298473894824078,Siletti,Thalamic excitatory
COP_38,0.2472324665001749,2.7435135236578243,0.0901152716646897,0.4640983418482424,16870,1.0,0.7364084099358545,Siletti,Committed oligodendrocyte precursor
Splat_409,0.0775857438943302,0.933935842253653,0.0830739547452322,0.4668968606359889,16870,1.0,0.7385192481129007,Siletti,Splatter
Amex_406,0.1070181118272442,1.41937577505014,0.0753980120757406,0.4699494675660129,16870,1.0,0.740017551482061,Siletti,Amygdala excitatory
Thex_372,0.2556928157031727,3.651847502185974,0.070017385871156,0.472090325911104,16870,1.0,0.740017551482061,Siletti,Thalamic excitatory
Thex_452,0.0995760297308699,1.5189765589831814,0.0655546849238589,0.473866572329829,16870,1.0,0.740017551482061,Siletti,Thalamic excitatory
ULIT_127,0.2343352209952569,3.685047131798972,0.0635908341505686,0.4746483919460773,16870,1.0,0.740017551482061,Siletti,Upper-layer intratelencephalic
CA13_187,0.1669523619888327,2.6839034943755933,0.0622050540709452,0.4752001374328145,16870,1.0,0.740017551482061,Siletti,Hippocampal CA1-3
Splat_379,0.1706696918184624,3.984637214469379,0.0428319273831783,0.4829180100099428,16870,1.0,0.7477413172765608,Siletti,Splatter
Splat_374,0.1558884725052376,3.6859701705956502,0.0422923858008449,0.4831330578824697,16870,1.0,0.7477413172765608,Siletti,Splatter
Oligo_2,0.0226744964083261,2.660915368504893,0.0085213143855328,0.4966005789423919,16870,1.0,0.7662272736442428,SEA-AD,
LRL_322,0.0049772096805528,1.6701415612090535,0.0029801124624128,0.4988111265217823,16870,1.0,0.7672843933958914,Siletti,Lower rhombic lip
Bgl_51,-0.0028727771090577,0.942716608536776,-0.0030473390232475,0.5012156924763369,16870,1.0,0.7686326015719435,Siletti,Bergmann glia
Amex_171,-0.0638524264971329,2.7240553242118963,-0.0234402091358428,0.5093502955653446,16870,1.0,0.778733126654615,Siletti,Amygdala excitatory
Mmb_326,-0.0912384942455586,2.5925210434071357,-0.0351929618768499,0.5140368545674927,16870,1.0,0.7822975590471393,Siletti,Mammillary body
Amex_157,-0.0561953153000711,1.443662754717582,-0.0389255143671448,0.5155248824025314,16870,1.0,0.7822975590471393,Siletti,Amygdala excitatory
Midi_444,-0.0907000192854105,2.2127798610346487,-0.040989174243027,0.5163474942418493,16870,1.0,0.7822975590471393,Siletti,Midbrain-derived inhibitory
Oligo_3,-0.1852396897923306,2.4711011593580743,-0.0749624065736147,0.5298772439993479,16870,1.0,0.8003851463413573,SEA-AD,
Splat_383,-0.0985126064719694,1.2185724614236368,-0.0808426331552568,0.5322159690387596,16870,1.0,0.8015108755284313,Siletti,Splatter
Thex_446,-0.2899226287994328,3.343230069172613,-0.0867193171875195,0.5345521745661548,16870,1.0,0.8026261009157489,Siletti,Thalamic excitatory
DLCT6b_112,-0.5336995982963454,4.7085824380029395,-0.1133461302469421,0.5451212523338845,16870,1.0,0.8160594938212616,Siletti,Deep-layer corticothalamic and 6b
LRL_315,-0.4588718178860621,3.273810312279563,-0.1401644487968358,0.5557341329255693,16870,1.0,0.829478542615909,Siletti,Lower rhombic lip
Misc_164,-0.5927435285223683,3.728115790590009,-0.1589927893383808,0.5631617706797918,16870,1.0,0.8380532997547708,Siletti,Miscellaneous
CA13_169,-0.5988977608754233,3.670131960148199,-0.1631815333558851,0.5648112696160383,16870,1.0,0.8380532997547708,Siletti,Hippocampal CA1-3
Splat_429,-0.5367151157300392,3.0832634362596685,-0.1740737133967159,0.5690951896054091,16870,1.0,0.8402278934351409,Siletti,Splatter
EMSN_227,-0.4826790710073775,2.710787094275788,-0.1780586428298345,0.5706604701218254,16870,1.0,0.8402278934351409,Siletti,Eccentric medium spiny neuron
MSN_219,-0.3504066793803882,1.9246051882679749,-0.1820667851860736,0.5722337485933304,16870,1.0,0.8402278934351409,Siletti,Medium spiny neuron
Splat_337,-0.5305170891945937,2.8845872933822037,-0.1839143819331457,0.5729585833961299,16870,1.0,0.8402278934351409,Siletti,Splatter
Splat_366,-0.3715472965149422,1.834640233447027,-0.202517795991456,0.5802428048294654,16870,1.0,0.8466595743064935,Siletti,Splatter
Splat_392,-0.5764279157931267,2.829573729189707,-0.2037154606882061,0.5807108412241357,16870,1.0,0.8466595743064935,Siletti,Splatter
Amex_172,-0.8186434048710796,3.919063367432776,-0.2088875142142293,0.5827307129336154,16870,1.0,0.8471489844092733,Siletti,Amygdala excitatory
MSN_209,-0.7317638434920309,3.420492435329967,-0.2139352322296363,0.5846999244401749,16870,1.0,0.8475621383095331,Siletti,Medium spiny neuron
CA13_181,-0.6660511033286441,2.898874042819179,-0.2297620018981245,0.5908602503340039,16870,1.0,0.853570907309897,Siletti,Hippocampal CA1-3
ULIT_121,-0.4993682273853878,2.1403441651271655,-0.2333121165846328,0.5922390589486164,16870,1.0,0.853570907309897,Siletti,Upper-layer intratelencephalic
Splat_365,-0.3235964271398873,1.3051072025837709,-0.2479462426529031,0.5979104905420113,16870,1.0,0.8592827906932333,Siletti,Splatter
DLCT6b_103,-0.6037676730243432,2.3103896829824655,-0.2613272027102128,0.6030783092247162,16870,1.0,0.8642404260399779,Siletti,Deep-layer corticothalamic and 6b
Splat_382,-0.5710343365639943,2.1264895802671635,-0.2685338041920957,0.6058541287160335,16870,1.0,0.8657517805231956,Siletti,Splatter
CA4_191,-0.5532488241313056,2.000387640553801,-0.2765708070352506,0.6089434637996054,16870,1.0,0.867600293522311,Siletti,Hippocampal CA4
Amex_158,-1.159407537074247,4.090484450145712,-0.2834401526775016,0.6115785342461116,16870,1.0,0.867600293522311,Siletti,Amygdala excitatory
CA4_190,-0.7590575728789388,2.659800316516524,-0.2853814130953477,0.6123222747523269,16870,1.0,0.867600293522311,Siletti,Hippocampal CA4
Astro_4,-0.4304870202409491,1.4271309002152357,-0.3016450839765465,0.6185368224952308,16870,1.0,0.873943881222194,SEA-AD,
Per_21,-0.448848404781745,1.4145432035395726,-0.3173097885300385,0.6244937606491137,16870,1.0,0.878410614395152,Siletti,Vascular
Splat_348,-0.3591730738345891,1.110315027633218,-0.3234875372264514,0.6268349722976688,16870,1.0,0.878410614395152,Siletti,Splatter
OPC_36,-1.1351741609614925,3.5062475837518177,-0.3237575595693711,0.6269371979480309,16870,1.0,0.878410614395152,Siletti,Oligodendrocyte precursor
CA13_184,-0.3775216977569884,1.1478889549191844,-0.3288834657212703,0.6288760720738679,16870,1.0,0.878679622925432,Siletti,Hippocampal CA1-3
DG_202,-1.3900093551457868,4.078028530235343,-0.3408532688871525,0.6333908539207145,16870,1.0,0.8825362867648737,Siletti,Hippocampal dentate gyrus
Splat_399,-0.3475531737236474,0.9864693921286412,-0.3523202812949765,0.6376987589150171,16870,1.0,0.8860841871111979,Siletti,Splatter
CBI_299,-1.2852849477963495,3.417531182058166,-0.3760857997562739,0.6465710792705841,16870,1.0,0.8959373357385779,Siletti,Cerebellar inhibitory
Splat_335,-0.7994435460794111,2.014508280851273,-0.3968430180597666,0.6542558762661891,16870,1.0,0.9040953454997064,Siletti,Splatter
OPC_2_2-SEAAD,-0.7471526352790919,1.6677761006742595,-0.4479933697197292,0.6729181318563493,16870,1.0,0.927336494037654,SEA-AD,
COP_39,-0.4807402205176045,1.0418300546544794,-0.4614382339709339,0.6777549114944464,16870,1.0,0.9294713250931256,Siletti,Committed oligodendrocyte precursor
MSN_214,-1.8895116885979484,4.008509988744044,-0.4713750730081066,0.6813104945462789,16870,1.0,0.9294713250931256,Siletti,Medium spiny neuron
DLNP_95,-1.8756881575678528,3.9573846059199647,-0.4739716616782602,0.6822368743425438,16870,1.0,0.9294713250931256,Siletti,Deep-layer near-projecting
Splat_313,-0.6807554349712988,1.4360816930530902,-0.4740367057559392,0.6822600653804154,16870,1.0,0.9294713250931256,Siletti,Splatter
DLCT6b_101,-0.8287140510169048,1.7258732114271915,-0.4801708755486208,0.6844439389879351,16870,1.0,0.9294713250931256,Siletti,Deep-layer corticothalamic and 6b
Astro_1,-0.8832673665861598,1.8275874404197607,-0.4832969121210915,0.6855543968380706,16870,1.0,0.9294713250931256,SEA-AD,
Amex_405,-0.7259610856939614,1.4089005772155596,-0.5152677892493265,0.6968136711016153,16870,1.0,0.9421969800110552,Siletti,Amygdala excitatory
Oligo_4,-1.3942499834475697,2.564901917412418,-0.5435880311767041,0.7066339085553859,16870,1.0,0.9529138230653058,SEA-AD,
Epen_70,-1.0753987253166026,1.917048634405584,-0.5609658023360736,0.7125858485058865,16870,1.0,0.9581205222769792,Siletti,Ependymal
L6 CT_3,-1.1583744707186343,2.029358601872392,-0.5708081704484647,0.7159313554304796,16870,1.0,0.9581205222769792,SEA-AD,
Misc_314,-0.424939197220989,0.7420360873333791,-0.5726664841167948,0.7165609155666746,16870,1.0,0.9581205222769792,Siletti,Miscellaneous
Splat_395,-0.9998633762963476,1.723208428120342,-0.580233568951951,0.7191175645696116,16870,1.0,0.9581205222769792,Siletti,Splatter
Splat_363,-0.8896306483437328,1.526189918262106,-0.5829095302613241,0.720019000836378,16870,1.0,0.9581205222769792,Siletti,Splatter
Splat_415,-1.345562619129585,2.1984064844000404,-0.6120627048172113,0.7297477385829834,16870,1.0,0.9685042546365188,Siletti,Splatter
Misc_166,-1.9320049224470317,3.055086729241975,-0.632389550173719,0.7364295331820465,16870,1.0,0.9748001452383406,Siletti,Miscellaneous
Splat_356,-3.700195430384805,5.717408381790674,-0.6471805376312678,0.7412380428519997,16870,1.0,0.9785898570985716,Siletti,Splatter
Splat_349,-1.1276894025101811,1.711889335536885,-0.6587396621385657,0.7449640238935196,16870,1.0,0.9809343037131946,Siletti,Splatter
Astro_2,-1.7049787320751324,2.5260080820015416,-0.6749696266704549,0.7501478423287707,16870,1.0,0.9851811088547564,SEA-AD,
Amex_174,-1.3492459190174029,1.9303441372343064,-0.6989665174161795,0.7577087026887821,16870,1.0,0.9901546508197944,Siletti,Amygdala excitatory
Splat_344,-1.5926915906470345,2.254535896634828,-0.7064387810477192,0.7600374649707903,16870,1.0,0.9901546508197944,Siletti,Splatter
L5ET_117,-0.95753267620132,1.3519439509869444,-0.708263589997428,0.7606043140969097,16870,1.0,0.9901546508197944,Siletti,Miscellaneous
