query_set,source,term_name,p_value,term_size,intersection_size,intersection
down,GO:BP,"pentose-phosphate shunt, non-oxidative branch",0.3575346309713382,4,1,TALDO1
down,GO:BP,norepinephrine secretion,0.3575346309713382,4,1,STX1A
down,GO:BP,mitochondrial translational elongation,0.3575346309713382,4,1,GFM1
down,GO:BP,establishment of protein localization,0.3575346309713382,1304,28,"FGF9,ELFN1,PTPRN2,TBC1D13,TOMM40,ASPSCR1,UQCC2,SLC4A8,OS9,DRD3,GRIP2,NECAB3,ADAMTS9,SEC23B,TFRC,TIMM13,FKRP,PICK1,RBP4,STX1A,TANGO6,PEX14,PKD1,ABCC8,MCC,BRSK2,EXOC7,IGF1"
down,GO:BP,"protein import into peroxisome matrix, docking",0.3575346309713382,4,1,PEX14
down,GO:BP,"protein import into peroxisome matrix, translocation",0.3575346309713382,4,1,PEX14
down,GO:BP,protein quality control for misfolded or incompletely synthesized proteins,0.3575346309713382,25,2,"AFG3L2,ZSWIM8"
down,GO:BP,negative regulation of gliogenesis,0.3575346309713382,24,2,"DRD3,ABCC8"
down,GO:BP,regulation of tight junction disassembly,0.3575346309713382,4,1,ABCC8
down,GO:BP,monoatomic ion transport,0.3575346309713382,774,18,"SLC25A25,ABCB8,TOMM40,TMC7,SLC4A8,SLCO4A1,DRD3,BEST4,CORO1A,SLC39A13,TFRC,ATP2B2,AFG3L2,SLC4A3,PKD1,NDUFS2,ABCC8,CACNG8"
down,GO:BP,positive regulation of retinoic acid receptor signaling pathway,0.3575346309713382,4,1,NR2C1
down,GO:BP,organelle fusion,0.3575346309713382,135,5,"CORO1A,TFRC,RUBCNL,AFG3L2,STX1A"
down,GO:BP,cellular response to bisphenol A,0.3575346309713382,4,1,DNMT1
down,GO:BP,tight junction disassembly,0.3575346309713382,4,1,ABCC8
down,GO:BP,regulation of fibroblast growth factor production,0.3575346309713382,4,1,HEG1
down,GO:BP,fibroblast growth factor production,0.3575346309713382,4,1,HEG1
down,GO:BP,phosphatidylglycerol acyl-chain remodeling,0.3575346309713382,4,1,LPCAT4
down,GO:BP,response to bisphenol A,0.3575346309713382,4,1,DNMT1
down,GO:MF,potassium ion binding,0.35771311838736874,10,1,HDAC4
down,GO:MF,NAD binding,0.35771311838736874,42,2,"IDH3A,NDUFS2"
down,GO:MF,microtubule binding,0.35771311838736874,225,6,"FTCD,DNM1,EML1,TUBGCP5,RMDN3,PEX14"
down,GO:MF,profilin binding,0.35771311838736874,10,1,EVL
down,GO:MF,"histone H3K9 deacetylase activity, hydrolytic mechanism",0.35771311838736874,10,1,HDAC4
down,GO:MF,insulin-like growth factor receptor binding,0.35771311838736874,10,1,IGF1
down,GO:MF,cholesterol binding,0.35771311838736874,43,2,"GRAMD1B,PROM1"
down,GO:MF,ABC-type xenobiotic transporter activity,0.35771311838736874,10,1,ABCA3
down,GO:MF,long-chain fatty acid-CoA ligase activity,0.35771311838736874,10,1,SLC27A4
down,GO:MF,glycerophospholipid flippase activity,0.35771311838736874,10,1,ABCA3
down,GO:MF,secondary active transmembrane transporter activity,0.35771311838736874,175,5,"SLC25A25,SLC4A8,SLCO4A1,SLC44A2,SLC4A3"
down,GO:MF,phosphatidylglycerol binding,0.35771311838736874,10,1,MME
down,GO:MF,"histone H4K12 deacetylase activity, hydrolytic mechanism",0.35771311838736874,10,1,HDAC4
down,GO:MF,postsynaptic neurotransmitter receptor activity,0.35771311838736874,10,1,DRD3
down,GO:MF,chloride channel regulator activity,0.35771311838736874,10,1,STX1A
down,GO:MF,calcium channel inhibitor activity,0.35771311838736874,10,1,STX1A
down,GO:MF,transmembrane receptor protein tyrosine kinase activator activity,0.35771311838736874,10,1,IGF1
down,GO:BP,protein-lipid complex organization,0.3597727447748041,26,2,"PCSK6,DGAT1"
down,GO:BP,maintenance of blood-brain barrier,0.3597727447748041,26,2,"ABCC8,VCL"
down,GO:BP,response to zinc ion,0.3597727447748041,26,2,"D2HGDH,ABCC8"
down,GO:CC,cholinergic synapse,0.359906912319827,8,1,PLD1
down,GO:CC,growth cone membrane,0.359906912319827,8,1,EXOC7
down,GO:CC,photoreceptor outer segment membrane,0.359906912319827,8,1,PROM1
down,GO:CC,caspase complex,0.359906912319827,8,1,CAPN1
down,GO:CC,intermediate filament,0.359906912319827,38,2,"MICAL1,IFFO1"
down,GO:CC,zonula adherens,0.359906912319827,8,1,VCL
down,GO:CC,postsynaptic endosome membrane,0.359906912319827,8,1,TFRC
down,GO:CC,cytoplasmic ubiquitin ligase complex,0.359906912319827,8,1,OS9
down,GO:CC,extrinsic component of plasma membrane,0.359906912319827,76,3,"ARSA,CDH4,FARP1"
down,GO:BP,"regulation of synaptic transmission, glutamatergic",0.36127450017542045,58,3,"GRM4,DRD3,CACNG8"
down,GO:BP,developmental process,0.36424694723213125,4111,75,"RBFOX3,FGF9,HEG1,ELFN1,SLC25A25,TRIM67,ADGRB1,PFKFB3,STK36,PCSK6,TLE2,IGSF9B,VAV2,CNTNAP1,BICDL1,UQCC2,SEMA4G,KCP,IQSEC1,AGRN,CNTN6,CDH4,COL11A2,DRD3,RNH1,ADAMTS9,CORO1A,ADAM12,SLC39A13,MME,ITGB5,EML1,TFRC,PROM1,FKRP,CAPN1,ATP2B2,PICK1,RNF112,AFG3L2,TTC39C,RBP4,MCRIP1,CSNK1D,LPAR1,FAT1,RMDN3,ACADVL,GSTK1,SLC27A4,PRKCQ,CAMK1D,GPC1,PKD1,AATK,NDUFS2,ABCC8,BRSK2,SECISBP2,GALNT11,NR2C1,SDK1,VCL,ABCA3,IGF1,GIT2,FLT3,HDAC4,CCDC136,AHI1,ANKS1A,TRAPPC9,NAV2,EVL,FARP1"
down,GO:BP,lipid localization,0.36646931480238876,271,8,"GRAMD1B,PITPNM2,SLCO4A1,DRD3,RBP4,SLC27A4,SREBF2,ABCA3"
down,REAC,Diseases of programmed cell death,0.3665373901163272,33,2,"DNMT1,CAPN1"
down,GO:BP,regulation of generation of precursor metabolites and energy,0.3673072522417401,96,4,"UQCC2,RUBCNL,IGF1,HDAC4"
down,GO:BP,positive regulation of biological process,0.3673072522417401,3991,73,"FGF9,HEG1,PLD1,RNPS1,TRIM67,ADGRB1,STK36,EPHB6,XPC,DOT1L,VAV2,ASPSCR1,UQCC2,SEMA4G,GRM4,OCIAD2,SLC4A8,DNMT1,KCP,IQSEC1,AGRN,CNTN6,CDH4,DRD3,IRAK1,COL26A1,ADAMTS9,CORO1A,ADAM12,MME,HSPBP1,TFRC,PROM1,CCDC57,CAPN1,ULK3,PICK1,RNF112,RASGRF2,SLC44A2,RBP4,STX1A,MVD,CSNK1D,LPAR1,PRDM5,SLC27A4,ZSWIM8,PRKCQ,NMU,CAMK1D,GPC1,HK1,CREB5,PKD1,MMS19,ABCC8,PNMA3,EXOC7,SECISBP2,SREBF2,NR2C1,GLCE,CYTH3,ABCA3,IGF1,CIRBP,FLT3,HDAC4,AHI1,CACNG8,EVL,FARP1"
down,GO:MF,glutathione peroxidase activity,0.36831108279276437,11,1,GSTK1
down,GO:MF,monoatomic anion transmembrane transporter activity,0.36831108279276437,88,3,"SLC4A8,BEST4,SLC4A3"
down,GO:MF,sulfuric ester hydrolase activity,0.36831108279276437,11,1,ARSA
down,GO:MF,phosphate transmembrane transporter activity,0.36831108279276437,11,1,SLC25A25
down,GO:MF,acyl-CoA dehydrogenase activity,0.36831108279276437,11,1,ACADVL
down,GO:MF,long-chain fatty acid transmembrane transporter activity,0.36831108279276437,11,1,SLC27A4
down,GO:MF,heparan sulfate proteoglycan binding,0.36831108279276437,11,1,AGRN
down,GO:MF,"histone deacetylase activity, hydrolytic mechanism",0.36831108279276437,11,1,HDAC4
down,GO:MF,phosphatidylinositol transfer activity,0.36831108279276437,11,1,PITPNM2
down,GO:MF,dipeptidase activity,0.36831108279276437,11,1,SCRN2
down,GO:MF,nuclear glucocorticoid receptor binding,0.36831108279276437,11,1,FLT3
down,GO:MF,mRNA 3'-UTR binding,0.36831108279276437,86,3,"RNPS1,SECISBP2,CIRBP"
down,GO:MF,microtubule minus-end binding,0.36831108279276437,11,1,TUBGCP5
down,GO:MF,adenyl ribonucleotide binding,0.36831108279276437,1175,23,"RPS6KL1,PFKFB3,STK36,EPHB6,ABCB8,ACSF3,IRAK1,ACTR3B,ATAD3B,ULK3,ATP2B2,AFG3L2,MVD,CSNK1D,PRKCQ,CAMK1D,HK1,AATK,ABCC8,BRSK2,ABCA3,FLT3,NAV2"
down,GO:MF,Arp2/3 complex binding,0.36831108279276437,11,1,PICK1
down,GO:MF,"oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor",0.36831108279276437,11,1,ACADVL
down,GO:MF,monosaccharide binding,0.36831108279276437,44,2,"TALDO1,HK1"
down,GO:MF,dynactin binding,0.36831108279276437,11,1,BICDL1
down,REAC,Smooth Muscle Contraction,0.3691806216757546,34,2,"ITGB5,VCL"
down,REAC,SHC-mediated cascade:FGFR3,0.3691806216757546,7,1,FGF9
down,REAC,Lysosphingolipid and LPA receptors,0.3691806216757546,7,1,LPAR1
down,REAC,FGFR1 ligand binding and activation,0.3691806216757546,7,1,FGF9
down,REAC,Activated point mutants of FGFR2,0.3691806216757546,7,1,FGF9
down,REAC,Diseases associated with O-glycosylation of proteins,0.3691806216757546,35,2,"ADAMTS9,POMT1"
down,REAC,SHC-mediated cascade:FGFR4,0.3691806216757546,7,1,FGF9
down,REAC,FGFR2 ligand binding and activation,0.3691806216757546,7,1,FGF9
down,REAC,SHC-mediated cascade:FGFR1,0.3691806216757546,7,1,FGF9
down,REAC,RAC3 GTPase cycle,0.3691806216757546,72,3,"VAV2,TFRC,GIT2"
down,REAC,RAC2 GTPase cycle,0.3691806216757546,70,3,"VAV2,TFRC,GIT2"
down,REAC,The activation of arylsulfatases,0.3691806216757546,7,1,ARSA
down,REAC,Phospholipase C-mediated cascade; FGFR2,0.3691806216757546,7,1,FGF9
down,REAC,Physiological factors,0.3691806216757546,7,1,MME
down,REAC,Acyl chain remodelling of PS,0.3691806216757546,7,1,LPCAT4
down,REAC,Neurofascin interactions,0.3691806216757546,7,1,CNTNAP1
down,REAC,Negative regulation of the PI3K/AKT network,0.3691806216757546,71,3,"FGF9,IRAK1,FLT3"
down,GO:BP,homotypic cell-cell adhesion,0.37149362981256195,59,3,"PDIA2,PRKCQ,VCL"
down,GO:BP,renal tubule development,0.37149362981256195,59,3,"PROM1,PKD1,AHI1"
down,GO:BP,anatomical structure morphogenesis,0.37149362981256195,1729,35,"FGF9,HEG1,ADGRB1,TLE2,VAV2,CNTNAP1,SEMA4G,CNTN6,CDH4,COL11A2,RNH1,ADAMTS9,CORO1A,ADAM12,ITGB5,TFRC,PROM1,FKRP,CAPN1,AFG3L2,TTC39C,RBP4,LPAR1,FAT1,PRKCQ,GPC1,PKD1,ABCC8,BRSK2,SDK1,VCL,CCDC136,AHI1,EVL,FARP1"
down,GO:MF,transmembrane receptor protein tyrosine kinase activity,0.3720011624601839,46,2,"EPHB6,FLT3"
down,GO:MF,protein kinase binding,0.3720011624601839,500,11,"MICAL1,PITPNM2,DNM1,IRAK1,TFRC,PICK1,PTPN5,SHC2,PKD1,BRSK2,HDAC4"
down,GO:CC,basolateral plasma membrane,0.3733893417093197,168,5,"SLC4A8,SLCO4A1,TFRC,ATP2B2,PKD1"
down,GO:CC,L-type voltage-gated calcium channel complex,0.373717677132989,9,1,CACNG8
down,GO:CC,extrinsic component of postsynaptic membrane,0.373717677132989,9,1,FARP1
down,GO:CC,tertiary granule membrane,0.373717677132989,40,2,"PLD1,HGSNAT"
down,GO:CC,TRAPPII protein complex,0.373717677132989,9,1,TRAPPC9
down,GO:CC,nucleoid,0.373717677132989,40,2,"UQCC2,ACADVL"
down,GO:CC,endoplasmic reticulum-plasma membrane contact site,0.373717677132989,9,1,GRAMD1B
down,GO:CC,mitotic spindle midzone,0.373717677132989,9,1,EML1
down,GO:CC,mitochondrial nucleoid,0.373717677132989,40,2,"UQCC2,ACADVL"
down,GO:CC,symmetric synapse,0.373717677132989,9,1,SLC4A8
down,GO:CC,ficolin-1-rich granule,0.373717677132989,125,4,"PTPRN2,ATAD3B,CAPN1,VCL"
down,GO:CC,perinuclear region of cytoplasm,0.373717677132989,531,12,"PLD1,ADGRB1,ASPSCR1,SLC39A13,EML1,SEC23B,TFRC,PICK1,CSNK1D,FAT1,AATK,BRSK2"
down,GO:MF,exogenous protein binding,0.3748304905565886,47,2,"ITGB5,TFRC"
down,GO:MF,peptidase activity,0.3748304905565886,342,8,"SCRN2,PCSK6,GGT7,ADAMTS9,ADAM12,MME,CAPN1,AFG3L2"
down,GO:MF,flippase activity,0.3748304905565886,12,1,ABCA3
down,GO:MF,"transferase activity, transferring alkyl or aryl (other than methyl) groups",0.3748304905565886,48,2,"DHDDS,GSTK1"
down,GO:MF,phosphatidylinositol 3-kinase regulator activity,0.3748304905565886,12,1,FLT3
down,GO:MF,phosphoprotein phosphatase activity,0.3748304905565886,137,4,"PTPRN2,PTPRE,SSU72,PTPN5"
down,GO:MF,retinoid binding,0.3748304905565886,12,1,RBP4
down,GO:MF,racemase and epimerase activity,0.3748304905565886,12,1,GLCE
down,GO:MF,mismatched DNA binding,0.3748304905565886,12,1,XPC
down,GO:MF,diacylglycerol binding,0.3748304905565886,12,1,RASGRP2
down,GO:MF,virus receptor activity,0.3748304905565886,47,2,"ITGB5,TFRC"
down,GO:MF,phosphatidylinositol phosphate binding,0.3748304905565886,136,4,"DNM1,RUBCNL,EXOC7,CYTH3"
down,GO:MF,kinase binding,0.3748304905565886,559,12,"MICAL1,PITPNM2,DNM1,IRAK1,TFRC,PICK1,STX1A,PTPN5,SHC2,PKD1,BRSK2,HDAC4"
down,GO:MF,fatty acid transmembrane transporter activity,0.3748304905565886,12,1,SLC27A4
down,GO:MF,N-acetyltransferase activity,0.3748304905565886,47,2,"NAT8L,HGSNAT"
down,GO:MF,purine nucleotide binding,0.3748304905565886,1486,28,"IDH3A,RPS6KL1,PFKFB3,STK36,EPHB6,ABCB8,DNM1,ACSF3,IRAK1,ACTR3B,GFM1,ATAD3B,ULK3,ATP2B2,RNF112,AFG3L2,MVD,CSNK1D,PRKCQ,CAMK1D,HK1,AATK,NDUFS2,ABCC8,BRSK2,ABCA3,FLT3,NAV2"
down,GO:MF,fatty acid derivative binding,0.3748304905565886,12,1,ACADVL
down,GO:MF,lipopolysaccharide binding,0.3748304905565886,12,1,ADGRB1
down,GO:MF,fatty-acyl-CoA binding,0.3748304905565886,12,1,ACADVL
down,REAC,RAF/MAP kinase cascade,0.37597628588041204,207,6,"FGF9,RASGRF2,SHC2,PRKCQ,VCL,FLT3"
down,GO:BP,small molecule metabolic process,0.3761102061570663,1110,24,"IDH3A,SLC25A25,PFKFB3,FTCD,GGT7,DGAT1,ACSF3,DHDDS,MME,FKRP,SLC25A44,D2HGDH,TALDO1,RBP4,MVD,ACADVL,SLC27A4,HK1,NDUFS2,VPS9D1,SREBF2,IGF1,HDAC4,PGLS"
down,GO:BP,regulation of Arp2/3 complex-mediated actin nucleation,0.3761102061570663,27,2,"RNH1,PICK1"
down,GO:BP,regulation of glycogen metabolic process,0.3761102061570663,27,2,"RUBCNL,IGF1"
down,GO:BP,glycoprotein catabolic process,0.3761102061570663,27,2,"GPC1,HGSNAT"
down,GO:CC,ER to Golgi transport vesicle membrane,0.37636084183003854,41,2,"SEC23B,SREBF2"
down,GO:BP,negative regulation of myotube differentiation,0.3776386890710251,5,1,HDAC4
down,GO:BP,regulation of cholesterol efflux,0.3776386890710251,29,2,"SREBF2,ABCA3"
down,GO:BP,bradykinin catabolic process,0.3776386890710251,5,1,MME
down,GO:BP,positive regulation of pigment cell differentiation,0.3776386890710251,5,1,ADAMTS9
down,GO:BP,myoblast fusion,0.3776386890710251,28,2,"ADGRB1,ADAM12"
down,GO:BP,regulation of timing of cell differentiation,0.3776386890710251,5,1,FGF9
down,GO:BP,interleukin-33-mediated signaling pathway,0.3776386890710251,5,1,IRAK1
down,GO:BP,receptor-mediated endocytosis,0.3776386890710251,187,6,"DNM1,DRD3,TFRC,PICK1,LPAR1,AHI1"
down,GO:BP,nucleoside phosphate catabolic process,0.3776386890710251,141,5,"PFKFB3,FKRP,HK1,IGF1,HDAC4"
down,GO:BP,negative regulation of vasculature development,0.3776386890710251,61,3,"ADGRB1,ADAMTS9,ABCC8"
down,GO:BP,positive regulation of cytokinesis,0.3776386890710251,28,2,"DRD3,EXOC7"
down,GO:BP,positive regulation of protein oligomerization,0.3776386890710251,5,1,ABCA3
down,GO:BP,Ral protein signal transduction,0.3776386890710251,5,1,RALGPS1
down,GO:BP,endoplasmic reticulum to cytosol transport,0.3776386890710251,28,2,"OS9,BRSK2"
down,GO:BP,negative regulation of sterol transport,0.3776386890710251,5,1,SREBF2
down,GO:BP,GDP-mannose biosynthetic process,0.3776386890710251,5,1,HK1
down,GO:BP,glyceraldehyde-3-phosphate metabolic process,0.3776386890710251,5,1,TALDO1
down,GO:BP,hypersensitivity,0.3776386890710251,5,1,EPHB6
down,GO:BP,skeletal muscle tissue regeneration,0.3776386890710251,28,2,"FKRP,IGF1"
down,GO:BP,response to oxygen-containing compound,0.3776386890710251,1014,22,"PTPRN2,ARSA,GRAMD1B,DNMT1,AGRN,DRD3,IRAK1,PTPRE,TFRC,FKRP,RNF112,AFG3L2,RBP4,LPAR1,SLC27A4,PEX14,PRKCQ,ABCC8,BRSK2,SDK1,IGF1,FLT3"
down,GO:BP,negative regulation of cholesterol transport,0.3776386890710251,5,1,SREBF2
down,GO:BP,lipid transport across blood-brain barrier,0.3776386890710251,5,1,SLC27A4
down,GO:BP,response to cocaine,0.3776386890710251,29,2,"DRD3,SDK1"
down,GO:BP,adenylate cyclase-inhibiting dopamine receptor signaling pathway,0.3776386890710251,5,1,DRD3
down,GO:BP,distal tubule development,0.3776386890710251,5,1,PKD1
down,GO:BP,chromosome attachment to the nuclear envelope,0.3776386890710251,5,1,IFFO1
down,GO:BP,embryonic retina morphogenesis in camera-type eye,0.3776386890710251,5,1,RBP4
down,GO:BP,mesonephric duct development,0.3776386890710251,5,1,PKD1
down,GO:BP,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,0.3776386890710251,61,3,"FGF9,KCP,GLCE"
down,GO:BP,cardiac muscle tissue development,0.3776386890710251,139,5,"FGF9,HEG1,ADAMTS9,RBP4,IGF1"
down,GO:BP,regulation of skeletal muscle fiber development,0.3776386890710251,5,1,HDAC4
down,GO:BP,cell-cell junction disassembly,0.3776386890710251,5,1,ABCC8
down,GO:BP,"retrograde protein transport, ER to cytosol",0.3776386890710251,28,2,"OS9,BRSK2"
down,GO:BP,mammary gland involution,0.3776386890710251,5,1,CAPN1
down,GO:BP,positive regulation of cholesterol storage,0.3776386890710251,5,1,SREBF2
down,GO:BP,clustering of voltage-gated sodium channels,0.3776386890710251,5,1,AGRN
down,GO:BP,positive regulation of melanocyte differentiation,0.3776386890710251,5,1,ADAMTS9
down,GO:BP,otolith development,0.3776386890710251,5,1,TTC39C
down,GO:BP,localization of cell,0.3776386890710251,5,1,FKRP
down,GO:BP,negative regulation of blood vessel morphogenesis,0.3776386890710251,61,3,"ADGRB1,ADAMTS9,ABCC8"
down,GO:BP,regulation of miRNA metabolic process,0.3776386890710251,61,3,"ZSWIM8,SREBF2,HDAC4"
down,GO:BP,cellular process,0.3776386890710251,10667,175,"RBFOX3,FGF9,HEG1,SCRN2,ELFN1,IDH3A,PTPRN2,SLC25A25,PLD1,RNPS1,TRIM67,ARSA,ADGRB1,ABLIM2,GRAMD1B,RPS6KL1,PFKFB3,STK36,FTCD,EPHB6,MICAL1,CORO6,XPC,PCSK6,PITPNM2,TLE2,ABCB8,DOT1L,IGSF9B,TBC1D13,VAV2,CNTNAP1,BICDL1,TOMM40,ASPSCR1,UQCC2,GGT7,SEMA4G,TMC7,GRM4,OCIAD2,DGAT1,SLC4A8,OS9,PPP6R2,DNMT1,DNM1,ACSF3,KCP,ZNF18,PDIA2,IQSEC1,AGRN,BOLA3,SLCO4A1,BOP1,CNTN6,CDH4,COL11A2,IFFO1,LRRN2,DRD3,IRAK1,BEST4,COL26A1,DTD1,PTPRE,RNH1,GRIP2,NECAB3,ADAMTS9,CORO1A,DHDDS,ADAM12,SLC39A13,MME,ITGB5,CCNL2,POMT1,GFM1,HSPBP1,EML1,SEC23B,RASGRP2,SSU72,TFRC,TCEA2,PROM1,CCDC57,TUBGCP5,TIMM13,FKRP,ATAD3B,CAPN1,ULK3,ATP2B2,SLC25A44,PICK1,D2HGDH,RNF112,TALDO1,RASGRF2,RNF144B,RUBCNL,AFG3L2,TTC39C,SLC44A2,RBP4,STX1A,MCRIP1,MVD,ZYX,SLC4A3,CSNK1D,LPAR1,FAT1,RMDN3,PRDM5,ACADVL,TANGO6,OSGEP,QTRT1,PTPN5,SHC2,GSTK1,SLC27A4,PEX14,ZSWIM8,PRKCQ,NMU,CAMK1D,GPC1,HK1,CREB5,PKD1,AATK,MMS19,NDUFS2,ABCC8,MCC,BRSK2,MAP7D1,PNMA3,VPS9D1,EXOC7,SECISBP2,LPCAT4,SREBF2,GALNT11,NR2C1,SDK1,VCL,GLCE,CYTH3,ABCA3,IGF1,CIRBP,GIT2,FLT3,HGSNAT,SST,HDAC4,SVOP,CCDC136,AHI1,CACNG8,ANKS1A,SUGP2,TRAPPC9,RALGPS1,NAV2,EVL,NETO2,FARP1,PGLS"
down,GO:BP,signaling receptor ligand precursor processing,0.3776386890710251,29,2,"PCSK6,MME"
down,GO:BP,monoatomic ion homeostasis,0.3776386890710251,330,9,"SLC4A8,BOLA3,DRD3,SLC39A13,TFRC,ATP2B2,AFG3L2,SLC4A3,RMDN3"
down,GO:BP,peripheral nervous system development,0.3776386890710251,60,3,"ADGRB1,CNTNAP1,GPC1"
down,GO:BP,positive regulation of skeletal muscle cell differentiation,0.3776386890710251,5,1,GPC1
down,GO:BP,very-low-density lipoprotein particle assembly,0.3776386890710251,5,1,DGAT1
down,GO:BP,negative regulation of Arp2/3 complex-mediated actin nucleation,0.3776386890710251,5,1,PICK1
down,GO:BP,regulation of dopamine uptake involved in synaptic transmission,0.3776386890710251,5,1,DRD3
down,GO:BP,RNA stabilization,0.3776386890710251,60,3,"RNH1,SECISBP2,CIRBP"
down,GO:BP,tRNA threonylcarbamoyladenosine modification,0.3776386890710251,5,1,OSGEP
down,GO:BP,monoatomic cation homeostasis,0.3776386890710251,325,9,"SLC4A8,BOLA3,DRD3,SLC39A13,TFRC,ATP2B2,AFG3L2,SLC4A3,RMDN3"
down,GO:BP,regulation of localization,0.3776386890710251,1335,28,"PTPRN2,PLD1,TRIM67,MICAL1,ASPSCR1,UQCC2,SLC4A8,OS9,DRD3,CORO1A,TFRC,PICK1,AFG3L2,RBP4,STX1A,LPAR1,CAMK1D,GPC1,ABCC8,BRSK2,SREBF2,VCL,ABCA3,IGF1,AHI1,CACNG8,NETO2,FARP1"
down,GO:BP,"positive regulation of CD4-positive, alpha-beta T cell proliferation",0.3776386890710251,5,1,PRKCQ
down,GO:BP,isocitrate metabolic process,0.3776386890710251,5,1,IDH3A
down,GO:BP,positive regulation of synaptic vesicle exocytosis,0.3776386890710251,5,1,SLC4A8
down,GO:BP,genitalia development,0.3776386890710251,28,2,"RBP4,PKD1"
down,GO:BP,positive regulation of immunoglobulin production,0.3776386890710251,28,2,"TFRC,RBP4"
down,GO:BP,mitochondrial protein processing,0.3776386890710251,5,1,AFG3L2
down,GO:BP,regulation of gliogenesis,0.3776386890710251,61,3,"DRD3,RNF112,ABCC8"
down,GO:BP,L-histidine metabolic process,0.3776386890710251,5,1,FTCD
down,GO:BP,negative regulation of low-density lipoprotein particle clearance,0.3776386890710251,5,1,ABCC8
down,GO:BP,peptidyl-lysine deacetylation,0.3776386890710251,5,1,HDAC4
down,GO:BP,positive regulation of activin receptor signaling pathway,0.3776386890710251,5,1,FGF9
down,GO:BP,peptide hormone processing,0.3776386890710251,28,2,"PCSK6,MME"
down,GO:BP,positive regulation of miRNA catabolic process,0.3776386890710251,5,1,ZSWIM8
down,GO:BP,aminoacyl-tRNA metabolism involved in translational fidelity,0.3776386890710251,5,1,DTD1
down,GO:BP,diaphragm development,0.3776386890710251,5,1,FKRP
down,GO:BP,vesicle localization,0.3776386890710251,185,6,"BICDL1,DNM1,CSNK1D,BRSK2,EXOC7,TRAPPC9"
down,GO:BP,"protein import into peroxisome matrix, substrate release",0.3776386890710251,5,1,PEX14
down,GO:BP,negative regulation of angiogenesis,0.3776386890710251,61,3,"ADGRB1,ADAMTS9,ABCC8"
down,GO:BP,bone mineralization involved in bone maturation,0.3776386890710251,5,1,IGF1
down,GO:BP,positive regulation of cell adhesion,0.3776386890710251,276,8,"EPHB6,IRAK1,COL26A1,CORO1A,TFRC,PRKCQ,CYTH3,IGF1"
down,GO:BP,vesicle tethering,0.3776386890710251,29,2,"EXOC7,TRAPPC9"
down,GO:BP,artery smooth muscle contraction,0.3776386890710251,5,1,GRIP2
down,GO:BP,cellular component assembly,0.37767175813386455,2338,45,"ELFN1,PLD1,ADGRB1,ABLIM2,STK36,MICAL1,DOT1L,VAV2,CNTNAP1,UQCC2,DGAT1,DNMT1,DNM1,AGRN,BOLA3,BOP1,CDH4,CORO1A,ITGB5,TFRC,CCDC57,TUBGCP5,FKRP,ULK3,RNF112,TTC39C,STX1A,ZYX,CSNK1D,LPAR1,PEX14,GPC1,PKD1,MMS19,NDUFS2,GALNT11,SDK1,VCL,ABCA3,CIRBP,HGSNAT,CCDC136,AHI1,EVL,FARP1"
down,GO:BP,protein transmembrane transport,0.37767175813386455,63,3,"TOMM40,PEX14,EXOC7"
down,GO:BP,regulation of lymphocyte proliferation,0.37767175813386455,102,4,"CORO1A,TFRC,PRKCQ,IGF1"
down,GO:BP,cell junction organization,0.37779173561401347,638,15,"HEG1,ELFN1,ADGRB1,CNTNAP1,IQSEC1,AGRN,CNTN6,CDH4,FKRP,PICK1,AFG3L2,ABCC8,SDK1,VCL,FARP1"
down,REAC,Axon guidance,0.37781741115900885,460,11,"RNPS1,ABLIM2,VAV2,CNTNAP1,DNM1,AGRN,CNTN6,ZSWIM8,PRKCQ,GPC1,EVL"
down,REAC,Assembly of collagen fibrils and other multimeric structures,0.37781741115900885,36,2,"COL11A2,COL24A1"
down,REAC,MAPK1/MAPK3 signaling,0.38250175986045304,209,6,"FGF9,RASGRF2,SHC2,PRKCQ,VCL,FLT3"
down,GO:CC,mitochondrial outer membrane,0.3834881654828898,174,5,"TOMM40,SLC44A2,RMDN3,QTRT1,HK1"
down,GO:BP,secondary alcohol metabolic process,0.38585610053049396,103,4,"IDH3A,MVD,ACADVL,SREBF2"
down,GO:BP,lipid homeostasis,0.38585610053049396,103,4,"GRAMD1B,DGAT1,SREBF2,ABCA3"
down,GO:BP,regulation of mononuclear cell proliferation,0.38585610053049396,103,4,"CORO1A,TFRC,PRKCQ,IGF1"
down,GO:BP,regulation of leukocyte cell-cell adhesion,0.3858751785188665,190,6,"EPHB6,IRAK1,CORO1A,TFRC,PRKCQ,IGF1"
down,GO:MF,small GTPase binding,0.3878720293928061,242,6,"MICAL1,TBC1D13,BICDL1,VPS9D1,GIT2,FARP1"
down,REAC,RUNX3 regulates p14-ARF,0.38831029694323005,8,1,HDAC4
down,REAC,Class C/3 (Metabotropic glutamate/pheromone receptors),0.38831029694323005,8,1,GRM4
down,REAC,Chondroitin sulfate/dermatan sulfate metabolism,0.38831029694323005,37,2,"AGRN,GPC1"
down,REAC,NFE2L2 regulates pentose phosphate pathway genes,0.38831029694323005,8,1,TALDO1
down,REAC,Phospholipid metabolism,0.38831029694323005,164,5,"PLD1,PITPNM2,DGAT1,SLC44A2,LPCAT4"
