query_set,source,term_name,p_value,term_size,intersection_size,intersection
up,GO:MF,"dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity",0.07053754505169495,2,2,"ALG10B,ALG10"
up,GO:MF,I-SMAD binding,0.10746846270047497,13,3,"SMAD1,SMAD9,ACVR1B"
up,GO:MF,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity,0.13889890517019768,4,2,"ALG10B,ALG10"
up,GO:MF,quinone reductase (NADPH) activity,0.18843001511896063,1,1,CRYZ
up,GO:MF,complement receptor activity,0.18843001511896063,1,1,C5AR1
up,GO:MF,complement component C5a receptor activity,0.18843001511896063,1,1,C5AR1
up,GO:MF,prolactin receptor activity,0.18843001511896063,1,1,PRLR
up,GO:MF,opsonin receptor activity,0.18843001511896063,1,1,C5AR1
up,GO:MF,metal ion transmembrane transporter activity,0.18843001511896063,295,9,"SLC38A1,ATP2B4,CACHD1,SLC9A9,MRS2,RYR1,ATP2C1,TRPM3,SCN3A"
up,GO:MF,bicarbonate binding,0.18843001511896063,1,1,ADCY10
up,GO:MF,2-iminobutanoate deaminase activity,0.18843001511896063,1,1,RIDA
up,GO:MF,2-iminopropanoate deaminase activity,0.18843001511896063,1,1,RIDA
up,GO:MF,nitric-oxide synthase inhibitor activity,0.18843001511896063,1,1,ATP2B4
up,GO:MF,2-iminobutanoate/2-iminopropanoate deaminase activity,0.18843001511896063,1,1,RIDA
up,GO:MF,neurexin family protein binding,0.18843001511896063,11,2,"LRRTM2,SYTL2"
up,GO:MF,3-hydroxyisobutyryl-CoA hydrolase activity,0.18843001511896063,1,1,HIBCH
up,GO:MF,P-type calcium transporter activity,0.18843001511896063,6,2,"ATP2B4,ATP2C1"
up,GO:MF,steroid binding,0.18843001511896063,71,4,"AR,ERLIN1,TMEM97,OSBPL9"
up,GO:MF,immune receptor activity,0.18843001511896063,36,3,"C5AR1,PRLR,GHR"
up,GO:MF,"glucan 1,4-alpha-glucosidase activity",0.18843001511896063,1,1,MGAM
up,GO:MF,L-glutamine transmembrane transporter activity,0.18843001511896063,6,2,"SLC38A1,SLC38A6"
up,GO:MF,"oligo-1,6-glucosidase activity",0.18843001511896063,1,1,MGAM
up,GO:MF,N-acyltransferase activity,0.18843001511896063,58,4,"JADE1,CERS6,GLYATL2,NMT2"
up,GO:MF,cyclase activity,0.18843001511896063,14,2,"ADCY10,GUCY1A2"
up,GO:MF,short-chain fatty acyl-CoA hydrolase activity,0.18843001511896063,1,1,HIBCH
up,GO:MF,calcium ion transmembrane transporter activity,0.18843001511896063,102,5,"ATP2B4,CACHD1,RYR1,ATP2C1,TRPM3"
up,GO:MF,glucuronate-2-sulfatase activity,0.18843001511896063,1,1,ARSK
up,GO:MF,nucleobase-containing compound kinase activity,0.18843001511896063,38,3,"AK4,N4BP2,MAGI3"
up,GO:MF,"RNA endonuclease activity producing 3'-phosphomonoesters, hydrolytic mechanism",0.18843001511896063,1,1,RIDA
up,GO:MF,lipid binding,0.18843001511896063,536,14,"AR,INTU,ERLIN1,TMEM97,PRLR,TULP3,GOLPH3L,SYTL2,ZCCHC2,SH3GLB1,GHR,OSBPL9,SPART,TRPM3"
up,GO:MF,5-formyltetrahydrofolate cyclo-ligase activity,0.18843001511896063,1,1,MTHFS
up,GO:MF,P-type manganese transporter activity,0.18843001511896063,1,1,ATP2C1
up,GO:MF,P-type ion transporter activity,0.19700159645855989,15,2,"ATP2B4,ATP2C1"
up,GO:MF,P-type transmembrane transporter activity,0.19700159645855989,15,2,"ATP2B4,ATP2C1"
up,GO:MF,peptidyl-lysine N6-myristoyltransferase activity,0.23055737351080444,2,1,NMT2
up,GO:MF,glycine N-acyltransferase activity,0.23055737351080444,2,1,GLYATL2
up,GO:MF,intraciliary transport particle A binding,0.23055737351080444,2,1,TULP3
up,GO:MF,androgen binding,0.23055737351080444,2,1,AR
up,GO:MF,sterol binding,0.23055737351080444,52,3,"ERLIN1,TMEM97,OSBPL9"
up,GO:MF,hormone binding,0.23055737351080444,49,3,"AR,PRLR,GHR"
up,GO:MF,translation regulator activity,0.23055737351080444,46,3,"PAIP2B,FXR1,PABPC1"
up,GO:MF,cyclo-ligase activity,0.23055737351080444,2,1,MTHFS
up,GO:MF,phosphorus-oxygen lyase activity,0.23055737351080444,17,2,"ADCY10,GUCY1A2"
up,GO:MF,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity",0.23055737351080444,2,1,MGAT5
up,GO:MF,nucleoside monophosphate kinase activity,0.23055737351080444,19,2,"AK4,MAGI3"
up,GO:MF,glycylpeptide N-tetradecanoyltransferase activity,0.23055737351080444,2,1,NMT2
up,GO:MF,glycine:sodium symporter activity,0.23055737351080444,2,1,SLC38A1
up,GO:MF,amylase activity,0.23055737351080444,2,1,MGAM
up,GO:MF,chondroitin-glucuronate 5-epimerase activity,0.23055737351080444,2,1,DSE
up,GO:MF,nucleoside triphosphate adenylate kinase activity,0.23055737351080444,2,1,AK4
up,GO:MF,POU domain binding,0.23055737351080444,2,1,AR
up,GO:MF,glucosyltransferase activity,0.23055737351080444,17,2,"ALG10B,ALG10"
up,GO:MF,carbohydrate binding,0.2403964934106359,140,5,"CNTN1,MGAM,DCDC1,LGALS8,GALNT13"
up,GO:MF,ubiquitin protein ligase binding,0.2701005033430345,250,7,"SHPRH,BLZF1,SMAD1,ERLIN1,ACVR1B,MID1,SPART"
up,GO:MF,inhibin binding,0.2720660673981177,3,1,ACVR1B
up,GO:MF,methylation-dependent protein binding,0.2720660673981177,3,1,L3MBTL3
up,GO:MF,myosin light chain binding,0.2720660673981177,3,1,SPATA6L
up,GO:MF,"phosphatidylinositol-4,5-bisphosphate binding",0.2720660673981177,60,3,"TULP3,SYTL2,TRPM3"
up,GO:MF,histone H3K4me/H3K4me2/H3K4me3 demethylase activity,0.2720660673981177,3,1,KDM5A
up,GO:MF,histone demethylase activity,0.2720660673981177,25,2,"RSBN1,KDM5A"
up,GO:MF,SMAD binding,0.2720660673981177,61,3,"SMAD1,SMAD9,ACVR1B"
up,GO:MF,growth hormone receptor activity,0.2720660673981177,3,1,GHR
up,GO:MF,ryanodine-sensitive calcium-release channel activity,0.2720660673981177,3,1,RYR1
up,GO:MF,dAMP kinase activity,0.2720660673981177,3,1,AK4
up,GO:MF,"alpha-1,4-glucosidase activity",0.2720660673981177,3,1,MGAM
up,GO:MF,peptide hormone binding,0.2720660673981177,25,2,"PRLR,GHR"
up,GO:MF,ubiquitin-like protein ligase binding,0.27537365667526975,263,7,"SHPRH,BLZF1,SMAD1,ERLIN1,ACVR1B,MID1,SPART"
up,GO:MF,protein demethylase activity,0.2802908387983123,26,2,"RSBN1,KDM5A"
up,GO:MF,polynucleotide 5'-hydroxyl-kinase activity,0.29623857089846695,4,1,N4BP2
up,GO:MF,ATP-dependent polynucleotide 5'-hydroxyl-kinase activity,0.29623857089846695,4,1,N4BP2
up,GO:MF,ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity,0.29623857089846695,4,1,N4BP2
up,GO:MF,CMP kinase activity,0.29623857089846695,4,1,AK4
up,GO:MF,proline:sodium symporter activity,0.29623857089846695,4,1,SLC38A1
up,GO:MF,phosphatidylinositol binding,0.29623857089846695,218,6,"INTU,TULP3,GOLPH3L,SYTL2,ZCCHC2,TRPM3"
up,GO:MF,dCMP kinase activity,0.29623857089846695,4,1,AK4
up,GO:MF,alanine:sodium symporter activity,0.29623857089846695,4,1,SLC38A1
up,GO:MF,sphingosine N-acyltransferase activity,0.29623857089846695,4,1,CERS6
up,GO:MF,neutral L-amino acid transmembrane transporter activity,0.29623857089846695,29,2,"SLC38A1,SLC38A6"
up,GO:MF,guanylate cyclase activity,0.29623857089846695,4,1,GUCY1A2
up,GO:MF,histone H4K20 demethylase activity,0.29623857089846695,4,1,RSBN1
up,GO:MF,monoatomic cation transmembrane transporter activity,0.32462088316947096,407,9,"SLC38A1,ATP2B4,CACHD1,SLC9A9,MRS2,RYR1,ATP2C1,TRPM3,SCN3A"
up,GO:MF,histone H4 demethylase activity,0.33091658366896515,5,1,RSBN1
up,GO:MF,cytokine receptor activity,0.33091658366896515,33,2,"PRLR,GHR"
up,GO:MF,protein phosphatase 2B binding,0.33091658366896515,5,1,ATP2B4
up,GO:MF,NADPH dehydrogenase activity,0.33091658366896515,5,1,CRYZ
up,GO:MF,RNA strand annealing activity,0.33091658366896515,5,1,FXR1
up,GO:MF,demethylase activity,0.33091658366896515,32,2,"RSBN1,KDM5A"
up,GO:MF,calcium-induced calcium release activity,0.33091658366896515,5,1,RYR1
up,GO:MF,voltage-gated calcium channel activity,0.33091658366896515,33,2,"CACHD1,RYR1"
up,GO:MF,co-SMAD binding,0.3411335031063963,6,1,SMAD1
up,GO:MF,chondroitin sulfate binding,0.3411335031063963,6,1,DPYSL3
up,GO:MF,histone H3K4 demethylase activity,0.3411335031063963,6,1,KDM5A
up,GO:MF,neutral L-amino acid:sodium symporter activity,0.3411335031063963,6,1,SLC38A1
up,GO:MF,"deoxynucleoside phosphate kinase activity, ATP as phosphate donor",0.3411335031063963,6,1,AK4
up,GO:MF,L-leucine binding,0.3411335031063963,6,1,UBR2
up,GO:MF,alpha-glucosidase activity,0.3411335031063963,6,1,MGAM
up,GO:MF,nitric-oxide synthase binding,0.3411335031063963,6,1,ATP2B4
up,GO:MF,molecular condensate scaffold activity,0.3411335031063963,35,2,"AR,FXR1"
up,GO:MF,nitric-oxide synthase regulator activity,0.3411335031063963,6,1,ATP2B4
up,GO:MF,glycine transmembrane transporter activity,0.3411335031063963,6,1,SLC38A1
up,GO:MF,"phosphotransferase activity, phosphate group as acceptor",0.3411335031063963,34,2,"AK4,MAGI3"
up,GO:MF,thiolester hydrolase activity,0.3411335031063963,36,2,"ABHD13,HIBCH"
up,GO:MF,ATPase-coupled monoatomic cation transmembrane transporter activity,0.3411335031063963,35,2,"ATP2B4,ATP2C1"
up,GO:MF,hexosyltransferase activity,0.37039414171734997,135,4,"ALG10B,ALG10,MGAT5,GALNT13"
up,GO:MF,phosphatidylinositol phosphate binding,0.3746904475476287,136,4,"TULP3,GOLPH3L,SYTL2,TRPM3"
up,GO:MF,folic acid binding,0.3773647473869372,7,1,MTHFS
up,GO:MF,glucosidase activity,0.3773647473869372,7,1,MGAM
up,GO:MF,DEAD/H-box RNA helicase binding,0.3773647473869372,7,1,SMAD1
up,GO:MF,mRNA 3'-UTR binding,0.38020070783533083,86,3,"FXR1,CRYZ,PABPC1"
up,GO:BP,flagellated sperm motility,0.38093873989706367,99,4,"ATP2B4,CFAP54,TMEM232,MNS1"
up,GO:BP,negative regulation of cell growth,0.38093873989706367,125,5,"JADE1,ACVR1B,SPART,KIAA0319,MAP2"
up,GO:BP,Golgi calcium ion homeostasis,0.38093873989706367,2,1,ATP2C1
up,GO:BP,Golgi calcium ion transport,0.38093873989706367,2,1,ATP2C1
up,GO:BP,inorganic diphosphate transport,0.38093873989706367,2,1,ANKH
up,GO:BP,embryonic camera-type eye development,0.38093873989706367,22,2,"TULP3,WDR19"
up,GO:BP,starch catabolic process,0.38093873989706367,1,1,MGAM
up,GO:BP,negative regulation of transcription initiation-coupled chromatin remodeling,0.38093873989706367,2,1,L3MBTL3
up,GO:BP,epithelial cell morphogenesis,0.38093873989706367,22,2,"AR,ROCK1"
up,GO:BP,noradrenergic neuron development,0.38093873989706367,3,1,ZC4H2
up,GO:BP,starch metabolic process,0.38093873989706367,1,1,MGAM
up,GO:BP,glycogen catabolic process,0.38093873989706367,21,2,"RB1CC1,ADCY10"
up,GO:BP,global genome nucleotide-excision repair,0.38093873989706367,2,1,USP45
up,GO:BP,diphosphate metabolic process,0.38093873989706367,3,1,ANKH
up,GO:BP,somite development,0.38093873989706367,47,3,"ATM,RBPJ,WDR19"
up,GO:BP,cementum mineralization,0.38093873989706367,3,1,ANKH
up,GO:BP,embryonic cranial skeleton morphogenesis,0.38093873989706367,22,2,"TULP3,WDR19"
up,GO:BP,negative regulation of collateral sprouting in absence of injury,0.38093873989706367,1,1,SPART
up,GO:BP,maltose catabolic process,0.38093873989706367,1,1,MGAM
up,GO:BP,maltose metabolic process,0.38093873989706367,2,1,MGAM
up,GO:BP,keratinocyte differentiation,0.38093873989706367,56,3,"INTU,RBPJ,ROCK1"
up,GO:BP,negative regulation of amine catabolic process,0.38093873989706367,1,1,ATP2B4
up,GO:BP,regulation of amine catabolic process,0.38093873989706367,1,1,ATP2B4
up,GO:BP,regulation of extent of cell growth,0.38093873989706367,83,4,"ADCY10,SPART,KIAA0319,MAP2"
up,GO:BP,negative regulation of sprouting of injured axon,0.38093873989706367,2,1,KIAA0319
up,GO:BP,regulation of sprouting of injured axon,0.38093873989706367,3,1,KIAA0319
up,GO:BP,regulation of collateral sprouting in absence of injury,0.38093873989706367,2,1,SPART
up,GO:BP,negative regulation of axon extension involved in regeneration,0.38093873989706367,2,1,KIAA0319
up,GO:BP,formate metabolic process,0.38093873989706367,2,1,MTHFS
up,GO:BP,purine ribonucleotide transport,0.38093873989706367,23,2,"ADCY10,ANKH"
up,GO:BP,negative regulation of axonogenesis,0.38093873989706367,46,3,"SPART,KIAA0319,MAP2"
up,GO:BP,ATP transport,0.38093873989706367,15,2,"ADCY10,ANKH"
up,GO:BP,arterial endothelial cell differentiation,0.38093873989706367,3,1,RBPJ
up,GO:BP,positive regulation of anion transmembrane transport,0.38093873989706367,2,1,TCAF1
up,GO:BP,male genitalia morphogenesis,0.38093873989706367,2,1,AR
up,GO:BP,Golgi to plasma membrane transport,0.38093873989706367,57,3,"BLZF1,GOLPH3L,ATP2C1"
up,GO:BP,pteridine-containing compound catabolic process,0.38093873989706367,3,1,MTHFS
up,GO:BP,water-soluble vitamin catabolic process,0.38093873989706367,1,1,MTHFS
up,GO:BP,purine nucleotide transport,0.38093873989706367,25,2,"ADCY10,ANKH"
up,GO:BP,regulation of growth,0.38093873989706367,415,10,"JADE1,AR,ADCY10,RBPJ,TMEM97,ACVR1B,GHR,SPART,KIAA0319,MAP2"
up,GO:BP,positive regulation of membrane tubulation,0.38093873989706367,2,1,SH3GLB1
up,GO:BP,growth,0.38093873989706367,647,14,"ATM,JADE1,AR,SMAD1,ADCY10,RMI1,RBPJ,TMEM97,PRLR,ACVR1B,GHR,SPART,KIAA0319,MAP2"
up,GO:BP,positive regulation of protein localization to plasma membrane,0.38093873989706367,48,3,"STAC,ATP2B4,ATP2C1"
up,GO:BP,regulation of protein localization to plasma membrane,0.38093873989706367,86,4,"STAC,ATP2B4,AR,ATP2C1"
up,GO:BP,protein localization to vacuolar membrane,0.38093873989706367,1,1,SH3GLB1
up,GO:BP,positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,0.38093873989706367,3,1,ADCY10
up,GO:BP,microtubule-based movement,0.38093873989706367,315,9,"ATP2B4,INTU,CFAP54,TMEM232,ADCY10,MNS1,DNAH6,WDR19,MAP2"
up,GO:BP,reciprocal meiotic recombination,0.38093873989706367,35,3,"ATM,UBR2,RMI1"
up,GO:BP,long-chain fatty acid catabolic process,0.38093873989706367,3,1,GLYATL2
up,GO:BP,cilium or flagellum-dependent cell motility,0.38093873989706367,114,5,"ATP2B4,CFAP54,TMEM232,MNS1,DNAH6"
up,GO:BP,L-glutamine import across plasma membrane,0.38093873989706367,2,1,SLC38A1
up,GO:BP,positive regulation of monoatomic anion transport,0.38093873989706367,2,1,TCAF1
up,GO:BP,blood vessel lumenization,0.38093873989706367,1,1,RBPJ
up,GO:BP,endothelial cell fate specification,0.38093873989706367,3,1,RBPJ
up,GO:BP,blood vessel endothelial cell fate commitment,0.38093873989706367,3,1,RBPJ
up,GO:BP,arterial endothelial cell fate commitment,0.38093873989706367,2,1,RBPJ
up,GO:BP,negative regulation of bicellular tight junction assembly,0.38093873989706367,3,1,ROCK1
up,GO:BP,positive regulation of synaptic vesicle transport,0.38093873989706367,2,1,MAP2
up,GO:BP,ossification,0.38093873989706367,261,8,"SMAD1,INTU,ADCY10,SMAD9,RBPJ,ANKH,RYR1,ACVR1B"
up,GO:BP,pexophagy,0.38093873989706367,16,2,"ATM,RB1CC1"
up,GO:BP,negative regulation of the force of heart contraction,0.38093873989706367,1,1,ATP2B4
up,GO:BP,maintenance of protein complex location,0.38093873989706367,2,1,TMEM232
up,GO:BP,regulation of citrulline biosynthetic process,0.38093873989706367,1,1,ATP2B4
up,GO:BP,negative regulation of citrulline biosynthetic process,0.38093873989706367,1,1,ATP2B4
up,GO:BP,cilium-dependent cell motility,0.38093873989706367,114,5,"ATP2B4,CFAP54,TMEM232,MNS1,DNAH6"
up,GO:BP,regulation of muscle adaptation,0.38093873989706367,57,3,"ATP2B4,ADCY10,ROCK1"
up,GO:BP,positive regulation of dense core granule transport,0.38093873989706367,2,1,MAP2
up,GO:BP,regulation of dense core granule transport,0.38093873989706367,2,1,MAP2
up,GO:BP,regionalization,0.38093873989706367,220,9,"ATM,TSHZ1,AR,INTU,MNS1,RBPJ,TULP3,WDR19,BICC1"
up,GO:BP,cilium movement involved in cell motility,0.38093873989706367,111,5,"ATP2B4,CFAP54,TMEM232,MNS1,DNAH6"
up,GO:BP,RNA destabilization,0.38093873989706367,88,4,"FXR1,RIDA,PABPC1,ROCK1"
up,GO:BP,light adaption,0.38093873989706367,3,1,RGS9
up,GO:BP,N-terminal peptidyl-glycine N-myristoylation,0.38093873989706367,2,1,NMT2
up,GO:BP,complement component C5a signaling pathway,0.38093873989706367,1,1,C5AR1
up,GO:BP,prolactin signaling pathway,0.38093873989706367,2,1,PRLR
up,GO:BP,negative regulation of neuron projection development,0.38093873989706367,102,4,"DPYSL3,SPART,KIAA0319,MAP2"
up,GO:BP,regulation of muscle hypertrophy,0.38093873989706367,46,3,"ATP2B4,ADCY10,ROCK1"
up,GO:BP,positive regulation of muscle hypertrophy,0.38093873989706367,23,2,"ADCY10,ROCK1"
up,GO:BP,mRNA destabilization,0.38093873989706367,85,4,"FXR1,RIDA,PABPC1,ROCK1"
up,GO:BP,myotome development,0.38093873989706367,2,1,WDR19
up,GO:BP,activation of transmembrane receptor protein tyrosine kinase activity,0.38093873989706367,3,1,PRLR
up,GO:BP,sprouting of injured axon,0.38093873989706367,3,1,KIAA0319
up,GO:BP,axon extension involved in regeneration,0.38093873989706367,2,1,KIAA0319
up,GO:BP,positive regulation of anterograde synaptic vesicle transport,0.38093873989706367,2,1,MAP2
up,GO:BP,regulation of anterograde synaptic vesicle transport,0.38093873989706367,2,1,MAP2
up,GO:BP,monounsaturated fatty acid catabolic process,0.38093873989706367,1,1,GLYATL2
up,GO:BP,monounsaturated fatty acid metabolic process,0.38093873989706367,2,1,GLYATL2
up,GO:BP,regulation of developmental growth,0.38093873989706367,224,7,"AR,ADCY10,RBPJ,GHR,SPART,KIAA0319,MAP2"
up,GO:BP,positive regulation of nitric oxide mediated signal transduction,0.38093873989706367,2,1,GUCY1A2
up,GO:BP,positive regulation of telomerase catalytic core complex assembly,0.38093873989706367,2,1,ATM
up,GO:BP,pre-B cell allelic exclusion,0.38093873989706367,1,1,ATM
up,GO:BP,pre-B cell differentiation,0.38093873989706367,3,1,ATM
up,GO:BP,regulation of nitric oxide mediated signal transduction,0.38093873989706367,3,1,GUCY1A2
up,GO:BP,amino acid import,0.38093873989706367,2,1,SLC38A1
up,GO:BP,telomerase catalytic core complex assembly,0.38093873989706367,2,1,ATM
up,GO:BP,Golgi to plasma membrane protein transport,0.38093873989706367,33,3,"BLZF1,GOLPH3L,ATP2C1"
up,GO:BP,sodium ion transport,0.38093873989706367,147,5,"SLC38A1,CNTN1,ATP2B4,SLC9A9,SCN3A"
up,GO:BP,trans-Golgi network membrane organization,0.38093873989706367,2,1,ATP2C1
up,GO:BP,positive regulation of cardiac muscle hypertrophy,0.38093873989706367,23,2,"ADCY10,ROCK1"
up,GO:BP,prostate gland growth,0.38093873989706367,9,2,"AR,PRLR"
up,GO:BP,ATP export,0.38093873989706367,2,1,ANKH
up,GO:BP,positive regulation of protein localization to cell periphery,0.38093873989706367,59,3,"STAC,ATP2B4,ATP2C1"
up,GO:BP,positive regulation of mRNA catabolic process,0.38093873989706367,90,4,"FXR1,RIDA,PABPC1,ROCK1"
up,GO:BP,protein localization to plasma membrane,0.38093873989706367,222,7,"BLZF1,STAC,ATP2B4,AR,GOLPH3L,ROCK1,ATP2C1"
up,GO:BP,protein localization to membrane,0.38093873989706367,346,10,"BLZF1,STAC,ATP2B4,AR,GOLPH3L,WDR19,SH3GLB1,NMT2,ROCK1,ATP2C1"
up,GO:BP,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,0.38093873989706367,61,3,"RBPJ,ACVR1B,KIAA0319"
up,GO:BP,smoothened signaling pathway involved in dorsal/ventral neural tube patterning,0.38093873989706367,5,2,"TULP3,WDR19"
up,GO:BP,regulation of cardiac muscle hypertrophy,0.38093873989706367,45,3,"ATP2B4,ADCY10,ROCK1"
up,GO:BP,semi-lunar valve development,0.38093873989706367,23,2,"RBPJ,ROCK1"
up,GO:BP,positive regulation of connective tissue replacement,0.38093873989706367,3,1,ROCK1
up,GO:BP,specification of animal organ identity,0.38093873989706367,20,2,"AR,RBPJ"
up,GO:BP,positive regulation of signal transduction,0.38093873989706367,1026,19,"ATM,UBR2,C5AR1,RB1CC1,AR,INTU,FXR1,ADCY10,RBPJ,PRLR,ACVR1B,GUCY1A2,IRAK1BP1,GHR,ROCK1,MID1,ATP2C1,MGAT5,KIAA0319"
up,GO:BP,positive regulation of anterograde dense core granule transport,0.38093873989706367,2,1,MAP2
up,GO:BP,negative regulation of multicellular organismal process,0.38093873989706367,622,13,"ATM,TMEM178A,ZNF706,RPS6KA5,ATP2B4,FXR1,ADCY10,RBPJ,ACVR1B,ROCK1,SPART,KIAA0319,MAP2"
up,GO:BP,regulation of telomerase catalytic core complex assembly,0.38093873989706367,2,1,ATM
up,GO:BP,N-terminal protein myristoylation,0.38093873989706367,3,1,NMT2
up,GO:BP,sperm motility,0.38093873989706367,99,4,"ATP2B4,CFAP54,TMEM232,MNS1"
up,GO:BP,establishment of protein-containing complex localization to telomere,0.38093873989706367,3,1,ATM
up,GO:BP,establishment of RNA localization to telomere,0.38093873989706367,3,1,ATM
up,GO:BP,amyloid-beta clearance,0.38093873989706367,25,2,"C5AR1,ROCK1"
up,GO:BP,localization within membrane,0.38093873989706367,577,14,"BLZF1,STAC,TCAF1,ATP2B4,AR,BHLHE40-AS1,FXR1,NECTIN3,GOLPH3L,WDR19,SH3GLB1,NMT2,ROCK1,ATP2C1"
up,GO:BP,homologous recombination,0.38093873989706367,42,3,"ATM,UBR2,RMI1"
up,GO:BP,peptidyl-glycine modification,0.38093873989706367,3,1,NMT2
up,GO:BP,protein myristoylation,0.38093873989706367,3,1,NMT2
up,GO:BP,somatic sex determination,0.38093873989706367,1,1,AR
up,GO:BP,male somatic sex determination,0.38093873989706367,1,1,AR
up,GO:BP,glutamine transport,0.38093873989706367,6,2,"SLC38A1,SLC38A6"
up,GO:BP,regulation of anterograde dense core granule transport,0.38093873989706367,2,1,MAP2
up,GO:BP,regulation of lipoprotein transport,0.38093873989706367,3,1,TMEM97
up,GO:BP,osteoblast fate commitment,0.38093873989706367,3,1,SMAD1
up,GO:BP,folic acid-containing compound catabolic process,0.38093873989706367,3,1,MTHFS
up,GO:BP,vitamin catabolic process,0.38093873989706367,3,1,MTHFS
up,GO:BP,positive regulation of glutamine transport,0.38093873989706367,1,1,SLC38A1
up,GO:BP,regulation of glutamine transport,0.38093873989706367,1,1,SLC38A1
up,GO:BP,glucan catabolic process,0.38093873989706367,22,3,"MGAM,RB1CC1,ADCY10"
up,GO:BP,cyclic nucleotide biosynthetic process,0.38093873989706367,13,2,"ADCY10,GUCY1A2"
up,GO:BP,dolichol-linked oligosaccharide biosynthetic process,0.38093873989706367,21,2,"ALG10B,ALG10"
up,GO:BP,dorsal/ventral pattern formation,0.38093873989706367,46,3,"INTU,TULP3,WDR19"
up,GO:BP,anterior/posterior pattern specification,0.38093873989706367,97,4,"ATM,TSHZ1,RBPJ,TULP3"
up,GO:BP,auditory receptor cell fate commitment,0.38093873989706367,2,1,RBPJ
up,GO:BP,mitochondrial magnesium ion transmembrane transport,0.38093873989706367,2,1,MRS2
up,GO:BP,skin development,0.38093873989706367,139,5,"INTU,RBPJ,RYR1,ACVR1B,ROCK1"
up,GO:BP,spermatogenesis,0.38093873989706367,359,9,"UBR2,ATP2B4,AR,CFAP54,FXR1,TMEM232,ADCY10,MNS1,SPATA6L"
up,GO:BP,gamete generation,0.38093873989706367,468,11,"ATM,UBR2,ATP2B4,AR,SMAD1,CFAP54,FXR1,TMEM232,ADCY10,MNS1,SPATA6L"
up,GO:BP,nitric oxide mediated signal transduction,0.38093873989706367,14,2,"ATP2B4,GUCY1A2"
up,GO:BP,developmental growth,0.38093873989706367,474,11,"ATM,AR,SMAD1,ADCY10,RMI1,RBPJ,PRLR,GHR,SPART,KIAA0319,MAP2"
up,GO:BP,positive regulation of ephrin receptor signaling pathway,0.38093873989706367,1,1,RBPJ
up,GO:BP,regulation of ephrin receptor signaling pathway,0.38093873989706367,1,1,RBPJ
up,GO:BP,calcium ion export,0.38093873989706367,3,1,ATP2B4
up,GO:BP,protein homotetramerization,0.38093873989706367,52,3,"CRYZ,RYR1,TRPM3"
up,GO:BP,neural tube patterning,0.38093873989706367,20,2,"TULP3,WDR19"
up,GO:BP,sexual reproduction,0.38093873989706367,630,13,"ATM,UBR2,ATP2B4,AR,SMAD1,CFAP54,FXR1,TMEM232,ADCY10,MNS1,RMI1,NECTIN3,SPATA6L"
up,GO:BP,cellular response to absence of light,0.38093873989706367,2,1,RGS9
up,GO:BP,soft palate development,0.38093873989706367,3,1,TSHZ1
up,GO:BP,aortic valve development,0.38093873989706367,21,2,"RBPJ,ROCK1"
up,GO:BP,endocardium morphogenesis,0.38093873989706367,3,1,RBPJ
up,GO:BP,"regulation of translation at presynapse, modulating synaptic transmission",0.38093873989706367,3,1,FXR1
up,GO:BP,cilium movement,0.38093873989706367,134,6,"ATP2B4,CFAP54,TMEM232,ADCY10,MNS1,DNAH6"
up,GO:BP,male gamete generation,0.38093873989706367,369,10,"ATM,UBR2,ATP2B4,AR,CFAP54,FXR1,TMEM232,ADCY10,MNS1,SPATA6L"
up,GO:BP,sensory organ development,0.38093873989706367,365,9,"TSHZ1,USP45,ATP2B4,INTU,PBX4,RBPJ,NECTIN3,TULP3,WDR19"
up,GO:BP,pattern specification process,0.38093873989706367,245,11,"ATM,TSHZ1,AR,SMAD1,INTU,MNS1,RBPJ,TULP3,WDR19,BICC1,MID1"
up,GO:BP,motile cilium assembly,0.38093873989706367,60,3,"INTU,CFAP54,MNS1"
up,GO:BP,regulation of integrin biosynthetic process,0.38093873989706367,3,1,AR
up,GO:BP,response to absence of light,0.38093873989706367,2,1,RGS9
up,GO:BP,epidermal cell fate specification,0.38093873989706367,3,1,RBPJ
up,GO:BP,positive regulation of integrin biosynthetic process,0.38093873989706367,2,1,AR
up,GO:BP,negative regulation of integrin biosynthetic process,0.38093873989706367,2,1,AR
up,GO:BP,negative regulation of fatty acid biosynthetic process,0.38093873989706367,15,2,"ERLIN1,DCAF5"
up,GO:BP,response to gravity,0.38093873989706367,2,1,GHR
up,GO:BP,lymphatic endothelial cell migration,0.38093873989706367,3,1,LGALS8
up,GO:BP,positive regulation of receptor signaling pathway via STAT,0.38093873989706367,25,3,"PRLR,GHR,MGAT5"
up,GO:BP,regulation of receptor signaling pathway via STAT,0.38093873989706367,48,3,"PRLR,GHR,MGAT5"
up,GO:BP,cardiac muscle hypertrophy,0.38093873989706367,61,3,"ATP2B4,ADCY10,ROCK1"
up,GO:BP,positive regulation of anion channel activity,0.38093873989706367,2,1,TCAF1
