CellType,logFC,AveExpr,t,P.Value,adj.P.Val,Cohort
L6 CT_4,0.48662973162254863,-2.1389246504474166,3.179621034794466,0.0018225274365349976,0.19683296314577975,HBCC
Chandelier_2,0.3326054271983473,-0.18579848182829617,2.4753848201410538,0.014516358426710478,0.7838833550423658,HBCC
Sst_2,-0.21470259531568903,0.2670316142162085,-1.768866999455956,0.07913379331157705,0.8938521548594975,HBCC
Sst_12,-0.2334983294723063,-0.08296758426776984,-1.7549018909598664,0.08148864349739919,0.8938521548594975,HBCC
L5 IT_7,-0.25296088450657117,-0.6908591493232947,-1.6269027325223029,0.1060321008303156,0.8938521548594975,HBCC
Pvalb_12,0.2058771987106623,-1.207971012241439,1.6034752348530261,0.11110917906784523,0.8938521548594975,HBCC
Pvalb_8,0.21378094243243545,-0.8644811084311373,1.5686810998465501,0.11900547101734416,0.8938521548594975,HBCC
L6 IT Car3_2,-0.26933175729828385,-0.7411789234493434,-1.5352366815944074,0.12700831461116283,0.8938521548594975,HBCC
Sst Chodl_2,0.20056562490407187,-1.9861540427215223,1.4640516064640479,0.14544720178924045,0.8938521548594975,HBCC
L5 IT_3,-0.2083380063522631,-0.1081080182173273,-1.4055684071429817,0.16209289850025485,0.8938521548594975,HBCC
L2/3 IT_7,0.22402825281139732,-2.0244789336413267,1.379129852213857,0.17008165502743636,0.8938521548594975,HBCC
Sst_20,-0.18834277625430818,-0.3862849688665709,-1.367690374661629,0.17363961533068806,0.8938521548594975,HBCC
Pax6_2,0.2185446305566563,-2.2222492720197926,1.3626712416158417,0.1752119803886202,0.8938521548594975,HBCC
Sncg_5,0.22305535650372685,-0.48115819802592213,1.3615354536706097,0.1755716575232437,0.8938521548594975,HBCC
Sst_9,-0.16354171989565194,0.233190061691104,-1.3340128384238261,0.18439034438954757,0.8938521548594975,HBCC
L6b_3,0.22744219622733536,-2.1760655253497423,1.3333350496296847,0.18461957664434658,0.8938521548594975,HBCC
Sst_3,-0.17757987845779186,1.6231079895215812,-1.332839092630672,0.1847897029670632,0.8938521548594975,HBCC
Sncg_2,0.2330099561065541,-1.7275387516143401,1.321757366350992,0.18842927367944848,0.8938521548594975,HBCC
Pax6_4,0.19021702832435278,-2.213798408260807,1.2406425566448451,0.21684202471474434,0.8938521548594975,HBCC
L4 IT_3,0.17965144899495353,-1.5477322890664396,1.2374887221482695,0.2180007942332048,0.8938521548594975,HBCC
L5/6 NP_6,0.20217429267619944,-2.213798408260807,1.2233285265500173,0.22328414131890909,0.8938521548594975,HBCC
L2/3 IT_3,-0.20249389135275286,0.7852645328703186,-1.1979129589365474,0.23300877176797255,0.8938521548594975,HBCC
Sst_25,-0.18975973392499584,0.669561452653573,-1.1965879156692185,0.23352729978838144,0.8938521548594975,HBCC
L6b_4,0.21331837427113326,-0.320765222247968,1.1646117575503727,0.24617942884934,0.8938521548594975,HBCC
Vip_14,0.12454493611002314,-0.6794920487935563,1.1115613143079193,0.26826767875196683,0.8938521548594975,HBCC
L2/3 IT_13,-0.1865902241009575,0.7350390845268796,-1.092235903027849,0.2766268129208582,0.8938521548594975,HBCC
L4 IT_4,0.1361044917721993,2.0978759975649943,1.0839493804933342,0.28027167883738435,0.8938521548594975,HBCC
Vip_9,0.14775781188550044,-0.10134034963600173,1.0747058296305263,0.2843762539783095,0.8938521548594975,HBCC
L6b_6,-0.2414912873728985,0.8231506898869502,-1.0700712231861456,0.28644964194548916,0.8938521548594975,HBCC
Lamp5_2,0.09695685116809927,2.062781063430415,1.0648265185898025,0.2888189053509112,0.8938521548594975,HBCC
L2/3 IT_2,0.16843160214463457,-2.070725732366794,1.0366043980362087,0.30172777311255444,0.8938521548594975,HBCC
L2/3 IT_10,-0.23122498950452042,2.063029168369618,-1.0324506561548703,0.30367440717392347,0.8938521548594975,HBCC
L4 IT_2,0.13863777488519793,2.6653195447664335,1.0298431607770648,0.30487977991977655,0.8938521548594975,HBCC
L5/6 NP_2,0.1867826442679175,-1.3062185178945183,1.026760126049192,0.3063329476281799,0.8938521548594975,HBCC
L2/3 IT_12,-0.18735038620617442,0.33619134688506813,-1.0220355725040537,0.30855969276383605,0.8938521548594975,HBCC
L2/3 IT_6,-0.20140923277988446,2.2654281999479564,-1.013938007716194,0.3123934289570156,0.8938521548594975,HBCC
Sst_5,0.14100487875766707,-0.009936949640232364,1.0027871709191445,0.31772574781566165,0.8938521548594975,HBCC
Vip_21,0.1320831670707499,-0.22421632652877177,0.9775499532726462,0.3300023451718723,0.8938521548594975,HBCC
Pvalb_3,-0.10747709928409803,0.22158835790916828,-0.9503852232926155,0.34358321433059713,0.8938521548594975,HBCC
Sst_4,-0.12547343724361507,-0.12442390160456625,-0.9346882970544443,0.35157667584222496,0.8938521548594975,HBCC
L2/3 IT_1,0.15245279785770502,3.020473890855447,0.926035601678975,0.3560487333983059,0.8938521548594975,HBCC
L6b_1,0.20047486975914727,-1.4934794989569575,0.8702960107611357,0.3856549521449224,0.8938521548594975,HBCC
Sncg_3,0.1263091562273091,-1.0893942727669987,0.8616936439732742,0.3903464272497751,0.8938521548594975,HBCC
Pax6_3,0.12931379072014068,-2.230700135778778,0.8511948985322788,0.396137986674279,0.8938521548594975,HBCC
Pvalb_7,0.12117065460814892,-0.09212015403087385,0.8168441562461775,0.41542967952413656,0.8938521548594975,HBCC
L2/3 IT_5,-0.11293819665800452,2.0270465597274803,-0.7992293696932975,0.4255348785309694,0.8938521548594975,HBCC
Lamp5_1,0.10394321291480146,-0.5130013072204554,0.7890404658628261,0.43144740247206437,0.8938521548594975,HBCC
Pvalb_2,0.12560714297477155,0.5629824912248549,0.7827159231870084,0.43513097943248447,0.8938521548594975,HBCC
L6 IT_1,0.1366479639851947,-0.31846419069529996,0.7749321635263225,0.4397015311448931,0.8938521548594975,HBCC
L5 ET_2,-0.12479910066434381,-1.2774915598528245,-0.7693606147365549,0.4429982506429935,0.8938521548594975,HBCC
Vip_5,-0.09705721502204058,-0.5251570301505398,-0.7499017888018848,0.45458655143231386,0.8938521548594975,HBCC
Pvalb_9,0.11343712462797519,0.24978870501877914,0.7446730497811832,0.45773965580342624,0.8938521548594975,HBCC
Vip_23,0.06784021249535857,1.4126439909396526,0.7400304441517027,0.4605348410646115,0.8938521548594975,HBCC
Lamp5_3,0.10047208643965555,-0.5939032735812692,0.7346741057401157,0.4637895845610255,0.8938521548594975,HBCC
L6 CT_1,0.13746461730555393,0.0037591156343318344,0.7245641388797638,0.4699428814548784,0.8938521548594975,HBCC
L4 IT_1,0.09292146057214241,1.3110171149546728,0.7230036066542751,0.4708975724967055,0.8938521548594975,HBCC
Lamp5_4,0.1027788885565796,-0.6337831021141567,0.6913586132628144,0.4904981060810062,0.8938521548594975,HBCC
Vip_19,0.060370164921644966,1.487718204643192,0.6880881776913889,0.4925527869110735,0.8938521548594975,HBCC
Pvalb_1,0.08507212408237981,0.5755348286708296,0.6794759850990122,0.4979709986296593,0.8938521548594975,HBCC
Sst_1,0.08925333979988792,-0.4210975122524104,0.6694299289613188,0.5043363503004878,0.8938521548594975,HBCC
Pvalb_15,-0.06536922983911797,2.440514199629562,-0.6636109786062201,0.5080430816549679,0.8938521548594975,HBCC
L6 IT_2,-0.14493888124819154,1.5901225157769001,-0.654293864324679,0.5140081357707837,0.8938521548594975,HBCC
L6 IT Car3_1,0.11140507528735846,-0.6591830496606245,0.6428053658298584,0.5214137570013736,0.8938521548594975,HBCC
Sst_22,-0.09001331072454745,-1.0027081618426323,-0.5816065065950403,0.5617777205950163,0.94799990350409,HBCC
Lamp5_Lhx6_1,0.0533671309049086,1.4446209673736239,0.5633757300596479,0.5740905609196147,0.9538279391164979,HBCC
Sst_23,-0.08288061742118363,0.3726814365956747,-0.5468875493963191,0.5853424033690844,0.9538279391164979,HBCC
Sst_10,0.06753796722347195,-0.02485876712421476,0.5271637689625311,0.5989237448526322,0.9538279391164979,HBCC
Vip_16,0.06313017650391689,-0.6640778833711629,0.5226435702949912,0.6020578341000259,0.9538279391164979,HBCC
L5 IT_5,-0.0905863140444909,1.4149126841229887,-0.5121167923553038,0.6093900722133181,0.9538279391164979,HBCC
Pvalb_10,-0.06764008137074588,-0.39609844159519286,-0.4785531184579495,0.6330157940120139,0.9693536709790163,HBCC
Sst_19,-0.059820750717536536,1.423643998422806,-0.4722143071647328,0.6375174408093676,0.9693536709790163,HBCC
Pvalb_14,0.06417521003371979,0.36726100645933607,0.46000995459946403,0.6462357806526775,0.9693536709790163,HBCC
L5 IT_1,0.05478151563079373,1.2338507316033258,0.4414016242946733,0.6596110023084967,0.972940170780669,HBCC
Sst_13,-0.054665712336900346,0.896623109994105,-0.415270062668283,0.6785872064834091,0.972940170780669,HBCC
Lamp5_6,0.0760465505934026,-0.8967776990610979,0.41335972985562425,0.6799867884672735,0.972940170780669,HBCC
Pvalb_6,-0.045176812537063515,-0.10714311047990126,-0.4060480733325178,0.6853388193713494,0.972940170780669,HBCC
Vip_6,0.05357755255092002,-0.4635337037369228,0.3853048366144316,0.7006030314642779,0.972940170780669,HBCC
L5 ET_1,0.06237398735881214,-2.2053475445018216,0.3503836323076483,0.7265834347899239,0.972940170780669,HBCC
L6 CT_2,-0.07460753775560214,1.2750543822760252,-0.3473104979914451,0.7288868137280016,0.972940170780669,HBCC
Pax6_1,0.05301496367728739,0.46064467420305405,0.3368361323462042,0.7367505935587312,0.972940170780669,HBCC
Sncg_8,0.04926317848726868,0.1806348282257514,0.33054898887880696,0.7414849834862753,0.972940170780669,HBCC
Vip_15,-0.034148824815488144,0.9578492871279456,-0.31704612014693423,0.7516885357230947,0.972940170780669,HBCC
L6b_5,0.04858189841482042,-2.1636852337156336,0.3090348920443635,0.7577627923252104,0.972940170780669,HBCC
L6 CT_3,0.04590872742156052,-1.681492289736877,0.303007665539997,0.7623389281875042,0.972940170780669,HBCC
Pvalb_13,-0.04157522510191857,-0.820758833397203,-0.2985384271855409,0.7657399492255266,0.972940170780669,HBCC
Sst_11,-0.0428640920309627,0.07309485918238269,-0.2764073253891481,0.7826496913110378,0.9735142760827928,HBCC
L6b_2,0.05187564799847479,-0.6013620933102671,0.2591712477788442,0.7958881508757276,0.9735142760827928,HBCC
Sncg_4,-0.043449300609352995,0.6211245020962484,-0.25459300398620016,0.7994153092425079,0.9735142760827928,HBCC
L6 IT Car3_3,0.040788759355129954,0.24829259657898645,0.2344923720856021,0.8149492572287538,0.9735142760827928,HBCC
Lamp5_5,-0.03690367490653091,0.83367387597287,-0.2253131934972243,0.8220679452853463,0.9735142760827928,HBCC
Vip_4,-0.02406327199614678,1.6008508487577284,-0.2152212489568434,0.8299116105389843,0.9735142760827928,HBCC
Pvalb_5,-0.02985786253650786,-0.04451220728686766,-0.21400962315202066,0.8308567511295604,0.9735142760827928,HBCC
Vip_12,0.02275005533639934,-0.3116262444313727,0.1892465947391501,0.850178743355141,0.9735142760827928,HBCC
Sst Chodl_1,0.026596684710344296,-1.2035145475018199,0.17951323148142345,0.8577991322986509,0.9735142760827928,HBCC
Sst_7,-0.02188787660430913,-0.6129991857777837,-0.17572517235454688,0.8607672363571424,0.9735142760827928,HBCC
Chandelier_1,0.01921765615786837,1.4786878678043656,0.16988830729031434,0.8653460231847048,0.9735142760827928,HBCC
