,Sst_1,Sst_2,Sst_3,Sst_4,Sst_5,Sst_7,Sst_9,Sst_10,Sst_11,Sst_12,Sst_13,Sst_19,Sst_20,Sst_22,Sst_23,Sst_25
AC112504.3,0.0,0.0,0.0,0.0011418278,0.0,0.0,0.0,0.0007442306,0.0012218821,0.00082974776,0.0,0.0,0.0018818721,0.0018732029,0.0011302328,0.0
ATP1B3,0.78189605,0.50523776,0.54846907,0.6347598,0.7739634,0.7088371,0.58612424,0.5601344,0.36057562,0.6166461,0.5464253,0.59897697,0.41307724,0.50305563,0.44511455,0.607641
ATP1B3-AS1,0.0026970708,0.0019498477,0.0041881124,0.004451722,0.0052721207,0.0015965161,0.0019467332,0.0010946059,0.002425347,0.003485919,0.005654005,0.0038980853,0.0012012124,0.0,0.00204861,0.00408454
TFDP2,1.0081728,0.82889605,0.8241631,0.97313464,1.0199441,1.0659088,0.8907865,0.86369413,0.9179563,0.8844016,0.85082406,0.934225,0.844172,0.8523166,0.8671645,0.8933999
GK5,0.37720793,0.3541161,0.34758356,0.43918613,0.5525631,0.48376274,0.330804,0.3613839,0.36210757,0.37480283,0.41049534,0.35469264,0.32822555,0.31791937,0.35136458,0.36153364
XRN1,0.82466286,0.69263417,0.8206449,0.6907507,0.7354839,0.75005215,0.7861299,0.7607582,0.75487334,0.8128587,0.8199939,0.77265835,0.75175726,0.8944209,0.7567295,0.79926926
ATR,0.63934827,0.5530351,0.5888116,0.5611402,0.488159,0.5577558,0.5541991,0.4572734,0.46748984,0.61729217,0.49707472,0.5620727,0.6035345,0.6207218,0.5648883,0.74486685
AC109992.2,0.0,0.0,0.00015901343,0.00096103665,0.0,0.0,0.0,0.0021254914,0.0,0.0,0.0017233931,0.0006269029,0.0,0.0,0.0,0.0008528518
PLS1,0.2004879,0.10185397,0.0877946,0.076067485,0.21762943,0.26860866,0.060449068,0.041803896,0.029852184,0.12724592,0.031001102,0.05849831,0.101977654,0.076860175,0.024432806,0.08010594
PLS1-AS1,0.008331314,0.00096922275,0.0017814569,0.00047709685,0.004631612,0.0009529485,0.0025432261,0.0023004967,0.0,0.0033710198,0.0006394895,0.0013787718,0.0016124533,0.0018352867,0.0012109368,0.0015436409
AC072028.1,0.1103786,0.05408884,0.055795547,0.06557236,0.116481625,0.12722257,0.056251414,0.035300817,0.031047734,0.08566643,0.035824936,0.03725804,0.059365686,0.05139032,0.0057169776,0.04199846
TRPC1,1.0832589,0.9037337,0.9334706,0.944269,1.085418,1.1351062,0.87493944,0.8745695,0.7376636,0.97906065,0.83694875,0.9456628,0.9100822,0.7883049,0.7936391,0.8611888
PCOLCE2,0.032182973,0.011780659,0.010367807,0.017389799,0.020365443,0.005138719,0.0066846185,0.010907087,0.006473373,0.030360216,0.0049462295,0.0029327425,0.011944775,0.008441098,0.016618077,0.011165952
AC021074.3,0.0,0.0011441947,0.00030898282,0.0,0.0007445528,0.0,0.0012363016,0.0,0.0014393971,0.0,0.0006127468,0.0014854405,0.003246336,0.0,0.0,0.00073836825
PAQR9,0.03957471,0.032692485,0.019077212,0.029192999,0.012532807,0.015554766,0.031803265,0.029418245,0.012544863,0.023161286,0.022206355,0.012304852,0.021295086,0.014042637,0.031525884,0.027883852
PAQR9-AS1,0.041859448,0.0424711,0.028999975,0.031779673,0.034642402,0.027134074,0.039548505,0.04874207,0.023176022,0.024663849,0.0294287,0.0231374,0.03340089,0.029323492,0.04038428,0.04743405
U2SURP,0.5666022,0.5213458,0.5537043,0.5362662,0.56764716,0.5533863,0.4733134,0.58831376,0.5688584,0.4786232,0.5483775,0.589954,0.5120039,0.55621845,0.6710337,0.5465066
AC026304.1,0.007898535,0.00955951,0.00846287,0.0044889054,0.0076598064,0.016269477,0.008505717,0.007819189,0.013316363,0.003429631,0.0098585775,0.00791393,0.006408693,0.0,0.011883501,0.010605155
AC018450.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHST2,0.28503072,0.10210562,0.01288393,0.09234264,0.096451454,0.060338024,0.02119711,0.20261881,0.29114547,0.10570464,0.11121305,0.03467831,0.06884268,0.029376043,0.3806965,0.11452696
AC018450.1,0.08233387,0.028039467,0.008017281,0.027942419,0.025272623,0.01387555,0.011523305,0.060237642,0.11147954,0.06575167,0.039873406,0.011459028,0.03572067,0.015327786,0.14190845,0.052251756
SLC9A9,0.80588686,0.098276466,0.27467427,0.5477639,0.8080965,0.8967527,0.11971753,0.5016078,0.08520836,0.752761,0.59824866,0.8705901,0.026921868,0.033339076,0.44860557,0.14640287
AC131210.1,0.0054284083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026425757,0.00054812257,0.0,0.0,0.0005944067,0.0
SLC9A9-AS1,0.0020291414,0.0,0.0011587271,0.0040678806,0.0070379963,0.002911923,0.00035594465,0.0055219843,0.0042001726,0.0034989514,0.003446414,0.0010582347,0.0019208973,0.0,0.018151421,0.0036207282
SLC9A9-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015920117,0.0,0.0009886866,0.00030518317,0.0,0.0,0.0,0.0016740586,0.0
DIPK2A,0.14145264,0.1611517,0.5340415,0.82664657,0.50399274,0.33080247,0.4524043,0.5240114,0.15809086,0.49521542,0.89513063,0.89856005,0.21485627,0.44085148,0.33548754,0.20489559
AC055758.2,0.0,0.0,0.0,0.0,0.0,0.0009187158,0.0,0.0,0.0,0.0010378731,0.00037923112,0.0,0.0,0.0,0.0,0.0
AC055758.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC107021.2,0.0015253924,0.0029462096,0.007408024,0.011525115,0.0034550787,0.003052946,0.0053612357,0.007822793,0.0,0.0052308906,0.015339347,0.017209265,0.0011937128,0.0020291274,0.002530355,0.002494197
AC107021.1,0.042868543,0.057456303,0.051873535,0.107108854,0.06646168,0.021030469,0.08901728,0.07694531,0.014076206,0.048747037,0.102964506,0.17726432,0.024931319,0.011132721,0.02455735,0.031612676
LNCSRLR,0.011273146,0.022013739,0.018717201,0.035033178,0.00982383,0.00919511,0.02237976,0.019291935,0.008967736,0.019022454,0.037771333,0.03978179,0.0062306738,0.005001148,0.013845077,0.015044772
PLOD2,0.2344628,0.2186575,0.38501772,0.47422758,0.3122716,0.16986887,0.4015112,0.34230965,0.09083858,0.27751637,0.61586106,0.72305864,0.14415127,0.20493847,0.23023058,0.24297753
PLSCR4,0.0,0.0,0.0013907163,0.0011220402,0.0008139279,0.0029460746,0.0016517321,0.0028127425,0.0,0.0016463415,0.0019571278,0.002573396,0.0027926248,0.003503945,0.0033940421,0.001361634
PLSCR2,0.0,0.0029969453,0.005830684,0.0011664192,0.0026463803,0.003596529,0.007869726,0.009061481,0.010862164,0.0023316406,0.0068703946,0.0071279174,0.0013809393,0.0019665596,0.010548515,0.005973872
PLSCR1,0.12290105,0.081290126,0.10866957,0.0900561,0.06326197,0.06444764,0.08564159,0.12724426,0.043672,0.06859639,0.12748945,0.20674539,0.07418179,0.060818512,0.085783616,0.07542642
PLSCR5,0.001734284,0.002144528,0.0002483968,0.00062781037,0.0012307542,0.0012166192,0.012108149,0.019528601,0.0,0.0013431339,0.0036366927,0.0,0.0,0.0,0.0,0.0
PLSCR5-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092957.1,0.0,0.0,0.0030577253,0.0023086865,0.002635536,0.0060362,0.0022924142,0.002098063,0.0037375377,0.0044928365,0.0010922139,0.0032973893,0.0013008178,0.005089014,0.001466958,0.0018928695
LINC02010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008121231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZIC4,0.0,0.0,0.0,0.00034227522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZIC4-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZIC1,0.0,0.001370581,0.00043696654,0.0013646592,0.0005857272,0.0,0.0,0.0004406864,0.0,0.00055630214,0.0,0.00063536875,0.0021804813,0.0,0.0,0.0
AC092925.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092958.1,0.0,0.0,0.0,0.00036578925,0.0,0.0,0.0014231461,0.00187069,0.0,0.00035642096,0.0010481153,0.0,0.0014534269,0.009458353,0.0,0.0008301662
AC092958.4,0.0,0.0,0.0,0.0,0.0,0.0017105312,0.0,0.000986393,0.0,0.0,0.0004921868,0.0,0.0016032364,0.0,0.0,0.00082312175
LINC02032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092958.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092958.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0005979468,0.0,0.0,0.0006627174,0.0,0.0,0.0,0.0,0.0,0.0
AC025566.1,0.0,0.0,0.00016577373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026480397,0.0
LINC02045,0.0,0.0013918955,0.0010999779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02046,0.0,0.0,0.00046732524,0.00083081087,0.0,0.0,0.0017510399,0.0005997861,0.0014670668,0.0003124207,0.0013325108,0.0010233789,0.0016127696,0.0,0.0,0.00088117004
AC069410.1,0.0028997264,0.0031919312,0.0007566367,0.0029495365,0.0015479478,0.0021552609,0.0011515272,0.0,0.0018172297,0.0002591507,0.0021487921,0.0011685344,0.0,0.0,0.0,0.0007744111
AGTR1,0.0017006734,0.0,0.0,0.0,0.00088003057,0.0,0.0015769326,0.0031833742,0.0,0.0,0.0,0.00036427658,0.0,0.0,0.0,0.00033279046
CPB1,0.0013828697,0.0,0.0014445711,0.0022225226,0.0013322721,0.0,0.0009955297,0.0034968243,0.0026833757,0.0013194619,0.00055013114,0.0010691148,0.0,0.0,0.0018749638,0.002419693
AC092979.1,0.0015571845,0.0,0.0007875097,0.0014809549,0.0028992428,0.0013513278,0.0023120805,0.0009942112,0.0,0.0020677387,0.0008566902,0.00055571966,0.0,0.0,0.0010590247,0.0011558426
CPA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035963082,0.00038934438,0.0008160688,0.0,0.0,0.0
AC092979.2,0.0015020677,0.0,0.00021244353,0.0,0.0,0.0,0.0,0.0,0.0,0.0014409855,0.0,0.0,0.0,0.0,0.0,0.00023964254
GYG1,0.095610075,0.070696644,0.05924943,0.112849206,0.07284321,0.07475375,0.08061591,0.07901243,0.04050077,0.064855434,0.059786763,0.06705123,0.084319234,0.039542753,0.101541676,0.076214775
HLTF,0.4817494,0.62918115,0.48992616,0.5840449,0.55443525,0.4886836,0.5145702,0.56111145,0.61014307,0.4504765,0.52190137,0.5209925,0.5522076,0.48446837,0.59156275,0.5123985
HLTF-AS1,0.0019501422,0.0030650855,0.0002337755,0.0021524623,0.0007445528,0.0015239307,0.0006343802,0.0006654332,0.0019486281,0.0,0.00018128591,0.0002640534,0.0016042783,0.0,0.0,0.00046798628
HPS3,0.18754472,0.1313066,0.12475868,0.23832771,0.22659425,0.15187198,0.17910182,0.22556141,0.16475229,0.18902715,0.17425576,0.17389517,0.14468236,0.18007314,0.18314749,0.15563759
CP,0.007156945,0.021327494,0.0115300305,0.04186617,0.033693366,0.016736843,0.020900557,0.022325987,0.0067393463,0.022306047,0.018507604,0.020065531,0.017356072,0.01946761,0.013275037,0.017906245
AC093001.2,0.0,0.0031630972,0.00037605985,0.0,0.0,0.0028858392,0.0,0.0,0.0,0.00091421395,0.00036331936,0.0011260991,0.0,0.0028384966,0.0,0.00034827372
AC093001.1,0.0,0.0,0.00046511792,0.0008996623,0.0,0.0,0.00030389408,0.0,0.0,0.0,0.00031898505,0.0,0.0,0.0025458015,0.0,0.0004856416
TM4SF18,0.0,0.0016515962,0.0,0.0009870651,0.0,0.0,0.0,0.0,0.001905199,0.0,0.0006289876,0.0,0.0,0.0,0.0,0.0
TM4SF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TM4SF1-AS1,0.0,0.0,0.0009827353,0.0,0.0007486684,0.0,0.0,0.0,0.0012007211,0.00047490557,0.0011301982,0.00059269194,0.0,0.0,0.0,0.00069987925
AC108751.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TM4SF4,0.0016169125,0.0,0.0007660156,0.0,0.0,0.0,0.00084922975,0.00069685176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020278388
WWTR1,0.040378172,0.08873947,0.04740804,0.06932222,0.047193594,0.07505765,0.06389731,0.05027846,0.11161595,0.054078434,0.04654093,0.047121327,0.07278679,0.06515085,0.0696691,0.16704613
WWTR1-IT1,0.0,0.0,0.0,0.0,0.0005704332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001571217,0.0,0.0,0.0
WWTR1-AS1,0.0,0.0038821746,0.0,0.0010215793,0.0,0.005777554,0.0,0.0,0.0,0.0009816978,0.0,0.0,0.0,0.0,0.0016988436,0.009671488
COMMD2,0.21084757,0.21556738,0.15249245,0.24715385,0.25369304,0.26490706,0.18454121,0.21212912,0.18031771,0.16389264,0.15628958,0.18614396,0.18495804,0.116711035,0.19425596,0.20052299
ANKUB1,0.30730554,0.28123832,0.21783078,0.46441627,0.45449203,0.4139968,0.23245105,0.23893104,0.18524587,0.21478786,0.1881732,0.29482806,0.18666385,0.18348935,0.21117711,0.24028316
RNF13,0.5963144,0.4989388,0.53438145,0.78418964,0.6754041,0.7055432,0.57348335,0.5464308,0.5338974,0.5319279,0.5316279,0.5512768,0.49873915,0.5325706,0.5590352,0.5501227
PFN2,0.2634431,0.21935244,0.1972589,0.23185086,0.292507,0.21399345,0.19278482,0.25752705,0.23194592,0.17550685,0.20042779,0.21183312,0.2007502,0.16785297,0.22563899,0.18692216
AC117395.1,0.0051428173,0.0,0.0027247553,0.006248858,0.004241663,0.0025716925,0.0013940749,0.0025408342,0.0014899838,0.002929072,0.0034436411,0.0018900477,0.0033636512,0.0035014902,0.004447736,0.004648677
AC117386.2,0.001911774,0.010602502,0.012872025,0.010871013,0.003896432,0.009088598,0.0072353133,0.0058348854,0.018611578,0.0090964865,0.0066656554,0.012685511,0.019253962,0.0112570245,0.018800227,0.020859754
LINC01998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC117386.1,0.0014523352,0.0015857755,0.0012159753,0.0011331002,0.00076235237,0.0,0.0005686574,0.00062017527,0.0,0.0015216757,0.0,0.0028134503,0.0,0.0,0.001318101,0.0009200036
LINC01213,0.0,0.0015857755,0.00025867866,0.0,0.0007487012,0.0,0.0,0.00062017527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00079645024
LINC01214,0.0,0.001698991,0.0012743627,0.0,0.0,0.0,0.0020458542,0.0,0.001835013,0.00047172222,0.00047591762,0.00038767833,0.0,0.0,0.0036677374,0.001729171
AC018545.1,0.0,0.0,0.000712048,0.00063887605,0.0023339293,0.0,0.0028564981,0.0,0.0,0.00032730677,0.0009133008,0.0006727402,0.0,0.0,0.0013529,0.00066542206
TSC22D2,0.537302,0.32886297,0.42189962,0.5296,0.54037887,0.54905474,0.48474422,0.4603606,0.38364092,0.50100815,0.43374804,0.44400847,0.41909572,0.39033216,0.35016334,0.42545852
SERP1,0.42355785,0.37888116,0.3360348,0.40792987,0.42039528,0.40586168,0.3760457,0.40273756,0.34068134,0.32291123,0.36322033,0.40599382,0.3145788,0.34213337,0.34030542,0.3695231
EIF2A,0.26375774,0.2860407,0.24552754,0.25207558,0.2588147,0.2683931,0.25812832,0.25119,0.24368596,0.2291398,0.25518212,0.29081926,0.23426522,0.22012788,0.21777342,0.25989854
SELENOT,0.44067615,0.3613221,0.26538423,0.30483422,0.30114847,0.3212005,0.2712102,0.34743097,0.28829637,0.2716127,0.2831438,0.31128946,0.28862128,0.24843252,0.33993238,0.30513862
ERICH6,0.020327538,0.013005995,0.016703935,0.02150798,0.0144589655,0.02047982,0.019878374,0.011509468,0.014602931,0.021366093,0.015184335,0.013974069,0.007868059,0.0162958,0.017906906,0.024223387
ERICH6-AS1,0.017647343,0.01859012,0.013109808,0.03323395,0.016633144,0.019125639,0.010644912,0.01407529,0.020288743,0.022736434,0.012370595,0.014057674,0.021248946,0.0073043257,0.024044178,0.023322675
AC011317.1,0.0,0.0018142067,0.0011790236,0.002090554,0.0,0.0028093522,0.000988539,0.0,0.0012896069,0.0011621595,0.0013768892,0.000986404,0.0016228473,0.0,0.0024390742,0.00021114867
SIAH2,0.12439899,0.11908568,0.103620835,0.17328371,0.13373172,0.16117011,0.1252237,0.15533057,0.07727235,0.12888192,0.124340445,0.13306579,0.10499212,0.083031155,0.083014175,0.1201081
SIAH2-AS1,0.034995403,0.023720035,0.024916852,0.023970285,0.029716726,0.037729587,0.029330723,0.03164339,0.019130621,0.02914929,0.03365164,0.032874588,0.028056087,0.015580635,0.03047218,0.0268036
CLRN1-AS1,0.0034038145,0.0045448276,0.0031950418,0.0,0.008420129,0.008054948,0.0024624423,0.0,0.0031846205,0.0017871138,0.0026156614,0.004153442,0.0051361723,0.010035807,0.0033841142,0.002936351
MINDY4B,0.0,0.0010237186,0.0010788928,0.0013144715,0.0047667045,0.0025836395,0.00063862046,0.0,0.0,0.0014513102,0.0011761163,0.0017076485,0.0,0.0,0.0011756585,0.0017488063
AC020636.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLRN1,0.0,0.0,0.0,0.0031050057,0.0015828153,0.0,0.0,0.0,0.0,0.00030872907,0.00038773954,0.00049516826,0.0,0.0045678215,0.0,0.0018730469
MED12L,0.5393313,0.4161315,0.34102142,0.44812268,0.35323098,0.505956,0.43286034,0.34863782,0.3087066,0.5003799,0.32061818,0.31427595,0.42593506,0.47411957,0.88920134,1.1100343
GPR171,0.008982798,0.004251471,0.003065899,0.005471619,0.007633036,0.0,0.0075307027,0.0015812111,0.001598201,0.0056413724,0.0024200815,0.00413137,0.0,0.001792618,0.005367323,0.013470216
P2RY14,0.14376743,0.1441618,0.07512164,0.12921366,0.08841364,0.14303221,0.10291114,0.07788129,0.043930236,0.09324113,0.06658566,0.08501776,0.079271,0.09883396,0.22765487,0.30480176
AC078816.1,0.0045113806,0.0,0.0011515652,0.0011040762,0.00094583834,0.003166279,0.00052402174,0.00083533244,0.0,0.0015360117,0.00075818517,0.00028227188,0.0015894087,0.0,0.0031858026,0.0026451524
GPR87,0.0035615403,0.0019587611,0.0016988389,0.005465571,0.005095118,0.0063578747,0.0013202468,0.005345099,0.0014972372,0.003960062,0.0005080613,0.0013097143,0.002074645,0.0011861954,0.010460302,0.014764165
P2RY13,0.0017542334,0.0018142067,0.0012240119,0.0,0.0009114515,0.0,0.0022032629,0.0,0.0,0.0010290546,0.0016128498,0.0010818427,0.0,0.0,0.0011970113,0.0022109596
P2RY12,0.02180637,0.009950239,0.007473325,0.021900892,0.015486096,0.016155643,0.008561469,0.0076944344,0.0038112123,0.0058603277,0.0069061504,0.007979896,0.012453718,0.011094242,0.021563344,0.028131304
IGSF10,0.044824854,0.05574801,0.01867254,0.03492562,0.02345855,0.037862707,0.025042268,0.019578654,0.33403692,0.025548484,0.012790053,0.029156249,0.1860157,0.10571209,0.37466246,0.23800406
LINC02066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048305765,0.00061531767
AADACL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AADACL2-AS1,0.0,0.0,0.0010516241,0.002714046,0.007376801,0.0032558762,0.0019089727,0.0011439117,0.0,0.0018814587,0.0022312708,0.001572139,0.001649007,0.0023591912,0.0017543454,0.0040307664
AADAC,0.0,0.0015388365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCNR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC108718.1,0.001734284,0.001515555,0.00081231317,0.0010069695,0.0,0.0,0.00047513316,0.0010829848,0.0016398829,0.0,0.00072285417,0.0003055167,0.0015067484,0.0,0.0,0.00038070476
MBNL1,0.8368176,0.60853356,0.7427653,0.77645576,0.83546644,0.7575646,0.7665779,0.7614818,0.685174,0.7789177,0.72267896,0.76893353,0.61162776,0.6877344,0.9101046,0.8816994
MBNL1-AS1,0.0034778335,0.0026040669,0.0017414025,0.0025207056,0.0040080403,0.0026649947,0.0012415679,0.007793519,0.0015784093,0.0026458078,0.004163484,0.00248931,0.0026717067,0.002191597,0.004260122,0.0073054787
AC026347.1,0.0077405516,0.006352553,0.0106983995,0.022480883,0.012758824,0.015898723,0.00858331,0.012739955,0.004945058,0.006670036,0.008438019,0.012496951,0.010127969,0.003928975,0.01075961,0.017798837
AC092924.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092924.2,0.0,0.0,0.0006610632,0.0,0.0021258537,0.0,0.0,0.0,0.0,0.00027749638,0.0,0.0,0.0010187335,0.0,0.0,0.0
P2RY1,0.0,0.0,0.0005652782,0.0018427572,0.0,0.0015686202,0.0,0.0,0.0,0.0,0.0002726739,0.00023013841,0.0,0.0,0.0,0.00032901805
AC117394.2,0.0,0.0031806189,0.00039482684,0.00034227522,0.00068002514,0.0,0.0023466747,0.002420501,0.0016525416,0.000858175,0.0017333517,0.0,0.0,0.006063416,0.0015888985,0.00028161248
RAP2B,0.0109885605,0.017990088,0.010907513,0.017668677,0.0116196815,0.022787651,0.011425218,0.045814723,0.00572359,0.0131592965,0.019997675,0.012769989,0.018761706,0.013152275,0.015968565,0.01983987
AC078788.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0006911202,0.0012161939,0.0,0.0,0.0,0.0004846943,0.0010236636,0.0,0.0,0.0
AC078788.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02006,0.0016169125,0.0072506536,0.009969372,0.014794579,0.011307501,0.008140143,0.022295918,0.048801053,0.0027432824,0.007159301,0.050901823,0.0076455423,0.013098458,0.0056171087,0.007365323,0.008095848
C3orf79,0.0009937892,0.0018646204,0.00095286395,0.0013121765,0.0013969343,0.0041702194,0.002160372,0.0032303382,0.0,0.001699337,0.0043435795,0.00029873246,0.0018312191,0.0,0.0,0.0012390524
AC068985.1,0.0,0.0018646204,0.0006284744,0.002662031,0.0,0.0017890201,0.00023013391,0.0,0.0011791725,0.00047645188,0.0011157602,0.00027950984,0.0,0.0,0.0,0.0009875513
ARHGEF26-AS1,0.0,0.00945186,0.029792897,0.034582786,0.055614885,0.018797621,0.0903526,0.2175465,0.016500717,0.013728699,0.23755994,0.024799278,0.023522435,0.029983146,0.008510221,0.001270691
ARHGEF26,0.015142418,0.014652499,0.021851366,0.02578701,0.03187067,0.031384762,0.04840901,0.118551664,0.00955263,0.013849011,0.1321505,0.018115422,0.006590774,0.020815874,0.006578251,0.011430144
DHX36,0.5045526,0.4639988,0.43666378,0.5039468,0.55819845,0.5725758,0.47193676,0.5225839,0.44978288,0.45129,0.49126345,0.47813174,0.46198195,0.4509366,0.505333,0.4685992
GPR149,0.0111454185,0.0034710395,0.0008193411,0.24308987,0.5542593,0.6640443,0.0037915283,0.0067283195,0.0018587069,0.13565361,0.0038298443,0.0036566267,0.0030973419,0.0,0.0,0.0019910678
AC092994.1,0.0,0.0018236567,0.00017043437,0.00060268806,0.0,0.0017105312,0.0,0.0,0.0,0.0014939078,0.0004315205,0.0,0.0,0.0,0.0,0.0
AC073359.2,0.0,0.0045027332,0.001831018,0.0,0.0009963483,0.0,0.002056548,0.0014569664,0.0021998608,0.0005460953,0.0,0.00083442905,0.004845139,0.0021047366,0.0065784696,0.00028042996
AC073359.1,0.0,0.0,0.0,0.0,0.0,0.0,0.00078690745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MME,0.0015020677,0.41807902,0.14797047,0.003115711,0.005010862,0.014739426,0.05528567,0.0022526234,0.6898788,0.01341711,0.008594885,0.007588815,0.86651886,0.30616757,0.25107846,0.06490493
MME-AS1,0.002741923,0.04473467,0.011848945,0.0019820097,0.0032651792,0.0,0.0033935853,0.00087944325,0.04830402,0.0032789372,0.0,0.0005660851,0.07791871,0.030461304,0.015049356,0.0038052795
LINC01487,0.0,0.0,0.0,0.0,0.0,0.002096055,0.0,0.0015705043,0.0,0.0014352829,0.00019920577,0.00035368133,0.0,0.0,0.0,0.0
STRIT1,0.0071543907,0.003372609,0.0019634187,0.0015893478,0.0021285466,0.0,0.0022279401,0.0,0.0016664845,0.0011078877,0.001974404,0.004897591,0.0,0.009922204,0.004014818,0.0
AC104831.1,0.0,0.0,0.0,0.0,0.0008379086,0.0,0.0,0.0,0.0,0.000372,0.0012189833,0.0,0.0,0.0,0.0,0.0
PLCH1,2.031258,1.875143,1.9305426,1.7940894,2.0044603,1.9513888,1.4021515,1.3342153,1.4428796,2.0372162,2.0047998,2.069672,1.7002114,1.3075725,1.0012689,0.65649456
PLCH1-AS1,0.040704645,0.02608856,0.013997765,0.029533809,0.029114554,0.040419623,0.015049327,0.012407431,0.0036690482,0.020058729,0.013902403,0.028595649,0.00923189,0.0069763465,0.0053588944,0.0029312228
PLCH1-AS2,0.0018042484,0.0033048466,0.00075097143,0.0,0.0023804004,0.0,0.0,0.0006030331,0.0,0.001042986,0.0006327206,0.002318218,0.0,0.0,0.0,0.0002465073
AC104472.1,0.0,0.0,0.0,0.0,0.0010838519,0.0,0.0,0.0,0.0,0.0,0.0,0.00047088324,0.0,0.0,0.0,0.0
C3orf33,0.14751674,0.1994047,0.12533495,0.16892362,0.18808125,0.14583746,0.18148348,0.16718559,0.0643722,0.12269223,0.17300701,0.17849958,0.10356203,0.03029618,0.09399595,0.046654683
SLC33A1,0.15641801,0.1691468,0.16011469,0.20896095,0.18891738,0.16722989,0.1783545,0.1903646,0.15039504,0.17207024,0.18995072,0.1703638,0.16239992,0.14054771,0.17493966,0.18907826
AC104472.4,0.009258137,0.0032730747,0.0024966768,0.0045596557,0.0069343993,0.0014381577,0.0047078757,0.009078902,0.0037267199,0.0042704213,0.0053623505,0.003271461,0.011166884,0.008473636,0.0028295023,0.0041985544
GMPS,0.2858413,0.284428,0.28262407,0.3601052,0.31311798,0.3052265,0.28450096,0.30894288,0.26336077,0.24386011,0.347116,0.37445384,0.28052315,0.26526293,0.27985746,0.30889812
AC104472.5,0.0,0.0048972256,0.0064796396,0.003255945,0.0035880536,0.0035086074,0.006099469,0.0026044655,0.0058545787,0.0085994145,0.007358402,0.005217542,0.0019157573,0.0,0.0042368285,0.003652717
KCNAB1,0.06521397,0.26573446,0.07348009,0.1633099,0.075871244,0.2990769,0.09222035,0.11362308,0.18722413,0.09247471,0.07512376,0.06096708,0.17249045,0.060646366,0.2942882,0.23064381
