# MEAN_SAMPLE_SIZE = 90908
# TOTAL_GENES = 15979
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE      TYPE  NGENES         BETA     BETA_STD           SE            P
Type407      COVAR   15979       24.495     0.028564       7.8189   0.00086779
Type408      COVAR   15979       9.1192     0.017974       4.5209     0.021851
Type409      COVAR   15979       19.061     0.024222       6.9899       0.0032
Type410      COVAR   15979       18.486     0.023928       6.9348    0.0038467
Type411      COVAR   15979       15.988     0.026654       5.5749    0.0020696
Type412      COVAR   15979       7.1435     0.010909       5.9976      0.11683
Type413      COVAR   15979       4.9377    0.0073071       5.8347      0.19871
Type414      COVAR   15979       5.1855     0.008001       5.7645      0.18418
Type415      COVAR   15979        8.542     0.014338       5.4101      0.05719
Type416      COVAR   15979       6.6242    0.0092868       6.3766      0.14945
Type417      COVAR   15979       16.747     0.025266       6.0053    0.0026496
Type418      COVAR   15979       10.364     0.015816       5.9818     0.041588
Type419      COVAR   15979       4.7674     0.009079       4.6513       0.1527
Type420      COVAR   15979       3.5295    0.0057957       5.6348      0.26554
Type421      COVAR   15979       9.0767     0.015365       5.3007     0.043427
Type422      COVAR   15979       10.783     0.016429       5.9498     0.034981
Type423      COVAR   15979       0.4501   0.00084906       4.4981      0.46015
Type424      COVAR   15979       18.886      0.02716       6.4973    0.0018286
Type425      COVAR   15979       17.962     0.023045       7.2306       0.0065
Type426      COVAR   15979       10.546     0.018005       5.3455     0.024268
Type427      COVAR   15979       8.1683     0.014607       4.9205     0.048465
Type428      COVAR   15979       13.457     0.022341       5.4468    0.0067505
Type429      COVAR   15979       20.501     0.027432       6.8267    0.0013386
Type430      COVAR   15979       13.385     0.017279       6.8702     0.025699
Type431      COVAR   15979       16.373     0.025717       5.7195    0.0021042
Type432      COVAR   15979       5.7439    0.0084261       6.1548      0.17536
Type433      COVAR   15979       15.971     0.020498       7.3186     0.014553
Type434      COVAR   15979       10.153     0.017235       5.1951     0.025334
Type435      COVAR   15979       2.5841    0.0059664       3.9557       0.2568
Type436      COVAR   15979       14.692      0.02669       4.9173    0.0014076
Type437      COVAR   15979       4.4163    0.0090095       4.3946      0.15747
Type438      COVAR   15979      -1.1618   -0.0026972       3.9324      0.61617
Type439      COVAR   15979     -0.14161  -0.00044915       2.8783      0.51962
Type440      COVAR   15979       1.6632    0.0049168       3.1175      0.29685
Type441      COVAR   15979        2.562     0.005254        4.406      0.28046
Type442      COVAR   15979      0.33006    0.0006165       4.7075      0.47205
Type443      COVAR   15979       28.791     0.045059       5.6007   1.3888e-07
Type444      COVAR   15979       61.248     0.061294        8.908   3.2226e-12
Type445      COVAR   15979       40.554     0.045354       8.0904   2.7188e-07
Type446      COVAR   15979        14.29      0.02216       6.3119     0.011796
Type447      COVAR   15979       21.375     0.025525        7.418    0.0019821
Type448      COVAR   15979       3.6627    0.0096055       3.3035      0.13379
Type449      COVAR   15979        4.353      0.01066       3.6569      0.11697
Type450      COVAR   15979       5.5596     0.011446       4.3075     0.098419
Type451      COVAR   15979       6.1743     0.013444       4.4995     0.085009
Type452      COVAR   15979       1.7521    0.0043551       3.9826      0.32999
Type453      COVAR   15979       5.5208     0.010047       5.1442       0.1416
Type454      COVAR   15979        3.779    0.0069406       5.2648      0.23645
Type455      COVAR   15979       7.9414     0.012425       5.7488     0.083589
Type456      COVAR   15979       8.1102     0.013836       5.6055     0.073985
Type457      COVAR   15979        9.523     0.014114        6.226     0.063075
Type458      COVAR   15979     -0.44724  -0.00092189        4.367      0.54079
Type459      COVAR   15979       25.916     0.030439       7.6164   0.00033471
Type460      COVAR   15979       15.225     0.022271       6.1027     0.006307
Type461      COVAR   15979        13.75     0.017799       7.0827     0.026119
Type462      COVAR   15979       23.731     0.027786       7.8806    0.0013032
Type463      COVAR   15979        36.56     0.038822       8.7941   1.6201e-05
Type464      COVAR   15979       35.143     0.037903       8.5298   1.9055e-05
Type465      COVAR   15979       25.423     0.029233       7.9049   0.00065123
Type466      COVAR   15979       56.081     0.057174        9.167   4.8807e-10
Type467      COVAR   15979       22.005     0.030101       6.3497   0.00026537
Type468      COVAR   15979       38.006     0.047176       7.4725    1.852e-07
Type469      COVAR   15979       16.159     0.023293       6.5348    0.0067091
Type470      COVAR   15979       15.305     0.022851       6.2612    0.0072615
Type471      COVAR   15979       -3.498   -0.0091135       3.6076      0.83387
Type472      COVAR   15979       -2.671   -0.0091358       2.9066      0.82093
Type473      COVAR   15979       14.769     0.028602       4.5294   0.00055718
Type474      COVAR   15979       16.324     0.025819       6.0179    0.0033424
Type475      COVAR   15979       22.084     0.034351       6.0606   0.00013479
Type476      COVAR   15979       16.355     0.025547       6.0194    0.0032975
Type477      COVAR   15979       15.691     0.023364       6.3264    0.0065704
Type478      COVAR   15979       17.084      0.02652        6.173    0.0028281
Type479      COVAR   15979       15.542      0.02612       5.5883    0.0027127
Type480      COVAR   15979       19.943     0.028988       6.5752    0.0012127
Type481      COVAR   15979        14.21     0.020278       6.7234     0.017289
Type482      COVAR   15979       7.8687     0.012233       6.0599     0.097073
Type483      COVAR   15979       9.1822     0.014704       5.8728     0.058979
Type484      COVAR   15979       10.887     0.018336        5.471     0.023306
Type485      COVAR   15979       1.4994    0.0036246       3.7055      0.34287
Type486      COVAR   15979       3.0974    0.0058969       4.6889      0.25444
Type487      COVAR   15979       12.615     0.021894       5.1869    0.0075124
Type488      COVAR   15979       3.6956    0.0099442       3.5461      0.14868
Type489      COVAR   15979       9.8526      0.01752       5.1022     0.026748
Type490      COVAR   15979       9.7834     0.019274       4.6978     0.018656
Type491      COVAR   15979       10.194     0.019199       4.9866     0.020473
Type492      COVAR   15979       8.4088     0.017743       4.2676     0.024407
Type493      COVAR   15979          6.6     0.012328       4.9999     0.093422
Type494      COVAR   15979       16.206     0.025947       5.8578    0.0028356
Type495      COVAR   15979       6.8174     0.012588       4.9258      0.08319
Type496      COVAR   15979        24.57     0.033566       6.6715   0.00011579
Type497      COVAR   15979       14.043     0.024427       5.1967     0.003448
Type498      COVAR   15979     0.022296   4.3724e-05       4.7452      0.49813
Type499      COVAR   15979      0.99454    0.0016995       5.6062       0.4296
Type500      COVAR   15979      -2.7744    -0.017754       1.6931      0.94935
