,Sst_1,Sst_10,Sst_11,Sst_12,Sst_13,Sst_19,Sst_2,Sst_20,Sst_22,Sst_23,Sst_25,Sst_3,Sst_4,Sst_5,Sst_7,Sst_9
SLC16A1-AS1,0.477025869926488,0.5222417148135502,0.5506585343834344,0.5630578964634714,0.4809975654339028,0.4891007782918494,0.4542223029602302,0.5190407584736748,0.5830360518486742,0.582070363908727,0.5998339524811139,0.5094678955634838,0.3671605015787981,0.5149505762836138,0.5239333274919333,0.4599919446397754
AL390242.1,0.06488917427416654,0.05151040085988852,0.056246767516322654,0.07849358390039018,0.04767132707200928,0.05553698788693633,0.07059461107164791,0.041607228345532404,0.03022822136410281,0.07611529720639393,0.07680793445683856,0.05483449983959905,0.039722658677362854,0.08780251970720586,0.08063356972539006,0.06653455361211918
LRIG2-DT,0.12452433909213917,0.13102723255704832,0.12808668388134245,0.1272949428907108,0.09241464266132082,0.10958928936680248,0.1620320347450622,0.11498507170364455,0.11158500585054938,0.13710814238121966,0.1462735785732111,0.10530720178655378,0.12102024157926544,0.16110524907099993,0.1521521754344168,0.10532718600942864
LRIG2,0.2718046953672839,0.2653871490358765,0.24009597153738751,0.2876623250780389,0.2431227085513652,0.24039892593632656,0.25856554768436996,0.24511367807174314,0.23789062474880213,0.22349119430102338,0.29679856393432646,0.2360077642228536,0.24728492500302895,0.24550232190945012,0.2018332480705011,0.2920973720729669
MAGI3,0.4553986549418957,0.4202126324955601,0.11528707583076897,0.32800087393651856,0.2941283682836738,0.22851726856124405,0.15696470734363765,0.1534956542681795,0.26460510937272186,0.16414322524008546,0.5713394105959467,0.180291466843764,0.8966834198069568,0.53381468520451,0.6438598562207096,0.34430753622222054
PHTF1,0.5880044415732959,0.5279404229856389,0.40097389333545674,0.6864475254469113,0.5855300169819413,0.48680463715833217,0.5307757983448248,0.5107923551621426,0.5277199151142916,0.41273493259211497,0.6605548744693645,0.5650295241675019,0.6449098282838492,0.5313941377464301,0.6577501355981346,0.577496984187282
RSBN1,0.3055518539511037,0.2645185002557939,0.2606930703891086,0.2523982078424113,0.22360612335892335,0.22440677325574893,0.22609664143249755,0.21140150028156374,0.19775907881742322,0.243157343300268,0.2266313976185386,0.22017136685362126,0.23823982827344206,0.20194809973557756,0.3064454960134643,0.23318419500080623
AL137856.1,0.01662067552811732,0.005784682560561513,0.010036265119183107,0.0083619637277479,0.008050800157457436,0.015444987148327555,0.017195147682501147,0.007057399398666961,0.012987177797672552,0.0126855226977236,0.01426621827141425,0.010143014873916785,0.01872206936214907,0.011632415865282672,0.0170150093553279,0.007447700614741147
PTPN22,0.03826473772376309,0.01796251225418752,0.01839864452731778,0.02336417675121696,0.025445798270447694,0.017004628303563956,0.0349886633505224,0.02242420125001246,0.01699224619602223,0.019045684398158288,0.032921734891345665,0.02133175981304352,0.015696891714841878,0.022985646678166872,0.020830991350248452,0.027694316929920287
AP4B1-AS1,0.05776003960355348,0.037314304928970844,0.0410751836703961,0.04037631623133342,0.0374449466569231,0.0589781390762941,0.05561177784246634,0.04185464194038125,0.03336835419679801,0.03927789533891218,0.04740972137845282,0.03026122510611459,0.05158456283132318,0.05495427670093396,0.044507053062271436,0.041925772332649255
BCL2L15,0.02809375213857747,0.023936675241281107,0.01927486911985466,0.028851198149744378,0.023697206899565084,0.02526692250887871,0.031311620765082114,0.03510328892698721,0.02724377628015542,0.018366118334394107,0.018960856007958823,0.03321880480825242,0.02005899564198362,0.03625627956604998,0.0311762197786913,0.023074545456188013
AP4B1,0.11228498470254472,0.1267331136994617,0.13530554075512258,0.1174420746967531,0.11761445987681607,0.1299118964392078,0.10633942655979006,0.11062423724046237,0.11865747570177403,0.11525503473925634,0.1377945342820454,0.11282254130510898,0.13683438749197632,0.1473215513556994,0.08636810960302886,0.1303423304218616
DCLRE1B,0.015919884793503657,0.006524478670510892,0.00887045807205601,0.01196486908875969,0.0068329625082009906,0.005223698802035454,0.009301423445551052,0.012260469375603792,0.0023110116829685545,0.009558947302841318,0.008073520836007677,0.005779601569255764,0.0024218721910118247,0.008178675988876657,0.00682640050751845,0.010981200194275847
HIPK1-AS1,0.015025307098255707,0.015888383305865995,0.007063405388044889,0.005992742834780534,0.003326843174508919,0.006482111243978124,0.0064733733871850845,0.012187435689424257,0.019369299818115103,0.002975952445385743,0.010886538771466357,0.009851199633855137,0.012088728453602971,0.016974583097092037,0.012351406881697108,0.012254973158582986
HIPK1,0.1993300028013644,0.22746674095417188,0.22098720750726056,0.21359883661685908,0.220819234784805,0.18750283979320917,0.20873903344560732,0.24358186269211118,0.21564910559131506,0.20406529262689463,0.19698588415877888,0.2095711681950777,0.24212929178184406,0.25270628624063113,0.21962106909872262,0.21426563015122696
OLFML3,0.0,0.0,0.00263548505647873,0.0,0.0022252393905537737,0.0,0.0,0.0,0.0,0.002331887429054443,0.0,0.00038322680336856256,0.002988823214936424,0.0,0.0,0.002786868046903107
AL591742.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038253451878213743,0.0
SYT6,0.004071055576660508,0.006216576578542823,0.002609537060286446,0.000995052809626725,0.0,0.0014102217421900615,0.0013410699406355374,0.0010450639734894014,0.002162389817574166,0.0022975036269528536,0.0007295710125252034,0.0006211748763508836,0.004903398739637292,0.0030152693470063964,0.0021200304439917684,0.0
AL121999.1,0.0,0.0,0.0,0.0027134697479617104,0.0,0.0016369948260220389,0.001726038272132864,0.0,0.0,0.0,0.0011652854792013013,0.0006445012502254439,0.0,0.0,0.0,0.0
TRIM33,0.7717063810145972,0.6742202290245412,0.7045928775730151,0.7185675518670861,0.7014277747593481,0.665966082615608,0.6765577729229026,0.7633870286773649,0.7630141624259063,0.6683405008828123,0.7309463806415991,0.7338926634810989,0.7161237174827658,0.6821309959561501,0.6355805494145986,0.7584114052506935
BCAS2,0.1763343432274506,0.18422564434361788,0.12293672259164401,0.14141911307610197,0.14535953798994125,0.14276363946348028,0.14230175086538016,0.1366111371511598,0.11725509877447549,0.12049844219390647,0.10515166679512263,0.12068886696156157,0.15669560215464098,0.16589228622088362,0.12905510419050184,0.1624707615861212
DENND2C,0.0027859924691185462,0.007131812455755434,0.012282341410009582,0.0032503978463071155,0.0,0.0029608719730632484,0.0014771940100241228,0.0,0.0035343890974691376,0.006550891414981813,0.007191430084188219,0.004798422351692456,0.013503564409636237,0.014635840412311517,0.004582464899962272,0.005183002849256278
AMPD1,0.0,0.0,0.0,0.0,0.0002864400551228972,0.0,0.0,0.0,0.0,0.0,0.0,0.0006972426641093094,0.0,0.0,0.0,0.0
NRAS,0.0722706016251777,0.035412074329990266,0.033084721896087986,0.06311659277793892,0.051383985297452694,0.040678606470427245,0.028455805424690197,0.03753199959579309,0.021652671842776458,0.03424661073033776,0.03991100462588423,0.03766662544331081,0.06072352676557643,0.07032321896466796,0.06038237510985641,0.052864355993950216
CSDE1,0.4955438304321761,0.5114950360230681,0.5048384534901725,0.49556742564453343,0.5274073140984179,0.5470447737719828,0.5352269586306158,0.552486857174268,0.4580093493995472,0.4869257100798412,0.4570531766981887,0.4893011181020086,0.5595510476360702,0.5356606326326909,0.5086289245815853,0.5112409386682076
SIKE1,0.1150863017246216,0.1067811881947753,0.08752167896113405,0.09414105886957827,0.10092032562808485,0.10881528025136562,0.10327088835502576,0.1129632251070322,0.10565645186400556,0.10580059759957766,0.11766465378902216,0.09710070397966243,0.11937706937740498,0.11434988348535235,0.10258072897062724,0.12364609580358076
SYCP1,0.0038749146897356437,0.0,0.0014332576295010794,0.0,0.0018743050019486701,0.0037949953175944284,0.0,0.002092036693943445,0.0,0.0,0.002201190309791958,0.0012757409931058478,0.005438056744433191,0.004633056722818929,0.0,0.0008803642639156144
TSHB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020960262532834675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSPAN2,0.018946305706679812,0.1823792881904707,0.298817738655446,0.09567281455269315,0.1475893478336387,0.038912876790838574,0.15349724502673223,0.30799934205430785,0.31998348213609423,0.19103892080974666,0.1628407065022089,0.14312383937535628,0.14805452817732664,0.13669517305208823,0.058210443947727585,0.1311815454177958
LINC01765,0.0,0.005546444171987625,0.0055126026725806215,0.0010296043212569504,0.0031521749683339206,0.0,0.009241160062310476,0.009558383074198247,0.02404000935428624,0.0052984378929388206,0.008502237244700775,0.004157902356733593,0.005643452547754047,0.010299672501388388,0.009858518891766366,0.006314465640855492
AL049825.1,0.0,0.0,0.0036167253820798577,0.002166371143195812,0.0009140332114493146,0.0,0.0046965831097319196,0.005385659538222292,0.0042761641031114905,0.000909295648424799,0.0037758918504392663,0.001940583165929652,0.0025278118373158603,0.0044366742608144775,0.0,0.001892142356275262
NGF-AS1,0.0026032402145784203,0.049768467891418824,0.05627112178711854,0.013788777663592941,0.016551638312853275,0.0021150920677470582,0.04055685294144639,0.05186972774823365,0.03868404389097504,0.04868795559513206,0.027649075403923196,0.02122399572613041,0.035239559084502554,0.019419728812157276,0.014161720690269762,0.03334463310519091
NGF,0.010240242567518737,0.14727381834042685,0.4327375825030972,0.05245248199989864,0.08931000614923705,0.0036366739667496716,0.3364229354390905,0.47237145261018654,0.2783493841875294,0.36833094310890424,0.2080383089633411,0.183885233472318,0.08329048067908183,0.1268158044526251,0.07490806500906096,0.22330553101777167
AL512638.3,0.0,0.0,0.0009491994624932004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019856833880155776,0.002216828006797943,0.0,0.0,0.0014870048906225116
VANGL1,0.006871982437160779,0.0058779597593530165,0.01760150060293121,0.007890451455015038,0.0030513524662258793,0.0010794390754251524,0.001743665710523336,0.007537544792043136,0.013089057642782021,0.007857221850485336,0.005603453391233793,0.0017216382031963761,0.0041038597042957385,0.0,0.008692426334913758,0.007698105645481979
CASQ2,0.0,0.0,0.001425553780131012,0.0,0.0,0.0032687992235170635,0.0012539282855412203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NHLH2,0.0,0.0,0.0,0.0023224445509742683,0.0017054604681714068,0.0,0.001674389378001567,0.0025946485536792545,0.0,0.0,0.006460196397271441,0.0002752600364723455,0.001464057884043879,0.0,0.0,0.0
LINC01649,0.015985014294744214,0.022740177347246215,0.011851315903907133,0.016630224459574506,0.007647094719007024,0.010473727254217474,0.008246349168252448,0.010811191906376432,0.011488667705485758,0.018232693022777958,0.01605655604418555,0.009584621427539852,0.01695419744227432,0.009341793809579295,0.003973723247543604,0.015372587452764826
SLC22A15,0.4776650467676824,0.34198873682605774,0.33437123381563905,0.3265490728441756,0.3524528286791572,0.2845319171676938,0.2279598154766328,0.3073998684161705,0.44043948134844635,0.32989468327180965,0.3279733253241003,0.30021858667891493,0.37187816677845986,0.425763571503432,0.29121310979629217,0.3614777743287486
AL365318.1,0.005722388426534791,0.009706492846752035,0.0009311718785396093,0.00877699652366585,0.0027658093992762394,0.0059273827755115015,0.004176137622343276,0.0042651464337529,0.006083370075365249,0.00843082316981188,0.0056893058389446026,0.004429370883936138,0.014200587921702314,0.002845691556381562,0.005010494541863248,0.01430114268749725
MAB21L3,0.012163943178215956,0.003017156479602576,0.010272731507609332,0.022160174169917078,0.006180533036284957,0.003563089219632604,0.0028785768281332,0.007130147549083568,0.0034542897935544398,0.0,0.00425729217264815,0.007177305303581946,0.001946985966177392,0.006645241610156837,0.0038253451878213743,0.006366460590735964
LINC01779,0.0,0.0,0.0,0.0,0.0,0.0,0.0019119011117900288,0.0,0.0,0.0,0.0,0.00028717954281740494,0.0,0.0,0.0,0.0
AL355538.1,0.0,0.0,0.0,0.0,0.0018597335381031954,0.0,0.0,0.0,0.0,0.0,0.0,0.0003493588818661112,0.0,0.0,0.0,0.0022485482025934272
ATP1A1,0.8136436973793671,0.8816286217855829,0.6027453370524389,0.5309761549093964,0.655107667076931,0.6086198864067096,0.7095314936622849,0.6449155022810543,0.40892771971147257,0.7231257104021616,0.4912183523531223,0.5954537905613551,0.6870488915965413,0.6783052746319996,0.7014499663994908,0.8752211342534489
ATP1A1-AS1,0.06159865247299987,0.06581193324346624,0.051671736160504966,0.05695516857462402,0.07397974692129575,0.06702737514446425,0.07796763825465662,0.04981239677903904,0.05075028547725173,0.05598871065842772,0.04072292286654572,0.05758828162147286,0.06709706345071757,0.10953872293036837,0.12419392923451249,0.11522169572255485
LINC01762,0.0,0.0013973039507038266,0.0009491994624932004,0.0016198145796527583,0.0015238297839228422,0.0,0.001457225021692653,0.005362957801437762,0.0,0.0026082206860083123,0.0020949926518954516,0.000899512838957523,0.005915113070842518,0.0,0.0,0.0
AL136376.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL390066.1,0.0,0.0,0.002946381870691121,0.0022035439064338616,0.0,0.0,0.0,0.0009691525549126345,0.0,0.0012021497198855104,0.0,0.0009279944669547136,0.0,0.0,0.0,0.0
AL390066.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD58,0.004734375480666781,0.010254387421421996,0.024392028951109,0.005599235125928075,0.0017731685736127544,0.00333697839944485,0.0012743014769663404,0.016033322920382054,0.009016811231586028,0.021581264299470108,0.009516312113327078,0.008531832334761163,0.007089488684533833,0.003042207415807034,0.005752156821904028,0.009487608752032058
IGSF3,0.09797894348020261,0.4146519274448429,0.2696248784875413,0.17146670323909405,0.3714550987653756,0.36465711322561833,0.18197225957455657,0.2059708543310929,0.23038313768395555,0.24838515679533116,0.1716513094087417,0.19180221502236167,0.2284041121015294,0.21750889246693414,0.12066878681908928,0.23992783961566475
C1orf137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD2,0.0,0.0,0.0,0.0,0.0006793796163030779,0.0,0.0,0.0,0.0,0.0,0.0,0.00022477883595544858,0.0,0.0,0.0,0.0
AL157904.1,0.0,0.0016818904026490722,0.0031937286392962616,0.0,0.0009064763880373794,0.0012128853696733745,0.0,0.0012506408623127385,0.0035402653794418455,0.0014694902119854207,0.001465901534956658,0.0020594627541715444,0.002724059859535698,0.0,0.0,0.0007276221073197554
PTGFRN,0.013737247035609888,0.13144435394685422,0.22260871725903966,0.02700159584066778,0.09619471346035952,0.06606751643600346,0.13315343757711048,0.2269640967093478,0.23512864456400326,0.21664757582026994,0.18470512261999766,0.12112722759912246,0.03708527379032258,0.09805684094424282,0.0383828511677063,0.07889026446057062
CD101,0.004287207044314333,0.012901573630590536,0.01684588186934657,0.0038253470130224262,0.004995414961914993,0.003599557579182233,0.010957438309041969,0.015919056684552152,0.016382607092984638,0.013770927675737373,0.01022484496451314,0.011211519242224861,0.008619124630489182,0.0031703184742443535,0.0,0.01228855997871442
AL445231.1,0.0,0.006796187700266285,0.008082753509076196,0.0,0.0016898990557772887,0.0048447762734645915,0.002740833649952938,0.0018341295897948363,0.0,0.0075644214491670265,0.004297360589676146,0.001622808461934085,0.0,0.002522212927269272,0.0,0.007220487741659082
TTF2,0.05805497290037143,0.04014564073501496,0.026074600052779603,0.04936856366212938,0.038633531601594356,0.029883928468806758,0.03181419728677733,0.02985843556714605,0.038953083325461116,0.03519271317452785,0.04479298447920526,0.03644536288160414,0.031072491235864325,0.035705715221307076,0.05227442880134112,0.025796381588242226
TRIM45,0.011255598729992048,0.014186557005477942,0.026543964088259164,0.023566238761673408,0.009862530664884473,0.008884797980824925,0.02121802232589235,0.022279959194945655,0.017491080430634125,0.0212756478922082,0.04168557432814205,0.019874398067693397,0.016633979717240975,0.03149332236254827,0.028474263824016768,0.011064882440087652
VTCN1,0.01513657512489825,0.001536287507371094,0.001722960683427726,0.0038663142681213615,0.002432788660881249,0.0011597961066514293,0.0,0.0006792444814052732,0.004230634736957838,0.0032187720811830494,0.004719668592760928,0.0010331361571161927,0.0024759053658233252,0.0,0.00518055149709913,0.0
LINC01525,0.003600382257802736,0.001828661987490088,0.0020541710033551612,0.0,0.0,0.0,0.0,0.0,0.0,0.0012548537603587575,0.0009544671188431061,0.0014119488421604164,0.0,0.0,0.0,0.0
AL358072.1,0.015376972046232652,0.008148892338927693,0.009051194120263365,0.006686109977882857,0.010863923409808084,0.00600483992854933,0.012377541483843922,0.004060158898812056,0.012811941397903504,0.013306407160771977,0.009276635578750329,0.011475475225816552,0.01868600722980677,0.009362678139515686,0.009033404936912667,0.0025018546842238455
MAN1A2,1.4119374775354911,1.2442089005972417,0.6818385163567052,0.9237298176834725,0.9812093561905271,0.9191465226770079,0.9967373271239857,0.685138917451375,0.7719052162834311,0.8738538297813723,1.1542907577137682,0.8398637920887847,0.851409233916426,0.866573602039426,0.9950028164785018,1.210801630154517
AL157902.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TENT5C,0.0,0.0013184626795100219,0.0,0.0062121740497535745,0.0006944072268792239,0.0,0.0,0.0011663080764889914,0.0,0.0,0.0012767588358281678,0.002141958569055949,0.0,0.0,0.0,0.0
GDAP2,0.27806594120198763,0.19486617834914668,0.20455479737800897,0.3080686224754025,0.21075598813784752,0.22123251033972294,0.22020952480766418,0.2220162715114394,0.24035101774164871,0.21328440366666407,0.25617308691715274,0.23326395291341304,0.2884145052148002,0.23945925563118955,0.2629475715298321,0.2359684337697071
WDR3,0.0970112940029781,0.10351723843085203,0.09754487945247915,0.12429779074754894,0.11870421983180818,0.1279522161816434,0.11549246155146156,0.09254765415358995,0.10561098240357679,0.11562230506406089,0.10510568118963863,0.10384462477296924,0.11961069790569967,0.11245346024694772,0.1055238259727026,0.12199323876241701
SPAG17,0.029422783166731255,0.01050622196957786,0.008796135325201697,0.02417355981772686,0.012060803361303142,0.006403085961069792,0.012129135791934122,0.011688603469326595,0.006562354646706253,0.014404446127280979,0.009169590236094866,0.010993685821431239,0.03693626221236525,0.006672175343647719,0.028903946621619575,0.0038558844613037174
AL391557.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX15,0.0,0.0,0.0014003393324783758,0.0,0.0009952857312715176,0.0,0.0,0.002714291758835341,0.003903318618231206,0.004201655486565248,0.0010167397404726541,0.0,0.0019417985725017559,0.0,0.0,0.0
AL139420.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL139420.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WARS2,0.10636133702664238,0.11667315115320012,0.17402736773802366,0.09803682223325845,0.1211375401024975,0.10281833491354136,0.1519683369259305,0.16123555615868246,0.26204958303215076,0.13855939000229955,0.16931854878990013,0.11116697230651085,0.14188153001873882,0.12463403503247909,0.11062822636446257,0.16598501250186795
WARS2-IT1,0.0036493451600121537,0.003750371539755224,0.0023933022672935934,0.004472948946911861,0.0025710674114335337,0.0025783758996581565,0.010932078040241669,0.0029404715126914874,0.0018618735847154915,0.007577375202579347,0.0012080605721749471,0.0019789823027488423,0.002409615879207448,0.0039200150692600836,0.003973723247543604,0.005386750946225628
WARS2-AS1,0.18006723775223385,0.20310470489372368,0.2839637368810597,0.18176640913878092,0.12957603076225518,0.1679454029561807,0.20311557416994458,0.23935158848196422,0.35255647051159095,0.2178551635102279,0.3142898071849831,0.14868349184772914,0.2667121970322568,0.19138868760948344,0.18615595816890415,0.13200604856997492
AL359915.1,0.00723255276110976,0.01396761221763299,0.01631394525584287,0.004127887049307892,0.006257362644743047,0.010883828236388289,0.017273541502530725,0.010476805334784223,0.05856975706548338,0.007629017331064521,0.014538030173703514,0.004252278926751455,0.008980066595994693,0.006274689986433741,0.0065931227108408,0.0028032686388921716
LINC01780,0.0,0.0,0.003176595183653291,0.003906514223896222,0.0,0.0013314047424180196,0.0026822864010637667,0.000798949727979459,0.0023750004474733855,0.001052145495849244,0.0,0.000760795928236418,0.0,0.0,0.0,0.0037165605001135654
HAO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010685053198678796,0.0005196284518396338,0.0,0.0,0.0,0.0
HAO2-IT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD3B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD3B1,0.0,0.0032690911309369857,0.0,0.0012394968154072151,0.0,0.0,0.0,0.0011874826178277019,0.0022251806812400997,0.0014437760388162017,0.0,0.0,0.0020250029478374636,0.0,0.0,0.0
LINC00622,0.01428389918697837,0.009252764175127737,0.02302504236686862,0.011734126155410751,0.009829865308038695,0.009791752638515379,0.01885458834701173,0.021699523239410462,0.014077139841155651,0.006592878029386565,0.007685204951195297,0.014710963455740413,0.02905660780520956,0.011900178282098358,0.00941112970253889,0.020940963997637344
ZNF697,0.07239746370158298,0.04950419720757801,0.06101670813903347,0.04091247735509742,0.038555320005303574,0.04137687859409756,0.0380159110302934,0.040920552915621966,0.04406926193547415,0.061218251823327775,0.0476806157498797,0.042121213024604004,0.06602376981926641,0.031442884421963246,0.035329304542806125,0.051755849048899856
PHGDH,0.003590201523202814,0.008353758285842741,0.022963380686984777,0.006435582868283236,0.006490892517692992,0.006122660617644269,0.016318682823712304,0.01926730113496279,0.013618319795189217,0.03567141634931771,0.01266301204533762,0.012421445177978387,0.009535835602700233,0.0032973328855106705,0.00986097516827014,0.0066944372489405775
HMGCS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023663748851475842,0.0,0.0,0.0,0.0
REG4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024016695412706138
NOTCH2,0.0024905962485965794,0.03121174162102389,0.9086621934460603,0.03629487824827347,0.2117522258575717,0.08842130780841573,0.32299088797543085,0.7389711984401591,0.8290548954136696,0.6185936738690515,0.5058795523947267,0.427009876015347,0.09060275252258708,0.012349713965678053,0.00870989766253733,0.20923970218521956
AC245008.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEC22B,0.14539210532553548,0.1661266772554569,0.15068106916331245,0.18272759928686103,0.16438082690385594,0.15324002388697866,0.18252256709616382,0.16805853086824526,0.1326721230228415,0.15838512965908966,0.15386398726017475,0.17773089248709273,0.1737972764369928,0.16873126153858023,0.1594405113864835,0.1937631577675812
AC253572.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NBPF26,0.03846478511072067,0.04000851244110288,0.04204094675368165,0.035946223490310444,0.03266890957471477,0.03823464747228257,0.05130192401765187,0.05267608636599581,0.07267154105915431,0.046161986596495376,0.03999332412273814,0.027904174061589935,0.03983982745305764,0.05957962010323407,0.04621037152701468,0.03303901837301323
AC253572.2,0.0,0.0012177586280377533,0.004119938282067002,0.0,0.0,0.0010874103343849822,0.0026246614271610864,0.0,0.004580179962562195,0.00220252041209061,0.0008769774894797076,0.0018791902861876068,0.0,0.0,0.0,0.0
PPIAL4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00623,0.19592676819481844,0.24290230411230426,0.18133516335860494,0.255452035830532,0.18467098585930036,0.19690444679894267,0.2162949854708347,0.18472356669055184,0.17271192565070298,0.20956931501915302,0.25893975356580784,0.22161821854742136,0.22360340223099764,0.2549545186321222,0.23862483760766698,0.18089044795770357
FCGR1B,0.003590362665162424,0.0,0.0,0.0,0.0006795495765732789,0.0,0.0008738210847652655,0.002491371631051162,0.0,0.0016339605082598219,0.0015997998506433926,0.002602629846175906,0.0,0.0016104261872947711,0.003882159673850033,0.0
AC244453.3,0.02663924628424392,0.013670837389398277,0.01746560428452885,0.016127752964117347,0.01623004293451028,0.008278075228364164,0.014399068195821351,0.00983324158688949,0.01675964237222689,0.03348355194031521,0.027804265227015314,0.011440642705225742,0.009852671664776767,0.01329283499184616,0.016137220451892306,0.008536196348086604
AC244453.2,0.0028702431745348065,0.0,0.002275563396243342,0.004512732675848664,0.0017526402529982699,0.0009936633867052565,0.0015498470333021534,0.0,0.0,0.001501428633504711,0.0019337111449268824,0.0008047621183896788,0.0048931666707321755,0.0,0.0,0.001253060333886239
AC244453.1,0.02269436606230296,0.006903400057334869,0.0019104923864276006,0.007054249251222509,0.001242920009340407,0.005467490868794576,0.005901309656386494,0.003496281375344561,0.010355223210190832,0.004340805484527411,0.007957443511013403,0.006961691764530544,0.006881351202012132,0.011948862000294318,0.0036851237065473057,0.005770317103407434
FAM72B,0.0,0.00216070052238873,0.0008123462502882888,0.003060495985027459,0.0009183573377178469,0.0030642670257518814,0.0032917329827044143,0.0012522484141380772,0.0,0.0008255473996675151,0.0,0.0019195948345330754,0.006376266398961046,0.0039247094830397785,0.0,0.002614644710906802
SRGAP2C,0.43571342426037657,0.4188274382177403,0.4423741440605741,0.5264457047140555,0.4290289389345407,0.475210864843189,0.4771380405259198,0.4923843215930587,0.4562795446167156,0.484347520970229,0.46759445925741094,0.4511844782167556,0.43257815838177704,0.4707675177881602,0.5275317909670918,0.5154043903439008
SRGAP2-AS1,0.05581295370700331,0.05314934373056851,0.04241625509302321,0.05838553513946169,0.03897390443362588,0.06385194729504724,0.05922578666326247,0.03690406939833571,0.02255424434519366,0.07325681411568397,0.044281873147691136,0.03459469844469043,0.04475410595050601,0.06954132559697532,0.06778400540822123,0.07897469294726642
LINC02798,0.25596314227691414,0.19319282786423753,0.48257224361695406,0.4334250114608127,0.1678118321168739,0.3578982192246995,0.31793831019316976,0.4330153249078846,0.5265096906128335,0.4178196143588513,0.41458855048601945,0.36159263194768315,0.2614691971012357,0.36475972082529545,0.4260451073805441,0.29058526998185585
AL592494.1,0.0,0.0,0.0024608895586463383,0.0,0.0,0.0,0.0012675434428975395,0.0012742922271183107,0.0,0.0,0.0,0.0010084157817884102,0.0,0.0,0.0,0.0016925239189996282
AL592494.2,0.023724130461670306,0.009712233812223617,0.008957251594079521,0.014420314182668774,0.005355437205256807,0.010709054741434182,0.008152101731321032,0.007031019805353672,0.002893901069323676,0.006242015299534749,0.00558505374590166,0.008680477576389586,0.010336345057590771,0.015803810015106667,0.00682640050751845,0.01855578317536827
LINC01691,0.006269464014607486,0.0,0.0,0.0041510355257568955,0.0,0.0,0.0,0.001269885825062933,0.005160146173453249,0.0,0.0,0.0010468919598597558,0.0,0.0,0.0,0.001793877634627394
LINC02799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC239800.2,0.01187979290750735,0.01834184035955477,0.0064082744765061855,0.017402540164145143,0.00774961802018934,0.006295613286546881,0.014217242813699286,0.013961412211572271,0.006067000553247537,0.010932202353892286,0.021943084988137743,0.01560464686684571,0.017546268720907268,0.028015988375036063,0.008171175125866252,0.012080682547753433
LINC02591,0.09159540534170946,0.08654958240993618,0.0563817779919593,0.0752141774143115,0.06611080514099159,0.06477480345997236,0.06718074148579174,0.06252713442253655,0.07581805751463189,0.06508587066787577,0.07236172395723754,0.07192830080984383,0.07317661826384136,0.049760177054758076,0.07702608624289169,0.054433795794728915
