gene,specificity,gwas_z,gwas_p,gwas_fdr,driver_score
GAS8,0.011344893,4.7854,8.5313e-07,3.715662639593909e-05,0.0688519830154685
ASPDH,0.013362053,4.3082,8.2278e-06,0.00023970975891341256,0.06794224833790409
ENDOG,0.016413461,3.7386,9.2512e-05,0.001650214054054054,0.06620865065993461
OSBPL3,0.014561331,3.9941,3.2467e-05,0.0007131055242966751,0.0653593764061541
DLX2,0.0112229735,4.6606,1.5763e-06,6.0648672645739915e-05,0.06511974513707004
CTRL,0.013268817,4.1998,1.3359e-05,0.00035541153488372095,0.06467521347606142
PACSIN3,0.0116245635,4.5427,2.7768e-06,9.927059999999999e-05,0.06459136862450668
OVOL1,0.014408698,3.9791,3.4584e-05,0.0007446191217063989,0.0642789996589459
SETD7,0.014382405,3.9609,3.733e-05,0.0007937828996282527,0.06368445530539396
C16orf86,0.018384827,3.3621,0.00038675,0.005046866920152091,0.06273950314864749
MYO16,0.021000858,3.0659,0.0010851,0.010794386086956523,0.06225767853383601
CCDC150,0.023744145,2.812,0.0024618,0.019933930188679245,0.06194247256037713
HSBP1L1,0.011483275,4.4145,5.0621e-06,0.00016176096089385477,0.06081162664852128
PHF7,0.012711099,4.1458,1.6934e-05,0.00042483543859649125,0.06064770964366165
CMTM8,0.021612694,2.9543,0.0015667,0.014252712241653417,0.06062391263170452
C2orf66,0.018347126,3.2857,0.0005086,0.0062384388849177986,0.060428527995988364
MYBPC3,0.022568498,2.8395,0.002259,0.018726782608695654,0.059718136250306246
GCKR,0.017625686,3.343,0.00041438,0.0053224257485029935,0.05962066685989662
NDST3,0.023784027,2.7043,0.003422,0.02530083412322275,0.0586447509306422
SULT6B1,0.012224174,4.1468,1.6858e-05,0.00042354799414348463,0.058348353386650495
E2F8,0.027496314,2.4147,0.0078733,0.045041568000000004,0.05784793323722908
DHRS11,0.01557246,3.5368,0.00020249,0.003016853125,0.057518382500675015
CCNB2,0.011051305,4.3657,6.3355e-06,0.0001948336559139785,0.05744710478338678
MAMDC2,0.013783715,3.8129,6.8686e-05,0.0012980746255506607,0.05738342188679259
EPB41,0.01421767,3.729,9.6124e-05,0.00169839954825462,0.05711477130777448
SIRPB1,0.011122517,4.3295,7.4719e-06,0.0002226003541666667,0.05702035028813893
CBR3,0.019029222,3.0403,0.0011816,0.01148145866364666,0.05570860910379214
LPCAT4,0.012597674,3.949,3.9238e-05,0.0008231345721271394,0.055509044490264364
PRTG,0.021958891,2.7378,0.0030928,0.02359938338516215,0.055109090466595755
CKMT1A,0.012795377,3.8802,5.2195e-05,0.0010390957308584687,0.05479455265381792
MYRFL,0.023914969,2.5596,0.0052393,0.03416097835169009,0.05454350912506264
SIKE1,0.011163846,4.1829,1.4392e-05,0.0003730615105740181,0.05405398982828936
UQCRC1,0.011666831,4.072,2.3303e-05,0.0005425773134328358,0.054047623211660976
PLA2G7,0.018244237,3.0515,0.0011383,0.01116822641509434,0.05370634977830367
NCR3LG1,0.01178861,4.0102,3.0335e-05,0.0006734134540750324,0.05326160015064701
CRYBA1,0.015673578,3.3314,0.00043201,0.005510833283803864,0.05273385036013705
CLCN1,0.017662318,3.0582,0.0011135,0.010989702127659574,0.05216229646267166
NWD2,0.019472172,2.8621,0.0021043,0.017834536296296295,0.05212490816371085
RAB11FIP5,0.013593015,3.6203,0.00014712,0.0023660536082474224,0.05209289584620958
SLIT2,0.021022484,2.7094,0.0033704,0.02511335822839774,0.05197427724187084
C17orf75,0.011819496,3.8776,5.275e-05,0.0010440484429065744,0.05056117447599963
CKMT1B,0.013867931,3.4917,0.00023995,0.003442760869565217,0.050200235608137314
PSCA,0.013463362,3.5376,0.00020193,0.0030131467826086957,0.04974441853733772
PPARGC1A,0.022838494,2.4764,0.0066361,0.03977487809989522,0.049744228666376296
LRRC43,0.013215471,3.5713,0.00017763,0.0027386619946091644,0.049564408364496285
RAB3IP,0.015633777,3.1891,0.00071356,0.008003065098039216,0.04919276592764399
PRR34,0.013027665,3.5783,0.00017291,0.0026851905882352943,0.049012419266312036
PROX2,0.01331024,3.52,0.00021575,0.0031971243523316066,0.048795994645412684
TENM2,0.011287958,3.8853,5.1096e-05,0.0010279101524032826,0.04844354838949354
ZPBP,0.022709228,2.4341,0.0074643,0.04340474008810573,0.048302775805566946
MRM1,0.016328009,3.0493,0.001147,0.011247154285714286,0.048011474976437346
KCNK3,0.016080448,3.0781,0.0010415,0.010498534351145037,0.047957374958162186
PRPSAP1,0.013883612,3.3463,0.00040954,0.005272097824456114,0.04703356338145555
TMEM81,0.013332613,3.4344,0.00029689,0.004108574516129033,0.04702951816347883
AGBL1,0.018393518,2.7671,0.0028281,0.022159906849315066,0.04687597697190602
SOX6,0.020016985,2.5885,0.0048201,0.03210905124223602,0.04637823232493097
S1PR3,0.02258394,2.3682,0.0089373,0.04934493822393823,0.046269833175131676
IGF2BP1,0.015261615,3.094,0.00098753,0.01012911823072325,0.04586801625600925
LMX1A,0.018855454,2.676,0.0037254,0.02686044705882353,0.04579663746511914
MITF,0.011115423,3.7853,7.6751e-05,0.0014197311206896551,0.04573903147514638
MYBPC2,0.019580452,2.5614,0.0052119,0.03405796039603961,0.04470224878155695
STAC2,0.015695268,2.9828,0.001428,0.013305986970684039,0.04465730331706716
FRMD5,0.011856085,3.5773,0.00017355,0.0026902601626016256,0.04458570137781137
NOTO,0.0146886725,3.1141,0.0009226,0.00966351946308725,0.04457992347085592
GSTK1,0.013722464,3.2542,0.0005686,0.0067664188626907085,0.04453204610044572
HUNK,0.017747344,2.7266,0.0031991,0.024134125714285713,0.044279129623127716
IL1RAP,0.016464334,2.871,0.0020461,0.017476891986062715,0.04427379840359075
SLC9C2,0.0152925635,3.0114,0.0013001,0.012355960132890366,0.04413469368632837
CTNNAL1,0.012482328,3.4304,0.00030134,0.0041534091566265054,0.04394956809230552
MYH6,0.016484795,2.8399,0.0022567,0.018716757854035766,0.04362744139266789
SLC5A10,0.016008476,2.8921,0.0019136,0.016592913592723597,0.04351342043261521
PARD6A,0.013325653,3.2609,0.00055536,0.006631856367432149,0.043380669296726834
ASGR1,0.014753937,3.0488,0.0011489,0.011259351227869788,0.0433724107846471
ELAVL2,0.014341841,3.0971,0.00097716,0.010046773876572797,0.04316943360992934
ARID5B,0.010887033,3.6969,0.00010912,0.0018694467065868265,0.04313546601109607
KCNJ4,0.013197279,3.2658,0.00054578,0.006558532773109244,0.043062488880665266
OASL,0.011742717,3.5107,0.00022348,0.003267123679727428,0.04286985721859487
MANBA,0.011001963,3.6574,0.00012737,0.0021117576811594202,0.042851907116275526
C2orf16,0.01166877,3.5166,0.00021852,0.0032177207547169815,0.04271363536536347
ARTN,0.011524679,3.506,0.00022743,0.003312987096774194,0.041986160213712945
NEURL2,0.017268756,2.6762,0.0037229,0.02686044705882353,0.04194785690121935
SLC27A2,0.017153202,2.6881,0.0035925,0.02621058673469388,0.04193277289729325
PANK1,0.012944138,3.2466,0.00058395,0.0069012272727272716,0.04185647966121392
SRRM4,0.013682725,3.114,0.00092299,0.00966351946308725,0.04152437493630699
CYTH3,0.011663782,3.4532,0.00027694,0.0038953200000000003,0.04149523777678911
ARIH2OS,0.010943647,3.5843,0.00016898,0.002648281643835616,0.04128123883945491
GRIP2,0.019045528,2.4644,0.006862,0.04078694838933149,0.041205938511222805
CACNG6,0.012523145,3.2763,0.00052593,0.006394038983050848,0.041064294816924536
NAT16,0.014207154,3.0142,0.0012885,0.0122837,0.04105747565104435
KCNIP2,0.017573837,2.601,0.004648,0.03135121886051081,0.040995084982353366
CCDC121,0.012935439,3.203,0.00068007,0.007765213554817276,0.04097230947060666
TCAIM,0.011003034,3.5456,0.00019584,0.0029474292725679228,0.040800334966030846
FAM71E2,0.016119247,2.7381,0.0030898,0.023598627503337785,0.04046043237186866
UPK2,0.011502126,3.4071,0.00032831,0.00444656637726914,0.04007013910216899
CRAT,0.01127742,3.4449,0.00028562,0.003991237133550489,0.03996956035947741
PKIB,0.0153904585,2.7976,0.0025745,0.020596,0.03985062352535464
FNDC4,0.011727545,3.3485,0.00040632,0.005234572972972973,0.03976965078753562
SUN3,0.012906432,3.142,0.00083893,0.009008785231539425,0.03970372474397102
PAQR9,0.017488016,2.5509,0.0053724,0.034632,0.039694852379847996
SLC30A3,0.011698723,3.3313,0.00043226,0.005510833283803864,0.03935748677162617
TM6SF1,0.017976565,2.4822,0.0065294,0.03948493023255814,0.03928107260708539
NEFH,0.017904446,2.4868,0.0064449,0.03919263761955367,0.03922477054618287
DNAJC28,0.011346789,3.3802,0.0003622,0.004795796296296296,0.03904488592160928
ALK,0.01794604,2.4742,0.0066762,0.03995939727938612,0.03904108351132729
PXDNL,0.012981583,3.0768,0.0010463,0.0105243305978898,0.03868958007955017
GPR176,0.018223265,2.4202,0.007755,0.044656308724832214,0.038458710080249835
FGF18,0.012120042,3.2056,0.00067385,0.007713986657771847,0.03843794681997233
GET4,0.0128852185,3.0697,0.0010713,0.01070052852153667,0.03827024437762673
ESRRG,0.011986777,3.2101,0.00066346,0.007610276470588236,0.03809619792383324
KRTAP5-2,0.012210196,3.1631,0.00078047,0.008530487388535032,0.03794493972348019
CNTNAP5,0.011061265,3.3675,0.00037923,0.004971418487394958,0.03784166398041537
RPP25,0.01819274,2.3889,0.0084494,0.04730561305057096,0.03771671791496092
LUZP2,0.012284678,3.1301,0.00087384,0.009267672682323857,0.03757352399594787
ANO4,0.012697152,3.0583,0.0011129,0.010989702127659574,0.03750159529845367
FSIP1,0.012157897,3.1424,0.00083784,0.009008354887218043,0.037407890546979836
C10orf82,0.014205793,2.8221,0.0023857,0.01946240874524715,0.037253046677544685
FAH,0.013353648,2.9401,0.0016408,0.014741428272251307,0.03718916658473829
GRM8,0.013020966,2.9748,0.0014659,0.013604566792861006,0.03690005897336504
SACS,0.0114096645,3.2406,0.00059633,0.007028174999999999,0.03679061540504346
LRP8,0.015096899,2.6798,0.003683,0.026678041367665682,0.03674280683682098
RTN4RL1,0.012958829,2.9663,0.001507,0.013848340471092077,0.03656834782062083
FAM135B,0.014792718,2.7088,0.0033766,0.025148635416666665,0.0365605040697841
TMEM178A,0.01324736,2.9098,0.0018082,0.01589585655737705,0.036334243470644685
C17orf98,0.015615606,2.5923,0.0047662,0.0318861567251462,0.03625674715143444
CDR2L,0.016794272,2.4543,0.0070581,0.041592375,0.0361297221227426
VGF,0.01360961,2.8332,0.0023045,0.019012125,0.035894302348329916
DENND1B,0.011451374,3.1778,0.00074202,0.008227155813953488,0.035838041301030944
ADAM7,0.011931097,3.0896,0.0010022,0.010218509803921569,0.03578190398003591
UBXN2B,0.011039116,3.2502,0.00057655,0.006838183022774328,0.035757496359607815
DPP10,0.012445598,2.9934,0.0013795,0.012949792122538294,0.035597873829995304
TNFRSF8,0.016630316,2.4255,0.0076427,0.04416244444444445,0.035202274402200126
SLC8A3,0.011266524,3.1695,0.00076338,0.008402566260423348,0.03512067584380762
SPAG16,0.011334588,3.1433,0.00083522,0.00899709679849341,0.03489011874702411
ZNF804B,0.016327098,2.4346,0.0074546,0.04336302915254237,0.034737136221952396
CFAP74,0.011188764,3.126,0.00088592,0.009378400493522517,0.03415488245559129
PCDHGB1,0.014903148,2.5657,0.0051486,0.03382464624808576,0.0341030352324537
INAFM1,0.015092973,2.5355,0.0056146,0.035631115384615386,0.03396947026125784
DCHS1,0.013761267,2.6889,0.0035849,0.026166992769034458,0.03365349432980563
FIGNL2,0.012407899,2.8851,0.0019564,0.01688723541247485,0.03360731986453924
GEMIN6,0.013395132,2.7282,0.0031844,0.024051190140845072,0.033447274694120066
OSBPL10,0.013108713,2.7657,0.0028403,0.022235195255474453,0.03338311763680108
KCNC2,0.01461027,2.5386,0.0055649,0.035420505934718106,0.03293947663019073
SCN9A,0.013255303,2.7082,0.0033826,0.025149660311958408,0.032750531343777686
EFR3B,0.011536878,2.9596,0.0015403,0.014074306709265176,0.032446254363869304
CA7,0.014679861,2.4838,0.006499,0.039421293743372214,0.03210710882299204
CHST2,0.012098866,2.8372,0.0022757,0.018847013513513512,0.03197591135334515
FAM71E1,0.0131274,2.6702,0.0037901,0.02725822129086337,0.03178602121073346
NXPH2,0.014022765,2.5478,0.0054205,0.03480386836200449,0.031775033711625815
CASQ1,0.013366238,2.6356,0.0041994,0.029305288328588853,0.03176904497950787
RAB27B,0.013914956,2.5371,0.005588,0.03551484444444444,0.03134682810887405
SOX11,0.01510381,2.3838,0.0085665,0.04774314387788242,0.031222544388743934
ANKRD42,0.011162021,2.9455,0.0016123,0.014553954760652289,0.031170548021464847
GALNT8,0.011809364,2.8268,0.0023511,0.01927609937888199,0.03104361641985217
MC1R,0.01113419,2.9375,0.0016544,0.014817068893528185,0.03096818489287914
CBLB,0.014260833,2.4693,0.0067692,0.0403892461752434,0.030938344611667726
CERS3,0.012319422,2.7156,0.0033076,0.024752907108591363,0.030558166324770375
CDS1,0.011618349,2.7673,0.0028263,0.02215748743718593,0.02961263579741453
MRS2,0.011095223,2.835,0.0022916,0.018951255903614458,0.029289848552401375
SCN1A,0.012185546,2.6517,0.0040044,0.028359679735864632,0.029214390153371867
GAS2L3,0.01132164,2.789,0.0026432,0.021027961057023647,0.029185715816509885
FMN1,0.0142767355,2.3628,0.0090694,0.0498817,0.029159110727005604
TSHZ3,0.013471869,2.4557,0.00703,0.041512319339298005,0.02900553581248051
DEFB135,0.011957036,2.6644,0.0038566,0.027655351441704973,0.02886183853130989
LRP5,0.013488784,2.4212,0.0077341,0.044579697783747485,0.02848278433236386
HDDC3,0.0132836085,2.4438,0.0072671,0.04256089965870308,0.02840884138684676
RGL4,0.0113470685,2.7309,0.0031576,0.023933803886925793,0.028374966128430237
COQ3,0.011922264,2.6376,0.0041748,0.029192977995110024,0.028367409637273314
CLCF1,0.011640176,2.6821,0.0036585,0.02652296577946768,0.028363581247601598
ANKRD9,0.013842073,2.3644,0.0090301,0.04974526998394863,0.0282974528223895
SH2D4B,0.013756094,2.3626,0.0090743,0.04989265876321692,0.028092514506405007
CD101,0.011924383,2.6157,0.0044519,0.03046036842105263,0.02803964525142035
GPR84,0.012706104,2.4968,0.0062667,0.03844722829581994,0.027991052785916938
SLC39A14,0.01195244,2.607,0.004567,0.03098842230130486,0.02797311991162802
HAS3,0.011903402,2.6088,0.0045436,0.03092747957159857,0.02788490844351234
ETV6,0.011634106,2.64,0.0041447,0.029053534313725496,0.027718337807577428
MOB3B,0.01258404,2.4928,0.0063368,0.03872488888888889,0.027661355841654203
DDX28,0.011313266,2.6684,0.003811,0.02738557788944724,0.027366349816180097
TMEM143,0.011740022,2.5887,0.0048166,0.03210486058252427,0.02720467655483412
XKR4,0.010983244,2.7112,0.0033523,0.02502195215311005,0.027179762997622453
VEGFB,0.012911914,2.4147,0.0078744,0.045041568000000004,0.027163859074977693
KATNAL2,0.012292445,2.5004,0.0062028,0.03816546432413052,0.027134493328616033
AKAP1,0.011954306,2.546,0.0054483,0.03491143689320388,0.027061428553046274
ZFP3,0.011320606,2.6387,0.0041615,0.029135593635250916,0.026951533878232518
PHLDA1,0.011514899,2.605,0.0045943,0.031110030769230766,0.02691930806339767
MEP1B,0.011845921,2.5194,0.0058782,0.03677357345971564,0.02642535510031255
SYT3,0.011053731,2.6356,0.0041988,0.029305288328588853,0.026273334786659226
SCARA3,0.011612685,2.5442,0.0054764,0.03501982122905028,0.026262143312151136
PKD2L2,0.011132605,2.5769,0.0049843,0.032934381209087406,0.025631663282441305
KLF3,0.010965099,2.6009,0.0046492,0.03135121886051081,0.02557742864712623
ASIC2,0.011220734,2.5304,0.0056973,0.035996195876288654,0.02518304016596936
MAP3K9,0.0119009605,2.382,0.0086097,0.04793720051914341,0.024575626018168286
HEPHL1,0.011804874,2.3914,0.0083924,0.047103021582733814,0.024508262112644282
NCEH1,0.011336915,2.4226,0.0077044,0.044439497142857144,0.023957862341327983
CCDC149,0.010930687,2.4863,0.0064545,0.03920680353982301,0.023939706350229344
RANGRF,0.010993388,2.4067,0.0080491,0.04580286206896552,0.023022932248400182
