gene,specificity,gwas_z,gwas_p,gwas_fdr,driver_score
UBE2Q2L,0.014069014,5.9407,1.4192e-09,1.6344612080536912e-07,0.1244820224279908
PBX3,0.037686512,3.2841,0.00051161,0.006257467997148967,0.12402860893951549
TNFAIP8L3,0.039484877,3.1837,0.00072715,0.008097270603504217,0.12391839000588388
HCN4,0.027748486,3.9752,3.5153e-05,0.0007540318499999999,0.12359280014913804
MAPK7,0.01867621,4.9609,3.5093e-07,1.7816446153846154e-05,0.12055081751305877
VWC2L,0.02061043,4.6134,1.981e-06,7.454815789473684e-05,0.11754366329882607
LPAR2,0.016215729,5.285,6.2844e-08,4.131812413793103e-06,0.11678140222520043
DLX1,0.014730988,5.4558,2.4377e-08,1.8591525333333333e-06,0.1121473024730679
IGF2BP3,0.039665367,2.93,0.0016946,0.015090470160871823,0.10991006636219601
PCDHA7,0.014011686,5.5381,1.5286e-08,1.2671872463768115e-06,0.10951122036852219
BTBD18,0.011916882,6.0238,8.5197e-10,1.0671390656934307e-07,0.10808106337791112
KCNH6,0.032095753,3.323,0.0004453,0.005660257777777777,0.10756401531428396
CDH15,0.03262039,3.285,0.00050994,0.006245946038543897,0.10740201169023245
HTR3A,0.03914025,2.8696,0.0020548,0.017518885245901637,0.10517887134458373
NPAS3,0.012938283,5.5702,1.2721e-08,1.0806552475247526e-06,0.10215393845410958
STAB2,0.017394558,4.672,1.4913e-06,5.802881632653062e-05,0.10134826123008649
CPLX3,0.031787876,3.2026,0.00068104,0.007765213554817276,0.10066671605662833
RBMS3,0.012580442,5.5807,1.1975e-08,1.027455e-06,0.0996587953343698
HYPK,0.013583583,5.2736,6.6895e-08,4.364707984790875e-06,0.09745686073788692
LCMT2,0.013527619,5.252,7.5235e-08,4.8172858208955225e-06,0.09636507716642702
PCDHAC1,0.012389994,5.5045,1.8515e-08,1.464135483870968e-06,0.09580533475912642
INAFM2,0.015224489,4.8418,6.4321e-07,2.9570258823529415e-05,0.09426466487434335
STH,0.011800096,5.5781,1.2159e-08,1.0380519402985075e-06,0.0933989651199616
GPN3,0.012351582,5.3819,3.6857e-08,2.635919e-06,0.09181523797986046
PTPRF,0.012392303,5.3571,4.2286e-08,2.9617459591836735e-06,0.09137840592760611
ABCD2,0.022757348,3.7181,0.00010038,0.0017540945010183298,0.09099190629331562
WNT3,0.013915131,4.981,3.1635e-07,1.6400501510574018e-05,0.09044601600117837
SPATA33,0.013258674,5.1139,1.5779e-07,8.877627540983608e-06,0.09018444679935753
PRKD1,0.0129266875,5.135,1.4111e-07,8.114556521739129e-06,0.08855352566141533
SRR,0.014044646,4.88,5.3046e-07,2.5215217728531854e-05,0.08813503218484676
CCDC85A,0.022201011,3.6852,0.00011424,0.0019332923076923077,0.08752042162941283
KRTAP5-2,0.027554313,3.1631,0.00078047,0.008530487388535032,0.08562898956797307
TMC5,0.028786907,3.0673,0.0010799,0.010763094602437608,0.08539971210491876
MACROD1,0.01311447,4.9169,4.3956e-07,2.150768888888889e-05,0.08336844756942718
SEMA6D,0.014296924,4.6726,1.4869e-06,5.79891e-05,0.08331844474989174
CXXC4,0.016346287,4.3089,8.2026e-06,0.00023938199999999998,0.08313800792628248
ZNF536,0.012299676,5.0807,1.8799e-07,1.043881548387097e-05,0.08272596342074709
ENOX1,0.012509756,4.962,3.4877e-07,1.775932700296736e-05,0.0807812599715287
RELN,0.03273057,2.6471,0.0040589,0.028674649650061754,0.07827815785800651
ST8SIA6,0.02499841,3.1772,0.00074342,0.008235692188508715,0.07821416924724327
ZNF385D,0.014712762,4.4203,4.9276e-06,0.000158347595505618,0.07808599152214372
LAG3,0.035146203,2.5004,0.006203,0.03816546432413052,0.07758166590101452
KIF18A,0.027419096,2.9701,0.0014885,0.01375940150699677,0.07752067100004362
SLX1A,0.019032653,3.7014,0.00010721,0.001847112048192771,0.07555515410264667
GMIP,0.012456525,4.7458,1.0383e-06,4.3624068292682925e-05,0.07453582396090587
B3GALT1,0.0262335,2.9681,0.0014982,0.013793362660944206,0.0740946898422866
TARBP2,0.013465626,4.4868,3.6154e-06,0.0001221265039370079,0.07327783129173288
CREB3L4,0.012119139,4.7718,9.1313e-07,3.908286284289277e-05,0.07319314476915162
ASCL1,0.025198262,2.9806,0.0014384,0.013392807379272925,0.07161649260026741
RWDD2A,0.012981009,4.4904,3.5545e-06,0.00012078261386138614,0.07073639309351072
NOD2,0.0149432635,4.1204,1.8912e-05,0.0004570843943661972,0.07058095672683655
ADAMTS6,0.02810915,2.7333,0.003135,0.023824889282550932,0.07037863440727647
PLK2,0.013563564,4.3448,6.9708e-06,0.00021022658699472758,0.06994346617930988
ZDHHC12,0.019051272,3.5153,0.00021959,0.0032234083832335327,0.06969693422536169
FRMD4B,0.015674261,3.9457,3.9777e-05,0.0008317897198538368,0.06897251613101923
PID1,0.015278382,3.9768,3.4923e-05,0.0007500358948685857,0.06809404436286957
RAB3C,0.013028289,4.3695,6.226e-06,0.00019180998204667863,0.06782254810580322
DENND2A,0.016648792,3.7526,8.7502e-05,0.0015722872460732984,0.06756049859671537
C7orf57,0.022622542,3.0707,0.0010679,0.010681775189283635,0.06722219160836283
BACH2,0.011601832,4.6497,1.6622e-06,6.352639643652562e-05,0.06705066168373235
GFRA4,0.023984984,2.9449,0.0016155,0.014567514450867052,0.0669587128408588
CRYBA1,0.019671062,3.3314,0.00043201,0.005510833283803864,0.0661834100632911
CNTNAP4,0.017058829,3.638,0.00013739,0.0022410764258555134,0.0658819631379876
ACHE,0.017564086,3.5653,0.00018172,0.0027891906976744182,0.06570017217426895
CACNA1S,0.016011624,3.7449,9.0237e-05,0.0016129863749999999,0.06476086023416164
PCBP3,0.02258961,2.9891,0.0013989,0.013090815703380589,0.06447556597756722
UQCC2,0.011595378,4.5317,2.9252e-06,0.00010286505737704918,0.06416701801989465
MAML3,0.023328254,2.9035,0.0018453,0.016164036753445635,0.06377788386887637
LHFPL3,0.018281069,3.3166,0.00045561,0.005736073074101247,0.06108448739648432
GAS2L3,0.023647206,2.789,0.0026432,0.021027961057023647,0.06095942232489882
SMIM2,0.019808026,3.1427,0.0008369,0.009008354887218043,0.06095576197834499
GLDN,0.017915627,3.3525,0.00040037,0.005180587189148455,0.06086903198175648
FUT1,0.012956434,4.1069,2.005e-05,0.00047985774058577406,0.06086784501451586
YDJC,0.016624523,3.5002,0.00023248,0.0033681387341772152,0.06040710621657038
FAM83H,0.01168164,4.3486,6.849e-06,0.0002083844680851064,0.06032834427011581
MITF,0.014423341,3.7853,7.6751e-05,0.0014197311206896551,0.05935083603887763
KCNK9,0.015019059,3.6562,0.000128,0.00212015444015444,0.05846604314047046
DPF3,0.019844975,3.0443,0.0011662,0.011376914155770324,0.0582098157483736
GABRG2,0.014162401,3.7587,8.5402e-05,0.001549152558139535,0.0576201810789963
AANAT,0.017017592,3.3335,0.00042884,0.0054799559195830225,0.05731022477652159
MFSD2B,0.013973081,3.7558,8.6405e-05,0.001555066540880503,0.056779071446484544
ENDOG,0.0140486825,3.7386,9.2512e-05,0.001650214054054054,0.05666960258258979
CISD2,0.012261272,4.0631,2.4208e-05,0.0005579188187919463,0.05659853535933971
C9orf131,0.014494825,3.651,0.00013061,0.0021467242105263156,0.05629824195092757
MYO16,0.018934311,3.0659,0.0010851,0.010794386086956523,0.056131337467148955
TTC36,0.017296774,3.231,0.00061674,0.007243845585215606,0.055520878254963026
CDH23,0.022996297,2.6187,0.004413,0.030266618705035976,0.05416239811844791
SYN3,0.015365272,3.4287,0.00030321,0.0041645260800000005,0.0540589677745023
SULT1A3,0.013979418,3.6333,0.00013991,0.0022756925118483412,0.05387879126684053
FAM222A,0.017850466,3.099,0.00097093,0.009988704316546762,0.053780099594548735
SLC29A4,0.023765808,2.5358,0.0056101,0.03562461709211987,0.053497532460446466
TTLL6,0.019556316,2.8852,0.0019555,0.01688723541247485,0.05297301802897374
KCNK3,0.01770885,3.0781,0.0010415,0.010498534351145037,0.05281382456059996
CPNE2,0.019028539,2.9257,0.0017184,0.01528654432348367,0.05261154577225938
CLEC18B,0.021300951,2.7066,0.0033983,0.025219415730337078,0.05258647323003544
KCNQ3,0.011743597,3.9771,3.4878e-05,0.0007500081203007518,0.05234647797097872
SPINK8,0.017218998,3.0936,0.00098885,0.010136598566308245,0.05174084332490088
PCDH8,0.021525841,2.6477,0.0040518,0.02864807911001236,0.051497388765797056
TDRD9,0.017968653,2.9799,0.0014418,0.013397249593936112,0.05105064981432338
CHAC2,0.012670416,3.7283,9.6399e-05,0.00169839954825462,0.05088347168656575
GET4,0.017046388,3.0697,0.0010713,0.01070052852153667,0.05062928770015376
RGS8,0.018926507,2.856,0.0021451,0.018070650957290133,0.05050637675959058
ASIC1,0.0146032525,3.3744,0.00036984,0.004863183448275862,0.05011815988057553
EIF4EBP3,0.013246551,3.587,0.00016726,0.002628371428571429,0.050027029254380635
KCNJ15,0.019807823,2.7435,0.0030396,0.023384916741271262,0.04985992649742661
HIVEP1,0.013241615,3.579,0.00017248,0.002680939130434783,0.04983165670290126
KCND3,0.01354517,3.5158,0.00021922,0.0032207321917808217,0.049563400101482684
BNIP1,0.012497128,3.6986,0.00010841,0.0018603156000000002,0.04955024591389337
SUN3,0.015998552,3.142,0.00083893,0.009008785231539425,0.049215933955264086
KAT5,0.013470648,3.4995,0.00023305,0.0033719544688026984,0.04893281441807039
HRAS,0.013156737,3.5509,0.00019196,0.0029073553398058253,0.048900818761662086
HS3ST5,0.019230569,2.7546,0.0029382,0.022814258823529415,0.048690236216561544
TMEM233,0.02130272,2.5601,0.0052316,0.034134698098859315,0.048599289801541476
JSRP1,0.012029865,3.7283,9.6401e-05,0.00169839954825462,0.04831095693673016
GABRA2,0.017255623,2.9469,0.0016048,0.014493877894736842,0.04822220312277424
TNFRSF8,0.022724314,2.4255,0.0076427,0.04416244444444445,0.04810176409334363
SEZ6L,0.017644733,2.8927,0.0019098,0.016568335692618806,0.04797624272227937
SLC5A10,0.017533703,2.8921,0.0019136,0.016592913592723597,0.047659214429881185
DNAJB7,0.014239957,3.3041,0.00047638,0.005949549344978166,0.047305799026033525
FAM186B,0.012862781,3.499,0.00023348,0.003372538940285955,0.04671440895318077
ZNF502,0.012648619,3.5097,0.00022434,0.0032735326530612245,0.046155990650620184
MMAB,0.012225389,3.5746,0.00017536,0.0027134153291253384,0.04591941029858892
AMH,0.01288289,3.4418,0.00028896,0.004018276823338736,0.04559463823416591
CCDC85C,0.016640805,2.904,0.001842,0.01615161982626469,0.045507782067526974
TMEM150B,0.02083944,2.4739,0.0066816,0.03997263554006969,0.04532827288303597
LRRC46,0.016971081,2.8366,0.0022798,0.01887186107091172,0.04483934827761465
TMEM17,0.01531566,3.0234,0.0012499,0.012002397313933967,0.04446327133198896
NR3C2,0.014265383,3.1588,0.00079203,0.008634837865311308,0.04424063840395006
CLCN1,0.0149112,3.0582,0.0011135,0.010989702127659574,0.044037392771106805
PARD6A,0.013512347,3.2609,0.00055536,0.006631856367432149,0.0439884376870401
CENPE,0.016380785,2.8609,0.002112,0.017861961557417448,0.043823613806221746
CCDC96,0.014340024,3.1245,0.00089063,0.009413651351351353,0.04374141364095633
GNG4,0.018544583,2.6083,0.0045494,0.030954680412371136,0.04343226415066492
ZPBP,0.019997757,2.4341,0.0074643,0.04340474008810573,0.04253544739544678
SYCP1,0.013567153,3.1712,0.00075903,0.008365417341040461,0.04232600426314021
SPACA1,0.019886266,2.4066,0.0080502,0.04580286206896552,0.04164568561264683
GRPEL1,0.013511354,3.1405,0.00084317,0.00903170861423221,0.0415350486892454
DNER,0.0125549985,3.2919,0.00049749,0.006132850862068965,0.041471867462417863
MIP,0.018376661,2.5181,0.0058996,0.036880559562841524,0.04096483799600417
NPB,0.019161314,2.4369,0.0074067,0.043142896130346234,0.04082078901874172
TCP10L,0.011870912,3.3778,0.00036529,0.004825539953810624,0.04080462438607476
SLC25A48,0.018710684,2.4777,0.0066113,0.03970945327266363,0.040783923688508195
SH3D19,0.015555475,2.8168,0.0024252,0.01970475,0.040681493955907845
POC1A,0.013313846,3.1238,0.00089281,0.009413651351351353,0.04059712447877154
RAB8B,0.012957837,3.1751,0.00074886,0.008278898905344494,0.04050100711746103
DGKB,0.012611862,3.221,0.00063867,0.007435262686567165,0.040291411699669946
PPP1R36,0.015121498,2.8476,0.0022023,0.018407924013638576,0.04017968801171313
NEB,0.017108962,2.6005,0.0046539,0.031354897526501765,0.03990122951630804
RGMB,0.016222864,2.6901,0.0035715,0.02613515565031983,0.03969977102037532
PLEKHG4,0.0187278,2.4187,0.0077884,0.04480353469661415,0.03948853549916278
FSIP1,0.0127910925,3.1424,0.00083784,0.009008354887218043,0.039356131098683814
GPR176,0.018547839,2.4202,0.007755,0.044656308724832214,0.039143696956398924
B3GALT2,0.014042734,2.9269,0.001712,0.015237510373443983,0.0388491708055297
KLHL29,0.014525749,2.8492,0.0021912,0.018333004388103365,0.03862858549962081
GRIP2,0.017775955,2.4644,0.006862,0.04078694838933149,0.03845915475319265
HCRT,0.011527758,3.3031,0.0004781,0.005962351744186047,0.03827770436621092
KCNQ5,0.014533135,2.8187,0.0024107,0.0196229359886202,0.03804566675181053
RGL4,0.015193896,2.7309,0.0031576,0.023933803886925793,0.037994507952330746
TUBB3,0.012459341,3.1237,0.00089306,0.009413651351351353,0.03799001788299475
TMEM52,0.017799886,2.4289,0.0075718,0.043866336259284266,0.03775001364214326
HTR5A,0.011840661,3.1907,0.00070957,0.007979175098296199,0.037286297783997724
COX7A1,0.012188636,3.1152,0.00091918,0.009641276772616137,0.037012005176684785
BNIPL,0.012169695,3.0885,0.001006,0.01024508011869436,0.03647746836702283
CMTM8,0.012982989,2.9543,0.0015667,0.014252712241653417,0.036417467939646064
MC1R,0.01305172,2.9375,0.0016544,0.014817068893528185,0.03630152513385244
NR2F2,0.011829742,3.1318,0.00086881,0.009236436408668731,0.03621172972845377
TSTA3,0.012393536,3.0114,0.0013004,0.012355960132890366,0.035766791079256066
FBXW10,0.014120005,2.743,0.0030444,0.023384916741271262,0.035532968391128135
CACNA1D,0.012273478,3.0166,0.001278,0.012231165644171779,0.03551292990928979
MOB3B,0.01613079,2.4928,0.0063368,0.03872488888888889,0.035457573418154836
SEMA6C,0.014010549,2.751,0.0029705,0.022981866546438235,0.03540704532702836
TBC1D10C,0.015099347,2.5871,0.00484,0.032191627906976744,0.03495732324319053
PIGO,0.012338448,2.9654,0.0015116,0.013878574638844303,0.03480137134679978
OR8A1,0.014599906,2.6405,0.0041394,0.02905338895705522,0.03479249002029368
FIGNL2,0.0128430985,2.8851,0.0019564,0.01688723541247485,0.03478607613918232
REEP1,0.0116543975,3.0632,0.001095,0.010861387283236995,0.034503844688008926
PDLIM7,0.0117455525,3.0472,0.0011548,0.011310712328767125,0.034502480890180716
KIAA1211,0.016359003,2.3883,0.0084637,0.047339338983050844,0.033903047904628385
SOX11,0.016387783,2.3838,0.0085665,0.04774314387788242,0.03387676898415719
MED18,0.01544977,2.4824,0.0065242,0.03948493023255814,0.03376505108291766
MPPED2,0.013125784,2.7583,0.0029048,0.022636861035422343,0.033298588320620076
STBD1,0.012481852,2.841,0.0022484,0.018680905660377358,0.033053522093907266
VSTM2L,0.0154473735,2.4321,0.0075065,0.04359104568527918,0.03281891063251658
CDH11,0.013772363,2.6269,0.0043087,0.0297654154589372,0.03258064208495253
SHMT2,0.012534999,2.8034,0.0025286,0.02036169685593618,0.03255489492817772
ZNF501,0.012788456,2.7465,0.0030121,0.023261762376237623,0.032241367926153904
PES1,0.011958399,2.8717,0.0020415,0.017459958167330678,0.032168698593226366
TCN2,0.0118032135,2.8725,0.0020362,0.0174494251497006,0.031764566994840676
ALCAM,0.011556244,2.9112,0.0018,0.01584812724474089,0.03171874064453495
PDCD5,0.01344724,2.62,0.004397,0.03019308523409364,0.03169304064926006
RASGRF1,0.013353251,2.6132,0.004485,0.030613603818615755,0.03135660544775909
FAM217A,0.012649403,2.7058,0.0034068,0.025224755823986197,0.03121434183298868
MYH7B,0.012741601,2.6916,0.0035558,0.026064727894062365,0.031204979421199004
COBL,0.011702045,2.8144,0.0024433,0.019814285444234404,0.03056601308606613
PIGW,0.012142412,2.74,0.0030723,0.02354652434122376,0.03050825188051543
FAM228A,0.012346111,2.6896,0.0035774,0.02615602215594376,0.030203927166241103
RELT,0.012080964,2.7293,0.0031731,0.023997530189510796,0.030184484760055086
KRT86,0.012664421,2.6239,0.0043461,0.029927398073836278,0.029912099571290453
OSBPL10,0.011706117,2.7657,0.0028403,0.022235195255474453,0.029811216469622686
ZNF582,0.013080128,2.5314,0.0056806,0.035935430888315516,0.029372811177728293
RPP25,0.014032709,2.3889,0.0084494,0.04730561305057096,0.029092249267330453
CCL27,0.012737929,2.562,0.005204,0.03403225609756098,0.029089133486810366
ZFP28,0.011954341,2.6681,0.0038139,0.027394945165341144,0.028913136120425502
DEAF1,0.012328195,2.5955,0.0047227,0.031718799217221136,0.028673034789949363
ARHGAP28,0.011864754,2.6654,0.0038444,0.027579391304347823,0.028655414901638337
MARVELD3,0.012080415,2.6264,0.0043148,0.029777565916398716,0.028570656596989413
SIPA1L2,0.012861817,2.507,0.0060885,0.037677794594594596,0.028495222953369703
TP53INP2,0.011994971,2.6334,0.0042269,0.02944082142857143,0.02847579758356362
SGMS2,0.012195096,2.5966,0.0047077,0.03169248018830914,0.02838032034472478
GPR155,0.012018232,2.6231,0.0043564,0.029974267842822772,0.028373510430427237
BCL2L2-PABPN1,0.012291253,2.5542,0.0053212,0.03445728,0.027950191542176928
ZNF804B,0.013039388,2.4346,0.0074546,0.04336302915254237,0.02774228446518122
ROBO2,0.011823271,2.5964,0.0047106,0.03169493657008614,0.02751185035573458
ADO,0.011786941,2.6006,0.0046529,0.031354897526501765,0.027490402922340566
IL11RA,0.01220411,2.5234,0.0058113,0.03647472860277981,0.02728505462744307
DEPDC1,0.011829259,2.5593,0.0052442,0.034164947608200456,0.02697450479996963
CHRNA2,0.011683462,2.5628,0.0051923,0.033980463591307665,0.026692507227637677
UNC119B,0.012189787,2.4821,0.0065302,0.03948493023255814,0.026635580756606422
SMPD2,0.011775632,2.544,0.0054795,0.03501982122905028,0.02662775465005547
CDK5,0.011644495,2.5579,0.0052646,0.03424584382107657,0.02653354944598854
CRTAP,0.011708058,2.5415,0.0055187,0.035244098250837366,0.02643870588080099
ASIC2,0.011645159,2.5304,0.0056973,0.035996195876288654,0.026135590313084652
SEPHS2,0.011882699,2.4905,0.0063776,0.038946482562277576,0.026086596779007046
RCCD1,0.012303028,2.4255,0.0076435,0.04416244444444445,0.02604191447107464
CLTCL1,0.011531959,2.4969,0.0062638,0.03844722829581994,0.025406775209758172
VEGFB,0.011785395,2.4147,0.0078744,0.045041568000000004,0.024793908085427672
HDDC3,0.011566873,2.4438,0.0072671,0.04256089965870308,0.024737364128037974
