gene,logFC,logCPM,PValue,F,FDR,n_scz,n_ctrl,n_samples,n_genes_tested,celltype,cell_class
ITGAM,-0.2567720379736129,3.1826033646024956,0.1573698546563335,2.1281603485292484,0.5364881408738642,12,12,24,300,Astro_2,Non-neuronal
LATS1,-0.15839667996976395,9.747944807637552,0.15947994074816887,2.114982392291177,0.5375728339825917,12,12,24,300,Astro_2,Non-neuronal
KIF1A,0.0958374522453579,12.683232740335697,0.1717125363452035,1.991106930177264,0.5723751211506783,12,12,24,300,Astro_2,Non-neuronal
HLA-E,0.17618691248860913,9.417973349504496,0.17597674286892612,1.950425638850232,0.575202442550733,12,12,24,300,Astro_2,Non-neuronal
KLF2,-0.29692390726466333,5.856485910011195,0.17722131788680678,1.9385891459024975,0.575202442550733,12,12,24,300,Astro_2,Non-neuronal
EGR3,-0.129878865443297,9.293445045223553,0.17934421060210232,1.9191373261619478,0.575202442550733,12,12,24,300,Astro_2,Non-neuronal
PWP2,0.13459144549634577,7.9444466265559335,0.18107023663892152,1.9033970494699521,0.575202442550733,12,12,24,300,Astro_2,Non-neuronal
ZNF483,0.1027309224249999,10.39586036723992,0.18335685282281705,1.8827751316564605,0.575202442550733,12,12,24,300,Astro_2,Non-neuronal
BLCAP,-0.1580378214204324,9.514775265456473,0.18406478161623457,1.8764643531436798,0.575202442550733,12,12,24,300,Astro_2,Non-neuronal
C1QB,0.2733820354057633,6.5739730887081835,0.18957347317482348,1.8284619807338962,0.5821034857219837,12,12,24,300,Astro_2,Non-neuronal
MEPE,0.22721867206020044,5.4605820616667575,0.19015380533584803,1.823137850515908,0.5821034857219837,12,12,24,300,Astro_2,Non-neuronal
MRPL27,-0.1388480331893272,8.579174649349502,0.19887024341780107,1.7508968002035539,0.5984881968976323,12,12,24,300,Astro_2,Non-neuronal
HSPA8,-0.18066516530262197,13.731537973921336,0.1995772281909605,1.7451787668011434,0.5984881968976323,12,12,24,300,Astro_2,Non-neuronal
HTR2C,0.227308195558598,4.768852736139869,0.20149102628886956,1.7281775641142612,0.5984881968976323,12,12,24,300,Astro_2,Non-neuronal
GJA1,-0.13711016001864185,15.059641593847543,0.20655492054553348,1.6901787918241313,0.603214258575813,12,12,24,300,Astro_2,Non-neuronal
ALOX5AP,-0.27916219604680237,4.835650951086522,0.20725858106683862,1.682124122857906,0.603214258575813,12,12,24,300,Astro_2,Non-neuronal
