gene,logFC,logCPM,PValue,F,FDR,n_scz,n_ctrl,n_samples,n_genes_tested,celltype,cell_class
CNN3,-0.02169756675862745,11.050546112441403,0.8626594767491949,0.030542612283801784,0.9581043529152682,12,12,24,299,L4 IT_3,Glutamatergic
ACO1,0.020100614882137754,8.492523829328976,0.8651778437696401,0.029421716123568656,0.9581043529152682,12,12,24,299,L4 IT_3,Glutamatergic
PSMA7,0.011497910357592445,11.461895312338882,0.8719569407830247,0.026510423757580618,0.9590224256771787,12,12,24,299,L4 IT_3,Glutamatergic
MT1M,0.04500077128962646,6.653712229344675,0.8791634632750943,0.02359082739655794,0.9590224256771787,12,12,24,299,L4 IT_3,Glutamatergic
MEPE,0.040102848972526486,5.605455327988622,0.8860989725665127,0.02094164709271542,0.9590224256771787,12,12,24,299,L4 IT_3,Glutamatergic
CCK,-0.01696468157858638,12.076531688265058,0.8872628719801519,0.02050872275529495,0.9590224256771787,12,12,24,299,L4 IT_3,Glutamatergic
DKK3,0.014439816183225688,12.473892519665824,0.8874531540629123,0.020439056770434227,0.9590224256771787,12,12,24,299,L4 IT_3,Glutamatergic
CYP46A1,-0.011266812900065882,10.407393423474744,0.8881715232142371,0.020177171830980584,0.9590224256771787,12,12,24,299,L4 IT_3,Glutamatergic
LAPTM5,0.032404498840737456,6.948308929922274,0.8937200474974429,0.018214613448994974,0.9590224256771787,12,12,24,299,L4 IT_3,Glutamatergic
GPR6,0.03342215169819212,9.757489683902776,0.8966275381146881,0.01722354842531928,0.9590224256771787,12,12,24,299,L4 IT_3,Glutamatergic
LST1,-0.03416359899944896,4.865478017338324,0.9079751178810208,0.013593816242801066,0.9590224256771787,12,12,24,299,L4 IT_3,Glutamatergic
CFAP36,-0.008348820628129555,11.262596744179246,0.9080970999753044,0.013596458009674964,0.9590224256771787,12,12,24,299,L4 IT_3,Glutamatergic
ALOX5AP,0.029721472339485067,5.38085611710387,0.9087966267372769,0.013384749606604145,0.9590224256771787,12,12,24,299,L4 IT_3,Glutamatergic
SYK,-0.025534940162035096,5.740017714062976,0.9094529290332769,0.013199538249070816,0.9590224256771787,12,12,24,299,L4 IT_3,Glutamatergic
RTF2,-0.008520153699808077,11.286643847094682,0.9099260146769688,0.01305825919350715,0.9590224256771787,12,12,24,299,L4 IT_3,Glutamatergic
TNFSF10,-0.032405690672107544,5.159367803317253,0.9126064635867102,0.012259722091702802,0.9590224256771787,12,12,24,299,L4 IT_3,Glutamatergic
SV2A,0.011408047780872867,12.516648685722467,0.9144531324751859,0.011773392498174502,0.9590224256771787,12,12,24,299,L4 IT_3,Glutamatergic
CSF1R,0.023822223496564838,6.9047762734257905,0.9194407778735934,0.010437163250630304,0.9590224256771787,12,12,24,299,L4 IT_3,Glutamatergic
GRIN2A,-0.016077600302458122,9.264029441463144,0.9205332313356196,0.010153669568968385,0.9590224256771787,12,12,24,299,L4 IT_3,Glutamatergic
LINC02714,-0.03708605950867396,4.277112350270315,0.9280946195749377,0.008248442693472424,0.9627287067578923,12,12,24,299,L4 IT_3,Glutamatergic
RELN,0.02142363991580628,5.882167590779645,0.9305304222509394,0.007755299270480976,0.9627287067578923,12,12,24,299,L4 IT_3,Glutamatergic
NORAD,0.006640621399097803,13.033877838338656,0.9414456725842525,0.005503882316768111,0.9706629520782465,12,12,24,299,L4 IT_3,Glutamatergic
ITGAX,0.021038050352591285,5.579470724844037,0.9508661022657122,0.003873642042285923,0.9770067511252506,12,12,24,299,L4 IT_3,Glutamatergic
GATD3B,-0.004001604169759826,9.662458351637982,0.9651171076718382,0.0019509355130449785,0.9869348804555798,12,12,24,299,L4 IT_3,Glutamatergic
ELOC,0.003437625459273607,10.535839934540428,0.9707155105794929,0.0013746934709843563,0.9869348804555798,12,12,24,299,L4 IT_3,Glutamatergic
NEFL,0.002748423438792497,13.50783090864056,0.9721032891412145,0.0012474320367391806,0.9869348804555798,12,12,24,299,L4 IT_3,Glutamatergic
LILRB4,0.010783006876883359,4.896713170584206,0.9737317382421272,0.0011034691542889028,0.9869348804555798,12,12,24,299,L4 IT_3,Glutamatergic
CARTPT,0.007888461661780989,7.134568421266307,0.9789435407804414,7.10618515219747e-4,0.9888652658559188,12,12,24,299,L4 IT_3,Glutamatergic
NR4A2,0.003832815315876791,6.715740336023511,0.9858893242445015,3.191069705525006e-4,0.9894764967761964,12,12,24,299,L4 IT_3,Glutamatergic
GJA1,-0.002236181675680771,11.25929371648476,0.9861672108338011,3.066118795762661e-4,0.9894764967761964,12,12,24,299,L4 IT_3,Glutamatergic
FLT1,-1.493462672907824e-4,7.39461756024636,0.9989051042034437,1.9208461667732812e-6,0.9989051042034437,12,12,24,299,L4 IT_3,Glutamatergic
GPX3,-1.2789625955581823,8.647490255954072,4.2995234966160146e-5,24.233350432563803,0.010029865473375197,12,12,24,285,L4 IT_4,Glutamatergic
EVI2A,-1.1558137961015433,7.381389961331592,8.321915405111792e-5,21.51334224552783,0.010029865473375197,12,12,24,285,L4 IT_4,Glutamatergic
MOG,-0.8960473700823178,9.539271640671323,1.0557753129868629e-4,21.07770402421309,0.010029865473375197,12,12,24,285,L4 IT_4,Glutamatergic
MAG,-0.8884003294945948,8.199536187474878,0.0016102234084820449,12.427156073177057,0.08613813125733588,12,12,24,285,L4 IT_4,Glutamatergic
RIPOR2,0.8873999691696562,8.142987145597559,0.0019382108408857095,11.959432698571154,0.08613813125733588,12,12,24,285,L4 IT_4,Glutamatergic
RCAN2,-0.4573978015661734,10.541920207746537,0.0020368656647047614,11.827114407830797,0.08613813125733588,12,12,24,285,L4 IT_4,Glutamatergic
ANLN,-0.9231629435682535,7.91279540119651,0.002284956309277663,11.451395164874445,0.08613813125733588,12,12,24,285,L4 IT_4,Glutamatergic
ADCYAP1,-0.7909200042031997,9.02189622192136,0.002457143353456224,11.313043669224315,0.08613813125733588,12,12,24,285,L4 IT_4,Glutamatergic
HHIP,-0.821554553755997,7.6641414167769275,0.002994108021658963,10.727635374363418,0.08613813125733588,12,12,24,285,L4 IT_4,Glutamatergic
PLP1,-0.7138375452301072,11.062527917997745,0.003022390570432838,10.761746561252597,0.08613813125733588,12,12,24,285,L4 IT_4,Glutamatergic
ENPP2,-0.6852928184231559,9.347551991239657,0.004245316244312468,9.877553192749982,0.09782073376910931,12,12,24,285,L4 IT_4,Glutamatergic
SERPINA3,1.6507606899081113,6.6481937227971395,0.0046897750952699475,9.461074163009636,0.09782073376910931,12,12,24,285,L4 IT_4,Glutamatergic
CHI3L1,1.4257581209663444,7.801534540273971,0.004748170644415875,9.582381580202428,0.09782073376910931,12,12,24,285,L4 IT_4,Glutamatergic
NPTX1,0.27435701050355826,12.910427948116094,0.004965728666312813,9.474168316856154,0.09782073376910931,12,12,24,285,L4 IT_4,Glutamatergic
MBP,0.2696252754153923,12.287165373464964,0.005148459672058385,9.382790283968404,0.09782073376910931,12,12,24,285,L4 IT_4,Glutamatergic
CNDP1,-0.8204529090875124,9.00546683088516,0.005697298770952329,9.12714939738693,0.10148313435758835,12,12,24,285,L4 IT_4,Glutamatergic
BDNF,-0.44940569510309675,9.356967560505677,0.006377777993452299,8.849941034877574,0.1069215722431709,12,12,24,285,L4 IT_4,Glutamatergic
RASGRF2,0.41896005166365125,9.93634368923433,0.00853432489366307,8.136678178167516,0.12862287312152348,12,12,24,285,L4 IT_4,Glutamatergic
SLC44A1,-0.36866361866947933,10.148756317419583,0.009084092114205439,7.987012850227779,0.12862287312152348,12,12,24,285,L4 IT_4,Glutamatergic
TMEM144,-0.5595267160317916,9.979076079426141,0.00914592050435401,7.971375808044811,0.12862287312152348,12,12,24,285,L4 IT_4,Glutamatergic
C1QB,0.7928733593867822,6.451873410257613,0.009506605731131866,7.810239304574899,0.12862287312152348,12,12,24,285,L4 IT_4,Glutamatergic
UGT8,-1.1082822060624575,5.941939705720401,0.009928783188328127,7.559596483100318,0.12862287312152348,12,12,24,285,L4 IT_4,Glutamatergic
RNASE1,-0.5758254751058584,9.878562439304359,0.010837108489168797,7.5686525363336585,0.1308001460798821,12,12,24,285,L4 IT_4,Glutamatergic
C14orf132,0.18097168582897236,11.701467911180863,0.011167556126687706,7.49625445626815,0.1308001460798821,12,12,24,285,L4 IT_4,Glutamatergic
FSTL4,0.2548411967127756,10.63507800399245,0.011473697024551062,7.433116254332545,0.1308001460798821,12,12,24,285,L4 IT_4,Glutamatergic
MEPE,0.6062540770937936,5.629645520244001,0.012357860133283697,7.071071667092968,0.13492680505767787,12,12,24,285,L4 IT_4,Glutamatergic
HIF3A,0.488694078185821,7.243168511596498,0.013073092479195518,7.105457536208871,0.13492680505767787,12,12,24,285,L4 IT_4,Glutamatergic
CLDND1,-0.257487812883174,11.483181648163564,0.013711915258561724,7.0192705961671535,0.13492680505767787,12,12,24,285,L4 IT_4,Glutamatergic
CLDN11,-0.5693089891610247,9.013740937206313,0.013729394198851433,7.015785370882862,0.13492680505767787,12,12,24,285,L4 IT_4,Glutamatergic
ATP2B4,0.25721079835682814,11.91187072434714,0.016280438429907198,6.627601477766769,0.15466416508411837,12,12,24,285,L4 IT_4,Glutamatergic
DBNDD2,-0.25459063987725594,10.902419473523592,0.017705581236498912,6.4388520624202785,0.16277711781942547,12,12,24,285,L4 IT_4,Glutamatergic
GALNT16,0.3633816427362522,10.749955083653871,0.019532207653606415,6.21981040842222,0.1713758510391105,12,12,24,285,L4 IT_4,Glutamatergic
CNP,-0.33161604908968084,11.473556046822399,0.019902042890731005,6.178125319823655,0.1713758510391105,12,12,24,285,L4 IT_4,Glutamatergic
ENC1,0.2840159148529047,12.932811821896555,0.020444838369578094,6.118520463161597,0.1713758510391105,12,12,24,285,L4 IT_4,Glutamatergic
MAPK3,0.35686328282941826,9.562903262946856,0.021427138678552594,6.016278032862417,0.17447812923964254,12,12,24,285,L4 IT_4,Glutamatergic
CYP46A1,0.2301373261456449,10.1592754044662,0.024751522683925276,5.700957932997454,0.1917476659196243,12,12,24,285,L4 IT_4,Glutamatergic
FSCN1,-0.1913696687869963,10.969887660283176,0.02571707330543125,5.618041493696262,0.1917476659196243,12,12,24,285,L4 IT_4,Glutamatergic
LGALS1,-0.3912045752483542,10.445718006898302,0.02582278423498893,5.6094655898428405,0.1917476659196243,12,12,24,285,L4 IT_4,Glutamatergic
CAPN3,-0.3850353018363861,7.730191526680974,0.026239154283738065,5.564678426947375,0.1917476659196243,12,12,24,285,L4 IT_4,Glutamatergic
TEF,0.29095053649534414,11.16243703732324,0.027865074149439555,5.44584494659365,0.1985386533147568,12,12,24,285,L4 IT_4,Glutamatergic
GJB1,-0.6798621997082304,7.283099074489237,0.02894055971765522,5.338236334633152,0.20117218340321313,12,12,24,285,L4 IT_4,Glutamatergic
ACY3,-0.8892305151009475,5.466472055750657,0.032728662008264485,4.931844232677978,0.22208734934179472,12,12,24,285,L4 IT_4,Glutamatergic
TAGLN,0.34463449603093826,8.481097287434547,0.03382290195479037,5.0364711434819665,0.22417504783988965,12,12,24,285,L4 IT_4,Glutamatergic
DEAF1,0.22889695171815164,9.238543499364786,0.03618418569728882,4.896640440288822,0.2283860834735792,12,12,24,285,L4 IT_4,Glutamatergic
SNPH,0.21717218863888718,11.180714602059313,0.037128470949721264,4.842327911037082,0.2283860834735792,12,12,24,285,L4 IT_4,Glutamatergic
GFAP,0.749708553626922,10.11327066270188,0.03833665670998811,4.776423807317548,0.2283860834735792,12,12,24,285,L4 IT_4,Glutamatergic
USP22,0.1653767090048429,12.21586600465978,0.038672654396365864,4.758180488571442,0.2283860834735792,12,12,24,285,L4 IT_4,Glutamatergic
ALCAM,0.3744901278921731,10.895395106110556,0.03915829810682621,4.7325899287445266,0.2283860834735792,12,12,24,285,L4 IT_4,Glutamatergic
VGF,-0.4025921857982612,12.765396627825128,0.03926637926387853,4.7268348770529025,0.2283860834735792,12,12,24,285,L4 IT_4,Glutamatergic
TF,-0.43209518204734404,10.22098006353296,0.04049264857609222,4.664198562028821,0.23080809688372567,12,12,24,285,L4 IT_4,Glutamatergic
SMYD2,-0.24605395182372652,9.158240269282631,0.04277788417068354,4.552526230646291,0.23905288213029036,12,12,24,285,L4 IT_4,Glutamatergic
DCC,0.14393374850024276,11.61865159973766,0.04592812318570005,4.407775871361675,0.24868061596481894,12,12,24,285,L4 IT_4,Glutamatergic
OSBPL1A,-0.1605980285853456,13.087157825823681,0.04640179133437245,4.387059897076601,0.24868061596481894,12,12,24,285,L4 IT_4,Glutamatergic
HMGB2,0.24532092124822646,9.50301583386735,0.047118432498597276,4.356908862282812,0.24868061596481894,12,12,24,285,L4 IT_4,Glutamatergic
DKK3,0.1650844672379992,12.810872381163337,0.04990493794600631,4.241091702111433,0.2585983148111236,12,12,24,285,L4 IT_4,Glutamatergic
SMAD1,0.21979211252913147,9.033371983820983,0.05287683854415313,4.126744028654666,0.26910533901935074,12,12,24,285,L4 IT_4,Glutamatergic
RASD1,0.39882586971122247,10.33774336908779,0.05551361293373528,4.030025471565548,0.2766708752610072,12,12,24,285,L4 IT_4,Glutamatergic
MT-ND6,0.3009556557921766,13.222190183949534,0.05630495005311725,4.001985790441112,0.2766708752610072,12,12,24,285,L4 IT_4,Glutamatergic
AK5,-0.14626118579857295,13.494706264005575,0.05968286472531367,3.8878423438435457,0.28829858384261686,12,12,24,285,L4 IT_4,Glutamatergic
PLEC,0.2199684738682738,11.360249758199247,0.06737377554210504,3.6531829595470575,0.31124839846135005,12,12,24,285,L4 IT_4,Glutamatergic
NUDT14,-0.5721634580151707,6.08803780635801,0.06775769660095358,3.6114460936545636,0.31124839846135005,12,12,24,285,L4 IT_4,Glutamatergic
TSC22D3,0.18013146077245154,11.014954855702035,0.0682155279490955,3.62937380887564,0.31124839846135005,12,12,24,285,L4 IT_4,Glutamatergic
S100A6,-0.15133677668161594,10.991169927570994,0.06880227755461422,3.6129710660903402,0.31124839846135005,12,12,24,285,L4 IT_4,Glutamatergic
APOLD1,0.3508931800505785,6.899507607730755,0.07049482051819721,3.55504034908847,0.31261688386013825,12,12,24,285,L4 IT_4,Glutamatergic
LATS1,0.1457437812291646,10.5245147870833,0.07129858754704907,3.54493799387671,0.31261688386013825,12,12,24,285,L4 IT_4,Glutamatergic
ZBTB16,0.16638948761647315,11.669971069990806,0.08065104991415076,3.3119370539251145,0.3482658973565601,12,12,24,285,L4 IT_4,Glutamatergic
ADCYAP1R1,0.188152329102017,9.737436037975389,0.08206353514951091,3.27978439348056,0.3490762316061285,12,12,24,285,L4 IT_4,Glutamatergic
LMO4,-0.15692524862386392,14.168397998639394,0.0876433084170067,3.15711316681826,0.3673285720418663,12,12,24,285,L4 IT_4,Glutamatergic
DIRAS2,-0.14716638608683966,11.862736063077715,0.08925673625526756,3.1234163228708494,0.36866912801088775,12,12,24,285,L4 IT_4,Glutamatergic
AQP1,0.28783074404645476,8.248413186828973,0.09303155841619443,3.047107731910627,0.37877134498022014,12,12,24,285,L4 IT_4,Glutamatergic
TXNIP,0.36987229978125663,7.6967647066971585,0.09940415707862663,2.924139069380643,0.39453336986655235,12,12,24,285,L4 IT_4,Glutamatergic
VIM,0.3828228072733764,9.818142516509262,0.09967158817681322,2.921703177829432,0.39453336986655235,12,12,24,285,L4 IT_4,Glutamatergic
AQP4,0.2912042171651399,10.689871085763231,0.1034066051407722,2.854913348991355,0.40371071870027503,12,12,24,285,L4 IT_4,Glutamatergic
P2RY12,-0.5739604696418505,6.391144365151101,0.10956167499386966,2.733695421925608,0.4171473452755152,12,12,24,285,L4 IT_4,Glutamatergic
KANSL1-AS1,-0.5869414407882627,5.3186657784853075,0.10977561717776717,2.683953602069989,0.4171473452755152,12,12,24,285,L4 IT_4,Glutamatergic
TIMP1,0.43933317633702673,5.896517999430894,0.11254570355772342,2.675836797060948,0.41763794327821824,12,12,24,285,L4 IT_4,Glutamatergic
CAMK2N1,0.10322004217253533,14.793221089706854,0.11283551449972914,2.6984960811587717,0.41763794327821824,12,12,24,285,L4 IT_4,Glutamatergic
LZTS3,0.20546442578642335,10.687486116428895,0.11446532105116018,2.6730681691623874,0.41823867307154683,12,12,24,285,L4 IT_4,Glutamatergic
HLA-B,0.4109684154042473,8.505433516470186,0.11974465344082416,2.5935021986061493,0.42436412223155906,12,12,24,285,L4 IT_4,Glutamatergic
GADD45G,0.39091021507472784,6.27442648465094,0.12138007048432939,2.5566195884619365,0.42436412223155906,12,12,24,285,L4 IT_4,Glutamatergic
GNAL,-0.29627361378718087,7.167369295229459,0.12141926101460673,2.562325056654274,0.42436412223155906,12,12,24,285,L4 IT_4,Glutamatergic
SLC2A1,0.1943500986418134,8.495694982014225,0.12247173212532406,2.5536794068572886,0.42436412223155906,12,12,24,285,L4 IT_4,Glutamatergic
MAP2K1,0.17213754504285161,11.256470307249137,0.12358674436919088,2.537836587246133,0.42436412223155906,12,12,24,285,L4 IT_4,Glutamatergic
ACO1,0.19827166754728873,9.41953442069627,0.1254852061604647,2.511451827736234,0.42575337804443386,12,12,24,285,L4 IT_4,Glutamatergic
ALOX5AP,-0.6118229424226442,5.305454152312432,0.12774154561997167,2.4256629341356537,0.4283098882551991,12,12,24,285,L4 IT_4,Glutamatergic
ACTA2,-0.2636299294634568,10.250335607361666,0.13268139649400412,2.414343117209775,0.4396999767533858,12,12,24,285,L4 IT_4,Glutamatergic
MEIS2,-0.3925464961044889,6.544912234890968,0.13487460032206913,2.3753535913915296,0.4418305872619506,12,12,24,285,L4 IT_4,Glutamatergic
MTRNR2L1,0.21424500728611112,15.634979686295237,0.1372209535090249,2.356160774596655,0.444408769887183,12,12,24,285,L4 IT_4,Glutamatergic
IFITM3,-0.3742490063806995,10.993902376584069,0.1447202999352203,2.265138272037397,0.46343017394986274,12,12,24,285,L4 IT_4,Glutamatergic
C4A,0.3360956560973889,8.36703696813091,0.14638954195533055,2.245547558613558,0.4635668828585467,12,12,24,285,L4 IT_4,Glutamatergic
PDXK,0.101950078431033,11.765293463380829,0.1489431471658254,2.2162744172712134,0.46647029606879387,12,12,24,285,L4 IT_4,Glutamatergic
RPS26,-0.1742407132015151,10.401632806108099,0.15430591144247577,2.1566371648565514,0.4780128778381043,12,12,24,285,L4 IT_4,Glutamatergic
CX3CR1,-0.4698394392290727,6.359351063859568,0.15691100444425957,2.1175156614819803,0.4808563039420858,12,12,24,285,L4 IT_4,Glutamatergic
GSTM5,0.42761804082832316,6.833735563476476,0.16942490705519433,1.993239895129015,0.5136818990503232,12,12,24,285,L4 IT_4,Glutamatergic
SERPING1,0.1634902942175249,9.601100550042737,0.1728568615993982,1.967946331707119,0.5140991860089119,12,12,24,285,L4 IT_4,Glutamatergic
KRT17,0.3668506444248961,6.98629040198062,0.17569243070436324,1.9359232526640318,0.5140991860089119,12,12,24,285,L4 IT_4,Glutamatergic
CORT,-0.19410795594424785,7.835848401998566,0.17682651372906094,1.9288580422405066,0.5140991860089119,12,12,24,285,L4 IT_4,Glutamatergic
PMP22,-0.2594527297289767,8.052100397234302,0.17963456697619168,1.9037724646695706,0.5140991860089119,12,12,24,285,L4 IT_4,Glutamatergic
COMT,0.14508646759746222,8.779571198978864,0.18135259126673034,1.8894400973354186,0.5140991860089119,12,12,24,285,L4 IT_4,Glutamatergic
SOX2-OT,-0.25268265744157015,9.178871999602263,0.18382303092639105,1.8674745769635996,0.5140991860089119,12,12,24,285,L4 IT_4,Glutamatergic
ARRDC3,0.1827041423886156,9.507038659772848,0.18501729177777185,1.8570070688691243,0.5140991860089119,12,12,24,285,L4 IT_4,Glutamatergic
CARTPT,-0.4669271669455245,5.512864959305604,0.18634690279379754,1.8210836390074632,0.5140991860089119,12,12,24,285,L4 IT_4,Glutamatergic
ITGB2,-0.6448499218610094,5.204653092735743,0.18656574678282598,1.8078854043524932,0.5140991860089119,12,12,24,285,L4 IT_4,Glutamatergic
RERGL,-0.7020032241151937,5.358129168818678,0.18909570457742764,1.7911413362453406,0.5140991860089119,12,12,24,285,L4 IT_4,Glutamatergic
AKT1,0.10534886442652704,10.425060047063758,0.18940496326644124,1.8190058990686107,0.5140991860089119,12,12,24,285,L4 IT_4,Glutamatergic
ELOC,-0.12006744892585877,10.980635134350582,0.19179354906359738,1.7988207081204959,0.5156713347464646,12,12,24,285,L4 IT_4,Glutamatergic
AKAP8L,0.161826277870811,9.328113561281148,0.19516423859921173,1.7710307913322731,0.5177419432474997,12,12,24,285,L4 IT_4,Glutamatergic
TTC9B,-0.12029012182509485,12.703359966567705,0.19619694691484196,1.7624223279817086,0.5177419432474997,12,12,24,285,L4 IT_4,Glutamatergic
SVBP,0.15958386691186616,8.18064264552227,0.20565776569492195,1.6873582598516252,0.5377290203949794,12,12,24,285,L4 IT_4,Glutamatergic
OGA,0.09923546706888112,13.083710813854907,0.20869856778888735,1.664385849939297,0.5407190165439354,12,12,24,285,L4 IT_4,Glutamatergic
DACH1,-0.22802626089110653,7.103428304250003,0.2221537078172191,1.5636998599974057,0.5676708533967847,12,12,24,285,L4 IT_4,Glutamatergic
AJ009632.2,-0.36433857641896716,7.594706381302191,0.2230846862471575,1.55850358115917,0.5676708533967847,12,12,24,285,L4 IT_4,Glutamatergic
TREM2,-0.3926330058333479,5.220332332777246,0.22771046836858502,1.503296117247767,0.5743140131420065,12,12,24,285,L4 IT_4,Glutamatergic
UQCRFS1,-0.1166884396584845,11.916220404322841,0.2357983700928783,1.4749550903092232,0.5802882992568795,12,12,24,285,L4 IT_4,Glutamatergic
MRPL57,-0.11889670524788888,10.452890883504846,0.2362131512949377,1.4722990522686283,0.5802882992568795,12,12,24,285,L4 IT_4,Glutamatergic
ALDH1A1,0.1870175561380547,8.311209177088532,0.2392462836272003,1.452469935301485,0.5802882992568795,12,12,24,285,L4 IT_4,Glutamatergic
LY86,-0.49402858364265745,5.016749567969086,0.2397125771277234,1.4224484067384606,0.5802882992568795,12,12,24,285,L4 IT_4,Glutamatergic
THEMIS,-0.35514564842576507,5.856155466709676,0.24100173066477854,1.4329397484163913,0.5802882992568795,12,12,24,285,L4 IT_4,Glutamatergic
PECAM1,0.4153445893339925,5.815788247580177,0.24346763075574573,1.417723553241786,0.5802882992568795,12,12,24,285,L4 IT_4,Glutamatergic
CNN3,0.1338872247910177,10.873272526453313,0.24433191547658087,1.4209324284039873,0.5802882992568795,12,12,24,285,L4 IT_4,Glutamatergic
TYROBP,-0.5023818913592494,5.110743110697029,0.2500487682825767,1.3617827499167556,0.5889578426490443,12,12,24,285,L4 IT_4,Glutamatergic
BCAS1,0.15032957278432665,9.116488123038733,0.25434472433136024,1.3606227449398147,0.5941659543806366,12,12,24,285,L4 IT_4,Glutamatergic
ZNF804A,-0.3015423419259929,6.806100767752502,0.26516578252782236,1.295447280873436,0.6101086750433925,12,12,24,285,L4 IT_4,Glutamatergic
C1orf61,-0.12061398555679836,10.506757467134081,0.26545079194870413,1.2970192106140361,0.6101086750433925,12,12,24,285,L4 IT_4,Glutamatergic
MT1E,-0.41267607530412087,6.264849441341654,0.2707802444939592,1.2639074211522936,0.6171550667528665,12,12,24,285,L4 IT_4,Glutamatergic
CYBB,0.2901570213616571,6.451532279803188,0.2729816084894052,1.25263303684567,0.6171550667528665,12,12,24,285,L4 IT_4,Glutamatergic
HLA-E,0.30677617116203665,6.986024721537676,0.2750129595705756,1.243216415691777,0.6171550667528665,12,12,24,285,L4 IT_4,Glutamatergic
COX5A,-0.12827436043664245,10.233538312956812,0.2775306694388653,1.2317399839183807,0.6179393811724735,12,12,24,285,L4 IT_4,Glutamatergic
NR4A2,-0.33978148847968204,7.633935931797998,0.2828323603276317,1.202875921085486,0.6248621914215119,12,12,24,285,L4 IT_4,Glutamatergic
PAQR6,0.11795669615507898,8.906953089252596,0.2869920000404753,1.1831984165200229,0.6273291434286263,12,12,24,285,L4 IT_4,Glutamatergic
ABCA2,-0.09141198384618718,11.643176204152034,0.2883512904882458,1.1763192164762006,0.6273291434286263,12,12,24,285,L4 IT_4,Glutamatergic
MOBP,-0.13521792270042546,9.165629921245117,0.29394152137514185,1.1488347884869738,0.6313563031070079,12,12,24,285,L4 IT_4,Glutamatergic
GPR6,-0.2966602914812159,9.683255982387474,0.29683808293222674,1.1348321578319511,0.6313563031070079,12,12,24,285,L4 IT_4,Glutamatergic
NEFM,-0.10656609341807002,11.772486925279624,0.2979163863704284,1.1296048012411033,0.6313563031070079,12,12,24,285,L4 IT_4,Glutamatergic
RORB,0.07513165579853955,12.815042910017059,0.29906351199805636,1.1241342208398992,0.6313563031070079,12,12,24,285,L4 IT_4,Glutamatergic
OLR1,-0.44521378289021,5.2024010082067855,0.3032132933906177,1.0885717820823133,0.6354102104141621,12,12,24,285,L4 IT_4,Glutamatergic
SLC39A8,-0.19004044216068763,7.198482021678507,0.30743054305121914,1.0840829922427204,0.6365266504310824,12,12,24,285,L4 IT_4,Glutamatergic
NRXN1,0.06227027231510829,13.79162655949565,0.30821290441926097,1.0815090625751735,0.6365266504310824,12,12,24,285,L4 IT_4,Glutamatergic
RPL36AL,0.09392296648497915,11.009687292227637,0.31260356390653127,1.0616632151940215,0.6398410027548788,12,12,24,285,L4 IT_4,Glutamatergic
MT-ND1,0.08872267605351404,16.281344453297532,0.3143078610023966,1.0540508533143365,0.6398410027548788,12,12,24,285,L4 IT_4,Glutamatergic
HNRNPH3,0.07825198057060935,11.754543738658654,0.31866489878063214,1.0348647677031848,0.6420509366891175,12,12,24,285,L4 IT_4,Glutamatergic
CCNI,-0.07810916065920852,14.091798094712388,0.3214484856516962,1.022789380454742,0.6420509366891175,12,12,24,285,L4 IT_4,Glutamatergic
VAMP1,0.1115676082101626,10.876152440484072,0.32586376118172333,1.0039403429104123,0.6420509366891175,12,12,24,285,L4 IT_4,Glutamatergic
S100B,-0.16274459565809962,10.58545153359184,0.3261275872519035,1.0028357593216677,0.6420509366891175,12,12,24,285,L4 IT_4,Glutamatergic
KIF1A,0.06665499177144465,13.303199485226752,0.32731140638304346,0.9978242056151632,0.6420509366891175,12,12,24,285,L4 IT_4,Glutamatergic
DDIT4,0.13868227062755972,8.610247941393226,0.329670762505465,0.9878754878253312,0.6420509366891175,12,12,24,285,L4 IT_4,Glutamatergic
BCL6,-0.1681744861347703,8.528509656882818,0.3320476561721215,0.9779911188160226,0.6420509366891175,12,12,24,285,L4 IT_4,Glutamatergic
NRG1,0.2247479401110895,8.897206887404877,0.3334159250175066,0.9725259621080551,0.6420509366891175,12,12,24,285,L4 IT_4,Glutamatergic
HLA-DRB1,0.2504420416509278,9.279941223992866,0.34319235444473484,0.933259096022926,0.6530848744379834,12,12,24,285,L4 IT_4,Glutamatergic
CALB2,0.2907024040428399,6.135184273587941,0.3439684928317943,0.9266975083888048,0.6530848744379834,12,12,24,285,L4 IT_4,Glutamatergic
CHST1,0.08519076245195416,11.85933045629403,0.3460204071583701,0.9221265362946355,0.6530848744379834,12,12,24,285,L4 IT_4,Glutamatergic
PSMA7,0.061248511446482884,11.920203042262836,0.3505469038297393,0.904667323651903,0.6544954934249723,12,12,24,285,L4 IT_4,Glutamatergic
SLC14A1,0.32132265569567486,6.56597906390842,0.3513607385755114,0.8996792374332723,0.6544954934249723,12,12,24,285,L4 IT_4,Glutamatergic
SMPX,-0.2804998337271123,6.01560065202295,0.35789059892544184,0.8735276819377299,0.6602423948479422,12,12,24,285,L4 IT_4,Glutamatergic
LINC02714,0.4951053160099002,4.69166961094752,0.3594559878838096,0.8555909702449733,0.6602423948479422,12,12,24,285,L4 IT_4,Glutamatergic
PLAAT3,-0.08795564441003134,9.838546261625154,0.3613958371799263,0.8641302735523022,0.6602423948479422,12,12,24,285,L4 IT_4,Glutamatergic
PPM1K,-0.11513480897677383,9.617157226775408,0.37831538873518034,0.8042223238650144,0.6815037755277727,12,12,24,285,L4 IT_4,Glutamatergic
