cell_type,gene,mean,pct,scaled_mean
Lamp5,GAD1,1.5570944547653198,0.9258438840002439,0.9597038754064509
Lamp5,GAD2,2.1007659435272217,0.9731542260247525,1.0
Lamp5,SLC32A1,0.24163973331451416,0.32034060194687747,1.0
Lamp5,GRPR,0.19632096588611603,0.26264555855874167,0.9761239736285597
Lamp5,SV2C,1.5467616319656372,0.9102566707988701,1.0
Lamp5,NDNF,0.28393036127090454,0.2447009571808889,0.7922484257698281
Lamp5,RXRG,0.03912174701690674,0.05062287885869896,0.06293447253828871
Lamp5,NR2F2,0.19733572006225586,0.2060479200113805,0.24517774231031808
Lamp5,CHRNA2,0.002509862184524536,0.0038409169427114026,0.0010927222248903851
Lamp5,SHISA8,0.0704285129904747,0.10823663299937,0.12884105611695973
Lamp5,VIP,0.019399400800466537,0.02562643526327555,0.0056084443756507524
Lamp5,SP8,0.03248054161667824,0.05167963907574125,0.11033509040095224
Lamp5,ZNF385D-AS2,0.1513514220714569,0.15816855325461823,0.14689226804658925
Lamp5,NMU,0.005235257558524609,0.008596337919401712,0.004021781849327455
Lamp5,KLF5,0.018418852239847183,0.030239600056902474,0.022207530614649713
Lamp5,SST,0.2712448239326477,0.24411161013676916,0.1304122553086348
Lamp5,ANKRD34B,0.002075107069686055,0.003373503769788851,0.004199947756035595
Lamp5,NPY,0.04675637558102608,0.056496026988030155,0.012181674637871216
Lamp5,AKAIN1,0.0021486752666532993,0.003434470705387445,0.0037661492988596444
Lamp5,POSTN,0.004373231437057257,0.00666571829211291,0.0008285820783917433
Lamp5,TAC1,0.017746934667229652,0.022313898429085294,0.0071119093930153265
Lamp5,NOG,0.004079720005393028,0.007133131465035462,0.01705751472063744
Lamp5,LINC00943,0.010137888602912426,0.0164204279878879,0.024585023207415447
Lamp5,PVALB,0.010156307369470596,0.012782734163838478,0.008522948958373279
Lamp5,CNGB1,0.006351594813168049,0.010425345987359521,0.000926270425912067
Lamp5,LINC00507,0.012875002808868885,0.018716849228768265,0.0
Lamp5,TESPA1,0.0355454683303833,0.04775743288556506,0.0
Lamp5,CCDC168,0.009332455694675446,0.013270469648627228,0.01343923618646416
Lamp5,TWIST2,0.003044109558686614,0.0049992887190846835,0.003865779396898969
Lamp5,VIPR2,0.020875981077551842,0.029772186883979923,0.036464988814708874
Lamp5,TRABD2A,0.024818427860736847,0.03735240921007174,0.047634994622405245
Lamp5,TLL1,0.01614036224782467,0.023167435527465606,0.0016963569635705016
Lamp5,HS3ST2,0.040488339960575104,0.05436218424207938,0.015119987558838921
Lamp5,ABCB11,0.005152200348675251,0.008535370983803118,0.01864470752805744
Lamp5,CACNA1H,0.006359080318361521,0.009998577438169367,0.017163821250215056
Lamp5,ATP10A,0.06756868213415146,0.09106427947243279,0.02550872616015812
Lamp5,CD200R1L,0.00048632555990479887,0.0008941817221127075,0.0024940175348522778
Lamp5,IL26,0.0008247487712651491,0.0014428841425000508,0.003127193813238322
Lamp5,PDLIM1,0.003053725231438875,0.00522283414961286,0.005280983179787118
Lamp5,SH2D1B,0.003854932961985469,0.006543784420915724,0.006130186369180542
Lamp5,THEMIS,0.011755027808248997,0.017944601377852743,0.0009198921172040352
Lamp5,RXFP1,0.06065001338720322,0.08141118133598878,0.013230272052560792
Lamp5,SMYD1,0.0019362991442903876,0.003353181457922653,0.0010144084957161093
Lamp5,SYT6,0.0027727640699595213,0.00424736318003536,0.0009168740576275551
Lamp5,ABO,0.003055498469620943,0.004877354847887496,0.0028133334793022428
Lamp5,NPFFR2,0.017917154356837273,0.02379742719531774,0.01654089572009507
Lamp5,SEMA3D,0.005815729033201933,0.009266974210986241,0.0
Lamp5,MCTP2,0.017118854448199272,0.023634848700388157,0.007094135409864469
Lamp5,SDC4,0.0060711754485964775,0.009795354319507387,0.003070528246223086
Lamp5,MLC1,0.00813495647162199,0.013229825024894832,0.003625019741127752
Lamp5,ETNPPL,0.014503532089293003,0.023248724774930396,0.005338759413365159
Lamp5,TMEM235,0.00895664282143116,0.014652386855528684,0.005062873407829665
Lamp5,FOLH1,0.019163813441991806,0.028735748978803828,0.0035449576547141185
Lamp5,LINC01608,0.032219208776950836,0.04881419310260735,0.002675786075421291
Lamp5,GPR17,0.002416986273601651,0.003800272318979007,0.0014449651276776305
Lamp5,PDGFRA,0.2140549272298813,0.28573170483874244,0.200383925635004
Lamp5,COL9A1,0.010625428520143032,0.01692848578454285,0.0020020300344229043
Lamp5,CD86,0.002673579379916191,0.004470908610563538,0.0007386254680449845
Lamp5,FGD2,0.0025867915246635675,0.00424736318003536,0.000782910477298613
Lamp5,IKZF1,0.004103714134544134,0.0061170158717255676,0.0006903195446233649
Lamp5,CLDN5,0.003032847074791789,0.004511553234295933,0.000981019079864047
Lamp5,MECOM,0.025489943102002144,0.037067896843944965,0.005367723349675062
Lamp5,FLT1,0.016735494136810303,0.027414798707500965,0.0005986760850729409
Lamp5,COL1A2,0.0012507413048297167,0.0020525534984859877,0.0011223579448639805
Lamp5,ITIH5,0.00926614087074995,0.015465279330176602,0.0006034694043510484
Lamp5,EBF1,0.026939217001199722,0.04324587965126913,0.0018327751275465985
Sncg,GAD1,1.2358942031860352,0.8316962531699825,0.7554846124296416
Sncg,GAD2,1.4441990852355957,0.8753080687216488,0.6823017986816559
Sncg,SLC32A1,0.16943909227848053,0.21484444761938779,0.6947322870641451
Sncg,GRPR,0.014121833257377148,0.020502196663928277,0.06450644919840405
Sncg,SV2C,0.08604937046766281,0.07915133764331893,0.04272382009352454
Sncg,NDNF,0.3581443727016449,0.3492874236525342,1.0
Sncg,RXRG,0.5951612591743469,0.5600600064292602,1.0
Sncg,NR2F2,0.7902518510818481,0.6701075115190913,1.0
Sncg,CHRNA2,0.06216336041688919,0.07907990141800907,0.1361356005872272
Sncg,SHISA8,0.07638612389564514,0.10108225881344429,0.14026342505985104
Sncg,VIP,0.10168372094631195,0.11122620280744365,0.08361952013969756
Sncg,SP8,0.051620516926050186,0.07275779547808693,0.17626238002443728
Sncg,ZNF385D-AS2,0.37488850951194763,0.2809229560310033,0.3675026066833426
Sncg,NMU,0.004937582183629274,0.007250776868950245,0.003211660432859674
Sncg,KLF5,0.0159784946590662,0.02418116226738579,0.017541046784554884
Sncg,SST,0.2485566884279251,0.2258456263171054,0.1179470003672771
Sncg,ANKRD34B,0.0017628882778808475,0.0025002678858449118,0.0032287652270315626
Sncg,NPY,0.02824883721768856,0.035539522091652676,0.005891529772784764
Sncg,AKAIN1,0.0027482344303280115,0.004143301067971569,0.007343798293590497
Sncg,POSTN,0.00463377870619297,0.006107797263992571,0.0010418282289434433
Sncg,TAC1,0.01921931281685829,0.02193092117012537,0.009119728020518943
Sncg,NOG,0.007164832670241594,0.010465407007893703,0.0328949651876006
Sncg,LINC00943,0.0010219992836937308,0.0017144694074365111,0.00031744166030016905
Sncg,PVALB,0.02009585313498974,0.0247169339572097,0.028064483967817383
Sncg,CNGB1,0.006534905638545752,0.00942958174090081,0.001708450587982677
Sncg,LINC00507,0.014657708816230297,0.018573418580562204,0.0023770523668213105
Sncg,TESPA1,0.03752020001411438,0.04575490231096189,0.0017416725860561473
Sncg,CCDC168,0.011990821920335293,0.016216023145337,0.022109576807980116
Sncg,TWIST2,0.0024206191301345825,0.0036789656034575133,0.0010125066991208437
Sncg,VIPR2,0.035318683832883835,0.0423616816087438,0.07096583404652174
Sncg,TRABD2A,0.009383128955960274,0.013108547344358325,0.006939765125507091
Sncg,TLL1,0.026244094595313072,0.03182483837554024,0.008220200855303308
Sncg,HS3ST2,0.18484194576740265,0.20120012858520556,0.13804702512460656
Sncg,ABCB11,0.002560991095378995,0.004107582955316641,0.002437348650803106
Sncg,CACNA1H,0.0076459054835140705,0.011786977176126014,0.022454914763358317
Sncg,ATP10A,0.10865242034196854,0.12137014680144301,0.043517766762775516
Sncg,CD200R1L,0.0003161013883072883,0.0005357716898239097,0.0016210589576740578
Sncg,IL26,0.0014023096300661564,0.0018930599707111476,0.005317127047865067
Sncg,PDLIM1,0.0029024758841842413,0.004250455405936351,0.004683475066791521
Sncg,SH2D1B,0.003368000267073512,0.005071971996999679,0.0037818381692615376
Sncg,THEMIS,0.011616462841629982,0.016037432582062364,0.0008026587672470621
Sncg,RXFP1,0.14789240062236786,0.11697681894488696,0.07517243154716184
Sncg,SMYD1,0.0015592225827276707,0.0022145229846054935,0.0003356038126658288
Sncg,SYT6,0.11300830543041229,0.13630031789120262,0.3090203008263844
Sncg,ABO,0.010988318361341953,0.014858734864449762,0.02445660927404861
Sncg,NPFFR2,0.006736316718161106,0.009393863628245883,0.0028790572817758886
Sncg,SEMA3D,0.006488488055765629,0.008822373825767046,0.0009873711908775526
Sncg,MCTP2,0.12030959874391556,0.12258456263171054,0.08588760451053976
Sncg,SDC4,0.006293641868978739,0.00892952816373183,0.0034554289030640896
Sncg,MLC1,0.007821166887879372,0.010465407007893703,0.003058374009173237
Sncg,ETNPPL,0.013463267125189304,0.01793049255277351,0.004385371931728526
Sncg,TMEM235,0.009096739813685417,0.013215701682323106,0.005301706509571088
Sncg,FOLH1,0.019903171807527542,0.02643140336464621,0.00406571776968563
Sncg,LINC01608,0.033844735473394394,0.04579062042361682,0.0034671611464871985
Sncg,GPR17,0.0021975096315145493,0.0032146301389434583,0.0008391413033338333
Sncg,PDGFRA,0.010296537540853024,0.01435868128728078,0.004754571768373165
Sncg,COL9A1,0.014365680515766144,0.019180626495695966,0.005309798759662153
Sncg,CD86,0.003973760642111301,0.005750616137443297,0.0023160861197387447
Sncg,FGD2,0.0019762120209634304,0.0029288852377040396,0.000027759598988555177
Sncg,IKZF1,0.003347202902659774,0.004536200307175769,0.00010715506490421826
Sncg,CLDN5,0.0029842897783964872,0.0042861735185912775,0.0009478281765140835
Sncg,MECOM,0.02580273523926735,0.03393220702218095,0.005523480115939468
Sncg,FLT1,0.015815189108252525,0.022645283423223916,0.000250301059170355
Sncg,COL1A2,0.001600060611963272,0.0024288316605350574,0.0016906459864396558
Sncg,ITIH5,0.010576336644589901,0.014680144301175126,0.0017325753683219104
Sncg,EBF1,0.03034571185708046,0.04107582955316641,0.004107154857123082
Vip,GAD1,1.416661262512207,0.8745397750614279,0.8704163892404192
Vip,GAD2,0.6793142557144165,0.5975521846635611,0.31219092347413363
Vip,SLC32A1,0.20001812279224396,0.25430770542503467,0.8240218691895103
Vip,GRPR,0.08892801403999329,0.11432956368738034,0.4387926730306609
Vip,SV2C,0.036668773740530014,0.04790990055265749,0.010362300140255194
Vip,NDNF,0.007305445149540901,0.009006844271507523,0.017876299973403863
Vip,RXRG,0.16324280202388763,0.1784393820777751,0.2721094670057468
Vip,NR2F2,0.45823681354522705,0.4555587421422647,0.5773224456056575
Vip,CHRNA2,0.4437646269798279,0.46282157612023594,1.0
Vip,SHISA8,0.5248023867607117,0.49438428685481306,1.0
Vip,VIP,1.0682611465454102,0.6884887569469743,1.0
Vip,SP8,0.09590468555688858,0.12346042646865045,0.32879837674701273
Vip,ZNF385D-AS2,0.017898935824632645,0.016378194445520994,0.01518706189968421
Vip,NMU,0.008009207434952259,0.011727500329424167,0.011571066716751725
Vip,KLF5,0.021094942465424538,0.031213908675869872,0.027324785505441193
Vip,SST,0.06534844636917114,0.06771410633036981,0.0172892162957312
Vip,ANKRD34B,0.005757715553045273,0.008557277173618162,0.015655007842335162
Vip,NPY,0.026457423344254494,0.034585661910040075,0.005282683120355408
Vip,AKAIN1,0.040121160447597504,0.05525799725609047,0.23035300121585106
Vip,POSTN,0.005101218353956938,0.006991543487865564,0.0014244064299415416
Vip,TAC1,0.028202779591083527,0.03139218528365358,0.021370094499672795
Vip,NOG,0.005281066056340933,0.008293737840372675,0.02322463425320827
Vip,LINC00943,0.0017627016641199589,0.0027051537441963214,0.0022892794908933663
Vip,PVALB,0.012008551508188248,0.014293133250137584,0.012164533245690872
Vip,CNGB1,0.0070955753326416016,0.01051056870237883,0.00410080636562086
Vip,LINC00507,0.014466256834566593,0.018517513738925535,0.0021217711346567768
Vip,TESPA1,0.03900539129972458,0.04668521776875199,0.0030515806452155562
Vip,CCDC168,0.023351728916168213,0.030462046460434218,0.05916351334706063
Vip,TWIST2,0.004127838183194399,0.0061466673901079735,0.00882523531555652
Vip,VIPR2,0.22737061977386475,0.22412470061156628,0.5297410529662376
Vip,TRABD2A,0.011370780877768993,0.01640144791610148,0.01218021765039633
Vip,TLL1,0.0533444844186306,0.056397417314534196,0.02571855755478345
Vip,HS3ST2,0.06205623596906662,0.076224876562827,0.03348653647898379
Vip,ABCB11,0.012126066721975803,0.01664173377876648,0.06226447884923355
Vip,CACNA1H,0.016911011189222336,0.023811553874415758,0.06055064215943245
Vip,ATP10A,0.03390643745660782,0.039771185849488036,0.010752894348880113
Vip,CD200R1L,0.0004826438380405307,0.0007673645291559765,0.002475136604782036
Vip,IL26,0.0011324157239869237,0.0016277429406338895,0.004293772321277231
Vip,PDLIM1,0.0039048369508236647,0.0056893491353584525,0.008643286334338168
Vip,SH2D1B,0.003886565798893571,0.006084658135226683,0.006282743214074485
Vip,THEMIS,0.011334802955389023,0.015936378504491797,0.0005643594855583792
Vip,RXFP1,0.05522248148918152,0.06838070582034368,0.009376720388699558
Vip,SMYD1,0.0021256415639072657,0.00331749513614907,0.0013552584297543218
Vip,SYT6,0.06642989069223404,0.08410780308961112,0.17883570684535888
Vip,ABO,0.012118333019316196,0.01630068287691938,0.027539651524909114
Vip,NPFFR2,0.007528867572546005,0.010301287467154472,0.0038474732517300276
Vip,SEMA3D,0.009636546485126019,0.01349476409354096,0.005607602352556839
Vip,MCTP2,0.38059112429618835,0.34334524427770846,0.2846310526855811
Vip,SDC4,0.007294625509530306,0.010425305976917055,0.005187282456842574
Vip,MLC1,0.008181941695511341,0.011882523466627394,0.003709866332478171
Vip,ETNPPL,0.014023033902049065,0.02005224279723749,0.004898389918596901
Vip,TMEM235,0.009938843548297882,0.014975235053831784,0.006737299406244569
Vip,FOLH1,0.02255927212536335,0.03035353026439196,0.005936517061839158
Vip,LINC01608,0.037457168102264404,0.05050653810081154,0.005225845968242182
Vip,GPR17,0.0029943000990897417,0.004185624704487145,0.0030385309225513277
Vip,PDGFRA,0.01924312673509121,0.026950772402781115,0.013344232621357623
Vip,COL9A1,0.13922011852264404,0.1631075938083759,0.11572738712797495
Vip,CD86,0.0029953396879136562,0.0042708874299489195,0.0011290050558002641
Vip,FGD2,0.003099696012213826,0.004534426763194406,0.001417259111531454
Vip,IKZF1,0.004388800822198391,0.005999395409764907,0.0009100815559112063
Vip,CLDN5,0.003953523002564907,0.005301791292350384,0.0016103388320715104
Vip,MECOM,0.026333849877119064,0.03541503569407734,0.005787951912547753
Vip,FLT1,0.15822520852088928,0.1565888708889802,0.05415861695679495
Vip,COL1A2,0.003925010096281767,0.005751358390239743,0.005472976256265203
Vip,ITIH5,0.013302580453455448,0.01877330191531086,0.004082009098219404
