cell_type,gene,mean,pct,scaled_mean
Lamp5,GAD1,2.196413040161133,0.9752681764004768,0.9883170539332045
Lamp5,GAD2,2.7308425903320312,0.9949344457687723,1.0
Lamp5,SLC32A1,0.5731101632118225,0.4904648390941597,0.9571473381037435
Lamp5,GRPR,0.34043052792549133,0.3197258641239571,0.7910824563671873
Lamp5,SV2C,2.0485036373138428,0.9615613825983313,1.0
Lamp5,NDNF,0.3506942093372345,0.22079856972586412,0.6217196492731161
Lamp5,RXRG,0.03217907249927521,0.028605482717520857,0.03831361618627559
Lamp5,NR2F2,0.2880854606628418,0.21036948748510131,0.1840467579852967
Lamp5,CHRNA2,0.0009547472582198679,0.0011918951132300357,0.0011049004918153697
Lamp5,SHISA8,0.22350503504276276,0.21424314660309893,0.14871194637126317
Lamp5,VIP,0.021218741312623024,0.023241954707985697,0.008134432301153295
Lamp5,SP8,0.05526140332221985,0.058402860548271755,0.07248958394579712
Lamp5,ZNF385D-AS2,0.3441965878009796,0.2824791418355185,0.21992387939434696
Lamp5,NMU,0.0022426177747547626,0.0026817640047675805,0.0029761119945873747
Lamp5,KLF5,0.02169535681605339,0.024135876042908223,0.02114026894159805
Lamp5,SST,0.3509632349014282,0.22794994040524433,0.10162305041930861
Lamp5,ANKRD34B,0.0014024190604686737,0.0014898688915375446,0.0028413691526028356
Lamp5,NPY,0.1283939629793167,0.09892729439809297,0.027224594460757257
Lamp5,AKAIN1,0.0018144813366234303,0.0017878426698450535,0.006709896589004871
Lamp5,POSTN,0.003849300555884838,0.0038736591179976162,0.003256802659551721
Lamp5,TAC1,0.016012240201234818,0.017878426698450536,0.010242376993671662
Lamp5,NOG,0.010048708878457546,0.011918951132300357,0.023723111494404103
Lamp5,LINC00943,0.03049911931157112,0.03247914183551848,0.04083646934944286
Lamp5,PVALB,0.0063380468636751175,0.0068533969010727055,0.005783643964269533
Lamp5,CNGB1,0.00357136526145041,0.004469606674612634,0.004195912853446655
Lamp5,LINC00507,0.012727729976177216,0.014302741358760428,0.0018750262558492568
Lamp5,TESPA1,0.022604165598750114,0.02562574493444577,0.0014175047751632708
Lamp5,CCDC168,0.007275871932506561,0.00834326579261025,0.09932094061223051
Lamp5,TWIST2,0.0035397731699049473,0.004171632896305125,0.008274414164547703
Lamp5,VIPR2,0.015538728795945644,0.016090584028605484,0.020839628886307596
Lamp5,TRABD2A,0.03731779754161835,0.041418355184743745,0.05625380400610474
Lamp5,TLL1,0.016337905079126358,0.01698450536352801,0.003964676538359483
Lamp5,HS3ST2,0.04145863652229309,0.04052443384982122,0.013796448483419708
Lamp5,ABCB11,0.008746479637920856,0.009833134684147794,0.02689282582390923
Lamp5,CACNA1H,0.008820110000669956,0.010429082240762813,0.015075270009179013
Lamp5,ATP10A,0.07198286801576614,0.07508939213349225,0.017752087891870546
Lamp5,CD200R1L,0.0003283681289758533,0.0002979737783075089,0.0005805669392379139
Lamp5,IL26,0.0004979819059371948,0.0005959475566150178,0.0016717815441400553
Lamp5,PDLIM1,0.0018788129091262817,0.0023837902264600714,0.005404555300493446
Lamp5,SH2D1B,0.0027270109858363867,0.0032777115613825984,0.010743861007815261
Lamp5,THEMIS,0.00968023668974638,0.010131108462455305,0.006466191322791693
Lamp5,RXFP1,0.04508054628968239,0.04558998808104887,0.014069207463711365
Lamp5,SMYD1,0.0014593630330637097,0.0017878426698450535,0.0016074308290834499
Lamp5,SYT6,0.0015741491224616766,0.0020858164481525627,0.0032550981195870647
Lamp5,ABO,0.0042103929445147514,0.004171632896305125,0.006719231744039637
Lamp5,NPFFR2,0.02342088706791401,0.02234803337306317,0.01880065413992369
Lamp5,SEMA3D,0.004828609526157379,0.005065554231227652,0.003969142008543805
Lamp5,MCTP2,0.024601340293884277,0.024135876042908223,0.014734820217072116
Lamp5,SDC4,0.0013948315754532814,0.0017878426698450535,0.0011194945072020652
Lamp5,MLC1,0.0017626471817493439,0.0020858164481525627,0.0017987713898373046
Lamp5,ETNPPL,0.009569894522428513,0.01102502979737783,0.004761452772835113
Lamp5,TMEM235,0.0029495726339519024,0.0032777115613825984,0.0023526509239905216
Lamp5,FOLH1,0.001957555767148733,0.0020858164481525627,0.0010203130354204252
Lamp5,LINC01608,0.004295403137803078,0.005065554231227652,0.001637303529000883
Lamp5,GPR17,0.00025818482390604913,0.0002979737783075089,0.0002721043805080497
Lamp5,PDGFRA,0.7676876187324524,0.5721096543504172,0.3175967723949675
Lamp5,COL9A1,0.011779449880123138,0.012216924910607866,0.007860990688355862
Lamp5,CD86,0.0,0.0,0.0
Lamp5,FGD2,0.0018260227516293526,0.0017878426698450535,0.0012058703710468095
Lamp5,IKZF1,0.0002345550456084311,0.0002979737783075089,0.0001353094505087058
Lamp5,CLDN5,0.0015114289708435535,0.0017878426698450535,0.00047467711212056637
Lamp5,MECOM,0.007587234955281019,0.008939213349225268,0.001555386890190745
Lamp5,FLT1,0.012003238312900066,0.013110846245530394,0.0021567948158921608
Lamp5,COL1A2,0.0002843148249667138,0.0002979737783075089,0.00014329211908624753
Lamp5,ITIH5,0.006947512272745371,0.008045292014302742,0.002243945598188286
Lamp5,EBF1,0.002824626863002777,0.0029797377830750892,0.0006758803853703965
Sncg,GAD1,1.8049756288528442,0.9117471675611211,0.809663410058939
Sncg,GAD2,2.015205144882202,0.9505068574836016,0.7362184552840958
Sncg,SLC32A1,0.4554833769798279,0.39892665474060823,0.7606996521986522
Sncg,GRPR,0.024668069556355476,0.024448419797257006,0.057322935100430766
Sncg,SV2C,0.07469896227121353,0.04830053667262969,0.03646513528731861
Sncg,NDNF,0.5640712976455688,0.42814549791293977,1.0
Sncg,RXRG,0.8398860692977905,0.6189624329159212,1.0
Sncg,NR2F2,1.3327590227127075,0.8199165175909362,0.8545162002756365
Sncg,CHRNA2,0.0889541283249855,0.08467501490757305,0.10294395641265086
Sncg,SHISA8,0.3128560483455658,0.2558139534883721,0.2081627909393159
Sncg,VIP,0.2055119276046753,0.14251639833035182,0.09396338166312539
Sncg,SP8,0.08464791625738144,0.08527131782945736,0.11103757527831397
Sncg,ZNF385D-AS2,0.6835331320762634,0.4251639833035182,0.43674244146691266
Sncg,NMU,0.0054424782283604145,0.005366726296958855,0.00722255255355555
Sncg,KLF5,0.02078157849609852,0.020274299344066785,0.02014104920794229
Sncg,SST,0.3963369131088257,0.2742993440667859,0.1159237855265642
Sncg,ANKRD34B,0.003461552085354924,0.0035778175313059034,0.007013272703359125
Sncg,NPY,0.05294433981180191,0.05426356589147287,0.009408492108272052
Sncg,AKAIN1,0.005552883725613356,0.005963029218843173,0.02053439449477586
Sncg,POSTN,0.0030585117638111115,0.0029815146094215863,0.0025877348630056573
Sncg,TAC1,0.014207052066922188,0.014311270125223614,0.009087671769183028
Sncg,NOG,0.01136341504752636,0.011329755515802028,0.026826885462626352
