"","cell_type","genes","estimate","se","pval","ci.lb","ci.ub","k","tau2","I2","padj"
"1","L6b","LUZP2",0.16847911926397,0.0704396457969718,0.016764954785568,0.030419950418147,0.306538288109793,7,0.0102061201498203,30.0894834800041,0.204450668116683
"2","L6b","DGKB",-0.0728031982168249,0.0649512424052432,0.262334687247913,-0.200105294082232,0.0544988976485826,7,0.00323619664666802,10.5658491018754,0.645809673193878
"3","L6b","XKR4",-0.00505470960643179,0.0815500220858222,0.950576422856951,-0.164889815833089,0.154780396620226,7,0.0277802844120029,62.441608709979,0.984983255789108
"4","L6b","MSC-AS1",0.168948792689694,0.0908385540151342,0.0629025322708636,-0.00909150158766528,0.346989086967053,7,0.0193976286501046,34.8416688993481,0.368907198421083
"5","L6b","STAT4",0.0271045550792568,0.161926333504871,0.867064620976911,-0.290265226738912,0.344474336897426,7,0.136487801709429,77.7804539979388,0.959823504757995
"6","L6b","PDE1A",-0.0150291884470152,0.0963289897424175,0.876017751872042,-0.203830539009282,0.173772162115251,7,0.0438092410938183,70.5859654451506,0.961329026283876
"7","L6b","CADPS2",0.0728681729991231,0.193087078456729,0.705887489810999,-0.305575546656126,0.451311892654373,7,0.194816848833552,79.5286322260426,0.908539649533192
"8","L6b","KAZN",0.120634708847113,0.107244081538529,0.260647845568301,-0.0895598285234818,0.330829246217707,7,0.050417884582911,66.6487229043568,0.643440805537547
"9","L6b","CDK5R1",0.0780175893390595,0.158971084972775,0.623592023004315,-0.233560011790836,0.389595190468955,7,0.129869137531678,80.9121038360068,0.874811756665311
"10","L6b","NYAP2",0.0922761506744477,0.0727960276372744,0.204941293107884,-0.0504014417121926,0.234953743061088,7,0.0146491359398268,42.3440884647119,0.587852051503284
"11","L6b","CARMIL1",-0.0131913554998198,0.111126807046839,0.905508733846921,-0.230995895028557,0.204613184028918,7,0.0571903107569148,71.4275378822589,0.970163352632544
"12","L6b","ULK3",-0.0553757800268427,0.132444924956926,0.675870930829951,-0.314963062877527,0.204211502823842,7,0.0878481519618511,77.9413977072449,0.894483440420108
"13","L6b","NECAB1",-0.000733052018043459,0.166859750871823,0.996494726841115,-0.327772154196143,0.326306050160056,7,0.142474885648553,79.3399567580325,0.999630729996163
"14","L6b","SLITRK4",-0.0296602214032125,0.157153332771836,0.850301081383261,-0.337675093686449,0.278354650880024,7,0.126027966584225,81.52965166045,0.955959795637986
"15","L6b","CALCRL",0.037629138409353,0.239513242033159,0.875160746308052,-0.431808189796064,0.50706646661477,6,0.25191624247151,76.4661396727569,0.961329026283876
"16","L6b","C2orf80",0.0544579030885318,0.104967059122212,0.603893621501981,-0.151273752354089,0.260189558531153,7,0.0496060446903043,69.924187574759,0.868430001133466
"17","L6b","RAPGEF2",0.0726192328935359,0.0839253473849191,0.386883109547112,-0.0918714253709184,0.23710989115799,7,0.0294709646985585,63.2538044963812,0.747790343987296
"18","L6b","ADCY2",-0.0126361877055075,0.0424861587034252,0.766146695962803,-0.0959075286056739,0.0706351531946589,7,4.27202984943706e-06,0.0301302970415555,0.932314128719957
"19","L6b","SRPK1",-0.0595313711363934,0.0474797132374822,0.209904703806239,-0.152589899078148,0.0335271568053614,7,2.9559108374495e-07,0.00177984931759858,0.594187927937803
"20","L6b","CDH11",0.0258188123738512,0.052487404772334,0.622786563695787,-0.0770546106218991,0.128692235369602,7,9.18344648267422e-08,0.000457686483122486,0.874358241462351
"21","L6b","SCG3",-0.10342250957767,0.119615844836111,0.387246208148658,-0.337865257436779,0.131020238281439,7,0.0649583633149484,70.8480666900871,0.747926401748763
"22","L6b","ZNF98",0.136042217474767,0.103089868109498,0.186952960370371,-0.0660102111908344,0.338094646140367,7,0.0188432461880279,25.9515471838244,0.567066769961214
"23","L6b","LAMA4",0.0832957189186005,0.161543979387284,0.606118056118936,-0.233324662599757,0.399916100436958,7,0.112843914237186,67.4461817811241,0.869616575935733
"24","L6b","KCNK1",0.116797160228034,0.0977024700885265,0.231916286912372,-0.0746961623460797,0.308290482802148,7,0.0417305596248703,68.2129448748896,0.617317098814103
"25","L6b","GMCL1",-0.0829532825210401,0.04243128588816,0.0505827403337358,-0.166117074679556,0.000210509637476236,7,8.47241706957774e-07,0.00607654335545009,0.33697801055281
"26","L6b","CLOCK",0.0308743792212737,0.0524223174391353,0.555891547315388,-0.0718714749455575,0.133620233388105,7,0.00672691396374464,37.6282317486138,0.844546084830652
"27","L6b","NIPAL2",0.098877445330216,0.151592579419085,0.51423486581332,-0.198238550654719,0.395993441315151,7,0.120295891598697,77.7991944660184,0.827354531862188
"28","L6b","GRIK1",0.261917091053525,0.239660099887883,0.274451325775639,-0.207808073257997,0.731642255365048,5,0.176278836161943,68.7974274165546,0.656766595425492
"29","L6b","ARPP21",-0.00601816547083918,0.0531504287689853,0.909849070883362,-0.110191091620912,0.0981547606792336,7,0.00515943614592637,26.6147473245882,0.971078100594533
"30","L6b","NPTX1",0.0145921487009133,0.0900510617856754,0.871271952897516,-0.161904689168602,0.191088986570428,7,0.0271870304067184,54.0519805981632,0.960612182934358
"31","L6b","MACROD2",0.0359312645309434,0.0453148105057459,0.427821284042298,-0.0528841320265759,0.124746661088463,7,1.23248041128484e-08,8.16983672426095e-05,0.773558637985877
"32","L6b","RASGRF1",-0.0532111940085573,0.056001599677722,0.342024482067532,-0.162972312453522,0.0565499244364077,7,0.00464758693431295,21.4565604668609,0.717428710787363
"33","L6b","CDH12",0.0627343563116967,0.0891887624681989,0.481813626151539,-0.112072405951671,0.237541118575064,7,0.0162590300774498,29.8526334797511,0.805652257992855
"34","L6b","RNF220",0.0115722072707274,0.146728467789545,0.937137472723492,-0.276010305103527,0.299154719644982,7,0.0795784731148992,57.4101713801984,0.982301467699868
"35","L6b","DAB1",0.358645601857805,0.0826084544364222,1.4150550482964e-05,0.1967360063439,0.520555197371711,7,0.0101086131380748,21.4118511055725,0.00853317032631605
"36","L6b","BTBD7",0.0176632830765949,0.0398944619978375,0.657946390677271,-0.0605284256217684,0.0958549917749582,7,7.90751714177468e-07,0.00661903654421647,0.889375072552017
"37","L6b","NFIA",0.0590904673941147,0.0449967054457258,0.189109621106481,-0.0291014547024652,0.147282389490695,7,3.66416193548511e-06,0.0237717476835286,0.57023145162464
"38","L6b","CDHR3",0.0514992595011539,0.114290937463807,0.652279360956625,-0.172506861687228,0.275505380689535,7,0.0457337828506475,55.0571943001436,0.885835240739886
"39","L6b","LINC01378",-0.145840853435449,0.275635619129172,0.596730929080421,-0.686076739785026,0.394395032914129,5,0.268629961605021,79.1233890740119,0.864300019250495
"40","L6b","TBCA",0.0353880346818979,0.0420142636993833,0.399627771445155,-0.0469584090058619,0.117734478369658,7,0,0,0.754498010289993
"41","L6b","PSD3",0.0727517197830663,0.0421744354391962,0.0845239744075291,-0.00990865474606796,0.155412094312201,7,3.68462613280483e-07,0.00277056587159462,0.420627426333958
"42","L6b","TTC7A",-0.124899993641701,0.0867336506043827,0.149855862672675,-0.294894825073972,0.0450948377905694,7,0.0272386055148726,57.2570111825181,0.518815851089802
"43","L6b","ZFHX3",0.0566196110243578,0.0397230240301607,0.154053153552664,-0.0212360854317763,0.134475307480492,7,0,0,0.522798248624625
"44","L6b","CALN1",0.189743571119146,0.0840013513150489,0.0238948515462615,0.0251039478889535,0.354383194349338,7,0.0195571264711023,42.2557350736993,0.241747699349823
"45","L6b","ERICH1",-0.0127048171993695,0.0715963594361168,0.859154462000089,-0.153031103118343,0.127621468719604,7,0.00931030199772906,26.9412495940177,0.956742005171742
"46","L6b","PLCL1",0.0259158824454647,0.0854294922308136,0.761615599792719,-0.141522845544474,0.193354610435404,7,0.0135507990704612,27.1501087589265,0.931154605918668
"47","L6b","RMND5A",0.00113181843308486,0.0806900272640788,0.988808643743349,-0.157017728916065,0.159281365782234,7,0.0231521402257727,57.1510547193339,0.996948251907643
"48","L6b","TTC39C",0.00853329127569219,0.0790847696929059,0.914074569507099,-0.146470009048048,0.163536591599432,7,0.0233555957002364,56.8951402875761,0.973291684635445
"49","L6b","EPHA4",-0.127153620211071,0.0961483158075636,0.186010457098352,-0.315600856368079,0.0612936159459365,7,0.0119806523785674,18.6392020360155,0.565573564224713
"50","L6b","SGCZ",0.251694426766664,0.113110259492947,0.0260669384545231,0.0300023918785078,0.473386461654821,7,0.035182339800297,40.640791869391,0.249951571850252
"51","L6b","KIAA0319",-0.0285852616294461,0.0494673617448742,0.563357933455233,-0.125539509059614,0.0683689858007218,7,3.61380357328788e-06,0.0195759397268513,0.848906108896432
"52","L6b","SPARCL1",0.0715710541032779,0.120910996106896,0.553896310789086,-0.1654101436011,0.308552251807656,7,0.0680522644904253,71.1118791748398,0.843947867280885
