"","cell_type","genes","estimate","se","pval","ci.lb","ci.ub","k","tau2","I2","padj"
"1","Chandelier","TRPM3",0.479150693633147,0.467013885102587,0.304897188275561,-0.43617970144805,1.39448108871434,5,0.999793343509513,96.8201382132009,0.770155256407257
"2","Chandelier","COBL",0.223794621600954,0.223748170420803,0.317210049754371,-0.214743734030551,0.662332977232458,6,0.231586233069569,87.6216452919831,0.777291126404592
"3","Chandelier","ZMAT4",0.165422336775388,0.373773026920342,0.658073675281487,-0.567159334381003,0.898004007931779,6,0.611729924740974,89.5779851780521,0.926086531189874
"4","Chandelier","CDH13",0.12919696379037,0.322941685425049,0.689110242372695,-0.503757108749389,0.762151036330129,6,0.454269913766645,89.6020428484933,0.935078370292059
"5","Chandelier","DSCAML1",0.0699145401607095,0.109746423401161,0.524088826518466,-0.14518449713765,0.285013577459069,7,0.0613001815669224,83.5925078058267,0.877737181175985
"6","Chandelier","LDB2",0.133648180768429,0.271308682746106,0.622291279164632,-0.398107066106943,0.665403427643801,7,0.363671532528172,87.4745171238353,0.91696300531812
"7","Chandelier","SPARCL1",-0.0131293866792166,0.140017349274182,0.92529209104497,-0.287558348467379,0.261299575108946,7,0.105357501181674,87.7853820569887,0.983942298222076
"8","Chandelier","DLX5",0.00104697807508113,0.352453491095099,0.997629853486632,-0.689749170696722,0.691843126846885,6,0.634641963121622,92.9944658339708,0.998670102033234
"9","Chandelier","SLC39A11",0.225954656901366,0.288355473303755,0.433276264357524,-0.339211685518996,0.791120999321728,6,0.382066072958214,89.7448917544962,0.838886179277385
"10","Chandelier","LINC02360",-0.137303164551181,0.36754921854581,0.708728704967378,-0.85768639544681,0.583080066344447,5,0.547849467029769,89.4251752654282,0.941185771463195
"11","Chandelier","GRIK4",0.16599880156499,0.395067594907023,0.674355259244574,-0.608319455911635,0.940317059041615,6,0.760322709808995,91.2657659247862,0.930078087085598
"12","Chandelier","ENO1",-0.0762698926999858,0.163531433197445,0.640934321858279,-0.396785612107196,0.244245826707225,7,0.127429129142326,83.5792752545395,0.922146248820245
"13","Chandelier","KAZN",-0.0253544259250772,0.108156224410881,0.814655748173344,-0.237336730474236,0.186627878624082,7,0.0655863095037088,88.9253067017516,0.959995563183357
"14","Chandelier","EIF4G2",-0.0904276214377412,0.170750030582165,0.596395771310749,-0.425091531737898,0.244236288862416,7,0.144151889443651,87.4776822133265,0.906768763958548
"15","Chandelier","DDX55",0.176455601492459,0.239124131140826,0.460560211565478,-0.292219083377993,0.645130286362912,6,0.26936664514944,91.5913044294586,0.85124411353642
"16","Chandelier","PRKAG2",0.079438110426866,0.109488583061704,0.468122137379648,-0.135155569092396,0.294031789946128,7,0.0492501835120843,72.7445888199083,0.854499723386324
"17","Chandelier","SUPT5H",-0.1524255866894,0.179123104898597,0.394794707409898,-0.503500421089639,0.198649247710839,7,0.162025012924482,90.0326476431857,0.820707491076473
"18","Chandelier","RPL15",0.0161667821556077,0.176122064595903,0.926862463005431,-0.329026121335199,0.361359685646414,7,0.147602587381178,79.6742351232648,0.984156270315537
"19","Chandelier","OPCML",0.039757213233017,0.101639855949239,0.695680665948978,-0.159453243821331,0.238967670287365,7,0.0483997531646594,78.9495473736389,0.937964231387598
"20","Chandelier","GREB1L",0.321017719584768,0.166643646150965,0.0540578918736618,-0.00559782512356033,0.647633264293097,7,0.106855634611201,68.430010813234,0.42714832048396
"21","Chandelier","KIRREL3",0.260018143011584,0.272420560867006,0.339844134391101,-0.273916344935949,0.793952630959117,6,0.29809238593836,84.6395223994871,0.792512734770991
"22","Chandelier","MRPL43",-0.187487304714254,0.278466461508649,0.500765963669522,-0.733271540173515,0.358296930745008,5,0.330540196329013,89.8627737124153,0.867277947219455
"23","Chandelier","SNU13",-0.127701420010117,0.171830098940403,0.457370148803858,-0.464482225393261,0.209079385373026,6,0.120460167365927,78.7886843027812,0.849819337578613
"24","Chandelier","PCBP1",-0.258751673568265,0.30466473913839,0.395714544064271,-0.855883589638801,0.33838024250227,5,0.398012249700296,91.6336890973606,0.820960925688639
"25","Chandelier","AASDHPPT",-0.0563880298459059,0.152886770946091,0.712260282421596,-0.356040594612869,0.243264534921057,7,0.109137849335674,83.7182356625644,0.942299937624372
"26","Chandelier","PIANP",-0.153885339184034,0.171743538406079,0.37024303350092,-0.49049648903742,0.182725810669351,6,0.136657961362543,85.6692977206174,0.81083966637281
"27","Chandelier","ZNF189",-0.174704636240848,0.135022125809965,0.195701224206076,-0.439343139944415,0.0899338674627196,6,0.0713764072436405,76.4410935679693,0.677402805761735
"28","Chandelier","MAP4K2",-0.275262198909963,0.182054426055452,0.130539582440612,-0.632082317204759,0.0815579193848326,6,0.130917632514547,81.3262931812944,0.589496846565757
"29","Chandelier","PPP1R3F",-0.318177900292812,0.222627099741235,0.152947726566595,-0.754518997768238,0.118163197182615,6,0.219606363256992,87.942015552128,0.618777407356458
"30","Chandelier","DPY19L3",0.110391740508086,0.11651875726919,0.34342681687027,-0.11798082726289,0.338764308279062,7,0.0594089652438535,74.2393095045937,0.792691823866637
"31","Chandelier","GPC6",0.0565424700619251,0.216115196347994,0.793605816400367,-0.367035531291945,0.480120471415795,7,0.199478196571359,72.6432492958167,0.958116023705269
"32","Chandelier","HSDL2",0.155410242772585,0.23676223092226,0.5115681097679,-0.3086352027344,0.619455688279571,5,0.234852665900598,88.2243782268308,0.872130660301683
"33","Chandelier","PRPS1",-0.206037266198276,0.236000351650434,0.382642386047699,-0.668589455771915,0.256514923375363,6,0.230606797910151,81.3280238922111,0.814484138669881
"34","Chandelier","PDGFD",0.642316829291632,0.383805444782926,0.0942194681598334,-0.109928019553279,1.39456167813654,5,0.494880495048174,75.9704846175194,0.529250041269612
"35","Chandelier","SUPT16H",-0.0396526872198057,0.110316792823647,0.719263113321362,-0.255869628044121,0.17656425360451,7,0.0513490951335876,79.0505088399107,0.944447130634742
"36","Chandelier","TGFBR3",0.560944474251598,0.285382350354406,0.0493460791996668,0.00160534573357118,1.12028360276962,6,0.357944347811425,83.4588986875268,0.417310200906622
"37","Chandelier","GABRA1",9.6122630442858e-05,0.0967997239071871,0.999207696602075,-0.189627849941065,0.18982009520195,7,0.0439128706042052,80.817301740727,0.999309345401322
