supertype,beta,se,p,dataset,n_donors
L5/6 NP_2,0.20126717673562786,0.181119199003732,0.2684474736671549,HBCC,130
L5/6 NP_6,0.4389516072925445,0.2083861117893946,0.037024850183050774,HBCC,130
L5/6 NP_4,0.04429467219455618,0.14774989463765656,0.7647965163017851,HBCC,130
Lamp5_Lhx6_1,0.1358641054019479,0.13347778723420467,0.3162643168838013,McLean,32
Lamp5_1,0.8013606040907411,0.3576570950253765,0.03202137286016921,McLean,32
Lamp5_2,-0.010682344070263371,0.12765558573697466,0.9338241212527348,McLean,32
Lamp5_3,-0.04071401631419797,0.20487793852910957,0.8437189048211431,McLean,32
Lamp5_4,0.18337684913063632,0.20525421315090117,0.3782132988992648,McLean,32
Lamp5_5,-0.10498745447730512,0.17854534946812153,0.5605916251025403,McLean,32
Lamp5_6,-0.0430948042258608,0.2165720062015754,0.84351506320119,McLean,32
Pax6_1,-0.019696783492628513,0.18977637058279567,0.9179751828512466,McLean,32
Pax6_2,0.17501394762573783,0.21541116857559955,0.4224449983489531,McLean,32
Pax6_3,-0.04041586706390786,0.21788975006340636,0.8540009464771009,McLean,32
Pax6_4,0.4005126717914696,0.22853146381978573,0.08912327652781925,McLean,32
Sncg_3,-0.03525576165273145,0.22705691231386926,0.8775679747366065,McLean,32
Sncg_6,-0.4092825022338009,0.26153616574953364,0.12730205715960874,McLean,32
Sncg_2,0.4807523910984169,0.32628752373791525,0.1502766596389883,McLean,32
Sncg_1,-0.09270151546285693,0.24316496529683335,0.7055178065541408,McLean,32
Sncg_8,-0.14764334861635484,0.23684745297272752,0.5373987646235299,McLean,32
Sncg_4,-0.14818080647217644,0.1979273615713207,0.4594523672700448,McLean,32
Sncg_5,0.03143096300836014,0.208040389726169,0.8808469529256067,McLean,32
Vip_14,0.14277821023301174,0.3317678708263535,0.6697813463512909,McLean,32
Vip_15,0.010710135401588806,0.14175283157136304,0.9402369648917113,McLean,32
Vip_16,0.31294886222047785,0.3015738196648254,0.307071075523594,McLean,32
Vip_4,-0.24365139915655964,0.15734071794793153,0.13118519097807296,McLean,32
Vip_5,0.1696763588530595,0.18708669393650196,0.37112364577984636,McLean,32
Vip_6,-0.1388478496346699,0.24962407947095117,0.5818702533746214,McLean,32
Vip_9,-0.12229618602017982,0.18746974294774557,0.5187685191787537,McLean,32
Vip_2,-0.3267334835215041,0.22583804546909225,0.15755431941901654,McLean,32
Vip_11,-0.10894411163386104,0.17373626283288127,0.5350027979619798,McLean,32
Vip_13,-0.02421317395275935,0.1959290099030832,0.9024089499843864,McLean,32
Vip_1,-0.14515482563074683,0.13799537610998475,0.3006231038431408,McLean,32
Vip_12,-0.39585621030263834,0.2943397646258924,0.1879827989854738,McLean,32
Vip_18,-0.10342525807961367,0.26228946177345747,0.6959260869805591,McLean,32
Vip_19,0.11895033859243907,0.14445777587897243,0.41627561512975053,McLean,32
Vip_21,0.2576257258662818,0.2802613508707657,0.3647552625638202,McLean,32
Vip_23,-0.10551344513475538,0.17239636722806279,0.5447757753571265,McLean,32
Sst Chodl_1,0.39101296306242017,0.21517755554494364,0.07843613242959273,McLean,32
Sst_1,0.22434148937252948,0.21717627790965835,0.3092440299026357,McLean,32
Sst_4,-0.06835861590338047,0.22310814458935418,0.7612630443347871,McLean,32
Sst_5,-0.4071270481918076,0.25579942936883887,0.12117238553351536,McLean,32
Sst_7,0.1421072861496776,0.19913820509877225,0.48056819294608966,McLean,32
Sst_3,-0.04789347162776672,0.1380924113320201,0.730963951687603,McLean,32
Sst_19,-0.06008435006483519,0.1567636779072073,0.7040115397428348,McLean,32
Sst_9,-0.055326100516653653,0.16463751275941949,0.7389977280601179,McLean,32
Sst_10,0.20813518428443348,0.17687563838506132,0.24786137642315215,McLean,32
Sst_13,0.04781084668713211,0.163347052406224,0.7716186126521591,McLean,32
Sst_12,-0.3718984296366104,0.29097703504982214,0.21027928357745052,McLean,32
Sst Chodl_2,0.6040249197346523,0.30254441788670916,0.05432688449953086,McLean,32
Sst_11,0.1094653484512814,0.2893298558369448,0.7076408765128401,McLean,32
Sst_20,-0.31549936210366003,0.27448862773373,0.2587881676459046,McLean,32
Sst_22,-0.36173705731230094,0.32588488064053367,0.2751496985167747,McLean,32
Sst_23,4.955065981838761e-4,0.2342979212188742,0.9983255358991674,McLean,32
Sst_25,-0.3904886366916951,0.31508155767407,0.22411266424301526,McLean,32
Sst_2,-0.31688208751429026,0.1686515143059224,0.06926246907959754,McLean,32
Pvalb_6,0.12590315976957145,0.14838389373976618,0.40237678728911064,McLean,32
Pvalb_5,-0.2434596314843122,0.20197025915226816,0.23675564137453337,McLean,32
Pvalb_8,0.19143553080156253,0.23865160050363574,0.42829833038065845,McLean,32
Pvalb_7,0.6509351259503952,0.20199835982415568,0.002890920118445006,McLean,32
Pvalb_1,0.365300192171784,0.19484598143680149,0.06984181748584266,McLean,32
Pvalb_3,0.14387223504258795,0.1966622570439578,0.4696807653428152,McLean,32
Pvalb_2,0.06399112566154469,0.14169255578839846,0.6545468121579288,McLean,32
Pvalb_15,0.11077018915254831,0.11182006641779964,0.32920411977991415,McLean,32
Pvalb_14,0.43783887628039714,0.17626787563209995,0.01833858456488435,McLean,32
Pvalb_12,-0.2007182202654132,0.2546470803027158,0.436287133518116,McLean,32
Pvalb_10,0.22059465590585015,0.25219862975995416,0.38817192818054813,McLean,32
Pvalb_13,0.05024502381087652,0.22382668408019732,0.8237897344318981,McLean,32
Pvalb_9,0.19697247951159944,0.16126883698279096,0.23073614882782537,McLean,32
Chandelier_1,0.09886322951124916,0.16742975609627422,0.5589613285137537,McLean,32
Chandelier_2,0.09370450934621852,0.31731267927582696,0.7696407833249738,McLean,32
L2/3 IT_1,0.010466583893404742,0.18140871564577385,0.9543444405594244,McLean,32
L2/3 IT_2,0.5444245190681473,0.42206481347878827,0.20619893499635078,McLean,32
L2/3 IT_6,-0.04465410380796817,0.2314136006052682,0.8481909886464571,McLean,32
L2/3 IT_7,0.5240506937874276,0.41553806853769243,0.2162497332722376,McLean,32
L2/3 IT_5,-0.12337028433137479,0.13511612143576823,0.3679399187448936,McLean,32
L2/3 IT_13,0.08364297800222374,0.23975604577603593,0.729442413722927,McLean,32
L2/3 IT_10,-0.13633408322094817,0.3417716727900102,0.6925766290871636,McLean,32
L2/3 IT_8,0.09712113201895153,0.37500173536596215,0.7972797866949827,McLean,32
L2/3 IT_12,-0.18451608732605723,0.3433377008212576,0.5946444843044549,McLean,32
L6 IT_1,0.34943544434054197,0.222225752073191,0.12554930151033666,McLean,32
L6 IT_2,0.16859075434440915,0.17218768984337912,0.3347681082200322,McLean,32
L4 IT_2,-0.2123137431993066,0.13337864944467231,0.12112170542780781,McLean,32
L4 IT_3,0.1330124287007092,0.256787455117199,0.6079811002952061,McLean,32
L4 IT_4,-0.1624937735122064,0.1827327680013663,0.3804167837736151,McLean,32
L5 IT_1,-0.09807566012966824,0.13958958029460158,0.4873142809825194,McLean,32
L5 IT_3,0.14369348109759345,0.154620922834206,0.3595804610441363,McLean,32
L2/3 IT_3,-0.5951159523287175,0.27426331938827536,0.037442394333894,McLean,32
L4 IT_1,-0.22021431106616732,0.13864204887922296,0.12189963218552334,McLean,32
L5 IT_2,0.02884427440874018,0.13790870927978338,0.8356346719870691,McLean,32
L5 IT_5,-0.1225048150109964,0.1664791014458534,0.4671031122590156,McLean,32
L5 IT_6,0.04040451405640566,0.20867969895928692,0.8476803661724904,McLean,32
L5 IT_7,0.01990399911656605,0.27746799472754513,0.9432535331496321,McLean,32
L5 ET_1,0.5390165279683169,0.3519943736810906,0.1353805085725165,McLean,32
L5 ET_2,0.007695198535578162,0.19950860205167545,0.9694689048273406,McLean,32
L6 CT_1,0.512307578582732,0.2675620492815461,0.064377397547263,McLean,32
L6 CT_2,0.1619275573264133,0.18750505141604648,0.39415058764207955,McLean,32
L6 CT_3,0.15977819401074575,0.20833240368047723,0.4486613908562924,McLean,32
L6b_1,0.7434090683086144,0.3783627288914313,0.05804604372631328,McLean,32
L6b_2,0.20476827770615774,0.25975237223916925,0.4362295180510869,McLean,32
L6b_3,1.088173427143602,0.4444469605775346,0.019930426321126102,McLean,32
L6b_4,0.1239501408309168,0.2202083745495845,0.5773870229537394,McLean,32
L6b_5,0.11129565224067377,0.3912872267039508,0.7778843248171219,McLean,32
L6b_6,0.03706496178462257,0.17433928773575227,0.832966787519939,McLean,32
L6 IT Car3_1,0.7338600808020193,0.5043123632819794,0.1552274134935263,McLean,32
L6 IT Car3_2,0.5985697710315643,0.567895044178291,0.29966025895483805,McLean,32
L6 IT Car3_3,0.20754344318472479,0.1449085232425887,0.16163768792560665,McLean,32
L5/6 NP_1,-0.14163361068138072,0.1534187310186998,0.3627247004825933,McLean,32
L5/6 NP_2,0.8640753829710126,0.30622393706490136,0.008088903642416437,McLean,32
L5/6 NP_6,1.0045109421524188,0.3101179665148605,0.002766698629243988,McLean,32
L5/6 NP_4,0.6693952083554654,0.36777708005882875,0.07797588892772135,McLean,32
Lamp5_Lhx6_1,0.10767475821705279,0.15176309758092563,0.48254357826450867,MSSM 1,35
Lamp5_1,0.5987896520057288,0.2590102648804485,0.0265593765212714,MSSM 1,35
Lamp5_2,0.02246120552150097,0.17534605553049587,0.8987784398974956,MSSM 1,35
Lamp5_3,0.20206074538775903,0.29692187548005095,0.5004865324628793,MSSM 1,35
Lamp5_4,0.439918960386908,0.2594133875363118,0.09846616424989747,MSSM 1,35
Lamp5_5,-0.10603366195485375,0.2541831979196887,0.6790179000569153,MSSM 1,35
Lamp5_6,0.4308405533012296,0.3089329913298863,0.17159555193970938,MSSM 1,35
Pax6_1,-0.12586305151590232,0.27836539717152314,0.6538462232353559,MSSM 1,35
Pax6_2,0.7043666572244489,0.28040919265743286,0.016582222820556845,MSSM 1,35
Pax6_3,0.24941547023321803,0.271264968155446,0.36391752625670215,MSSM 1,35
Pax6_4,0.19429677834968417,0.21735843737965713,0.37725334397676213,MSSM 1,35
Sncg_3,0.23101621789073595,0.25903702674580653,0.3783489898359128,MSSM 1,35
Sncg_6,-0.31307932844230235,0.2459140207697236,0.21105242013101233,MSSM 1,35
Sncg_2,0.22897382132397098,0.237657706128905,0.3416798654352483,MSSM 1,35
Sncg_1,-0.018970428993132685,0.28284242327189035,0.9468928561272272,MSSM 1,35
Sncg_8,0.2612686141724406,0.280464492239898,0.357709287359107,MSSM 1,35
Sncg_4,0.10836821840679281,0.2840594808101102,0.7050535703669499,MSSM 1,35
Sncg_5,0.29184988898636066,0.26017746734477615,0.2693281169431106,MSSM 1,35
Vip_14,0.22451063715046074,0.28379026097248244,0.43400674991756794,MSSM 1,35
Vip_15,-0.54045688291515,0.21390534151582233,0.016005655855551488,MSSM 1,35
Vip_16,0.08684413333164692,0.27515612217163415,0.7540969965022866,MSSM 1,35
Vip_4,0.11214434526323849,0.2359444544513068,0.6374158922668506,MSSM 1,35
Vip_5,0.11736792708559741,0.2812330050576912,0.6788882269923807,MSSM 1,35
Vip_6,-0.1317544445657752,0.2755095617186618,0.6353554720434356,MSSM 1,35
Vip_9,0.5217068528526433,0.2711456295007754,0.06219752707081831,MSSM 1,35
Vip_2,-0.1757835457382527,0.3208117885157255,0.5870854146802496,MSSM 1,35
Vip_11,-0.03076493039683471,0.26277267195603893,0.9074423854246526,MSSM 1,35
Vip_13,-0.02299155649802531,0.2708144244413038,0.9328083020071218,MSSM 1,35
Vip_1,0.24972836220192682,0.24480844609753757,0.3144212552524964,MSSM 1,35
Vip_12,-0.916642507214432,0.31887872494682895,0.006720613800389973,MSSM 1,35
Vip_18,-0.26083428173719037,0.28442612935650224,0.36515618814048423,MSSM 1,35
Vip_19,-0.15109954171933748,0.21965450420180874,0.49588270112594457,MSSM 1,35
Vip_21,0.1093184238433323,0.24926881072725124,0.6635775129130266,MSSM 1,35
Vip_23,0.024857948700262606,0.22428498661991447,0.9123590330049328,MSSM 1,35
Sst Chodl_1,0.26532052678167317,0.26191606322542443,0.31775387080661854,MSSM 1,35
Sst_1,0.2300520710309413,0.24635551383088747,0.35655544104021,MSSM 1,35
Sst_4,0.10688441945528611,0.285335089127277,0.7101391111634031,MSSM 1,35
Sst_5,-0.4140047788474532,0.25916266406759486,0.11881516792429589,MSSM 1,35
Sst_7,0.04070925410239297,0.305970953888681,0.894887839071884,MSSM 1,35
Sst_3,-0.22403511135160584,0.3716328278736295,0.550356494884064,MSSM 1,35
Sst_19,-0.38846162817596464,0.2972266915721349,0.19943289129209865,MSSM 1,35
Sst_9,-0.4020882915634826,0.29389067077468184,0.17965801692173378,MSSM 1,35
Sst_10,-0.09206318374572821,0.25062167689464354,0.715495179691262,MSSM 1,35
Sst_13,-0.19899825700920867,0.3091305638573068,0.5237864758315272,MSSM 1,35
Sst_12,-0.2025203097199301,0.2751665341631325,0.46645686172630463,MSSM 1,35
Sst Chodl_2,0.21639858474217283,0.2495056855455617,0.3914598445336448,MSSM 1,35
Sst_11,0.09516674829401138,0.40142867161289997,0.8139328563942817,MSSM 1,35
Sst_20,0.15416299236577413,0.2525402811965558,0.5453608311314921,MSSM 1,35
Sst_22,-0.42982936811707295,0.3029885313078264,0.16452026230692943,MSSM 1,35
Sst_23,-0.2619924295024312,0.3485747910847344,0.45712246798195133,MSSM 1,35
Sst_25,-0.4668326690402187,0.32199761325524906,0.1556841846855475,MSSM 1,35
Sst_2,-0.4459019156412879,0.2494695598897668,0.0822099389543488,MSSM 1,35
Pvalb_6,0.16064055515315404,0.29241580762917924,0.5861187227815272,MSSM 1,35
Pvalb_5,-0.18952583580955965,0.25284610392249585,0.45833569538688945,MSSM 1,35
Pvalb_8,-0.46868214529529434,0.3566004634234321,0.19697322981721113,MSSM 1,35
Pvalb_7,0.3868298397956037,0.2990960148009014,0.20405260272208642,MSSM 1,35
Pvalb_1,-0.18292203450462421,0.21850874875230447,0.4079828679010954,MSSM 1,35
Pvalb_3,-0.30553620390688396,0.2819193394472295,0.2855995174389262,MSSM 1,35
Pvalb_2,0.1872220704455521,0.25897775681002133,0.47434882036642634,MSSM 1,35
Pvalb_15,-0.34132640371569506,0.23245006501131382,0.1505969362530938,MSSM 1,35
Pvalb_14,0.24834326246291524,0.2964431542289928,0.40764732956061955,MSSM 1,35
Pvalb_12,0.26173274615836817,0.32027142873436504,0.419123839334297,MSSM 1,35
Pvalb_10,0.39690426505137427,0.2500334678852214,0.12107919945851822,MSSM 1,35
Pvalb_13,-0.3852540285267223,0.2522920096987503,0.13540878044760984,MSSM 1,35
Pvalb_9,0.14952257935618662,0.2582516092328365,0.5661717953430676,MSSM 1,35
Chandelier_1,0.05313744108402145,0.2481551546700842,0.8316419122691427,MSSM 1,35
Chandelier_2,0.36913054914770227,0.3584947775754649,0.3099660639410707,MSSM 1,35
L2/3 IT_1,0.2702893021050756,0.2711719933720929,0.32547485697948353,MSSM 1,35
L2/3 IT_2,0.26653382621738264,0.2687931725934788,0.32794781566331066,MSSM 1,35
L2/3 IT_6,-0.5342957513576914,0.3397200207787348,0.12443718571579847,MSSM 1,35
L2/3 IT_7,0.844494347388524,0.33955785375481684,0.01760214947319264,MSSM 1,35
L2/3 IT_5,-0.17093144725574577,0.31659168113262637,0.5925493335998979,MSSM 1,35
L2/3 IT_13,0.3130508106764422,0.39187220256931593,0.4295587678035684,MSSM 1,35
L2/3 IT_10,-0.5435280566392511,0.3830893081819952,0.16447102311477707,MSSM 1,35
L2/3 IT_8,0.40099900203758937,0.2759686399632078,0.1547825386971296,MSSM 1,35
L2/3 IT_12,0.6436385047799487,0.3945588787162076,0.11146155781104407,MSSM 1,35
L6 IT_1,0.3557575570694225,0.3358090893412017,0.29640198533218115,MSSM 1,35
L6 IT_2,0.07821487479249464,0.38460984054510816,0.8399860901721372,MSSM 1,35
L4 IT_2,0.066263842768024,0.20016249727654298,0.7425066401496876,MSSM 1,35
L4 IT_3,0.8253728258285442,0.3188801888084358,0.013778437623056757,MSSM 1,35
L4 IT_4,0.5832728600676805,0.25842788244375586,0.030108767899308206,MSSM 1,35
L5 IT_1,0.12885158490098508,0.2861469927489879,0.6551683525168377,MSSM 1,35
L5 IT_3,-0.06343411139647866,0.2647452801983152,0.8119824359200645,MSSM 1,35
L2/3 IT_3,-0.6721604901253075,0.31991705186871333,0.04263021419594061,MSSM 1,35
L4 IT_1,0.4756137499546875,0.26326599641441034,0.0791070559985595,MSSM 1,35
L5 IT_2,0.15282024946074965,0.19880945537021275,0.44704871938304225,MSSM 1,35
L5 IT_5,-0.49461866641514607,0.33229768230580575,0.14524568903339824,MSSM 1,35
L5 IT_6,0.41280105414665674,0.33834077379871974,0.23028993906021372,MSSM 1,35
L5 IT_7,-0.338769218275867,0.3268627135069794,0.30684616765880207,MSSM 1,35
L5 ET_1,0.39305928056647443,0.253678743650506,0.12993668870694491,MSSM 1,35
L5 ET_2,0.12674724816666785,0.25141603115590894,0.6172084514400638,MSSM 1,35
L6 CT_1,1.6790880513853326,0.3861783058977655,1.0623499605582197e-4,MSSM 1,35
L6 CT_2,0.26486982811435955,0.3568114447367208,0.4626589967545721,MSSM 1,35
L6 CT_3,0.2941602218525379,0.3411862084736904,0.3942445239363064,MSSM 1,35
L6b_1,1.1232529415664692,0.2965584282485298,5.517012192165888e-4,MSSM 1,35
L6b_2,1.0124162409418163,0.31096638881100985,0.00245012744999695,MSSM 1,35
L6b_3,0.3275335266888744,0.2733122871270631,0.2385187634743741,MSSM 1,35
L6b_4,0.371252490290637,0.31650212376071757,0.24842780971987852,MSSM 1,35
L6b_6,-0.12410843189456428,0.3826404585766987,0.7475334135566734,MSSM 1,35
L6 IT Car3_1,-0.19348382725164437,0.328325672341416,0.5593005051983428,MSSM 1,35
L6 IT Car3_2,0.1485523509751278,0.28156113655068515,0.6009798469829213,MSSM 1,35
L6 IT Car3_3,0.315866365727323,0.36604487904148997,0.39383856892598357,MSSM 1,35
L5/6 NP_1,0.1686696788909772,0.3118450873504608,0.5918906979299123,MSSM 1,35
L5/6 NP_2,-0.15528490241829648,0.33484796733315164,0.6455926730812243,MSSM 1,35
L5/6 NP_4,1.2418089067926854,0.2645380691078425,3.735622622956293e-5,MSSM 1,35
Lamp5_Lhx6_1,-0.0085609565973533,0.08209977463200883,0.9170600452977625,MSSM 2,185
Lamp5_1,-0.011949373673312776,0.15114819927334372,0.9370694368698866,MSSM 2,185
Lamp5_2,-0.0037429855166171222,0.08493633818138942,0.9648959403468768,MSSM 2,185
Lamp5_3,0.15226463266460696,0.12329953687017242,0.2183721924561496,MSSM 2,185
Lamp5_4,-0.026405485408405642,0.12959823708150575,0.8387658097020144,MSSM 2,185
Lamp5_5,0.06868573578313002,0.11014781766934396,0.5336457204948579,MSSM 2,185
Lamp5_6,0.17488862513779482,0.147949105533173,0.23863478992267098,MSSM 2,185
Pax6_1,-0.05260591777808429,0.10542589648186163,0.6183618996545839,MSSM 2,185
Pax6_2,-0.003776631233554799,0.15025813753018566,0.9799739808146061,MSSM 2,185
Pax6_3,0.06381740898522695,0.13921559846938866,0.6471789954438885,MSSM 2,185
Pax6_4,-0.15702693279963695,0.14687173437644474,0.2863487294258737,MSSM 2,185
Sncg_3,0.11008378316185402,0.12197447719030875,0.36791537270546404,MSSM 2,185
Sncg_6,0.0444075612192685,0.09837789809298599,0.6522128602658168,MSSM 2,185
Sncg_2,-0.11345026116775313,0.15252705272326922,0.4579051183352829,MSSM 2,185
Sncg_1,-8.671277966459861e-4,0.11437260223139413,0.9939586925928621,MSSM 2,185
Sncg_8,-0.1682082697139981,0.10994537233180135,0.127682601829278,MSSM 2,185
Sncg_4,-0.044473507967275706,0.11226891577393894,0.6924466639830282,MSSM 2,185
Sncg_5,-0.07865603199158983,0.11623415653062329,0.49940949778313815,MSSM 2,185
Vip_14,0.11813116373433885,0.10731546219398538,0.27237010686771496,MSSM 2,185
Vip_15,0.05874767822926014,0.07725976512905736,0.4479542096553779,MSSM 2,185
Vip_16,0.06721903558633492,0.11178996366041515,0.5483517631606282,MSSM 2,185
Vip_4,-0.10934391785498519,0.07984085988170747,0.17243702335519356,MSSM 2,185
Vip_5,-0.22011336926418584,0.1320707965414312,0.0972197591254477,MSSM 2,185
Vip_6,-0.011093755071274747,0.10269347142149371,0.9140865179410957,MSSM 2,185
Vip_9,-0.10350926296663046,0.10015156612374179,0.3026590786154302,MSSM 2,185
Vip_2,-0.010916274507121196,0.09291094321938116,0.9065932758276108,MSSM 2,185
Vip_11,-0.11804256166128378,0.09005292377842845,0.19148812976635635,MSSM 2,185
Vip_13,-0.17141751039588995,0.12155695306168376,0.16010530501055836,MSSM 2,185
Vip_1,-0.04208871181394244,0.09184118460473725,0.647272159716321,MSSM 2,185
Vip_12,0.020275009342538772,0.10222989263233362,0.8429988052048695,MSSM 2,185
Vip_18,-0.10080643117239649,0.10196955360474633,0.3241075384553659,MSSM 2,185
Vip_19,-0.017447596016558372,0.067543591027078,0.7964399404144391,MSSM 2,185
Vip_21,-0.09792544561463891,0.09972183377967213,0.3273437431500703,MSSM 2,185
Vip_23,0.033301413100879466,0.08046164677165507,0.6794248881912566,MSSM 2,185
Sst Chodl_1,-0.13469203070263935,0.12497436460516897,0.2824956554148167,MSSM 2,185
Sst_1,0.1115143848873687,0.10109155039289945,0.27136454440403196,MSSM 2,185
Sst_4,0.08155996274572029,0.10911162740128755,0.45568261548320776,MSSM 2,185
Sst_5,0.091172518822481,0.11560544200646766,0.43128881342244085,MSSM 2,185
Sst_7,0.0999733659626886,0.11293642959150772,0.3771474121548154,MSSM 2,185
Sst_3,-0.05112238341128714,0.12198586690426416,0.6756233352025129,MSSM 2,185
Sst_19,0.028638374039529634,0.10263100995618123,0.7805131378366408,MSSM 2,185
Sst_9,0.04475113850044093,0.09961679765926656,0.6537708664726899,MSSM 2,185
Sst_10,0.0689803760574678,0.10541551433847463,0.5136595866720276,MSSM 2,185
Sst_13,-0.24197015164338662,0.10487335860276192,0.022107846118602097,MSSM 2,185
Sst_12,0.15448730963051174,0.10924106466578391,0.15892808165528696,MSSM 2,185
Sst Chodl_2,0.046154725198724274,0.13166442246675114,0.7263120078934373,MSSM 2,185
Sst_11,-0.04448681664392529,0.12931916821114878,0.7312171679846302,MSSM 2,185
Sst_20,-0.019360690560065338,0.13570857375410464,0.8867055177425385,MSSM 2,185
Sst_22,-0.14624501245382296,0.13152197456118567,0.26755417476287546,MSSM 2,185
Sst_23,0.04396413470332451,0.12995406151122063,0.7355032195299831,MSSM 2,185
Sst_25,-0.04870349646012197,0.15448290945291485,0.7529010168138547,MSSM 2,185
Sst_2,-0.1386578175846068,0.10383962125968538,0.1833582632416244,MSSM 2,185
Pvalb_6,-0.12797843183652655,0.09276428324505477,0.16931330392209476,MSSM 2,185
Pvalb_5,0.032964056275102384,0.1044793999290957,0.7527192117125343,MSSM 2,185
Pvalb_8,0.014795631393769677,0.11373008624392925,0.8966281829233734,MSSM 2,185
Pvalb_7,0.00800212754626012,0.09888489779689567,0.9355870412900649,MSSM 2,185
Pvalb_1,-0.030127220366840655,0.0952523482448683,0.7521274871909129,MSSM 2,185
Pvalb_3,0.06894066278467743,0.09623158736507721,0.47461347353579864,MSSM 2,185
Pvalb_2,-0.2658683927228899,0.12794830283352437,0.03904656289895825,MSSM 2,185
Pvalb_15,-0.11826801478120337,0.08003600440690524,0.14113219349926936,MSSM 2,185
Pvalb_14,0.06274745644570735,0.10403317607479856,0.5471224127651177,MSSM 2,185
Pvalb_12,0.19849238322782173,0.11536270805265297,0.08693718876497256,MSSM 2,185
Pvalb_10,0.06093418513811746,0.09879992480615366,0.5381354439479806,MSSM 2,185
Pvalb_13,0.0861735647426627,0.10373373303454134,0.4071653298151796,MSSM 2,185
Pvalb_9,-0.08828214806104714,0.09844824351037493,0.3709835657842685,MSSM 2,185
Chandelier_1,0.008138810543611062,0.08666237533258905,0.9252754995332695,MSSM 2,185
Chandelier_2,0.009838666364253783,0.11847779221898803,0.9339045175992604,MSSM 2,185
L2/3 IT_1,-0.15425366549880853,0.10215133537220193,0.1326761473582473,MSSM 2,185
L2/3 IT_2,0.00392515948544726,0.13924905233775997,0.9775414733680019,MSSM 2,185
L2/3 IT_6,-0.17192691510083888,0.14883097119237768,0.24945278812917376,MSSM 2,185
L2/3 IT_7,-0.006026164670322665,0.1423884942943317,0.9662860373627356,MSSM 2,185
L2/3 IT_5,-0.06798426446920879,0.1426329115515038,0.6341624678217994,MSSM 2,185
L2/3 IT_13,-0.13687905875445483,0.14968964897540654,0.36164479006376593,MSSM 2,185
L2/3 IT_10,0.12467093120379756,0.195337499904698,0.5240829737989818,MSSM 2,185
L2/3 IT_8,-0.2577028221222621,0.1560382242233894,0.10026528276588736,MSSM 2,185
L2/3 IT_12,-0.07834958372309762,0.16348745409574997,0.6323144549849425,MSSM 2,185
L6 IT_1,0.0750444719206286,0.1287735500067863,0.5607372692072581,MSSM 2,185
L6 IT_2,0.12384048980718838,0.14721133766027436,0.40125942742878207,MSSM 2,185
L4 IT_2,0.06630384560696569,0.10066700915865505,0.5109134573176108,MSSM 2,185
L4 IT_3,-0.08635999097573974,0.14245843062708877,0.5450908313359022,MSSM 2,185
L4 IT_4,0.008906140809371882,0.10882182976405844,0.9348581000293003,MSSM 2,185
L5 IT_1,0.02559940423277624,0.10204195403996599,0.8021821026125294,MSSM 2,185
L5 IT_3,0.011123539294210531,0.10906318478831294,0.9188698088000566,MSSM 2,185
L2/3 IT_3,0.10245852622714115,0.13449423911844563,0.4471114482146272,MSSM 2,185
L4 IT_1,0.007895075445377403,0.12002078415330995,0.9476207725480486,MSSM 2,185
L5 IT_2,0.018876446309939805,0.12369716193492943,0.8788724785203157,MSSM 2,185
L5 IT_5,0.0943821534642955,0.1503130932598503,0.53081385881677,MSSM 2,185
L5 IT_6,0.05111359819323476,0.14234182865125422,0.7199223682142439,MSSM 2,185
L5 IT_7,0.13285352034985964,0.12273521530561717,0.2804159256562941,MSSM 2,185
L5 ET_1,0.04146762996899186,0.1492968242284565,0.7815011803359786,MSSM 2,185
L5 ET_2,0.14372339970937587,0.12513810430283376,0.25218496501252335,MSSM 2,185
L6 CT_1,-0.11660090191850332,0.14900130273239942,0.43485672090611993,MSSM 2,185
L6 CT_2,-0.09383887251615702,0.12579405049541084,0.4565974180479826,MSSM 2,185
L6 CT_3,0.1153523981185271,0.1335927183075548,0.3889612540681454,MSSM 2,185
L6 CT_4,0.06632480950925455,0.1452306744661616,0.6484135255073642,MSSM 2,185
L6b_1,0.49391980501574945,0.16948540622433336,0.003989590619497654,MSSM 2,185
L6b_2,0.11271925829048378,0.1329997639584063,0.3977645680454204,MSSM 2,185
L6b_4,0.3896959692076158,0.11805633909930038,0.0011491025037244401,MSSM 2,185
L6b_5,-0.004896270820583334,0.14344765436565676,0.9728067428353725,MSSM 2,185
L6b_6,0.2465622195579167,0.14446763031422946,0.08949706621952772,MSSM 2,185
L6 IT Car3_1,9.850787781896026e-5,0.12288986687715135,0.9993612530285011,MSSM 2,185
L6 IT Car3_2,0.03446075487416553,0.13641692111184028,0.8008374099308987,MSSM 2,185
L6 IT Car3_3,-0.1777326895504784,0.12487202989236519,0.1562683265511392,MSSM 2,185
L5/6 NP_1,0.09595043326652805,0.13356930852518506,0.4734113728764171,MSSM 2,185
L5/6 NP_2,0.25637817010069675,0.1403817047288697,0.06936074532514475,MSSM 2,185
L5/6 NP_3,0.0662520601768174,0.14294480992209288,0.6435458410205211,MSSM 2,185
L5/6 NP_6,0.010109605570319266,0.1450355086221025,0.9445015976595705,MSSM 2,185
L5/6 NP_4,-0.03680230350143559,0.12294714965468753,0.765009054880111,MSSM 2,185
Lamp5_Lhx6_1,-0.15384488049577616,0.5207200047311435,0.7707688429401667,Multiome,11
Lamp5_1,0.13127697376105535,0.47070886123350963,0.7832573700840852,Multiome,11
