supertype,beta,se,p,dataset,n_donors
Pvalb_13,0.18111890744564788,0.34251855447783824,0.6056602961389537,Batiuk,15
Pvalb_9,0.2791915089637051,0.2983197455878992,0.3660054900331776,Batiuk,15
Chandelier_1,-0.15061328715954422,0.4651179501454722,0.7511082578660695,Batiuk,15
Chandelier_2,0.03697323836684345,0.5486897044694186,0.9472772633646563,Batiuk,15
L2/3 IT_1,-0.2911974495734984,0.4927287947093236,0.5644292293974602,Batiuk,15
L2/3 IT_2,-0.6894376900965634,0.5591531135279378,0.23890820007125438,Batiuk,15
L2/3 IT_6,0.19605016917751936,0.4363886577913595,0.6604753191646482,Batiuk,15
L2/3 IT_7,-0.22849659954594062,0.48078557990592025,0.6423084975012618,Batiuk,15
L2/3 IT_5,0.18367009168555753,0.26515629046642913,0.5004143656318009,Batiuk,15
L2/3 IT_13,0.004451654920843987,0.3393573177711174,0.9897283229858627,Batiuk,15
L2/3 IT_10,0.46902265949560057,0.4061184085307778,0.2684482540081822,Batiuk,15
L2/3 IT_8,-0.20802859801017096,0.38447517525723696,0.5973980256699809,Batiuk,15
L2/3 IT_12,0.10462519011911965,0.4697082854462959,0.8271157652945295,Batiuk,15
L6 IT_1,-0.1766607396432343,0.5656103235176212,0.7596242304184782,Batiuk,15
L6 IT_2,0.6180955413649908,0.33349769368045407,0.08612295714348162,Batiuk,15
L4 IT_2,-0.2558033584092407,0.36959690664521594,0.5007619091008961,Batiuk,15
L4 IT_3,0.3224001034072509,0.6374462482937536,0.621291434209166,Batiuk,15
L4 IT_4,-0.057947027857849415,0.3579649215656412,0.8738326686652552,Batiuk,15
L5 IT_1,0.1811492831768795,0.2614839344792733,0.500360950234389,Batiuk,15
L5 IT_3,0.31814245818665177,0.3181483116287646,0.3351529364371516,Batiuk,15
L2/3 IT_3,0.48670903460306,0.31987377803046646,0.15151508348653772,Batiuk,15
L4 IT_1,0.3119232543713722,0.4457690076266616,0.496136936516572,Batiuk,15
L5 IT_2,0.3243821894837214,0.3054673620848262,0.3071603074099427,Batiuk,15
L5 IT_5,0.5081729087765496,0.2927166780544844,0.10562940658747708,Batiuk,15
L5 IT_6,0.38707563741932927,0.6459454674036778,0.559075961507169,Batiuk,15
L5 IT_7,0.26950350993235317,0.39105903836676165,0.5025582275556975,Batiuk,15
L5 ET_1,0.2228960789538229,0.7511870561697793,0.7712561357676719,Batiuk,15
L5 ET_2,0.3236491573131214,0.5036104904333054,0.5313612102867916,Batiuk,15
L6 CT_1,0.2156377182644271,0.628005895115582,0.7366840379567354,Batiuk,15
L6 CT_2,0.9140784693484139,0.25620760691984074,0.0033221607746263715,Batiuk,15
L6 CT_3,0.11020269439282537,0.48733365939896894,0.8245328219608374,Batiuk,15
L6 CT_4,0.4187153380014087,0.49206637139358955,0.4098545969597984,Batiuk,15
L6b_1,1.8877419313006716,0.7688140874878322,0.028537102653654126,Batiuk,15
L6b_2,0.7782524540882794,0.9449292141527437,0.42467379637364777,Batiuk,15
L6b_3,0.0946550500685625,0.3480871019732318,0.7898488865935528,Batiuk,15
L6b_4,0.5551397879761407,0.5316946837242077,0.31503427955481966,Batiuk,15
L6b_5,1.1193310359402842,0.3840351611887454,0.011815443117041996,Batiuk,15
L6b_6,0.4332280589623632,0.4139147749111788,0.31389224069909255,Batiuk,15
L6 IT Car3_1,-0.14313743011255442,0.8132705077689587,0.8629417913426496,Batiuk,15
L6 IT Car3_2,0.46545727849987945,0.5642366051989017,0.4239479903632024,Batiuk,15
L6 IT Car3_3,0.5746272401508936,0.26314446963202875,0.04744855419272616,Batiuk,15
L5/6 NP_1,0.43109581949953474,0.25018835744296325,0.10801079663409592,Batiuk,15
L5/6 NP_2,0.22744249683752688,0.326384951411678,0.49788534589637135,Batiuk,15
L5/6 NP_3,0.6403786424761111,0.3839773328055174,0.1187080943652384,Batiuk,15
L5/6 NP_6,-1.489275027729161,0.5779991377268741,0.022659812926822044,Batiuk,15
L5/6 NP_4,0.06407133141096152,0.2653692074593332,0.8128921578865193,Batiuk,15
Lamp5_Lhx6_1,-0.07320988508258063,0.07241972744030538,0.3161263480351204,Fröhlich,61
Lamp5_1,-0.618265639117752,0.19826673487007954,0.0027946743492114597,Fröhlich,61
Lamp5_2,0.08520540777107327,0.06626675190197176,0.20346466622054674,Fröhlich,61
Lamp5_3,0.22346030365400496,0.12126377167145012,0.07031504270456213,Fröhlich,61
Lamp5_4,0.02808657586816538,0.11720563471103852,0.8114315359217633,Fröhlich,61
Lamp5_5,0.07092392013908748,0.10042962271630322,0.4827991059938286,Fröhlich,61
Lamp5_6,0.040674069208779175,0.1713604571183997,0.8131879094662977,Fröhlich,61
Pax6_1,-0.002089114836931461,0.0960855535426047,0.9827258560484544,Fröhlich,61
Pax6_2,0.03504995861972302,0.1313264433944936,0.7904693608855242,Fröhlich,61
Pax6_3,-0.09343276632517143,0.1327164776794337,0.48415967061512877,Fröhlich,61
Pax6_4,-0.007046676783662707,0.14409880000166994,0.961160365110313,Fröhlich,61
Sncg_3,0.07220501536993605,0.15917856356021964,0.6517490116301292,Fröhlich,61
Sncg_6,0.05947339302422423,0.11724569928069076,0.6138393447227657,Fröhlich,61
Sncg_2,0.129784308135566,0.16094273529413883,0.42320287024510517,Fröhlich,61
Sncg_1,0.13176270053862651,0.12225422827399472,0.2854560517485359,Fröhlich,61
Sncg_8,0.18385596248978087,0.11481929274986029,0.11458111414127593,Fröhlich,61
Sncg_4,0.2261338648845688,0.12613086351240674,0.07804740444910493,Fröhlich,61
Sncg_5,-0.020579300115353298,0.18358740821999356,0.9111226780546391,Fröhlich,61
