supertype,beta,se,p,k,I2,Q_p,dropped
Vip_2,-0.09680658943081699,0.06332604644900043,0.12633858861295053,6,0,0.6667560835051715,HBCC
Vip_21,-0.02258864948349408,0.06803335241585898,0.7398717617267763,6,10.907955716719743,0.34580237028617966,HBCC
Vip_23,-0.018928129628723294,0.04821834887349063,0.6946516180404251,6,0,0.9139028185217087,HBCC
Vip_4,-0.08130108395925521,0.05294674091083002,0.12465473733627264,6,0,0.6874322326453614,HBCC
Vip_5,-0.06553703130785085,0.07610140242352319,0.3891387285045185,6,12.503761451207493,0.33499447376744096,HBCC
Vip_6,0.010476417206619052,0.07225106457153604,0.8847107314370548,6,26.2322690004258,0.23767868098232428,HBCC
Vip_9,-0.036418979642089046,0.06535804752373638,0.5773753664165692,6,18.440861861266985,0.2937250894876271,HBCC
Chandelier_1,-0.034794416622858336,0.0493151483350814,0.48046659312230355,6,0,0.9099108677388721,McLean
Chandelier_2,0.15724271625122732,0.07175047358904206,0.028414064806625308,6,0,0.7354456078891478,McLean
L2/3 IT_1,-0.05048871242353211,0.06479060044093475,0.43582667116991436,6,3.3443233836740793,0.3951339115995353,McLean
L2/3 IT_10,-0.1711869063724293,0.08697411558593572,0.049039143154231295,6,29.920513634191813,0.21080974262228025,McLean
L2/3 IT_12,-0.051196987578651106,0.0849552386322883,0.5467516304472637,6,0,0.5257762192565234,McLean
L2/3 IT_13,-0.0860950524822189,0.0765776633264274,0.26089250376319606,6,0,0.8307695606195354,McLean
L2/3 IT_2,0.05733854141865523,0.08377676031570691,0.49370960511513523,6,0,0.5512070166993138,McLean
L2/3 IT_3,-0.05544038498378007,0.07566757931168665,0.46375150486732947,6,51.57067979869744,0.06655023287309654,McLean
L2/3 IT_5,-0.024739206919049767,0.062006078318106464,0.6899076820569379,6,0,0.9214482318028234,McLean
L2/3 IT_6,-0.09388659370453872,0.08056087126043851,0.24385232445166038,6,0,0.5776655399482927,McLean
L2/3 IT_7,0.1933920085022113,0.09043410579311274,0.03247737357894868,6,37.854099479047726,0.15374128770611054,McLean
L2/3 IT_8,-0.08367295396838126,0.08387886530619,0.318499977262541,6,38.76058436440057,0.1473904813819515,McLean
L4 IT_1,0.10363065928947877,0.06232167517575613,0.09634547957424737,6,0,0.6983543503909199,McLean
L4 IT_2,0.014307100507286728,0.05359089132216147,0.7894931179670126,6,0,0.804592611806817,McLean
L4 IT_3,0.040408074968473505,0.07691485731396777,0.599332181755566,6,68.82652527987358,0.006732826051338148,McLean
L4 IT_4,0.04849809124861237,0.061080461035351516,0.42719347571010535,6,11.466294939608868,0.3420357975027659,McLean
L5 ET_1,0.142856754307261,0.09337871029123655,0.12605032414779957,6,0,0.7013414796163502,McLean
L5 ET_2,0.07180700092000084,0.0809064194023215,0.37479278049184805,6,0,0.5629983462642152,McLean
L5 IT_1,0.011479578980939799,0.05677101779829058,0.8397537747759313,6,0,0.9467192284419352,McLean
L5 IT_2,0.005636284078620318,0.05742254834695364,0.9218095763147784,6,0,0.8514380971563676,McLean
L5 IT_3,-0.035455168294854636,0.06308922025907326,0.5741265322862315,6,0,0.46275056596530156,McLean
L5 IT_5,-0.03191841177868367,0.06932889872706095,0.6452354821066624,6,26.580533627238818,0.2351443207759073,McLean
L5 IT_6,0.11456661191728354,0.07559661103769147,0.12964600475781193,6,0,0.5257626430846705,McLean
L5 IT_7,-0.04243480401461838,0.06941673540081378,0.540997618739866,6,41.64734064168029,0.12755912915059348,McLean
L5/6 NP_1,0.07424619817661057,0.07006050909616851,0.28926111839099544,6,0,0.6662942338013929,McLean
L5/6 NP_2,0.1058767010124529,0.07850060804458106,0.17742134848859,6,0,0.4954878311582691,McLean
L5/6 NP_3,0.0260923337813874,0.07984978065413091,0.743843547461724,3,33.55758107681587,0.22200339523195997,McLean
L5/6 NP_4,0.15394010663124233,0.07384275753387948,0.037096405363055286,6,76.60383883665627,6.891870267922052e-4,McLean
L5/6 NP_6,0.06844412589730244,0.07764703973531013,0.3780593751608686,5,68.06143620331218,0.013851468949170302,McLean
L6 CT_1,0.19145976782327634,0.10004757754136526,0.05566013644384708,6,76.2431333960611,7.938195242494339e-4,McLean
L6 CT_2,0.08524287716392187,0.08349773080885355,0.3073015707009201,6,68.64925944443509,0.006992404847593504,McLean
L6 CT_3,0.12735054128794382,0.07918828303108039,0.10779153658674794,6,0,0.9408463709984347,McLean
L6 CT_4,0.1205819291439848,0.0871666570840619,0.16655780558527444,5,0,0.42661511149553244,McLean
L6 IT Car3_1,-0.06857382778428378,0.0826944176836447,0.4069665017211412,6,0,0.48504092185451153,McLean
L6 IT Car3_2,0.014855467455946507,0.08618000379758849,0.8631409983231322,6,0,0.7906412158004421,McLean
L6 IT Car3_3,0.05483803332712139,0.06971124389836701,0.43148944116937804,6,44.533732916455044,0.10848767318794403,McLean
L6 IT_1,0.06975888821915414,0.08416607575075591,0.40720383977031444,6,0,0.9035381117946525,McLean
L6 IT_2,0.10327736878348527,0.08699649461893319,0.23517081543548327,6,0,0.505156569408001,McLean
L6b_1,0.4611456682951138,0.10490938859109056,1.1043830394302774e-5,6,66.92900116269368,0.00986584206233108,McLean
L6b_2,0.1624344388334707,0.09249010425422458,0.07904814205776105,6,53.884940055996694,0.0545948877413596,McLean
L6b_3,0.0826431407704506,0.09112932027395271,0.36447151906083125,4,0,0.707992799828587,McLean
L6b_4,0.2823281023066133,0.08173936424139648,5.523289011796146e-4,6,0,0.5845156186436318,McLean
L6b_5,0.053258739988739236,0.07678481928734487,0.487926645272339,5,65.54443432916477,0.02050714490194777,McLean
L6b_6,0.12148273467448628,0.09108441773619894,0.18228978851418684,6,0,0.46095655954466846,McLean
Lamp5_1,0.003554955032129731,0.07863086054088249,0.9639393779172167,6,69.3951064976904,0.0059443370386029325,McLean
Lamp5_2,0.055486506245740044,0.04273985505688786,0.19420554549765032,6,0,0.9219834464818105,McLean
Lamp5_3,0.11787725670712068,0.06874537875899729,0.0864014289978758,6,55.31466376713796,0.047752270201348555,McLean
Lamp5_4,0.06250985291264627,0.07023633191085157,0.3734695746930479,6,0,0.49834121557205846,McLean
Lamp5_5,0.013517443939471994,0.06358645342930228,0.8316516814615977,6,0,0.5078868140658064,McLean
Lamp5_6,0.1362088064271928,0.08798466317175532,0.12159890782264547,6,0,0.8411687313683803,McLean
Lamp5_Lhx6_1,-0.012359455495486659,0.04379147982275346,0.7777638971130836,6,0,0.877465828300656,McLean
Pax6_1,-0.034689919019225184,0.06161380215278261,0.5734199817023266,6,0,0.8010985118866695,McLean
Pax6_2,0.1092395637744835,0.08957827354454827,0.22265930665823727,5,30.530395056876024,0.21797156971832185,McLean
Pax6_3,0.04561281820343164,0.0760953771038917,0.5488952327968963,6,0,0.7779944062950818,McLean
Pax6_4,0.02511096116868312,0.07789986112710308,0.7471881327214738,6,11.809677859078414,0.3397113162262987,McLean
Pvalb_1,-0.036418733612176936,0.060610228256689457,0.5479280513600921,6,0,0.745971102230544,McLean
Pvalb_10,0.0297973911508801,0.06920275485087511,0.6667730612756607,6,7.629462795283782,0.36758215526990934,McLean
Pvalb_12,0.14260274348258328,0.0690696908327504,0.03895886189899889,6,0,0.9379833417062685,McLean
Pvalb_13,0.0760812286427238,0.06470821381861563,0.23969141762343354,6,9.237054547472743,0.35697576147461424,McLean
Pvalb_14,0.11944556963454435,0.06617797411676105,0.07108809890605192,6,9.833877345007933,0.35300197086616375,McLean
Pvalb_15,-0.09125095964989197,0.04530944727542731,0.04401478717583404,6,0,0.7841263902239238,McLean
Pvalb_2,-0.11300097281712174,0.06325758910853395,0.07404061449773384,6,11.361399367681688,0.3427446616988377,McLean
Pvalb_3,-0.05879637772379374,0.057641171570691915,0.3077088564411889,6,0,0.43882393990467816,McLean
Pvalb_5,-0.05891957896767303,0.06462932488230963,0.36195091541744884,6,0,0.6308712298142598,McLean
Pvalb_6,-0.14800210209668233,0.054760207033365,0.006877240519737215,6,0,0.9018791790093713,McLean
Pvalb_7,0.07457967869647647,0.06969905541090655,0.28460839858250114,6,0,0.8451814481823472,McLean
Pvalb_8,-0.005594479863843958,0.07241784235112511,0.9384224522679431,6,34.73859213273472,0.17590447761438882,McLean
Pvalb_9,-0.025455739662666118,0.06285093627928803,0.6854645237361607,6,0,0.8110969636531714,McLean
Sncg_1,0.022404449292899725,0.06998503225357627,0.748868258345434,6,0,0.653282232220551,McLean
Sncg_2,0.13540267551074778,0.08505826480845154,0.11141134012946945,6,68.95443164308197,0.00654962115804308,McLean
Sncg_3,0.06066326465338767,0.07570341233382415,0.42294178019455897,6,31.186076687341085,0.2015991953693261,McLean
Sncg_4,0.01601883315550918,0.07002302575257957,0.8190513974539217,6,30.73418475271131,0.20488599791682904,McLean
Sncg_5,0.01248066710566682,0.07763325169483924,0.8722789247973076,6,0,0.489839516443324,McLean
Sncg_6,0.013190164884243464,0.06295041867032833,0.8340324891671659,6,0,0.4610928603032835,McLean
Sncg_8,0.009545712250311889,0.06593101801618755,0.8848819453250075,6,36.08197748632261,0.166291970175181,McLean
Sst Chodl_1,-0.06714806493340254,0.07449993005244951,0.3674197156582714,6,0,0.433816304560646,McLean
Sst Chodl_2,0.10064703826232911,0.07711862588444596,0.19186091959033197,6,0,0.8348573821317792,McLean
Sst_1,0.05612330878086961,0.06450809870854758,0.38428970543712254,6,5.157311797569606,0.38360755077520686,McLean
Sst_10,0.054175133279560916,0.06170602971271273,0.3799679994565569,6,0,0.8080592011374017,McLean
Sst_11,-0.15019266139058232,0.07957541832201175,0.05910313881338101,6,24.49150821358754,0.2503229025025192,McLean
Sst_12,-0.04451135849297557,0.06796786335983881,0.5125396736779237,6,42.612342426826636,0.12108816376808774,McLean
Sst_13,-0.09877050039685163,0.059157260306060465,0.09499338129245914,6,0,0.5879498975266744,McLean
Sst_19,-0.052321465939522235,0.05736010674712911,0.36168568112794075,6,0,0.5571286762837163,McLean
Sst_2,-0.24576044103397268,0.06316637093119093,9.996170176588686e-5,6,0,0.44134466244458687,McLean
Sst_20,-0.16340905853168464,0.07764317110282631,0.03532474959503888,6,41.23080945054367,0.1303788173718647,McLean
Sst_22,-0.2654979351893984,0.08351227651407005,0.0014770835640096577,6,18.71088306404749,0.2918128500091629,McLean
Sst_23,-0.07192238317980316,0.07341023480029488,0.32721824419174506,6,0,0.5108663562194877,McLean
Sst_25,-0.2492851933918603,0.08560899049718064,0.0035923259921577626,6,0,0.5140742188357016,McLean
Sst_3,-0.2208634135313804,0.06902439243787921,0.0013752877011372418,6,0,0.437680062028168,McLean
Sst_4,0.05224114585395708,0.0690836836805901,0.44952873521995673,6,0,0.8813603491557594,McLean
Sst_5,0.06301109187391356,0.06916830681525074,0.3623047863120824,6,1.47400521552614,0.40681958231972265,McLean
Sst_7,-7.088890891505217e-4,0.07001687659485824,0.9919219190562114,6,0,0.6522290070022801,McLean
Sst_9,-0.06197896539581195,0.05779348265448356,0.2835308171988429,6,0,0.6629427442419011,McLean
Vip_1,-0.03775181908675585,0.05275047492923499,0.47419646581591196,6,0,0.842205413874066,McLean
Vip_11,-0.01512445532603298,0.05738488120388945,0.7921176945804774,6,8.432768258196234,0.3623001093525973,McLean
Vip_12,-0.050333591058473355,0.06899070952568703,0.46565271880326214,6,45.80509765008835,0.10038375811204032,McLean
Vip_13,-0.05463687548818916,0.06652576066456264,0.4114816715298177,6,0,0.6378128732243695,McLean
Vip_14,0.06671742099833473,0.06493434920084705,0.30420409561400585,6,5.299209141576881,0.3826972619977443,McLean
Vip_15,-0.0214005800114302,0.04919977469767086,0.6635819310639921,6,30.384167878809855,0.2074334582361572,McLean
Vip_16,0.0332613358979188,0.065324028572073,0.6106298476578951,6,0,0.4729556172315838,McLean
Vip_18,-0.06262760720226221,0.06274829533330373,0.3182422010158427,6,0,0.9326376252022901,McLean
Vip_19,-0.014490873476449851,0.04317699753157428,0.7371607665707478,6,0,0.9536034947137483,McLean
Vip_2,-0.06028926379590887,0.05861343669891312,0.3036718260901055,6,0,0.7911515031477914,McLean
Vip_21,-7.377133765929109e-4,0.0623079845089862,0.990553436025001,6,17.32807847576561,0.3015760411964988,McLean
Vip_23,0.005459099215756228,0.04332058470968869,0.8997190325559357,6,0,0.8928109061161635,McLean
Vip_4,-0.05086052280287246,0.05026489994335037,0.3116099332008386,6,0,0.8450808361810774,McLean
Vip_5,-0.13359345260348113,0.06981045031251351,0.055663638340306985,6,0,0.5433050027073061,McLean
Vip_6,0.02569060472052541,0.0653806191863057,0.6943644273273416,6,21.74275787593503,0.2701693278848931,McLean
Vip_9,0.01164881576081381,0.06182776530336218,0.8505572072740261,6,30.07618261787245,0.2096759817705182,McLean
Chandelier_1,-0.027038150755872264,0.04818951113637686,0.5747432867319684,6,0,0.8473441072230866,MSSM 1
Chandelier_2,0.14563484501381668,0.07135651830938547,0.041256132988840295,6,0,0.786407433069013,MSSM 1
L2/3 IT_1,-0.06033185016200545,0.06262164533035826,0.33532954702916323,6,0,0.5694698704999558,MSSM 1
L2/3 IT_10,-0.1500175701050632,0.0864050278723893,0.0825261028771736,6,18.572810491725292,0.2927909944785987,MSSM 1
L2/3 IT_12,-0.09098177452634311,0.08433077114588497,0.28064655406388966,6,0,0.9631358262544545,MSSM 1
L2/3 IT_13,-0.08414577889033523,0.07424485222415234,0.2570651785986941,6,0,0.9019944033665748,MSSM 1
L2/3 IT_2,0.056138277230748684,0.08630560201694444,0.5153956152434989,6,0,0.4518347146140842,MSSM 1
L2/3 IT_3,-0.06188793070753324,0.07491565764044295,0.4087465656410445,6,52.256591208956685,0.0628984716061243,MSSM 1
L2/3 IT_5,-0.03767487168465896,0.05726987341174686,0.510635807275454,6,0,0.8895780236062096,MSSM 1
L2/3 IT_6,-0.06502821485915515,0.07806534691160995,0.40484631229315843,6,0,0.8444175398873979,MSSM 1
L2/3 IT_7,0.1621329925337435,0.09151898376130146,0.07646468092185879,6,0,0.430037072046843,MSSM 1
L2/3 IT_8,-0.12098253137093355,0.08571351400864824,0.15810443297559879,6,2.4047618408684004,0.40103051741008394,MSSM 1
L4 IT_1,0.028341901094654922,0.05821596333904293,0.6263712161174776,6,0,0.4410614696773135,MSSM 1
L4 IT_2,-0.02268276171596134,0.051336504400793764,0.6586015991610339,6,0,0.4650779913046678,MSSM 1
L4 IT_3,0.00419008245884591,0.07572995181404442,0.9558761489652955,6,49.39776203006104,0.0786785538169426,MSSM 1
L4 IT_4,-0.00212234327500068,0.05944257821212928,0.9715183077731027,6,0,0.8528109468294162,MSSM 1
L5 ET_1,0.13641591854252527,0.09657618105600349,0.15779650608332127,6,0,0.656803097577877,MSSM 1
L5 ET_2,0.056505923523197665,0.07855006208370999,0.47191795289035987,6,0,0.5604428645275482,MSSM 1
L5 IT_1,-0.008715840525322451,0.0534994415392391,0.8705856692832838,6,0,0.9146928384321433,MSSM 1
L5 IT_2,-0.0019374929324431148,0.055002111445650606,0.9718996960194863,6,0,0.9193654092556766,MSSM 1
L5 IT_3,-0.007146237759607333,0.05988981659123647,0.9050193938610761,6,12.850878547403557,0.33262646370515386,MSSM 1
L5 IT_5,-0.027996981705208677,0.06522215897443054,0.667737171948459,6,3.171960641840793,0.39621959768803167,MSSM 1
L5 IT_6,0.09179689942731344,0.07269876549824485,0.20669618208892962,6,0,0.6359372926440144,MSSM 1
L5 IT_7,-0.02546447737246558,0.06881762024703443,0.7113612922970931,6,35.36985767240146,0.1713782879540096,MSSM 1
L5/6 NP_1,0.03125593776201114,0.06510384171412854,0.6311608386237374,6,0,0.4573236061117081,MSSM 1
L5/6 NP_2,0.1693727749311659,0.0780818462869528,0.030069802762168252,6,45.91821681789571,0.0996725485709611,MSSM 1
L5/6 NP_3,0.0260923337813874,0.07984978065413091,0.743843547461724,3,33.55758107681587,0.22200339523195997,MSSM 1
L5/6 NP_4,0.08745463157057924,0.07527162045171104,0.24529478432163226,6,11.408569996900122,0.34242596202437514,MSSM 1
L5/6 NP_6,0.12366411843392806,0.07532197075193749,0.1006300640641769,6,76.30045406111044,7.76426241780025e-4,MSSM 1
L6 CT_1,0.1402004865165543,0.09659781862487281,0.14667308316192706,6,32.09879198516055,0.19496993824031805,MSSM 1
L6 CT_2,0.08993885505432452,0.07808167715474726,0.24938021606532051,6,68.4717531485188,0.007259000102769658,MSSM 1
L6 CT_3,0.12340713909384296,0.07582736398425756,0.1036362543144673,6,0,0.9606175757132188,MSSM 1
L6 CT_4,0.1205819291439848,0.0871666570840619,0.16655780558527444,5,0,0.42661511149553244,MSSM 1
L6 IT Car3_1,-0.03795524443018724,0.08424835972671611,0.6523383309747492,6,25.55640774302092,0.24259304752747912,MSSM 1
L6 IT Car3_2,0.015842281465350737,0.08939600538559316,0.8593397917446629,6,0,0.6635792918641077,MSSM 1
L6 IT Car3_3,0.07648634584317263,0.06376609567310312,0.2303402026499055,6,47.37517122420135,0.0906663493153847,MSSM 1
L6 IT_1,0.09025822687113505,0.0809653734041227,0.26494657299362495,6,0,0.7951270501007637,MSSM 1
L6 IT_2,0.11818869980168575,0.07928105227733141,0.13602558273106835,6,0,0.4909022290873251,MSSM 1
L6b_1,0.3968862140134954,0.10753653530479211,2.236285877152782e-4,6,51.61498315755592,0.06631170336574783,MSSM 1
L6b_2,0.09518661255104637,0.09076723463907183,0.2943212176083261,6,0,0.7232725618778257,MSSM 1
L6b_3,0.09880945075980307,0.09445260118947066,0.29550223263476716,4,47.14573310865114,0.12848359779663426,MSSM 1
L6b_4,0.2564172048152861,0.078980381426757,0.0011679501529877016,6,0,0.5364840911414176,MSSM 1
L6b_5,0.0554107958035249,0.075347749807879,0.46209543222602933,6,57.0089913175835,0.04021951489695294,MSSM 1
L6b_6,0.11397925114875392,0.08258945146184889,0.16756499294894006,6,0,0.4855964038096411,MSSM 1
Lamp5_1,-0.013488990329289593,0.08041277272896158,0.8667824275762882,6,68.72416521563197,0.006881909049489364,MSSM 1
Lamp5_2,0.05030441284266209,0.041656639040270595,0.2272024938131297,6,0,0.8965059109894342,MSSM 1
Lamp5_3,0.09675486230078441,0.06680342155632335,0.1475186606252983,6,56.926961244476765,0.04056932041930825,MSSM 1
Lamp5_4,0.04956341683579072,0.06874725759023653,0.4709395490447736,6,0,0.7676953252779124,MSSM 1
Lamp5_5,0.0064243754930916365,0.0616370959764241,0.9169875869435429,6,0,0.47985226196527836,MSSM 1
Lamp5_6,0.08685917477650323,0.08450944274614303,0.30404185903910713,6,0,0.9139761124535365,MSSM 1
Lamp5_Lhx6_1,-0.006541236688016439,0.04326733590847705,0.8798322527270773,6,0,0.7946307735338537,MSSM 1
Pax6_1,-0.028965705932423046,0.059946057224076026,0.6289564465397306,6,0,0.8172247915375507,MSSM 1
Pax6_2,0.06314700042257577,0.08656309426267945,0.4657013553789207,5,0,0.9000597022201249,MSSM 1
Pax6_3,0.020183043094424244,0.07450043061768546,0.786458896724113,6,0,0.8539722794800845,MSSM 1
Pax6_4,0.04727043261504856,0.07838152825773749,0.5464546172952405,6,34.91388304317138,0.1746461088104461,MSSM 1
Pvalb_1,0.012750122971355242,0.06001828926076794,0.8317658931481601,6,14.251518489642754,0.3230115568485251,MSSM 1
Pvalb_10,0.016023480519653764,0.0692481155874012,0.8170100490074281,6,0,0.5800203099591438,MSSM 1
Pvalb_12,0.11261562466527753,0.0681537162800413,0.09845774686267979,6,0,0.737571683073652,MSSM 1
Pvalb_13,0.10377689434277762,0.06414001650537823,0.10566814967899231,6,0,0.8502458499412361,MSSM 1
Pvalb_14,0.1546895562368902,0.06335449341235674,0.014620276540048606,6,39.82806586009411,0.13998211865621366,MSSM 1
Pvalb_15,-0.05336167494979842,0.042695534930226875,0.21136580917727205,6,0,0.5832343187901231,MSSM 1
Pvalb_2,-0.09776429824513759,0.05925529314896321,0.09896687728128661,6,13.662051836733653,0.3270695687722279,MSSM 1
Pvalb_3,-0.032242351700839944,0.056410674597313755,0.5676168992231363,6,0,0.42947466671396833,MSSM 1
Pvalb_5,-0.06891228565053081,0.06346399754581791,0.2775460310052937,6,0,0.5502999013331905,MSSM 1
Pvalb_6,-0.12395374968039524,0.052185149712284634,0.017536182011747913,6,0,0.5969705894827634,MSSM 1
Pvalb_7,0.1231009339156556,0.06754641399163937,0.06838455277539505,6,41.614548656566456,0.12778055035574643,MSSM 1
Pvalb_8,0.02984438128064234,0.07064437363721968,0.6726897127511926,6,21.93652084621022,0.26877643491857967,MSSM 1
Pvalb_9,-0.0040215483763360715,0.060127004842246395,0.9466738681526912,6,0,0.6108411252526198,MSSM 1
Sncg_1,0.01555100434056731,0.06924088303773428,0.8222960604557348,6,0,0.6239121346767655,MSSM 1
Sncg_2,0.1476203159781237,0.08773731683071412,0.0924668892487123,6,70.67656039222517,0.004403700865410927,MSSM 1
Sncg_3,0.03608380284655518,0.07474702816259397,0.6292763442165088,6,27.576210353697462,0.2278930306826304,MSSM 1
Sncg_4,-0.008561494012788983,0.06787181612708106,0.8996194356822175,6,34.810479142054454,0.1753882817026861,MSSM 1
Sncg_5,-0.008690677328517422,0.0757544485565461,0.9086657321298235,6,0,0.6686814053493841,MSSM 1
Sncg_6,0.01007090335486569,0.06319082849851242,0.8733751165482,6,8.904898055490591,0.35917893829961806,MSSM 1
Sncg_8,-0.015978054705792805,0.06521026324294074,0.8064381432463985,6,31.546573003860978,0.19897918445932417,MSSM 1
Sst Chodl_1,-0.04017740709756938,0.07308957844078208,0.5825245390116573,6,34.56561524594317,0.17714733118029116,MSSM 1
Sst Chodl_2,0.12297778650206301,0.07832470687417437,0.11639136084216944,6,0,0.4700728305494749,MSSM 1
Sst_1,0.05898307519422257,0.0638831139392848,0.35585255080671513,6,6.91432776524746,0.37225390115489376,MSSM 1
Sst_10,0.08018917410090914,0.0599034668628046,0.1806879127912692,6,0,0.7740242028947185,MSSM 1
Sst_11,-0.14054344525395507,0.07816747798360482,0.072180414038717,6,28.96071547204597,0.2178030848553989,MSSM 1
Sst_12,-0.05278715389774434,0.0681881314562107,0.4388480589208107,6,48.101137940357255,0.08629137548376552,MSSM 1
Sst_13,-0.07785231413840234,0.05654483482640494,0.1685665130739621,6,0,0.5071178341376313,MSSM 1
Sst_19,-0.04185356513523473,0.054774407039188566,0.44480285785406526,6,0,0.7562611084180841,MSSM 1
Sst_2,-0.2431079251528457,0.060890017432346,6.535981468684223e-5,6,0,0.5032480670044418,MSSM 1
Sst_20,-0.20621782805548758,0.07821276413509977,0.008373503095103181,6,27.891129681539937,0.22559832776822716,MSSM 1
Sst_22,-0.2592694434047034,0.08394572810994315,0.002011449985374053,6,15.802631564748097,0.312256342241072,MSSM 1
Sst_23,-0.057176584660605025,0.07151120400564889,0.4239731753340915,6,0,0.5453446370849332,MSSM 1
Sst_25,-0.24434721049914668,0.08547502024904921,0.004253844703810312,6,0,0.5507713286266217,MSSM 1
Sst_3,-0.18521545690542052,0.06261130143470961,0.003094620467076225,6,17.61576603447914,0.29955100777181304,MSSM 1
Sst_4,0.03800550585483889,0.06783157322219237,0.5752801019593032,6,0,0.8531901527306277,MSSM 1
Sst_5,0.06261534922759578,0.06910319402925687,0.3648756869226786,6,1.2810886548313143,0.40801292821764035,MSSM 1
Sst_7,0.01374736784940188,0.06764815608846084,0.8389641260456597,6,0,0.5843307830353222,MSSM 1
Sst_9,-0.049096077478560624,0.05549491802582011,0.3763211436414927,6,0,0.8696047476279847,MSSM 1
Vip_1,-0.0641609495623527,0.05030258826782536,0.20213233661577032,6,0,0.962486164466844,MSSM 1
Vip_11,-0.024065011918423244,0.05570018194216761,0.6657083576276898,6,12.629794287936301,0.33413537975333535,MSSM 1
Vip_12,-0.02893918751494024,0.0687119524507402,0.673633345465205,6,0,0.6805084447565793,MSSM 1
Vip_13,-0.05312223624405762,0.06477021028953138,0.4121222563900538,6,0,0.6363044033729396,MSSM 1
Vip_14,0.06129372320398793,0.06539528746463644,0.34861432642923956,6,0.32512451237365864,0.4138930291413298,MSSM 1
Vip_15,0.00794481874891401,0.047617492493104215,0.8674907175855279,6,0,0.9652960408290109,MSSM 1
Vip_16,0.04346055419933129,0.06563462723770824,0.5078693753734855,6,6.543027402026119,0.3746680174535375,MSSM 1
Vip_18,-0.05537783131371297,0.06248138161909063,0.3754508642311719,6,0,0.9739225825430491,MSSM 1
Vip_19,0.0018786660799578019,0.04212246885052297,0.9644260675509438,6,0,0.9219896297557523,MSSM 1
Vip_2,-0.07391849288757021,0.05764229969138625,0.19971448246224954,6,0,0.6070242279801465,MSSM 1
Vip_21,0.00523380398900867,0.06271872222873097,0.9334946631515224,6,25.304440470254644,0.24442362106328944,MSSM 1
Vip_23,-0.0020771497043244624,0.0427715591838806,0.9612669145073145,6,0,0.842940385563379,MSSM 1
Vip_4,-0.07648225836779958,0.04889837791590956,0.11779261915351477,6,0,0.7340419547672199,MSSM 1
Vip_5,-0.10875846424366982,0.06724930686447099,0.10582585876792927,6,12.854793104618983,0.3325997247247226,MSSM 1
Vip_6,0.023299150786225298,0.06498267905414253,0.7199362335207687,6,23.026315452721413,0.2609238307436805,MSSM 1
Vip_9,-0.02723323622753822,0.060144029030999885,0.6506925255631667,6,0,0.5926834900953997,MSSM 1
Chandelier_1,-0.037818267820163995,0.05645931981272714,0.502964793526343,6,0,0.8606198680589825,MSSM 2
Chandelier_2,0.23148915408154036,0.08673165555411544,0.007607127306262273,6,0,0.9910217724001892,MSSM 2
L2/3 IT_1,0.017787302610473305,0.07607847941949679,0.8151386767745724,6,0,0.6311697078578025,MSSM 2
L2/3 IT_10,-0.2362709861110966,0.09343351507765724,0.011446609356656638,6,0,0.49802061141882203,MSSM 2
L2/3 IT_12,-0.0522468104596534,0.09550980813432126,0.584357545496619,6,0,0.508594155320509,MSSM 2
L2/3 IT_13,-0.04967189721393866,0.08353791451229216,0.5521088532140241,6,0,0.802324862654589,MSSM 2
L2/3 IT_2,0.11420644843318596,0.10178620113359399,0.2618527039115251,6,0,0.43318739029247816,MSSM 2
L2/3 IT_3,-0.1753185523880998,0.08682012703242228,0.04345285368957828,6,54.17654701834866,0.05316435345675741,MSSM 2
L2/3 IT_5,-0.03707148473474987,0.06134670226080417,0.5456477543630179,6,0,0.8725901970149025,MSSM 2
L2/3 IT_6,-0.05907349249985608,0.08852334918642693,0.5045670965973306,6,0,0.6352676435352056,MSSM 2
L2/3 IT_7,0.34262338997483416,0.11269250149668936,0.0023631211834987376,6,0,0.42032400088167887,MSSM 2
L2/3 IT_8,-0.005711933574860691,0.09614816494997289,0.9526274444966427,6,23.026540732686602,0.2609222044105574,MSSM 2
L4 IT_1,0.061135173386894295,0.06454011266856491,0.34351494146589595,6,32.404221703589975,0.1927549233421226,MSSM 2
L4 IT_2,-0.044143532467556326,0.057191995917888455,0.4402044089204872,6,0,0.5658025159751915,MSSM 2
L4 IT_3,0.09711164382799052,0.08608963792446388,0.25930749707727624,6,66.54096828246304,0.010605853619991395,MSSM 2
L4 IT_4,0.03456413454885943,0.06843193878457283,0.6134971991770242,6,26.545650227412953,0.2353982256602504,MSSM 2
L5 ET_1,0.24230488653647617,0.11330667582734828,0.0324772143149827,6,0,0.6959212776893176,MSSM 2
L5 ET_2,0.01740877699728939,0.09364500080086502,0.8525217472704237,6,0,0.6474565236266279,MSSM 2
L5 IT_1,-0.014799088032277856,0.061364949609827975,0.809427110557306,6,0,0.9019620834236526,MSSM 2
L5 IT_2,0.006858153201716771,0.058671647689270474,0.9069468944178949,6,0,0.8491695919829131,MSSM 2
L5 IT_3,-0.01833788706683615,0.0691718326730484,0.7909275915769414,6,12.713414613747451,0.3335649505200868,MSSM 2
L5 IT_5,-0.07623876380859519,0.07073306168732688,0.2811061711970341,6,16.772521295877006,0.3054770750363135,MSSM 2
L5 IT_6,0.12418175590843267,0.08203587703900996,0.1300894221142394,6,0,0.537969086964823,MSSM 2
