supertype,beta,se,p,method,k,I2,Q_p,fdr
Pax6_1,-0.044832047604842024,0.06549919342756699,0.49401600992064443,mega: dataset random intercept,NA,NA,NA,0.78207261881491
Pax6_2,0.11480788873591377,0.06472314914537412,0.0767370249142737,mega: dataset random intercept,NA,NA,NA,0.28842536950537356
Pax6_3,0.03218787816968767,0.06310518882666895,0.6102434727004821,mega: dataset random intercept,NA,NA,NA,0.8513160336374275
Pax6_4,0.08357264870437188,0.06426317887506619,0.1940739157443202,mega: dataset random intercept,NA,NA,NA,0.5695611980057635
Sncg_3,0.07036393131601251,0.07105288960775989,0.32253074349051614,mega: dataset random intercept,NA,NA,NA,0.6674658474421388
Sncg_6,-0.0010298976740064979,0.06415476190416035,0.9871986312706409,mega: dataset random intercept,NA,NA,NA,0.9963393593379617
Sncg_2,0.16927185059163494,0.08130905152741304,0.03789661382666038,mega: dataset random intercept,NA,NA,NA,0.19670147176695152
Sncg_1,0.03535889168537115,0.07144050719492931,0.6208714273360285,mega: dataset random intercept,NA,NA,NA,0.8513160336374275
Sncg_8,-0.023833819714900662,0.0673130768593802,0.7234411095436053,mega: dataset random intercept,NA,NA,NA,0.9075922412295866
Sncg_4,-0.02204261049662544,0.07328146407828418,0.7637041403551015,mega: dataset random intercept,NA,NA,NA,0.9075922412295866
Sncg_5,0.02809032895185104,0.07302859261258697,0.7006701857375128,mega: dataset random intercept,NA,NA,NA,0.8985064734751635
Vip_14,0.07395080025403723,0.06488275522868227,0.254964513682857,mega: dataset random intercept,NA,NA,NA,0.5784445599239261
Vip_15,-0.057436604497827705,0.04935629302023556,0.24512912780481472,mega: dataset random intercept,NA,NA,NA,0.5784445599239261
Vip_16,0.05151817391599868,0.0629237896082905,0.413349212228186,mega: dataset random intercept,NA,NA,NA,0.7509177355478712
Vip_4,-0.058895131021725215,0.04929237858160627,0.23276035892185185,mega: dataset random intercept,NA,NA,NA,0.5784445599239261
Vip_5,-0.11080911621539162,0.06673598877956254,0.09749665883472701,mega: dataset random intercept,NA,NA,NA,0.3320979941557889
Vip_6,-0.004521739062295941,0.0616788590137068,0.9415896721093464,mega: dataset random intercept,NA,NA,NA,0.9774597548563692
Vip_9,0.019378330686316725,0.06039856797499201,0.7484729000171166,mega: dataset random intercept,NA,NA,NA,0.9075922412295866
Vip_2,-0.06832518947349546,0.060524477714372464,0.2595207348502428,mega: dataset random intercept,NA,NA,NA,0.5784445599239261
Vip_11,-0.06692371967931102,0.05808515797758954,0.24983585240835182,mega: dataset random intercept,NA,NA,NA,0.5784445599239261
Vip_13,-0.04628542936151715,0.07134821858297695,0.5168301515807314,mega: dataset random intercept,NA,NA,NA,0.78207261881491
Vip_1,-0.03034144213852468,0.05489689989265457,0.5807318691731518,mega: dataset random intercept,NA,NA,NA,0.843996983198314
Vip_12,-0.054345446792304256,0.0661922323174886,0.41204708540900814,mega: dataset random intercept,NA,NA,NA,0.7509177355478712
Vip_18,-0.08808400604263132,0.061958418090072624,0.1557853539106591,mega: dataset random intercept,NA,NA,NA,0.5140770908564839
Vip_19,-0.0196080684881959,0.040268322752138964,0.6265304023459608,mega: dataset random intercept,NA,NA,NA,0.8513160336374275
Vip_21,0.05201682153216743,0.0632109608675344,0.41097599875400426,mega: dataset random intercept,NA,NA,NA,0.7509177355478712
Vip_23,-0.001705298630845728,0.0421595804366072,0.9677525444681248,mega: dataset random intercept,NA,NA,NA,0.9921830219790504
Sst Chodl_1,-0.030884363143186672,0.07036450388806367,0.660918805145742,mega: dataset random intercept,NA,NA,NA,0.8679536115769382
Sst_1,0.0668052349219115,0.06204312901081505,0.28213997053023093,mega: dataset random intercept,NA,NA,NA,0.6030050350548073
Sst_4,0.0021621496843370275,0.06624839249586949,0.9739778289152146,mega: dataset random intercept,NA,NA,NA,0.9921830219790504
Sst_5,0.032825211186910064,0.06862324138971919,0.6326293460975378,mega: dataset random intercept,NA,NA,NA,0.8513160336374275
Sst_7,0.0061453876592572065,0.06396637379760729,0.9235038722145581,mega: dataset random intercept,NA,NA,NA,0.977300214285309
Sst_3,-0.21726115035824412,0.06969840967586724,0.0019370060441884086,mega: dataset random intercept,NA,NA,NA,0.026391707352067067
Sst_19,-0.0856819763094679,0.06093641907304226,0.16035432191853627,mega: dataset random intercept,NA,NA,NA,0.5140770908564839
Sst_9,-0.06918028961941046,0.05722540449532148,0.22730190791144647,mega: dataset random intercept,NA,NA,NA,0.5784445599239261
Sst_10,0.047044957628401496,0.061467842938536174,0.44443992759854356,mega: dataset random intercept,NA,NA,NA,0.7689516207657341
Sst_13,-0.10457866919532112,0.06241313442548376,0.09447879288346976,mega: dataset random intercept,NA,NA,NA,0.3320979941557889
Sst_12,-0.08383862738916367,0.06581893168947248,0.20337011036638067,mega: dataset random intercept,NA,NA,NA,0.5695611980057635
Sst Chodl_2,0.1741359368964328,0.0707329169484685,0.014177684223487058,mega: dataset random intercept,NA,NA,NA,0.11887442925846842
Sst_11,-0.13128026895412684,0.07755097178815346,0.09114790204080599,mega: dataset random intercept,NA,NA,NA,0.33117071074826177
Sst_20,-0.24138774747305305,0.07611440838686016,0.0016156186779980178,mega: dataset random intercept,NA,NA,NA,0.025209200837728894
Sst_22,-0.25712234445149773,0.07694950033732786,8.995970576658182e-4,mega: dataset random intercept,NA,NA,NA,0.025209200837728894
Sst_23,-0.050331404849958676,0.07412550870464431,0.49746834007083696,mega: dataset random intercept,NA,NA,NA,0.78207261881491
Sst_25,-0.1925360468731769,0.08570006218736423,0.02512286757971891,mega: dataset random intercept,NA,NA,NA,0.1521329203438534
Sst_2,-0.2597702000862572,0.058981023216455056,1.3133312297600713e-5,mega: dataset random intercept,NA,NA,NA,7.157655202192388e-4
Pvalb_6,-0.12221168524533833,0.053282597288195496,0.022248476518844748,mega: dataset random intercept,NA,NA,NA,0.14763470991222974
Pvalb_5,-0.059183496245749784,0.06386027624870101,0.35452229151757697,mega: dataset random intercept,NA,NA,NA,0.7046587385847174
Pvalb_8,-0.008690764418681968,0.06596016102391596,0.8952321497315192,mega: dataset random intercept,NA,NA,NA,0.975803043207356
Pvalb_7,0.17873151962753392,0.07077807938061771,0.011889302810375653,mega: dataset random intercept,NA,NA,NA,0.10799450052757885
Pvalb_1,2.7378982989669496e-4,0.0599907075946613,0.9963604991870162,mega: dataset random intercept,NA,NA,NA,0.9963604991870162
Pvalb_3,-0.05541852032851743,0.056194950553381195,0.324547613893884,mega: dataset random intercept,NA,NA,NA,0.6674658474421388
Pvalb_2,-0.09004724992303755,0.07075882222596708,0.20378795158004384,mega: dataset random intercept,NA,NA,NA,0.5695611980057635
Pvalb_15,-0.10987921693756339,0.045299196674733574,0.015655254072762408,mega: dataset random intercept,NA,NA,NA,0.12188733528079303
Pvalb_14,0.14523918970152352,0.0636879843326645,0.023025596958788124,mega: dataset random intercept,NA,NA,NA,0.14763470991222974
Pvalb_12,0.06014402472354078,0.06503726212789052,0.35556174882715097,mega: dataset random intercept,NA,NA,NA,0.7046587385847174
Pvalb_10,0.007476984561553002,0.06694383047488885,0.9111163540259762,mega: dataset random intercept,NA,NA,NA,0.9767835672733493
Pvalb_13,0.05438867162066503,0.06183632457212635,0.37954191361916967,mega: dataset random intercept,NA,NA,NA,0.7257906769208683
Pvalb_9,0.021264582115618116,0.06551529003381304,0.745647293519863,mega: dataset random intercept,NA,NA,NA,0.9075922412295866
Chandelier_1,0.008149376608941213,0.050046409527295534,0.8707170978595224,mega: dataset random intercept,NA,NA,NA,0.9586683198655348
Chandelier_2,0.15733348814872056,0.07387582213884601,0.03371355544708106,mega: dataset random intercept,NA,NA,NA,0.18373887718659176
L2/3 IT_1,-0.042720422985085334,0.06447630101961349,0.5079247360793602,mega: dataset random intercept,NA,NA,NA,0.78207261881491
L2/3 IT_2,0.08588549602004887,0.0769440815758888,0.2649024929637505,mega: dataset random intercept,NA,NA,NA,0.5784445599239261
L2/3 IT_6,-0.16930416278138127,0.08875276910822716,0.05704902203111123,mega: dataset random intercept,NA,NA,NA,0.25158928712715933
L2/3 IT_7,0.22613077943838686,0.08497542844553,0.008053352551800074,mega: dataset random intercept,NA,NA,NA,0.0877815428146208
L2/3 IT_5,-0.03646609805385642,0.07281782312410369,0.6167557629106044,mega: dataset random intercept,NA,NA,NA,0.8513160336374275
L2/3 IT_13,-0.06473316441340601,0.08311897907639351,0.4364875787702197,mega: dataset random intercept,NA,NA,NA,0.7689516207657341
L2/3 IT_10,-0.14388812012851632,0.10888994452754666,0.18700555310797914,mega: dataset random intercept,NA,NA,NA,0.5695611980057635
L2/3 IT_8,-0.023028796248867757,0.07734823863678958,0.766041157735064,mega: dataset random intercept,NA,NA,NA,0.9075922412295866
L2/3 IT_12,-0.08304516981896631,0.09126482726151443,0.3633210677629026,mega: dataset random intercept,NA,NA,NA,0.7071785068956498
L6 IT_1,0.10340690652024709,0.07991293171646739,0.19629995233578718,mega: dataset random intercept,NA,NA,NA,0.5695611980057635
L6 IT_2,0.019686103821780192,0.09622789687794835,0.8379900883410035,mega: dataset random intercept,NA,NA,NA,0.9416589652491689
L4 IT_2,0.03318453961605063,0.056918645110653525,0.560160333594741,mega: dataset random intercept,NA,NA,NA,0.825101031916578
L4 IT_3,0.0855990795118912,0.07619347581026058,0.2618208481489212,mega: dataset random intercept,NA,NA,NA,0.5784445599239261
L4 IT_4,0.03981351041284868,0.059563120389193064,0.5041870048759367,mega: dataset random intercept,NA,NA,NA,0.78207261881491
L5 IT_1,0.020343970257550966,0.05958707949494949,0.7329417830189017,mega: dataset random intercept,NA,NA,NA,0.9075922412295866
L5 IT_3,-0.04194834886350913,0.06486825530995287,0.5181594074672771,mega: dataset random intercept,NA,NA,NA,0.78207261881491
L2/3 IT_3,-0.14886331865307,0.07896259490524593,0.06001212353491874,mega: dataset random intercept,NA,NA,NA,0.25158928712715933
L4 IT_1,0.07363708537168201,0.06603215756386342,0.2653415412495074,mega: dataset random intercept,NA,NA,NA,0.5784445599239261
L5 IT_2,0.0378803761854545,0.05937222836716785,0.5237734052613617,mega: dataset random intercept,NA,NA,NA,0.78207261881491
L5 IT_5,-0.03956369631584062,0.08156147954402516,0.6278453817502485,mega: dataset random intercept,NA,NA,NA,0.8513160336374275
L5 IT_6,0.03504569005898371,0.07959415350423893,0.6599182145973681,mega: dataset random intercept,NA,NA,NA,0.8679536115769382
L5 IT_7,-0.01761078760758913,0.07191176035471473,0.8066448354965654,mega: dataset random intercept,NA,NA,NA,0.9376507326500975
L5 ET_1,0.24512290852141114,0.09518797759008431,0.010323448865872028,mega: dataset random intercept,NA,NA,NA,0.10229599330727736
L5 ET_2,0.0299601104725681,0.07566984805846466,0.6923342002003394,mega: dataset random intercept,NA,NA,NA,0.8983860454980596
L6 CT_1,0.17469557923666484,0.09614839940530434,0.06986059790456349,mega: dataset random intercept,NA,NA,NA,0.2776796239512766
L6 CT_2,-0.021045462459085642,0.08892433005051298,0.8130176418125362,mega: dataset random intercept,NA,NA,NA,0.9376507326500975
L6 CT_3,0.15582604847275716,0.07146812846136513,0.02972429138972375,mega: dataset random intercept,NA,NA,NA,0.17052356639367836
L6 CT_4,0.25833648798289854,0.07824830547159159,0.0010346669608035273,mega: dataset random intercept,NA,NA,NA,0.025209200837728894
L6b_1,0.5100130219597818,0.10564125852123965,1.8656221078543441e-6,mega: dataset random intercept,NA,NA,NA,2.0335280975612352e-4
L6b_2,0.10974898588466464,0.0909865891513766,0.22833988985998593,mega: dataset random intercept,NA,NA,NA,0.5784445599239261
L6b_3,0.28064304319469985,0.08796501547934003,0.0015156109041292412,mega: dataset random intercept,NA,NA,NA,0.025209200837728894
L6b_4,0.25335667507133336,0.07990221298679394,0.0016189395033403878,mega: dataset random intercept,NA,NA,NA,0.025209200837728894
L6b_5,0.15099965957719405,0.07752319017947988,0.052031556264823246,mega: dataset random intercept,NA,NA,NA,0.24658433186372755
L6b_6,0.0747935679238773,0.09628107778694782,0.43765114673440975,mega: dataset random intercept,NA,NA,NA,0.7689516207657341
L6 IT Car3_1,0.009264778340484028,0.08579766461744757,0.9140543473567122,mega: dataset random intercept,NA,NA,NA,0.9767835672733493
L6 IT Car3_2,0.061068127525204526,0.09101296811795838,0.5025600572326597,mega: dataset random intercept,NA,NA,NA,0.78207261881491
L6 IT Car3_3,0.017258939916338513,0.07660746546476212,0.8218506235593006,mega: dataset random intercept,NA,NA,NA,0.9376507326500975
L5/6 NP_1,0.0163786472780453,0.07438532272489139,0.8258208287560491,mega: dataset random intercept,NA,NA,NA,0.9376507326500975
L5/6 NP_2,0.23263365983816017,0.08321899924920653,0.005393419764999277,mega: dataset random intercept,NA,NA,NA,0.06532030604276902
L5/6 NP_3,0.16841961616949636,0.07334302593902658,0.022095140102330775,mega: dataset random intercept,NA,NA,NA,0.14763470991222974
L5/6 NP_6,0.16182280501795285,0.08953145403086411,0.0713305456021628,mega: dataset random intercept,NA,NA,NA,0.2776796239512766
L5/6 NP_4,0.14003668588244508,0.07379631160616032,0.05835693960139037,mega: dataset random intercept,NA,NA,NA,0.25158928712715933
Lamp5_Lhx6_1,-0.012920754057365839,0.04065109169774913,0.7507416329270716,mega: random intercept + SCZ slope,NA,NA,NA,0.8814217866524617
Lamp5_1,0.045877452044369625,0.0941133533123715,0.6333214764659492,mega: random intercept + SCZ slope,NA,NA,NA,0.8510845174610326
Lamp5_2,-0.027561654876951683,0.060193689782192396,0.6533361170077945,mega: random intercept + SCZ slope,NA,NA,NA,0.8510845174610326
Lamp5_3,0.018375629308548,0.07261470196536637,0.8026942524076472,mega: random intercept + SCZ slope,NA,NA,NA,0.8814217866524617
Lamp5_4,0.043364533031725286,0.09378724110080068,0.6497767589594519,mega: random intercept + SCZ slope,NA,NA,NA,0.8510845174610326
Lamp5_5,-0.04820677911540143,0.09713148660669352,0.6264238392393098,mega: random intercept + SCZ slope,NA,NA,NA,0.8510845174610326
Lamp5_6,0.1722502400830145,0.08272034098559876,0.04007916663261831,mega: random intercept + SCZ slope,NA,NA,NA,0.2984765596889535
Pax6_1,-0.05006950756162584,0.06913429832047764,0.4743057139675164,mega: random intercept + SCZ slope,NA,NA,NA,0.8386501525763407
Pax6_2,0.16612127707734445,0.09361708531895632,0.0936232721955993,mega: random intercept + SCZ slope,NA,NA,NA,0.43148116751015325
Pax6_3,0.0337050175827713,0.06318982923999186,0.5940947417036798,mega: random intercept + SCZ slope,NA,NA,NA,0.8449093941967225
Pax6_4,0.08395424778201883,0.09129021797500377,0.3703403088932311,mega: random intercept + SCZ slope,NA,NA,NA,0.7763583200165591
Sncg_3,0.07771909760256882,0.07280402582345047,0.29007523902034105,mega: random intercept + SCZ slope,NA,NA,NA,0.6988176212762762
Sncg_6,-0.032597260227209636,0.0845748641172551,0.704330847046489,mega: random intercept + SCZ slope,NA,NA,NA,0.8522914108428675
Sncg_2,0.3051593801690074,0.1524869144179528,0.061912244108809036,mega: random intercept + SCZ slope,NA,NA,NA,0.34540515134388194
Sncg_1,0.029018400024253394,0.07156934627266559,0.6855035182488001,mega: random intercept + SCZ slope,NA,NA,NA,0.8522914108428675
Sncg_8,-0.025241314597795748,0.08301822554850449,0.7649887005943039,mega: random intercept + SCZ slope,NA,NA,NA,0.8814217866524617
Sncg_4,-0.058704798082414585,0.07804510952689793,0.45880213343854415,mega: random intercept + SCZ slope,NA,NA,NA,0.8386501525763407
Sncg_5,0.006571743719747356,0.08464586651173407,0.9390193183438384,mega: random intercept + SCZ slope,NA,NA,NA,0.9479623594709226
Vip_14,0.057851605444615324,0.0739989527095767,0.44231340772826044,mega: random intercept + SCZ slope,NA,NA,NA,0.8386501525763407
Vip_15,-0.12060822097962093,0.09171270417391349,0.20639392527484243,mega: random intercept + SCZ slope,NA,NA,NA,0.6250787451180942
Vip_16,0.07374557408704689,0.0649550052470945,0.2640154122672069,mega: random intercept + SCZ slope,NA,NA,NA,0.6663246119124745
Vip_4,-0.06542997329224061,0.04936142016670185,0.18611640184026573,mega: random intercept + SCZ slope,NA,NA,NA,0.5802452527961226
Vip_5,-0.08672131250047169,0.07763365122412193,0.277875292209855,mega: random intercept + SCZ slope,NA,NA,NA,0.6849949063777822
Vip_6,-0.008733797912122197,0.06167132830443285,0.8874585369825851,mega: random intercept + SCZ slope,NA,NA,NA,0.9222608325505297
Vip_9,0.02797110269021535,0.07322071791341979,0.707562680699739,mega: random intercept + SCZ slope,NA,NA,NA,0.8522914108428675
Vip_2,-0.12439407043074392,0.07876580634322725,0.1308237528237471,mega: random intercept + SCZ slope,NA,NA,NA,0.5189064645722333
Vip_11,-0.10067361237863579,0.0630271865623946,0.13144400406059664,mega: random intercept + SCZ slope,NA,NA,NA,0.5189064645722333
Vip_13,-9.426384339328585e-4,0.08651405609817307,0.9914064604648055,mega: random intercept + SCZ slope,NA,NA,NA,0.9914064604648055
Vip_1,-0.037114983985137344,0.055595217100871834,0.5063548091026963,mega: random intercept + SCZ slope,NA,NA,NA,0.8386501525763407
Vip_12,-0.10618437746789769,0.07643538633080833,0.17586645912038268,mega: random intercept + SCZ slope,NA,NA,NA,0.5659538316553364
Vip_18,-0.08408053512099431,0.062027596151963536,0.17619317400590664,mega: random intercept + SCZ slope,NA,NA,NA,0.5659538316553364
Vip_19,-0.026951709034738806,0.040430076484578366,0.5059466773717987,mega: random intercept + SCZ slope,NA,NA,NA,0.8386501525763407
Vip_21,0.05220151888780874,0.07303608597129703,0.48429459505139894,mega: random intercept + SCZ slope,NA,NA,NA,0.8386501525763407
Vip_23,-0.019443068916261977,0.04487209084760525,0.6671120854309283,mega: random intercept + SCZ slope,NA,NA,NA,0.851974470550342
Sst_1,0.05177170280722801,0.0693229070865368,0.4633235712773268,mega: random intercept + SCZ slope,NA,NA,NA,0.8386501525763407
Sst_4,0.0393881561513048,0.07412278683096284,0.5995357661345811,mega: random intercept + SCZ slope,NA,NA,NA,0.8449093941967225
Sst_5,0.018997957776748942,0.07506540067620793,0.8019556677953361,mega: random intercept + SCZ slope,NA,NA,NA,0.8814217866524617
Sst_7,0.0076229343973752165,0.07005471729356763,0.9140268725597622,mega: random intercept + SCZ slope,NA,NA,NA,0.9316043124166806
Sst_3,-0.24567155616134265,0.07988470799895288,0.006811308393466318,mega: random intercept + SCZ slope,NA,NA,NA,0.12033311495123829
Sst_19,-0.20991549996065054,0.0919183814729277,0.034338672508480134,mega: random intercept + SCZ slope,NA,NA,NA,0.2832852981820889
Sst_9,-0.06832662800769897,0.057325727548686284,0.23421437593443276,mega: random intercept + SCZ slope,NA,NA,NA,0.662079546966345
Sst_10,0.035856016675782046,0.06226326054264212,0.5663348044647447,mega: random intercept + SCZ slope,NA,NA,NA,0.8449093941967225
Sst_13,-0.09850125078909142,0.06934882915380307,0.1722023368234506,mega: random intercept + SCZ slope,NA,NA,NA,0.5659538316553364
Sst_12,-0.12928141331063778,0.1087328342294276,0.24984133847786605,mega: random intercept + SCZ slope,NA,NA,NA,0.662079546966345
Sst Chodl_2,0.19383837777468219,0.09873912194869154,0.06934447569945866,mega: random intercept + SCZ slope,NA,NA,NA,0.35584015915336314
Sst_11,-0.1266753561204144,0.0883092128959826,0.16584714465720957,mega: random intercept + SCZ slope,NA,NA,NA,0.5659538316553364
Sst_22,-0.29894715090937113,0.09270344850475297,0.003864906723886711,mega: random intercept + SCZ slope,NA,NA,NA,0.11043587825668812
Sst_23,-0.08274427958650883,0.0791456874100107,0.30454019392215126,mega: random intercept + SCZ slope,NA,NA,NA,0.7017665338206094
Sst_25,-0.21264603298241397,0.08844735956290538,0.021446424302089755,mega: random intercept + SCZ slope,NA,NA,NA,0.26367513709978974
Sst_2,-0.2711620563912446,0.06107222950870204,8.009507462873316e-5,mega: random intercept + SCZ slope,NA,NA,NA,0.008490077910645715
Pvalb_6,-0.12214738050761446,0.05327730219774884,0.022387511640548183,mega: random intercept + SCZ slope,NA,NA,NA,0.26367513709978974
Pvalb_5,-0.05776756887672261,0.06422450588003843,0.36981022845418043,mega: random intercept + SCZ slope,NA,NA,NA,0.7763583200165591
Pvalb_7,0.22766691686546445,0.10994023927445225,0.05554297414633654,mega: random intercept + SCZ slope,NA,NA,NA,0.3270864033062041
Pvalb_1,-0.02848421487427796,0.06393982494274365,0.6583861361491007,mega: random intercept + SCZ slope,NA,NA,NA,0.8510845174610326
Pvalb_3,-0.046327084317604454,0.056883504936033634,0.4178028404086608,mega: random intercept + SCZ slope,NA,NA,NA,0.8386501525763407
Pvalb_2,-0.06688541136005241,0.07442306597398603,0.37353088981928784,mega: random intercept + SCZ slope,NA,NA,NA,0.7763583200165591
Pvalb_15,-0.12193371472360658,0.05297477468935059,0.031826113187809806,mega: random intercept + SCZ slope,NA,NA,NA,0.2832852981820889
Pvalb_14,0.060675596691718375,0.11515907508862604,0.6057840939523671,mega: random intercept + SCZ slope,NA,NA,NA,0.8449093941967225
Pvalb_12,0.06023140332058731,0.08697518075568535,0.49781700051230293,mega: random intercept + SCZ slope,NA,NA,NA,0.8386501525763407
Pvalb_10,-0.014083149039423355,0.0691018588393905,0.8392078326712191,mega: random intercept + SCZ slope,NA,NA,NA,0.8946679488116761
Pvalb_13,0.06845490348164221,0.06484034002037295,0.29899778474645666,mega: random intercept + SCZ slope,NA,NA,NA,0.7017665338206094
Pvalb_9,0.026569096512985925,0.06723143616583158,0.6947000214507076,mega: random intercept + SCZ slope,NA,NA,NA,0.8522914108428675
Chandelier_1,-0.03686869762583937,0.06706421213302041,0.5902343901156625,mega: random intercept + SCZ slope,NA,NA,NA,0.8449093941967225
Chandelier_2,0.19437216680640432,0.08482206557071789,0.03474253656950147,mega: random intercept + SCZ slope,NA,NA,NA,0.2832852981820889
L2/3 IT_1,-0.04230398209391181,0.07131975063123003,0.5571886319763354,mega: random intercept + SCZ slope,NA,NA,NA,0.8449093941967225
L2/3 IT_2,0.07744054728973258,0.14660984375991848,0.6053553968988311,mega: random intercept + SCZ slope,NA,NA,NA,0.8449093941967225
L2/3 IT_6,-0.1710090543333471,0.09597279790099429,0.08639606729249802,mega: random intercept + SCZ slope,NA,NA,NA,0.4162719605911268
L2/3 IT_7,0.2041533164885665,0.09514875886802611,0.04954807308333341,mega: random intercept + SCZ slope,NA,NA,NA,0.3250489773647212
L2/3 IT_5,-0.03290569530781373,0.07280982088344921,0.6515281830145448,mega: random intercept + SCZ slope,NA,NA,NA,0.8510845174610326
L2/3 IT_13,-0.0499390768631119,0.08387241358946383,0.552496814931557,mega: random intercept + SCZ slope,NA,NA,NA,0.8449093941967225
L2/3 IT_10,-0.14934003513962946,0.12496506983019959,0.24928420231261034,mega: random intercept + SCZ slope,NA,NA,NA,0.662079546966345
L2/3 IT_8,-0.016980573133796677,0.09033100999521537,0.8524666304715026,mega: random intercept + SCZ slope,NA,NA,NA,0.8946679488116761
L2/3 IT_12,-0.08884120194331384,0.09173684888739043,0.33394039963790445,mega: random intercept + SCZ slope,NA,NA,NA,0.7531421779067632
L6 IT_1,0.12803632422748507,0.0873345298841202,0.15327842576699108,mega: random intercept + SCZ slope,NA,NA,NA,0.5602590734931399
L6 IT_2,-0.024595181516249565,0.10373533362995817,0.814161096719046,mega: random intercept + SCZ slope,NA,NA,NA,0.8814217866524617
L4 IT_2,0.055448358087302994,0.0786154728574155,0.4908691748731985,mega: random intercept + SCZ slope,NA,NA,NA,0.8386501525763407
L4 IT_3,0.09844286787159619,0.10390646362253393,0.35799812265882625,mega: random intercept + SCZ slope,NA,NA,NA,0.7763583200165591
L4 IT_4,0.022904663850270957,0.06907371024110039,0.7435096583374423,mega: random intercept + SCZ slope,NA,NA,NA,0.8814217866524617
L5 IT_1,0.021009749685867333,0.07297562678749119,0.7766964194818378,mega: random intercept + SCZ slope,NA,NA,NA,0.8814217866524617
L5 IT_3,-0.018920993785006415,0.07309674774427401,0.7987629181056148,mega: random intercept + SCZ slope,NA,NA,NA,0.8814217866524617
L2/3 IT_3,-0.1851206740476503,0.12070446583133995,0.14523883676258048,mega: random intercept + SCZ slope,NA,NA,NA,0.5498327391726261
L4 IT_1,0.047804906597876534,0.07424029257858135,0.52689848441469,mega: random intercept + SCZ slope,NA,NA,NA,0.8449093941967225
L5 IT_2,0.04853815346492144,0.060016556872529284,0.4208981533906453,mega: random intercept + SCZ slope,NA,NA,NA,0.8386501525763407
L5 IT_5,-0.048419786272054004,0.08550043817296496,0.5747381411808716,mega: random intercept + SCZ slope,NA,NA,NA,0.8449093941967225
L5 IT_6,0.049823145039212216,0.08035856007958628,0.5364257034217217,mega: random intercept + SCZ slope,NA,NA,NA,0.8449093941967225
L5 IT_7,0.08615221591642841,0.1334368284022781,0.5276376007301259,mega: random intercept + SCZ slope,NA,NA,NA,0.8449093941967225
L5 ET_1,0.3483520556531715,0.18019587510624083,0.07049663530396817,mega: random intercept + SCZ slope,NA,NA,NA,0.35584015915336314
L5 ET_2,0.0297586095533243,0.07567122155115377,0.6943100666422344,mega: random intercept + SCZ slope,NA,NA,NA,0.8522914108428675
L6 CT_1,0.27037588980059707,0.15816234914859315,0.10682012876934159,mega: random intercept + SCZ slope,NA,NA,NA,0.47178890206459206
L6 CT_2,-0.021052418488317726,0.08974193034149494,0.8148993876598231,mega: random intercept + SCZ slope,NA,NA,NA,0.8814217866524617
L6 CT_3,0.15579221279973834,0.0714663226485554,0.029796826478381996,mega: random intercept + SCZ slope,NA,NA,NA,0.2832852981820889
L6 CT_4,0.29307026249248436,0.10644919214659564,0.013693045349849161,mega: random intercept + SCZ slope,NA,NA,NA,0.20735182958343015
L6b_1,0.5713479410204151,0.15808488993579353,0.0025183724836681707,mega: random intercept + SCZ slope,NA,NA,NA,0.11043587825668812
L6b_2,0.12312436153021708,0.09742029055326121,0.2257008214215677,mega: random intercept + SCZ slope,NA,NA,NA,0.662079546966345
L6b_3,0.240576762596626,0.20853587696906006,0.26361218961221133,mega: random intercept + SCZ slope,NA,NA,NA,0.6663246119124745
L6b_4,0.24870511337252485,0.08326555650716752,0.004483819850705118,mega: random intercept + SCZ slope,NA,NA,NA,0.11043587825668812
L6b_5,0.19597884111696787,0.12357919765310008,0.13217428814575755,mega: random intercept + SCZ slope,NA,NA,NA,0.5189064645722333
L6b_6,0.016053902549808884,0.12364565120075113,0.898040483988317,mega: random intercept + SCZ slope,NA,NA,NA,0.9241970029394331
L6 IT Car3_1,-0.07029396716806303,0.09208788463281534,0.4513181591139813,mega: random intercept + SCZ slope,NA,NA,NA,0.8386501525763407
L6 IT Car3_2,0.16986807994017927,0.1400028737039812,0.243520749781925,mega: random intercept + SCZ slope,NA,NA,NA,0.662079546966345
L6 IT Car3_3,0.06444608904349672,0.08366192136422536,0.4472779429024324,mega: random intercept + SCZ slope,NA,NA,NA,0.8386501525763407
L5/6 NP_1,0.015128998975293746,0.07670513939168987,0.8442445907597568,mega: random intercept + SCZ slope,NA,NA,NA,0.8946679488116761
L5/6 NP_2,0.23354262528046957,0.08320005413931403,0.005209239540409817,mega: random intercept + SCZ slope,NA,NA,NA,0.11043587825668812
L5/6 NP_3,0.19562054788640704,0.08740781566035868,0.04223724901258776,mega: random intercept + SCZ slope,NA,NA,NA,0.2984765596889535
L5/6 NP_6,0.0659490775443157,0.2324145524307206,0.7801655672423321,mega: random intercept + SCZ slope,NA,NA,NA,0.8814217866524617
L5/6 NP_4,0.21649783107139856,0.10139744585974408,0.05213049636981378,mega: random intercept + SCZ slope,NA,NA,NA,0.3250489773647212
