supertype,beta,se,p,method,k,I2,Q_p,fdr
L2/3 IT_5,-0.041897260639480065,0.056355238635564124,0.45720972830024176,RE meta,7,0,0.9315867761554355,0.7459360787045501
L2/3 IT_6,-0.08856498757762303,0.07608242441295182,0.24439713751399042,RE meta,7,0,0.6974521852096452,0.566793361468616
L2/3 IT_7,0.25163720322241334,0.12117062086329848,0.037827599002230865,RE meta,7,32.76721905363832,0.19423059485155666,0.3957772801304709
L2/3 IT_8,-0.03803233545462585,0.11562715277688881,0.7422145071266671,RE meta,7,38.35954344610815,0.21116308714042784,0.9212001675989336
L4 IT_1,0.05079610231722418,0.06879248792222739,0.4602738056771162,RE meta,7,20.80396641661548,0.2729955386083803,0.7459360787045501
L4 IT_2,-0.017193051923543416,0.04972705243006179,0.7295317599378042,RE meta,7,0,0.5701025805497227,0.9212001675989336
L4 IT_3,0.09754407157085919,0.1446528916949979,0.5001002735970651,RE meta,7,64.18846814645036,0.012927436187243495,0.7677595749588746
L4 IT_4,0.027293107861109948,0.05792986893562204,0.6375403996291034,RE meta,7,0,0.3352490635436769,0.8648859201830955
L5 ET_1,0.16890379147393925,0.09025675164731439,0.06129379242854628,RE meta,7,0,0.6530600424066465,0.47710517387106627
L5 ET_2,0.0627526232524604,0.07497594270502672,0.4026093676181433,RE meta,7,0,0.6773690717235191,0.731407017839627
L5 IT_1,-0.004069469331346313,0.052588203203581714,0.9383183135978561,RE meta,7,0,0.9444082301382885,0.9976172372751994
L5 IT_2,0.009065406343006071,0.05301080648077352,0.8642154823955758,RE meta,7,0,0.9190048882398202,0.9686725465944211
L5 IT_3,-0.009886357527035096,0.05841405031914998,0.865602971584736,RE meta,7,4.16406431014013e-4,0.4482462221420065,0.9686725465944211
L5 IT_5,-0.045304360069001876,0.06400322122778858,0.47904151843411474,RE meta,7,0.0031506721436947347,0.315105646378042,0.7459360787045501
L5 IT_6,0.10569065081582285,0.07140041236647705,0.13880582993181798,RE meta,7,0.4414772280360871,0.639150010889236,0.5551355041308677
L5 IT_7,-0.036354208814227164,0.08615573332500581,0.6730547598868526,RE meta,7,24.14023076058074,0.19634748098370172,0.8838911906947823
L5/6 NP_1,0.03699495888496586,0.0637298265675389,0.561579659970755,RE meta,7,0,0.5622612118369947,0.8161624391574973
L5/6 NP_2,0.1702731202958239,0.10243298537892308,0.09645504681858855,RE meta,7,31.485003149995332,0.11900650169939839,0.5256800051613076
L5/6 NP_3,0.02611170971219896,0.07986955189657981,0.7437212362266621,RE meta,3,0.023326767067254804,0.22200339523195997,0.9212001675989336
L5/6 NP_4,0.3511861088019676,0.18643858726825538,0.05961156145380275,RE meta,7,80.70173682406588,7.141461312656561e-4,0.47710517387106627
L5/6 NP_6,0.0033823558233286185,0.3122586087660624,0.9913575586324702,RE meta,6,91.26627380825795,7.76426241780025e-4,0.9976172372751994
L6 CT_1,0.4685975683179618,0.22809901166581084,0.039940826435185144,RE meta,7,77.64393062188806,0.0010646223762738316,0.3957772801304709
L6 CT_2,0.20359742017314367,0.14648786654875373,0.16457182128538475,RE meta,7,66.58757000035332,0.013288480409496425,0.5551355041308677
L6 CT_3,0.13144423598357513,0.07402131447690621,0.07577215669881415,RE meta,7,0,0.973682519081354,0.47710517387106627
L6 CT_4,0.1308316515651679,0.10704774458426054,0.22163942730583025,RE meta,5,22.50464229765542,0.42661511149553244,0.5551355041308677
L6 IT Car3_1,-0.04919813327828172,0.08818777058090194,0.5769267954285953,RE meta,7,6.330641615049338,0.32764855236181145,0.8166885805417776
L6 IT Car3_2,0.027995281250068917,0.08520449688887807,0.7424839232877407,RE meta,7,0,0.7521601433887718,0.9212001675989336
L6 IT Car3_3,0.11539755120456573,0.09258685524621006,0.2126283026899442,RE meta,7,42.85397754103083,0.12822174460387614,0.5551355041308677
L6 IT_1,0.10484426742289933,0.07870991446382247,0.18284907795120808,RE meta,7,0,0.8130794732390393,0.5551355041308677
L6 IT_2,0.1165593986040485,0.0776485279248143,0.13332572447658,RE meta,7,0,0.6188871504867729,0.5551355041308677
L6b_1,0.6260483573079042,0.1942998102679684,0.0012726628297614485,RE meta,7,64.7425164263321,0.015848236759186715,0.05354992837495317
L6b_2,0.24417978001734578,0.14680014599939673,0.09624272643507734,RE meta,7,52.00669600199899,0.09260662802653151,0.5256800051613076
L6b_3,0.16529427616248474,0.11327434092800182,0.14449948341311597,RE meta,5,21.25917664141491,0.17772822968985397,0.5551355041308677
L6b_4,0.25552204077419166,0.0843680489461495,0.0024564187327960167,RE meta,7,9.517706263050012,0.6477057961361623,0.05354992837495317
L6b_5,0.17109824622715356,0.1499614255607833,0.25389140294876555,RE meta,6,63.090968639314234,0.04021951489695294,0.5697552578583143
L6b_6,0.10338113043733724,0.08073035363414449,0.20034360466190754,RE meta,7,0,0.5661362541133239,0.5551355041308677
Lamp5_1,0.10181176997645655,0.1712232581025302,0.5521014275974926,RE meta,7,76.06811929436833,0.0017722138151572639,0.8132304811909012
Lamp5_2,0.04881693179464771,0.040528645609481634,0.22839468405060762,RE meta,7,0,0.9479595333393529,0.5551355041308677
Lamp5_3,0.09763742361560619,0.06845019266055939,0.15375262372577314,RE meta,7,5.641502470594945,0.06832139916762044,0.5551355041308677
Lamp5_4,0.07517928029301421,0.06645332397674923,0.2579248246112779,RE meta,7,0,0.5862527616576754,0.5697552578583143
Lamp5_5,1.7888594263678183e-4,0.05990110477091736,0.9976172372751994,RE meta,7,0,0.5847869977982612,0.9976172372751994
Lamp5_6,0.11080758128472991,0.0815145497421795,0.17403268374648387,RE meta,7,0,0.8518315758186367,0.5551355041308677
Lamp5_Lhx6_1,0.0020444766422871457,0.04160934798212119,0.9608116856579821,RE meta,7,0,0.8209691204712561,0.9976172372751994
Pax6_1,-0.03326022933448934,0.05860258792470944,0.570336735286888,RE meta,7,0,0.8858478880748399,0.8166885805417776
Pax6_2,0.1344290273529089,0.09278990098698212,0.14740844041339463,RE meta,6,12.17823925752232,0.32236329217851684,0.5551355041308677
Pax6_3,0.03626078408442532,0.071840310228964685,0.6137404270521865,RE meta,7,0,0.8537625485725578,0.846806412008713
Pax6_4,0.07172013315595563,0.09230042218966185,0.43714147937442227,RE meta,7,28.395316999315668,0.23179665354838538,0.7459360787045501
Pvalb_1,-9.76713380145278e-4,0.05787480509155452,0.9865352888115714,RE meta,7,0,0.3617763000097323,0.9976172372751994
Pvalb_10,0.04315842661941237,0.06674048942444741,0.5178518058187662,RE meta,7,0.005794381661576099,0.4293510229180838,0.7839700949200766
Pvalb_12,0.11907567629704775,0.06666109387271472,0.07405321120319606,RE meta,7,0,0.8134526633397049,0.47710517387106627
Pvalb_13,0.07408413367568197,0.062173079431967815,0.23342637677915404,RE meta,7,0.017315814156914747,0.4789038568521511,0.5551355041308677
Pvalb_14,0.16004365937940687,0.06501248617022846,0.013826591458992607,RE meta,7,5.133094693204726,0.20990948849151644,0.23505219251383283
Pvalb_15,-0.0627596619286159,0.041993052328718944,0.13503848123947176,RE meta,7,0,0.5118106732778445,0.5551355041308677
Pvalb_2,-0.08488276721618718,0.06490844822920283,0.19096468348302315,RE meta,7,13.837368418938214,0.32625399798850574,0.5551355041308677
Pvalb_3,-0.042763266048844846,0.05531420571408604,0.43946476723509675,RE meta,7,0,0.4467288762052733,0.7459360787045501
Pvalb_5,-0.07606062314047948,0.061554632083819845,0.2165848120187557,RE meta,7,0,0.648561096175051,0.5551355041308677
Pvalb_6,-0.11516954707611805,0.0513734717663942,0.02497367437618707,RE meta,7,0,0.5968643911589229,0.3402663133755488
Pvalb_7,0.18915413231551148,0.10203259842713655,0.06375922072901512,RE meta,7,43.962023317571976,0.15721318281039262,0.47710517387106627
Pvalb_8,-0.009461036415319325,0.08601580543198094,0.9124158490888062,RE meta,7,21.72327985284732,0.21791489023520336,0.9976172372751994
Pvalb_9,0.003873603751723507,0.0585607569774225,0.9472609912048904,RE meta,7,0,0.6877057750332541,0.9976172372751994
Sncg_1,0.013599146451911152,0.0672549473249945,0.8397580937248185,RE meta,7,0,0.7425604211947648,0.9635119180632128
Sncg_2,0.2339186648445862,0.15901758729323426,0.14128466471121298,RE meta,7,66.0332542117676,0.008732485067359142,0.5551355041308677
Sncg_3,0.05106720431810556,0.07181700227889937,0.4770383699852339,RE meta,7,2.01423262287641e-4,0.2831910793874609,0.7459360787045501
Sncg_4,-0.020638161347709325,0.0834679949726717,0.8047082656280963,RE meta,7,26.336554109039312,0.25080616513275467,0.9635119180632128
Sncg_5,0.01479697656185929,0.0727340801672124,0.8387916183569148,RE meta,7,0,0.6182494497859047,0.9635119180632128
Sncg_6,-0.0099450623828085,0.06120252349550339,0.8709166015252594,RE meta,7,0,0.3109195601450196,0.9686725465944211
Sncg_8,-0.0067231509414461,0.08431977678895856,0.9364488376354256,RE meta,7,30.233466154880013,0.22164247802820886,0.9976172372751994
Sst Chodl_1,0.0311588820202543,0.10303095148757871,0.7623299744656549,RE meta,7,41.541134236153795,0.17908224629497238,0.9336400810871505
Sst Chodl_2,0.1313624373384489,0.0747327772120372,0.0787880103640293,RE meta,7,0.005722472883843859,0.5826406798371768,0.47710517387106627
Sst_1,0.07027128721890326,0.06620048967849972,0.28846638704114264,RE meta,7,6.992741120543311,0.4432835706780438,0.6046699266823952
Sst_10,0.07088036539546522,0.05826284498928635,0.22377089397688665,RE meta,7,0.0010555581708372186,0.8134454927674322,0.5551355041308677
Sst_11,-0.1240237943475672,0.10427315183013267,0.23427736871577903,RE meta,7,32.00194385725994,0.28793417278227956,0.5551355041308677
Sst_12,-0.0837367481418165,0.097276374831914,0.3893411566418218,RE meta,7,41.18152806265915,0.12835977884383945,0.7208540658252621
Sst_13,-0.07964830199689507,0.05877390848470971,0.17536521908629718,RE meta,7,6.05356417129292,0.6162410500950422,0.5551355041308677
Sst_19,-0.0532380735325603,0.05386735081873501,0.3229969225974423,RE meta,7,0,0.683609360023407,0.6519752696874298
Sst_2,-0.25451477776353587,0.05915709449719342,1.6899282363758767e-5,RE meta,7,0.006833989501832203,0.5500543034378956,0.0018420217776497056
Sst_20,-0.19450063838476206,0.10623719507980624,0.06712817744083995,RE meta,7,39.634404582250035,0.18561070080978218,0.47710517387106627
Sst_22,-0.29469092213588544,0.09671422318387078,0.0023111637005304064,RE meta,7,18.385581795338975,0.39763188531728333,0.05354992837495317
Sst_23,-0.06544867880277679,0.07005222506411063,0.3501573730236137,RE meta,7,0,0.6281303245549145,0.6813843000001092
Sst_25,-0.260582933015079,0.08413563124943232,0.0019537325074004993,RE meta,7,2.085436432474204,0.6178133223723346,0.05354992837495317
Sst_3,-0.18626021825090003,0.07664747267459038,0.015095094932081008,RE meta,7,26.274690655145896,0.4143179739795095,0.23505219251383283
Sst_4,0.04168988731190155,0.0659924621571455,0.5275586746718932,RE meta,7,0,0.9173094148565871,0.7877245964278954
Sst_5,0.030976284566665305,0.06677241896827432,0.6427133902278049,RE meta,7,0.0034985357874418375,0.2222454027749122,0.8648859201830955
Sst_7,0.014714704580004886,0.06849483111777716,0.8299003175186229,RE meta,7,3.921392729759587,0.707999825575866,0.9635119180632128
Sst_9,-0.06124910140582053,0.05453124503509127,0.26135562287078634,RE meta,7,0,0.7779066828626467,0.5697552578583143
Vip_1,-0.05144512277394625,0.049273162225209104,0.29644838239996735,RE meta,7,0,0.8595944515524968,0.6096768619169141
Vip_11,-0.026992364467371955,0.06311684012822287,0.6689007915554558,RE meta,7,14.493013529616565,0.4548774951039692,0.8838911906947823
Vip_12,-0.1351009438241765,0.10746898068874572,0.2087117397048651,RE meta,7,44.97639730976519,0.1039553324421176,0.5551355041308677
Vip_13,-0.0514919712288367,0.06299360055887505,0.41369078744767884,RE meta,7,0,0.7537094899840366,0.7392179644556884
Vip_14,0.06705751556808287,0.07803935633753492,0.3901870631531235,RE meta,7,19.1279435320455,0.5021864040378774,0.7208540658252621
Vip_15,-0.017948234693710822,0.04647975890308117,0.6993843738249994,RE meta,7,0,0.3002694656794138,0.9075344850824397
Vip_16,0.045796428710424095,0.06384871820264106,0.4732108129807347,RE meta,7,0.008370866602212604,0.4968663860629945,0.7459360787045501
Vip_18,-0.06483615529695412,0.06102625141551974,0.28804026026709617,RE meta,7,0,0.96911736533359,0.6046699266823952
Vip_19,-0.003547494579619081,0.041368679003730036,0.9316626492671738,RE meta,7,0,0.929622941496513,0.9976172372751994
Vip_2,-0.07710421689425537,0.056733788476813755,0.1741298423420043,RE meta,7,0,0.7163562384619274,0.5551355041308677
Vip_21,0.0144309089598335,0.06641962197443751,0.8279989008607447,RE meta,7,8.665826483187587,0.33419703165331527,0.9635119180632128
Vip_23,-0.0011319693886933167,0.0420144085596279,0.9785056681135862,RE meta,7,0,0.9142391711955655,0.9976172372751994
Vip_4,-0.06871427014419171,0.04788093042546706,0.1512565393745083,RE meta,7,0,0.7583303647487826,0.5551355041308677
Vip_5,-0.0965279301348536,0.06540536490634302,0.13998653616795625,RE meta,7,0,0.38524213052737194,0.5551355041308677
Vip_6,0.015126149824585678,0.06325359584592367,0.8110008883864387,RE meta,7,0.009572849978903479,0.34014846682231564,0.9635119180632128
Vip_9,0.0016057519984770529,0.062315803553895856,0.9794424065015976,RE meta,7,6.16072084900328,0.2680051000450212,0.9976172372751994
Lamp5_Lhx6_1,-0.005345207832709112,0.040757642671301435,0.8957158103072344,mega: dataset fixed,NA,NA,NA,0.9732453794394816
Lamp5_1,0.05364866697229297,0.08156101540172754,0.5110057537655326,mega: dataset fixed,NA,NA,NA,0.8258726535537902
Lamp5_2,0.010995825898434269,0.040181533100681455,0.7844709603216904,mega: dataset fixed,NA,NA,NA,0.9396410403853215
Lamp5_3,0.0490577501113147,0.0661109493903303,0.4584265867482916,mega: dataset fixed,NA,NA,NA,0.7931507611994252
Lamp5_4,0.08720683840351874,0.07027452199927749,0.21524496789775197,mega: dataset fixed,NA,NA,NA,0.5865425375213741
Lamp5_5,0.0014610639667099658,0.06790613799826742,0.9828432239611347,mega: dataset fixed,NA,NA,NA,0.9963571876551179
Lamp5_6,0.15719518438468139,0.0821999564945796,0.05643871545551485,mega: dataset fixed,NA,NA,NA,0.26637158587593257
Pax6_1,-0.04256775771257509,0.06536625951778499,0.5152233068041994,mega: dataset fixed,NA,NA,NA,0.8258726535537902
Pax6_2,0.11271120255781684,0.0653866193559435,0.08540775651760403,mega: dataset fixed,NA,NA,NA,0.310314848680628
Pax6_3,0.031037203287395447,0.06376214411434913,0.6266515224268618,mega: dataset fixed,NA,NA,NA,0.8538126993065993
Pax6_4,0.08126334140211497,0.06481496808829297,0.21054729403918723,mega: dataset fixed,NA,NA,NA,0.5865425375213741
Sncg_3,0.06535143370211736,0.07127267841914224,0.35965413481063724,mega: dataset fixed,NA,NA,NA,0.6966354379851506
Sncg_6,0.0015978427570176666,0.06404746380176744,0.9801071952728553,mega: dataset fixed,NA,NA,NA,0.9963571876551179
Sncg_2,0.17278711915528946,0.08179511948429354,0.03517570281647341,mega: dataset fixed,NA,NA,NA,0.18257864795217152
Sncg_1,0.039952114430651185,0.07136559050955929,0.5758667176811794,mega: dataset fixed,NA,NA,NA,0.8328754193524331
Sncg_8,-0.015563368755499343,0.06724596818583829,0.8170741528333063,mega: dataset fixed,NA,NA,NA,0.9576460500949505
Sncg_4,-0.015321478162196967,0.07319203107017382,0.8342793016297935,mega: dataset fixed,NA,NA,NA,0.9674089774217818
Sncg_5,0.0362807262713862,0.07318207757729936,0.6202956682853871,mega: dataset fixed,NA,NA,NA,0.8538126993065993
Vip_14,0.0695684566372421,0.06490908139764712,0.284367475158679,mega: dataset fixed,NA,NA,NA,0.6325725467815513
Vip_15,-0.053911558126390036,0.04906445434809054,0.27242195903392996,mega: dataset fixed,NA,NA,NA,0.630017912247686
Vip_16,0.05193960616423189,0.06299590982117292,0.41007842689482377,mega: dataset fixed,NA,NA,NA,0.7398293212170569
Vip_4,-0.055283294982013405,0.04904260693192347,0.26021179300499897,mega: dataset fixed,NA,NA,NA,0.630017912247686
Vip_5,-0.1067590860911696,0.06668951961793654,0.11008478380339985,mega: dataset fixed,NA,NA,NA,0.37497629483033074
Vip_6,9.879200976154261e-4,0.06162480186102993,0.9872162960252544,mega: dataset fixed,NA,NA,NA,0.9963571876551179
Vip_9,0.019498799939365753,0.06027503703098367,0.7464626839106266,mega: dataset fixed,NA,NA,NA,0.9245958243892989
Vip_2,-0.0657542110421052,0.060326982985901785,0.2762876969378432,mega: dataset fixed,NA,NA,NA,0.630017912247686
Vip_11,-0.06056065494842768,0.05789403416071392,0.2960708109937134,mega: dataset fixed,NA,NA,NA,0.6454343679662953
Vip_13,-0.039761003728946996,0.07131022471626246,0.5773981139705591,mega: dataset fixed,NA,NA,NA,0.8328754193524331
Vip_1,-0.02691533097877211,0.05467796305137343,0.622771121431778,mega: dataset fixed,NA,NA,NA,0.8538126993065993
Vip_12,-0.0510924209197468,0.06611586530842684,0.44004636443871525,mega: dataset fixed,NA,NA,NA,0.7736298987712897
Vip_18,-0.08668564657915953,0.06177798414558871,0.16122335348619565,mega: dataset fixed,NA,NA,NA,0.5325256221210705
Vip_19,-0.016443435726322196,0.039924153554298035,0.6806247736903646,mega: dataset fixed,NA,NA,NA,0.8938325341234907
Vip_21,0.055921039521483286,0.06312487391013565,0.37613540145449653,mega: dataset fixed,NA,NA,NA,0.7068751510093125
Vip_23,5.859716899804318e-5,0.04185672834744754,0.9988835988502845,mega: dataset fixed,NA,NA,NA,0.9988835988502845
Sst Chodl_1,-0.029379358291901067,0.07069298942266146,0.6778991014109448,mega: dataset fixed,NA,NA,NA,0.8938325341234907
Sst_1,0.0710463859326131,0.06198104108977093,0.2522708293710223,mega: dataset fixed,NA,NA,NA,0.630017912247686
Sst_4,0.005073311139593125,0.06627284922172516,0.9390126155033396,mega: dataset fixed,NA,NA,NA,0.984157452787154
Sst_5,0.03436487264449866,0.06863883957278152,0.6168432339179066,mega: dataset fixed,NA,NA,NA,0.8538126993065993
Sst_7,0.006311298952221374,0.06409872195982826,0.9216072900244755,mega: dataset fixed,NA,NA,NA,0.9752931515792993
Sst_3,-0.2138829346779516,0.06967701303868333,0.0022672241020415406,mega: dataset fixed,NA,NA,NA,0.03238759095351086
Sst_19,-0.08104415387923129,0.06080607560772132,0.1832333586567859,mega: dataset fixed,NA,NA,NA,0.5865425375213741
Sst_9,-0.06838394981698308,0.05716070430674419,0.232164902446357,mega: dataset fixed,NA,NA,NA,0.6172188869915345
Sst_10,0.05333826750359055,0.061408838673785146,0.38552215415083524,mega: dataset fixed,NA,NA,NA,0.7122358441091702
Sst_13,-0.10191919414406564,0.06236055628172133,0.1028542031583241,mega: dataset fixed,NA,NA,NA,0.3616486498147525
Sst_12,-0.08363151552946954,0.06580873129700172,0.20441880176249583,mega: dataset fixed,NA,NA,NA,0.5865425375213741
Sst Chodl_2,0.17640478787173475,0.07180456219585392,0.014381047665557842,mega: dataset fixed,NA,NA,NA,0.12057955350352345
Sst_11,-0.13373932307144412,0.07754199742565666,0.08523282016244052,mega: dataset fixed,NA,NA,NA,0.310314848680628
Sst_20,-0.2327849729056378,0.07619335600577433,0.002377070895670522,mega: dataset fixed,NA,NA,NA,0.03238759095351086
Sst_22,-0.25245914579344303,0.0772467304681594,0.0011615787531086515,mega: dataset fixed,NA,NA,NA,0.03238759095351086
Sst_23,-0.041444854267860244,0.0741123123968647,0.5762800867204596,mega: dataset fixed,NA,NA,NA,0.8328754193524331
Sst_25,-0.18843244509045512,0.0858313935913905,0.028624567723984164,mega: dataset fixed,NA,NA,NA,0.16466984268725154
Sst_2,-0.25539606694702893,0.058909378554339475,1.7810905211472024e-5,mega: dataset fixed,NA,NA,NA,9.706943340252253e-4
Pvalb_6,-0.12119402562527468,0.05315801611261425,0.023061833815374758,mega: dataset fixed,NA,NA,NA,0.15710874286724053
Pvalb_5,-0.057884676152521734,0.06374326704458316,0.36429559601058337,mega: dataset fixed,NA,NA,NA,0.6966354379851506
Pvalb_8,-0.007106635160696049,0.06677950851890052,0.9152950071638846,mega: dataset fixed,NA,NA,NA,0.9752931515792993
Pvalb_7,0.17721922598170656,0.0706839597370011,0.012505284685116308,mega: dataset fixed,NA,NA,NA,0.11990859944752807
Pvalb_1,0.0029092991667645303,0.059851314317106025,0.9612517234802662,mega: dataset fixed,NA,NA,NA,0.9963571876551179
Pvalb_3,-0.05201103892559951,0.056101236491493435,0.3543542839275011,mega: dataset fixed,NA,NA,NA,0.6966354379851506
Pvalb_2,-0.09231685416839921,0.07067998838989249,0.19214910293635698,mega: dataset fixed,NA,NA,NA,0.5865425375213741
Pvalb_15,-0.10696867708232015,0.04501910451242151,0.017897816265576332,mega: dataset fixed,NA,NA,NA,0.13934728378198716
Pvalb_14,0.14762796133414366,0.06351848513868491,0.0205415944577234,mega: dataset fixed,NA,NA,NA,0.14926891972612338
Pvalb_12,0.06345936059700283,0.0651882611626084,0.3308163404601313,mega: dataset fixed,NA,NA,NA,0.6933062558498293
Pvalb_10,0.008463306111217065,0.0670000274982496,0.8995342644528943,mega: dataset fixed,NA,NA,NA,0.9732453794394816
Pvalb_13,0.06271673843937725,0.062248236340354195,0.31420029640175284,mega: dataset fixed,NA,NA,NA,0.6715261236821777
Pvalb_9,0.018703831680895875,0.0653628727398055,0.77488643801207,mega: dataset fixed,NA,NA,NA,0.9390365512334696
Chandelier_1,0.008209511659197682,0.04978861798493846,0.8691035644660762,mega: dataset fixed,NA,NA,NA,0.9732453794394816
Chandelier_2,0.16197735843628266,0.07381797836687229,0.02870391753264018,mega: dataset fixed,NA,NA,NA,0.16466984268725154
L2/3 IT_1,-0.04073738668583539,0.06440437574390935,0.5273513675139903,mega: dataset fixed,NA,NA,NA,0.8328754193524331
L2/3 IT_2,0.08442499897263414,0.07764283414562509,0.2774390806228342,mega: dataset fixed,NA,NA,NA,0.630017912247686
L2/3 IT_6,-0.16493620124222969,0.08877095606798177,0.06379445478480407,mega: dataset fixed,NA,NA,NA,0.26744598352090937
L2/3 IT_7,0.22432160403822787,0.0854995494914962,0.008981979732061385,mega: dataset fixed,NA,NA,NA,0.0979035790794691
L2/3 IT_5,-0.04113997664542841,0.07269272088204277,0.5717022429945623,mega: dataset fixed,NA,NA,NA,0.8328754193524331
L2/3 IT_13,-0.06788862026623244,0.08303990688022139,0.41403292288294014,mega: dataset fixed,NA,NA,NA,0.7398293212170569
L2/3 IT_10,-0.13581138484788083,0.10888534070618562,0.21291301977128554,mega: dataset fixed,NA,NA,NA,0.5865425375213741
L2/3 IT_8,-0.02570485563920458,0.07779505928592029,0.7412316859832719,mega: dataset fixed,NA,NA,NA,0.9245958243892989
L2/3 IT_12,-0.08618739883825167,0.09125173145108151,0.3453986862525581,mega: dataset fixed,NA,NA,NA,0.6966354379851506
L6 IT_1,0.10049621733427175,0.07996313539720139,0.2094568498766161,mega: dataset fixed,NA,NA,NA,0.5865425375213741
L6 IT_2,0.013651409234332976,0.0962039530436402,0.8872192357506339,mega: dataset fixed,NA,NA,NA,0.9732453794394816
L4 IT_2,0.03221070979902085,0.05671406552970344,0.5703406470785137,mega: dataset fixed,NA,NA,NA,0.8328754193524331
L4 IT_3,0.08458698773930999,0.0763469373238932,0.2684591048189622,mega: dataset fixed,NA,NA,NA,0.630017912247686
L4 IT_4,0.03589554900317737,0.05954661528465745,0.5469229955876151,mega: dataset fixed,NA,NA,NA,0.8328754193524331
L5 IT_1,0.019870412963646552,0.059509465877683285,0.7386013757821697,mega: dataset fixed,NA,NA,NA,0.9245958243892989
L5 IT_3,-0.04613247802194822,0.06483976931227038,0.47713712881083126,mega: dataset fixed,NA,NA,NA,0.800399455575322
L2/3 IT_3,-0.14692224174392252,0.07889707083921298,0.0631984884277509,mega: dataset fixed,NA,NA,NA,0.26744598352090937
L4 IT_1,0.06343614557482391,0.06601957576654652,0.3371122161471647,mega: dataset fixed,NA,NA,NA,0.6933062558498293
L5 IT_2,0.03271283171560881,0.05918557876500502,0.5807204758787607,mega: dataset fixed,NA,NA,NA,0.8328754193524331
L5 IT_5,-0.038109030176637776,0.08156675049552693,0.6405641508994537,mega: dataset fixed,NA,NA,NA,0.8619937339264254
L5 IT_6,0.03125397715846649,0.07959994447712176,0.6947647373118588,mega: dataset fixed,NA,NA,NA,0.901539956749912
L5 IT_7,-0.02055348831336854,0.07197948012422702,0.775351280834975,mega: dataset fixed,NA,NA,NA,0.9390365512334696
L5 ET_1,0.2396892820801254,0.09634780877599906,0.013200946728168227,mega: dataset fixed,NA,NA,NA,0.11990859944752807
L5 ET_2,0.02710314141101898,0.07585968689241322,0.7210426374764967,mega: dataset fixed,NA,NA,NA,0.9245958243892989
L6 CT_1,0.17218863515766694,0.09617547853713787,0.07403970500957927,mega: dataset fixed,NA,NA,NA,0.296547083682473
L6 CT_2,-0.021170317669662434,0.08891495069276954,0.811910192910051,mega: dataset fixed,NA,NA,NA,0.9576460500949505
L6 CT_3,0.15349765433335627,0.07202626142737095,0.033596337553556524,mega: dataset fixed,NA,NA,NA,0.18257864795217152
L6 CT_4,0.2578899995420077,0.07971410750314739,0.0013013480527946863,mega: dataset fixed,NA,NA,NA,0.03238759095351086
L6b_1,0.5043274154078917,0.10612849236809757,2.680202480548188e-6,mega: dataset fixed,NA,NA,NA,2.921420703797525e-4
L6b_2,0.10600483886836454,0.0911068814445021,0.24520819796644466,mega: dataset fixed,NA,NA,NA,0.630017912247686
L6b_3,0.28006404853125816,0.08924888135823805,0.0018078788843003044,mega: dataset fixed,NA,NA,NA,0.03238759095351086
L6b_4,0.25189542018320005,0.07994588535451723,0.001732004555889712,mega: dataset fixed,NA,NA,NA,0.03238759095351086
L6b_5,0.14985727396995582,0.07906301967390457,0.058650624413049364,mega: dataset fixed,NA,NA,NA,0.26637158587593257
L6b_6,0.06847672245110643,0.09628102191519405,0.47730242763665987,mega: dataset fixed,NA,NA,NA,0.800399455575322
L6 IT Car3_1,0.010612964813338639,0.08597941405709031,0.9018145259026389,mega: dataset fixed,NA,NA,NA,0.9732453794394816
L6 IT Car3_2,0.06017851089141763,0.09139573663612102,0.5105785184311511,mega: dataset fixed,NA,NA,NA,0.8258726535537902
L6 IT Car3_3,0.013185700586760395,0.07658786067183208,0.863382414081772,mega: dataset fixed,NA,NA,NA,0.9732453794394816
L5/6 NP_1,0.01443405061709432,0.0743760732748427,0.8462061165142135,mega: dataset fixed,NA,NA,NA,0.9709101757899924
L5/6 NP_2,0.23025933476825955,0.08345874225032163,0.00602482035165978,mega: dataset fixed,NA,NA,NA,0.0729672687034351
L5/6 NP_3,0.16941405777949284,0.07524219329476867,0.024809635274634662,mega: dataset fixed,NA,NA,NA,0.15907354381971636
L5/6 NP_6,0.1619242078599944,0.091110511197251,0.0761772325055894,mega: dataset fixed,NA,NA,NA,0.296547083682473
L5/6 NP_4,0.1433229949335831,0.07396115974546366,0.053244474922690174,mega: dataset fixed,NA,NA,NA,0.263802171207874
Lamp5_Lhx6_1,-0.012920754057365735,0.0406769791064315,0.750894927614263,mega: dataset random intercept,NA,NA,NA,0.9075922412295866
Lamp5_1,0.05342304331770886,0.08146449440329576,0.5122838821780349,mega: dataset random intercept,NA,NA,NA,0.78207261881491
Lamp5_2,0.007755467995589241,0.04052647882055017,0.8483197945489599,mega: dataset random intercept,NA,NA,NA,0.9435393633248635
Lamp5_3,0.04418141556126313,0.06602425596535194,0.5037138164512049,mega: dataset random intercept,NA,NA,NA,0.78207261881491
Lamp5_4,0.0862599304382603,0.07018380600814939,0.21966161654110603,mega: dataset random intercept,NA,NA,NA,0.5784445599239261
Lamp5_5,-0.005142101278892131,0.06804089464830919,0.9397902886364162,mega: dataset random intercept,NA,NA,NA,0.9774597548563692
Lamp5_6,0.1624526756792995,0.08190973576180068,0.047907962271629134,mega: dataset random intercept,NA,NA,NA,0.23736217670943524
