CellType,logFC,AveExpr,t,P.Value,adj.P.Val,Cohort
Oligo_4,-0.22822841918028644,3.553871498401498,-0.7972479606234641,0.4312254496742407,0.746122590017596,McLean
Endo_2,0.20090881574036992,0.1029695068668387,0.6707568428602578,0.5072228816312441,0.746122590017596,McLean
VLMC_1,0.23327705872411592,-1.423640226221027,0.6059215414907004,0.548871829276459,0.746122590017596,McLean
Astro_3,0.2138401684734894,-0.11358242898182437,0.5896558400104619,0.559591942513197,0.746122590017596,McLean
Astro_5,0.1318970091960456,-1.93683276099861,0.4666991834507214,0.6438998291293904,0.7769397869778695,McLean
Astro_2,-0.11216478716173689,3.2113214504515226,-0.37331192780293365,0.7113957801694184,0.7769397869778695,McLean
Oligo_2_1-SEAAD,-0.1147873412032958,-1.3134086416498294,-0.35035982941818633,0.7283810502917526,0.7769397869778695,McLean
Micro-PVM_2,-0.03442657132906559,0.5303760547993626,-0.09569004858022537,0.9243677978576128,0.9243677978576128,McLean
Astro_5,-1.085882092264085,-1.1542661410973978,-2.6767102559099736,0.011081682704333984,0.16622524056500976,MSSM 1
OPC_2,-0.6458972618319854,1.842228857637369,-2.222973633468071,0.03251673141930387,0.243875485644779,MSSM 1
Micro-PVM_1,0.6443140915040956,-1.6018456823576093,1.88842205987588,0.06696299761882941,0.33481498809414706,MSSM 1
Astro_3,0.5236353715976955,-0.11824993559441928,1.5149806374123238,0.1384179735886251,0.519067400957344,MSSM 1
Endo_2,-0.3805415093002997,0.035653843086775536,-0.9969186399095112,0.3253886829752288,0.9058195109197617,MSSM 1
Oligo_2,0.3153930696117607,1.6583337549297554,0.9142322022484252,0.36661439549294816,0.9058195109197617,MSSM 1
Oligo_1,0.2332798059235583,-0.14073681014707107,0.7093565932338238,0.4826247515370846,0.9058195109197617,MSSM 1
VLMC_1,-0.22076843876727345,-0.21776497471727466,-0.7030873090697733,0.4864764362233308,0.9058195109197617,MSSM 1
Oligo_3,-0.15018755338893142,-1.6275577297564696,-0.5200510451706837,0.6061782633185058,0.9058195109197617,MSSM 1
OPC_1,0.18665504579141184,-1.7555465001282624,0.5115663956521346,0.6120456298762615,0.9058195109197617,MSSM 1
Oligo_4,-0.1714749373466643,2.8142076098598743,-0.4375938275627425,0.6642676413411586,0.9058195109197617,MSSM 1
Astro_2,-0.08390869280271465,2.2442663733838453,-0.2726237147125225,0.7866839211820417,0.9389540284340716,MSSM 1
Micro-PVM_2,-0.04170434551309621,-0.6351476327460015,-0.13291314077964386,0.8949945109390121,0.9389540284340716,MSSM 1
Oligo_2_1-SEAAD,0.03240230992508984,-1.9972785812690579,0.09752927442537795,0.9228414183504545,0.9389540284340716,MSSM 1
Astro_4,-0.027274238620215416,0.6537035489159443,-0.07711572336802061,0.9389540284340716,0.9389540284340716,MSSM 1
Endo_3,-1.4346711010435305,-3.5285100351091425,-2.3246505279183336,0.03762835005235039,0.5373187565697253,Multiome
OPC_2_1-SEAAD,-1.211041376774459,-2.6260591343162996,-2.0703936202100337,0.0597020840633028,0.5373187565697253,Multiome
Micro-PVM_1,-0.8684893543887554,1.2690538549293087,-1.7436760869622148,0.10570522000196118,0.568530008870343,Multiome
Oligo_2,0.8192425426939683,2.653937754258008,1.6378137743600707,0.12634000197118733,0.568530008870343,Multiome
OPC_1,-1.32169978774893,-0.16514540837146321,-1.3258983353733955,0.20856266809119828,0.607345553292084,Multiome
Oligo_3,0.6591556363107224,-2.2029718297565246,1.2215799672190584,0.24437621660752512,0.607345553292084,Multiome
Oligo_2_1-SEAAD,0.7479626121586579,-2.9819569592627135,1.197790822216923,0.2531894154356993,0.607345553292084,Multiome
Endo_2,-0.6822282569687556,1.3577564504065727,-1.1543250791391373,0.26993135701870397,0.607345553292084,Multiome
Astro_5,-0.5049898906588499,-2.187682690844007,-0.9326538609187726,0.3686414008216532,0.6201726958885929,Multiome
Oligo_1,0.5911918823650907,-0.2966791963314579,0.9290155024804293,0.3704515911466675,0.6201726958885929,Multiome
Astro_3,0.4124038828144281,-1.3212544248876164,0.8947877832041488,0.38778394531662874,0.6201726958885929,Multiome
Astro_4,-0.3323760868808102,0.5277552465392783,-0.8459742137048764,0.41344846392572865,0.6201726958885929,Multiome
Astro_2,-0.2272312800773718,2.8964406452713978,-0.5607744947010915,0.5848505493196346,0.8097930682887249,Multiome
Micro-PVM_2,0.250902630155582,1.0728530168243566,0.454890776309239,0.656977231934435,0.8446850124871308,Multiome
Oligo_4,0.17164278068622055,3.1660082457829737,0.3217519582609084,0.7529507201564365,0.8793607175258177,Multiome
Endo_1,-0.1985256314971254,-0.9734212960508025,-0.23770500829725388,0.815956590028434,0.8793607175258177,Multiome
VLMC_1,-0.09660879646397813,1.3375424470039239,-0.2185713963677106,0.8305073443299389,0.8793607175258177,Multiome
OPC_2,-0.03831261089577879,2.0023333139142068,-0.10755537479240793,0.9160532994579298,0.9160532994579298,Multiome
