gene,log2FC,pct_vulnerable,pct_not_depleted,mean_vulnerable,mean_not_depleted,p_wilcoxon,fdr_wilcoxon,donor_delta,p_donor_paired,fdr_donor,neg_log10_p,always_label
ZDHHC18,-0.021300362,0.2913626735702518,0.2966601178781925,0.17966677,0.18887942,0.28849936,0.35854607731704646,-0.025087127,0.20007734,0.34493575168598023,0.5398552,False
MAPK1IP1L,-0.013490943,0.392327606495646,0.39906679764243613,0.26490647,0.27258924,0.2885057,0.35854607731704646,-0.019679615,0.40958992,0.5562981385942736,0.5398456,False
TIGD7,-0.008715092,0.17604142151094376,0.18430746561886052,0.10552486,0.10987242,0.28855422,0.35856710821112664,-0.0066611306,0.3217674,0.4753041585286458,0.53977257,False
OSER1-DT,0.0029408277,0.16686279124499884,0.15913555992141454,0.099776484,0.09662125,0.28949592,0.3596978913523412,0.0053430377,0.54852295,0.6759852619160782,0.53835756,False
GDI1,-0.021676285,0.46222640621322664,0.4599705304518664,0.32286218,0.33318415,0.28969002,0.35989964432633337,-0.0069169076,0.48300996,0.6224505983400546,0.53806645,False
AC084361.1,0.020111838,0.11767474699929395,0.11210707269155207,0.075690635,0.06824313,0.29007986,0.36034450455814715,-0.0139093865,0.15994138,0.2986625514403292,0.53748244,False
YEATS4,-0.015093018,0.12544128030124735,0.1317534381139489,0.071862124,0.07783852,0.2903245,0.3606089085852814,-0.009922588,0.13067803,0.26174299595719674,0.5371163,False
ST6GAL1,0.04270274,0.3699694045657802,0.3693516699410609,0.30889034,0.29194912,0.29076153,0.3611121832319493,0.041913994,0.31447542,0.46865596159846296,0.5364631,False
PSMB3,-0.009871273,0.151329724641092,0.1581532416502947,0.08833016,0.09315969,0.29108995,0.3614805157874932,-0.010527739,0.1820912,0.3250421051337529,0.5359728,False
AL031428.1,-0.020505112,0.18592610025888445,0.19167485265225934,0.11007088,0.11861352,0.29121485,0.36159602230359295,-0.026212668,0.01019919,0.0632930062792755,0.53578645,False
MFSD11,0.009422704,0.6490939044481054,0.631507858546169,0.5500458,0.54024357,0.29166782,0.3621188231914195,-0.03112473,0.2522001,0.401122362336587,0.5351115,False
AF131215.2,0.007070909,0.1049658743233702,0.09921414538310412,0.059048854,0.055137012,0.292214,0.3627572480216541,-0.0013654381,0.75993824,0.8395645419466355,0.53429896,False
TMEM168,0.0030278426,0.3487879501059073,0.33828585461689586,0.23533842,0.230418,0.29245853,0.36302108088446494,-0.020248517,0.1356519,0.2675769787998826,0.5339357,False
MDN1,0.0069654817,0.669333960931984,0.6532416502946955,0.56517273,0.5557811,0.2928144,0.3634230331988512,-0.016155904,0.60094374,0.7183462546924394,0.53340757,False
EPC2,-0.016881483,0.5919039774064486,0.5909872298624754,0.47419462,0.48290122,0.2931541,0.3638048396305109,-0.009211141,0.49143732,0.6291462302329026,0.532904,False
GABPB1-AS1,-0.032172874,0.5799011532125206,0.5741650294695482,0.475035,0.48749343,0.29343295,0.364111066412232,0.012870801,0.49081692,0.6287067692454268,0.53249115,False
MED17,0.002706187,0.33207813603200753,0.3212180746561886,0.21223801,0.20766029,0.29368493,0.3643838748308132,0.0018329173,0.8573243,0.9065517621819071,0.5321183,False
DHFR,-0.0049331477,0.09719934102141681,0.10388015717092337,0.05702256,0.059334863,0.29374126,0.364413924730356,-0.007150558,0.31913838,0.4729952526865038,0.53203505,False
ZNF772,-0.0012258971,0.09437514709343375,0.10093320235756385,0.054897238,0.056046523,0.29409593,0.36481403665766815,-8.115992e-05,0.993148,0.9962217246772482,0.531511,False
DFFB,-0.004162131,0.27677100494233936,0.26719056974459726,0.17240614,0.16984197,0.29435727,0.36509829049242837,0.016675953,0.16175035,0.3005321314012344,0.53112525,False
ORC4,0.001990701,0.6566250882560603,0.6337180746561886,0.5364916,0.527343,0.29447365,0.3651973589257898,-0.035429675,0.022298833,0.09320604691489637,0.5309536,False
NBR1,0.011579945,0.3273711461520358,0.318762278978389,0.21447906,0.20728397,0.29450154,0.3651973589257898,0.0036151619,0.8072833,0.8725270092050109,0.5309124,False
ISG20L2,0.0118024,0.18451400329489293,0.17694007858546168,0.10926376,0.10349797,0.29476282,0.3654648277407787,0.005151093,0.5857054,0.7067938355128444,0.5305273,False
KDM4A-AS1,-5.0391798e-05,0.1070840197693575,0.1006876227897839,0.06032003,0.058796257,0.29478166,0.3654648277407787,-0.009266986,0.10303866,0.2252593188415398,0.5304995,False
RRN3,-0.0035839227,0.2391150859025653,0.22863457760314343,0.1417969,0.14013499,0.29504874,0.36575597847059066,-0.0034477562,0.73710465,0.8241813120565191,0.53010625,False
ETFDH,0.0101362225,0.6483878559661097,0.6295432220039293,0.53924364,0.5290161,0.29534045,0.36607758315293104,-0.04869932,0.10334158,0.22570405944659702,0.5296771,False
PRPF18,-0.008060602,0.31725111791009647,0.3283398821218075,0.20704392,0.21206124,0.2954137,0.3661283836668988,-0.0024649084,0.8779745,0.921161160177564,0.5295694,False
SPATA5L1,-0.011312886,0.16333254883502,0.17055500982318272,0.09777851,0.10285829,0.2955279,0.36622990013757645,-0.014348651,0.29129705,0.4432560204979879,0.5294015,False
CHD1,0.0031122782,0.49140974346905153,0.474950884086444,0.3568677,0.3509124,0.29576555,0.36648435899952214,-0.0105995,0.30017382,0.4534787421760554,0.52905244,False
ARMC1,-0.017448943,0.2741821605083549,0.28327603143418467,0.16985928,0.17702821,0.29587755,0.3665780949256716,-0.0016417295,0.9165039,0.9445831168517761,0.528888,False
GLTP,0.0075500263,0.22923040715462462,0.22224950884086445,0.14035268,0.13483469,0.29590583,0.3665780949256716,0.006630352,0.35221875,0.504682276124558,0.5288465,False
N4BP2L2,0.010811152,0.9696399152741821,0.962794695481336,1.5532558,1.5418291,0.29646784,0.3672342327490309,-0.051407836,0.052391987,0.14921785508332286,0.5280224,False
LINC01011,-0.009576753,0.11367380560131796,0.11996561886051081,0.06412225,0.06844121,0.29695693,0.36779545280090065,-0.011012347,0.16039492,0.2991647516493341,0.52730656,False
ZKSCAN5,-0.012806,0.14073899741115556,0.1475933202357564,0.0814604,0.086703435,0.29698575,0.36779545280090065,-0.005408543,0.5555153,0.6814929842110955,0.5272644,False
UBA2,-0.02771045,0.560837844198635,0.5609037328094303,0.4248229,0.43586853,0.29758236,0.36849406941620727,-0.024528783,0.05696744,0.1572739468145382,0.5263928,False
ALG12,-0.015327829,0.10755471875735467,0.11333497053045187,0.059456956,0.065320574,0.2976269,0.3685090357079513,-0.010902075,0.051949415,0.14851667035010555,0.5263278,False
RAVER2,-0.02987743,0.287832431160273,0.2912573673870334,0.18496327,0.19661012,0.29796672,0.3688895035997353,-0.033947613,0.091022395,0.20889297661307657,0.52583224,False
ADAT1,-0.009057981,0.15886090844904682,0.16552062868369352,0.09085821,0.09558039,0.29802346,0.3688997875323923,-0.017238138,0.19876742,0.3436174378166908,0.52574956,False
CHCHD1,-0.0058984053,0.1226170863732643,0.12966601178781925,0.07274744,0.07572217,0.29804006,0.3688997875323923,-0.0133067295,0.07668017,0.1889521330627375,0.52572536,False
MOGS,-0.009472533,0.21628618498470228,0.22482809430255402,0.1317653,0.13660894,0.29809895,0.36893241561033985,-0.009051712,0.39714432,0.5450943833182094,0.52563953,False
ERMP1,-0.013447805,0.30477759472817134,0.31262278978388996,0.19576928,0.20247312,0.29913872,0.3701788684956911,-0.014405629,0.0654302,0.17213363505913729,0.52412736,False
SLC30A5,-0.019691296,0.385502471169687,0.38887524557956776,0.2543242,0.26331,0.29936853,0.37042284261493785,-0.019140938,0.016340753,0.07969454292172722,0.5237939,False
CTDP1,-0.013902083,0.13179571663920922,0.13789292730844793,0.07374586,0.0794661,0.29951894,0.3705397611095965,0.00042824596,0.9468421,0.9648739276410349,0.5235757,False
LDLR,0.0054830373,0.1555660155330666,0.14894400785854617,0.09448658,0.09030354,0.29952836,0.3705397611095965,0.014670637,0.052650686,0.1497147573740134,0.5235621,False
ARF5,-0.012557113,0.2548835020004707,0.26178781925343814,0.16503343,0.17173365,0.29982796,0.3708488374519598,-0.022857228,0.19989143,0.3447669062001178,0.52312785,False
ZFHX3,0.011483036,0.23770298893857378,0.22863457760314343,0.17813195,0.17200476,0.29984358,0.3708488374519598,-0.0077234595,0.5098254,0.6443248075597426,0.52310526,False
PANK2,0.011479794,0.43916215580136503,0.4307465618860511,0.3048925,0.29717863,0.30025253,0.37131414992539247,-0.02048399,0.35533875,0.5071669464802466,0.52251333,False
SENP3,0.0021972961,0.16568604377500587,0.15790766208251472,0.096504405,0.093657,0.3003632,0.3714105420209287,-0.0027150274,0.7593571,0.8390130013027175,0.52235323,False
NPRL2,0.012712165,0.13367851259119792,0.12831532416502947,0.08193575,0.07555345,0.30044284,0.37146851583787466,-0.0016498215,0.8075174,0.8725293898809524,0.52223814,False
MAP9,-0.026400981,0.4200988467874794,0.4242387033398821,0.29200456,0.30288267,0.300781,0.37184610009297353,-0.04049496,0.0074884873,0.055340349674224854,0.52174956,False
SPTY2D1,-0.007894669,0.13461991056719227,0.1418222003929273,0.07789729,0.08151798,0.30132923,0.37248325254372344,-0.009017197,0.20246245,0.3474110014913591,0.5209587,False
AL139106.1,-0.020473102,0.1590962579430454,0.16466110019646366,0.09770431,0.10600289,0.30139995,0.3725300778696339,-0.019858826,0.04105968,0.1312427187637544,0.52085686,False
TNFSF12,-0.012620957,0.13720875500117674,0.143786836935167,0.080777906,0.08605339,0.30162734,0.37277049791814193,-0.011988951,0.14444095,0.2792803964440941,0.52052927,False
ECE1,-0.00079641346,0.24193927983054836,0.2331777996070727,0.15585844,0.15281826,0.30195466,0.373134372021378,0.0049236403,0.47955942,0.6196319093465262,0.5200583,False
ELP1,0.012383625,0.5558955048246647,0.5412573673870335,0.42116272,0.41171053,0.30207554,0.37324309694443686,-0.01700145,0.3595135,0.5106838273130322,0.51988447,False
FSD1,0.00014411427,0.3304306895740174,0.34196954813359526,0.21880297,0.22165816,0.3027403,0.3740237565685581,-0.006724796,0.71932864,0.8111395591295975,0.5189298,False
ELOA-AS1,0.006069724,0.36902800658978585,0.3581777996070727,0.24863175,0.24295484,0.30321512,0.374569570214663,-0.014635945,0.08220029,0.19651846207356427,0.51824915,False
ZBTB40,-0.001906483,0.2238173687926571,0.21451375245579568,0.13843454,0.13615711,0.3033963,0.3747525896344866,-0.0024900897,0.7535235,0.8354376770365306,0.5179897,False
CTSS,-0.0019293871,0.10849611673334902,0.11579076620825147,0.068397306,0.06939411,0.3034707,0.37480365086588185,-0.00038686098,0.9494623,0.9669858927529401,0.51788324,False
PIAS2,0.01145659,0.7973640856672158,0.7739440078585462,0.77367365,0.7589857,0.30354604,0.37485589696617133,-0.009608137,0.48267788,0.6223569003018465,0.5177754,False
POFUT2,0.010113338,0.15109437514709342,0.14476915520628683,0.08826674,0.08299005,0.30368322,0.37498448044791555,0.0076788687,0.5176751,0.6506211331327554,0.5175792,False
MHENCR,0.004738758,0.13509060955518945,0.12856090373280943,0.08098007,0.077494375,0.30383024,0.37512517919943134,-0.000100087374,0.98889196,0.9930940363292315,0.51736903,False
ZCCHC14,0.006524863,0.5443633796187338,0.5294695481335953,0.41536787,0.4078857,0.30394754,0.37521151769926553,-0.021276642,0.49919605,0.6356358606816142,0.51720136,False
RNF157,0.0068355696,0.8044245704871734,0.7820481335952849,0.8063325,0.79340637,0.3039663,0.37521151769926553,0.01721276,0.6049776,0.7216473407925867,0.51717454,False
SRD5A3,0.0031488312,0.3261943986820428,0.3153241650294695,0.21307051,0.20866443,0.30426407,0.3755381931458084,0.0019527286,0.8542959,0.9046987315627334,0.5167493,False
RBPJ,0.00021530621,0.7519416333254884,0.7428781925343811,0.7284034,0.73177934,0.3043941,0.37565781449732105,0.019288575,0.466739,0.6074675323220227,0.5165638,False
TAF13,0.0027326224,0.1515650741350906,0.14403241650294696,0.084916934,0.082332596,0.30444643,0.3756815382203171,-0.005237094,0.10952164,0.23459468507334544,0.5164891,False
GBA2,-0.015321398,0.2468816192045187,0.2538064833005894,0.14739929,0.1543952,0.30455372,0.37577305001903416,-0.01596921,0.08471386,0.2002905415912229,0.5163361,False
ABHD2,0.010172256,0.8001882795951989,0.7745579567779961,0.78838205,0.7743925,0.30470443,0.37591812274843667,0.055149306,0.16078708,0.2995193291086158,0.5161212,False
MRPS7,-0.015643869,0.1849847022828901,0.19167485265225934,0.1096444,0.11633474,0.30524105,0.3765392062870406,-0.022225557,0.015396651,0.07721468034199547,0.5153571,False
DEF8,-0.010055099,0.26570957872440576,0.27406679764243613,0.1647409,0.16978876,0.3054787,0.3767913821677585,-0.0071626664,0.4290416,0.5737262673672501,0.51501906,False
RB1,0.013128573,0.7178159566956931,0.7018664047151277,0.67909914,0.6670523,0.30571944,0.3770473253781393,-0.00042033195,0.9835574,0.9897521144271711,0.5146769,False
ZADH2,0.0027532212,0.19439868204283361,0.18700884086444008,0.117689855,0.11391954,0.30594608,0.37728582930209803,-0.0026339456,0.6918001,0.7895509286185866,0.5143551,False
STK25,-0.016486803,0.3367851259119793,0.3444253438113949,0.2172331,0.22465974,0.30632392,0.3776877226745055,-0.01568397,0.13168833,0.2630436642069212,0.5138191,False
TXN2,-0.012576283,0.14285714285714285,0.14918958742632613,0.08296753,0.08855275,0.30633858,0.3776877226745055,-0.012294669,0.1452458,0.27971567102800515,0.5137983,False
ARF4,-0.023046214,0.3210167098140739,0.32588408644400785,0.20342258,0.21320772,0.30668637,0.37807545022481526,-0.016601244,0.21635671,0.362954008425902,0.51330554,False
RNF19A,0.008450849,0.626500353024241,0.6094056974459725,0.5051256,0.49586982,0.30690423,0.3783028886640226,0.004031849,0.80535764,0.8712158319526556,0.51299715,False
AL355574.1,0.012247037,0.1282654742292304,0.12278978388998035,0.07567644,0.06989844,0.30751142,0.37901015035073066,0.0071882643,0.22582391,0.37313520085384505,0.5121387,False
ZC2HC1A,-0.017647404,0.503177218168981,0.5066306483300589,0.36885294,0.37777558,0.30756173,0.37903098583480443,-0.01920272,0.1952315,0.3397309487172112,0.51206774,False
RUFY2,-0.012748047,0.7453518474935279,0.7394400785854617,0.68546075,0.6914379,0.3076234,0.3790657926895503,-0.029194439,0.122025505,0.2504536501209969,0.51198065,False
SCAF8,-0.024796106,0.7745351847493528,0.7655943025540275,0.7371805,0.7456003,0.30774453,0.3791738845528538,-0.009005296,0.37786943,0.5284334743281558,0.51180965,False
PPIA,0.0021234541,0.4857613556130854,0.47212671905697445,0.3628883,0.35685766,0.3085258,0.38007096170356447,-0.015251008,0.15494582,0.2924634682755304,0.5107085,False
C10orf88,-0.00989872,0.15462461755707224,0.16134577603143418,0.09021398,0.095071256,0.30853963,0.38007096170356447,-0.010571115,0.08555531,0.20140998933701515,0.510689,False
ZNF674,-0.016542036,0.22852435867262885,0.2356335952848723,0.13946532,0.14661738,0.309148,0.380779055120114,0.0031649142,0.82927346,0.8869770243553178,0.5098335,False
ZNF66,-0.007274861,0.1630971993410214,0.17080058939096268,0.098075785,0.10191624,0.30982208,0.3815678625590327,-0.0055729584,0.4970125,0.6335666775234577,0.50888765,False
RPGRIP1L,-0.0227669,0.3685573076017887,0.3695972495088409,0.2444912,0.25455117,0.3100743,0.3818173653265735,-0.01276229,0.0882509,0.2049371881397134,0.50853425,False
CUL9,0.00065544894,0.17886561543892682,0.1706777996070727,0.10310685,0.10066358,0.31014436,0.3818173653265735,-0.004713097,0.53086317,0.661843259303907,0.5084361,False
RAB3GAP2,-0.018547429,0.7032242880677807,0.6910609037328095,0.6073111,0.6146948,0.31014442,0.3818173653265735,-0.017073715,0.32580265,0.4789664167280841,0.508436,False
PARL,-0.029808516,0.3866792186396799,0.3880157170923379,0.25232607,0.264033,0.3101593,0.3818173653265735,-0.008594504,0.33823484,0.4910963823315308,0.5084152,False
QPCTL,0.00089970464,0.15085902565309484,0.14329567779960709,0.085995644,0.08396125,0.31028157,0.3819264570871989,-0.0026237466,0.82314926,0.8828401011142357,0.50824404,False
PTBP1,-0.0014044057,0.20569545775476583,0.1969548133595285,0.121715,0.11949215,0.31048706,0.38209779672753036,0.0033760623,0.75398546,0.8354376770365306,0.5079565,False
DNAJC17,-0.017618503,0.3504353965638974,0.35854616895874264,0.23280858,0.24091382,0.31048813,0.38209779672753036,0.0017389059,0.9328501,0.9549907005798213,0.507955,False
SNX30,-0.013487471,0.2640621322664156,0.27222495088408644,0.16885298,0.17528223,0.31061065,0.38218398352765726,-0.0007400811,0.8546049,0.9048569810819955,0.50778365,False
SRSF2,-0.0006181521,0.49776417980701343,0.48219548133595286,0.3615899,0.3563213,0.31062555,0.38218398352765726,-0.02977015,0.18462464,0.32796932498825554,0.50776285,False
MRM2,-0.013036274,0.09508119557542952,0.10031925343811395,0.052609175,0.05790264,0.31098086,0.38256340878978257,-0.00895092,0.025811644,0.1009680281014278,0.50726634,False
DBF4B,0.0024680744,0.1965168274888209,0.18860510805500982,0.12010258,0.11682229,0.3110014,0.38256340878978257,4.0233135e-05,0.99694973,0.9981815940809797,0.5072377,False
TRAPPC8,-0.021652978,0.5900211814544599,0.5854616895874263,0.4573335,0.46639478,0.31109467,0.3826366541611325,-0.03940429,0.24549909,0.3943001062424784,0.50710744,False
DHX40,-0.011969028,0.2332313485526006,0.23968565815324164,0.14297824,0.14910848,0.31146705,0.3830531468519623,-0.004964073,0.71828496,0.8103654509572352,0.50658786,False
TRIM52,-0.010468984,0.21675688397269946,0.22531925343811396,0.13053207,0.13545132,0.31225628,0.3839821254657859,-0.016066322,0.11949783,0.2475499222102698,0.5054888,False
AF279873.3,-0.028740635,0.1572134619910567,0.16318762278978388,0.12240877,0.13192165,0.31272575,0.3845177796614188,-0.017001782,0.16638045,0.30605153231793214,0.5048364,False
QRSL1,0.0036501817,0.2565309484584608,0.24778978388998035,0.1590175,0.15491383,0.3130678,0.38489662535053376,-0.0072756796,0.23948865,0.3884969651571214,0.5043616,False
LRRC58,-0.02476855,0.3299599905860202,0.33595284872298625,0.21310455,0.2231028,0.31399748,0.385997757335013,-0.009977427,0.03319463,0.11600470440204327,0.5030738,False
AMER2,0.0035674933,0.3156036714521064,0.30660609037328096,0.20609507,0.20131771,0.31488538,0.3870473306374607,-0.030855412,0.10037881,0.22244525603145146,0.5018475,False
ATP2B3,-0.019368095,0.32784184514003295,0.3330058939096267,0.20758374,0.21616304,0.3149579,0.3870945096661701,-0.009598741,0.34487423,0.49775135923584607,0.5017475,False
CCND3,0.01049874,0.3678512591197929,0.35903732809430255,0.27590054,0.2683918,0.31507042,0.38719087157912196,0.008649165,0.745028,0.8294011438910697,0.50159234,False
FAM102A,-0.009365984,0.20899035067074606,0.2174607072691552,0.12516503,0.12965381,0.31557357,0.3877359012424862,0.008937232,0.4493264,0.5909130785796047,0.5008994,False
CCDC62,0.0020964923,0.13485526006119086,0.12819253438113948,0.07972585,0.07709626,0.3155823,0.3877359012424862,0.0037984601,0.5895769,0.7098262106348827,0.50088733,False
