gene,n_donors,mean_vulnerable,mean_not_depleted,t,p_donor_paired,fdr_donor,fdr_cell
CALB1,3,0.3879855602868614,0.10905053618027183,18.354010162102796,0.0029553539196301064,0.24601671279033827,4.809770354092427e-183
SST,3,1.6106307913634363,1.511516233633885,1.3259040608767012,0.31603722451746946,0.7221875791074543,0.008986109661849291
