cell,t_ms,v_mV,i_pA
Sst_25,396.22,-64.412506,-90.0
Sst_25,397.17999999999995,-64.41875,-90.0
Sst_25,398.14000000000004,-64.43126,-90.0
Sst_25,399.1,-64.4625,-90.0
Sst_25,400.05999999999995,-64.450005,-90.0
Sst_25,401.02000000000004,-64.4875,-90.0
Sst_25,401.98000000000013,-64.39375,-90.0
Sst_25,402.93999999999994,-64.412506,-90.0
Sst_25,403.90000000000003,-64.41875,-90.0
Sst_25,404.8600000000001,-64.412506,-90.0
Sst_25,405.81999999999994,-64.41875,-90.0
Sst_25,406.78000000000003,-64.4625,-90.0
Sst_25,407.7400000000001,-64.4,-90.0
Sst_25,408.69999999999993,-64.40625,-90.0
Sst_25,409.66,-64.4,-90.0
Sst_25,410.6200000000001,-64.481255,-90.0
Sst_25,411.5799999999999,-64.506256,-90.0
Sst_25,412.54,-64.50001,-90.0
Sst_25,413.5000000000001,-64.46876,-90.0
Sst_25,414.4599999999999,-64.456245,-90.0
Sst_25,415.42,-64.475,-90.0
Sst_25,416.3800000000001,-64.50001,-90.0
Sst_25,417.3399999999999,-64.481255,-90.0
Sst_25,418.3,-64.50001,-90.0
Sst_25,419.2600000000001,-64.49375,-90.0
Sst_25,420.2199999999999,-64.506256,-90.0
Sst_25,421.18,-64.51875,-90.0
Sst_25,422.14000000000004,-64.54375,-90.0
Sst_25,423.0999999999999,-64.56875,-90.0
Sst_25,424.06,-64.4375,-90.0
Sst_25,425.02000000000004,-64.412506,-90.0
Sst_25,425.9799999999999,-64.4375,-90.0
Sst_25,426.94,-64.4625,-90.0
Sst_25,427.90000000000003,-64.44375,-90.0
Sst_25,428.8600000000001,-64.34375,-90.0
Sst_25,429.82,-64.450005,-90.0
Sst_25,430.78000000000003,-64.450005,-90.0
Sst_25,431.7400000000001,-64.41875,-90.0
Sst_25,432.7,-64.44375,-90.0
Sst_25,433.66,-64.475,-90.0
Sst_25,434.6200000000001,-64.50001,-90.0
Sst_25,435.58,-64.506256,-90.0
Sst_25,436.54,-64.537506,-90.0
Sst_25,437.5000000000001,-64.456245,-90.0
Sst_25,438.46,-64.55626,-90.0
Sst_25,439.42,-64.51875,-90.0
Sst_25,440.3800000000001,-64.4625,-90.0
Sst_25,441.34,-64.44375,-90.0
Sst_25,442.3,-64.4875,-90.0
Sst_25,443.2600000000001,-64.46876,-90.0
Sst_25,444.21999999999997,-64.456245,-90.0
Sst_25,445.18,-64.4625,-90.0
Sst_25,446.1400000000001,-64.43126,-90.0
Sst_25,447.09999999999997,-64.4375,-90.0
Sst_25,448.06,-64.424995,-90.0
Sst_25,449.0200000000001,-64.481255,-90.0
Sst_25,449.97999999999996,-64.44375,-90.0
Sst_25,450.94,-64.49375,-90.0
Sst_25,451.9000000000001,-64.481255,-90.0
Sst_25,452.85999999999996,-64.49375,-90.0
Sst_25,453.82,-64.50001,-90.0
Sst_25,454.7800000000001,-64.4875,-90.0
Sst_25,455.7399999999999,-64.4875,-90.0
Sst_25,456.7,-64.4625,-90.0
Sst_25,457.6600000000001,-64.53125,-90.0
Sst_25,458.6199999999999,-64.53125,-90.0
Sst_25,459.58,-64.506256,-90.0
Sst_25,460.5400000000001,-64.537506,-90.0
Sst_25,461.5000000000001,-64.49375,-90.0
Sst_25,462.46,-64.49375,-90.0
Sst_25,463.4200000000001,-64.5625,-90.0
Sst_25,464.3800000000001,-64.53125,-90.0
Sst_25,465.34,-64.506256,-90.0
Sst_25,466.30000000000007,-64.50001,-90.0
Sst_25,467.2600000000001,-64.537506,-90.0
Sst_25,468.21999999999997,-64.537506,-90.0
Sst_25,469.18000000000006,-64.318756,-90.0
Sst_25,470.1400000000001,-64.412506,-90.0
Sst_25,471.09999999999997,-64.3875,-90.0
Sst_25,472.06000000000006,-64.40625,-90.0
Sst_25,473.0200000000001,-64.3875,-90.0
Sst_25,473.97999999999996,-64.36875,-90.0
Sst_25,474.94000000000005,-64.44375,-90.0
Sst_25,475.9000000000001,-64.456245,-90.0
Sst_25,476.85999999999996,-64.40625,-90.0
Sst_25,477.82000000000005,-64.450005,-90.0
Sst_25,478.7800000000001,-64.40625,-90.0
Sst_25,479.73999999999995,-64.34375,-90.0
Sst_25,480.7,-64.362495,-90.0
Sst_25,481.6600000000001,-64.3875,-90.0
Sst_25,482.61999999999995,-64.4,-90.0
Sst_25,483.58,-64.4,-90.0
Sst_25,484.5400000000001,-64.44375,-90.0
Sst_25,485.49999999999994,-64.475,-90.0
Sst_25,486.46,-64.450005,-90.0
Sst_25,487.4200000000001,-64.450005,-90.0
Sst_25,488.37999999999994,-64.506256,-90.0
Sst_25,489.34,-64.56875,-90.0
Sst_25,490.30000000000007,-64.53125,-90.0
Sst_25,491.25999999999993,-64.54375,-90.0
Sst_25,492.21999999999997,-64.56875,-90.0
Sst_25,493.18000000000006,-64.5125,-90.0
Sst_25,494.13999999999993,-64.450005,-90.0
Sst_25,495.09999999999997,-64.44375,-90.0
Sst_25,496.06000000000006,-64.39375,-90.0
Sst_25,497.02000000000015,-64.450005,-90.0
Sst_25,497.97999999999996,-64.40625,-90.0
Sst_25,498.94000000000005,-64.3875,-90.0
Sst_25,499.90000000000015,-64.4,-90.0
Sst_25,500.85999999999996,-64.41875,-90.0
Sst_25,501.82000000000005,-64.36875,-90.0
Sst_25,502.78000000000014,-64.4,-90.0
Sst_25,503.73999999999995,-64.4625,-90.0
Sst_25,504.70000000000005,-64.4375,-90.0
Sst_25,505.6600000000001,-64.424995,-90.0
Sst_25,506.61999999999995,-64.43126,-90.0
Sst_25,507.58000000000004,-64.4375,-90.0
Sst_25,508.5400000000001,-64.30625,-90.0
Sst_25,509.49999999999994,-64.325,-90.0
Sst_25,510.46000000000004,-64.3125,-90.0
Sst_25,511.4200000000001,-64.331245,-90.0
Sst_25,512.38,-64.36875,-90.0
Sst_25,513.34,-64.33751,-90.0
Sst_25,514.3000000000001,-64.33751,-90.0
Sst_25,515.26,-64.356255,-90.0
Sst_25,516.22,-64.39375,-90.0
Sst_25,517.1800000000001,-64.41875,-90.0
Sst_25,518.14,-64.41875,-90.0
Sst_25,519.1,-64.3875,-90.0
Sst_25,520.0600000000001,-64.4,-90.0
Sst_25,521.02,-64.40625,-90.0
Sst_25,521.98,-64.46876,-90.0
Sst_25,522.94,-64.4375,-90.0
Sst_25,523.9,-64.43126,-90.0
Sst_25,524.86,-64.34375,-90.0
Sst_25,525.82,-64.331245,-90.0
Sst_25,526.7799999999999,-64.37501,-90.0
Sst_25,527.74,-64.356255,-90.0
Sst_25,528.7,-64.362495,-90.0
Sst_25,529.6600000000001,-64.325,-90.0
Sst_25,530.62,-64.362495,-90.0
Sst_25,531.58,-64.39375,-90.0
Sst_25,532.5400000000001,-64.331245,-90.0
Sst_25,533.5,-64.41875,-90.0
Sst_25,534.46,-64.4375,-90.0
Sst_25,535.4200000000001,-64.46876,-90.0
Sst_25,536.38,-64.4875,-90.0
Sst_25,537.34,-64.456245,-90.0
Sst_25,538.3000000000001,-64.5125,-90.0
Sst_25,539.26,-64.506256,-90.0
Sst_25,540.22,-64.475,-90.0
Sst_25,541.1800000000001,-64.456245,-90.0
Sst_25,542.14,-64.41875,-90.0
Sst_25,543.1,-64.44375,-90.0
Sst_25,544.0600000000001,-64.3875,-90.0
Sst_25,545.02,-64.35,-90.0
Sst_25,545.98,-64.4,-90.0
Sst_25,546.94,-64.325,-90.0
Sst_25,547.9,-64.331245,-90.0
Sst_25,548.86,-64.2875,-90.0
Sst_25,549.82,-64.318756,-90.0
Sst_25,550.78,-64.38125,-90.0
Sst_25,551.74,-64.39375,-90.0
Sst_25,552.7,-64.30625,-90.0
Sst_25,553.66,-64.35,-90.0
Sst_25,554.62,-64.40625,-90.0
Sst_25,555.58,-64.38125,-90.0
Sst_25,556.54,-64.356255,-90.0
Sst_25,557.5,-64.39375,-90.0
Sst_25,558.46,-64.318756,-90.0
Sst_25,559.42,-64.3125,-90.0
Sst_25,560.38,-64.3,-90.0
Sst_25,561.34,-64.318756,-90.0
Sst_25,562.3000000000002,-64.30625,-90.0
Sst_25,563.26,-64.3,-90.0
Sst_25,564.22,-64.2875,-90.0
Sst_25,565.1800000000002,-64.3125,-90.0
Sst_25,566.14,-64.30625,-90.0
Sst_25,567.1,-64.3,-90.0
Sst_25,568.0600000000002,-64.331245,-90.0
Sst_25,569.02,-64.33751,-90.0
Sst_25,569.98,-64.3125,-90.0
Sst_25,570.9400000000002,-64.40625,-90.0
Sst_25,571.9,-64.456245,-90.0
Sst_25,572.86,-64.362495,-90.0
Sst_25,573.8200000000002,-64.318756,-90.0
Sst_25,574.78,-64.33751,-90.0
Sst_25,575.74,-64.331245,-90.0
Sst_25,576.7,-64.3875,-90.0
Sst_25,577.66,-64.36875,-90.0
Sst_25,578.62,-64.36875,-90.0
Sst_25,579.58,-64.36875,-90.0
Sst_25,580.54,-64.30625,-90.0
Sst_25,581.5,-64.36875,-90.0
Sst_25,582.46,-64.325,-90.0
Sst_25,583.42,-64.25625,-90.0
Sst_25,584.38,-64.29375,-90.0
Sst_25,585.34,-64.318756,-90.0
Sst_25,586.3,-64.3875,-90.0
Sst_25,587.26,-64.39375,-90.0
Sst_25,588.22,-64.41875,-90.0
Sst_25,589.18,-64.4,-90.0
Sst_25,590.14,-64.424995,-90.0
Sst_25,591.1,-64.49375,-90.0
Sst_25,592.06,-64.4375,-90.0
Sst_25,593.02,-64.41875,-90.0
Sst_25,593.98,-64.456245,-90.0
Sst_25,594.9399999999999,-64.4875,-90.0
Sst_25,595.9,-64.43126,-90.0
Sst_25,596.86,-64.4875,-90.0
Sst_25,597.8200000000002,-64.4625,-90.0
Sst_25,598.78,-64.43126,-90.0
Sst_25,599.74,-64.50001,-90.0
Sst_25,600.7000000000002,-64.481255,-90.0
Sst_25,601.66,-64.4625,-90.0
Sst_25,602.62,-64.424995,-90.0
Sst_25,603.5800000000002,-64.475,-90.0
Sst_25,604.54,-64.4875,-90.0
Sst_25,605.5,-64.49375,-90.0
Sst_25,606.4600000000002,-64.49375,-90.0
Sst_25,607.42,-64.4875,-90.0
Sst_25,608.38,-64.43126,-90.0
Sst_25,609.3400000000001,-64.456245,-90.0
Sst_25,610.3,-64.44375,-90.0
Sst_25,611.26,-64.424995,-90.0
Sst_25,612.2200000000001,-64.4625,-90.0
Sst_25,613.18,-64.4875,-90.0
Sst_25,614.14,-64.46876,-90.0
Sst_25,615.1000000000001,-64.424995,-90.0
Sst_25,616.06,-64.4375,-90.0
Sst_25,617.02,-64.44375,-90.0
Sst_25,617.9800000000001,-64.424995,-90.0
Sst_25,618.9399999999999,-64.4625,-90.0
Sst_25,619.9,-64.481255,-90.0
Sst_25,620.8600000000001,-64.46876,-90.0
Sst_25,621.8199999999999,-64.4625,-90.0
Sst_25,622.78,-64.46876,-90.0
Sst_25,623.7400000000001,-64.51875,-90.0
Sst_25,624.6999999999999,-64.50001,-90.0
Sst_25,625.66,-64.4625,-90.0
Sst_25,626.6200000000001,-64.4625,-90.0
Sst_25,627.5799999999999,-64.456245,-90.0
Sst_25,628.54,-64.44375,-90.0
Sst_25,629.5000000000001,-64.356255,-90.0
Sst_25,630.4600000000002,-64.3,-90.0
Sst_25,631.42,-64.34375,-90.0
Sst_25,632.3800000000001,-64.362495,-90.0
Sst_25,633.3400000000001,-64.36875,-90.0
Sst_25,634.3,-64.331245,-90.0
Sst_25,635.26,-64.33751,-90.0
Sst_25,636.2200000000001,-64.3125,-90.0
Sst_25,637.18,-64.29375,-90.0
Sst_25,638.14,-64.362495,-90.0
Sst_25,639.1000000000001,-64.36875,-90.0
Sst_25,640.06,-64.362495,-90.0
Sst_25,641.02,-64.37501,-90.0
Sst_25,641.9800000000001,-64.40625,-90.0
Sst_25,642.9399999999999,-64.37501,-90.0
Sst_25,643.9,-64.3125,-90.0
Sst_25,644.8600000000001,-64.3,-90.0
Sst_25,645.8199999999999,-64.24376,-90.0
Sst_25,646.78,-64.29375,-90.0
Sst_25,647.7400000000001,-64.33751,-90.0
Sst_25,648.6999999999999,-64.4,-90.0
Sst_25,649.66,-64.356255,-90.0
Sst_25,650.6200000000001,-64.412506,-90.0
Sst_25,651.5799999999999,-64.3875,-90.0
Sst_25,652.54,-64.424995,-90.0
Sst_25,653.5000000000001,-64.4375,-90.0
Sst_25,654.4599999999999,-64.4,-90.0
Sst_25,655.42,-64.40625,-90.0
Sst_25,656.3800000000001,-64.40625,-90.0
Sst_25,657.3399999999999,-64.37501,-90.0
Sst_25,658.3,-64.4875,-90.0
Sst_25,659.2600000000001,-64.456245,-90.0
Sst_25,660.2199999999999,-64.49375,-90.0
Sst_25,661.18,-64.43126,-90.0
Sst_25,662.1400000000001,-64.5125,-90.0
Sst_25,663.0999999999999,-64.44375,-90.0
Sst_25,664.06,-64.537506,-90.0
Sst_25,665.0200000000001,-64.54375,-90.0
Sst_25,665.9800000000001,-64.50001,-90.0
Sst_25,666.9399999999999,-64.52501,-90.0
Sst_25,667.9000000000001,-64.506256,-90.0
Sst_25,668.8600000000001,-64.51875,-90.0
Sst_25,669.8199999999999,-64.450005,-90.0
Sst_25,670.7800000000001,-64.46876,-90.0
Sst_25,671.7400000000001,-64.49375,-90.0
Sst_25,672.6999999999999,-64.46876,-90.0
Sst_25,673.6600000000001,-64.4,-90.0
Sst_25,674.6200000000001,-64.41875,-90.0
Sst_25,675.5799999999999,-64.424995,-90.0
Sst_25,676.5400000000001,-64.43126,-90.0
Sst_25,677.5000000000001,-64.41875,-90.0
Sst_25,678.4599999999999,-64.41875,-90.0
Sst_25,679.4200000000001,-64.38125,-90.0
Sst_25,680.3800000000001,-64.4,-90.0
Sst_25,681.3399999999999,-64.4,-90.0
Sst_25,682.3000000000001,-64.37501,-90.0
Sst_25,683.2600000000001,-64.41875,-90.0
Sst_25,684.2199999999999,-64.44375,-90.0
Sst_25,685.1800000000001,-64.4,-90.0
Sst_25,686.1400000000001,-64.450005,-90.0
Sst_25,687.0999999999999,-64.424995,-90.0
Sst_25,688.0600000000001,-64.424995,-90.0
Sst_25,689.0200000000001,-64.53125,-90.0
Sst_25,689.9799999999999,-64.44375,-90.0
Sst_25,690.94,-64.424995,-90.0
Sst_25,691.9000000000001,-64.50001,-90.0
Sst_25,692.8599999999999,-64.40625,-90.0
Sst_25,693.8199999999999,-64.4,-90.0
Sst_25,694.7800000000001,-64.450005,-90.0
Sst_25,695.7399999999999,-64.43126,-90.0
Sst_25,696.6999999999999,-64.450005,-90.0
Sst_25,697.6600000000001,-64.456245,-90.0
Sst_25,698.6200000000001,-64.4625,-90.0
Sst_25,699.5799999999999,-64.3875,-90.0
Sst_25,700.5400000000001,-64.412506,-90.0
Sst_25,701.5000000000001,-64.39375,-90.0
Sst_25,702.4599999999999,-64.412506,-90.0
Sst_25,703.4200000000001,-64.33751,-90.0
Sst_25,704.3800000000001,-64.4,-90.0
Sst_25,705.3399999999999,-64.3875,-90.0
Sst_25,706.3000000000001,-64.4,-90.0
Sst_25,707.2600000000001,-64.38125,-90.0
Sst_25,708.2199999999999,-64.356255,-90.0
Sst_25,709.1800000000001,-64.29375,-90.0
Sst_25,710.1400000000001,-64.3,-90.0
Sst_25,711.0999999999999,-64.21875,-90.0
Sst_25,712.0600000000001,-64.3125,-90.0
Sst_25,713.0200000000001,-64.275,-90.0
Sst_25,713.9799999999999,-64.262505,-90.0
Sst_25,714.94,-64.21875,-90.0
Sst_25,715.9000000000001,-64.25625,-90.0
Sst_25,716.8599999999999,-64.25,-90.0
Sst_25,717.82,-64.2,-90.0
Sst_25,718.7800000000001,-64.23125,-90.0
Sst_25,719.7399999999999,-64.2125,-90.0
Sst_25,720.7,-64.237495,-90.0
Sst_25,721.6600000000001,-64.268745,-90.0
Sst_25,722.6199999999999,-64.3,-90.0
Sst_25,723.58,-64.268745,-90.0
Sst_25,724.5400000000001,-64.20625,-90.0
Sst_25,725.4999999999999,-64.237495,-90.0
Sst_25,726.46,-64.15001,-90.0
Sst_25,727.4200000000001,-64.18751,-90.0
Sst_25,728.3799999999999,-64.137505,-90.0
Sst_25,729.34,-64.174995,-90.0
Sst_25,730.3000000000001,-64.125,-90.0
Sst_25,731.2600000000001,-64.10625,-90.0
Sst_25,732.22,-64.15001,-90.0
Sst_25,733.1800000000001,-64.168755,-90.0
Sst_25,734.1400000000001,-64.15001,-90.0
Sst_25,735.1,-64.1625,-90.0
Sst_25,736.0600000000001,-64.23125,-90.0
Sst_25,737.0200000000001,-64.29375,-90.0
Sst_25,737.98,-64.24376,-90.0
Sst_25,738.94,-64.268745,-90.0
Sst_25,739.9000000000001,-64.29375,-90.0
Sst_25,740.86,-64.3,-90.0
Sst_25,741.82,-64.21875,-90.0
Sst_25,742.7800000000001,-64.29375,-90.0
Sst_25,743.74,-64.29375,-90.0
Sst_25,744.7,-64.25625,-90.0
Sst_25,745.6600000000001,-64.237495,-90.0
Sst_25,746.62,-64.2,-90.0
Sst_25,747.58,-64.225006,-90.0
Sst_25,748.5400000000001,-64.21875,-90.0
Sst_25,749.5,-64.262505,-90.0
Sst_25,750.46,-64.29375,-90.0
Sst_25,751.4200000000001,-64.275,-90.0
Sst_25,752.3799999999999,-64.174995,-90.0
Sst_25,753.34,-64.25625,-90.0
Sst_25,754.3000000000001,-64.20625,-90.0
Sst_25,755.2599999999999,-64.275,-90.0
Sst_25,756.22,-64.275,-90.0
Sst_25,757.1800000000001,-64.24376,-90.0
Sst_25,758.1399999999999,-64.23125,-90.0
Sst_25,759.1,-64.28126,-90.0
Sst_25,760.0600000000001,-64.28126,-90.0
Sst_25,761.0199999999999,-64.29375,-90.0
Sst_25,761.98,-64.33751,-90.0
Sst_25,762.94,-64.3,-90.0
Sst_25,763.8999999999999,-64.3,-90.0
Sst_25,764.86,-64.3125,-90.0
Sst_25,765.82,-64.325,-90.0
Sst_25,766.7800000000001,-64.38125,-90.0
Sst_25,767.74,-64.2875,-90.0
Sst_25,768.7,-64.3125,-90.0
Sst_25,769.6600000000001,-64.23125,-90.0
Sst_25,770.62,-64.2875,-90.0
Sst_25,771.58,-64.29375,-90.0
Sst_25,772.5400000000001,-64.262505,-90.0
Sst_25,773.5,-64.30625,-90.0
Sst_25,774.46,-64.2125,-90.0
Sst_25,775.4200000000001,-64.15626,-90.0
Sst_25,776.38,-64.1125,-90.0
Sst_25,777.34,-64.100006,-90.0
Sst_25,778.3000000000001,-64.0875,-90.0
Sst_25,779.26,-64.100006,-90.0
Sst_25,780.22,-64.137505,-90.0
Sst_25,781.1800000000001,-64.174995,-90.0
Sst_25,782.14,-64.10625,-90.0
Sst_25,783.1,-64.18751,-90.0
Sst_25,784.0600000000001,-64.225006,-90.0
Sst_25,785.02,-64.225006,-90.0
Sst_25,785.98,-64.19375,-90.0
Sst_25,786.94,-64.3,-90.0
Sst_25,787.9,-64.24376,-90.0
Sst_25,788.86,-64.24376,-90.0
Sst_25,789.82,-64.225006,-90.0
Sst_25,790.78,-64.21875,-90.0
Sst_25,791.74,-64.2,-90.0
Sst_25,792.7,-64.18751,-90.0
Sst_25,793.66,-64.15626,-90.0
Sst_25,794.62,-64.18125,-90.0
Sst_25,795.58,-64.20625,-90.0
Sst_25,796.54,-64.11876,-90.0
Sst_25,797.5,-64.19375,-90.0
Sst_25,798.46,-64.20625,-90.0
Sst_25,799.4200000000002,-64.15001,-90.0
Sst_25,800.38,-64.237495,-90.0
Sst_25,801.34,-64.268745,-90.0
Sst_25,802.3000000000001,-64.28126,-90.0
Sst_25,803.26,-64.25625,-90.0
Sst_25,804.22,-64.2875,-90.0
Sst_25,805.1800000000001,-64.30625,-90.0
Sst_25,806.14,-64.3125,-90.0
Sst_25,807.1,-64.29375,-90.0
Sst_25,808.0600000000001,-64.331245,-90.0
Sst_25,809.02,-64.33751,-90.0
Sst_25,809.98,-64.3,-90.0
Sst_25,810.94,-64.318756,-90.0
Sst_25,811.9,-64.325,-90.0
Sst_25,812.86,-64.325,-90.0
Sst_25,813.82,-64.29375,-90.0
Sst_25,814.78,-64.3125,-90.0
Sst_25,815.74,-64.29375,-90.0
Sst_25,816.7,-64.30625,-90.0
Sst_25,817.66,-64.29375,-90.0
Sst_25,818.62,-64.30625,-90.0
Sst_25,819.58,-64.28126,-90.0
Sst_25,820.54,-64.3125,-90.0
Sst_25,821.5,-64.318756,-90.0
Sst_25,822.46,-64.318756,-90.0
Sst_25,823.42,-64.268745,-90.0
Sst_25,824.38,-64.168755,-90.0
Sst_25,825.34,-64.137505,-90.0
Sst_25,826.3,-64.100006,-90.0
Sst_25,827.26,-64.100006,-90.0
Sst_25,828.22,-64.100006,-90.0
Sst_25,829.18,-64.143745,-90.0
Sst_25,830.14,-64.11876,-90.0
Sst_25,831.1,-64.10625,-90.0
Sst_25,832.0600000000002,-64.075,-90.0
Sst_25,833.02,-64.043755,-90.0
Sst_25,833.98,-64.0875,-90.0
Sst_25,834.9400000000002,-64.08125,-90.0
Sst_25,835.9,-64.049995,-90.0
Sst_25,836.86,-64.100006,-90.0
Sst_25,837.8200000000002,-64.049995,-90.0
Sst_25,838.78,-64.131256,-90.0
Sst_25,839.74,-64.0375,-90.0
Sst_25,840.7000000000002,-63.95,-90.0
Sst_25,841.66,-63.975,-90.0
Sst_25,842.62,-63.943752,-90.0
Sst_25,843.5800000000002,-63.9875,-90.0
Sst_25,844.54,-64.006256,-90.0
Sst_25,845.5,-63.975,-90.0
Sst_25,846.4600000000002,-64.0,-90.0
Sst_25,847.42,-64.006256,-90.0
Sst_25,848.38,-64.05625,-90.0
Sst_25,849.3400000000001,-64.1125,-90.0
Sst_25,850.3,-64.100006,-90.0
Sst_25,851.26,-64.11876,-90.0
Sst_25,852.2200000000001,-64.09375,-90.0
Sst_25,853.18,-64.174995,-90.0
Sst_25,854.14,-64.15626,-90.0
Sst_25,855.1000000000001,-64.143745,-90.0
Sst_25,856.06,-64.2,-90.0
Sst_25,857.02,-64.131256,-90.0
Sst_25,857.9800000000001,-64.1625,-90.0
Sst_25,858.9399999999999,-64.174995,-90.0
Sst_25,859.9,-64.168755,-90.0
Sst_25,860.86,-64.2125,-90.0
Sst_25,861.8199999999999,-64.168755,-90.0
Sst_25,862.78,-64.168755,-90.0
Sst_25,863.74,-64.174995,-90.0
Sst_25,864.6999999999999,-64.10625,-90.0
Sst_25,865.66,-64.15626,-90.0
Sst_25,866.62,-64.1125,-90.0
Sst_25,867.5800000000002,-64.15001,-90.0
Sst_25,868.54,-64.075,-90.0
Sst_25,869.5,-64.10625,-90.0
Sst_25,870.4600000000002,-64.11876,-90.0
Sst_25,871.42,-64.18751,-90.0
Sst_25,872.38,-64.1625,-90.0
Sst_25,873.3400000000001,-64.125,-90.0
Sst_25,874.3,-64.15626,-90.0
Sst_25,875.26,-64.19375,-90.0
Sst_25,876.2200000000001,-64.2,-90.0
Sst_25,877.18,-64.25,-90.0
Sst_25,878.14,-64.225006,-90.0
Sst_25,879.1000000000001,-64.3,-90.0
Sst_25,880.06,-64.29375,-90.0
Sst_25,881.02,-64.237495,-90.0
Sst_25,881.9800000000001,-64.30625,-90.0
Sst_25,882.9399999999999,-64.2875,-90.0
Sst_25,883.9,-64.275,-90.0
Sst_25,884.8600000000001,-64.3,-90.0
Sst_25,885.8199999999999,-64.325,-90.0
Sst_25,886.78,-64.3,-90.0
Sst_25,887.7400000000001,-64.3,-90.0
Sst_25,888.6999999999999,-64.37501,-90.0
Sst_25,889.66,-64.30625,-90.0
Sst_25,890.6200000000001,-64.3,-90.0
Sst_25,891.5799999999999,-64.25625,-90.0
Sst_25,892.54,-64.268745,-90.0
Sst_25,893.5000000000001,-64.18751,-90.0
Sst_25,894.4599999999999,-64.2,-90.0
Sst_25,895.42,-64.174995,-90.0
Sst_25,896.3800000000001,-64.19375,-90.0
Sst_25,897.3399999999999,-64.2,-90.0
Sst_25,898.3,-64.19375,-90.0
Sst_25,899.2600000000001,-64.18751,-90.0
Sst_25,900.2200000000001,-64.1625,-90.0
Sst_25,901.18,-64.2125,-90.0
Sst_25,902.1400000000001,-64.225006,-90.0
Sst_25,903.1000000000001,-64.18751,-90.0
Sst_25,904.06,-64.19375,-90.0
Sst_25,905.0200000000001,-64.2,-90.0
Sst_25,905.9800000000001,-64.2,-90.0
Sst_25,906.9399999999999,-64.2125,-90.0
Sst_25,907.9000000000001,-64.2,-90.0
Sst_25,908.8600000000001,-64.18125,-90.0
Sst_25,909.8199999999999,-64.18751,-90.0
Sst_25,910.7800000000001,-64.15626,-90.0
Sst_25,911.7400000000001,-64.11876,-90.0
Sst_25,912.6999999999999,-64.174995,-90.0
Sst_25,913.6600000000001,-64.15626,-90.0
Sst_25,914.6200000000001,-64.18125,-90.0
Sst_25,915.5799999999999,-64.18125,-90.0
Sst_25,916.5400000000001,-64.18125,-90.0
Sst_25,917.5000000000001,-64.18125,-90.0
Sst_25,918.4599999999999,-64.23125,-90.0
Sst_25,919.42,-64.2,-90.0
Sst_25,920.3800000000001,-64.18751,-90.0
Sst_25,921.3399999999999,-64.20625,-90.0
Sst_25,922.3,-64.2,-90.0
Sst_25,923.2600000000001,-64.137505,-90.0
Sst_25,924.2199999999999,-64.1625,-90.0
Sst_25,925.18,-64.2,-90.0
Sst_25,926.1400000000001,-64.21875,-90.0
Sst_25,927.0999999999999,-64.225006,-90.0
Sst_25,928.06,-64.1625,-90.0
Sst_25,929.0200000000001,-64.2125,-90.0
Sst_25,929.9799999999999,-64.131256,-90.0
Sst_25,930.9399999999999,-64.143745,-90.0
Sst_25,931.9000000000001,-64.143745,-90.0
Sst_25,932.8599999999999,-64.125,-90.0
Sst_25,933.8199999999999,-64.11876,-90.0
Sst_25,934.7800000000001,-64.174995,-90.0
Sst_25,935.7400000000001,-64.15001,-90.0
Sst_25,936.6999999999999,-64.1125,-90.0
Sst_25,937.6600000000001,-64.21875,-90.0
Sst_25,938.6200000000001,-64.19375,-90.0
Sst_25,939.5799999999999,-64.15001,-90.0
Sst_25,940.5400000000001,-64.1125,-90.0
Sst_25,941.5000000000001,-64.11876,-90.0
Sst_25,942.4599999999999,-64.137505,-90.0
Sst_25,943.4200000000001,-64.1625,-90.0
Sst_25,944.3800000000001,-64.11876,-90.0
Sst_25,945.3399999999999,-64.075,-90.0
Sst_25,946.3000000000001,-64.06251,-90.0
Sst_25,947.2600000000001,-63.98126,-90.0
Sst_25,948.2199999999999,-64.0,-90.0
Sst_25,949.1800000000001,-63.975,-90.0
Sst_25,950.1400000000001,-63.968754,-90.0
Sst_25,951.0999999999999,-64.06875,-90.0
Sst_25,952.0600000000001,-64.08125,-90.0
Sst_25,953.0200000000001,-64.09375,-90.0
Sst_25,953.9799999999999,-64.043755,-90.0
Sst_25,954.94,-64.075,-90.0
Sst_25,955.9000000000001,-64.05625,-90.0
Sst_25,956.8599999999999,-64.06875,-90.0
Sst_25,957.82,-64.02501,-90.0
Sst_25,958.7800000000001,-64.043755,-90.0
Sst_25,959.7399999999999,-64.05625,-90.0
Sst_25,960.7,-64.049995,-90.0
Sst_25,961.6600000000001,-64.09375,-90.0
Sst_25,962.6199999999999,-64.075,-90.0
Sst_25,963.58,-64.1125,-90.0
Sst_25,964.5400000000001,-64.10625,-90.0
Sst_25,965.4999999999999,-64.06875,-90.0
Sst_25,966.46,-64.11876,-90.0
Sst_25,967.4200000000001,-64.15001,-90.0
Sst_25,968.3800000000001,-64.18751,-90.0
Sst_25,969.34,-64.15001,-90.0
Sst_25,970.3000000000001,-64.15626,-90.0
Sst_25,971.2600000000001,-64.143745,-90.0
Sst_25,972.22,-64.15001,-90.0
Sst_25,973.1800000000001,-64.143745,-90.0
Sst_25,974.1400000000001,-64.143745,-90.0
Sst_25,975.1,-63.98126,-90.0
Sst_25,976.0600000000001,-64.018745,-90.0
Sst_25,977.0200000000001,-64.075,-90.0
