spec_q90,xlim_lo,xlim_hi,ylim_lo,ylim_hi,fdr_neg_log10p_cutoff,target_type,target_beta,target_p_fdr
0.0027873687548779,0.00111494750195116,0.05,1.3,20.0,1.9907616290315335,Sst_3,26.83,1.772124130434783e-05
