symbol,specificity,P,neg_log10_p,p_fdr,is_driver,is_hcn1
SAMD11,8.747107457539945e-05,0.013277,1.8769000447444257,0.06000558173076923,False,False
NOC2L,0.0019491938096676,0.044783,1.3488868165228471,0.13577634661354582,False,False
KLHL17,0.0022428199751129,0.018522,1.732312120134261,0.0746720691220989,False,False
PLEKHN1,0.0023033054778112,0.02103,1.6771607273136788,0.08105695732883317,False,False
PERM1,0.0082650941850253,0.57813,0.23797449387275046,0.6812487487096299,False,False
HES4,0.0024350102137892,0.77862,0.10867444498199486,0.8251816530734036,False,False
ISG15,0.0019899742327619,0.743,0.1290111862394247,0.7997926015219881,False,False
AGRN,0.0056720383449696,0.87051,0.060226235551964054,0.894407889288929,False,False
RNF223,0.0,0.36069,0.44286589817240973,0.5079167063177372,False,False
C1orf159,0.001888719110677,0.5446,0.26392236299605426,0.6556616392948621,False,False
TTLL10,8.880236419658423e-05,0.89093,0.05015641695973996,0.9097151830553958,False,False
TNFRSF18,0.005714912030919,0.6207,0.20711825461460295,0.7121917504307869,False,False
TNFRSF4,0.0013547649072915,0.46113,0.3361766227152363,0.590869029025016,False,False
SDF4,0.0023452216820343,0.46907,0.3287623420498284,0.5974025876633726,False,False
B3GALT6,0.0015535368915129,0.52757,0.2777199083585933,0.642614037347561,False,False
FAM132A,0.0020636101031482,0.54812,0.26112435094518854,0.658609452631579,False,False
UBE2J2,0.001899246697307,0.42859,0.3679579662747877,0.5646901038661281,False,False
SCNN1D,0.0024445580092211,0.51605,0.2873082176129182,0.6340428269393403,False,False
ACAP3,0.0027495607962565,0.21473,0.6681072758977834,0.3719891739837398,False,False
PUSL1,0.0018217137410472,0.3997,0.3982658517398951,0.5413421594374789,False,False
CPSF3L,0.002034939615078,0.17207,0.7642948412945456,0.3239692118284637,False,False
CPTP,0.0013844876227042,0.17471,0.7576822362848048,0.32714707908611595,False,False
TAS1R3,0.0014878000839096,0.16253,0.7890664646423778,0.31218653004807695,False,False
DVL1,0.0019122427600426,0.13653,0.8647719097739446,0.27883526261980834,False,False
MXRA8,0.0004845508195603,0.15462,0.8107343310654516,0.30292781905112176,False,False
AURKAIP1,0.0011316595854915,0.1713,0.7662426370344895,0.3228618115343791,False,False
CCNL2,0.002144246042342,0.43921,0.3573277803626589,0.5733007546553414,False,False
MRPL20,0.0014448726880177,0.46867,0.32913284518139446,0.5972041851379365,False,False
ANKRD65,0.0010417479328659,0.64457,0.19072991157213404,0.7294202782891942,False,False
TMEM88B,0.0,0.48258,0.3164306809138144,0.6081346874260938,False,False
VWA1,0.0015374030320019,0.57611,0.2394945863129164,0.6796555207795083,False,False
ATAD3C,0.002205059439951,0.54734,0.2617428121452902,0.6577951691983757,False,False
ATAD3B,0.0019830245779,0.26506,0.5766558063672125,0.4219888284518829,False,False
ATAD3A,0.0016434453484207,0.090871,1.0415746926793816,0.21641860259275816,False,False
TMEM240,0.0022049365637608,0.0077508,2.1106534694092254,0.04127741596134622,False,False
SSU72,0.0017353071998959,0.0096722,2.0144747317917893,0.04813536849144635,False,False
C1orf233,0.0016311028402732,0.33593,0.47375121005332177,0.4865841585863163,False,False
MIB2,0.0019590209240715,0.3706,0.4310945850171213,0.5162867297132397,False,False
MMP23B,0.0038190360020445,0.25157,0.5993411502350264,0.40885293776693105,False,False
CDK11B,0.0018219596017715,0.32,0.494850021680094,0.4724175519630485,False,False
SLC35E2B,0.002426059031714,0.08836,1.0537442928006027,0.21215161658653844,False,False
CDK11A,0.001045774584997,0.037021,1.4315518543941268,0.11944934403391883,False,False
NADK,0.0022518004316084,0.040615,1.3913135424296366,0.12684547879616964,False,False
GNB1,0.0020377507288603,0.015296,1.8154221250679752,0.06582588529886915,False,False
CALML6,0.0015529086206749,0.0061078,2.214115192361927,0.034667654755145494,False,False
TMEM52,0.0014977783168203,0.0071691,2.144535361705567,0.038876615914489314,False,False
CFAP74,0.0002816011207111,0.0014092,2.851027365490795,0.011953516560509555,False,False
GABRD,0.0004689003653867,0.023489,1.6291354720996358,0.08759720788614092,False,False
PRKCZ,0.0027381167437889,0.0036403,2.438862824324614,0.023495813529886913,False,False
LOC100506504,0.00468201987027,0.00071977,3.142806258691685,0.007174711795511221,True,False
C1orf86,0.002258635176496,0.0022112,2.6553719743058957,0.016559131771321463,False,False
SKI,0.0025397181987486,0.032065,1.493968755746742,0.10838552157360405,False,False
MORN1,0.0019349045529085,0.14868,0.8277474475763117,0.29486908413998514,False,False
RER1,0.001804696600428,0.13567,0.867516174999438,0.2777888878923767,False,False
PEX10,0.0015069112636217,7.4542e-07,6.127598959082698,2.912605628361858e-05,False,False
ACTRT2,0.0,0.42643,0.3701522496284186,0.5629520444407732,False,False
PRDM16,0.0002670917563695,0.0045971,2.337516049006743,0.028094170210325044,False,False
ARHGEF16,0.0,0.21852,0.6605088081574552,0.3761490866006032,False,False
MEGF6,0.0013751126952674,0.093642,1.0285293192418794,0.22013069466097956,False,False
TPRG1L,0.0012335676012049,0.0088058,2.0552311825924545,0.045007276510067105,False,False
WRAP73,0.0021931236301582,0.014085,1.8512431486782077,0.062438941747572814,False,False
TP73,0.0002414858438215,0.020644,1.6852061496020858,0.08013402088899683,False,False
CCDC27,0.000930442089314,0.22253,0.6526114320709703,0.3802234501923899,False,False
SMIM1,0.0008202630380785,0.17478,0.7575082649886891,0.32718275506618244,False,False
LRRC47,0.0016659190893434,0.037054,1.4311649028220466,0.11950756286579213,False,False
CEP104,0.0024257050453927,0.050153,1.2997030836908678,0.1464623324808184,False,False
DFFB,0.0027156552278598,0.056863,1.2451702313660111,0.15976223681434598,False,False
C1orf174,0.0016516908984453,0.12148,0.9154952167537724,0.25902226551034024,False,False
AJAP1,0.0025502236731375,0.33047,0.4808679595544883,0.48164533242134056,False,False
NPHP4,0.0023467326552484,0.57541,0.24002259481433896,0.6790037108682812,False,False
KCNAB2,0.002757162263306,0.41316,0.38388173124770164,0.5523893549736468,False,False
CHD5,0.0032954550465883,0.3703,0.4314462879505574,0.5162770583616854,False,False
RPL22,0.0043029636585666,0.45749,0.33961839447684133,0.5880437295906057,False,False
RNF207,0.0022892189065857,0.36944,0.43245608442689887,0.5157250733752621,False,False
ICMT,0.001517203759252,0.13076,0.8835250880916686,0.2711650940215277,False,False
HES3,0.0,0.2355,0.6280090885350851,0.39274604090577064,False,False
GPR153,0.0015231014659588,0.13514,0.8692160854110437,0.27715028230463234,False,False
ACOT7,0.0020035358194806,0.42414,0.3724907679550574,0.5614795675944334,False,False
HES2,0.0027869246889148,0.47337,0.3247992691093061,0.6009312962668785,False,False
ESPN,0.0009686486282337,0.23284,0.6329424093871571,0.3899618570530287,False,False
TNFRSF25,0.0016180335206548,0.032135,1.4930216957535813,0.10852425966617368,False,False
PLEKHG5,0.001047748782793,0.055832,1.2531168146821439,0.15778376180371353,False,False
NOL9,0.0022415148395085,0.42304,0.37361856653047254,0.5605009161001493,False,False
TAS1R1,0.001109089586712,0.43907,0.3574662355887403,0.5733007546553414,False,False
ZBTB48,0.0018771209130313,0.12995,0.8862237161629686,0.27030208902772357,False,False
KLHL21,0.0015753757279634,0.00015802,3.8012879425395987,0.0021620870034246577,False,False
PHF13,0.0015539072453963,0.00016034,3.7949581207386305,0.002191855615384615,False,False
THAP3,0.0020247344143278,0.0001095,3.9605858808238628,0.001617300831792976,False,False
DNAJC11,0.002216004040372,6.4469e-06,5.190649066222121,0.00016123303427230049,False,False
CAMTA1,0.0023940011818947,0.034981,1.4561677795264598,0.11500336576836041,False,False
VAMP3,0.0017368997769627,0.54175,0.26620108000814446,0.6532639213762921,False,False
PER3,0.0024957818466768,0.43977,0.35677440043872116,0.5737582145481264,False,False
UTS2,0.0012014600901224,0.075508,1.1220070328503298,0.19213058068109484,False,False
TNFRSF9,0.0033283026598182,0.50053,0.3005698873275234,0.621472296635848,False,False
PARK7,0.0013392160992579,0.49439,0.3059303222815808,0.6172303890321069,False,False
ERRFI1,0.0015710240082632,0.17949,0.7459597424382911,0.3327644651972158,False,False
SLC45A1,0.0017360158599314,2.4978e-07,6.6024423387295785,1.1570244e-05,False,False
RERE,0.0021335861346882,1.6594e-07,6.780048914244683,8.392047911392403e-06,False,False
ENO1,0.0010439918844229,0.0075824,2.1201933086446743,0.040640079577464794,False,False
CA6,0.0027265658024175,0.0088122,2.0549156547452023,0.045007276510067105,False,False
SLC2A7,0.0031012790517815,0.38358,0.416144045182492,0.5285842873156851,False,False
SLC2A5,0.0002863948670733,0.75871,0.11992419178119665,0.8110330775919732,False,False
GPR157,0.0005661723740734,0.096713,1.0145151448539547,0.22464686816860466,False,False
H6PD,0.0018833714031968,0.30389,0.5172835908587676,0.45828688213645374,False,False
SPSB1,0.0004483741374781,0.16591,0.78012743667646,0.3164348621553885,False,False
SLC25A33,0.0015091586437725,0.81443,0.08914623722429607,0.8510694978094553,False,False
TMEM201,0.0024461547340975,0.77781,0.10912647759778876,0.8245013007429026,False,False
PIK3CD,0.0061790963993105,0.61812,0.20892720407179624,0.71060900079131,False,False
CLSTN1,0.0027225938573204,0.72139,0.14182988222131543,0.7840939665374413,False,False
CTNNBIP1,0.0014901564828705,0.83717,0.07718634300403743,0.868303074376947,False,False
LZIC,0.0017771475040851,0.17454,0.7581050283692972,0.32707742525501227,False,False
NMNAT1,0.0014378529116982,0.14383,0.8421505195470982,0.28861718106479156,False,False
RBP7,0.0003482064582114,0.031939,1.4956786856077,0.10812647786485914,False,False
UBE4B,0.0022718804138319,0.057138,1.2430749652862338,0.16022501807334621,False,False
KIF1B,0.0020766740778868,0.029229,1.5341860427305207,0.10158952783819052,False,False
PGD,0.0015187399198527,0.090996,1.0409776979658127,0.2164965127288968,False,False
APITD1,0.0019838798445708,0.133,0.8761483590329142,0.27421919752290025,False,False
CORT,0.0068794164923487,0.13124,0.88193377828599,0.27181783825816486,False,False
DFFA,0.0021045979374059,0.45288,0.3440168581234626,0.5846704168349625,False,False
PEX14,0.0021345079190284,0.3948,0.4036228560024009,0.5372064153191489,False,False
CASZ1,0.000461154448307,0.060376,1.2191356630166583,0.1661847840165346,False,False
TARDBP,0.0041532644159965,0.10758,0.9682684600541736,0.24015029752758765,False,False
MASP2,0.0002197001440057,0.38975,0.40921387613912075,0.5333614274704572,False,False
SRM,0.0016027617319062,0.62344,0.20520533676887373,0.7142075010752689,False,False
EXOSC10,0.0018335484794936,0.5879,0.23069653981091828,0.6884465377005935,False,False
MTOR,0.0018572967900267,0.71446,0.1460220807506292,0.7788435115597081,False,False
ANGPTL7,0.0011115849174095,0.74827,0.12594166637075474,0.8034739548478129,False,False
UBIAD1,0.0020002356801044,0.84393,0.0736935745526529,0.873490702629193,False,False
PTCHD2,0.0010394773347792,0.003699,2.431915668684606,0.02380737776882803,False,False
FBXO2,0.0012549773632574,0.44017,0.35637956032524304,0.5739989204406365,False,False
FBXO44,0.0018719105627249,0.39993,0.3980160168572809,0.5414046022871665,False,False
FBXO6,0.0029589907040301,0.48269,0.3163316984670043,0.6081346874260938,False,False
MAD2L2,0.0012451309214691,0.23116,0.6360873142056546,0.3884844984227129,False,False
DRAXIN,0.0005190288428718,0.22769,0.6426560429034665,0.384967614261532,False,False
AGTRAP,9.5093889278892e-05,0.053827,1.2689998245267338,0.1539937857142857,False,False
C1orf167,0.0020269053641086,0.019452,1.7110357391038602,0.07700332226901163,False,False
MTHFR,0.0019313242468803,0.11942,0.9229229331542389,0.2565122338709677,False,False
CLCN6,0.0020182076794946,0.10887,0.9630917770797811,0.24191483175750833,False,False
NPPA,0.0013831215274336,0.29914,0.5241255106805632,0.4541536962097463,False,False
NPPB,0.0008429787873792,0.17655,0.753132278100884,0.3294134224349247,False,False
KIAA2013,0.0020926768271773,0.17052,0.7682246760249054,0.32188493445139954,False,False
PLOD1,0.0016833164517699,0.11844,0.9265016012827384,0.25511448113207547,False,False
MFN2,0.001818288983711,0.30291,0.5186863890206233,0.4573872413793103,False,False
MIIP,0.0011809741911112,0.69188,0.15996922325570134,0.7644979796722672,False,False
TNFRSF8,0.0007307154041108,0.062525,1.20394629959746,0.16993401785714285,False,False
TNFRSF1B,7.524328816809045e-05,0.95552,0.019760218291087407,0.9601763424295775,False,False
VPS13D,0.0021318482189667,0.30115,0.5212171324934007,0.45587554703040634,False,False
DHRS3,0.0003861218884145,0.63965,0.19405759577730772,0.7260118359375,False,False
AADACL4,0.0018951577030962,0.52884,0.2766757034424563,0.6434106482538233,False,False
AADACL3,0.0,0.034381,1.4636814956487938,0.11385055138831332,False,False
PRAMEF12,0.0,0.019405,1.7120863529239663,0.07687439390183441,False,False
PRAMEF1,0.0,0.3488,0.4574235237394704,0.49738313554028735,False,False
PRAMEF15,0.0,0.94806,0.02316417653921305,0.9541499376535046,False,False
PRAMEF19,0.0,0.26173,0.5821464948315235,0.41856370759531675,False,False
PRAMEF17,0.0,0.2423,0.6156465858624938,0.400227007751938,False,False
PRAMEF20,0.0015764721623467,0.26907,0.5701347212654393,0.4258276559714794,False,False
LRRC38,0.0003540847676341,0.1837,0.7358908436941917,0.3376319378953421,False,False
PDPN,0.0001938191114895,0.16291,0.7880522563205665,0.3125783059190779,False,False
PRDM2,0.0023669573782982,0.25669,0.5905910500251405,0.4129001399094111,False,False
KAZN,0.0028262660260499,0.0034159,2.4664948517078216,0.02240948189655172,True,False
TMEM51,0.0002159794517455,0.51456,0.28856397726766153,0.6327959492112352,False,False
FHAD1,0.0007109364080137,0.13109,0.8824304365361725,0.2715775589836661,False,False
EFHD2,0.0042301137739622,0.019053,1.720036632541263,0.07574278432835822,False,False
CTRC,0.0048667183432611,0.037702,1.4236356109102515,0.12091424081878387,False,False
CELA2A,0.0027265906641487,0.17908,0.7469529142885926,0.3322741762452107,False,False
CELA2B,0.0022891209843618,0.13903,0.8568914772374875,0.2819580289193303,False,False
CASP9,0.0021245989147894,0.047257,1.3255338519969229,0.1409507497200448,False,False
DNAJC16,0.0020269626860646,0.048462,1.314598666735028,0.14327049241863907,False,False
AGMAT,0.002845534360469,0.016801,1.7746648681814594,0.07025033516483516,False,False
DDI2,0.0032788697942443,0.022652,1.6448934470455085,0.0852370171886037,False,False
RSC1A1,0.0,0.034064,1.4677043559057528,0.11330711925078045,False,False
PLEKHM2,0.0025823453862738,0.032141,1.4929406151978841,0.10852425966617368,False,False
SLC25A34,0.0028771721969632,0.037667,1.4240389679392493,0.12085049728970086,False,False
TMEM82,0.0018905139826176,0.039543,1.402930385249416,0.12474075858665615,False,False
FBLIM1,0.0089375556417441,0.11686,0.9323341180257513,0.2528450311315647,False,False
UQCRHL,0.0015187647579887,0.30475,0.5160562857095804,0.45909410594778016,False,False
SPEN,0.0017734677415099,0.072706,1.1384297478841654,0.1873753565553943,False,False
ZBTB17,0.0015787304718476,0.096305,1.01635116442231,0.22415032935526125,False,False
C1orf64,0.0,0.1179,0.9284861949049108,0.2544442808912897,False,False
HSPB7,0.0,0.37799,0.4225196895867599,0.5233632117483972,False,False
CLCNKA,0.0001181718997944,0.23272,0.6331662917609973,0.389883459482126,False,False
CLCNKB,0.0,0.45605,0.34098753993713965,0.5868578333333333,False,False
FAM131C,0.0024510750182311,0.76919,0.11396637052436577,0.8184995792276963,False,False
EPHA2,9.931613051332727e-05,0.62822,0.20188824152653873,0.7179336255720824,False,False
CROCC,0.002124703100391,0.049094,1.3089715817286856,0.14431692459076698,False,False
MFAP2,0.0,0.034534,1.4617531153280172,0.11415708126550869,False,False
ATP13A2,0.0026184838696534,0.047859,1.3200363800857051,0.1421361603791117,False,False
SDHB,0.0016167090620696,0.065988,1.180535034270496,0.17564194337108596,False,False
ARHGEF10L,0.0019887809514955,0.22902,0.6401265896672576,0.3860894968354431,False,False
ACTL8,0.0016650140099215,0.75714,0.12082380926366146,0.8098423358543605,False,False
IGSF21,0.000120844012069,0.018359,1.7361509781625282,0.07427726050632912,False,False
KLHDC7A,0.0,0.034394,1.4635173130728,0.11387000497203231,False,False
PAX7,0.0003522799944748,0.037094,1.430696332369403,0.11958830219891065,False,False
TAS1R2,0.0,0.97999,0.008778355906461319,0.9815254568814239,False,False
ALDH4A1,0.0011545048902001,0.90066,0.04543912466051384,0.9172195813419995,False,False
IFFO2,0.0024734488623916,0.90838,0.04173243630309165,0.9232856821217325,False,False
UBR4,0.0018322933322767,0.77777,0.10914881239160197,0.8245013007429026,False,False
EMC1,0.0020220074966898,0.16511,0.7822266225985045,0.3154174898398278,False,False
MRTO4,0.0019220682544772,0.31604,0.5002579468756178,0.46904116270430907,False,False
AKR7A3,0.0022875004965894,0.024207,1.6160590298137922,0.08936291683991683,False,False
AKR7A2,0.001726655491254,0.1604,0.7947956360518553,0.3095088625935764,False,False
PQLC2,0.0022952652422455,0.047006,1.327846703754069,0.14046426439790577,False,False
CAPZB,0.0025079140746962,0.073756,1.132202644354547,0.1889970404040404,False,False
MINOS1,0.0022440586759443,0.085073,1.070208252037309,0.20721713351623225,False,False
HTR6,0.0019947747720872,0.052062,1.28347915216455,0.15020812818198231,False,False
TMCO4,0.0039216470126126,0.50811,0.29404225775240367,0.6274474988409828,False,False
RNF186,0.0,0.98236,0.0077293295629907305,0.9835293296579376,False,False
OTUD3,0.0022517664533797,0.74418,0.12832200591668122,0.8004806205828902,False,False
PLA2G2E,0.0,0.71267,0.14711152253976453,0.7774714499283227,False,False
PLA2G2A,0.0,0.93327,0.02999269436006342,0.9420533015411824,False,False
PLA2G5,8.52083732841303e-05,0.9832,0.007358130121602345,0.9843086637850028,False,False
PLA2G2D,0.0037714067976309,0.62296,0.2055398383119083,0.7137599483796959,False,False
PLA2G2F,0.0,0.51391,0.289112931443909,0.6323372120418848,False,False
PLA2G2C,0.0017596807650416,0.27989,0.553012617869676,0.4365415936371621,False,False
UBXN10,0.0015637386068621,0.34139,0.46674920439417683,0.49155361654203084,False,False
VWA5B1,0.0001226943512492,0.0015529,2.8088565100451013,0.012792213865979382,False,False
CAMK2N1,0.002086321007492,0.030571,1.5146903549481414,0.10488517625590382,False,False
MUL1,0.0013295250350874,0.026252,1.5808376044151145,0.09418566464646465,False,False
FAM43B,0.0017313001870174,0.020384,1.6907105893447436,0.0795304453125,False,False
CDA,0.0004341107885796,0.26378,0.5787581360789451,0.4207054071856288,False,False
PINK1,0.001741950933284,0.52903,0.2765196994864902,0.6434106482538233,False,False
DDOST,0.0012276888635037,0.60259,0.21997807973344577,0.6991934066652146,False,False
KIF17,0.0022567708974446,0.0087003,2.0604657719677872,0.044637081231953805,False,False
SH2D5,0.0027765291300061,0.00020739,3.683212188397904,0.002694552512195122,False,False
HP1BP3,0.0020221509848798,0.0001884,3.7249191015431413,0.002486622485549133,False,False
EIF4G3,0.0021069895248616,0.00029331,3.5326731300955307,0.0035349827375565613,False,False
ECE1,0.0016035511631238,0.00082872,3.08159217993894,0.00797817730120482,False,False
NBPF3,0.0016844875390966,0.90635,0.04270406091500883,0.921574050391296,False,False
ALPL,0.0001876872279951,0.28002,0.5528109487312005,0.4366705327868852,False,False
RAP1GAP,0.0017392459131837,0.035301,1.4522129918266098,0.11564033715925394,False,False
USP48,0.0021271603242024,0.00062591,3.2034881097821795,0.006457500135571336,False,False
LDLRAD2,0.0002757407088657,0.014336,1.84357200768195,0.06310976562930322,False,False
HSPG2,0.0003285827572357,0.34303,0.4646678966781735,0.49298223291366905,False,False
CELA3B,0.0,0.44549,0.35116204020973746,0.5782468884015595,False,False
CELA3A,0.0015018244673726,0.3815,0.41850545770910075,0.5266814148743197,False,False
CDC42,0.0017833888581659,0.10546,0.9769122330045547,0.2370736052890702,False,False
WNT4,0.0001639077587018,0.051779,1.2858463412838352,0.14955362353153803,False,False
ZBTB40,0.002038660151999,0.12941,0.8880321627939272,0.26952967678873974,False,False
EPHA8,0.0003299725436268,0.61702,0.20970075857799828,0.709855058671082,False,False
C1QA,4.2979634359012533e-05,0.86619,0.06238683442502683,0.8907710675675675,False,False
C1QC,9.514912470227796e-05,0.83982,0.07581378701385476,0.8702044621668936,False,False
C1QB,7.559415473830055e-05,0.66027,0.18027843486456555,0.7410474661141935,False,False
EPHB2,0.0019862830902036,0.019588,1.7080099046538195,0.07742662082611923,False,False
LACTBL1,0.0,0.4928,0.30732930084363097,0.6161349397590362,False,False
C1orf234,0.0012117227666424,0.42514,0.37146803179593474,0.5619654540942929,False,False
KDM1A,0.0020436001826719,0.52927,0.2763227219235239,0.6435075981436398,False,False
LUZP1,0.0018662281688009,0.39283,0.4057953530211738,0.5354670957011258,False,False
HTR1D,0.0030920637018053,0.34673,0.46000858040649295,0.49609773948075203,False,False
RPL11,0.0015553763682421,0.2185,0.6605485586935593,0.3761490866006032,False,False
TCEB3,0.0017372682577065,0.67538,0.17045180425471484,0.7524048644126873,False,False
PITHD1,0.0013318110550223,0.57029,0.24390424367510039,0.6751676555555556,False,False
LYPLA2,0.0015497062103839,0.62506,0.204078292386763,0.7153966812289622,False,False
GALE,0.0010262135784019,0.67361,0.1715914741916276,0.7510311866889912,False,False
HMGCL,0.001545217835208,0.64719,0.18896820180735882,0.7314880487804878,False,False
FUCA1,0.0011530143785285,0.6618,0.17927323717616572,0.7418268780248299,False,False
CNR2,0.0007419007679229,0.64885,0.18785569102961963,0.7323966556010736,False,False
PNRC2,0.0009156100696655,0.25242,0.59787623759936,0.4094522959805115,False,False
SRSF10,0.0017833569266267,0.1445,0.8401321529074334,0.2895616927899686,False,False
MYOM3,0.0013368997768692,0.68461,0.1645567614746528,0.7592804885496183,False,False
IL22RA1,0.0011656153012279,0.44182,0.3547546286795189,0.5752639234215886,False,False
IFNLR1,0.0010937623445017,0.068153,1.1665150223712044,0.17934350288160714,False,False
GRHL3,0.0002708854243408,0.20676,0.6845334765043467,0.3631821894921961,False,False
STPG1,0.0003996947769386,0.025086,1.6005685820659417,0.0916341408,False,False
NIPAL3,0.0022800377610212,0.014768,1.8306783163181632,0.06437723806926643,False,False
RCAN3,0.003512933065905,0.065499,1.183765330508937,0.17490984210526314,False,False
NCMAP,0.0008392896649725,0.0061131,2.21373849982727,0.034667654755145494,False,False
SRRM1,0.0013284145876429,0.0003611,3.4423725115731734,0.0041581686959654175,False,False
CLIC4,9.587574486940204e-05,0.053879,1.2685804734262633,0.15405981374127753,False,False
RUNX3,0.0,0.017381,1.759925240431179,0.07171850271107669,False,False
SYF2,0.0015281446484381,0.010124,1.9946478635137834,0.04962933865030675,False,False
RSRP1,0.0017504640183339,0.013672,1.8641679502873196,0.06108253620352251,False,False
RHD,0.001778082879948,0.026572,1.5755757562304882,0.09494636150234743,False,False
TMEM50A,0.0018045965581227,0.087763,1.056688539704343,0.21148077548250904,False,False
RHCE,0.0015354854933361,0.31442,0.5024898366358708,0.46750521213248974,False,False
TMEM57,0.0022697279354074,0.3786,0.42181939037222205,0.5239354520263249,False,False
LDLRAP1,0.0001053300947018,0.21047,0.6768097989397895,0.3670363454823221,False,False
MAN1C1,0.0005571245869944,0.045852,1.3386417162639663,0.13813160938383268,False,False
SEPN1,0.0032201972665167,0.42135,0.37535700174274067,0.5595474779790593,False,False
MTFR1L,0.002042124621995,0.43554,0.3609719532130586,0.5708492364471418,False,False
AUNIP,0.0008642012632958,0.42972,0.3668144329404722,0.565333794863352,False,False
PAQR7,0.0010786168132566,0.43823,0.3582978951721913,0.5729106797546012,False,False
STMN1,0.001884182649172,0.16401,0.7851296713887804,0.31382229525862065,False,False
PAFAH2,0.0010321133787492,0.23452,0.6298201144872403,0.3916430438871473,False,False
EXTL1,0.0007773898274526,0.40133,0.3964983749098622,0.5427915077417717,False,False
SLC30A2,0.0017531581436192,0.82975,0.08105273891935845,0.8628325844231896,False,False
TRIM63,0.0025979822746062,0.79486,0.09970935760977152,0.8367130338558819,False,False
PDIK1L,0.0017739938213466,0.6708,0.17340694606595192,0.7488686552567236,False,False
FAM110D,0.002350508651583,0.3976,0.4005536242747243,0.5394655930044995,False,False
ZNF593,0.0013186069814712,0.26398,0.5784289754735995,0.4208377804367335,False,False
CNKSR1,0.0020168168139466,0.22108,0.6554505440902625,0.3789574324324324,False,False
CATSPER4,0.001337701373094,0.22287,0.6519483869316418,0.38054308160649436,False,False
CEP85,0.0013454949887737,0.054582,1.2629505549055846,0.15542696527159394,False,False
SH3BGRL3,0.0007570692115555,0.011548,1.9374932247913172,0.05427899647058823,False,False
UBXN11,0.0013755725233443,0.017871,1.7478511451814929,0.0730052277607362,False,False
CD52,0.0001089158484068,0.021674,1.6640609309682706,0.0827849412045889,False,False
AIM1L,0.0006336879621812,0.074514,1.1277621225331635,0.19034658471867005,False,False
ZNF683,0.0011782901938682,0.21184,0.6739920322403941,0.3685353934908022,False,False
LIN28A,0.0017895134303405,0.082436,1.0838830894313138,0.20320988986580285,False,False
DHDDS,0.0019107218337273,0.073099,1.1360885641837604,0.18802870270270272,False,False
HMGN2,0.0029213334782105,0.23044,0.6374421334455109,0.38781188289806234,False,False
ARID1A,0.0021559769564624,0.0013327,2.8752676022799704,0.011468970759289177,False,False
PIGV,0.001402116849045,0.0019535,2.709186584439197,0.01519283200389105,False,False
ZDHHC18,0.0022850731924067,0.0019831,2.702655385465306,0.015339748838334947,False,False
SFN,0.0010094324682744,0.0021379,2.6700126127211967,0.016184642302226434,False,False
GPN2,0.0019022333291434,0.0019654,2.7065490482839945,0.01523232657613967,False,False
GPATCH3,0.0016485083637908,0.0021967,2.6582292499710722,0.016481437887323945,False,False
NUDC,0.0016179667162947,0.0023952,2.6206582170010226,0.017631363979732844,False,False
NR0B2,0.0,0.0028312,2.5480294503705414,0.019879352899824253,False,False
KDF1,0.00036897499781,0.01366,1.8645493006544862,0.06104598993288591,False,False
TRNP1,0.0015295562553507,0.078287,1.1063103490148496,0.196866226343917,False,False
FAM46B,0.0002871841309032,0.69835,0.15592686251759952,0.7687677772420444,False,False
SLC9A1,0.0013030990771825,2.0597e-05,4.68619603100585,0.000423085677377892,False,False
WDTC1,0.0015560612328675,0.0080323,2.095160079343546,0.042322514441147374,False,False
TMEM222,0.0018391486836298,0.030835,1.5109560472376764,0.10551908672376874,False,False
SYTL1,0.0004611487817528,0.029592,1.5288256816926624,0.10249452795838752,False,False
MAP3K6,0.0008898656823164,0.034611,1.4607858526501685,0.11430427588344699,False,False
FCN3,0.0012370458302557,0.02258,1.646276062411051,0.08502614985862395,False,False
CD164L2,0.0005065999969855,0.13619,0.8658547801197055,0.2784967869481766,False,False
GPR3,0.0015937782505684,0.021413,1.6693224830010644,0.08210200407869483,False,False
WASF2,0.0010897870752574,0.39744,0.4007284258395326,0.5394588433121019,False,False
AHDC1,0.0017110872343316,0.032659,1.4859971172457302,0.10980927393225332,False,False
FGR,6.032747769466567e-05,0.095948,1.0179640735394158,0.22374799182839633,False,False
IFI6,0.000985867634336,0.64419,0.19098602117812097,0.7291967977050574,False,False
FAM76A,0.0016199049967481,0.808,0.09258863922541381,0.8465089812508195,False,False
STX12,0.002122684066792,0.91964,0.036382147231515144,0.9314130705367893,False,False
PPP1R8,0.0015888870869829,0.55215,0.2579429234976521,0.6615616396761134,False,False
THEMIS2,0.0016744358851223,0.46583,0.3317725458251424,0.594546291327264,False,False
RPA2,0.0016215319201787,0.61981,0.20774142114322763,0.7116304052015231,False,False
SMPDL3B,0.0001745168748815,0.53109,0.274831875921676,0.6452785896753592,False,False
XKR8,0.0024967700862581,0.53813,0.2691127959645066,0.6499777439346988,False,False
EYA3,0.0017621615614506,0.6575,0.18210424283820453,0.7390046762286439,False,False
PTAFR,0.0005817443096177,0.042717,1.369399255258413,0.13148312345916793,False,False
DNAJC8,0.0012919660709241,0.13081,0.8833590543388709,0.2711650940215277,False,False
PHACTR4,0.0021591465937554,0.023069,1.636971230961989,0.08637902741330834,False,False
RCC1,0.0021225892875263,0.12409,0.9062632154376606,0.262069814986124,False,False
