symbol,specificity,P,neg_log10_p,p_fdr,is_driver,is_hcn1
PLCD1,0.002111149792203,0.15591,0.807126028457478,0.3042986944308745,False,False
DLEC1,0.0007718306051228,0.23182,0.6348490985063969,0.38902818649585214,False,False
ACAA1,0.0015539063115268,0.089473,1.0483080006627032,0.21379605457535883,False,False
MYD88,0.0012680915708188,0.064619,1.189639767114449,0.17333939979859014,False,False
OXSR1,0.0020990578912074,0.046583,1.3317725458251424,0.13961795255063766,False,False
SLC22A13,0.0020697867348418,0.037563,1.4252397297334987,0.12073319324351497,False,False
SLC22A14,0.0019253327312872,0.13625,0.86566348905132,0.2785125671527245,False,False
XYLB,0.0021172666837126,0.25623,0.59137002341372,0.41267473949410466,False,False
ACVR2B,0.0024695640855261,0.11088,0.9551467827322685,0.24434270270270272,False,False
EXOG,0.0017024444474636,0.050496,1.2967430228066925,0.14712888572990707,False,False
SCN5A,0.0003819655426158,0.015394,1.812648517776539,0.0660831305398872,False,False
SCN10A,0.0021798034661945,0.66436,0.17759652357499064,0.743601145818742,False,False
SCN11A,0.0012887101952073,0.36609,0.43641213400875506,0.5126158144221502,False,False
WDR48,0.0021491788475399,0.18758,0.7268134684765252,0.34212690938141976,False,False
GORASP1,0.0015507077395768,0.25275,0.5973088357369614,0.40975426658551434,False,False
TTC21A,0.0022670141210004,0.23923,0.6211843597275238,0.39668960780244866,False,False
CSRNP1,0.0009499519498974,0.22124,0.6551363502028721,0.3790347813036021,False,False
XIRP1,0.0,0.025727,1.589610853486767,0.0929347167721519,False,False
CX3CR1,7.63003702191307e-05,0.0474,1.324221658325915,0.1412191275167785,False,False
CCR8,0.0014788756481623,0.018122,1.7417938739311727,0.07378539668789809,False,False
SLC25A38,0.0021829259463921,0.1116,0.95233580539844,0.24521924927815208,False,False
RPSA,0.0017856732168053,0.34702,0.4596454945482218,0.49624457994095017,False,False
MOBP,0.0011219002106821,0.41511,0.38183680434128825,0.553976860960334,False,False
MYRIP,0.0039246120706263,0.30646,0.5136262027538303,0.46030987500000003,False,False
EIF1B,0.0014912843086251,0.5677,0.24588110577458716,0.6734392451009502,False,False
ENTPD3,0.0037402931657121,0.6759,0.17011755355650676,0.7528267284638973,False,False
RPL14,0.0022811704301789,0.7849,0.10518567091669923,0.8293762827294368,False,False
ZNF619,0.0063188542336858,0.91791,0.037199898776428146,0.9300550909782541,False,False
ZNF620,0.0012825774626812,0.99173,0.0036065490864518354,0.9921024807511737,False,False
ZNF621,0.0017872311604721,0.99509,0.002137638112820689,0.9952145497215095,False,False
CTNNB1,0.0016114943284445,0.032284,1.4910126613630819,0.10882316051465935,False,False
ULK4,0.0020443389756586,0.11591,0.9358790941703782,0.2514057695439739,False,False
TRAK1,0.0023655802085121,0.034484,1.4623823635790236,0.11404983526490066,False,False
CCK,0.0010012389099075,0.087129,1.0598372704371077,0.2104507145231978,False,False
LYZL4,0.0004412390501915,0.42834,0.3682113676577621,0.5645609517525773,False,False
VIPR1,0.0003901660246265,0.7472,0.12656313677796308,0.8026485985077636,False,False
SEC22C,0.0017495281781041,0.91696,0.03764960888632571,0.9293466362252664,False,False
SS18L2,0.0014496681013964,0.88936,0.05092240734708894,0.908863175831202,False,False
NKTR,0.0019723520107989,0.84983,0.07066794186913586,0.8777878251034126,False,False
ZBTB47,0.0025180062102985,0.77871,0.10862424816640044,0.8251816530734036,False,False
KLHL40,0.0047817428782015,0.85929,0.06586024228652855,0.885348018180646,False,False
HHATL,0.0009025646517173,0.66341,0.17821798637082212,0.7429541142256483,False,False
CCDC13,0.0010737922818932,0.66383,0.17794312472034762,0.7433202935818386,False,False
HIGD1A,0.0043549727656128,0.57945,0.2369840327994984,0.6825525503058893,False,False
ACKR2,0.0009430619608591,0.54016,0.2674775793904578,0.6518133932346724,False,False
KRBOX1,0.0081735801554316,0.49017,0.30965327250693664,0.613807143864598,False,False
CYP8B1,0.0,0.65585,0.18319547712023387,0.7377446927570916,False,False
ZNF662,0.0079855914019396,0.64743,0.18880718053957252,0.7314880487804878,False,False
FAM198A,0.0062369305412377,0.22658,0.644778427539587,0.38410681871220964,False,False
POMGNT2,0.0011548244370734,0.19981,0.6993827801934182,0.354967549183061,False,False
SNRK,0.0016332338464205,0.017867,1.7479483625934837,0.0730052277607362,False,False
ANO10,0.0020894674142861,0.0077328,2.1116632222051948,0.04123972502502503,False,False
ABHD5,0.001861813230006,0.03788,1.4215900296687642,0.12115113908345007,False,False
TOPAZ1,0.0011529319370409,0.0010094,2.995936699602333,0.009247000401146134,False,False
TCAIM,0.0023817296237876,7.3646e-05,4.132850836399126,0.0011852333595166163,False,False
ZNF445,0.002377392559672,0.00053166,3.2743660130594376,0.005660531952031978,False,False
ZDHHC3,0.0016066522036286,0.072381,1.1403754210691868,0.18683908270069455,False,False
EXOSC7,0.0020594754216811,0.13625,0.86566348905132,0.2785125671527245,False,False
CLEC3B,2.0279448509894633e-05,0.41222,0.3848709410407346,0.5515612550234427,False,False
CDCP1,0.0001580737935833,0.070523,1.151669221390676,0.18349789058938457,False,False
TMEM158,0.0001983140893492,0.0074585,2.1273485059355224,0.040173336198179976,False,False
LARS2,0.0015398084711188,0.045527,1.3417309665679686,0.1374583387492915,False,False
LIMD1,0.0005591604266683,0.24998,0.6020947362763311,0.40747963892288863,False,False
SACM1L,0.0016250501046297,0.7602,0.11907213473291503,0.811919815545011,False,False
SLC6A20,5.6624427229090794e-05,0.93581,0.02881231827868067,0.9440209323317763,False,False
LZTFL1,0.0012440625163164,0.77012,0.11344159784399234,0.8190980400638892,False,False
CCR9,0.0012754719992401,0.88316,0.05396060919444008,0.9040340737893927,False,False
FYCO1,4.136185790940199e-05,0.33966,0.46895559473176257,0.48990130505415164,False,False
CXCR6,0.0,0.48986,0.30992802183885554,0.6134670213933078,False,False
XCR1,0.0,0.11878,0.9252566790589972,0.25544653209527657,False,False
CCR3,0.0003521870533074,0.49749,0.3032156445433157,0.619117529201059,False,False
CCR1,0.0001812748616889,0.70049,0.1545980602009307,0.7702305414889224,False,False
CCR2,0.0,0.16464,0.7834646425816423,0.3147262966507178,False,False
CCR5,0.0,0.08941,1.0486139051197072,0.2136774652310453,False,False
CCRL2,0.0,0.03948,1.4036228560024009,0.1246650622406639,False,False
LTF,0.0015208128570634,0.24601,0.6090472390082055,0.4040166283013051,False,False
RTP3,0.0,0.52416,0.2805361242556944,0.6405108548707753,False,False
LRRC2,0.0066533054692992,0.1579,0.8016178699917057,0.3064237887067396,False,False
LOC100132146,0.0074104038409358,0.46816,0.3296056955547832,0.5966715814658267,False,False
ALS2CL,0.0022475184317414,0.45309,0.34381552288535744,0.5846710464271296,False,False
TMIE,0.0021230148768504,0.47461,0.3236631154674663,0.6017853237067597,False,False
MYL3,0.0010082896777928,0.55247,0.25769129988392664,0.6618954246945049,False,False
PTH1R,0.0003157775607659,0.51155,0.2911119109980799,0.6303555054360397,False,False
CCDC12,0.0018462227534719,0.06077,1.2163107636526835,0.16703910732714136,False,False
NBEAL2,0.0013170475335901,0.053681,1.270179402480705,0.15368614493013258,False,False
SETD2,0.0020346193189416,0.038262,1.4172323326291014,0.12197586714542188,False,False
KIF9,0.0013588879331987,0.017824,1.748994826506365,0.07288775435005117,False,False
KLHL18,0.0019819216776403,0.013501,1.8696340627347927,0.06060659578651686,False,False
PTPN23,0.0021797794952049,0.019253,1.7155015891719547,0.07638584731876862,False,False
SCAP,0.0021378162876441,0.015347,1.8139765068825537,0.06593021693548387,False,False
ELP6,0.0024272718439738,0.013136,1.8815368602246345,0.059524354125318965,False,False
CSPG5,0.0022884692355638,0.2716,0.5660702343915359,0.42838922226608767,False,False
SMARCC1,0.0021175638582283,0.19436,0.7113931096090313,0.34919248566610456,False,False
DHX30,0.0021900664355664,0.07889,1.1029780439396366,0.19757735307945465,False,False
MAP4,0.0018963772121077,0.014051,1.8522927662195905,0.062309936736958935,False,False
CDC25A,0.0006307900389559,0.0010983,2.9592790163988063,0.00983852707399103,False,False
CAMP,0.0,0.0024279,2.6147692048877853,0.01779012833562586,False,False
ZNF589,0.0018796667013406,0.0032376,2.4897768086164898,0.021742889117647057,False,False
NME6,0.0020284209426435,0.0083623,2.077674256062395,0.043530265895765474,False,False
SPINK8,0.0013147786853067,0.0012373,2.9075249870740203,0.010810984855112083,False,False
FBXW12,0.0016822924196941,0.00052895,3.2765853785326318,0.005635433300000001,False,False
PLXNB1,0.0005311468908477,0.052539,1.279518197606571,0.1510389924446843,False,False
CCDC51,0.0013839768086826,0.053552,1.2712243049862981,0.15342676801721047,False,False
TMA7,0.0018200198204223,0.10534,0.977406685978538,0.2368704854368932,False,False
TREX1,0.0,0.059683,1.2241493549271425,0.1650448214223914,False,False
SHISA5,0.0019003601288144,0.71667,0.14468077483442027,0.7802072025066413,False,False
PFKFB4,0.0021518452769448,0.12406,0.9063682231710524,0.26206220856463125,False,False
UCN2,0.0034257087441717,0.024037,1.6191197365339902,0.08891764816099931,False,False
COL7A1,0.0035264504028359,0.011181,1.951519352526498,0.05321130464562239,False,False
UQCRC1,0.0015030198443646,0.0003917,3.407046428452134,0.004443489261887864,False,False
TMEM89,0.0,0.00018789,3.72609633357903,0.0024835980893300248,False,False
SLC26A6,0.0014392331817029,0.00019912,3.7008851163994634,0.0026019106459525755,False,False
CELSR3,0.0028767022795369,0.00011993,3.9210721663192802,0.00174395025477707,True,False
NCKIPSD,0.002400778182437,8.6755e-05,4.0617054858761845,0.0013552606598240468,False,False
IP6K2,0.0020815102559419,2.8704e-05,4.542057578636002,0.0005564874763636364,False,False
PRKAR2A,0.0020654884123959,3.7412e-05,4.426989074326613,0.0006840745675057208,False,False
SLC25A20,0.0022214106814799,4.1702e-05,4.37984311605418,0.0007421377082405345,False,False
ARIH2,0.0024298383976414,5.5914e-05,4.252479437882829,0.0009500967736450584,False,False
P4HTM,0.0020136459998655,9.6637e-05,4.01485656075594,0.001468429072243346,False,False
WDR6,0.002110539149549,0.00023923,3.6211843597275237,0.0030294252218700476,False,False
DALRD3,0.0013489045957804,7.7678e-05,4.109701964873296,0.0012388943293413174,False,False
NDUFAF3,0.0008654965316238,0.00017599,3.75451200870973,0.0023530552675585284,False,False
IMPDH2,0.0013906251043221,0.00026192,3.5818313379321336,0.0032447624186046514,False,False
QRICH1,0.0021604213061165,2.8771e-05,4.541045042978134,0.0005566457033898306,False,False
USP19,0.001830630687466,1.3627e-05,4.865599744081016,0.00030120758921161825,False,False
LAMB2,2.094584767256449e-05,1.0215e-05,4.9907616290315335,0.00023943380938416423,False,False
CCDC71,0.001522684989769,3.7692e-05,4.42375081755387,0.0006868367753705816,False,False
KLHDC8B,0.0012037847082435,1.0985e-05,4.95919993874347,0.00025516175145348836,False,False
C3orf62,0.0013140493544414,1.4358e-05,4.842906051002919,0.00031475335802469136,False,False
USP4,0.001771118688127,6.3842e-05,4.194893516153593,0.0010528988668730651,False,False
RHOA,0.0014090591067259,0.0005704,3.243820483156191,0.006016872871287128,False,False
TCTA,0.0015619158731768,0.0005901,3.2290743853610007,0.0061482053194263355,False,False
AMT,0.0026009567217113,0.00043828,3.358248347023012,0.004847164484429066,False,False
NICN1,0.0045654701858833,0.00038535,3.4141446366779724,0.004379998826458037,True,False
DAG1,0.0019294342546314,0.00097303,3.0118737695635027,0.009009450782155273,False,False
BSN,0.0023508109503536,0.0034289,2.4648451804089606,0.022456545718967637,False,False
APEH,0.0015669079667803,0.017033,1.7687088535816506,0.07093467039833377,False,False
MST1,0.002450407214704,0.0014403,2.841547039311172,0.01213359741697417,False,False
RNF123,0.0014238869482332,0.002061,2.6859220082207873,0.015729150429799426,False,False
GMPPB,0.0010736240768068,0.0054737,2.2617190088833117,0.03214818070562293,False,False
IP6K1,0.0024268364759583,0.0024704,2.607232721344358,0.01803538711740521,False,False
CDHR4,0.0001415114066243,0.0013853,2.858456165779347,0.01180718896,False,False
FAM212A,0.0017932540222053,0.0006536,3.184687956475641,0.006661467857142857,False,False
UBA7,9.845079706124056e-05,0.0013663,2.864453931664921,0.011688886670235545,False,False
TRAIP,0.0007497998691049,6.8727e-05,4.162872613051239,0.0011218857885597548,False,False
CAMKV,0.0015515221221543,2.1938e-05,4.6588029678531715,0.00044547798983481573,False,False
MST1R,0.0028882782424639,3.9008e-06,5.408846316061712,0.00010822765268630849,True,False
MON1A,0.0021546543773456,4.9643e-07,6.304141981321629,2.080249280104712e-05,False,False
RBM6,0.0021305856948434,3.5894e-07,6.444978141523848,1.588980648199446e-05,False,False
RBM5,0.0016249901964091,8.2517e-07,6.083456569684942,3.154206966587112e-05,False,False
SEMA3F,0.0007386954878686,0.002568,2.5904049806031844,0.01850928354373309,False,False
GNAT1,0.0,0.069565,1.1576092105340445,0.18180184219133277,False,False
SLC38A3,0.0001178913992743,0.1224,0.9122185821904576,0.2599168353925867,False,False
GNAI2,0.002002175888862,0.13639,0.8652174706181445,0.2787274411764706,False,False
SEMA3B,0.0001116455418244,0.15044,0.8226366752496386,0.29740000494804547,False,False
LSMEM2,0.0015164338498015,0.18161,0.7408602415789813,0.3351396547344111,False,False
IFRD2,0.0016761687755865,0.24919,0.6034693899099751,0.40693903433476397,False,False
HYAL3,0.0010384454209819,0.24529,0.6103201567807507,0.40320710656243575,False,False
NAT6,0.0069928658728298,0.22625,0.6454114121227591,0.38403269483966873,False,False
HYAL1,0.0018486324071892,0.22835,0.6413989840569806,0.3856754755865568,False,False
HYAL2,0.000819107010782,0.12854,0.8909617044256188,0.26864792156862743,False,False
TUSC2,0.0012052651001049,0.081718,1.087682271011602,0.20225033023687877,False,False
RASSF1,0.0012420829081963,0.1094,0.9609826780025881,0.24285614668703986,False,False
ZMYND10,0.000144458538452,0.19329,0.7137906139339913,0.3480526749295775,False,False
NPRL2,0.0019872698120667,0.21393,0.6697283088324948,0.3710401465002713,False,False
CYB561D2,0.0039539347919231,0.092236,1.0350995393603128,0.21811534714412548,False,False
TMEM115,0.0012214091748619,0.17839,0.7486294945032976,0.3315328049773229,False,False
CACNA2D2,0.0042771713015726,0.063904,1.1944719568093913,0.17222888872028325,False,False
C3orf18,0.0023481804559142,0.28631,0.5431634830333272,0.44263520460481764,False,False
HEMK1,0.0018056775903459,0.31364,0.5035685548158,0.46676603594375643,False,False
CISH,0.0002248162968899,0.42604,0.3705496239870682,0.5626563961656061,False,False
MAPKAPK3,0.0004634902550567,0.44748,0.349226370591068,0.5796998929961089,False,False
DOCK3,0.0025312846823577,0.091531,1.0384317928317521,0.21702624792284866,False,False
MANF,0.0011315216058227,0.021473,1.6681072758977835,0.08223340833932422,False,False
RBM15B,0.0013706657978593,0.023509,1.6287658440234463,0.08762163581254372,False,False
VPRBP,0.0018082066974015,0.013861,1.8582054364763427,0.06173707943143812,False,False
RAD54L2,0.002566463136566,0.0034809,2.4583084530363117,0.02270541342857143,False,False
TEX264,0.0012771619322637,0.00038132,3.4187104156498824,0.004344941161796151,False,False
GRM2,0.0003344061927113,0.00017089,3.767283350221832,0.0023085317751479293,False,False
IQCF6,0.0,0.092322,1.0346947958309403,0.2182108416149068,False,False
IQCF3,0.0,0.33341,0.4770213784741527,0.4843400790837196,False,False
IQCF2,0.0,0.33599,0.4736736482335115,0.4865841585863163,False,False
IQCF5,0.0,0.38287,0.4169486617141685,0.5279245444348576,False,False
IQCF1,0.0005265063201995,0.11158,0.9524136429256497,0.24520901815181517,False,False
RRP9,0.0013502601446019,0.10077,0.9966687414386732,0.2302022280977562,False,False
PARP3,0.0021636270551745,0.079168,1.1014503263869921,0.1981804210526316,False,False
GPR62,0.0005191005706092,0.076841,1.1144069919147692,0.19424169898766216,False,False
PCBP4,0.0021266445901705,0.11104,0.9545205468892203,0.24462782464846983,False,False
ABHD14B,0.0038932143778562,0.016875,1.7727562184969374,0.07043075868372943,False,False
ABHD14A,0.0019208457950861,0.1139,0.9434762759208997,0.24825912438625206,False,False
ACY1,0.002099080090676,0.11664,0.9331524890261006,0.252440931744312,False,False
RPL29,0.00178661107325,0.001599,2.7961515362537654,0.013077594165813715,False,False
DUSP7,0.0016570166131872,5.6094e-05,4.251083589835589,0.0009516329235668791,False,False
POC1A,0.001671516517891,1.2398e-05,4.906648367984445,0.0002806408470254958,False,False
ALAS1,0.0012431659136592,4.8391e-11,10.31523540310331,7.8911895e-09,False,False
TLR9,0.0020801936845129,1.6989e-07,6.769832183653809,8.537773867924528e-06,False,False
TWF2,0.0044029404657539,1.5387e-06,5.812846046214584,5.176834673684211e-05,True,False
PPM1M,0.0016093581964109,2.0232e-07,6.693961183663651,9.918024294478527e-06,False,False
WDR82,0.0018217859639115,7.6009e-06,5.119134981154444,0.00018488581872146118,False,False
GLYCTK,0.0012703944793939,1.9202e-06,5.716653534643954,6.161991204819277e-05,False,False
DNAH1,0.0019867124269543,0.0011312,2.946460603547176,0.010071146072423398,False,False
BAP1,0.0018840732572186,1.6326e-05,4.787120207836598,0.0003506798467741935,False,False
PHF7,0.0017191767149827,0.00013688,3.863660003466956,0.001925597957746479,False,False
SEMA3G,0.0,0.0025585,2.592014578691864,0.01847600022593764,False,False
TNNC1,0.0,0.010584,1.9753501688205555,0.05129619951485749,False,False
NISCH,0.0021922159344087,0.001247,2.9041335465214573,0.010866034351145039,False,False
STAB1,0.0,5.4264e-10,9.265488195943034,5.5947934451612905e-08,False,False
NT5DC2,0.0002472285532882,1.7431e-14,13.758677697111226,1.2449199000000001e-11,False,False
PBRM1,0.0019932256424331,1.0094e-11,10.995936699602334,1.9203835e-09,False,False
GNL3,0.0017524367537627,5e-10,9.301029995663981,5.2971194105960256e-08,False,False
GLT8D1,0.0020187139201487,1.0714e-13,12.97004835796316,3.9900468837209297e-11,False,False
SPCS1,0.0014911045003924,3.1308e-14,13.504344674852154,1.7514073862068966e-11,False,False
NEK4,0.0020969699636746,8.7585e-15,14.057570265693032,7.77608825e-12,False,False
ITIH1,0.0013158149886114,3.7026e-14,13.43149320320197,1.97237502e-11,False,False
ITIH3,0.0,5e-10,9.301029995663981,5.2971194105960256e-08,False,False
ITIH4,0.0010867594636703,5e-10,9.301029995663981,5.2971194105960256e-08,False,False
MUSTN1,0.0006190615061867,3.0526e-13,12.515330100114667,9.565411882352941e-11,False,False
TMEM110,0.0019533700744456,1.1638e-11,10.934121647142607,2.188080917647059e-09,False,False
SFMBT1,0.0026321347530187,7.6934e-16,15.113881686868549,8.19654836e-13,False,False
RFT1,0.0026267645607646,0.00010654,3.972487307551189,0.0015838285953488373,False,False
PRKCD,0.0001403953460532,3.1497e-06,5.501730809559343,9.185283886861314e-05,False,False
TKT,0.0011637300706583,2.8778e-08,7.540939391745678,1.846992843373494e-06,False,False
DCP1A,0.0020612854282902,1.9047e-07,6.720173418205985,9.39475638888889e-06,False,False
CACNA1D,0.0029583387590456,6.9132e-05,4.160320878725848,0.001125049380855397,True,False
CHDH,0.0012576111533488,0.13049,0.8844227688714772,0.27098759095634095,False,False
IL17RB,0.0002903779401204,0.14807,0.8295329236140628,0.29408058655399527,False,False
ACTR8,0.0016428789013417,0.072755,1.1381371549497268,0.1874714051918736,False,False
SELK,0.0013545218564096,0.096885,1.0137434564011691,0.22488296078431372,False,False
CACNA2D3,0.0044618039621133,0.0019403,2.71213111632144,0.015133203660322109,True,False
LRTM1,0.0042108986007117,0.24173,0.6166694479541649,0.39964898624185374,False,False
WNT5A,0.0015117588819663,0.007848,2.1052410056281077,0.04165356625705746,False,False
ERC2,0.0024874436085464,0.021832,1.6609064773381599,0.08314995042897999,False,False
CCDC66,0.0020198340723068,0.0052779,2.277538842585013,0.03125087806595035,False,False
FAM208A,0.0016747028107751,0.0012914,2.8889392179301794,0.011170269318181818,False,False
ARHGEF3,0.0012377893046715,0.0039883,2.3992121814927034,0.025222406925207757,False,False
SPATA12,0.0011527363399784,0.12465,0.9043077171602077,0.2628703681710214,False,False
IL17RD,0.0003383677849845,0.18516,0.7324528278892269,0.339291740974212,False,False
HESX1,0.0005456330144835,0.034957,1.4564658454698616,0.11497112839506173,False,False
APPL1,0.0018001536255354,0.021867,1.6602107950517495,0.08322375017861397,False,False
ASB14,0.0007570477164296,0.018851,1.7246656065742327,0.07531445775,False,False
DNAH12,0.0002629766782354,0.015001,1.8238797889439144,0.0651089030418251,False,False
ARF4,0.0015253091326985,0.028218,1.5494737708702768,0.0990885207646671,False,False
DENND6A,0.0018565695843142,0.033299,1.4775688085658414,0.11128216624843162,False,False
SLMAP,0.0019168210735473,0.024085,1.6182533493495472,0.0890153526827012,False,False
FLNB,0.0014633473444592,0.24682,0.60761965202244,0.40463124833316233,False,False
DNASE1L3,0.0002061126103929,0.044404,1.3525779060186898,0.13490880684410647,False,False
ABHD6,0.0014091177781667,0.024865,1.6044115364317562,0.09107668232867294,False,False
RPP14,0.0054761146241604,0.018341,1.7365769891326148,0.07426631382978723,False,False
PXK,0.0017202778269315,0.013186,1.879886928592316,0.059705848768054376,False,False
PDHB,0.0015615787666293,0.0080918,2.091954859955829,0.042537847302631576,False,False
KCTD6,0.0017235734923785,0.013121,1.882033064508233,0.059502469069239505,False,False
ACOX2,0.0009007146328139,0.24978,0.602442338729579,0.4074029577464789,False,False
FAM107A,0.0003464695931865,0.51576,0.2875523427969507,0.6337352421959096,False,False
FAM3D,0.0010636886097102,0.25591,0.5919127431868084,0.41247581543116496,False,False
FHIT,0.001977832153103,3.7178e-08,7.429713976918245,2.319110486381323e-06,False,False
PTPRG,0.0026607692510539,2.6027e-06,5.584575887923465,7.9226188e-05,False,False
FEZF2,5.821184147272491e-05,0.11411,0.9426762946307156,0.24854735041570125,False,False
CADPS,0.0031878762050546,0.0013917,2.856454372761578,0.011849098401704849,True,False
SYNPR,0.0073465090302071,0.00012068,3.918364698497049,0.0017532609818181819,True,False
SNTN,0.0031254232730077,0.023029,1.637724920216883,0.086304894021102,False,False
THOC7,0.0017528413676164,9.6004e-12,11.017710671734001,1.867678290361446e-09,False,False
ATXN7,0.0015630304599905,1.9551e-11,10.708831024284738,3.359618612903226e-09,False,False
PSMD6,0.0012642643548154,2.7551e-08,7.559862633233243,1.789807036585366e-06,False,False
PRICKLE2,0.002046050114928,2.4978e-06,5.6024423387295785,7.647000344827586e-05,False,False
ADAMTS9,0.0043859082705059,0.17464,0.7578562772989172,0.327112264416315,False,False
MAGI1,0.0030233967252571,0.15328,0.8145145082655308,0.30096666420936236,False,False
LRIG1,0.0003021987249864,0.25837,0.587757914790086,0.41485089621219734,False,False
KBTBD8,0.0011468054413202,0.15371,0.8132978774348987,0.3015886445672192,False,False
SUCLG2,0.000199023640883,9.6664e-05,4.01473523752339,0.001468429072243346,False,False
FAM19A1,0.0003206386266459,0.078698,1.1040363044897372,0.1974184026055564,False,False
FAM19A4,4.6864705860319946e-05,0.18065,0.7431620340959589,0.33402046153846154,False,False
EOGT,0.0025061505266579,0.086584,1.0625623545612082,0.20939995233050848,False,False
TMF1,0.0022705880823844,0.23193,0.6346430720097704,0.3891310582677165,False,False
UBA3,0.0022265882435803,0.43427,0.3622401712927838,0.5696518813100221,False,False
ARL6IP5,0.0029872814251673,0.47206,0.326002797948864,0.6001106403627396,False,False
LMOD3,0.0025863716274705,0.74872,0.12568056573181519,0.8037951309955664,False,False
FRMD4B,0.0052906693697786,0.0016454,2.7837285070298243,0.013374942726347915,True,False
MITF,0.0050152511099243,0.00017451,3.7581796814819697,0.002339634488255034,True,False
FOXP1,0.0016775249888757,5.1141e-17,16.29123078412674,8.17284321e-14,False,False
EIF4E3,0.0039605952377038,0.27136,0.5664541694233802,0.4282428317535545,False,False
GPR27,0.0013682615460334,0.12157,0.9151735833025667,0.25904943207572323,False,False
PROK2,0.0,0.41525,0.3816903588765679,0.5540711572180012,False,False
SHQ1,0.0013191619150276,0.92755,0.03266267024249748,0.9376416313492314,False,False
GXYLT2,0.0085486157525696,0.063333,1.1983699395332796,0.17122731737438673,False,False
PPP4R2,0.0020865203484562,0.0030018,2.522618246732947,0.020713197668393784,False,False
EBLN2,0.009603842583128,0.0054967,2.259897965399188,0.03224771024229075,True,False
PDZRN3,0.0048768971096975,0.12932,0.8883343040604815,0.26941245209229564,False,False
CNTN3,0.0020852528561469,0.032823,1.4838217272468939,0.11015211318773625,False,False
FRG2C,0.0,0.58247,0.23472643797572035,0.6846968054431777,False,False
ZNF717,0.0018173949960185,0.25632,0.5912175055958564,0.41275931593794074,False,False
ROBO2,0.0044859958548166,0.016966,1.770420537334355,0.07075512682672233,False,False
ROBO1,0.0041626832262672,0.0090299,2.044317059175826,0.04581169266666667,True,False
GBE1,0.0024670227476695,0.019905,1.7010378180798833,0.07825382656826568,False,False
CADM2,0.0026136218255547,0.14506,0.8384523268742725,0.2902834785875282,False,False
VGLL3,0.0001908031481449,0.42882,0.3677249675151893,0.5647743876710071,False,False
CHMP2B,0.0014881259353323,0.41504,0.38191004559601394,0.553976860960334,False,False
POU1F1,0.0,0.25063,0.6009669458931021,0.4082476842319845,False,False
HTR1F,6.397427766402363e-05,0.72385,0.14035142126359634,0.785912551803791,False,False
CGGBP1,0.0012572645498992,0.062751,1.2023793488744712,0.17040335276125745,False,False
ZNF654,0.0016498458514805,0.082371,1.0842256615646262,0.20310564038876888,False,False
C3orf38,0.0017221798517891,0.065865,1.1813453038399309,0.17540219380103317,False,False
EPHA3,0.0003302177491435,0.027336,1.5632650342092935,0.0967781603898981,False,False
PROS1,0.0010937329008674,0.007742,2.1111468330170635,0.04125538579526508,False,False
ARL13B,0.0016500826570912,0.0071301,2.146904379104146,0.03871767859327217,False,False
STX19,0.0021502538192197,0.0092843,2.0322508347995356,0.046760919728963124,False,False
DHFRL1,0.0024478790628984,0.018819,1.7254034577430033,0.07524304203152364,False,False
NSUN3,0.001812078134738,0.034277,1.4649971955137078,0.1137182347934399,False,False
EPHA6,0.0036336040839116,0.23708,0.6251050814330195,0.394376546268346,False,False
ARL6,0.0022037092316266,0.07569,1.120961494762763,0.19229022031473536,False,False
CRYBG3,0.0020530261071108,0.03365,1.4730149314400043,0.11212690783986655,False,False
MINA,0.0020794491694844,0.09367,1.028399479769941,0.220138275,False,False
GABRR3,0.0004313874282252,0.014339,1.8434811352529727,0.06310976562930322,False,False
OR5AC2,0.0,0.0083456,2.0785424346202115,0.0434574889540567,False,False
OR5H1,0.0,0.068856,1.1620582100423955,0.18045059626106918,False,False
OR5H14,0.0089367191179608,0.083831,1.0765953532151162,0.20523676964313067,False,False
OR5H15,0.0,0.17088,0.7673087646515376,0.322374369023728,False,False
OR5K1,0.0,0.34561,0.46141369998368753,0.49495276344086025,False,False
OR5K2,0.0,0.232,0.6345120151091003,0.38916678912564295,False,False
CLDND1,0.001486594231183,0.6763,0.16986061257465726,0.7530623118729096,False,False
GPR15,0.0,0.66396,0.17785808373822273,0.7433616897856242,False,False
CPOX,0.0034953207873308,0.38519,0.41432499621311214,0.5299803176926388,False,False
ST3GAL6,0.0015445750188156,0.069108,1.1604716754224689,0.18096263280353925,False,False
DCBLD2,0.0015754027925197,0.18104,0.7422254590533278,0.3342992547660312,False,False
COL8A1,0.0001088689506255,0.087733,1.0568370198359016,0.21144036691298448,False,False
FILIP1L,0.0014333894992814,0.22671,0.644529323062562,0.38422187910922584,False,False
TBC1D23,0.0022249229889887,0.55285,0.2573926860714107,0.6620648677407269,False,False
NIT2,0.0016819006374502,0.22081,0.6559812622540871,0.37866344135636876,False,False
TOMM70A,0.0017066116591207,0.16285,0.788212237099108,0.3125382310556022,False,False
LNP1,0.0016472887924241,0.18839,0.7249421538790317,0.34297796650717705,False,False
TMEM45A,0.0026439716792965,0.1556,0.8079904073463299,0.3039535020168683,False,False
ADGRG7,0.0017034484144441,0.32198,0.4921711039544715,0.4742453806451613,False,False
TFG,0.001512837405938,0.55128,0.25862776309336794,0.6609652397029034,False,False
