cell,comp_type,x0,y0,x1,y1
Sst_20,3,18.0214,362.430259,18.3922,363.495159
Sst_20,3,18.3922,363.495159,18.5366,364.605459
Sst_20,3,18.5366,364.605459,18.4213,365.744159
Sst_20,3,18.4213,365.744159,17.9862,366.769459
Sst_20,3,17.9862,366.769459,17.1272,367.524859
Sst_20,3,17.1272,367.524859,16.694,368.544659
Sst_20,3,16.694,368.544659,16.7869,369.651659
Sst_20,3,16.7869,369.651659,17.6957,370.290759
Sst_20,3,17.6957,370.290759,18.7318,370.633859
Sst_20,3,18.7318,370.633859,19.525,371.406659
Sst_20,3,19.525,371.406659,20.1929,372.325759
Sst_20,3,20.1929,372.325759,20.1893,373.447859
Sst_20,3,20.1893,373.447859,20.0464,374.541359
Sst_20,3,20.0464,374.541359,19.9989,375.672759
Sst_20,3,19.9989,375.672759,20.1671,376.804559
Sst_20,3,20.1671,376.804559,20.4678,377.893859
Sst_20,3,20.4678,377.893859,20.9888,378.912559
Sst_20,3,20.9888,378.912559,21.6282,379.785259
Sst_20,3,21.6282,379.785259,22.4421,380.549259
Sst_20,3,22.4421,380.549259,23.0876,381.463259
Sst_20,3,23.0876,381.463259,23.6453,382.456759
Sst_20,3,23.6453,382.456759,24.2777,383.365459
Sst_20,3,24.2777,383.365459,24.7827,384.330159
Sst_20,3,24.7827,384.330159,25.0412,385.43345899999997
Sst_20,3,25.0412,385.43345899999997,24.9303,386.572659
Sst_20,3,24.9303,386.572659,24.8185,387.710659
Sst_20,3,24.8185,387.710659,24.8765,388.829359
Sst_20,3,24.8765,388.829359,25.5527,389.747159
Sst_20,3,25.5527,389.747159,26.3603,390.55075899999997
Sst_20,3,26.3603,390.55075899999997,27.2562,391.260759
Sst_20,3,27.2562,391.260759,28.167,391.946259
Sst_20,3,28.167,391.946259,29.2699,392.228859
Sst_20,3,29.2699,392.228859,30.4042,392.377159
Sst_20,3,30.4042,392.377159,31.4538,392.644659
Sst_20,3,31.4538,392.644659,32.2239,393.408759
Sst_20,3,32.2239,393.408759,33.2839,393.736459
Sst_20,3,33.2839,393.736459,34.0847,394.468659
Sst_20,3,34.0847,394.468659,34.8865,395.272659
Sst_20,3,34.8865,395.272659,35.8848,395.799959
Sst_20,3,35.8848,395.799959,36.8151,396.300059
Sst_20,3,36.8151,396.300059,37.6351,397.078659
Sst_20,3,37.6351,397.078659,38.1153,398.110459
Sst_20,3,38.1153,398.110459,38.513,399.012859
Sst_20,3,38.513,399.012859,38.2846,400.134359
Sst_20,3,38.2846,400.134359,37.8255,401.157759
Sst_20,3,37.8255,401.157759,37.045,401.983359
Sst_20,3,37.045,401.983359,36.4251,402.859959
Sst_20,3,36.4251,402.859959,36.0611,403.923459
Sst_20,3,36.0611,403.923459,35.9155,405.055759
Sst_20,3,35.9155,405.055759,36.2401,406.059259
Sst_20,3,36.2401,406.059259,36.8321,407.037659
Sst_20,3,36.8321,407.037659,37.3184,408.057659
Sst_20,3,37.3184,408.057659,37.534,409.179559
Sst_20,3,37.534,409.179559,37.6817,410.247659
Sst_20,3,37.6817,410.247659,37.8201,411.360559
Sst_20,3,37.8201,411.360559,37.706,412.498259
Sst_20,3,37.706,412.498259,37.6017,413.596859
Sst_20,3,37.6017,413.596859,37.7377,414.692159
Sst_20,3,37.7377,414.692159,37.6141,415.717759
Sst_20,3,37.6141,415.717759,36.8307,416.538459
Sst_20,3,36.8307,416.538459,36.235,417.503559
Sst_20,3,36.235,417.503559,36.2398,418.518359
Sst_20,3,36.2398,418.518359,36.8949,419.455459
Sst_20,3,36.8949,419.455459,37.1315,420.540859
Sst_20,3,37.1315,420.540859,37.266,421.674059
Sst_20,3,37.266,421.674059,37.5005,422.793859
Sst_20,3,37.5005,422.793859,37.595,423.924159
Sst_20,3,37.595,423.924159,37.6763,425.050359
Sst_20,3,37.6763,425.050359,38.0546,426.119659
Sst_20,3,38.0546,426.119659,38.899,426.870459
Sst_20,3,38.899,426.870459,39.9644,427.238059
Sst_20,3,39.9644,427.238059,40.9628,427.02245899999997
Sst_20,3,40.9628,427.02245899999997,41.4614,426.08495899999997
Sst_20,3,41.4614,426.08495899999997,41.9794,425.087759
Sst_20,3,41.9794,425.087759,42.9791,425.030459
Sst_20,3,42.9791,425.030459,43.7403,425.809459
Sst_20,3,43.7403,425.809459,44.0123,426.906359
Sst_20,3,44.0123,426.906359,43.9749,428.049359
Sst_20,3,43.9749,428.049359,44.0977,429.139659
Sst_20,3,44.0977,429.139659,44.9156,429.766759
Sst_20,3,44.9156,429.766759,46.038,429.963059
Sst_20,3,46.038,429.963059,47.1723,430.111359
Sst_20,3,47.1723,430.111359,48.3067,430.259559
Sst_20,3,48.3067,430.259559,49.441,430.407859
Sst_20,3,49.441,430.407859,50.5552,430.56955899999997
Sst_20,3,50.5552,430.56955899999997,51.5803,430.847759
Sst_20,3,51.5803,430.847759,52.1505,431.789859
Sst_20,3,52.1505,431.789859,52.7088,432.717759
Sst_20,3,52.7088,432.717759,53.5605,433.483259
Sst_20,3,53.5605,433.483259,54.3774,434.233759
Sst_20,3,54.3774,434.233759,55.1742,435.013959
Sst_20,3,55.1742,435.013959,55.8073,435.951559
Sst_20,3,55.8073,435.951559,56.5642,436.772759
Sst_20,3,56.5642,436.772759,57.6396,437.000959
Sst_20,3,57.6396,437.000959,58.7513,437.163659
Sst_20,3,58.7513,437.163659,59.8709,437.309959
Sst_20,3,59.8709,437.309959,60.9712,437.453759
Sst_20,3,60.9712,437.453759,62.0487,437.790659
Sst_20,3,62.0487,437.790659,63.021,438.393059
Sst_20,3,63.021,438.393059,64.0864,438.742259
Sst_20,3,64.0864,438.742259,65.2187,438.906359
Sst_20,3,65.2187,438.906359,66.3498,439.070359
Sst_20,3,66.3498,439.070359,67.4586,439.325959
Sst_20,3,67.4586,439.325959,68.1496,440.068159
Sst_20,3,68.1496,440.068159,68.3533,441.193159
Sst_20,3,68.3533,441.193159,68.5569,442.319159
Sst_20,3,68.5569,442.319159,68.9596,443.387059
Sst_20,3,68.9596,443.387059,69.7756,444.108759
Sst_20,3,69.7756,444.108759,70.8824,444.396459
Sst_20,3,70.8824,444.396459,71.8709,444.937459
Sst_20,3,71.8709,444.937459,72.3593,445.87005899999997
Sst_20,3,72.3593,445.87005899999997,72.8284,446.89825900000005
Sst_20,3,72.8284,446.89825900000005,73.5804,447.729059
Sst_20,3,73.5804,447.729059,74.4201,448.464159
Sst_20,3,74.4201,448.464159,74.4258,449.54125899999997
Sst_20,3,74.4258,449.54125899999997,74.3885,450.67405899999994
Sst_20,3,74.3885,450.67405899999994,75.1689,451.32405900000003
Sst_20,3,75.1689,451.32405900000003,76.2252,451.59245899999996
Sst_20,3,76.2252,451.59245899999996,76.838,452.51005899999996
Sst_20,3,76.838,452.51005899999996,77.2123,453.59165900000005
Sst_20,3,77.2123,453.59165900000005,77.769,454.585059
Sst_20,3,77.769,454.585059,77.7695,455.72845900000004
Sst_20,3,77.7695,455.72845900000004,77.7585,456.819659
Sst_20,3,77.7585,456.819659,78.3149,457.762159
Sst_20,3,78.3149,457.762159,79.2716,458.30725900000004
Sst_20,3,79.2716,458.30725900000004,80.2355,458.84155899999996
Sst_20,3,80.2355,458.84155899999996,80.8222,459.79045899999994
Sst_20,3,80.8222,459.79045899999994,80.7866,460.92805899999996
Sst_20,3,80.7866,460.92805899999996,80.6383,462.062359
Sst_20,3,80.6383,462.062359,80.4963,463.192959
Sst_20,3,80.4963,463.192959,80.506,464.267159
Sst_20,3,80.506,464.267159,81.1108,465.21845900000005
Sst_20,3,81.1108,465.21845900000005,81.7735,466.150659
Sst_20,3,81.7735,466.150659,82.0953,467.24605899999995
Sst_20,3,82.0953,467.24605899999995,82.4061,468.34695899999997
Sst_20,3,82.4061,468.34695899999997,82.7167,469.447859
Sst_20,3,82.7167,469.447859,82.7573,470.584959
Sst_20,3,82.7573,470.584959,82.6263,471.71115899999995
Sst_20,3,82.6263,471.71115899999995,82.8468,472.72525900000005
Sst_20,3,82.8468,472.72525900000005,83.62,473.54505900000004
Sst_20,3,83.62,473.54505900000004,84.6224,474.06715899999995
Sst_20,3,84.6224,474.06715899999995,85.2552,475.007059
Sst_20,3,85.2552,475.007059,85.7862,476.020259
Sst_20,3,85.7862,476.020259,85.9931,477.112159
Sst_20,3,85.9931,477.112159,85.7497,478.206459
Sst_20,3,85.7497,478.206459,85.4044,479.27815899999996
Sst_20,3,85.4044,479.27815899999996,85.7888,480.30905900000005
Sst_20,3,85.7888,480.30905900000005,86.4134,481.162459
Sst_20,3,86.4134,481.162459,86.8801,482.19035899999994
Sst_20,3,86.8801,482.19035899999994,87.0623,483.28595900000005
Sst_20,3,87.0623,483.28595900000005,86.9757,484.38095899999996
Sst_20,3,86.9757,484.38095899999996,87.3111,485.434359
Sst_20,3,87.3111,485.434359,87.9872,486.352259
Sst_20,3,87.9872,486.352259,88.7097,487.12735899999996
Sst_20,3,88.7097,487.12735899999996,89.5579,487.893459
Sst_20,3,89.5579,487.893459,90.5661,488.354159
Sst_20,3,90.5661,488.354159,91.7004,488.431959
Sst_20,3,91.7004,488.431959,92.8313,488.26245900000004
Sst_20,3,92.8313,488.26245900000004,93.9255,488.38235899999995
Sst_20,3,93.9255,488.38235899999995,94.8315,488.97155899999996
Sst_20,3,94.8315,488.97155899999996,95.3533,489.984559
Sst_20,3,95.3533,489.984559,96.0114,490.90815899999996
Sst_20,3,96.0114,490.90815899999996,96.8643,491.655359
Sst_20,3,96.8643,491.655359,97.8092,492.30035899999996
Sst_20,3,97.8092,492.30035899999996,98.6452,493.07985899999994
Sst_20,3,98.6452,493.07985899999994,99.5161,493.690959
Sst_20,3,99.5161,493.690959,100.632,493.874959
Sst_20,3,100.632,493.874959,101.7663,494.02315899999996
Sst_20,3,101.7663,494.02315899999996,102.8948,494.198259
Sst_20,3,102.8948,494.198259,103.8222,494.79135899999994
Sst_20,3,103.8222,494.79135899999994,104.4204,495.75785900000005
Sst_20,3,104.4204,495.75785900000005,104.9687,496.75365899999997
Sst_20,3,104.9687,496.75365899999997,105.9012,497.334659
Sst_20,3,105.9012,497.334659,106.8277,497.608159
Sst_20,3,106.8277,497.608159,107.0206,498.67395899999997
Sst_20,3,107.0206,498.67395899999997,108.0537,498.97975899999994
Sst_20,3,108.0537,498.97975899999994,109.1539,499.16855899999996
Sst_20,3,109.1539,499.16855899999996,110.0596,499.627159
Sst_20,3,110.0596,499.627159,110.7017,500.52225899999996
Sst_20,3,110.7017,500.52225899999996,111.4997,501.266759
Sst_20,3,111.4997,501.266759,112.4869,501.82615899999996
Sst_20,3,112.4869,501.82615899999996,113.56,502.22255900000005
Sst_20,3,113.56,502.22255900000005,114.6331,502.61885900000004
Sst_20,3,114.6331,502.61885900000004,115.6701,503.087859
Sst_20,3,115.6701,503.087859,116.6437,503.689159
Sst_20,3,116.6437,503.689159,117.7394,503.983559
Sst_20,3,117.7394,503.983559,118.557,504.67535899999996
Sst_20,3,118.557,504.67535899999996,119.1691,505.632259
Sst_20,3,119.1691,505.632259,120.1628,506.10695899999996
Sst_20,3,120.1628,506.10695899999996,121.2316,505.99745900000005
Sst_20,3,121.2316,505.99745900000005,122.3408,505.949759
Sst_20,3,122.3408,505.949759,123.3698,506.31265900000005
Sst_20,3,123.3698,506.31265900000005,124.3509,506.901159
Sst_20,3,124.3509,506.901159,125.332,507.488559
Sst_20,3,125.332,507.488559,126.3131,508.07715900000005
Sst_20,3,126.3131,508.07715900000005,127.3339,508.59125900000004
Sst_20,3,127.3339,508.59125900000004,128.3701,509.00475900000004
Sst_20,3,128.3701,509.00475900000004,129.4482,509.221759
Sst_20,3,129.4482,509.221759,130.5631,509.47475899999995
Sst_20,3,130.5631,509.47475899999995,131.0886,510.370759
Sst_20,3,131.0886,510.370759,131.1074,511.48075900000003
Sst_20,3,131.1074,511.48075900000003,131.2769,512.611659
Sst_20,3,131.2769,512.611659,131.4451,513.743459
Sst_20,3,131.4451,513.743459,131.4475,514.881359
Sst_20,3,131.4475,514.881359,130.9981,515.901359
Sst_20,3,130.9981,515.901359,130.347,516.805059
Sst_20,3,130.347,516.805059,130.1794,517.928759
Sst_20,3,130.1794,517.928759,130.3951,519.049559
Sst_20,3,130.3951,519.049559,130.2835,520.151759
Sst_20,3,130.2835,520.151759,130.0513,521.239359
Sst_20,3,130.0513,521.239359,129.6318,522.303659
Sst_20,3,129.6318,522.303659,129.4145,523.419759
Sst_20,3,129.4145,523.419759,129.2662,524.554159
Sst_20,3,129.2662,524.554159,129.118,525.6885589999999
Sst_20,3,129.118,525.6885589999999,129.0915,526.827159
Sst_20,3,129.0915,526.827159,129.4245,527.916059
Sst_20,3,129.4245,527.916059,129.9664,528.907459
Sst_20,3,129.9664,528.907459,130.1646,529.969459
Sst_20,3,130.1646,529.969459,129.6179,530.904059
Sst_20,3,129.6179,530.904059,128.9708,531.820959
Sst_20,3,128.9708,531.820959,129.6976,532.297759
Sst_20,3,129.6976,532.297759,130.7821,532.659859
Sst_20,3,130.7821,532.659859,131.0074,533.645759
Sst_20,3,131.0074,533.645759,131.0148,534.790059
Sst_20,3,131.0148,534.790059,130.9541,535.792859
Sst_20,3,130.9541,535.792859,130.0691,535.114159
Sst_20,3,130.0691,535.114159,129.1269,534.564059
Sst_20,3,129.1269,534.564059,128.0365,534.335059
Sst_20,3,128.0365,534.335059,126.9217,534.293259
Sst_20,3,126.9217,534.293259,125.7841,534.416859
Sst_20,3,125.7841,534.416859,125.1902,535.385659
Sst_20,3,125.1902,535.385659,124.461,536.207559
Sst_20,3,124.461,536.207559,123.4168,536.675659
Sst_20,3,123.4168,536.675659,122.4226,537.220659
Sst_20,3,122.4226,537.220659,121.5807,537.862859
Sst_20,3,121.5807,537.862859,120.4741,538.032059
Sst_20,3,120.4741,538.032059,119.4291,538.365059
Sst_20,3,119.4291,538.365059,118.7484,539.275259
Sst_20,3,118.7484,539.275259,118.2853,540.320059
Sst_20,3,118.2853,540.320059,117.5592,541.091559
Sst_20,3,117.5592,541.091559,117.3339,542.205459
Sst_20,3,117.3339,542.205459,118.0501,543.064059
Sst_20,3,118.0501,543.064059,118.7306,543.966259
Sst_20,3,118.7306,543.966259,118.7306,545.104959
Sst_20,3,118.7306,545.104959,118.5825,546.238259
Sst_20,3,118.5825,546.238259,118.6038,547.311659
Sst_20,3,118.6038,547.311659,119.463,547.967359
Sst_20,3,119.463,547.967359,120.2991,548.746959
Sst_20,3,120.2991,548.746959,121.153,549.496559
Sst_20,3,121.153,549.496559,122.261,549.784459
Sst_20,3,122.261,549.784459,123.3678,550.0721589999999
Sst_20,3,123.3678,550.0721589999999,124.1384,550.893959
Sst_20,3,124.1384,550.893959,124.9835,551.525759
Sst_20,3,124.9835,551.525759,126.0077,551.704759
Sst_20,3,126.0077,551.704759,126.705,552.513359
Sst_20,3,126.705,552.513359,127.1985,553.521659
Sst_20,3,127.1985,553.521659,128.2963,553.7827589999999
Sst_20,3,128.2963,553.7827589999999,129.3945,553.9770589999999
Sst_20,3,129.3945,553.9770589999999,130.0491,554.742259
Sst_20,3,130.0491,554.742259,130.3023,555.850559
Sst_20,3,130.3023,555.850559,130.7784,556.859959
Sst_20,3,130.7784,556.859959,131.629,557.625259
Sst_20,3,131.629,557.625259,132.4044,558.455759
Sst_20,3,132.4044,558.455759,132.9481,559.441659
Sst_20,3,132.9481,559.441659,133.1552,560.567159
Sst_20,3,133.1552,560.567159,133.1628,561.701059
Sst_20,3,133.1628,561.701059,133.0106,562.794559
Sst_20,3,133.0106,562.794559,132.5001,563.735059
Sst_20,3,132.5001,563.735059,131.641,564.490359
Sst_20,3,131.641,564.490359,131.317,565.565959
Sst_20,3,131.317,565.565959,131.1511,566.658759
Sst_20,3,131.1511,566.658759,131.5613,567.616959
Sst_20,3,131.5613,567.616959,132.4489,568.3375589999999
Sst_20,3,132.4489,568.3375589999999,133.2492,569.135459
Sst_20,3,133.2492,569.135459,133.5324,570.225859
Sst_20,3,133.5324,570.225859,134.1453,571.1423589999999
Sst_20,3,134.1453,571.1423589999999,135.0631,571.826459
Sst_20,3,135.0631,571.826459,135.9799,572.509359
Sst_20,3,135.9799,572.509359,136.8977,573.193459
Sst_20,3,136.8977,573.193459,137.8081,573.837359
Sst_20,3,137.8081,573.837359,138.707,574.462459
Sst_20,3,138.707,574.462459,139.485,575.254059
Sst_20,3,139.485,575.254059,139.8594,576.335659
Sst_20,3,139.8594,576.335659,139.6907,577.414259
Sst_20,3,139.6907,577.414259,139.0512,578.362059
Sst_20,3,139.0512,578.362059,138.6618,579.434859
Sst_20,3,138.6618,579.434859,138.0153,580.329959
Sst_20,3,138.0153,580.329959,137.0752,580.963959
Sst_20,3,137.0752,580.963959,136.0735,581.504559
Sst_20,3,136.0735,581.504559,135.5432,582.472359
Sst_20,3,135.5432,582.472359,134.9678,583.388259
Sst_20,3,134.9678,583.388259,134.0207,584.022459
Sst_20,3,134.0207,584.022459,133.196,584.815759
Sst_20,3,133.196,584.815759,132.4772,585.672559
Sst_20,3,132.4772,585.672559,132.1583,586.770659
Sst_20,3,132.1583,586.770659,131.5925,587.709759
Sst_20,3,131.5925,587.709759,130.5887,588.072359
Sst_20,3,130.5887,588.072359,129.4665,588.254459
Sst_20,3,129.4665,588.254459,128.5473,588.923459
Sst_20,3,128.5473,588.923459,128.1739,589.961559
Sst_20,3,128.1739,589.961559,127.9244,591.076959
Sst_20,3,127.9244,591.076959,127.6735,592.193259
Sst_20,3,127.6735,592.193259,126.8086,592.870459
Sst_20,3,126.8086,592.870459,125.9185,593.519159
Sst_20,3,125.9185,593.519159,125.8653,594.526259
Sst_20,3,125.8653,594.526259,126.3785,595.525559
Sst_20,3,126.3785,595.525559,126.0117,596.584059
Sst_20,3,126.0117,596.584059,125.2651,597.432559
Sst_20,3,125.2651,597.432559,124.3296,598.031359
Sst_20,3,124.3296,598.031359,123.2851,598.326259
Sst_20,3,123.2851,598.326259,122.3877,598.800959
Sst_20,3,122.3877,598.800959,121.7153,599.620959
Sst_20,3,121.7153,599.620959,121.2157,600.529559
Sst_20,3,121.2157,600.529559,121.0371,601.649559
Sst_20,3,121.0371,601.649559,120.8583,602.770559
Sst_20,3,120.8583,602.770559,120.35,603.578759
Sst_20,3,120.35,603.578759,119.438,604.192159
Sst_20,3,119.438,604.192159,118.6272,604.984959
Sst_20,3,118.6272,604.984959,117.491,605.001459
Sst_20,3,117.491,605.001459,116.4193,605.185659
Sst_20,3,116.4193,605.185659,117.0693,605.500159
Sst_20,3,117.0693,605.500159,117.982,606.099359
Sst_20,3,117.982,606.099359,118.6471,607.021659
Sst_20,3,118.6471,607.021659,119.2585,607.975959
Sst_20,3,119.2585,607.975959,120.0457,608.786159
Sst_20,3,120.0457,608.786159,120.321,609.892759
Sst_20,3,120.321,609.892759,120.3377,611.035959
Sst_20,3,120.3377,611.035959,121.0155,611.852559
Sst_20,3,121.0155,611.852559,122.1371,612.054459
Sst_20,3,122.1371,612.054459,123.2688,612.223159
Sst_20,3,123.2688,612.223159,124.3647,612.524359
Sst_20,3,124.3647,612.524359,125.429,612.943859
Sst_20,3,125.429,612.943859,126.5557,613.124559
Sst_20,3,126.5557,613.124559,127.69,613.272859
Sst_20,3,127.69,613.272859,128.7499,613.690559
Sst_20,3,128.7499,613.690559,129.8467,613.984959
Sst_20,3,129.8467,613.984959,130.9738,614.171459
Sst_20,3,130.9738,614.171459,132.0242,614.6260589999999
Sst_20,3,132.0242,614.6260589999999,133.1276,614.905259
Sst_20,3,133.1276,614.905259,134.2349,615.1722589999999
Sst_20,3,134.2349,615.1722589999999,135.0684,615.936459
Sst_20,3,135.0684,615.936459,136.1685,615.984559
Sst_20,3,136.1685,615.984559,137.2568,615.655959
Sst_20,3,137.2568,615.655959,138.3061,615.466659
Sst_20,3,138.3061,615.466659,139.3977,615.129359
Sst_20,3,139.3977,615.129359,140.2328,614.353559
Sst_20,3,140.2328,614.353559,141.2998,614.152559
Sst_20,3,141.2998,614.152559,142.4399,614.247459
Sst_20,3,142.4399,614.247459,143.5584,614.102859
Sst_20,3,143.5584,614.102859,144.6631,613.806559
Sst_20,3,144.6631,613.806559,145.7681,613.508959
Sst_20,3,145.7681,613.508959,146.8244,613.115159
Sst_20,3,146.8244,613.115159,147.4667,612.198859
Sst_20,3,147.4667,612.198859,148.3593,611.875859
Sst_20,3,148.3593,611.875859,149.1818,612.583359
Sst_20,3,149.1818,612.583359,150.2264,612.949459
Sst_20,3,150.2264,612.949459,151.275,612.598359
Sst_20,3,151.275,612.598359,152.2397,611.996559
Sst_20,3,152.2397,611.996559,153.3663,611.806859
Sst_20,3,153.3663,611.806859,154.4259,611.388059
Sst_20,3,154.4259,611.388059,155.4611,610.970759
Sst_20,3,155.4611,610.970759,156.5418,610.911259
Sst_20,3,156.5418,610.911259,157.6538,610.701159
Sst_20,3,157.6538,610.701159,158.6086,610.139459
Sst_20,3,158.6086,610.139459,159.2484,609.190459
Sst_20,3,159.2484,609.190459,160.1492,608.760159
Sst_20,3,160.1492,608.760159,161.2731,608.803259
Sst_20,3,161.2731,608.803259,162.249,608.255859
Sst_20,3,162.249,608.255859,162.8042,607.283159
Sst_20,3,162.8042,607.283159,163.4408,606.464159
Sst_20,3,163.4408,606.464159,164.3067,605.877059
Sst_20,3,164.3067,605.877059,164.5206,604.752359
Sst_20,3,164.5206,604.752359,164.9906,603.733859
Sst_20,3,164.9906,603.733859,166.0165,603.228759
Sst_20,3,166.0165,603.228759,166.9052,602.537259
Sst_20,3,166.9052,602.537259,167.8099,601.944759
Sst_20,3,167.8099,601.944759,168.9017,602.047159
Sst_20,3,168.9017,602.047159,169.9976,601.871959
Sst_20,3,169.9976,601.871959,170.591,600.923759
Sst_20,3,170.591,600.923759,171.2136,599.974859
Sst_20,3,171.2136,599.974859,172.2523,599.688359
Sst_20,3,172.2523,599.688359,173.3734,599.638759
Sst_20,3,173.3734,599.638759,174.1986,598.859359
Sst_20,3,174.1986,598.859359,175.2017,598.705559
Sst_20,3,175.2017,598.705559,176.3403,598.820859
Sst_20,3,176.3403,598.820859,177.4273,598.713659
Sst_20,3,177.4273,598.713659,178.5014,598.625659
Sst_20,3,178.5014,598.625659,179.4992,598.336059
Sst_20,3,179.4992,598.336059,180.0791,597.350459
Sst_20,3,180.0791,597.350459,180.8247,596.711759
Sst_20,3,180.8247,596.711759,181.9564,596.880459
Sst_20,3,181.9564,596.880459,183.0883,597.047959
Sst_20,3,183.0883,597.047959,184.2201,597.215459
Sst_20,3,184.2201,597.215459,185.2736,597.214659
Sst_20,3,185.2736,597.214659,185.8862,596.261059
Sst_20,3,185.8862,596.261059,186.5,595.307559
Sst_20,3,186.5,595.307559,186.8121,594.623759
Sst_20,3,186.8121,594.623759,185.8171,595.113259
Sst_20,3,185.8171,595.113259,184.9827,595.803659
Sst_20,3,184.9827,595.803659,184.2872,596.666959
Sst_20,3,184.2872,596.666959,184.8812,597.551059
Sst_20,3,184.8812,597.551059,185.5799,598.437259
Sst_20,3,185.5799,598.437259,185.9087,599.443559
Sst_20,3,185.9087,599.443559,185.8292,600.582359
Sst_20,3,185.8292,600.582359,186.0878,601.525259
Sst_20,3,186.0878,601.525259,187.0955,602.015759
Sst_20,3,187.0955,602.015759,188.1936,602.335859
Sst_20,3,188.1936,602.335859,189.1825,602.873459
Sst_20,3,189.1825,602.873459,190.0921,603.566859
Sst_20,3,190.0921,603.566859,191.1181,603.988259
Sst_20,3,191.1181,603.988259,192.2462,604.166859
Sst_20,3,192.2462,604.166859,193.3114,604.217159
Sst_20,3,193.3114,604.217159,194.416,604.513859
Sst_20,3,194.416,604.513859,195.5204,604.811659
Sst_20,3,195.5204,604.811659,196.6249,605.109359
Sst_20,3,4.6268,321.456659,4.8696,320.91375899999997
Sst_20,3,4.8696,320.91375899999997,5.3158,319.918759
Sst_20,3,5.3158,319.918759,5.7621,318.922559
Sst_20,3,5.7621,318.922559,5.9267,317.80415899999997
Sst_20,3,5.9267,317.80415899999997,6.0488,316.666359
Sst_20,3,6.0488,316.666359,6.1699,315.528459
Sst_20,3,6.1699,315.528459,6.2942,314.392159
Sst_20,3,6.2942,314.392159,6.4197,313.254759
Sst_20,3,6.4197,313.254759,6.4754,312.122259
Sst_20,3,6.4754,312.122259,6.4925,310.993859
Sst_20,3,6.4925,310.993859,6.6547,310.070059
Sst_20,3,6.6547,310.070059,7.6606,310.336559
Sst_20,3,7.6606,310.336559,8.3838,310.320259
Sst_20,3,8.3838,310.320259,8.0321,309.232559
Sst_20,3,8.0321,309.232559,7.6795,308.143459
Sst_20,3,7.6795,308.143459,7.328,307.054659
Sst_20,3,7.328,307.054659,7.0571,305.966959
Sst_20,3,7.0571,305.966959,6.8336,304.878559
Sst_20,3,6.8336,304.878559,7.7912,304.375059
Sst_20,3,7.7912,304.375059,8.8282,303.909359
Sst_20,3,8.8282,303.909359,9.8649,303.445059
Sst_20,3,9.8649,303.445059,10.916,303.003159
Sst_20,3,10.916,303.003159,11.982,302.588659
Sst_20,3,11.982,302.588659,12.1516,301.687859
Sst_20,3,12.1516,301.687859,11.9386,300.581259
Sst_20,3,11.9386,300.581259,12.0334,299.537959
Sst_20,3,12.0334,299.537959,12.707,298.611959
Sst_20,3,12.707,298.611959,13.3023,297.658259
Sst_20,3,13.3023,297.658259,13.4567,296.530559
Sst_20,3,13.4567,296.530559,13.8673,295.462759
Sst_20,3,13.8673,295.462759,14.6655,294.678659
Sst_20,3,14.6655,294.678659,15.7153,294.237859
Sst_20,3,15.7153,294.237859,16.6852,293.675859
Sst_20,3,16.6852,293.675859,16.8765,292.848259
Sst_20,3,16.8765,292.848259,17.0558,291.802159
Sst_20,3,17.0558,291.802159,17.7763,291.109459
Sst_20,3,17.7763,291.109459,18.8776,291.148459
Sst_20,3,18.8776,291.148459,20.0148,291.275059
Sst_20,3,20.0148,291.275059,21.0887,291.153559
Sst_20,3,21.0887,291.153559,21.4836,290.099859
Sst_20,3,21.4836,290.099859,22.3991,289.77765899999997
Sst_20,3,22.3991,289.77765899999997,23.528,289.888159
Sst_20,3,23.528,289.888159,24.5487,289.678959
Sst_20,3,24.5487,289.678959,25.53,289.126459
Sst_20,3,25.53,289.126459,26.1113,288.227559
Sst_20,3,26.1113,288.227559,26.751,287.278659
Sst_20,3,26.751,287.278659,27.72,286.812159
Sst_20,3,27.72,286.812159,28.8313,286.925159
Sst_20,3,28.8313,286.925159,29.9338,287.069259
Sst_20,3,29.9338,287.069259,31.0673,287.197759
Sst_20,3,31.0673,287.197759,31.9181,286.664059
Sst_20,3,31.9181,286.664059,32.1376,285.549359
Sst_20,3,32.1376,285.549359,32.4102,284.443859
Sst_20,3,32.4102,284.443859,33.2975,283.771859
Sst_20,3,33.2975,283.771859,34.3006,283.238359
Sst_20,3,34.3006,283.238359,34.8538,282.272259
Sst_20,3,34.8538,282.272259,35.3468,281.279959
Sst_20,3,35.3468,281.279959,36.2715,280.613959
Sst_20,3,36.2715,280.613959,37.305,280.18255899999997
Sst_20,3,37.305,280.18255899999997,38.0165,279.382559
Sst_20,3,38.0165,279.382559,38.8704,278.798359
Sst_20,3,38.8704,278.798359,39.6286,277.94115899999997
Sst_20,3,39.6286,277.94115899999997,40.3903,277.091159
Sst_20,3,40.3903,277.091159,41.4347,276.673759
Sst_20,3,41.4347,276.673759,42.4947,276.482359
Sst_20,3,42.4947,276.482359,43.3325,275.730059
Sst_20,3,43.3325,275.730059,44.0133,274.819859
Sst_20,3,44.0133,274.819859,44.2675,273.705159
Sst_20,3,44.2675,273.705159,44.7847,272.846259
Sst_20,3,44.7847,272.846259,45.8664,272.523859
Sst_20,3,45.8664,272.523859,46.9467,272.149259
Sst_20,3,46.9467,272.149259,47.9029,271.541659
Sst_20,3,47.9029,271.541659,48.38,270.539159
