cell,comp_type,x0,y0,x1,y1
Sst_20,3,17.4406,408.190859,18.5717,408.364059
Sst_20,3,18.5717,408.364059,19.5709,408.814259
Sst_20,3,19.5709,408.814259,19.9453,409.895759
Sst_20,3,19.9453,409.895759,19.887,410.986359
Sst_20,3,19.887,410.986359,19.9245,412.103559
Sst_20,3,19.9245,412.103559,20.6216,413.010359
Sst_20,3,20.6216,413.010359,21.4442,413.743159
Sst_20,3,21.4442,413.743159,22.558,413.986859
Sst_20,3,22.558,413.986859,23.6879,414.160959
Sst_20,3,23.6879,414.160959,24.6942,414.653559
Sst_20,3,24.6942,414.653559,25.2596,415.535059
Sst_20,3,25.2596,415.535059,25.1612,416.667859
Sst_20,3,25.1612,416.667859,25.107,417.771859
Sst_20,3,25.107,417.771859,25.4579,418.767159
Sst_20,3,25.4579,418.767159,26.378,419.443559
Sst_20,3,26.378,419.443559,27.3099,420.107559
Sst_20,3,27.3099,420.107559,27.8372,421.034859
Sst_20,3,27.8372,421.034859,28.3973,421.974559
Sst_20,3,28.3973,421.974559,29.5042,422.262159
Sst_20,3,29.5042,422.262159,30.5575,422.695259
Sst_20,3,30.5575,422.695259,31.6114,423.008359
Sst_20,3,31.6114,423.008359,32.6544,423.380059
Sst_20,3,32.6544,423.380059,33.7286,423.74075899999997
Sst_20,3,33.7286,423.74075899999997,34.8467,423.977959
Sst_20,3,34.8467,423.977959,35.8724,424.401659
Sst_20,3,35.8724,424.401659,36.7232,425.165859
Sst_20,3,36.7232,425.165859,37.2742,426.114659
Sst_20,3,37.2742,426.114659,37.6043,427.137359
Sst_20,3,37.6043,427.137359,38.0454,428.149059
Sst_20,3,38.0454,428.149059,38.698,429.080059
Sst_20,3,38.698,429.080059,39.6934,429.522859
Sst_20,3,39.6934,429.522859,40.8089,429.780459
Sst_20,3,40.8089,429.780459,41.8416,430.265059
Sst_20,3,41.8416,430.265059,42.9608,430.325859
Sst_20,3,42.9608,430.325859,44.0565,430.001859
Sst_20,3,44.0565,430.001859,44.9184,429.374959
Sst_20,3,44.9184,429.374959,45.6319,428.515159
Sst_20,3,45.6319,428.515159,46.6878,428.212459
Sst_20,3,46.6878,428.212459,47.8237,428.340059
Sst_20,3,47.8237,428.340059,48.9594,428.478159
Sst_20,3,48.9594,428.478159,50.0953,428.615059
Sst_20,3,50.0953,428.615059,51.2309,428.753059
Sst_20,3,51.2309,428.753059,52.3471,428.811359
Sst_20,3,52.3471,428.811359,53.4033,428.61235899999997
Sst_20,3,53.4033,428.61235899999997,54.541,428.726459
Sst_20,3,54.541,428.726459,55.5753,428.483259
Sst_20,3,55.5753,428.483259,56.4858,427.873059
Sst_20,3,56.4858,427.873059,57.4842,427.366759
Sst_20,3,57.4842,427.366759,58.4835,427.833059
Sst_20,3,58.4835,427.833059,59.0386,428.82045899999997
Sst_20,3,59.0386,428.82045899999997,59.6704,429.750959
Sst_20,3,59.6704,429.750959,60.7784,430.038959
Sst_20,3,60.7784,430.038959,61.8499,430.253859
Sst_20,3,61.8499,430.253859,62.8546,430.740559
Sst_20,3,62.8546,430.740559,63.8894,431.182659
Sst_20,3,63.8894,431.182659,64.1748,432.247959
Sst_20,3,64.1748,432.247959,64.0527,433.385759
Sst_20,3,64.0527,433.385759,63.9948,434.524959
Sst_20,3,63.9948,434.524959,64.2711,435.624759
Sst_20,3,64.2711,435.624759,64.6564,436.701959
Sst_20,3,64.6564,436.701959,64.8402,437.767759
Sst_20,3,64.8402,437.767759,64.4946,438.796659
Sst_20,3,64.4946,438.796659,63.6365,439.553359
Sst_20,3,63.6365,439.553359,62.9337,440.446759
Sst_20,3,62.9337,440.446759,62.293,441.394559
Sst_20,3,62.293,441.394559,61.9584,442.480359
Sst_20,3,61.9584,442.480359,61.8194,443.614659
Sst_20,3,61.8194,443.614659,62.0055,444.733959
Sst_20,3,62.0055,444.733959,62.3289,445.82495900000004
Sst_20,3,62.3289,445.82495900000004,62.2969,446.952459
Sst_20,3,62.2969,446.952459,62.5161,448.03915900000004
Sst_20,3,62.5161,448.03915900000004,62.8352,449.12835900000005
Sst_20,3,62.8352,449.12835900000005,63.4539,449.938359
Sst_20,3,63.4539,449.938359,63.5794,451.00925900000004
Sst_20,3,63.5794,451.00925900000004,63.456,452.14685899999995
Sst_20,3,63.456,452.14685899999995,63.1406,453.236359
Sst_20,3,63.1406,453.236359,62.7222,454.301959
Sst_20,3,62.7222,454.301959,62.599,455.438359
Sst_20,3,62.599,455.438359,62.4992,456.573359
Sst_20,3,62.4992,456.573359,63.3446,457.254859
Sst_20,3,63.3446,457.254859,64.3382,457.78285900000003
Sst_20,3,64.3382,457.78285900000003,64.4458,458.79595900000004
Sst_20,3,64.4458,458.79595900000004,64.3236,459.933759
Sst_20,3,64.3236,459.933759,64.2793,461.05855899999995
Sst_20,3,64.2793,461.05855899999995,64.9436,461.943859
Sst_20,3,64.9436,461.943859,65.6251,462.79325900000003
Sst_20,3,65.6251,462.79325900000003,65.5967,463.937359
Sst_20,3,65.5967,463.937359,65.5685,465.080559
Sst_20,3,65.5685,465.080559,65.939,466.094659
Sst_20,3,65.939,466.094659,66.7072,466.93455900000004
Sst_20,3,66.7072,466.93455900000004,67.5742,467.68125899999995
Sst_20,3,67.5742,467.68125899999995,68.1639,468.58085900000003
Sst_20,3,68.1639,468.58085900000003,68.0467,469.70655899999997
Sst_20,3,68.0467,469.70655899999997,67.4475,470.680559
Sst_20,3,67.4475,470.680559,66.8914,471.67855899999995
Sst_20,3,66.8914,471.67855899999995,66.3858,472.705059
Sst_20,3,66.3858,472.705059,65.7513,473.613159
Sst_20,3,65.7513,473.613159,64.912,474.37685899999997
Sst_20,3,64.912,474.37685899999997,64.0208,475.078359
Sst_20,3,64.0208,475.078359,62.9423,475.45665899999995
Sst_20,3,62.9423,475.45665899999995,61.8607,475.830959
Sst_20,3,61.8607,475.830959,61.1376,476.667559
Sst_20,3,61.1376,476.667559,60.7006,477.724959
Sst_20,3,60.7006,477.724959,60.2648,478.782559
Sst_20,3,60.2648,478.782559,59.8457,479.844559
Sst_20,3,59.8457,479.844559,59.6974,480.97895900000003
Sst_20,3,59.6974,480.97895900000003,59.5498,482.10875899999996
Sst_20,3,59.5498,482.10875899999996,59.4073,483.19885899999997
Sst_20,3,59.4073,483.19885899999997,59.2432,484.321859
Sst_20,3,59.2432,484.321859,59.0735,485.453359
Sst_20,3,59.0735,485.453359,58.6907,486.501759
Sst_20,3,58.6907,486.501759,57.7338,487.09665900000005
Sst_20,3,57.7338,487.09665900000005,56.7244,487.590059
Sst_20,3,56.7244,487.590059,55.8033,488.078759
Sst_20,3,55.8033,488.078759,55.1173,488.99285899999995
Sst_20,3,55.1173,488.99285899999995,54.8126,490.089559
Sst_20,3,54.8126,490.089559,54.6649,491.21935899999994
Sst_20,3,54.6649,491.21935899999994,54.5225,492.30945899999995
Sst_20,3,54.5225,492.30945899999995,54.3576,493.430059
Sst_20,3,54.3576,493.430059,53.9042,494.479559
Sst_20,3,53.9042,494.479559,53.5768,495.57315900000003
Sst_20,3,53.5768,495.57315900000003,53.1002,496.561959
Sst_20,3,53.1002,496.561959,52.116,496.97785899999997
Sst_20,3,52.116,496.97785899999997,51.0085,497.18035899999995
Sst_20,3,51.0085,497.18035899999995,50.031,497.739159
Sst_20,3,50.031,497.739159,49.2177,498.53275899999994
Sst_20,3,49.2177,498.53275899999994,48.3959,499.303359
Sst_20,3,48.3959,499.303359,47.3899,499.823759
Sst_20,3,47.3899,499.823759,46.9049,500.80685900000003
Sst_20,3,46.9049,500.80685900000003,46.4644,501.811859
Sst_20,3,46.4644,501.811859,45.8237,502.75955899999997
Sst_20,3,45.8237,502.75955899999997,45.2654,503.74795900000004
Sst_20,3,45.2654,503.74795900000004,45.0349,504.849659
Sst_20,3,45.0349,504.849659,45.4057,505.82575899999995
Sst_20,3,45.4057,505.82575899999995,46.0966,506.736359
Sst_20,3,46.0966,506.736359,46.6351,507.74465899999996
Sst_20,3,46.6351,507.74465899999996,47.6505,508.18545900000004
Sst_20,3,47.6505,508.18545900000004,48.7848,508.333659
Sst_20,3,48.7848,508.333659,49.8859,508.62285899999995
Sst_20,3,49.8859,508.62285899999995,50.6138,509.496759
Sst_20,3,50.6138,509.496759,51.154,510.43035899999995
Sst_20,3,51.154,510.43035899999995,51.2317,511.505359
Sst_20,3,51.2317,511.505359,51.2432,512.635359
Sst_20,3,51.2432,512.635359,51.2557,513.7664589999999
Sst_20,3,51.2557,513.7664589999999,51.2671,514.897359
Sst_20,3,51.2671,514.897359,51.2798,516.027459
Sst_20,3,51.2798,516.027459,51.1622,517.095459
Sst_20,3,51.1622,517.095459,50.289,517.791259
Sst_20,3,50.289,517.791259,49.981,518.364759
Sst_20,3,49.981,518.364759,51.0294,518.649459
Sst_20,3,51.0294,518.649459,52.0792,518.933159
Sst_20,3,52.0792,518.933159,51.6068,519.246359
Sst_20,3,51.6068,519.246359,50.5338,519.556159
Sst_20,3,50.5338,519.556159,49.3924,519.620359
Sst_20,3,49.3924,519.620359,48.3321,520.026359
Sst_20,3,48.3321,520.026359,48.0146,521.078659
Sst_20,3,48.0146,521.078659,48.1767,522.169359
Sst_20,3,48.1767,522.169359,48.0868,523.289359
Sst_20,3,48.0868,523.289359,47.3341,524.079359
Sst_20,3,47.3341,524.079359,46.9987,525.153459
Sst_20,3,46.9987,525.153459,47.0763,526.219259
Sst_20,3,47.0763,526.219259,47.1162,527.335559
Sst_20,3,47.1162,527.335559,46.451,528.214259
Sst_20,3,46.451,528.214259,45.6633,528.936259
Sst_20,3,45.6633,528.936259,45.4428,529.996559
Sst_20,3,45.4428,529.996559,45.3023,531.106559
Sst_20,3,45.3023,531.106559,45.1858,532.245059
Sst_20,3,45.1858,532.245059,45.3506,533.349859
Sst_20,3,45.3506,533.349859,46.1442,534.155159
Sst_20,3,46.1442,534.155159,46.4735,535.228459
Sst_20,3,46.4735,535.228459,46.4164,536.371259
Sst_20,3,46.4164,536.371259,46.3606,537.514159
Sst_20,3,46.3606,537.514159,46.6188,538.619759
Sst_20,3,46.6188,538.619759,47.4032,539.300259
Sst_20,3,47.4032,539.300259,48.4798,539.669459
Sst_20,3,48.4798,539.669459,49.5604,540.017159
Sst_20,3,49.5604,540.017159,50.2718,540.911959
Sst_20,3,50.2718,540.911959,50.9923,541.799859
Sst_20,3,50.9923,541.799859,51.8295,542.579559
Sst_20,3,51.8295,542.579559,51.9644,543.684059
Sst_20,3,51.9644,543.684059,51.8162,544.818359
Sst_20,3,51.8162,544.818359,51.6679,545.952759
Sst_20,3,51.6679,545.952759,51.5201,547.083759
Sst_20,3,51.5201,547.083759,51.3777,548.173759
Sst_20,3,51.3777,548.173759,51.0088,549.238959
Sst_20,3,51.0088,549.238959,50.6656,550.302859
Sst_20,3,50.6656,550.302859,50.6799,551.385759
Sst_20,3,50.6799,551.385759,51.5434,552.0789589999999
Sst_20,3,51.5434,552.0789589999999,52.4223,552.7510589999999
Sst_20,3,52.4223,552.7510589999999,52.5354,553.881559
Sst_20,3,52.5354,553.881559,52.9637,554.885759
Sst_20,3,52.9637,554.885759,53.9582,555.388359
Sst_20,3,53.9582,555.388359,54.4253,556.343559
Sst_20,3,54.4253,556.343559,55.0805,557.280659
Sst_20,3,55.0805,557.280659,55.1016,558.4163589999999
Sst_20,3,55.1016,558.4163589999999,55.2957,559.527359
Sst_20,3,55.2957,559.527359,56.245,560.076059
Sst_20,3,56.245,560.076059,57.3755,559.927259
Sst_20,3,57.3755,559.927259,58.3325,560.399559
Sst_20,3,58.3325,560.399559,59.2017,560.916959
Sst_20,3,59.2017,560.916959,60.3076,561.194259
Sst_20,3,60.3076,561.194259,61.1541,561.903559
Sst_20,3,61.1541,561.903559,62.0227,562.584759
Sst_20,3,62.0227,562.584759,63.1369,562.515759
Sst_20,3,63.1369,562.515759,64.259,562.590859
Sst_20,3,64.259,562.590859,65.1701,563.282159
Sst_20,3,65.1701,563.282159,66.0939,563.390259
Sst_20,3,66.0939,563.390259,66.8918,562.608459
Sst_20,3,66.8918,562.608459,67.9941,562.569059
Sst_20,3,67.9941,562.569059,69.1327,562.684459
Sst_20,3,69.1327,562.684459,70.2713,562.800859
Sst_20,3,70.2713,562.800859,71.3338,562.554359
Sst_20,3,71.3338,562.554359,72.2165,561.864459
Sst_20,3,72.2165,561.864459,73.2891,561.849959
Sst_20,3,73.2891,561.849959,74.3618,562.222159
Sst_20,3,74.3618,562.222159,75.4402,562.277659
Sst_20,3,75.4402,562.277659,76.4793,561.875759
Sst_20,3,76.4793,561.875759,77.5908,561.863059
Sst_20,3,77.5908,561.863059,78.4824,561.237659
Sst_20,3,78.4824,561.237659,79.5068,560.893959
Sst_20,3,79.5068,560.893959,80.4422,561.478759
Sst_20,3,80.4422,561.478759,80.9587,562.496959
Sst_20,3,80.9587,562.496959,81.6184,563.284659
Sst_20,3,81.6184,563.284659,81.4805,564.401859
Sst_20,3,81.4805,564.401859,80.989,565.434859
Sst_20,3,80.989,565.434859,80.2711,566.284759
Sst_20,3,80.2711,566.284759,79.2368,566.773859
Sst_20,3,79.2368,566.773859,78.4676,567.575459
Sst_20,3,78.4676,567.575459,77.8865,568.526359
Sst_20,3,77.8865,568.526359,76.8112,568.746959
Sst_20,3,76.8112,568.746959,75.6693,568.779959
Sst_20,3,75.6693,568.779959,75.2547,569.763059
Sst_20,3,75.2547,569.763059,74.6136,570.634459
Sst_20,3,74.6136,570.634459,73.6117,571.105859
Sst_20,3,73.6117,571.105859,72.4966,571.348859
Sst_20,3,72.4966,571.348859,71.4011,571.679959
Sst_20,3,71.4011,571.679959,70.2657,571.601959
Sst_20,3,70.2657,571.601959,69.1672,571.576059
Sst_20,3,69.1672,571.576059,68.0962,571.852659
Sst_20,3,68.0962,571.852659,67.1856,572.490359
Sst_20,3,67.1856,572.490359,66.4391,573.356259
Sst_20,3,66.4391,573.356259,65.6183,574.145459
Sst_20,3,65.6183,574.145459,64.5369,574.492159
Sst_20,3,64.5369,574.492159,63.4749,574.082159
Sst_20,3,63.4749,574.082159,62.3598,574.016159
Sst_20,3,62.3598,574.016159,61.2999,574.437159
Sst_20,3,61.2999,574.437159,60.3214,575.029259
Sst_20,3,60.3214,575.029259,59.4171,575.698959
Sst_20,3,59.4171,575.698959,59.6496,576.674359
Sst_20,3,59.6496,576.674359,60.4795,577.386159
Sst_20,3,60.4795,577.386159,61.3412,578.137859
Sst_20,3,61.3412,578.137859,61.5323,579.200159
Sst_20,3,61.5323,579.200159,60.7777,579.959859
Sst_20,3,60.7777,579.959859,59.8194,580.530359
Sst_20,3,59.8194,580.530359,59.9843,581.404559
Sst_20,3,59.9843,581.404559,60.2804,582.3615589999999
Sst_20,3,60.2804,582.3615589999999,59.947,583.420959
Sst_20,3,59.947,583.420959,59.4696,584.460359
Sst_20,3,59.4696,584.460359,59.0098,585.506759
Sst_20,3,59.0098,585.506759,58.7713,586.625859
Sst_20,3,58.7713,586.625859,58.534,587.743959
Sst_20,3,58.534,587.743959,58.0841,588.723459
Sst_20,3,58.0841,588.723459,57.9371,589.848759
Sst_20,3,-10.9355,329.133759,-11.1006,329.249559
Sst_20,3,-11.1006,329.249559,-12.0348,329.909659
Sst_20,3,-12.0348,329.909659,-12.97,330.568559
Sst_20,3,-12.97,330.568559,-13.897,331.199659
Sst_20,3,-13.897,331.199659,-14.8222,331.825059
Sst_20,3,-14.8222,331.825059,-15.4519,332.777759
Sst_20,3,-15.4519,332.777759,-16.0767,333.735559
Sst_20,3,-16.0767,333.735559,-16.5263,334.765959
Sst_20,3,-16.5263,334.765959,-16.896,335.828759
Sst_20,3,-16.896,335.828759,-16.9571,336.870559
Sst_20,3,-16.9571,336.870559,-16.6319,337.886759
Sst_20,3,-16.6319,337.886759,-16.5562,338.843959
Sst_20,3,-16.5562,338.843959,-17.3564,339.598859
Sst_20,3,-17.3564,339.598859,-18.3371,340.146759
Sst_20,3,-18.3371,340.146759,-19.3748,340.627259
Sst_20,3,-19.3748,340.627259,-19.9446,341.615359
Sst_20,3,-19.9446,341.615359,-20.6759,342.461259
Sst_20,3,-20.6759,342.461259,-21.4322,343.295759
Sst_20,3,-21.4322,343.295759,-22.1136,344.166659
Sst_20,3,-22.1136,344.166659,-22.7096,345.063659
Sst_20,3,-22.7096,345.063659,-23.2362,346.020459
Sst_20,3,-23.2362,346.020459,-24.2971,346.449559
Sst_20,3,-24.2971,346.449559,-24.8693,347.296559
Sst_20,3,-24.8693,347.296559,-25.1642,348.378359
Sst_20,3,-25.1642,348.378359,-25.5315,349.458659
Sst_20,3,-25.5315,349.458659,-26.356,350.250759
Sst_20,3,-26.356,350.250759,-27.0392,351.134059
Sst_20,3,-27.0392,351.134059,-27.4068,352.216659
Sst_20,3,-27.4068,352.216659,-27.7745,353.300459
Sst_20,3,-27.7745,353.300459,-28.4118,354.212859
Sst_20,3,-28.4118,354.212859,-29.2364,355.005059
Sst_20,3,-29.2364,355.005059,-30.0611,355.798359
Sst_20,3,-30.0611,355.798359,-30.8859,356.591559
Sst_20,3,-30.8859,356.591559,-31.8223,357.224859
Sst_20,3,-31.8223,357.224859,-32.668,357.895459
Sst_20,3,-32.668,357.895459,-33.3552,358.704359
Sst_20,3,-33.3552,358.704359,-34.2308,359.347959
Sst_20,3,-34.2308,359.347959,-35.2505,359.867659
Sst_20,3,-35.2505,359.867659,-36.0758,360.647159
Sst_20,3,-36.0758,360.647159,-36.8648,361.476159
Sst_20,3,-36.8648,361.476159,-37.6537,362.30415899999997
Sst_20,3,-37.6537,362.30415899999997,-38.4076,363.164359
Sst_20,3,-38.4076,363.164359,-39.1605,364.02585899999997
Sst_20,3,-39.1605,364.02585899999997,-39.8792,364.908059
Sst_20,3,-39.8792,364.908059,-40.2468,365.990559
Sst_20,3,-40.2468,365.990559,-40.6145,367.074359
Sst_20,3,-40.6145,367.074359,-41.0477,368.128859
Sst_20,3,-41.0477,368.128859,-41.5932,369.133959
Sst_20,3,-41.5932,369.133959,-42.1399,370.138959
Sst_20,3,-42.1399,370.138959,-43.2053,370.408059
Sst_20,3,-43.2053,370.408059,-44.335,370.58585899999997
Sst_20,3,-44.335,370.58585899999997,-45.4645,370.762459
Sst_20,3,-45.4645,370.762459,-46.2683,371.403859
Sst_20,3,-46.2683,371.403859,-46.9566,372.212659
Sst_20,3,-46.9566,372.212659,-47.9069,372.792259
Sst_20,3,-47.9069,372.792259,-48.8971,373.342359
Sst_20,3,-48.8971,373.342359,-49.4899,374.320559
Sst_20,3,-49.4899,374.320559,-50.0826,375.298759
Sst_20,3,-50.0826,375.298759,-51.0003,375.849159
Sst_20,3,-51.0003,375.849159,-52.1025,376.152759
Sst_20,3,-52.1025,376.152759,-52.7354,377.03105899999997
Sst_20,3,-52.7354,377.03105899999997,-53.2495,378.051859
Sst_20,3,-53.2495,378.051859,-54.1044,378.802059
Sst_20,3,-54.1044,378.802059,-54.9893,379.526259
Sst_20,3,-54.9893,379.526259,-55.8754,380.250359
Sst_20,3,-55.8754,380.250359,-56.7614,380.973359
Sst_20,3,-56.7614,380.973359,-57.6463,381.697659
Sst_20,3,-57.6463,381.697659,-58.5324,382.421759
Sst_20,3,-58.5324,382.421759,-59.2494,383.299459
Sst_20,3,-59.2494,383.299459,-59.8902,384.248259
Sst_20,3,-59.8902,384.248259,-60.5298,385.196259
Sst_20,3,-60.5298,385.196259,-61.1189,386.163359
Sst_20,3,-61.1189,386.163359,-61.2532,387.297159
Sst_20,3,-61.2532,387.297159,-61.0353,388.42055899999997
Sst_20,3,-61.0353,388.42055899999997,-60.8176,389.543859
Sst_20,3,-60.8176,389.543859,-60.3937,390.582259
Sst_20,3,-60.3937,390.582259,-59.7677,391.538559
Sst_20,3,-59.7677,391.538559,-59.2169,392.418159
Sst_20,3,-59.2169,392.418159,-58.6838,393.353059
Sst_20,3,-58.6838,393.353059,-58.16,394.368859
Sst_20,3,-58.16,394.368859,-57.6364,395.385559
Sst_20,3,-57.6364,395.385559,-57.3369,396.474659
Sst_20,3,-57.3369,396.474659,-57.7265,397.548659
Sst_20,3,-57.7265,397.548659,-58.124,398.621559
Sst_20,3,-58.124,398.621559,-58.5201,399.693459
Sst_20,3,-58.5201,399.693459,-58.7209,400.815159
Sst_20,3,-58.7209,400.815159,-58.8692,401.949559
Sst_20,3,-58.8692,401.949559,-59.0174,403.083959
Sst_20,3,-59.0174,403.083959,-59.1657,404.218259
Sst_20,3,-59.1657,404.218259,-59.3139,405.352659
Sst_20,3,-59.3139,405.352659,-59.4622,406.486959
Sst_20,3,-59.4622,406.486959,-59.4879,407.62005899999997
Sst_20,3,-59.4879,407.62005899999997,-59.3186,408.752059
Sst_20,3,-59.3186,408.752059,-59.1491,409.88295899999997
Sst_20,3,-59.1491,409.88295899999997,-59.2327,411.016459
Sst_20,3,-59.2327,411.016459,-59.3809,412.15085899999997
Sst_20,3,-59.3809,412.15085899999997,-59.5291,413.285259
Sst_20,3,-59.5291,413.285259,-60.0291,414.295159
Sst_20,3,-60.0291,414.295159,-60.6304,415.267659
Sst_20,3,-60.6304,415.267659,-61.2328,416.239959
Sst_20,3,-61.2328,416.239959,-61.6603,417.295159
Sst_20,3,-61.6603,417.295159,-62.0281,418.378859
Sst_20,3,-62.0281,418.378859,-62.4074,419.454159
Sst_20,3,-62.4074,419.454159,-63.2321,420.247459
Sst_20,3,-63.2321,420.247459,-63.9394,421.121859
Sst_20,3,-63.9394,421.121859,-64.2488,422.217859
Sst_20,3,-64.2488,422.217859,-64.4874,423.336959
Sst_20,3,-64.4874,423.336959,-64.8471,424.412559
Sst_20,3,-64.8471,424.412559,-65.3625,425.434259
Sst_20,3,-65.3625,425.434259,-65.7234,426.509659
